SNV	cluster0	cluster1	cluster2	cluster	dcf0	dcf1	dcf2	dcf3
54	1	0	0	0	0.29	0.59	0.57	0.4
55	1	0	0	0	0.29	0.59	0.57	0.4
56	1	0	0	0	0.29	0.59	0.57	0.4
57	0	1	0	1	0.032	0.14	0.048	0.089
58	0	1	0	1	0.032	0.14	0.048	0.089
59	1	0	0	0	0.29	0.59	0.57	0.4
60	0	1	0	1	0.032	0.14	0.048	0.089
61	1	0	0	0	0.29	0.59	0.57	0.4
62	1	0	0	0	0.29	0.59	0.57	0.4
63	1	0	0	0	0.29	0.59	0.57	0.4
64	1	0.00011	0	0	0.29	0.59	0.57	0.4
65	0	1	0	1	0.032	0.14	0.048	0.089
66	1	0	0	0	0.29	0.59	0.57	0.4
67	1	0	0	0	0.29	0.59	0.57	0.4
68	0	0	1	2	0.13	0	0.38	0
69	0	1	0	1	0.032	0.14	0.048	0.089
70	0	1	0	1	0.032	0.14	0.048	0.089
71	1	0	0	0	0.29	0.59	0.57	0.4
72	1	0	0	0	0.29	0.59	0.57	0.4
73	0	1	0	1	0.032	0.14	0.048	0.089
74	1	0	0	0	0.29	0.59	0.57	0.4
75	1	0	0	0	0.29	0.59	0.57	0.4
76	0	0	1	2	0.13	0	0.38	0
77	1	0	0	0	0.29	0.59	0.57	0.4
78	1	0	0	0	0.29	0.59	0.57	0.4
79	1	0	0	0	0.29	0.59	0.57	0.4
80	0	1	0	1	0.032	0.14	0.048	0.089
81	0	0	1	2	0.13	0	0.38	0
82	0	1	0	1	0.032	0.14	0.048	0.089
83	1	0	0	0	0.29	0.59	0.57	0.4
84	1	0	0	0	0.29	0.59	0.57	0.4
85	0	0	1	2	0.13	0	0.38	0
86	1	0	0	0	0.29	0.59	0.57	0.4
87	0	1	0	1	0.032	0.14	0.048	0.089
88	1	0	0	0	0.29	0.59	0.57	0.4
89	1	0	0	0	0.29	0.59	0.57	0.4
90	1	0	0	0	0.29	0.59	0.57	0.4
91	1	0	0	0	0.29	0.59	0.57	0.4
92	1	0	0	0	0.29	0.59	0.57	0.4
93	1	0	0	0	0.29	0.59	0.57	0.4
94	1	0	0	0	0.29	0.59	0.57	0.4
95	1	0	0	0	0.29	0.59	0.57	0.4
96	1	0	0	0	0.29	0.59	0.57	0.4
97	1	0	0	0	0.29	0.59	0.57	0.4
98	0	1	0	1	0.032	0.14	0.048	0.089
99	1	0	0	0	0.29	0.59	0.57	0.4
100	1	0	0	0	0.29	0.59	0.57	0.4
101	1	0	0	0	0.29	0.59	0.57	0.4
102	1	0	0	0	0.29	0.59	0.57	0.4
103	1	0	0	0	0.29	0.59	0.57	0.4
104	1	0	0	0	0.29	0.59	0.57	0.4
105	0	1	0	1	0.032	0.14	0.048	0.089
106	1	0	0	0	0.29	0.59	0.57	0.4
107	1	0	0	0	0.29	0.59	0.57	0.4
108	1	0	0	0	0.29	0.59	0.57	0.4
109	1	0	0	0	0.29	0.59	0.57	0.4
110	1	0	0	0	0.29	0.59	0.57	0.4
111	1	0	0	0	0.29	0.59	0.57	0.4
112	1	0	0	0	0.29	0.59	0.57	0.4
113	1	0	0	0	0.29	0.59	0.57	0.4
114	1	0	0	0	0.29	0.59	0.57	0.4
115	1	0	0	0	0.29	0.59	0.57	0.4
116	1	0	0	0	0.29	0.59	0.57	0.4
117	1	0	0	0	0.29	0.59	0.57	0.4
118	1	0	0	0	0.29	0.59	0.57	0.4
119	1	0	0	0	0.29	0.59	0.57	0.4
120	1	0	0	0	0.29	0.59	0.57	0.4
121	0	1	0	1	0.032	0.14	0.048	0.089
122	1	0	0	0	0.29	0.59	0.57	0.4
123	0	1	0	1	0.032	0.14	0.048	0.089
124	1	0	0	0	0.29	0.59	0.57	0.4
125	0	1	0	1	0.032	0.14	0.048	0.089
126	1	0	0	0	0.29	0.59	0.57	0.4
127	0	1	0	1	0.032	0.14	0.048	0.089
128	0	1	0	1	0.032	0.14	0.048	0.089
129	1	0	0	0	0.29	0.59	0.57	0.4
130	0	0	1	2	0.13	0	0.38	0
131	1	0	0	0	0.29	0.59	0.57	0.4
132	1	0	0	0	0.29	0.59	0.57	0.4
133	0	1	0	1	0.032	0.14	0.048	0.089
134	1	0	0	0	0.29	0.59	0.57	0.4
135	1	0	0	0	0.29	0.59	0.57	0.4
136	1	0	0	0	0.29	0.59	0.57	0.4
137	1	0	0	0	0.29	0.59	0.57	0.4
138	1	0	0	0	0.29	0.59	0.57	0.4
139	1	0	0	0	0.29	0.59	0.57	0.4
140	1	0	0	0	0.29	0.59	0.57	0.4
141	0	1	0	1	0.032	0.14	0.048	0.089
142	0	1	0	1	0.032	0.14	0.048	0.089
143	1	0	0	0	0.29	0.59	0.57	0.4
144	1	0	0	0	0.29	0.59	0.57	0.4
145	1	0	0	0	0.29	0.59	0.57	0.4
146	1	0	0	0	0.29	0.59	0.57	0.4
147	0	1	0	1	0.032	0.14	0.048	0.089
148	1	0	0	0	0.29	0.59	0.57	0.4
149	1	0	0	0	0.29	0.59	0.57	0.4
150	1	0	0	0	0.29	0.59	0.57	0.4
151	1	0	0	0	0.29	0.59	0.57	0.4
152	1	0	0	0	0.29	0.59	0.57	0.4
153	1	0	0	0	0.29	0.59	0.57	0.4
154	1	0	0	0	0.29	0.59	0.57	0.4
155	0	1	0	1	0.032	0.14	0.048	0.089
156	0	1	0	1	0.032	0.14	0.048	0.089
157	0	1	0	1	0.032	0.14	0.048	0.089
158	1	0	0	0	0.29	0.59	0.57	0.4
159	1	0	0	0	0.29	0.59	0.57	0.4
160	1	0	0	0	0.29	0.59	0.57	0.4
161	1	0	0	0	0.29	0.59	0.57	0.4
162	1	0	0	0	0.29	0.59	0.57	0.4
163	0	1	0	1	0.032	0.14	0.048	0.089
164	1	0	0	0	0.29	0.59	0.57	0.4
165	1	0	0	0	0.29	0.59	0.57	0.4
166	0	1	0	1	0.032	0.14	0.048	0.089
167	0	1	0	1	0.032	0.14	0.048	0.089
168	0	1	0	1	0.032	0.14	0.048	0.089
169	1	0	0	0	0.29	0.59	0.57	0.4
170	0	1	0	1	0.032	0.14	0.048	0.089
171	0	1	0	1	0.032	0.14	0.048	0.089
172	1	0	0	0	0.29	0.59	0.57	0.4
173	0	1	0	1	0.032	0.14	0.048	0.089
174	1	0	0	0	0.29	0.59	0.57	0.4
175	1	0	0	0	0.29	0.59	0.57	0.4
176	1	0	0	0	0.29	0.59	0.57	0.4
177	0	1	0	1	0.032	0.14	0.048	0.089
178	1	0	0	0	0.29	0.59	0.57	0.4
179	1	0	0	0	0.29	0.59	0.57	0.4
180	1	0	0	0	0.29	0.59	0.57	0.4
181	1	0	0	0	0.29	0.59	0.57	0.4
182	1	0	0	0	0.29	0.59	0.57	0.4
183	0	0	1	2	0.13	0	0.38	0
184	0	0	1	2	0.13	0	0.38	0
185	1	0	0	0	0.29	0.59	0.57	0.4
186	0	1	0	1	0.032	0.14	0.048	0.089
187	1	0	0	0	0.29	0.59	0.57	0.4
188	1	0	0	0	0.29	0.59	0.57	0.4
189	1	0	0	0	0.29	0.59	0.57	0.4
190	1	0	0	0	0.29	0.59	0.57	0.4
191	0	1	0	1	0.032	0.14	0.048	0.089
192	1	0	0	0	0.29	0.59	0.57	0.4
193	1	0	0	0	0.29	0.59	0.57	0.4
194	1	0	0	0	0.29	0.59	0.57	0.4
195	1	0	0	0	0.29	0.59	0.57	0.4
196	1	0	0	0	0.29	0.59	0.57	0.4
197	1	0	0	0	0.29	0.59	0.57	0.4
198	3.3e-05	1	0	1	0.032	0.14	0.048	0.089
199	0	1	0	1	0.032	0.14	0.048	0.089
200	1	0	0	0	0.29	0.59	0.57	0.4
201	1	0	0	0	0.29	0.59	0.57	0.4
202	1	0	0	0	0.29	0.59	0.57	0.4
203	1	0	0	0	0.29	0.59	0.57	0.4
204	0	0	1	2	0.13	0	0.38	0
205	1	0	0	0	0.29	0.59	0.57	0.4
206	1	0	0	0	0.29	0.59	0.57	0.4
207	1	0	0	0	0.29	0.59	0.57	0.4
208	0	1	0	1	0.032	0.14	0.048	0.089
209	1	0	0	0	0.29	0.59	0.57	0.4
210	0	1	0	1	0.032	0.14	0.048	0.089
211	0	1	0	1	0.032	0.14	0.048	0.089
212	1	0	0	0	0.29	0.59	0.57	0.4
213	1	0	0	0	0.29	0.59	0.57	0.4
214	0	1	0	1	0.032	0.14	0.048	0.089
215	1	0	0	0	0.29	0.59	0.57	0.4
216	1	0	0	0	0.29	0.59	0.57	0.4
217	1	0	0	0	0.29	0.59	0.57	0.4
218	1	0	0	0	0.29	0.59	0.57	0.4
219	1	0	0	0	0.29	0.59	0.57	0.4
220	1	0	0	0	0.29	0.59	0.57	0.4
221	1	0	0	0	0.29	0.59	0.57	0.4
222	1	0	0	0	0.29	0.59	0.57	0.4
223	1	0	0	0	0.29	0.59	0.57	0.4
224	1	0	0	0	0.29	0.59	0.57	0.4
225	1	0	0	0	0.29	0.59	0.57	0.4
226	1	0	0	0	0.29	0.59	0.57	0.4
227	1	0	0	0	0.29	0.59	0.57	0.4
228	0	1	0	1	0.032	0.14	0.048	0.089
229	1	0	0	0	0.29	0.59	0.57	0.4
230	1	0	0	0	0.29	0.59	0.57	0.4
231	1	0	0	0	0.29	0.59	0.57	0.4
232	1	0	0	0	0.29	0.59	0.57	0.4
233	1	0	0	0	0.29	0.59	0.57	0.4
234	1	0	0	0	0.29	0.59	0.57	0.4
235	0	0	1	2	0.13	0	0.38	0
236	1	0	0	0	0.29	0.59	0.57	0.4
237	1	0	0	0	0.29	0.59	0.57	0.4
238	1	0	0	0	0.29	0.59	0.57	0.4
239	0	1	0	1	0.032	0.14	0.048	0.089
240	1	0	0	0	0.29	0.59	0.57	0.4
241	1	0	0	0	0.29	0.59	0.57	0.4
242	1	0	0	0	0.29	0.59	0.57	0.4
243	1	0	0	0	0.29	0.59	0.57	0.4
244	1	0	0	0	0.29	0.59	0.57	0.4
245	1	0	0	0	0.29	0.59	0.57	0.4
246	1	0	0	0	0.29	0.59	0.57	0.4
247	1	0	0	0	0.29	0.59	0.57	0.4
248	1	0	0	0	0.29	0.59	0.57	0.4
249	1	0	0	0	0.29	0.59	0.57	0.4
250	1	0	0	0	0.29	0.59	0.57	0.4
251	1	0	0	0	0.29	0.59	0.57	0.4
252	1	0	0	0	0.29	0.59	0.57	0.4
253	1	0	0	0	0.29	0.59	0.57	0.4
254	1	0	0	0	0.29	0.59	0.57	0.4
255	1	0	0	0	0.29	0.59	0.57	0.4
256	1	0	0	0	0.29	0.59	0.57	0.4
257	1	0	0	0	0.29	0.59	0.57	0.4
258	1	0	0	0	0.29	0.59	0.57	0.4
259	1	0	0	0	0.29	0.59	0.57	0.4
260	1	0	0	0	0.29	0.59	0.57	0.4
261	1	0	0	0	0.29	0.59	0.57	0.4
262	1	0	0	0	0.29	0.59	0.57	0.4
263	0	1	6e-06	1	0.032	0.14	0.048	0.089
264	1	0	0	0	0.29	0.59	0.57	0.4
265	1	0	0	0	0.29	0.59	0.57	0.4
266	1	0	0	0	0.29	0.59	0.57	0.4
267	1	0	0	0	0.29	0.59	0.57	0.4
268	1	0	0	0	0.29	0.59	0.57	0.4
269	1	0	0	0	0.29	0.59	0.57	0.4
270	1	0	0	0	0.29	0.59	0.57	0.4
271	1	0	0	0	0.29	0.59	0.57	0.4
272	1	0	0	0	0.29	0.59	0.57	0.4
273	1	0	0	0	0.29	0.59	0.57	0.4
274	1	0	0	0	0.29	0.59	0.57	0.4
275	1	0	0	0	0.29	0.59	0.57	0.4
276	1	0	0	0	0.29	0.59	0.57	0.4
277	1	0	0	0	0.29	0.59	0.57	0.4
278	0	1	0	1	0.032	0.14	0.048	0.089
279	1	0	0	0	0.29	0.59	0.57	0.4
280	1	0	0	0	0.29	0.59	0.57	0.4
281	1	0	0	0	0.29	0.59	0.57	0.4
282	0	1	0	1	0.032	0.14	0.048	0.089
283	0	1	0	1	0.032	0.14	0.048	0.089
284	0	1	0	1	0.032	0.14	0.048	0.089
285	0	1	0	1	0.032	0.14	0.048	0.089
286	1	0	0	0	0.29	0.59	0.57	0.4
287	1	0	0	0	0.29	0.59	0.57	0.4
288	1	0	0	0	0.29	0.59	0.57	0.4
289	1	0	0	0	0.29	0.59	0.57	0.4
290	1	0	0	0	0.29	0.59	0.57	0.4
291	1	0	0	0	0.29	0.59	0.57	0.4
292	1	0	0	0	0.29	0.59	0.57	0.4
293	1	0	0	0	0.29	0.59	0.57	0.4
294	1	0	0	0	0.29	0.59	0.57	0.4
295	1	0	0	0	0.29	0.59	0.57	0.4
296	0	1	0	1	0.032	0.14	0.048	0.089
297	1	0	0	0	0.29	0.59	0.57	0.4
298	1	0	0	0	0.29	0.59	0.57	0.4
299	0	1	0	1	0.032	0.14	0.048	0.089
300	0	0	1	2	0.13	0	0.38	0
301	1	0	0	0	0.29	0.59	0.57	0.4
302	1	0	0	0	0.29	0.59	0.57	0.4
303	1	0	0	0	0.29	0.59	0.57	0.4
304	1	0	0	0	0.29	0.59	0.57	0.4
305	1	0	0	0	0.29	0.59	0.57	0.4
306	1	0	0	0	0.29	0.59	0.57	0.4
307	1	0	0	0	0.29	0.59	0.57	0.4
308	0	1	0	1	0.032	0.14	0.048	0.089
309	1	0	0	0	0.29	0.59	0.57	0.4
310	0	1	0	1	0.032	0.14	0.048	0.089
311	0	0.86	0.14	1	0.032	0.14	0.048	0.089
312	0	0	1	2	0.13	0	0.38	0
313	1	0	0	0	0.29	0.59	0.57	0.4
314	0	1	0	1	0.032	0.14	0.048	0.089
315	0	1	0	1	0.032	0.14	0.048	0.089
316	0	1	0	1	0.032	0.14	0.048	0.089
317	0	0	1	2	0.13	0	0.38	0
318	0	1	0	1	0.032	0.14	0.048	0.089
319	0	1	0	1	0.032	0.14	0.048	0.089
320	1	0	0	0	0.29	0.59	0.57	0.4
321	1	0	0	0	0.29	0.59	0.57	0.4
322	0	1	0	1	0.032	0.14	0.048	0.089
323	1	0	0	0	0.29	0.59	0.57	0.4
324	1	0	0	0	0.29	0.59	0.57	0.4
325	0	1	0	1	0.032	0.14	0.048	0.089
326	1	0	0	0	0.29	0.59	0.57	0.4
327	0	1	0	1	0.032	0.14	0.048	0.089
328	0	0	1	2	0.13	0	0.38	0
329	1	0	0	0	0.29	0.59	0.57	0.4
330	1	0	0	0	0.29	0.59	0.57	0.4
331	1	0	0	0	0.29	0.59	0.57	0.4
332	1	0	0	0	0.29	0.59	0.57	0.4
333	1	0	0	0	0.29	0.59	0.57	0.4
334	1	0	0	0	0.29	0.59	0.57	0.4
335	0	1	0	1	0.032	0.14	0.048	0.089
336	1	0	0	0	0.29	0.59	0.57	0.4
337	1	0	0	0	0.29	0.59	0.57	0.4
338	0	1	0	1	0.032	0.14	0.048	0.089
339	0	1	0	1	0.032	0.14	0.048	0.089
340	1	0	0	0	0.29	0.59	0.57	0.4
341	0	1	0	1	0.032	0.14	0.048	0.089
342	0.89	0.11	0	0	0.29	0.59	0.57	0.4
343	1	0	0	0	0.29	0.59	0.57	0.4
344	1	0	0	0	0.29	0.59	0.57	0.4
345	1	0	0	0	0.29	0.59	0.57	0.4
346	1	0	0	0	0.29	0.59	0.57	0.4
347	0	1	0	1	0.032	0.14	0.048	0.089
348	1	0	0	0	0.29	0.59	0.57	0.4
349	1	0	0	0	0.29	0.59	0.57	0.4
350	1	0	0	0	0.29	0.59	0.57	0.4
351	1	0	0	0	0.29	0.59	0.57	0.4
352	1	0	0	0	0.29	0.59	0.57	0.4
353	1	0	0	0	0.29	0.59	0.57	0.4
354	0	1	0.0012	1	0.032	0.14	0.048	0.089
355	0	1	0	1	0.032	0.14	0.048	0.089
356	1	0	0	0	0.29	0.59	0.57	0.4
357	0	1	0	1	0.032	0.14	0.048	0.089
358	1	0	0	0	0.29	0.59	0.57	0.4
359	1	0	0	0	0.29	0.59	0.57	0.4
360	1	0	0	0	0.29	0.59	0.57	0.4
361	1	0	0	0	0.29	0.59	0.57	0.4
362	1	0	0	0	0.29	0.59	0.57	0.4
363	1	0	0	0	0.29	0.59	0.57	0.4
364	1	0	0	0	0.29	0.59	0.57	0.4
365	1	0	0	0	0.29	0.59	0.57	0.4
366	0	1	0	1	0.032	0.14	0.048	0.089
367	0	1	0	1	0.032	0.14	0.048	0.089
368	1	0	0	0	0.29	0.59	0.57	0.4
369	1	0	0	0	0.29	0.59	0.57	0.4
370	1	0	0	0	0.29	0.59	0.57	0.4
371	1	0	0	0	0.29	0.59	0.57	0.4
372	1	0	0	0	0.29	0.59	0.57	0.4
373	1	0	0	0	0.29	0.59	0.57	0.4
374	1	0	0	0	0.29	0.59	0.57	0.4
375	1	0	0	0	0.29	0.59	0.57	0.4
376	1	0	0	0	0.29	0.59	0.57	0.4
377	0	1	0.00016	1	0.032	0.14	0.048	0.089
378	1	0	0	0	0.29	0.59	0.57	0.4
379	1	0	0	0	0.29	0.59	0.57	0.4
380	0	1	0	1	0.032	0.14	0.048	0.089
381	1	0	0	0	0.29	0.59	0.57	0.4
382	1	0	0	0	0.29	0.59	0.57	0.4
383	1	0	0	0	0.29	0.59	0.57	0.4
384	1	0	0	0	0.29	0.59	0.57	0.4
385	1	0	0	0	0.29	0.59	0.57	0.4
386	1	0	0	0	0.29	0.59	0.57	0.4
387	1	0	0	0	0.29	0.59	0.57	0.4
388	1	0	0	0	0.29	0.59	0.57	0.4
389	0	1	0	1	0.032	0.14	0.048	0.089
390	1	0	0	0	0.29	0.59	0.57	0.4
391	1	0	0	0	0.29	0.59	0.57	0.4
392	0	1	0	1	0.032	0.14	0.048	0.089
393	1	0	0	0	0.29	0.59	0.57	0.4
394	1	0	0	0	0.29	0.59	0.57	0.4
395	1	0	0	0	0.29	0.59	0.57	0.4
396	0	0.98	0.022	1	0.032	0.14	0.048	0.089
397	0	1	0	1	0.032	0.14	0.048	0.089
398	1	0	0	0	0.29	0.59	0.57	0.4
399	0	0	1	2	0.13	0	0.38	0
400	1	0	0	0	0.29	0.59	0.57	0.4
401	1	0	0	0	0.29	0.59	0.57	0.4
402	1	0	0	0	0.29	0.59	0.57	0.4
403	1	0	0	0	0.29	0.59	0.57	0.4
404	1	0	0	0	0.29	0.59	0.57	0.4
405	1	0	0	0	0.29	0.59	0.57	0.4
406	1	0	0	0	0.29	0.59	0.57	0.4
407	1	0	0	0	0.29	0.59	0.57	0.4
408	1	0	0	0	0.29	0.59	0.57	0.4
409	1	0	0	0	0.29	0.59	0.57	0.4
410	1	0	0	0	0.29	0.59	0.57	0.4
411	0	1	0	1	0.032	0.14	0.048	0.089
412	0	1	0	1	0.032	0.14	0.048	0.089
413	1	0	0	0	0.29	0.59	0.57	0.4
414	1	0	0	0	0.29	0.59	0.57	0.4
415	1	0	0	0	0.29	0.59	0.57	0.4
416	0	1	0	1	0.032	0.14	0.048	0.089
417	1	0	0	0	0.29	0.59	0.57	0.4
418	1	0	0	0	0.29	0.59	0.57	0.4
419	0	5.3e-05	1	2	0.13	0	0.38	0
420	1	0	0	0	0.29	0.59	0.57	0.4
421	1	0	0	0	0.29	0.59	0.57	0.4
422	1	0	0	0	0.29	0.59	0.57	0.4
423	1	0	0	0	0.29	0.59	0.57	0.4
424	1	0	0	0	0.29	0.59	0.57	0.4
425	0	0	1	2	0.13	0	0.38	0
426	1	0	0	0	0.29	0.59	0.57	0.4
427	1	0	0	0	0.29	0.59	0.57	0.4
428	1	0	0	0	0.29	0.59	0.57	0.4
429	1	0	0	0	0.29	0.59	0.57	0.4
430	1	0	0	0	0.29	0.59	0.57	0.4
431	0	0	1	2	0.13	0	0.38	0
432	1	0	0	0	0.29	0.59	0.57	0.4
433	1	0	0	0	0.29	0.59	0.57	0.4
434	1	0	0	0	0.29	0.59	0.57	0.4
435	1	0	0	0	0.29	0.59	0.57	0.4
436	1	0	0	0	0.29	0.59	0.57	0.4
437	1	0	0	0	0.29	0.59	0.57	0.4
438	0	1	0	1	0.032	0.14	0.048	0.089
439	1	0	0	0	0.29	0.59	0.57	0.4
440	1	0	0	0	0.29	0.59	0.57	0.4
441	1	0	0	0	0.29	0.59	0.57	0.4
442	1	0	0	0	0.29	0.59	0.57	0.4
443	1	0	0	0	0.29	0.59	0.57	0.4
444	1	0	0	0	0.29	0.59	0.57	0.4
445	1	0	0	0	0.29	0.59	0.57	0.4
446	1	0	0	0	0.29	0.59	0.57	0.4
447	0	1	0	1	0.032	0.14	0.048	0.089
448	1	0	0	0	0.29	0.59	0.57	0.4
449	1	0	0	0	0.29	0.59	0.57	0.4
450	1	0	0	0	0.29	0.59	0.57	0.4
451	0	1	0	1	0.032	0.14	0.048	0.089
452	0	0	1	2	0.13	0	0.38	0
453	1	0	0	0	0.29	0.59	0.57	0.4
454	1	0	0	0	0.29	0.59	0.57	0.4
455	0.47	0.53	0	1	0.032	0.14	0.048	0.089
456	1	0	0	0	0.29	0.59	0.57	0.4
457	1	0	0	0	0.29	0.59	0.57	0.4
458	1	0	0	0	0.29	0.59	0.57	0.4
459	0	1	0	1	0.032	0.14	0.048	0.089
460	1	0	0	0	0.29	0.59	0.57	0.4
461	1	0	0	0	0.29	0.59	0.57	0.4
462	1	0	0	0	0.29	0.59	0.57	0.4
463	0	0	1	2	0.13	0	0.38	0
464	1	0	0	0	0.29	0.59	0.57	0.4
465	1	0	0	0	0.29	0.59	0.57	0.4
466	1	0	0	0	0.29	0.59	0.57	0.4
467	0	1	0	1	0.032	0.14	0.048	0.089
468	0	1	0	1	0.032	0.14	0.048	0.089
469	1	0	0	0	0.29	0.59	0.57	0.4
470	1	0	0	0	0.29	0.59	0.57	0.4
471	0	0	1	2	0.13	0	0.38	0
472	1	0	0	0	0.29	0.59	0.57	0.4
473	1	0	0	0	0.29	0.59	0.57	0.4
474	0	1	0	1	0.032	0.14	0.048	0.089
475	1	0	0	0	0.29	0.59	0.57	0.4
476	0.0019	1	0	1	0.032	0.14	0.048	0.089
477	1	0	0	0	0.29	0.59	0.57	0.4
478	1	0	0	0	0.29	0.59	0.57	0.4
479	1	0	0	0	0.29	0.59	0.57	0.4
480	1	0	0	0	0.29	0.59	0.57	0.4
481	1	0	0	0	0.29	0.59	0.57	0.4
482	0	1	0	1	0.032	0.14	0.048	0.089
483	1	0	0	0	0.29	0.59	0.57	0.4
484	1	0	0	0	0.29	0.59	0.57	0.4
485	0.52	0.48	0	0	0.29	0.59	0.57	0.4
486	1	0	0	0	0.29	0.59	0.57	0.4
487	1	0	0	0	0.29	0.59	0.57	0.4
488	1	0	0	0	0.29	0.59	0.57	0.4
489	1	0	0	0	0.29	0.59	0.57	0.4
490	1	0	0	0	0.29	0.59	0.57	0.4
491	0	1	0	1	0.032	0.14	0.048	0.089
492	1	0	0	0	0.29	0.59	0.57	0.4
493	1	0	0	0	0.29	0.59	0.57	0.4
494	1	0	0	0	0.29	0.59	0.57	0.4
495	0	1	0	1	0.032	0.14	0.048	0.089
496	0	1	0	1	0.032	0.14	0.048	0.089
497	0	1	0	1	0.032	0.14	0.048	0.089
498	1	0	0	0	0.29	0.59	0.57	0.4
499	1	0	0	0	0.29	0.59	0.57	0.4
500	1	0	0	0	0.29	0.59	0.57	0.4
501	1	0	0	0	0.29	0.59	0.57	0.4
502	8e-05	1	0	1	0.032	0.14	0.048	0.089
503	1	0	0	0	0.29	0.59	0.57	0.4
504	1	0	0	0	0.29	0.59	0.57	0.4
505	0	0	1	2	0.13	0	0.38	0
506	0	1	0	1	0.032	0.14	0.048	0.089
507	0	0	1	2	0.13	0	0.38	0
508	1	0	0	0	0.29	0.59	0.57	0.4
509	0	0	1	2	0.13	0	0.38	0
510	1	0	0	0	0.29	0.59	0.57	0.4
511	0	1	0	1	0.032	0.14	0.048	0.089
512	1	0	0	0	0.29	0.59	0.57	0.4
513	1	0	0	0	0.29	0.59	0.57	0.4
514	1	0	0	0	0.29	0.59	0.57	0.4
515	0	0	1	2	0.13	0	0.38	0
516	1	0	0	0	0.29	0.59	0.57	0.4
517	1	0	0	0	0.29	0.59	0.57	0.4
518	1	0	0	0	0.29	0.59	0.57	0.4
519	0	6.4e-05	1	2	0.13	0	0.38	0
520	1	0	0	0	0.29	0.59	0.57	0.4
521	1	0	0	0	0.29	0.59	0.57	0.4
522	1	0	0	0	0.29	0.59	0.57	0.4
523	1	0	0	0	0.29	0.59	0.57	0.4
524	0	1	0	1	0.032	0.14	0.048	0.089
525	1	0	0	0	0.29	0.59	0.57	0.4
526	1	0	0	0	0.29	0.59	0.57	0.4
527	1	0	0	0	0.29	0.59	0.57	0.4
528	1	0	0	0	0.29	0.59	0.57	0.4
529	1	0	0	0	0.29	0.59	0.57	0.4
530	1	0	0	0	0.29	0.59	0.57	0.4
531	1	0	0	0	0.29	0.59	0.57	0.4
532	0.098	0.9	0	1	0.032	0.14	0.048	0.089
533	1	0	0	0	0.29	0.59	0.57	0.4
534	1	0	0	0	0.29	0.59	0.57	0.4
535	1	0	0	0	0.29	0.59	0.57	0.4
