SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0
182	0.89	0	0.063	1.7e-05	0.052	0	0	0	0.00017	0	0	0.26
183	0.93	0	0.021	0.00065	0.018	0	8.4e-05	0	0.034	0	0	0.26
184	0	1	0	0	0	0.0046	0	0	0	0	1	0
185	0.96	0	0.023	3.7e-05	0.019	0	0	0	0	0.00092	0	0.26
186	0	0	1.2e-06	1	0	0	0	0	0	0	3	0.42
187	0.97	0	0.015	0	0.013	0	0	0	0.0013	0	0	0.26
188	0.77	0	0.00026	0	0.00021	0	0	0	0.23	0	0	0.26
189	0.46	0	0.25	0.087	0.21	0	0	0	5.4e-05	0	0	0.26
190	0.97	0	0.00032	0	0.00026	0	0	0	0.033	0	0	0.26
191	0.98	0	0.004	0	0.0033	0	0	0	0.016	0	0	0.26
192	0	0	0	0	0	0.99	0.0067	0	0	0	5	0.029
193	0.98	0	0.0095	0.0039	0.0078	0	0	0	0	0.00036	0	0.26
194	0.75	0	0.12	0.037	0.096	0	0	0	0.0015	0	0	0.26
195	0.79	0.21	0	0	0	0.00018	0	0	0	0	0	0.26
196	0	0	0.037	0	0.03	0.93	4.6e-06	0	0	0	5	0.029
197	0.33	0	0.0084	0.54	0.0069	0	0	0	0	0.11	3	0.42
198	0	0	1.5e-06	0	1.2e-06	1	0	0	0	0	5	0.029
199	0	0	5.3e-06	0	4.4e-06	1	0	0	0	0	5	0.029
200	0.82	0	0.098	0.0064	0.08	0	0	0	0	0	0	0.26
201	0.0043	0	0.44	0.19	0.37	0	0	0	0	0	2	0.31
202	0.98	0	0.0096	9.4e-06	0.0079	0	0	0	0	0	0	0.26
203	0.94	0	0.033	0.0002	0.027	0	0	0	0.0041	0	0	0.26
204	0.94	0	0.018	0.00021	0.015	0	0	0	0.024	0	0	0.26
205	0.16	0	0.1	0.66	0.082	0	0	0	0	0	3	0.42
206	0.015	0	0.023	0.94	0.019	0	0	0	0	0.00047	3	0.42
207	0.97	0	0.015	0	0.013	0	0	0	0	0	0	0.26
208	0.069	0	0.0012	0.93	0.00096	0	0	0	0	0	3	0.42
209	0.89	0	0.059	0.0032	0.048	0	0	0	0.0033	0	0	0.26
210	0.93	0	0.031	0.0095	0.026	0	0	0	0	0	0	0.26
211	0.8	0	0.11	0.0072	0.087	0	0	0	0.00071	0	0	0.26
212	0.94	0	0.033	0.00054	0.027	0	0	0	0	6.1e-05	0	0.26
213	0.7	0	0.15	0.022	0.12	0	0	0	0	0	0	0.26
214	0.89	0	0.011	0.021	0.0091	0	0	0	0	0.066	0	0.26
215	0	0	1.7e-05	0.92	1.4e-05	0	0	0	0	0.079	3	0.42
216	0.98	0	0.013	0	0.01	0	0	0	0	0	0	0.26
217	0	0	0.53	0	0.44	0.016	0.014	0	0	0	2	0.31
218	0.92	0	0.042	0.0015	0.034	0	0	0	0	6.4e-05	0	0.26
219	0.88	0	0.067	9.1e-06	0.055	0	0	0	9.6e-05	0	0	0.26
220	0.93	0	0.008	0.0095	0.0066	0	0	0	0.046	0	0	0.26
221	0	0	0	0	0	1	0	0	0	0	5	0.029
222	0.99	0	0.0032	0	0.0026	0	0	0	0	1.5e-05	0	0.26
223	0	0	0.0041	0	0.0034	0.99	0	0	0	0	5	0.029
224	8.9e-05	0	0.0011	0.96	0.00092	0	0	0	0	0.038	3	0.42
225	0.96	0	0.015	0.00041	0.012	0	0	0	0.012	0	0	0.26
226	0.97	0	0.0029	0.024	0.0024	0	0	0	0	0.0001	0	0.26
227	0	0	0.014	0	0.012	0.97	1.1e-05	0	0	0	5	0.029
228	0.77	0	0.0015	0.076	0.0012	0	8.3e-06	0	0.16	0	0	0.26
229	0.76	0	0.12	0.0093	0.1	0	0	0	0	0.0052	0	0.26
230	0.97	0	0.0015	0.00041	0.0012	0	0	0	0.029	0	0	0.26
231	0.0044	0	0.087	0.83	0.071	0	0	0	0	0.0043	3	0.42
232	0	0	0.0022	0	0.0018	1	0	0	0	0	5	0.029
233	0.84	0	0.087	0	0.071	0	0	0	4.3e-06	0	0	0.26
234	0.79	0.2	0.00021	0	0.00017	0.0034	0	0	0	0	0	0.26
235	0.95	0	0.029	0	0.024	0	0	0	2.8e-05	0	0	0.26
236	0	0	0.0024	0	0.002	1	0	0	0	0	5	0.029
237	0.95	0	0.00097	0.00087	0.00079	0	0	0	0.045	0	0	0.26
238	0.98	0	0.0085	0	0.007	0	0	0	0.00029	0	0	0.26
239	0.95	0	0.024	0.00041	0.02	0	0	0	0.0085	0	0	0.26
240	0.56	0	0.24	0.00061	0.2	0	0	0	5.8e-06	0	0	0.26
241	0.74	0	0.14	0.007	0.11	0	0	0	0.00029	0	0	0.26
242	0.13	0	2.6e-05	0.6	2.1e-05	0	0.00055	0	0.27	0	3	0.42
243	0.95	0	0.028	2.8e-06	0.023	0	0	0	0.00067	0	0	0.26
244	0.87	0	0.069	0.00091	0.057	0	0	0	0.001	0	0	0.26
245	0.86	0	0.064	0.015	0.053	0	0	0	0.0056	1.6e-06	0	0.26
246	0.018	0	0.011	0.96	0.0093	0	0	0	0	0	3	0.42
247	0.89	0	0.055	0.0037	0.046	0	0	0	0	0.0023	0	0.26
248	0.58	0	0.11	0.22	0.088	0	0	0	0.00016	0.00015	0	0.26
249	0.37	0	0.34	0.0032	0.28	0	0	0	0	0	0	0.26
250	0.0021	0	0	0	0	0	0	0	1	0	8	0.2
251	0.087	0	4.4e-06	0	3.6e-06	0	0.14	0	0.77	0	8	0.2
252	0.009	0	0	0	0	0	0	0	0.99	0	8	0.2
253	0.092	0	0	0	0	0	0	0	0.91	0	8	0.2
254	0.82	0	0.07	0.042	0.058	0	0	0	0.0057	5.4e-05	0	0.26
255	0.98	0	0.0037	0.0001	0.003	0	0	0	0.012	0	0	0.26
256	0.92	0	0.043	4.8e-05	0.035	0	0	0	0.00087	0	0	0.26
257	0.79	0.21	0	0	0	5.5e-05	0	0	0	0	0	0.26
258	0.99	0	0.006	0	0.0049	0	0	0	8.8e-05	0	0	0.26
259	0.99	0	0.0033	2.2e-06	0.0027	0	0	0	0.0032	0	0	0.26
260	0.91	0	0.025	0.0027	0.021	0	0.00015	0	0.037	0	0	0.26
261	0	1	0	0	0	6.6e-06	0	0	0	0	1	0
262	0.79	0.21	0	0	0	5.7e-05	0	0	0	0	0	0.26
263	0.11	0	0.0044	0.88	0.0036	0	0	0	0	0	3	0.42
264	0.98	0	0.0057	0	0.0047	0	0	0	0.0062	0	0	0.26
265	0.99	0	0.0032	0	0.0026	0	0	0	0.0011	0	0	0.26
266	0	1	0	0	0	0	0	0	0	0	1	0
267	0.93	0	0.0081	0.056	0.0067	0	0	0	0	0	0	0.26
268	0.92	0	0.04	0.0023	0.033	0	0	0	0.008	0	0	0.26
269	0.94	0	0.022	0.0023	0.018	0	0	0	0.018	0	0	0.26
270	0.85	0	0.025	0.1	0.021	0	0	0	0	0.00088	0	0.26
271	0.78	0	0.12	0.011	0.095	0	0	0	0.0007	0	0	0.26
272	0.91	0	0.05	6.1e-05	0.041	0	0	0	0.00065	0	0	0.26
273	0.6	0	0.22	0.0016	0.18	0	0	0	1.7e-05	0	0	0.26
274	0.79	0.21	0	0	0	0	0	0	0	0	0	0.26
275	0.95	0	0.0001	8.9e-05	8.4e-05	0	0	0	0.046	0	0	0.26
276	0.85	0	0.058	0.036	0.048	0	0	0	0.0095	0.0001	0	0.26
277	0.96	0	0.022	0	0.018	0	0	0	0.00011	0	0	0.26
278	0.72	0	0.14	0.027	0.12	0	0	0	0.00051	0	0	0.26
279	0.25	0	0.4	0.0007	0.33	0	0	0	0	0.018	2	0.31
280	0.94	0	0.03	6.9e-05	0.025	0	0	0	0	0.0012	0	0.26
281	0.95	0	0.015	0.0017	0.012	0	0	0	0.019	0	0	0.26
282	0.79	0.21	0	0	0	0	0	0	0	0	0	0.26
283	0.97	0	0.014	8.6e-05	0.012	0	0	0	0.0066	0	0	0.26
284	0.58	0	0.16	0.13	0.13	0	0	0	0	0.007	0	0.26
285	0.36	0	0.34	0.022	0.28	0	0	0	4.4e-06	0	0	0.26
286	0.43	0	0.31	0.00026	0.25	0	0	0	0	0.013	0	0.26
287	0.91	0	0.035	0.0065	0.028	0	0	0	0.017	0	0	0.26
288	0.84	0	0.088	4e-05	0.072	0	0	0	0	0.0035	0	0.26
289	0.43	0	0.26	0.082	0.22	0	0	0	0	0.012	0	0.26
290	0.94	0	0.0056	0.0068	0.0046	0	0	0	0.047	0	0	0.26
291	0.97	0	0.014	0	0.012	0	0	0	0.001	0	0	0.26
292	0.53	0	0.19	0.11	0.16	0	0	0	0	0.0084	0	0.26
293	0.84	0	0.09	8.9e-06	0.074	0	0	0	3.2e-05	0	0	0.26
294	0.69	0	0.17	0.00027	0.14	0	0	0	1.9e-05	0	0	0.26
295	0.89	0	0.058	1.1e-05	0.048	0	0	0	0.00015	0	0	0.26
296	0.98	0	0.0039	0.00022	0.0032	0	0	0	0.016	0	0	0.26
297	0.73	0	0.13	0.025	0.11	0	0	0	0	0.0057	0	0.26
298	0.58	0	0.2	0.05	0.16	0	0	0	0	0.0086	0	0.26
299	0.97	0	0.0068	0.00027	0.0056	0	0	0	0.014	0	0	0.26
300	0.96	0	0.00086	0.00045	0.00071	0	0	0	0.037	0	0	0.26
301	0.98	0	0.012	7.9e-06	0.0095	0	0	0	0	0.00041	0	0.26
302	0.93	0	0.036	9.7e-05	0.03	0	0	0	0.0021	0	0	0.26
303	0.61	0	0.21	0.001	0.18	0	0	0	1.5e-05	0	0	0.26
304	0.17	0	0.36	0.15	0.3	0	0	0	0	0.017	2	0.31
305	0.9	0	0.0037	0	0.003	0	1.6e-05	0	0.098	0	0	0.26
306	0.24	0	0.26	0.27	0.22	0	0	0	0	1e-06	3	0.42
307	0.88	0	0.064	0.0025	0.053	0	0	0	0.0028	0	0	0.26
308	0.96	0	0.0036	0	0.003	0	0	0	0.031	0	0	0.26
309	0.92	0	0.018	0.0098	0.015	0	5.6e-06	0	0.034	0	0	0.26
310	0	0	0	0	0	9.6e-06	1	0	0	0	6	0.087
311	0.87	0	0.0022	0	0.0018	0	0	0	0.13	0	0	0.26
312	0.67	0	0.18	0.0065	0.15	0	0	0	0.00042	0	0	0.26
313	0	1	0	0	0	0	0	0	0	0	1	0
314	0.94	0	0.024	4.3e-05	0.02	0	0	0	0.022	0	0	0.26
315	0.86	0	0.002	0	0.0016	0	0	0	0.14	0	0	0.26
316	0.89	0	0.052	0.0018	0.043	0	0	0	0.016	0	0	0.26
317	0.88	0	0.062	0.00018	0.051	0	0	0	0.0027	0	0	0.26
318	0.96	0	0.017	3.1e-06	0.014	0	0	0	0.013	0	0	0.26
319	0.03	0	0	0	0	0	0.00024	0	0.97	0	8	0.2
320	0	1	0	0	0	0.0039	0	0	0	0	1	0
321	0	1	0	0	0	4.7e-05	0	0	0	0	1	0
322	0.84	0	0.0089	1.9e-05	0.0073	0	0.002	0	0.15	0	0	0.26
323	0.86	0	0.075	0	0.062	0	0	0	6.4e-05	0	0	0.26
324	0.99	0	1.7e-05	0	1.4e-05	0	0	0	0.0066	0	0	0.26
325	0.99	0	0.00049	0	0.0004	0	0	0	0.0047	0	0	0.26
326	0.94	0	0.03	0	0.025	0	0	0	0.00025	0	0	0.26
327	0.98	0	0.0012	0	0.001	0	0	0	0.017	0	0	0.26
328	0	1	0	0	0	9.9e-05	0	0	0	0	1	0
329	0	1	0	0	0	0.00019	0	0	0	0	1	0
330	0.85	0	0.066	0.01	0.055	0	8.1e-06	0	0.019	0	0	0.26
331	0.97	0	0.017	0	0.014	0	0	0	0.0013	0	0	0.26
332	0.92	0	0.022	0.0001	0.018	0	1.6e-06	0	0.042	0	0	0.26
333	0.99	0	0.0039	0	0.0032	0	0	0	0.0048	0	0	0.26
334	0.9	0	0.012	2.2e-05	0.01	0	2.5e-05	0	0.081	0	0	0.26
335	0.89	0	0.0016	0	0.0013	0	0	0	0.11	0	0	0.26
336	0	1	0	0	0	0.0022	0	0	0	0	1	0
337	0.18	0	0.45	4.5e-05	0.37	0	0	0	0	0	2	0.31
338	0	1	0	0	0	0.0025	0	0	0	0	1	0
339	0.91	0	0.016	5.8e-05	0.013	0	1.8e-05	0	0.065	0	0	0.26
340	0.049	0	0.44	0.15	0.36	0	0	0	0	0	2	0.31
341	0.87	0	0.052	0.0048	0.042	0	3.3e-05	0	0.028	0	0	0.26
342	0.38	0	0.25	0.17	0.2	0	0	0	0.00018	0	0	0.26
343	0.91	0	0.023	0.00015	0.019	0	3.9e-06	0	0.043	0	0	0.26
344	0.81	0	0.095	0.0077	0.078	0	0	0	0.0053	0	0	0.26
345	0.91	0	0.048	0	0.039	0	0	0	4e-05	0	0	0.26
346	0	1	0	0	0	0.0021	0	0	0	0	1	0
347	0.86	0	0.079	3.6e-06	0.065	0	0	0	0.00014	0	0	0.26
348	0.89	0	0.059	0.0005	0.049	0	0	0	0.0056	0	0	0.26
349	0	1	0	0	0	2.3e-05	0	0	0	0	1	0
350	0.99	0	0.0045	0	0.0037	0	0	0	0.00055	0	0	0.26
351	0.88	0	0.059	0.0011	0.048	0	0	0	0.0087	0	0	0.26
352	0.99	0	0.0066	0	0.0054	0	0	0	2.9e-05	0	0	0.26
353	0	0.99	0	0	0	0.005	0	0	0	0	1	0
354	0	0	0	0	0	0.13	0.87	0	0	0	6	0.087
355	0.92	0	0.042	0.00051	0.035	0	0	0	0.0044	0	0	0.26
356	0.85	0	0.084	4.7e-05	0.069	0	0	0	0.00048	0	0	0.26
357	0.97	0	0.011	0	0.0093	0	0	0	0.0056	0	0	0.26
358	0.61	0	0.21	0.0039	0.17	0	0	0	0.00015	0	0	0.26
359	0.61	0	0.21	0.0039	0.17	0	0	0	0.00015	0	0	0.26
360	0	1	0	0	0	2.6e-06	0	0	0	0	1	0
361	0.99	0	0.0066	0	0.0054	0	0	0	1e-05	0	0	0.26
