SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster	dcf0
115	0.57	0.0051	0	0.017	0.00037	0.021	0	0	0.19	0	0	0.004	0	0.19	0	0.26
116	0.47	0	0.07	0	0	0	0.07	1.5e-05	0.16	0.07	0	0	0	0.16	0	0.26
117	0	0.055	0	0	0	0	0	0.9	0	0	6.9e-05	0.043	6.9e-05	0	7	0.029
118	0.49	0.098	0	6.2e-05	0.0095	0.00027	0	0	0.16	0	0	0.077	0	0.16	0	0.26
119	0.51	0.0066	0	0.072	0.00055	0.054	0	0	0.17	0	0	0.0052	0	0.17	0	0.26
120	0.57	0.0086	0	0.014	0.00068	0.017	0	0	0.19	0	0	0.0068	0	0.19	0	0.26
121	0	0.0053	0	0	0	0	0	0.99	0	0	0	0.0042	0	0	7	0.029
122	0.00034	0.0056	0	0	0.041	0.95	0	0	0.00012	0	0	0.0044	0	0.00012	5	0.47
123	0	0.07	0	0	0	0	0	0.87	0	0	9.1e-05	0.055	9.1e-05	0	7	0.029
124	0.56	0.0042	0	0	0.053	0.0001	0	0	0.19	0	0	0.0033	0	0.19	0	0.26
125	0.51	0.078	0	0	0	4.1e-06	0	0	0.17	0	0	0.062	0	0.17	0	0.26
126	0.59	0.006	0	0	0	0	0	0	0.2	0	0	0.0047	0	0.2	0	0.26
127	0	9.7e-06	0	0	0	0	0	1	0	0	0	7.6e-06	0	0	7	0.029
128	0	0.027	0	0	0	0	0	0.95	0	0	2.8e-06	0.021	2.8e-06	0	7	0.029
129	0.58	0.018	0	0	5.3e-06	0	0	0	0.2	0	0	0.014	0	0.2	0	0.26
130	0	0.036	0	0	0	0	0	0.93	0	0	8.5e-06	0.029	8.5e-06	0	7	0.029
131	0	0.0097	0	0	0	0	0	0.98	0	0	0	0.0076	0	0	7	0.029
132	0	0.059	0	0	0	0	0	0.89	0	0	8.2e-05	0.046	8.2e-05	0	7	0.029
133	0	0.012	0	0	0	0	0	0.98	0	0	0	0.0095	0	0	7	0.029
134	0.55	0.042	0	0	0.0061	0.0008	0	0	0.19	0	0	0.033	0	0.19	0	0.26
135	0	0.097	0	0	0	0	0	0.83	0	0	0.0001	0.076	0.0001	0	7	0.029
136	0	0.0003	0	0	0.0042	1	0	0	0	0	0	0.00023	0	0	5	0.47
137	0	0.29	0	0.00015	0	2.5e-05	0	0.00087	0	0	0.24	0.23	0.24	0	1	0.31
138	0	2.9e-06	0	0	0	0	0	1	0	0	0	2.3e-06	0	0	7	0.029
139	0.28	9.5e-05	0	0.34	4.6e-06	0.2	0	0	0.093	0	0	7.5e-05	0	0.093	3	0.2
140	2.6e-05	0.044	0	0.0049	0	0.00091	0	3.3e-06	8.7e-06	0	0.46	0.035	0.46	8.7e-06	10	0.087
141	0.47	0	0.07	0	0	0	0.07	0	0.16	0.07	0	0	0	0.16	0	0.26
142	0	0	0	0	0.067	0.93	0	0	0	0	0	0	0	0	5	0.47
143	0.47	1.8e-05	0.07	0	0	0	0.07	0.00081	0.16	0.07	0	1.4e-05	0	0.16	0	0.26
144	0.6	0.00057	0	0	7.6e-05	0	0	0	0.2	0	0	0.00045	0	0.2	0	0.26
145	0	0.13	0	0	0	0	0	0.77	0	0	0.00063	0.1	0.00063	0	7	0.029
146	0.58	0.019	0	0	0.00034	0	0	0	0.2	0	0	0.015	0	0.2	0	0.26
147	0	0.055	0	0	0	0	0	0.9	0	0	3.4e-05	0.043	3.4e-05	0	7	0.029
148	0	0.092	0	0	0	0	0	0.84	0	0	0.00018	0.072	0.00018	0	7	0.029
149	0.51	0.079	0	0	0	2.8e-05	0	0	0.17	0	0	0.063	0	0.17	0	0.26
150	0.00034	0.00081	0	0	0.093	0.91	0	0	0.00011	0	0	0.00063	0	0.00011	5	0.47
151	0.56	0.00028	0	0.027	1.2e-05	0.039	0	0	0.19	0	0	0.00022	0	0.19	0	0.26
152	0.28	4.4e-05	0	0.32	1.9e-06	0.21	0	0	0.094	0	0	3.5e-05	0	0.094	3	0.2
153	0.47	0	0.07	0	0	0	0.07	0	0.16	0.07	0	0	0	0.16	0	0.26
154	0.54	0.051	0	0.00044	0.0047	0.0012	0	0	0.18	0	0	0.04	0	0.18	0	0.26
155	0.5	0.084	0	0.0033	0.0095	0.0052	0	0	0.17	0	0	0.066	0	0.17	0	0.26
156	0	0.0018	0	0	0	0	0	1	0	0	0	0.0014	0	0	7	0.029
157	0.28	7e-06	0	0.29	0	0.24	0	0	0.095	0	0	5.5e-06	0	0.095	3	0.2
158	0	1.2e-06	0	0	0	0	0	1	0	0	0	0	0	0	7	0.029
159	4.8e-06	0	0	0	0.4	0.6	0	0	1.6e-06	0	0	0	0	1.6e-06	5	0.47
160	0.47	0	0.07	0	0	0	0.07	0	0.16	0.07	0	0	0	0.16	0	0.26
161	0.0052	0.00018	0	0	0.22	0.77	0	0	0.0018	0	0	0.00014	0	0.0018	5	0.47
162	0	0.0023	0	0	0	0	0	1	0	0	0	0.0019	0	0	7	0.029
163	0	0.017	0	0	0	0	0	0.97	0	0	0	0.013	0	0	7	0.029
164	0.55	0.037	0	0.0043	0	0	0	0	0.19	0	0	0.029	0	0.19	0	0.26
165	0.59	0.0014	0	0.0099	0	0	0	0	0.2	0	0	0.0011	0	0.2	0	0.26
166	0.56	0.025	0	0.016	0	0	0	0	0.19	0	0	0.019	0	0.19	0	0.26
167	0.14	0.34	0	1.4e-05	0.05	0.11	0	0	0.047	0	0	0.27	0	0.047	1	0.31
168	4.7e-06	0	0	0	0.19	0.81	0	0	1.6e-06	0	0	0	0	1.6e-06	5	0.47
169	0.06	0.5	0	0	0	0.0025	0	0	0.02	0	0	0.4	0	0.02	1	0.31
170	0.57	0.024	0	0	0	0	0	0	0.19	0	0	0.019	0	0.19	0	0.26
171	0.48	0.11	0	0	0	0.00088	0	0	0.16	0	0	0.087	0	0.16	0	0.26
172	0.3	0.28	0	0	0	0.0025	0	0	0.1	0	0	0.22	0	0.1	0	0.26
173	0.59	0.0083	0	0	0.0015	0	0	0	0.2	0	0	0.0065	0	0.2	0	0.26
174	0.38	0.21	0	6.7e-06	0	0	0	0	0.13	0	0	0.16	0	0.13	0	0.26
175	0.18	0.00022	0	0.43	0	0	0	2.1e-06	0.06	0	0.14	0.00018	0.14	0.06	3	0.2
176	3.9e-06	0	0	0	0.18	0.82	0	0	1.3e-06	0	0	0	0	1.3e-06	5	0.47
177	0.43	0.15	0	0.0011	4.9e-06	0.0046	0	0	0.15	0	0	0.12	0	0.15	0	0.26
178	0.42	0.16	0	1.4e-05	0	0	0	0	0.14	0	0	0.13	0	0.14	0	0.26
179	0	0	0.31	0	0	0	0.31	0.058	0	0.31	0.00023	0	0.00023	0	2	0
180	0	0	0	0	4e-05	1	0	0	0	0	0	0	0	0	5	0.47
181	0.19	0.38	0	1.3e-05	0	0.0063	0	0	0.065	0	0	0.3	0	0.065	1	0.31
182	0.51	0.077	0	0.00018	0	0	0	0	0.17	0	0	0.061	0	0.17	0	0.26
183	0.55	0.027	0	0.035	0	5e-05	0	0	0.19	0	4.3e-05	0.021	4.3e-05	0.19	0	0.26
184	0	0	0.33	0	0	0	0.33	0.0046	0	0.33	0	0	0	0	2	0
185	0.57	0.029	0	0	6.9e-06	0	0	0	0.19	0	0	0.023	0	0.19	0	0.26
186	0	1.9e-05	0	0	1.2e-05	1	0	0	0	0	0	1.5e-05	0	0	5	0.47
187	0.57	0.019	0	0.0014	0	0	0	0	0.19	0	0	0.015	0	0.19	0	0.26
188	0.45	0.00032	0	0.24	0	0	0	0	0.15	0	0	0.00025	0	0.15	0	0.26
189	0.26	0.31	0	5.5e-05	0	0.0056	0	0	0.09	0	0	0.24	0	0.09	1	0.31
190	0.57	0.0004	0	0.035	0	0	0	0	0.19	0	0	0.00032	0	0.19	0	0.26
191	0.58	0.005	0	0.016	0	0	0	0	0.2	0	0	0.004	0	0.2	0	0.26
192	0	0	0	0	0	0	0	0.99	0	0	0.0034	0	0.0034	0	7	0.029
193	0.4	0.0081	0	0	0.27	0.053	0	0	0.13	0	0	0.0064	0	0.13	0	0.26
194	0.44	0.14	0	0.0015	9.5e-06	0.0056	0	0	0.15	0	0	0.11	0	0.15	0	0.26
195	0.47	1.1e-06	0.07	0	0	0	0.07	0.00018	0.16	0.07	0	0	0	0.16	0	0.26
196	0	0.045	0	0	0	0	0	0.92	0	0	2.3e-06	0.035	2.3e-06	0	7	0.029
197	0.1	0.0054	0	0	0.18	0.64	0	0	0.034	0	0	0.0042	0	0.034	5	0.47
198	0	1.8e-06	0	0	0	0	0	1	0	0	0	1.4e-06	0	0	7	0.029
199	0	6.6e-06	0	0	0	0	0	1	0	0	0	5.2e-06	0	0	7	0.029
200	0.47	0.12	0	0	0	0.00027	0	0	0.16	0	0	0.094	0	0.16	0	0.26
201	0.0026	0.56	0	0	0	0.00028	0	0	0.00087	0	0	0.44	0	0.00087	1	0.31
202	0.58	0.012	0	0	0.01	3e-05	0	0	0.2	0	0	0.0094	0	0.2	0	0.26
203	0.55	0.041	0	0.0042	0	2.4e-06	0	0	0.19	0	0	0.032	0	0.19	0	0.26
204	0.56	0.022	0	0.025	0	7.1e-06	0	0	0.19	0	0	0.018	0	0.19	0	0.26
205	0.096	0.13	0	0	0.03	0.58	0	0	0.032	0	0	0.1	0	0.032	5	0.47
206	0.0032	0.011	0	0	0.25	0.72	0	0	0.0011	0	0	0.0083	0	0.0011	5	0.47
207	0.58	0.019	0	0	0	0	0	0	0.2	0	0	0.015	0	0.2	0	0.26
208	0.19	0.0068	0	0	4.4e-06	0.67	0	0	0.064	0	0	0.0053	0	0.064	5	0.47
209	0.52	0.072	0	0.0034	0	0.00016	0	0	0.18	0	0	0.057	0	0.18	0	0.26
210	0.53	0.037	0	0	0.0035	0.044	0	0	0.18	0	0	0.029	0	0.18	0	0.26
211	0.46	0.13	0	0.00071	0	0.00026	0	0	0.16	0	0	0.1	0	0.16	0	0.26
212	0.55	0.041	0	0	0.00026	1.9e-05	0	0	0.19	0	0	0.033	0	0.19	0	0.26
213	0.4	0.18	0	0	0	0.0012	0	0	0.14	0	0	0.14	0	0.14	0	0.26
214	0.41	0.011	0	0	0.18	0.12	0	0	0.14	0	0	0.0084	0	0.14	0	0.26
215	0	4.3e-06	0	0	0.046	0.95	0	0	0	0	0	3.4e-06	0	0	5	0.47
216	0.58	0.016	0	0	0	0	0	0	0.2	0	0	0.013	0	0.2	0	0.26
217	0	0.55	0	0	0	0	0	0.013	0	0	0.0061	0.43	0.0061	0	1	0.31
218	0.54	0.052	0	0	0.00027	8.5e-05	0	0	0.18	0	0	0.041	0	0.18	0	0.26
219	0.51	0.082	0	9.8e-05	0	0	0	0	0.17	0	0	0.065	0	0.17	0	0.26
220	0.53	0.0097	0	0.047	0.00084	0.039	0	0	0.18	0	0	0.0076	0	0.18	0	0.26
221	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7	0.029
222	0.59	0.004	0	0	8.3e-05	0	0	0	0.2	0	0	0.0031	0	0.2	0	0.26
223	0	0.0051	0	0	0	0	0	0.99	0	0	0	0.004	0	0	7	0.029
224	2.4e-05	0.00064	0	0	0.052	0.95	0	0	8.1e-06	0	0	0.0005	0	8.1e-06	5	0.47
225	0.56	0.018	0	0.012	0.0016	0.014	0	0	0.19	0	0	0.014	0	0.19	0	0.26
226	0.52	0.0033	0	0	0.00021	0.12	0	0	0.18	0	0	0.0026	0	0.18	0	0.26
227	0	0.017	0	0	0	0	0	0.97	0	0	5.7e-06	0.014	5.7e-06	0	7	0.029
228	0.44	0.0018	0	0.16	0.00013	0.1	0	0	0.15	0	4.1e-06	0.0014	4.1e-06	0.15	0	0.26
229	0.43	0.14	0	0	0.016	0.0095	0	0	0.14	0	0	0.11	0	0.14	0	0.26
230	0.56	0.0018	0	0.029	0.00011	0.034	0	0	0.19	0	0	0.0015	0	0.19	0	0.26
231	0.0098	0.4	0	0	0.074	0.19	0	0	0.0033	0	0	0.32	0	0.0033	1	0.31
232	0	0.0027	0	0	0	0	0	1	0	0	0	0.0021	0	0	7	0.029
233	0.48	0.1	0	4.3e-06	0.009	4e-05	0	0	0.16	0	0	0.082	0	0.16	0	0.26
234	0.47	0.00026	0.07	0	0	0	0.07	0.0035	0.16	0.07	0	0.00021	0	0.16	0	0.26
235	0.56	0.036	0	2.9e-05	0.0027	0.00019	0	0	0.19	0	0	0.028	0	0.19	0	0.26
236	0	0.003	0	0	0	0	0	0.99	0	0	0	0.0024	0	0	7	0.029
237	0.54	0.0012	0	0.044	6.8e-05	0.047	0	0	0.18	0	0	0.00091	0	0.18	0	0.26
238	0.58	0.011	0	0.0003	0.00071	0.0011	0	0	0.2	0	0	0.0083	0	0.2	0	0.26
239	0.55	0.029	0	0.0087	0.0028	0.011	0	0	0.19	0	0	0.023	0	0.19	0	0.26
240	0.29	0.27	0	5.3e-06	0.031	3.4e-05	0	0	0.099	0	0	0.21	0	0.099	0	0.26
241	0.41	0.16	0	0.00028	0.019	0.00084	0	0	0.14	0	0	0.13	0	0.14	0	0.26
242	0.15	6.1e-05	0	0.53	3.2e-06	0.22	0	0	0.05	0	0.00054	4.8e-05	0.00054	0.05	3	0.2
243	0.56	0.034	0	0.00069	0.003	0.0017	0	0	0.19	0	0	0.027	0	0.19	0	0.26
244	0.5	0.084	0	0.001	0.009	0.002	0	0	0.17	0	0	0.066	0	0.17	0	0.26
245	0.5	0.079	0	0.0057	0.009	0.0089	0	0	0.17	0	0	0.062	0	0.17	0	0.26
246	0.0062	0.008	0	0	0.096	0.88	0	0	0.0021	0	0	0.0063	0	0.0021	5	0.47
247	0.51	0.066	0	0	0.0067	0.025	0	0	0.17	0	0	0.052	0	0.17	0	0.26
248	0.38	0.15	0	0.00018	0.02	0.082	0	0	0.13	0	0	0.12	0	0.13	0	0.26
249	0.19	0.38	0	0	0	5.5e-06	0	0	0.065	0	0	0.3	0	0.065	1	0.31
250	0.0012	0	0	1	0	0	0	0	0.0004	0	0	0	0	0.0004	3	0.2
251	0.05	5.4e-06	0	0.78	0	0	0	0	0.017	0	0.07	4.2e-06	0.07	0.017	3	0.2
252	0.0051	0	0	0.99	0	0	0	0	0.0017	0	0	0	0	0.0017	3	0.2
253	0.053	0	0	0.91	0	0	0	0	0.018	0	0	0	0	0.018	3	0.2
254	0.48	0.086	0	0.0059	0.01	0.019	0	0	0.16	0	0	0.068	0	0.16	0	0.26
255	0.57	0.0045	0	0.013	0.00032	0.017	0	0	0.19	0	0	0.0036	0	0.19	0	0.26
256	0.54	0.053	0	0.00088	0.0051	0.0019	0	0	0.18	0	0	0.042	0	0.18	0	0.26
257	0.47	0	0.07	0	0	0	0.07	5.6e-05	0.16	0.07	0	0	0	0.16	0	0.26
258	0.59	0.0075	0	9.2e-05	0.00045	0.00051	0	0	0.2	0	0	0.0059	0	0.2	0	0.26
259	0.59	0.0041	0	0.0033	0.00026	0.0068	0	0	0.2	0	0	0.0032	0	0.2	0	0.26
260	0.54	0.031	0	0.038	2.6e-06	0.00047	0	0	0.18	0	7.8e-05	0.025	7.8e-05	0.18	0	0.26
261	0	0	0.33	0	0	0	0.33	6.6e-06	0	0.33	0	0	0	0	2	0
262	0.47	0	0.07	0	0	0	0.07	5.8e-05	0.16	0.07	0	0	0	0.16	0	0.26
263	0.023	0.002	0	0	0.17	0.79	0	0	0.0079	0	0	0.0016	0	0.0079	5	0.47
264	0.58	0.0072	0	0.0064	0	0	0	0	0.2	0	0	0.0056	0	0.2	0	0.26
265	0.59	0.004	0	0.0012	0	0	0	0	0.2	0	0	0.0031	0	0.2	0	0.26
266	0	0	0.33	0	0	0	0.33	0	0	0.33	0	0	0	0	2	0
267	0.26	0.0049	0	0	0.32	0.23	0	0	0.09	0	0	0.0038	0	0.09	4	0.58
268	0.53	0.049	0	0.0081	0.0052	0.0094	0	0	0.18	0	0	0.039	0	0.18	0	0.26
