SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster19	cluster	dcf0
29	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0	0	0	0	0	0	0	0	7	0.029
30	0.092	0	0.064	0	0	0	0.092	0	0.064	0	0	0	0	0.053	0.053	0	0.053	0.11	0.36	0.06	18	0.42
31	0.14	0	0.12	0	0	0	0.14	0	0.12	0	0	0	0	0.098	0.098	0	0.098	0.054	0.029	0.11	0	0.26
32	0.065	0	0.15	0	0	0	0.065	0	0.15	0	0	0	0	0.12	0.12	0	0.12	0.064	0.017	0.14	2	0.31
33	0.46	0	0.016	0.0016	0	0	0.46	0	0.016	0	0	0.0016	0	0.013	0.013	0.0016	0.013	0	0.0014	0.014	0	0.26
34	0.35	0	0.038	0.00029	0	0	0.35	0	0.038	0	0	0.00029	0	0.031	0.031	0.00029	0.031	2.8e-05	0.1	0.035	0	0.26
35	0.37	0	0.032	0	0	0	0.37	0	0.032	0	0	0	0	0.026	0.026	0	0.026	0.019	0.072	0.03	0	0.26
36	0.49	0	0.0025	0.00037	0	0	0.49	0	0.0025	0	0	0.00037	0	0.002	0.002	0.00037	0.002	0	0	0.0023	0	0.26
37	0.5	0	7.5e-05	0	0	0	0.5	0	7.5e-05	0	0	0	0	6.2e-05	6.2e-05	0	6.2e-05	0	0.0052	7e-05	0	0.26
38	0.068	0	0.072	0	0	0	0.068	0	0.072	0	0	0	0	0.059	0.059	0	0.059	0.12	0.36	0.067	18	0.42
39	0.25	0	0.091	0	0	0	0.25	0	0.091	0	0	0	0	0.075	0.075	0	0.075	0.0078	0.00075	0.085	0	0.26
40	0	0.24	0	0	0.38	0	0	0.0001	0	0.38	0.0001	0	0	0	0	0	0	0	0	0	4	0.087
41	0.42	0	0.026	0.0013	0	0	0.42	0	0.026	0	0	0.0013	0	0.021	0.021	0.0013	0.021	1.1e-06	0.022	0.024	0	0.26
42	0.37	0	0.047	4.5e-05	0	0	0.37	0	0.047	0	0	4.5e-05	0	0.038	0.038	4.5e-05	0.038	0	0.002	0.043	0	0.26
43	0.28	0	0.015	0	0	0	0.28	0	0.015	0	0	0	0	0.012	0.012	0	0.012	2e-05	0.35	0.014	18	0.42
44	0.48	0	0.0068	0	0	0	0.48	0	0.0068	0	0	0	0	0.0056	0.0056	0	0.0056	6.2e-05	0.0016	0.0063	0	0.26
45	0.24	0	0.072	0	0	0	0.24	0	0.072	0	0	0	0	0.059	0.059	0	0.059	0.045	0.087	0.067	0	0.26
46	0.37	0	0.039	0	0	0	0.37	0	0.039	0	0	0	0	0.032	0.032	0	0.032	0.016	0.036	0.037	0	0.26
47	0.47	0	0.0044	0.0092	0	0	0.47	0	0.0044	0	0	0.0092	0	0.0036	0.0036	0.0092	0.0036	0	4.9e-05	0.0041	0	0.26
48	0.47	0	0.0043	0.011	0	0	0.47	0	0.0043	0	0	0.011	0	0.0036	0.0036	0.011	0.0036	0	7e-05	0.004	0	0.26
49	0.44	0	0.0016	0	0	0	0.44	0	0.0016	0	0	0	0	0.0014	0.0014	0	0.0014	6.7e-06	0.12	0.0015	0	0.26
50	0.48	0	0.0079	9.7e-05	0	0	0.48	0	0.0079	0	0	9.7e-05	0	0.0065	0.0065	9.7e-05	0.0065	0	0	0.0074	0	0.26
51	0.28	0	0.079	0	0	0	0.28	0	0.079	0	0	0	0	0.065	0.065	0	0.065	0.0057	0.00051	0.074	0	0.26
52	0.44	0	0.016	0	0	0	0.44	0	0.016	0	0	0	0	0.013	0.013	0	0.013	0.0022	0.026	0.015	0	0.26
53	0.43	0	0.018	0	0	0	0.43	0	0.018	0	0	0	0	0.015	0.015	0	0.015	0.0037	0.039	0.017	0	0.26
54	0.4	0	0.027	0	0	0	0.4	0	0.027	0	0	0	0	0.022	0.022	0	0.022	0.01	0.037	0.025	0	0.26
55	0.27	0	0.051	0	0	0	0.27	0	0.051	0	0	0	0	0.042	0.042	0	0.042	0.04	0.15	0.048	0	0.26
56	0.25	0	0.075	0	0	0	0.25	0	0.075	0	0	0	0	0.062	0.062	0	0.062	0.038	0.055	0.07	0	0.26
57	0	0	0	0	0	1	0	0.00043	0	0	0.00043	0	0	0	0	0	0	0	0	0	5	0
58	0.24	0	0.06	0	0	0	0.24	0	0.06	0	0	0	0	0.049	0.049	0	0.049	0.049	0.16	0.056	0	0.26
59	0.26	0	0.055	0	0	0	0.26	0	0.055	0	0	0	0	0.045	0.045	0	0.045	0.042	0.14	0.051	0	0.26
60	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0	0	0	0	0	0	0	0	7	0.029
61	0.46	0	0.016	0.00023	0	0	0.46	0	0.016	0	0	0.00023	0	0.013	0.013	0.00023	0.013	0	5.2e-05	0.015	0	0.26
62	0.46	0	0.00013	0.025	0	0	0.46	0	0.00013	0	0	0.025	0	0.00011	0.00011	0.025	0.00011	0	0	0.00012	0	0.26
63	0.48	0	0.0057	0.00083	0	0	0.48	0	0.0057	0	0	0.00083	0	0.0047	0.0047	0.00083	0.0047	0	2.5e-06	0.0054	0	0.26
64	0.47	0	0.0046	0	0	0	0.47	0	0.0046	0	0	0	0	0.0038	0.0038	0	0.0038	7.1e-05	0.038	0.0043	0	0.26
65	0.29	0	0.076	0	0	0	0.29	0	0.076	0	0	0	0	0.062	0.062	0	0.062	0.0092	0.0019	0.071	0	0.26
66	0.41	0	0.035	0	0	0	0.41	0	0.035	0	0	0	0	0.029	0.029	0	0.029	0.00049	1e-05	0.032	0	0.26
67	0.43	0	0.02	0.0025	0	0	0.43	0	0.02	0	0	0.0025	0	0.016	0.016	0.0025	0.016	1.8e-06	0.015	0.019	0	0.26
68	0.34	0	0.054	0	0	0	0.34	0	0.054	0	0	0	0	0.044	0.044	0	0.044	0.017	0.02	0.05	0	0.26
69	0.42	0	0.019	0	0	0	0.42	0	0.019	0	0	0	0	0.016	0.016	0	0.016	0.004	0.051	0.018	0	0.26
70	0.49	0	0.002	0	0	0	0.49	0	0.002	0	0	0	0	0.0016	0.0016	0	0.0016	3.9e-06	0.012	0.0018	0	0.26
71	0.5	0	0.00037	0	0	0	0.5	0	0.00037	0	0	0	0	0.00031	0.00031	0	0.00031	0	0.0071	0.00035	0	0.26
72	0.46	0	0.013	0.00065	0	0	0.46	0	0.013	0	0	0.00065	0	0.011	0.011	0.00065	0.011	0	0.00014	0.013	0	0.26
73	0.28	0.00053	0.00014	0.15	0.00085	0	0.28	0	0.00014	0.00085	0	0.15	0	0.00012	0.00012	0.15	0.00012	0	0	0.00013	0	0.26
74	0.46	4.9e-06	0.0049	0.015	7.9e-06	0	0.46	0	0.0049	7.9e-06	0	0.015	0	0.004	0.004	0.015	0.004	0	0.00022	0.0045	0	0.26
75	0	0	0	0	0	1	0	0.00015	0	0	0.00015	0	0	0	0	0	0	0	0	0	5	0
76	0.064	0	0.061	0	0	0	0.064	0	0.061	0	0	0	0	0.05	0.05	0	0.05	0.11	0.43	0.057	18	0.42
77	0.42	0	0.016	0	0	0	0.42	0	0.016	0	0	0	5.9e-06	0.013	0.013	0	0.013	0.01	0.071	0.015	0	0.26
78	0.46	0	0.00041	0.024	0	0	0.46	0	0.00041	0	0	0.024	0	0.00034	0.00034	0.024	0.00034	0	0	0.00038	0	0.26
79	0.4	0	0.031	0	0	0	0.4	0	0.031	0	0	0	0	0.026	0.026	0	0.026	0.011	0.031	0.029	0	0.26
80	0.36	0	0.044	0	0	0	0.36	0	0.044	0	0	0	0	0.036	0.036	0	0.036	0.017	0.031	0.041	0	0.26
81	0.23	0	0.1	0	0	0	0.23	0	0.1	0	0	0	0	0.082	0.082	0	0.082	0.0042	0.00013	0.094	0	0.26
82	0.48	0	0.00024	0.012	0	0	0.48	0	0.00024	0	0	0.012	0	0.0002	0.0002	0.012	0.0002	0	0	0.00023	0	0.26
83	0.45	0	0.018	0.00026	0	0	0.45	0	0.018	0	0	0.00026	0	0.014	0.014	0.00026	0.014	0	0.00012	0.016	0	0.26
84	0.49	0	0.0039	0.0023	0	0	0.49	0	0.0039	0	0	0.0023	0	0.0032	0.0032	0.0023	0.0032	0	2.2e-06	0.0037	0	0.26
85	0.41	0	0.034	0	0	0	0.41	0	0.034	0	0	0	0	0.028	0.028	0	0.028	0.0029	0.00088	0.032	0	0.26
86	0.037	0	0.031	0	0	0	0.037	0	0.031	0	0	0	0	0.025	0.025	0	0.025	0.088	0.67	0.029	18	0.42
87	0.42	0	0.0099	0	0	0	0.42	0	0.0099	0	0	0	0	0.0081	0.0081	0	0.0081	0.00051	0.11	0.0092	0	0.26
88	0.48	0	0.0071	0.0021	0	0	0.48	0	0.0071	0	0	0.0021	0	0.0058	0.0058	0.0021	0.0058	0	3.8e-05	0.0066	0	0.26
89	0.48	0	0.0073	0.001	0	0	0.48	0	0.0073	0	0	0.001	0	0.006	0.006	0.001	0.006	0	1.2e-05	0.0068	0	0.26
90	0.47	0	0.0083	0	0	0	0.47	0	0.0083	0	0	0	0	0.0068	0.0068	0	0.0068	0.00031	0.023	0.0077	0	0.26
91	0.4	0	0.026	0.0011	0	0	0.4	0	0.026	0	0	0.0011	0	0.021	0.021	0.0011	0.021	0.00012	0.061	0.024	0	0.26
92	0.43	0	0.023	0	0	0	0.43	0	0.023	0	0	0	0	0.019	0.019	0	0.019	0.0051	0.017	0.022	0	0.26
93	0.45	0	0.014	0	0	0	0.45	0	0.014	0	0	0	0	0.011	0.011	0	0.011	0.0012	0.017	0.013	0	0.26
94	0.48	0	0.0044	0	0	0	0.48	0	0.0044	0	0	0	0	0.0036	0.0036	0	0.0036	5e-05	0.023	0.0041	0	0.26
95	0	0	0	0	0	1	0	0.00051	0	0	0.00051	0	0	0	0	0	0	0	0	0	5	0
96	0.47	0	0.0048	0.013	0	0	0.47	0	0.0048	0	0	0.013	0	0.004	0.004	0.013	0.004	0	0.00014	0.0045	0	0.26
97	0.41	0	0.0066	0	0	0	0.41	0	0.0066	0	0	0	0	0.0054	0.0054	0	0.0054	0.00016	0.15	0.0062	0	0.26
98	0.39	0	0.038	0	0	0	0.39	0	0.038	0	0	0	0	0.032	0.032	0	0.032	0.0042	0.0015	0.036	0	0.26
99	0.47	0	0.0066	0.0063	0	0	0.47	0	0.0066	0	0	0.0063	0	0.0054	0.0054	0.0063	0.0054	0	0.00019	0.0061	0	0.26
100	0.24	0	0.072	0	0	0	0.24	0	0.072	0	0	0	0	0.059	0.059	0	0.059	0.045	0.086	0.067	0	0.26
101	0.16	0	0.019	0	0	0	0.16	0	0.019	0	0	0	0	0.015	0.015	0	0.015	1.3e-06	0.57	0.017	18	0.42
102	0.14	0	0.12	0	0	0	0.14	0	0.12	0	0	0	0	0.096	0.096	0	0.096	0.053	0.032	0.11	0	0.26
103	0.45	0	0.019	0	0	0	0.45	0	0.019	0	0	0	0	0.016	0.016	0	0.016	0.0004	8e-05	0.018	0	0.26
104	0	7.9e-06	0	0	1.3e-05	0	0	0.5	0	1.3e-05	0.5	0	0	0	0	0	0	0	0	0	7	0.029
105	0.002	0	1.4e-05	0	0	0	0.002	0	1.4e-05	0	0	0	0.28	1.2e-05	1.2e-05	0	1.2e-05	0.27	0.44	1.3e-05	18	0.42
106	0.4	0	0	0	0	0.21	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26
107	0.49	0	2.9e-05	0	0	0	0.49	0	2.9e-05	0	0	0	0	2.4e-05	2.4e-05	0	2.4e-05	0.023	0	2.7e-05	0	0.26
108	0.029	0	6.8e-06	0	0	0	0.029	0	6.8e-06	0	0	0	0.0002	5.6e-06	5.6e-06	0	5.6e-06	0.94	0	6.3e-06	17	0.63
109	0.38	0	0	0.077	0	0	0.38	0	0	0	0	0.077	0	0	0	0.077	0	0	0.00011	0	0	0.26
110	0	0	0.00041	0	0	0	0	0.5	0.00041	0	0.5	0	0	0.00034	0.00034	0	0.00034	0	0	0.00039	7	0.029
111	0.44	0	0.00023	0.035	0	0	0.44	0	0.00023	0	0	0.035	0	0.00019	0.00019	0.035	0.00019	0	0.0065	0.00022	0	0.26
112	0.49	0	0.0028	0.0043	0	0	0.49	0	0.0028	0	0	0.0043	0	0.0023	0.0023	0.0043	0.0023	2.4e-05	0.00023	0.0026	0	0.26
113	0.0012	0	0.00023	0	0	0	0.0012	0	0.00023	0	0	0	0.18	0.00019	0.00019	0	0.00019	0.11	0.7	0.00021	18	0.42
114	0.43	0	0.022	0.0011	0	0	0.43	0	0.022	0	0	0.0011	7e-06	0.018	0.018	0.0011	0.018	0.0046	0.0048	0.02	0	0.26
115	0.49	0	0.0014	0.0057	0	0	0.49	0	0.0014	0	0	0.0057	0	0.0011	0.0011	0.0057	0.0011	3.4e-06	0.00023	0.0013	0	0.26
116	0.4	0	0	0	0	0.21	0.4	7.3e-06	0	0	7.3e-06	0	0	0	0	0	0	0	0	0	0	0.26
117	0	3.3e-05	0.015	0	5.3e-05	0	0	0.46	0.015	5.3e-05	0.46	0	0	0.012	0.012	0	0.012	0	0	0.014	7	0.029
118	0.43	0	0.027	2.1e-05	0	0	0.43	0	0.027	0	0	2.1e-05	0	0.022	0.022	2.1e-05	0.022	0.00048	1.5e-05	0.025	0	0.26
119	0.45	0	0.0018	0.024	0	0	0.45	0	0.0018	0	0	0.024	0	0.0015	0.0015	0.024	0.0015	2.9e-05	0.02	0.0017	0	0.26
120	0.49	0	0.0023	0.0047	0	0	0.49	0	0.0023	0	0	0.0047	0	0.0019	0.0019	0.0047	0.0019	1.4e-05	0.00025	0.0022	0	0.26
121	0	0	0.0014	0	0	0	0	0.5	0.0014	0	0.5	0	0	0.0012	0.0012	0	0.0012	0	0	0.0013	7	0.029
122	0.00043	0	0.0022	0	0	0	0.00043	0	0.0022	0	0	0	0.079	0.0018	0.0018	0	0.0018	0.051	0.86	0.002	18	0.42
123	0	4.4e-05	0.019	0	7e-05	0	0	0.45	0.019	7e-05	0.45	0	0	0.016	0.016	0	0.016	0	0	0.018	7	0.029
124	0.39	0	0.00091	0	0	0	0.39	0	0.00091	0	0	0	3.8e-05	0.00075	0.00075	0	0.00075	0.22	0	0.00085	0	0.26
125	0.44	0	0.021	0	0	0	0.44	0	0.021	0	0	0	0	0.017	0.017	0	0.017	6.1e-06	0.00042	0.02	0	0.26
126	0.5	0	0.0016	0	0	0	0.5	0	0.0016	0	0	0	0	0.0013	0.0013	0	0.0013	5e-05	0	0.0015	0	0.26
127	0	0	2.6e-06	0	0	0	0	0.5	2.6e-06	0	0.5	0	0	2.1e-06	2.1e-06	0	2.1e-06	0	0	2.4e-06	7	0.029
128	0	0	0.0073	0	2.2e-06	0	0	0.48	0.0073	2.2e-06	0.48	0	0	0.006	0.006	0	0.006	0	0	0.0069	7	0.029
129	0.49	0	0.0047	0	0	0	0.49	0	0.0047	0	0	0	0	0.0038	0.0038	0	0.0038	0.00064	3.8e-06	0.0043	0	0.26
130	0	4e-06	0.0099	0	6.4e-06	0	0	0.47	0.0099	6.4e-06	0.47	0	0	0.0081	0.0081	0	0.0081	0	0	0.0092	7	0.029
131	0	0	0.0026	0	0	0	0	0.49	0.0026	0	0.49	0	0	0.0021	0.0021	0	0.0021	0	0	0.0024	7	0.029
132	0	3.9e-05	0.016	0	6.3e-05	0	0	0.46	0.016	6.3e-05	0.46	0	0	0.013	0.013	0	0.013	0	0	0.015	7	0.029
133	0	0	0.0032	0	0	0	0	0.49	0.0032	0	0.49	0	0	0.0027	0.0027	0	0.0027	0	0	0.003	7	0.029
134	0.46	0	0.011	0	0	0	0.46	0	0.011	0	0	0	0.0001	0.009	0.009	0	0.009	0.018	0.0012	0.01	0	0.26
135	0	5e-05	0.027	0	8e-05	0	0	0.43	0.027	8e-05	0.43	0	0	0.022	0.022	0	0.022	0	0	0.025	7	0.029
136	0	0	0.00011	0	0	0	0	0	0.00011	0	0	0	0.066	9.4e-05	9.4e-05	0	9.4e-05	0.021	0.91	0.00011	18	0.42
137	0	0.12	0.086	5.2e-05	0.2	0	0	0.00048	0.086	0.2	0.00048	5.2e-05	0	0.071	0.071	5.2e-05	0.071	0	0.015	0.08	4	0.087
138	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0	0	0	0	0	0	0	0	7	0.029
139	0.27	0	2.9e-05	0.13	0	0	0.27	0	2.9e-05	0	0	0.13	0	2.4e-05	2.4e-05	0.13	2.4e-05	0	0.093	2.7e-05	0	0.26
140	1.8e-05	0.17	0.0094	0.0013	0.27	0	1.8e-05	0	0.0094	0.27	0	0.0013	0	0.0077	0.0077	0.0013	0.0077	0	0.23	0.0087	4	0.087
141	0.4	0	0	0	0	0.21	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26
142	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0.0034	0.048	0	12	0.75
143	0.4	0	4.8e-06	0	0	0.21	0.4	0.0004	4.8e-06	0	0.0004	0	0	3.9e-06	3.9e-06	0	3.9e-06	0	0	4.5e-06	0	0.26
144	0.49	0	0.00015	0	0	0	0.49	0	0.00015	0	0	0	0	0.00012	0.00012	0	0.00012	0.025	0	0.00014	0	0.26
145	0	0.00031	0.035	0	0.00049	0	0	0.4	0.035	0.00049	0.4	0	0	0.029	0.029	0	0.029	0	0	0.033	7	0.029
146	0.48	0	0.005	0	0	0	0.48	0	0.005	0	0	0	0	0.0041	0.0041	0	0.0041	0.0063	1.7e-05	0.0046	0	0.26
147	0	1.6e-05	0.015	0	2.6e-05	0	0	0.46	0.015	2.6e-05	0.46	0	0	0.012	0.012	0	0.012	0	0	0.014	7	0.029
148	0	8.8e-05	0.025	0	0.00014	0	0	0.43	0.025	0.00014	0.43	0	0	0.021	0.021	0	0.021	0	0	0.024	7	0.029
149	0.44	0	0.021	0	0	0	0.44	0	0.021	0	0	0	0	0.018	0.018	0	0.018	3.6e-05	0.0011	0.02	0	0.26
150	0.00068	0	0.00051	0	0	0	0.00068	0	0.00051	0	0	0	0.15	0.00042	0.00042	0	0.00042	0.076	0.77	0.00048	18	0.42
151	0.49	0	7.7e-05	0.009	0	0	0.49	0	7.7e-05	0	0	0.009	0	6.3e-05	6.3e-05	0.009	6.3e-05	0	3.8e-05	7.2e-05	0	0.26
152	0.29	0	1.4e-05	0.13	0	0	0.29	0	1.4e-05	0	0	0.13	0	1.2e-05	1.2e-05	0.13	1.2e-05	0	0.038	1.3e-05	0	0.26
153	0.4	0	0	0	0	0.21	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26
154	0.46	0	0.014	0.00014	0	0	0.46	0	0.014	0	0	0.00014	0	0.011	0.011	0.00014	0.011	0.00022	9.8e-06	0.013	0	0.26
155	0.43	0	0.023	0.0011	0	0	0.43	0	0.023	0	0	0.0011	1.4e-05	0.019	0.019	0.0011	0.019	0.0057	0.0069	0.021	0	0.26
156	0	0	0.00049	0	0	0	0	0.5	0.00049	0	0.5	0	0	0.0004	0.0004	0	0.0004	0	0	0.00046	7	0.029
157	0.31	0	2.4e-06	0.12	0	0	0.31	0	2.4e-06	0	0	0.12	0	2e-06	2e-06	0.12	2e-06	0	0.0041	2.3e-06	0	0.26
158	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0	0	0	0	0	0	0	0	7	0.029
159	2.6e-05	0	0	0	0	0	2.6e-05	0	0	0	0	0	0.51	0	0	0	0	0.39	0.096	0	12	0.75
160	0.4	0	0	0	0	0.21	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26
161	0.013	0	0.00014	0	0	0	0.013	0	0.00014	0	0	0	0.19	0.00012	0.00012	0	0.00012	0.28	0.51	0.00013	18	0.42
162	0	0	0.00063	0	0	0	0	0.5	0.00063	0	0.5	0	0	0.00052	0.00052	0	0.00052	0	0	0.00059	7	0.029
163	0	0	0.0046	0	0	0	0	0.49	0.0046	0	0.49	0	0	0.0038	0.0038	0	0.0038	0	0	0.0043	7	0.029
164	0.47	0	0.0098	0.0014	0	0	0.47	0	0.0098	0	0	0.0014	0	0.008	0.008	0.0014	0.008	0	6.5e-05	0.0091	0	0.26
165	0.49	0	0.00037	0.0032	0	0	0.49	0	0.00037	0	0	0.0032	0	0.0003	0.0003	0.0032	0.0003	0	0	0.00034	0	0.26
166	0.47	0	0.0066	0.0052	0	0	0.47	0	0.0066	0	0	0.0052	0	0.0054	0.0054	0.0052	0.0054	0	8.5e-05	0.0061	0	0.26
167	0.081	0	0.061	3e-06	0	0	0.081	0	0.061	0	0	3e-06	0.0019	0.051	0.051	3e-06	0.051	0.11	0.39	0.057	18	0.42
168	2.4e-05	0	0	0	0	0	2.4e-05	0	0	0	0	0	0.49	0	0	0	0	0.16	0.35	0	12	0.75
169	0.053	0	0.14	0	0	0	0.053	0	0.14	0	0	0	0	0.12	0.12	0	0.12	0	0.13	0.13	2	0.31
170	0.48	0	0.0063	0	0	0	0.48	0	0.0063	0	0	0	0.0042	0.0051	0.0051	0	0.0051	0.00017	5.8e-06	0.0058	0	0.26
171	0.41	0	0.03	0	0	0	0.41	0	0.03	0	0	0	0.0021	0.025	0.025	0	0.025	0.00013	0.0091	0.028	0	0.26
172	0.26	0	0.078	0	0	0	0.26	0	0.078	0	0	0	0.0005	0.064	0.064	0	0.064	0	0.049	0.073	0	0.26
173	0.47	0	0.0021	0	0	0	0.47	0	0.0021	0	0	0	0.0082	0.0017	0.0017	0	0.0017	0.034	0	0.002	0	0.26
174	0.34	0	0.059	2.3e-06	0	0	0.34	0	0.059	0	0	2.3e-06	0	0.048	0.048	2.3e-06	0.048	0	4e-05	0.055	0	0.26
175	0.15	0.064	6e-05	0.14	0.1	0	0.15	0	6e-05	0.1	0	0.14	0	5e-05	5e-05	0.14	5e-05	0	0	5.6e-05	0	0.26
176	3.5e-05	0	0	0	0	0	3.5e-05	0	0	0	0	0	4.1e-06	0	0	0	0	0.27	0.73	0	18	0.42
177	0.37	0	0.042	0.00038	0	0	0.37	0	0.042	0	0	0.00038	0	0.034	0.034	0.00038	0.034	0	0.031	0.039	0	0.26
178	0.38	0	0.045	4.7e-06	0	0	0.38	0	0.045	0	0	4.7e-06	0	0.037	0.037	4.7e-06	0.037	0	2.1e-05	0.042	0	0.26
179	0	0.00011	0	0	0.00018	0.94	0	0.029	0	0.00018	0.029	0	0	0	0	0	0	0	0	0	5	0
180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0.42
181	0.17	0	0.1	4.4e-06	0	0	0.17	0	0.1	0	0	4.4e-06	0	0.085	0.085	4.4e-06	0.085	0	0.11	0.096	0	0.26
182	0.44	0	0.021	5.8e-05	0	0	0.44	0	0.021	0	0	5.8e-05	0	0.017	0.017	5.8e-05	0.017	0	1.4e-05	0.019	0	0.26
183	0.46	2e-05	0.0071	0.011	3.2e-05	0	0.46	0	0.0071	3.2e-05	0	0.011	0	0.0058	0.0058	0.011	0.0058	0	0.00056	0.0066	0	0.26
184	0	0	0	0	0	1	0	0.0023	0	0	0.0023	0	0	0	0	0	0	0	0	0	5	0
185	0.48	0	0.0077	0	0	0	0.48	0	0.0077	0	0	0	0.0043	0.0063	0.0063	0	0.0063	0.00073	3.2e-05	0.0072	0	0.26
186	0	0	0	0	0	0	0	0	0	0	0	0	0.00065	0	0	0	0	0.016	0.98	0	18	0.42
