SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster	dcf0
62	0	0.00022	0	0.31	0.00025	0.076	0.31	0.00024	0	0	0	0	0.31	0	0	0	3	0.26
63	0	0.0095	0	0.32	0.011	0.0025	0.32	0.01	0	0	0	0	0.32	2.5e-06	0	0	3	0.26
64	0	0.0076	0	0.31	0.0089	0	0.31	0.0084	0	0	0	0	0.31	0.038	7.1e-05	0	3	0.26
65	0	0.13	0	0.19	0.15	0	0.19	0.14	0	0	0	0	0.19	0.0019	0.0092	0	3	0.26
66	0	0.057	0	0.27	0.067	0	0.27	0.063	0	0	0	0	0.27	1e-05	0.00049	0	3	0.26
67	0	0.033	0	0.29	0.038	0.0074	0.29	0.037	0	0	0	0	0.29	0.015	1.8e-06	0	3	0.26
68	0	0.089	0	0.22	0.1	0	0.22	0.098	0	0	0	0	0.22	0.02	0.017	0	3	0.26
69	0	0.031	0	0.28	0.036	5.6e-06	0.28	0.034	0	0	0	0	0.28	0.051	0.004	0	3	0.26
70	0	0.0033	0	0.33	0.0038	0	0.33	0.0036	0	0	0	0	0.33	0.012	3.9e-06	0	3	0.26
71	0	0.00061	0	0.33	0.00071	0	0.33	0.00068	0	0	0	0	0.33	0.0071	0	0	3	0.26
72	0	0.022	0	0.31	0.026	0.002	0.31	0.025	0	0	0	0	0.31	0.00014	0	0	3	0.26
73	0.00081	0.00024	0	0.19	0.00028	0.44	0.19	0.00026	0	0.0006	0.00081	0	0.19	0	0	0	5	0.2
74	7.6e-06	0.008	0	0.31	0.0093	0.045	0.31	0.0089	0	5.6e-06	7.6e-06	0	0.31	0.00022	0	0	3	0.26
75	0	0	1	0	0	0	0	0	0.00015	0	0	0.00015	0	0	0	0	2	0
76	0	0.1	0	0.042	0.12	0	0.042	0.11	0	0	0	0	0.042	0.43	0.11	0	13	0.42
77	0	0.026	0	0.28	0.03	0	0.28	0.029	0	0	0	0	0.28	0.071	0.01	5.9e-06	3	0.26
78	0	0.00068	0	0.31	0.00079	0.071	0.31	0.00075	0	0	0	0	0.31	0	0	0	3	0.26
79	0	0.052	0	0.26	0.06	0	0.26	0.057	0	0	0	0	0.26	0.031	0.011	0	3	0.26
80	0	0.073	0	0.24	0.085	0	0.24	0.081	0	0	0	0	0.24	0.031	0.017	0	3	0.26
81	0	0.17	0	0.15	0.19	0	0.15	0.18	0	0	0	0	0.15	0.00013	0.0042	0	4	0.31
82	0	0.0004	0	0.32	0.00047	0.036	0.32	0.00044	0	0	0	0	0.32	0	0	0	3	0.26
83	0	0.029	0	0.3	0.034	0.00078	0.3	0.032	0	0	0	0	0.3	0.00012	0	0	3	0.26
84	0	0.0065	0	0.32	0.0076	0.0068	0.32	0.0072	0	0	0	0	0.32	2.2e-06	0	0	3	0.26
85	0	0.057	0	0.27	0.066	0	0.27	0.063	0	0	0	0	0.27	0.00088	0.0029	0	3	0.26
86	0	0.051	0	0.025	0.059	0	0.025	0.056	0	0	0	0	0.025	0.67	0.088	0	13	0.42
87	0	0.016	0	0.28	0.019	0	0.28	0.018	0	0	0	0	0.28	0.11	0.00051	0	3	0.26
88	0	0.012	0	0.32	0.014	0.0064	0.32	0.013	0	0	0	0	0.32	3.8e-05	0	0	3	0.26
89	0	0.012	0	0.32	0.014	0.003	0.32	0.013	0	0	0	0	0.32	1.2e-05	0	0	3	0.26
90	0	0.014	0	0.31	0.016	0	0.31	0.015	0	0	0	0	0.31	0.023	0.00031	0	3	0.26
91	0	0.043	0	0.27	0.05	0.0032	0.27	0.048	0	0	0	0	0.27	0.061	0.00012	0	3	0.26
92	0	0.039	0	0.28	0.045	0	0.28	0.043	0	0	0	0	0.28	0.017	0.0051	0	3	0.26
93	0	0.023	0	0.3	0.027	0	0.3	0.025	0	0	0	0	0.3	0.017	0.0012	0	3	0.26
94	0	0.0072	0	0.32	0.0084	0	0.32	0.008	0	0	0	0	0.32	0.023	5e-05	0	3	0.26
95	0	0	1	0	0	0	0	0	0.00051	0	0	0.00051	0	0	0	0	2	0
96	0	0.008	0	0.31	0.0093	0.038	0.31	0.0088	0	0	0	0	0.31	0.00014	0	0	3	0.26
97	0	0.011	0	0.27	0.013	0	0.27	0.012	0	0	0	0	0.27	0.15	0.00016	0	3	0.26
98	0	0.064	0	0.26	0.074	0	0.26	0.07	0	0	0	0	0.26	0.0015	0.0042	0	3	0.26
99	0	0.011	0	0.32	0.013	0.019	0.32	0.012	0	0	0	0	0.32	0.00019	0	0	3	0.26
100	0	0.12	0	0.16	0.14	0	0.16	0.13	0	0	0	0	0.16	0.086	0.045	0	3	0.26
101	0	0.031	0	0.11	0.036	0	0.11	0.034	0	0	0	0	0.11	0.57	1.3e-06	0	13	0.42
102	0	0.19	0	0.095	0.22	0	0.095	0.21	0	0	0	0	0.095	0.032	0.053	0	4	0.31
103	0	0.032	0	0.3	0.037	0	0.3	0.035	0	0	0	0	0.3	8e-05	0.0004	0	3	0.26
104	1.2e-05	0	0	0	0	0	0	0	0.5	9e-06	1.2e-05	0.5	0	0	0	0	8	0.029
105	0	2.4e-05	0	0.0013	2.8e-05	0	0.0013	2.6e-05	0	0	0	0	0.0013	0.44	0.27	0.28	13	0.42
106	0	0	0.21	0.26	0	0	0.26	0	0	0	0	0	0.26	0	0	0	3	0.26
107	0	4.8e-05	0	0.33	5.5e-05	0	0.33	5.3e-05	0	0	0	0	0.33	0	0.023	0	3	0.26
108	0	1.1e-05	0	0.019	1.3e-05	0	0.019	1.2e-05	0	0	0	0	0.019	0	0.94	0.0002	14	0.63
109	0	0	0	0.26	0	0.23	0.26	0	0	0	0	0	0.26	0.00011	0	0	3	0.26
110	0	0.00069	0	0	0.00079	0	0	0.00076	0.5	0	0	0.5	0	0	0	0	8	0.029
111	0	0.00039	0	0.3	0.00045	0.11	0.3	0.00043	0	0	0	0	0.3	0.0065	0	0	3	0.26
112	0	0.0047	0	0.32	0.0054	0.013	0.32	0.0051	0	0	0	0	0.32	0.00023	2.4e-05	0	3	0.26
113	0	0.00037	0	0.00082	0.00043	0	0.00082	0.00041	0	0	0	0	0.00082	0.7	0.11	0.18	13	0.42
114	0	0.036	0	0.29	0.042	0.0032	0.29	0.04	0	0	0	0	0.29	0.0048	0.0046	7e-06	3	0.26
115	0	0.0023	0	0.33	0.0026	0.017	0.33	0.0025	0	0	0	0	0.33	0.00023	3.4e-06	0	3	0.26
116	0	0	0.21	0.26	0	0	0.26	0	7.3e-06	0	0	7.3e-06	0.26	0	0	0	3	0.26
117	5.1e-05	0.025	0	0	0.029	0	0	0.027	0.46	3.7e-05	5.1e-05	0.46	0	0	0	0	8	0.029
118	0	0.045	0	0.28	0.052	6.3e-05	0.28	0.049	0	0	0	0	0.28	1.5e-05	0.00048	0	3	0.26
119	0	0.003	0	0.3	0.0035	0.072	0.3	0.0033	0	0	0	0	0.3	0.02	2.9e-05	0	3	0.26
120	0	0.0038	0	0.32	0.0045	0.014	0.32	0.0042	0	0	0	0	0.32	0.00025	1.4e-05	0	3	0.26
121	0	0.0024	0	0	0.0027	0	0	0.0026	0.5	0	0	0.5	0	0	0	0	8	0.029
122	0	0.0036	0	0.00029	0.0042	0	0.00029	0.004	0	0	0	0	0.00029	0.86	0.051	0.079	13	0.42
123	6.7e-05	0.032	0	0	0.037	0	0	0.035	0.45	5e-05	6.7e-05	0.45	0	0	0	0	8	0.029
124	0	0.0015	0	0.26	0.0018	0	0.26	0.0017	0	0	0	0	0.26	0	0.22	3.8e-05	3	0.26
125	0	0.035	0	0.3	0.041	0	0.3	0.039	0	0	0	0	0.3	0.00042	6.1e-06	0	3	0.26
126	0	0.0026	0	0.33	0.003	0	0.33	0.0029	0	0	0	0	0.33	0	5e-05	0	3	0.26
127	0	4.3e-06	0	0	5e-06	0	0	4.7e-06	0.5	0	0	0.5	0	0	0	0	8	0.029
128	2.1e-06	0.012	0	0	0.014	0	0	0.013	0.48	0	2.1e-06	0.48	0	0	0	0	8	0.029
129	0	0.0077	0	0.32	0.0089	0	0.32	0.0085	0	0	0	0	0.32	3.8e-06	0.00064	0	3	0.26
130	6.2e-06	0.016	0	0	0.019	0	0	0.018	0.47	4.5e-06	6.2e-06	0.47	0	0	0	0	8	0.029
131	0	0.0043	0	0	0.005	0	0	0.0048	0.49	0	0	0.49	0	0	0	0	8	0.029
132	6e-05	0.027	0	0	0.031	0	0	0.029	0.46	4.5e-05	6e-05	0.46	0	0	0	0	8	0.029
133	0	0.0054	0	0	0.0062	0	0	0.0059	0.49	0	0	0.49	0	0	0	0	8	0.029
134	0	0.018	0	0.31	0.021	0	0.31	0.02	0	0	0	0	0.31	0.0012	0.018	0.0001	3	0.26
135	7.7e-05	0.045	0	0	0.052	0	0	0.049	0.43	5.7e-05	7.7e-05	0.43	0	0	0	0	8	0.029
136	0	0.00019	0	0	0.00022	0	0	0.00021	0	0	0	0	0	0.91	0.021	0.066	13	0.42
137	0.19	0.14	0	0	0.17	0.00016	0	0.16	0.00048	0.14	0.19	0.00048	0	0.015	0	0	0	0.087
138	0	1.3e-06	0	0	1.5e-06	0	0	1.4e-06	0.5	0	0	0.5	0	0	0	0	8	0.029
139	0	4.7e-05	0	0.18	5.5e-05	0.38	0.18	5.2e-05	0	0	0	0	0.18	0.093	0	0	5	0.2
140	0.26	0.016	0	1.2e-05	0.018	0.0039	1.2e-05	0.017	0	0.19	0.26	0	1.2e-05	0.23	0	0	0	0.087
141	0	0	0.21	0.26	0	0	0.26	0	0	0	0	0	0.26	0	0	0	3	0.26
142	0	0	0	0	0	0	0	0	0	0	0	0	0	0.048	0.0034	0.95	15	0.75
143	0	7.9e-06	0.21	0.26	9.2e-06	0	0.26	8.7e-06	0.0004	0	0	0.0004	0.26	0	0	0	3	0.26
144	0	0.00024	0	0.32	0.00028	0	0.32	0.00027	0	0	0	0	0.32	0	0.025	0	3	0.26
145	0.00047	0.059	0	0	0.068	0	0	0.065	0.4	0.00035	0.00047	0.4	0	0	0	0	8	0.029
146	0	0.0082	0	0.32	0.0095	0	0.32	0.009	0	0	0	0	0.32	1.7e-05	0.0063	0	3	0.26
147	2.5e-05	0.025	0	0	0.029	0	0	0.027	0.46	1.8e-05	2.5e-05	0.46	0	0	0	0	8	0.029
148	0.00014	0.042	0	0	0.049	0	0	0.046	0.43	0.0001	0.00014	0.43	0	0	0	0	8	0.029
149	0	0.036	0	0.29	0.041	0	0.29	0.039	0	0	0	0	0.29	0.0011	3.6e-05	0	3	0.26
150	0	0.00085	0	0.00045	0.00098	0	0.00045	0.00093	0	0	0	0	0.00045	0.77	0.076	0.15	13	0.42
151	0	0.00013	0	0.32	0.00015	0.027	0.32	0.00014	0	0	0	0	0.32	3.8e-05	0	0	3	0.26
152	0	2.4e-05	0	0.19	2.8e-05	0.38	0.19	2.6e-05	0	0	0	0	0.19	0.038	0	0	5	0.2
153	0	0	0.21	0.26	0	0	0.26	0	0	0	0	0	0.26	0	0	0	3	0.26
154	0	0.023	0	0.31	0.026	0.00043	0.31	0.025	0	0	0	0	0.31	9.8e-06	0.00022	0	3	0.26
155	0	0.038	0	0.29	0.044	0.0033	0.29	0.042	0	0	0	0	0.29	0.0069	0.0057	1.4e-05	3	0.26
156	0	0.00081	0	0	0.00094	0	0	0.00089	0.5	0	0	0.5	0	0	0	0	8	0.029
157	0	4.1e-06	0	0.21	4.7e-06	0.37	0.21	4.5e-06	0	0	0	0	0.21	0.0041	0	0	5	0.2
158	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0	0	0	8	0.029
159	0	0	0	1.7e-05	0	0	1.7e-05	0	0	0	0	0	1.7e-05	0.096	0.39	0.51	15	0.75
160	0	0	0.21	0.26	0	0	0.26	0	0	0	0	0	0.26	0	0	0	3	0.26
161	0	0.00024	0	0.0088	0.00028	0	0.0088	0.00026	0	0	0	0	0.0088	0.51	0.28	0.19	13	0.42
162	0	0.001	0	0	0.0012	0	0	0.0011	0.5	0	0	0.5	0	0	0	0	8	0.029
163	0	0.0076	0	0	0.0088	0	0	0.0083	0.49	0	0	0.49	0	0	0	0	8	0.029
164	0	0.016	0	0.31	0.019	0.0042	0.31	0.018	0	0	0	0	0.31	6.5e-05	0	0	3	0.26
165	0	0.00061	0	0.33	0.0007	0.0095	0.33	0.00067	0	0	0	0	0.33	0	0	0	3	0.26
166	0	0.011	0	0.32	0.013	0.016	0.32	0.012	0	0	0	0	0.32	8.5e-05	0	0	3	0.26
167	0	0.1	0	0.054	0.12	9e-06	0.054	0.11	0	0	0	0	0.054	0.39	0.11	0.0019	13	0.42
168	0	0	0	1.6e-05	0	0	1.6e-05	0	0	0	0	0	1.6e-05	0.35	0.16	0.49	15	0.75
169	0	0.23	0	0.035	0.27	0	0.035	0.26	0	0	0	0	0.035	0.13	0	0	4	0.31
170	0	0.01	0	0.32	0.012	0	0.32	0.011	0	0	0	0	0.32	5.8e-06	0.00017	0.0042	3	0.26
171	0	0.05	0	0.28	0.058	0	0.28	0.055	0	0	0	0	0.28	0.0091	0.00013	0.0021	3	0.26
172	0	0.13	0	0.18	0.15	0	0.18	0.14	0	0	0	0	0.18	0.049	0	0.0005	3	0.26
173	0	0.0035	0	0.32	0.004	0	0.32	0.0038	0	0	0	0	0.32	0	0.034	0.0082	3	0.26
174	0	0.097	0	0.23	0.11	7e-06	0.23	0.11	0	0	0	0	0.23	4e-05	0	0	3	0.26
175	0.099	0.0001	0	0.1	0.00012	0.42	0.1	0.00011	0	0.073	0.099	0	0.1	0	0	0	5	0.2
176	0	0	0	2.4e-05	2.1e-06	0	2.4e-05	0	0	0	0	0	2.4e-05	0.73	0.27	4.1e-06	13	0.42
177	0	0.069	0	0.25	0.08	0.0011	0.25	0.076	0	0	0	0	0.25	0.031	0	0	3	0.26
178	0	0.075	0	0.25	0.087	1.4e-05	0.25	0.083	0	0	0	0	0.25	2.1e-05	0	0	3	0.26
179	0.00017	0	0.94	0	0	0	0	0	0.029	0.00012	0.00017	0.029	0	0	0	0	2	0
180	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	13	0.42
181	0	0.17	0	0.11	0.2	1.3e-05	0.11	0.19	0	0	0	0	0.11	0.11	0	0	4	0.31
182	0	0.034	0	0.3	0.04	0.00017	0.3	0.038	0	0	0	0	0.3	1.4e-05	0	0	3	0.26
183	3.1e-05	0.012	0	0.31	0.014	0.034	0.31	0.013	0	2.3e-05	3.1e-05	0	0.31	0.00056	0	0	3	0.26
184	0	0	1	0	0	0	0	0	0.0023	0	0	0.0023	0	0	0	0	2	0
185	0	0.013	0	0.32	0.015	0	0.32	0.014	0	0	0	0	0.32	3.2e-05	0.00073	0.0043	3	0.26
186	0	0	0	0	0	0	0	0	0	0	0	0	0	0.98	0.016	0.00065	13	0.42
187	0	0.0084	0	0.32	0.0098	0.0013	0.32	0.0093	0	0	0	0	0.32	0	0	0	3	0.26
188	0	0.00014	0	0.26	0.00016	0.23	0.26	0.00016	0	0	0	0	0.26	0	0	0	3	0.26
189	0	0.14	0	0.16	0.16	5.6e-05	0.16	0.15	0	0	0	0	0.16	0.076	0	0	4	0.31
190	0	0.00018	0	0.32	0.0002	0.034	0.32	0.00019	0	0	0	0	0.32	0	0	0	3	0.26
191	0	0.0022	0	0.33	0.0026	0.016	0.33	0.0024	0	0	0	0	0.33	0	0	0	3	0.26
192	0.0024	0	0	0	0	0	0	0	0.5	0.0018	0.0024	0.5	0	0	0	0	8	0.029
193	0	0.0032	0	0.2	0.0037	0	0.2	0.0036	0	0	0	0	0.2	0.0021	0.37	0.0057	14	0.63
194	0	0.064	0	0.25	0.075	0.0015	0.25	0.071	0	0	0	0	0.25	0.032	0	0	3	0.26
195	0	0	0.21	0.26	0	0	0.26	0	9e-05	0	0	9e-05	0.26	0	0	0	3	0.26
196	0	0.02	0	0	0.023	0	0	0.022	0.47	0	0	0.47	0	0	0	0	8	0.029
197	0	0.004	0	0.095	0.0046	0	0.095	0.0044	0	0	0	0	0.095	0.4	0.22	0.08	13	0.42
198	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0	0	0	8	0.029
199	0	2.9e-06	0	0	3.4e-06	0	0	3.2e-06	0.5	0	0	0.5	0	0	0	0	8	0.029
200	0	0.054	0	0.27	0.063	0	0.27	0.059	0	0	0	0	0.27	0.0055	1.2e-05	0	3	0.26
201	0	0.25	0	0.0015	0.29	0	0.0015	0.28	0	0	0	0	0.0015	0.17	0	0	4	0.31
202	0	0.005	0	0.31	0.0058	0	0.31	0.0055	0	0	0	0	0.31	7.6e-06	0.056	0	3	0.26
203	0	0.018	0	0.31	0.021	0.0041	0.31	0.02	0	0	0	0	0.31	0.00017	0	0	3	0.26
204	0	0.0099	0	0.31	0.011	0.024	0.31	0.011	0	0	0	0	0.31	0.00018	0	0	3	0.26
205	0	0.06	0	0.057	0.07	0	0.057	0.066	0	0	0	0	0.057	0.62	0.0089	1.5e-05	13	0.42
206	0	0.009	0	0.0036	0.01	0	0.0036	0.01	0	0	0	0	0.0036	0.57	0.38	0.0068	13	0.42
207	0	0.0084	0	0.32	0.0098	0	0.32	0.0093	0	0	0	0	0.32	0	3.6e-06	0	3	0.26
208	0	0.00074	0	0.026	0.00085	0	0.026	0.00081	0	0	0	0	0.026	0.92	0	0	13	0.42
209	0	0.032	0	0.3	0.037	0.0033	0.3	0.036	0	0	0	0	0.3	0.0027	0	0	3	0.26
210	0	0.017	0	0.31	0.02	0	0.31	0.019	0	0	0	0	0.31	0.0082	0.0004	0	3	0.26
211	0	0.058	0	0.27	0.068	0.00071	0.27	0.064	0	0	0	0	0.27	0.0062	0	0	3	0.26
212	0	0.018	0	0.31	0.021	0	0.31	0.02	0	0	0	0	0.31	0.00046	0.0031	0	3	0.26
213	0	0.084	0	0.24	0.097	0	0.24	0.092	0	0	0	0	0.24	0.019	0	0	3	0.26
214	0	0.005	0	0.24	0.0058	0	0.24	0.0055	0	0	0	0	0.24	0.015	0.22	0.014	3	0.26
215	0	7.9e-06	0	0	9.2e-06	0	0	8.7e-06	0	0	0	0	0	0.69	0.018	0.29	13	0.42
216	0	0.007	0	0.33	0.0081	0	0.33	0.0077	0	0	0	0	0.33	0	0	0	3	0.26
217	0.0054	0.3	0	0	0.34	0	0	0.33	0.0079	0.004	0.0054	0.0079	0	0	0	0	4	0.31
218	0	0.023	0	0.31	0.027	0	0.31	0.025	0	0	0	0	0.31	0.0012	0.0027	0	3	0.26
219	0	0.037	0	0.29	0.043	9.7e-05	0.29	0.041	0	0	0	0	0.29	7.8e-06	0	0	3	0.26
220	0	0.0044	0	0.31	0.0051	0.047	0.31	0.0048	0	0	0	0	0.31	0.0082	5.8e-05	0	3	0.26
221	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0	0	0	8	0.029
222	0	0.0017	0	0.33	0.002	0	0.33	0.0019	0	0	0	0	0.33	0	0.0078	0	3	0.26
223	0	0.0022	0	0	0.0026	0	0	0.0025	0.5	0	0	0.5	0	0	0	0	8	0.029
224	0	0.00062	0	3e-05	0.00071	0	3e-05	0.00068	0	0	0	0	3e-05	0.83	0.039	0.13	13	0.42
225	0	0.0081	0	0.32	0.0093	0.012	0.32	0.0089	0	0	0	0	0.32	0.00035	0.00011	0	3	0.26
226	0	0.0016	0	0.32	0.0019	0	0.32	0.0018	0	0	0	0	0.32	0.02	3.7e-05	0.0075	3	0.26
227	4.1e-06	0.0077	0	0	0.0089	0	0	0.0085	0.49	3e-06	4.1e-06	0.49	0	0	0	0	8	0.029
228	3.1e-06	0.00083	0	0.26	0.00096	0.16	0.26	0.00092	0	2.3e-06	3.1e-06	0	0.26	0.066	1.8e-06	0	3	0.26
229	0	0.067	0	0.25	0.077	0	0.25	0.074	0	0	0	0	0.25	0.008	0.0087	0.0013	3	0.26
230	0	0.00083	0	0.32	0.00096	0.029	0.32	0.00092	0	0	0	0	0.32	0.00035	0	0	3	0.26
231	0	0.044	0	0.0014	0.051	0	0.0014	0.049	0	0	0	0	0.0014	0.67	0.18	0	13	0.42
232	0	0.0012	0	0	0.0014	0	0	0.0013	0.5	0	0	0.5	0	0	0	0	8	0.029
233	0	0.048	0	0.28	0.055	4.3e-06	0.28	0.053	0	0	0	0	0.28	0	7.8e-05	0	3	0.26
234	0	0.00012	0.21	0.26	0.00013	0	0.26	0.00013	0.0017	0	0	0.0017	0.26	0	0	0	3	0.26
235	0	0.016	0	0.32	0.019	2.9e-05	0.32	0.018	0	0	0	0	0.32	0	9.3e-06	0	3	0.26
236	0	0.0013	0	0	0.0015	0	0	0.0015	0.5	0	0	0.5	0	0	0	0	8	0.029
