SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster	dcf0
32	0.12	0.26	0.24	0	0	0	0.015	0.21	0.16	1	0.31
33	0.91	0.03	0.028	0.0053	0	0	0.0014	0.025	0	0	0.26
34	0.7	0.074	0.069	0.001	0	0	0.099	0.06	0.00053	0	0.26
35	0.73	0.062	0.058	0	0	0	0.069	0.051	0.032	0	0.26
36	0.99	0.0049	0.0045	0.0013	0	0	0	0.004	0	0	0.26
37	0.99	0.00015	0.00014	0	0	0	0.005	0.00012	2.5e-05	0	0.26
38	0.14	0.15	0.14	0	0	0	0.36	0.12	0.092	6	0.42
39	0.46	0.17	0.15	0	0	0	0.00067	0.13	0.081	0	0.26
40	0	0	0	0.0015	1	0	0	0	0	4	0.029
41	0.84	0.05	0.047	0.0046	0	0	0.021	0.041	3.1e-05	0	0.26
42	0.75	0.091	0.085	0.00016	0	0	0.0019	0.074	0	0	0.26
43	0.57	0.03	0.028	0	0	0	0.34	0.024	0.00099	0	0.26
44	0.96	0.013	0.012	0	0	0	0.0015	0.011	0.0047	0	0.26
45	0.47	0.14	0.13	0	0	0	0.081	0.11	0.075	0	0.26
46	0.72	0.076	0.07	0	0	0	0.034	0.062	0.038	0	0.26
47	0.94	0.0086	0.008	0.032	0	0	4.7e-05	0.007	0	0	0.26
48	0.94	0.0084	0.0079	0.039	0	0	6.7e-05	0.0069	0	0	0.26
49	0.88	0.0032	0.003	0	0	0	0.11	0.0026	0.001	0	0.26
50	0.96	0.015	0.014	0.00033	0	0	0	0.013	0	0	0.26
51	0.53	0.15	0.14	0	0	0	0.00046	0.12	0.07	0	0.26
52	0.88	0.031	0.029	0	0	0	0.025	0.025	0.014	0	0.26
53	0.85	0.035	0.033	0	0	0	0.037	0.029	0.016	0	0.26
54	0.79	0.053	0.049	0	0	0	0.035	0.043	0.026	0	0.26
55	0.53	0.1	0.093	0	0	0	0.14	0.081	0.055	0	0.26
56	0.48	0.14	0.13	0	0	0	0.051	0.12	0.076	0	0.26
57	0	0	0	0	0.0011	1	0	0	0	5	0
58	0.47	0.12	0.11	0	0	0	0.15	0.094	0.064	0	0.26
59	0.52	0.11	0.099	0	0	0	0.13	0.087	0.058	0	0.26
60	0	0	0	0	1	0	0	0	0	4	0.029
61	0.91	0.031	0.029	0.00078	0	0	5e-05	0.025	0	0	0.26
62	0.91	0.00025	0.00023	0.086	0	0	0	0.00021	0	0	0.26
63	0.97	0.011	0.01	0.0028	0	0	2.4e-06	0.0092	0	0	0.26
64	0.94	0.009	0.0084	0	0	0	0.037	0.0074	0.0033	0	0.26
65	0.55	0.14	0.13	0	0	0	0.0017	0.11	0.069	0	0.26
66	0.79	0.066	0.062	0	0	0	9.7e-06	0.054	0.027	0	0.26
67	0.87	0.039	0.036	0.0084	0	0	0.014	0.032	3.6e-05	0	0.26
68	0.65	0.1	0.095	0	0	0	0.018	0.083	0.052	0	0.26
69	0.84	0.037	0.034	6.4e-06	0	0	0.048	0.03	0.016	0	0.26
70	0.98	0.0039	0.0036	0	0	0	0.012	0.0031	0.0012	0	0.26
71	0.99	0.00073	0.00068	0	0	0	0.0069	0.00059	0.00016	0	0.26
72	0.93	0.026	0.025	0.0022	0	0	0.00014	0.022	0	0	0.26
73	0.53	0.00027	0.00025	0.47	0	0	0	0.00022	0	0	0.26
74	0.92	0.0095	0.0088	0.052	0	0	0.00021	0.0077	0	0	0.26
75	0	0	0	0	0.00036	1	0	0	0	5	0
76	0.13	0.13	0.12	0	0	0	0.44	0.1	0.079	6	0.42
77	0.83	0.031	0.028	0	0	0	0.068	0.025	0.015	0	0.26
78	0.92	0.0008	0.00074	0.081	0	0	0	0.00065	0	0	0.26
79	0.78	0.06	0.056	0	0	0	0.029	0.049	0.029	0	0.26
80	0.7	0.085	0.079	0	0	0	0.029	0.069	0.043	0	0.26
81	0.42	0.18	0.17	0	0	0	0.00011	0.15	0.086	0	0.26
82	0.96	0.00047	0.00044	0.042	0	0	0	0.00039	0	0	0.26
83	0.9	0.034	0.032	0.0009	0	0	0.00011	0.028	0	0	0.26
84	0.97	0.0077	0.0072	0.0078	0	0	2.1e-06	0.0063	0	0	0.26
85	0.79	0.065	0.061	0	0	0	0.00082	0.053	0.029	0	0.26
86	0.078	0.065	0.06	0	0	0	0.69	0.053	0.057	6	0.42
87	0.84	0.019	0.018	0	0	0	0.1	0.016	0.0059	0	0.26
88	0.95	0.014	0.013	0.0073	0	0	3.7e-05	0.011	0	0	0.26
89	0.96	0.014	0.013	0.0035	0	0	1.2e-05	0.012	0	0	0.26
90	0.93	0.016	0.015	0	0	0	0.022	0.013	0.0063	0	0.26
91	0.8	0.051	0.048	0.0037	0	0	0.059	0.042	0.0011	0	0.26
92	0.84	0.045	0.042	0	0	0	0.016	0.037	0.021	0	0.26
93	0.9	0.027	0.025	0	0	0	0.016	0.022	0.011	0	0.26
94	0.95	0.0086	0.008	0	0	0	0.022	0.007	0.003	0	0.26
95	0	0	0	0	0.0013	1	0	0	0	5	0
96	0.93	0.0094	0.0087	0.043	0	0	0.00014	0.0076	0	0	0.26
97	0.82	0.013	0.012	0	0	0	0.14	0.011	0.0035	0	0.26
98	0.76	0.073	0.068	0	0	0	0.0014	0.06	0.034	0	0.26
99	0.94	0.013	0.012	0.022	0	0	0.00018	0.01	0	0	0.26
100	0.47	0.14	0.13	0	0	0	0.08	0.11	0.075	0	0.26
101	0.34	0.037	0.035	0	0	0	0.56	0.03	0.00021	6	0.42
102	0.27	0.21	0.2	0	0	0	0.028	0.17	0.12	0	0.26
103	0.88	0.037	0.034	0	0	0	7.6e-05	0.03	0.015	0	0.26
104	0	0	0	0	1	0	0	0	0	4	0.029
105	0.0016	1.1e-05	9.6e-06	0	0	0	0.17	8.4e-06	0.83	8	0.58
106	0.79	0	0	0	0	0.21	0	0	0	0	0.26
107	1	5.8e-05	5.4e-05	0	0	0	0	4.7e-05	2.1e-05	0	0.26
108	0.073	1.7e-05	1.6e-05	0	0	0	0	1.4e-05	0.93	8	0.58
109	0.74	0	0	0.26	0	0	0.00011	0	0	0	0.26
110	0	0.00065	0.0006	0	1	0	0	0.00053	0	4	0.029
111	0.87	0.00045	0.00042	0.12	0	0	0.0062	0.00037	0.00011	0	0.26
112	0.97	0.0055	0.0051	0.015	0	0	0.00022	0.0045	0.0019	0	0.26
113	0.0017	0.0003	0.00028	0	0	0	0.46	0.00025	0.54	8	0.58
114	0.86	0.042	0.039	0.0036	0	0	0.0046	0.034	0.02	0	0.26
115	0.97	0.0027	0.0025	0.019	0	0	0.00022	0.0022	0.00083	0	0.26
116	0.79	0	0	0	1.8e-05	0.21	0	0	0	0	0.26
117	0	0.024	0.022	0	0.93	0	0	0.019	0	4	0.029
118	0.84	0.052	0.048	7e-05	0	0	1.4e-05	0.042	0.021	0	0.26
119	0.89	0.0035	0.0033	0.082	0	0	0.019	0.0029	0.0012	0	0.26
120	0.97	0.0045	0.0042	0.016	0	0	0.00024	0.0037	0.0015	0	0.26
121	0	0.0022	0.0021	0	0.99	0	0	0.0018	0	4	0.029
122	0.00088	0.0044	0.0041	0	0	0	0.85	0.0036	0.14	6	0.42
123	0	0.031	0.029	0	0.92	0	0	0.025	0	4	0.029
124	0.88	0.002	0.0019	0	0	0	0	0.0017	0.11	0	0.26
125	0.89	0.041	0.039	0	0	0	0.0004	0.034	0	0	0.26
126	0.99	0.0031	0.0029	0	0	0	0	0.0025	0	0	0.26
127	0	4e-06	3.8e-06	0	1	0	0	3.3e-06	0	4	0.029
128	0	0.012	0.011	0	0.97	0	0	0.0094	0	4	0.029
129	0.97	0.0091	0.0085	0	0	0	3.6e-06	0.0074	1.2e-05	0	0.26
130	0	0.016	0.015	0	0.96	0	0	0.013	0	4	0.029
131	0	0.0041	0.0038	0	0.99	0	0	0.0033	0	4	0.029
132	0	0.026	0.024	0	0.93	0	0	0.021	0	4	0.029
133	0	0.0051	0.0047	0	0.99	0	0	0.0041	0	4	0.029
134	0.93	0.022	0.02	0	0	0	0.0012	0.018	0.013	0	0.26
135	0	0.043	0.04	0	0.88	0	0	0.035	0	4	0.029
136	0	0.00025	0.00023	0	0	0	0.98	0.0002	0.015	6	0.42
137	2.5e-06	0.35	0.33	0.00038	0.0025	0	0.03	0.29	0	1	0.31
138	0	1.2e-06	1.1e-06	0	1	0	0	1e-06	0	4	0.029
139	0.51	5.3e-05	5e-05	0.41	0	0	0.085	4.4e-05	1.1e-05	0	0.26
140	0.00013	0.068	0.063	0.016	1.2e-05	0	0.8	0.055	0	6	0.42
141	0.79	0	0	0	0	0.21	0	0	0	0	0.26
142	0	0	0	0	0	0	0.041	0	0.96	8	0.58
143	0.79	9.3e-06	8.7e-06	0	0.001	0.21	0	7.6e-06	0	0	0.26
144	1	0.0003	0.00028	0	0	0	0	0.00024	0.00017	0	0.26
145	0	0.058	0.054	0	0.84	0	0	0.047	0	4	0.029
146	0.97	0.0098	0.0091	0	0	0	1.6e-05	0.0079	0.00076	0	0.26
147	0	0.024	0.022	0	0.93	0	0	0.019	0	4	0.029
148	0	0.041	0.038	0	0.89	0	0	0.033	0	4	0.029
149	0.88	0.042	0.039	0	0	0	0.0011	0.034	0	0	0.26
150	0.0011	0.00081	0.00075	0	0	0	0.6	0.00066	0.4	6	0.42
151	0.97	0.00015	0.00014	0.031	0	0	3.6e-05	0.00012	2.8e-05	0	0.26
152	0.55	2.7e-05	2.5e-05	0.42	0	0	0.034	2.2e-05	4.8e-06	0	0.26
153	0.79	0	0	0	0	0.21	0	0	0	0	0.26
154	0.92	0.026	0.025	0.00049	0	0	9.3e-06	0.022	0.01	0	0.26
155	0.85	0.044	0.041	0.0037	0	0	0.0065	0.036	0.021	0	0.26
156	0	0.00077	0.00071	0	1	0	0	0.00062	0	4	0.029
157	0.6	4.6e-06	4.2e-06	0.4	0	0	0.0038	3.7e-06	0	0	0.26
158	0	0	0	0	1	0	0	0	0	4	0.029
159	8.9e-06	0	0	0	0	0	0.016	0	0.98	8	0.58
160	0.79	0	0	0	0	0.21	0	0	0	0	0.26
161	0.013	0.00014	0.00013	0	0	0	0.25	0.00012	0.74	8	0.58
162	0	0.00099	0.00092	0	1	0	0	0.0008	0	4	0.029
163	0	0.0072	0.0067	0	0.98	0	0	0.0058	0	4	0.029
164	0.94	0.019	0.018	0.0048	0	0	6.3e-05	0.016	0	0	0.26
165	0.99	0.00072	0.00067	0.011	0	0	0	0.00058	0	0	0.26
166	0.95	0.013	0.012	0.018	0	0	8.1e-05	0.01	0	0	0.26
167	0.17	0.13	0.12	1.1e-05	0	0	0.4	0.1	0.081	6	0.42
168	1.7e-05	0	0	0	0	0	0.12	0	0.88	8	0.58
169	0.11	0.28	0.26	0	0	0	0.13	0.23	0	1	0.31
170	0.97	0.012	0.011	0	0	0	5.6e-06	0.01	0	0	0.26
171	0.83	0.059	0.055	0	0	0	0.0087	0.048	4.3e-06	0	0.26
172	0.53	0.15	0.14	0	0	0	0.047	0.13	0	0	0.26
173	0.98	0.0043	0.004	0	0	0	0	0.0035	0.0034	0	0.26
174	0.68	0.12	0.11	8e-06	0	0	3.8e-05	0.094	0	0	0.26
175	0.38	0.00015	0.00014	0.62	3.4e-06	0	0	0.00012	0	3	0.2
176	1.5e-05	0	0	0	0	0	0.14	0	0.86	8	0.58
177	0.75	0.081	0.076	0.0013	0	0	0.03	0.066	1.1e-05	0	0.26
178	0.76	0.089	0.083	1.6e-05	0	0	2e-05	0.072	0	0	0.26
179	0	0	0	0	0.071	0.93	0	0	0	5	0
180	0	0	0	0	0	0	1	0	0.00028	6	0.42
181	0.34	0.2	0.19	1.5e-05	0	0	0.11	0.17	0	0	0.26
182	0.89	0.041	0.038	0.0002	0	0	1.4e-05	0.033	0	0	0.26
183	0.92	0.014	0.013	0.039	0	0	0.00053	0.011	0	0	0.26
184	0	0	0	0	0.0057	0.99	0	0	0	5	0
185	0.96	0.015	0.014	0	0	0	3.1e-05	0.012	1.5e-05	0	0.26
186	0	0	0	0	0	0	1	0	2.6e-06	6	0.42
187	0.97	0.01	0.0093	0.0015	0	0	0	0.0081	0	0	0.26
188	0.74	0.00016	0.00015	0.26	0	0	0	0.00013	0	0	0.26
189	0.47	0.17	0.16	6.4e-05	0	0	0.074	0.14	0	0	0.26
190	0.96	0.00021	0.00019	0.038	0	0	0	0.00017	0	0	0.26
191	0.97	0.0026	0.0024	0.018	0	0	0	0.0021	0	0	0.26
192	0	0	0	0	1	0	0	0	0	4	0.029
193	0.53	0.0033	0.0031	0	0	0	0.0017	0.0027	0.46	0	0.26
194	0.76	0.076	0.071	0.0017	0	0	0.031	0.062	2.1e-05	0	0.26
195	0.79	0	0	0	0.00023	0.21	0	0	0	0	0.26
196	0	0.019	0.018	0	0.95	0	0	0.016	0	4	0.029
197	0.21	0.0034	0.0032	0	0	0	0.28	0.0028	0.5	8	0.58
198	0	0	0	0	1	0	0	0	0	4	0.029
199	0	2.8e-06	2.6e-06	0	1	0	0	2.2e-06	0	4	0.029
200	0.82	0.064	0.059	0	0	0	0.0053	0.052	0	0	0.26
201	0.0045	0.3	0.28	0	0	0	0.16	0.25	0	1	0.31
202	0.96	0.0061	0.0057	0	0	0	7.6e-06	0.005	0.023	0	0.26
203	0.94	0.021	0.02	0.0047	0	0	0.00016	0.017	0	0	0.26
204	0.94	0.012	0.011	0.027	0	0	0.00018	0.0095	0	0	0.26
205	0.16	0.069	0.064	0	0	0	0.58	0.056	0.067	6	0.42
206	0.0063	0.0063	0.0059	0	0	0	0.32	0.0052	0.65	8	0.58
207	0.97	0.01	0.0093	0	0	0	0	0.0081	0	0	0.26
208	0.082	0.0009	0.00084	0	0	0	0.92	0.00074	2.5e-06	6	0.42
209	0.89	0.038	0.036	0.0038	0	0	0.0026	0.031	0	0	0.26
210	0.93	0.02	0.019	0	0	0	0.0078	0.016	0.008	0	0.26
211	0.8	0.069	0.064	0.00082	0	0	0.006	0.056	0	0	0.26
212	0.94	0.022	0.02	0	0	0	0.00045	0.018	0.00058	0	0.26
213	0.71	0.099	0.092	0	0	0	0.018	0.081	0	0	0.26
214	0.62	0.005	0.0046	0	0	0	0.012	0.0041	0.36	0	0.26
215	0	8.6e-06	8e-06	0	0	0	0.6	7e-06	0.4	6	0.42
216	0.98	0.0083	0.0077	0	0	0	0	0.0067	0	0	0.26
217	0	0.36	0.33	0	0.02	0	0	0.29	0	1	0.31
218	0.92	0.027	0.025	0	0	0	0.0012	0.022	0.0006	0	0.26
219	0.88	0.044	0.041	0.00011	0	0	7.5e-06	0.036	0	0	0.26
220	0.92	0.0052	0.0048	0.053	0	0	0.0078	0.0042	0.0019	0	0.26
221	0	0	0	0	1	0	0	0	0	4	0.029
222	0.99	0.002	0.0019	0	0	0	0	0.0017	0.00018	0	0.26
223	0	0.0021	0.002	0	0.99	0	0	0.0017	0	4	0.029
224	8.5e-05	0.00069	0.00065	0	0	0	0.76	0.00057	0.24	6	0.42
225	0.96	0.0095	0.0088	0.013	0	0	0.00034	0.0077	0.0036	0	0.26
226	0.97	0.0019	0.0018	0	0	0	0.02	0.0016	0.00052	0	0.26
227	0	0.0073	0.0068	0	0.98	0	0	0.006	0	4	0.029
228	0.76	0.00096	0.0009	0.18	0	0	0.062	0.00079	0.00029	0	0.26
229	0.74	0.077	0.071	0	0	0	0.0075	0.063	0.037	0	0.26
230	0.96	0.00098	0.00091	0.033	0	0	0.00033	0.0008	0.00026	0	0.26
231	0.005	0.063	0.059	0	0	0	0.77	0.051	0.049	6	0.42
232	0	0.0011	0.0011	0	1	0	0	0.00092	0	4	0.029
233	0.83	0.055	0.052	4.8e-06	0	0	0	0.045	0.02	0	0.26
234	0.79	0.00014	0.00013	0	0.0043	0.21	0	0.00011	0	0	0.26
235	0.94	0.019	0.017	3.2e-05	0	0	0	0.015	0.0061	0	0.26
236	0	0.0013	0.0012	0	1	0	0	0.001	0	4	0.029
237	0.95	0.00062	0.00058	0.051	0	0	0.00072	0.00051	0.00016	0	0.26
238	0.98	0.0055	0.0051	0.00033	0	0	0	0.0045	0.0016	0	0.26
239	0.94	0.015	0.014	0.0097	0	0	0.00034	0.013	0.0063	0	0.26
240	0.52	0.15	0.14	6.2e-06	0	0	0.00047	0.12	0.073	0	0.26
241	0.72	0.085	0.08	0.00032	0	0	0.0056	0.07	0.043	0	0.26
242	0.14	1.8e-05	1.7e-05	0.33	0	0	0.53	1.4e-05	4e-06	6	0.42
243	0.94	0.018	0.017	0.00077	0	0	2.3e-06	0.015	0.0067	0	0.26
244	0.86	0.044	0.041	0.0012	0	0	0.00074	0.036	0.02	0	0.26
245	0.85	0.041	0.038	0.0064	0	0	0.012	0.033	0.02	0	0.26
246	0.015	0.0061	0.0056	0	0	0	0.66	0.0049	0.31	6	0.42
247	0.88	0.036	0.033	0	0	0	0.003	0.029	0.015	0	0.26
248	0.58	0.069	0.064	0.00018	0	0	0.19	0.056	0.04	0	0.26
249	0.38	0.23	0.21	2.1e-06	0	0	0.0027	0.18	0	0	0.26
250	0.0018	0	0	1	0	0	0	0	0	3	0.2
251	0.089	2.9e-06	2.7e-06	0.91	0	0	0	2.4e-06	0	3	0.2
252	0.0079	0	0	0.99	0	0	0	0	0	3	0.2
253	0.081	0	0	0.92	0	0	0	0	0	3	0.2
254	0.81	0.045	0.042	0.0065	0	0	0.034	0.036	0.023	0	0.26
255	0.98	0.0024	0.0022	0.014	0	0	8.3e-05	0.0019	0.00071	0	0.26
256	0.91	0.028	0.026	0.00099	0	0	3.8e-05	0.022	0.011	0	0.26
257	0.79	0	0	0	6.9e-05	0.21	0	0	0	0	0.26
258	0.99	0.0039	0.0036	0.0001	0	0	0	0.0032	0.001	0	0.26
259	0.99	0.0021	0.002	0.0037	0	0	1.8e-06	0.0017	0.00058	0	0.26
260	0.91	0.016	0.015	0.042	0	0	0.0023	0.013	5.9e-06	0	0.26
261	0	0	0	0	8.3e-06	1	0	0	0	5	0
262	0.79	0	0	0	7.2e-05	0.21	0	0	0	0	0.26
263	0.057	0.0015	0.0014	0	0	0	0.39	0.0012	0.55	8	0.58
264	0.98	0.0037	0.0034	0.0071	0	0	0	0.003	0	0	0.26
265	0.99	0.002	0.0019	0.0013	0	0	0	0.0017	0	0	0.26
266	0	0	0	0	0	1	0	0	0	5	0
267	0.38	0.0022	0.002	0	0	0	0.019	0.0018	0.6	8	0.58
268	0.91	0.026	0.024	0.0091	0	0	0.0019	0.021	0.012	0	0.26
269	0.93	0.014	0.013	0.02	0	0	0.0019	0.012	0.0061	0	0.26
270	0.86	0.017	0.016	0	0	0	0.086	0.014	0.0074	0	0.26
271	0.75	0.073	0.067	0.00078	0	0	0.009	0.059	0.037	0	0.26
272	0.9	0.032	0.03	0.00074	0	0	5e-05	0.026	0.013	0	0.26
273	0.57	0.13	0.12	1.9e-05	0	0	0.0013	0.11	0.067	0	0.26
274	0.79	0	0	0	0	0.21	0	0	0	0	0.26
275	0.95	6.6e-05	6.1e-05	0.053	0	0	7.3e-05	5.3e-05	1.1e-05	0	0.26
276	0.84	0.037	0.035	0.011	0	0	0.03	0.03	0.019	0	0.26
277	0.96	0.014	0.013	0.00013	0	0	0	0.012	0.0047	0	0.26
278	0.69	0.088	0.082	0.00056	0	0	0.022	0.071	0.046	0	0.26
279	0.22	0.24	0.22	0	0	0	0.00053	0.19	0.12	1	0.31
280	0.94	0.019	0.018	0	0	0	5.7e-05	0.016	0.0069	0	0.26
281	0.95	0.0097	0.009	0.022	0	0	0.0014	0.0079	0.0038	0	0.26
282	0.79	0	0	0	2.2e-06	0.21	0	0	0	0	0.26
283	0.96	0.0092	0.0086	0.0076	0	0	7.1e-05	0.0075	0.0034	0	0.26
284	0.56	0.1	0.095	0	0	0	0.1	0.083	0.055	0	0.26
285	0.33	0.2	0.18	4.6e-06	0	0	0.016	0.16	0.11	0	0.26
286	0.4	0.19	0.17	0	0	0	0.0002	0.15	0.09	0	0.26
287	0.9	0.022	0.021	0.02	0	0	0.0053	0.018	0.01	0	0.26
288	0.82	0.056	0.052	0	0	0	3.2e-05	0.046	0.023	0	0.26
289	0.4	0.16	0.15	0	0	0	0.064	0.13	0.089	0	0.26
290	0.93	0.0036	0.0034	0.054	0	0	0.0056	0.003	0.0013	0	0.26
291	0.97	0.0092	0.0086	0.0012	0	0	0	0.0075	0.0031	0	0.26
292	0.51	0.12	0.11	0	0	0	0.092	0.098	0.065	0	0.26
293	0.82	0.057	0.053	3.6e-05	0	0	7.2e-06	0.046	0.023	0	0.26
294	0.66	0.11	0.099	2.1e-05	0	0	0.00021	0.087	0.05	0	0.26
295	0.88	0.037	0.035	0.00017	0	0	8.9e-06	0.03	0.015	0	0.26
296	0.97	0.0025	0.0023	0.018	0	0	0.00018	0.0021	0.00077	0	0.26
297	0.71	0.084	0.078	0	0	0	0.02	0.068	0.042	0	0.26
298	0.56	0.12	0.11	0	0	0	0.04	0.1	0.065	0	0.26
299	0.97	0.0044	0.0041	0.016	0	0	0.00022	0.0036	0.0015	0	0.26
300	0.96	0.00055	0.00052	0.042	0	0	0.00037	0.00045	0.00014	0	0.26
301	0.98	0.0075	0.007	0	0	0	6.5e-06	0.0061	0.0021	0	0.26
302	0.92	0.023	0.022	0.0024	0	0	7.9e-05	0.019	0.0097	0	0.26
303	0.58	0.13	0.12	1.6e-05	0	0	0.00079	0.11	0.065	0	0.26
304	0.16	0.22	0.2	0	0	0	0.11	0.18	0.13	1	0.31
305	0.88	0.0024	0.0022	0.11	0	0	0	0.0019	0	0	0.26
306	0.21	0.15	0.14	0	0	0	0.2	0.12	0.18	0	0.26
307	0.88	0.042	0.039	0.0033	0	0	0.002	0.034	0	0	0.26
308	0.96	0.0023	0.0022	0.036	0	0	0	0.0019	0	0	0.26
309	0.92	0.011	0.011	0.039	0	0	0.008	0.0093	0.0048	0	0.26
310	0	0	0	0	1	0	0	0	0	4	0.029
311	0.85	0.0014	0.0013	0.15	0	0	0	0.0011	0	0	0.26
312	0.67	0.12	0.11	0.00049	0	0	0.0054	0.096	0	0	0.26
313	0	0	0	0	0	1	0	0	0	5	0
314	0.93	0.015	0.014	0.025	0	0	3.6e-05	0.013	0	0	0.26
315	0.84	0.0013	0.0012	0.16	0	0	0	0.001	0	0	0.26
316	0.89	0.034	0.032	0.019	0	0	0.0015	0.028	0	0	0.26
317	0.89	0.041	0.038	0.0031	0	0	0.00015	0.033	0	0	0.26
318	0.95	0.011	0.01	0.015	0	0	2.6e-06	0.0091	0	0	0.26
319	0.026	0	0	0.97	0	0	0	0	0	3	0.2
320	0	0	0	0	0.0049	1	0	0	0	5	0
321	0	0	0	0	5.9e-05	1	0	0	0	5	0
322	0.82	0.0057	0.0053	0.16	0	0	1.5e-05	0.0046	0	0	0.26
323	0.87	0.049	0.045	7.4e-05	0	0	0	0.04	0	0	0.26
324	0.99	1.1e-05	1e-05	0.0076	0	0	0	9.1e-06	0	0	0.26
325	0.99	0.00032	0.0003	0.0054	0	0	0	0.00026	0	0	0.26
326	0.95	0.02	0.018	0.00029	0	0	0	0.016	0	0	0.26
327	0.98	0.0008	0.00075	0.019	0	0	0	0.00065	0	0	0.26
328	0	0	0	0	0.00012	1	0	0	0	5	0
329	0	0	0	0	0.00024	1	0	0	0	5	0
330	0.85	0.043	0.04	0.022	0	0	0.0084	0.035	1.7e-05	0	0.26
331	0.97	0.011	0.01	0.0015	0	0	0	0.0091	0	0	0.26
332	0.91	0.014	0.013	0.047	0	0	8.6e-05	0.012	0	0	0.26
333	0.99	0.0026	0.0024	0.0055	0	0	0	0.0021	0	0	0.26
334	0.89	0.0079	0.0073	0.093	0	0	1.8e-05	0.0064	0	0	0.26
335	0.87	0.001	0.00095	0.12	0	0	0	0.00083	0	0	0.26
336	0	0	0	0	0.0028	1	0	0	0	5	0
337	0.18	0.3	0.28	0	0	0	3.8e-05	0.24	0	1	0.31
338	0	0	0	0	0.0031	1	0	0	0	5	0
339	0.9	0.011	0.0098	0.074	0	0	4.8e-05	0.0086	0	0	0.26
340	0.051	0.3	0.28	0	0	0	0.13	0.24	0	1	0.31
341	0.87	0.033	0.031	0.032	0	0	0.004	0.027	4.3e-06	0	0.26
342	0.4	0.17	0.16	0.00021	0	0	0.14	0.14	3e-05	0	0.26
343	0.91	0.015	0.014	0.049	0	0	0.00013	0.012	0	0	0.26
344	0.82	0.062	0.058	0.0061	0	0	0.0064	0.051	0	0	0.26
345	0.91	0.031	0.029	4.6e-05	0	0	0	0.025	0	0	0.26
346	0	0	0	0	0.0026	1	0	0	0	5	0
347	0.86	0.052	0.048	0.00016	0	0	3e-06	0.042	0	0	0.26
348	0.89	0.038	0.036	0.0065	0	0	0.00041	0.031	0	0	0.26
349	0	0	0	0	2.8e-05	1	0	0	0	5	0
350	0.99	0.0029	0.0027	0.00063	0	0	0	0.0024	0	0	0.26
351	0.88	0.038	0.036	0.01	0	0	0.00091	0.031	0	0	0.26
352	0.99	0.0043	0.004	3.4e-05	0	0	0	0.0035	0	0	0.26
353	0	0	0	0	0.0063	0.99	0	0	0	5	0
354	0	0	0	0	1	0	0	0	0	4	0.029
355	0.92	0.027	0.025	0.005	0	0	0.00042	0.022	0	0	0.26
356	0.85	0.055	0.051	0.00055	0	0	3.9e-05	0.045	0	0	0.26
