SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster	dcf0
135	0	0	0.00021	0.15	0	0	0.85	6	0.029
136	1	0	0	0.00055	0	0	0	0	0.42
137	0.019	0	0.51	0.47	0	0.00016	0.00096	2	0.087
138	0	0	0	4.3e-06	0	0	1	6	0.029
139	0.11	0.52	0	0.00015	0	0.37	0	1	0.26
140	0.26	3.4e-05	0.68	0.049	0	0.0036	2.5e-06	2	0.087
141	0	0.79	0	0	0.21	0	0	1	0.26
142	1	0	0	0	0	0	0	0	0.42
143	0	0.79	0	2.6e-05	0.21	0	0.0008	1	0.26
144	0	1	0	0.00082	0	0	0	1	0.26
145	0	0	0.0013	0.19	0	0	0.81	6	0.029
146	2.1e-05	0.97	0	0.027	0	0	0	1	0.26
147	0	0	6.8e-05	0.082	0	0	0.92	6	0.029
148	0	0	0.00037	0.14	0	0	0.86	6	0.029
149	0.0014	0.88	0	0.12	0	0	0	1	0.26
150	1	0.0014	0	0.0029	0	0	0	0	0.42
151	4.6e-05	0.97	0	0.00042	0	0.027	0	1	0.26
152	0.046	0.57	0	7.8e-05	0	0.38	0	1	0.26
153	0	0.79	0	0	0.21	0	0	1	0.26
154	1.2e-05	0.93	0	0.074	0	0.00043	0	1	0.26
155	0.0085	0.86	0	0.12	0	0.0033	0	1	0.26
156	0	0	0	0.0027	0	0	1	6	0.029
157	0.0051	0.63	0	1.3e-05	0	0.37	0	1	0.26
158	0	0	0	1.7e-06	0	0	1	6	0.029
159	1	0.00043	0	0	0	0	0	0	0.42
160	0	0.79	0	0	0.21	0	0	1	0.26
161	0.96	0.041	0	0.0012	0	0	0	0	0.42
162	0	0	0	0.0034	0	0	1	6	0.029
163	0	0	0	0.025	0	0	0.98	6	0.029
164	8e-05	0.94	0	0.053	0	0.0042	0	1	0.26
165	0	0.99	0	0.002	0	0.0094	0	1	0.26
166	0.0001	0.95	0	0.036	0	0.015	0	1	0.26
167	0.49	0.17	0	0.34	0	9.2e-06	0	0	0.42
168	1	0.00011	0	4.3e-06	0	0	0	0	0.42
169	0.16	0.1	0	0.74	0	0	0	3	0.31
170	7.2e-06	0.97	0	0.034	0	0	0	1	0.26
171	0.011	0.83	0	0.16	0	0	0	1	0.26
172	0.059	0.52	0	0.42	0	0	0	1	0.26
173	0	0.99	0	0.012	0	0	0	1	0.26
174	4.9e-05	0.68	0	0.32	0	6.9e-06	0	1	0.26
175	0	0.3	0.27	0.00033	0	0.42	2.2e-06	5	0.2
176	1	7.9e-05	0	6.6e-06	0	0	0	0	0.42
177	0.038	0.74	0	0.22	0	0.0011	0	1	0.26
178	2.6e-05	0.75	0	0.25	0	1.4e-05	0	1	0.26
179	0	0	0.00046	0	0.94	0	0.058	4	0
180	1	0	0	0	0	0	0	0	0.42
181	0.13	0.32	0	0.55	0	1.3e-05	0	3	0.31
182	1.8e-05	0.89	0	0.11	0	0.00017	0	1	0.26
183	0.00069	0.93	8.4e-05	0.039	0	0.034	0	1	0.26
184	0	0	0	0	1	0	0.0046	4	0
185	3.9e-05	0.96	0	0.042	0	0	0	1	0.26
186	1	0	0	2e-06	0	0	0	0	0.42
187	0	0.97	0	0.028	0	0.0013	0	1	0.26
188	0	0.77	0	0.00046	0	0.23	0	1	0.26
189	0.092	0.46	0	0.45	0	5.4e-05	0	1	0.26
190	0	0.97	0	0.00058	0	0.033	0	1	0.26
191	0	0.98	0	0.0072	0	0.016	0	1	0.26
192	0	0	0.0067	0	0	0	0.99	6	0.029
193	0.0041	0.98	0	0.017	0	0	0	1	0.26
194	0.039	0.75	0	0.21	0	0.0015	0	1	0.26
195	0	0.79	0	1.6e-06	0.21	0	0.00018	1	0.26
196	0	0	4.6e-06	0.067	0	0	0.93	6	0.029
197	0.63	0.36	0	0.016	0	0	0	0	0.42
198	0	0	0	2.6e-06	0	0	1	6	0.029
199	0	0	0	9.6e-06	0	0	1	6	0.029
200	0.0068	0.82	0	0.18	0	0	0	1	0.26
201	0.2	0.0043	0	0.8	0	0	0	3	0.31
202	9.9e-06	0.98	0	0.017	0	0	0	1	0.26
203	0.00021	0.94	0	0.059	0	0.0041	0	1	0.26
204	0.00023	0.94	0	0.032	0	0.024	0	1	0.26
205	0.68	0.15	0	0.17	0	0	0	0	0.42
206	0.95	0.014	0	0.04	0	0	0	0	0.42
207	0	0.97	0	0.028	0	0	0	1	0.26
208	0.93	0.066	0	0.002	0	0	0	0	0.42
209	0.0034	0.89	0	0.11	0	0.0033	0	1	0.26
210	0.01	0.93	0	0.056	0	0	0	1	0.26
211	0.0076	0.8	0	0.19	0	0.00071	0	1	0.26
212	0.00057	0.94	0	0.06	0	0	0	1	0.26
213	0.023	0.7	0	0.27	0	0	0	1	0.26
214	0.024	0.95	0	0.021	0	0	0	1	0.26
215	1	0	0	3.1e-05	0	0	0	0	0.42
216	0	0.98	0	0.023	0	0	0	1	0.26
217	0	0	0.015	0.97	0	0	0.016	3	0.31
218	0.0015	0.92	0	0.075	0	0	0	1	0.26
219	9.6e-06	0.88	0	0.12	0	9.6e-05	0	1	0.26
220	0.01	0.93	0	0.014	0	0.046	0	1	0.26
221	0	0	0	0	0	0	1	6	0.029
222	0	0.99	0	0.0057	0	0	0	1	0.26
223	0	0	0	0.0074	0	0	0.99	6	0.029
224	1	8.7e-05	0	0.002	0	0	0	0	0.42
225	0.00044	0.96	0	0.026	0	0.012	0	1	0.26
226	0.025	0.97	0	0.0053	0	0	0	1	0.26
227	0	0	1.1e-05	0.025	0	0	0.97	6	0.029
228	0.08	0.76	8.2e-06	0.0027	0	0.16	0	1	0.26
229	0.0099	0.77	0	0.22	0	0	0	1	0.26
230	0.00043	0.97	0	0.0027	0	0.029	0	1	0.26
231	0.85	0.0043	0	0.15	0	0	0	0	0.42
232	0	0	0	0.0039	0	0	1	6	0.029
233	0	0.84	0	0.16	0	4.3e-06	0	1	0.26
234	0	0.79	0	0.00038	0.2	0	0.0034	1	0.26
235	0	0.95	0	0.052	0	2.8e-05	0	1	0.26
236	0	0	0	0.0044	0	0	1	6	0.029
237	0.00092	0.95	0	0.0017	0	0.045	0	1	0.26
238	0	0.98	0	0.015	0	0.00029	0	1	0.26
239	0.00044	0.95	0	0.043	0	0.0085	0	1	0.26
240	0.00065	0.56	0	0.44	0	5.8e-06	0	1	0.26
241	0.0075	0.75	0	0.25	0	0.00029	0	1	0.26
242	0.61	0.13	0.00053	4.5e-05	0	0.26	0	0	0.42
243	3e-06	0.95	0	0.05	0	0.00067	0	1	0.26
244	0.00097	0.87	0	0.12	0	0.001	0	1	0.26
245	0.016	0.86	0	0.12	0	0.0056	0	1	0.26
246	0.96	0.017	0	0.019	0	0	0	0	0.42
247	0.0039	0.9	0	0.1	0	0	0	1	0.26
248	0.23	0.58	0	0.19	0	0.00016	0	1	0.26
249	0.0034	0.37	0	0.62	0	0	0	3	0.31
250	0	0.0021	0	0	0	1	0	5	0.2
251	0	0.087	0.14	8e-06	0	0.77	0	5	0.2
252	0	0.009	0	0	0	0.99	0	5	0.2
253	0	0.092	0	0	0	0.91	0	5	0.2
254	0.044	0.82	0	0.13	0	0.0057	0	1	0.26
255	0.00011	0.98	0	0.0066	0	0.012	0	1	0.26
256	5e-05	0.92	0	0.077	0	0.00087	0	1	0.26
257	0	0.79	0	0	0.21	0	5.5e-05	1	0.26
258	0	0.99	0	0.011	0	8.8e-05	0	1	0.26
259	2.3e-06	0.99	0	0.0059	0	0.0032	0	1	0.26
260	0.0029	0.91	0.00015	0.045	0	0.037	0	1	0.26
261	0	0	0	0	1	0	6.6e-06	4	0
262	0	0.79	0	0	0.21	0	5.7e-05	1	0.26
263	0.89	0.1	0	0.0075	0	0	0	0	0.42
264	0	0.98	0	0.01	0	0.0062	0	1	0.26
265	0	0.99	0	0.0057	0	0.0011	0	1	0.26
266	0	0	0	0	1	0	0	4	0
267	0.06	0.93	0	0.015	0	0	0	1	0.26
268	0.0024	0.92	0	0.073	0	0.0079	0	1	0.26
269	0.0024	0.94	0	0.04	0	0.017	0	1	0.26
270	0.11	0.85	0	0.046	0	0	0	1	0.26
271	0.012	0.78	0	0.21	0	0.0007	0	1	0.26
272	6.5e-05	0.91	0	0.089	0	0.00065	0	1	0.26
273	0.0017	0.6	0	0.39	0	1.7e-05	0	1	0.26
274	0	0.79	0	0	0.21	0	0	1	0.26
275	9.4e-05	0.95	0	0.00018	0	0.046	0	1	0.26
276	0.039	0.85	0	0.1	0	0.0095	0	1	0.26
277	0	0.96	0	0.04	0	0.00011	0	1	0.26
278	0.029	0.72	0	0.25	0	0.00051	0	1	0.26
279	0.00077	0.25	0	0.75	0	0	0	3	0.31
280	7.3e-05	0.95	0	0.054	0	0	0	1	0.26
281	0.0018	0.95	0	0.027	0	0.019	0	1	0.26
282	0	0.79	0	0	0.21	0	0	1	0.26
283	9.1e-05	0.97	0	0.026	0	0.0066	0	1	0.26
284	0.13	0.58	0	0.29	0	0	0	1	0.26
285	0.023	0.37	0	0.61	0	4.4e-06	0	3	0.31
286	0.00028	0.44	0	0.56	0	0	0	3	0.31
287	0.0069	0.91	0	0.062	0	0.017	0	1	0.26
288	4.2e-05	0.84	0	0.16	0	0	0	1	0.26
289	0.087	0.43	0	0.48	0	0	0	3	0.31
290	0.0072	0.94	0	0.01	0	0.047	0	1	0.26
291	0	0.97	0	0.026	0	0.001	0	1	0.26
292	0.12	0.53	0	0.35	0	0	0	1	0.26
293	9.4e-06	0.84	0	0.16	0	3.2e-05	0	1	0.26
294	0.00028	0.69	0	0.31	0	1.9e-05	0	1	0.26
295	1.2e-05	0.89	0	0.11	0	0.00015	0	1	0.26
296	0.00023	0.98	0	0.007	0	0.016	0	1	0.26
297	0.026	0.73	0	0.24	0	0	0	1	0.26
298	0.053	0.59	0	0.36	0	0	0	1	0.26
299	0.00028	0.97	0	0.012	0	0.014	0	1	0.26
300	0.00047	0.96	0	0.0015	0	0.037	0	1	0.26
301	8.3e-06	0.98	0	0.021	0	0	0	1	0.26
302	0.0001	0.93	0	0.065	0	0.0021	0	1	0.26
303	0.0011	0.61	0	0.39	0	1.5e-05	0	1	0.26
304	0.16	0.18	0	0.66	0	0	0	3	0.31
305	0	0.9	1.6e-05	0.0067	0	0.097	0	1	0.26
306	0.29	0.24	0	0.47	0	0	0	3	0.31
307	0.0026	0.88	0	0.12	0	0.0028	0	1	0.26
308	0	0.96	0	0.0065	0	0.031	0	1	0.26
309	0.01	0.92	5.6e-06	0.032	0	0.034	0	1	0.26
310	0	0	1	0	0	0	9.6e-06	2	0.087
311	0	0.87	0	0.004	0	0.13	0	1	0.26
312	0.0069	0.67	0	0.32	0	0.00042	0	1	0.26
313	0	0	0	0	1	0	0	4	0
314	4.6e-05	0.94	0	0.043	0	0.021	0	1	0.26
315	0	0.86	0	0.0036	0	0.14	0	1	0.26
316	0.0019	0.89	0	0.094	0	0.016	0	1	0.26
317	0.00019	0.88	0	0.11	0	0.0027	0	1	0.26
318	3.3e-06	0.96	0	0.031	0	0.013	0	1	0.26
319	0	0.03	0.00024	0	0	0.97	0	5	0.2
320	0	0	0	0	1	0	0.0039	4	0
321	0	0	0	0	1	0	4.7e-05	4	0
322	2e-05	0.84	0.002	0.016	0	0.15	0	1	0.26
323	0	0.86	0	0.14	0	6.4e-05	0	1	0.26
324	0	0.99	0	3.1e-05	0	0.0066	0	1	0.26
325	0	0.99	0	0.00088	0	0.0047	0	1	0.26
326	0	0.95	0	0.055	0	0.00025	0	1	0.26
327	0	0.98	0	0.0022	0	0.017	0	1	0.26
328	0	0	0	0	1	0	9.9e-05	4	0
329	0	0	0	0	1	0	0.00019	4	0
330	0.011	0.85	8.1e-06	0.12	0	0.019	0	1	0.26
331	0	0.97	0	0.031	0	0.0013	0	1	0.26
332	0.00011	0.92	1.6e-06	0.04	0	0.041	0	1	0.26
333	0	0.99	0	0.0071	0	0.0048	0	1	0.26
334	2.3e-05	0.9	2.5e-05	0.022	0	0.081	0	1	0.26
335	0	0.89	0	0.0029	0	0.11	0	1	0.26
336	0	0	0	0	1	0	0.0022	4	0
337	4.8e-05	0.18	0	0.82	0	0	0	3	0.31
338	0	0	0	0	1	0	0.0025	4	0
339	6.2e-05	0.91	1.8e-05	0.03	0	0.065	0	1	0.26
340	0.16	0.049	0	0.79	0	0	0	3	0.31
341	0.0051	0.87	3.3e-05	0.093	0	0.028	0	1	0.26
342	0.17	0.38	0	0.44	0	0.00018	0	3	0.31
343	0.00016	0.91	3.9e-06	0.042	0	0.043	0	1	0.26
344	0.0082	0.81	0	0.17	0	0.0053	0	1	0.26
345	0	0.91	0	0.087	0	4e-05	0	1	0.26
346	0	0	0	0	1	0	0.0021	4	0
347	3.8e-06	0.86	0	0.14	0	0.00014	0	1	0.26
348	0.00053	0.89	0	0.11	0	0.0056	0	1	0.26
349	0	0	0	0	1	0	2.3e-05	4	0
350	0	0.99	0	0.008	0	0.00054	0	1	0.26
351	0.0012	0.88	0	0.11	0	0.0087	0	1	0.26
352	0	0.99	0	0.012	0	2.9e-05	0	1	0.26
353	0	0	0	0	0.99	0	0.005	4	0
354	0	0	0.87	0	0	0	0.13	2	0.087
355	0.00054	0.92	0	0.076	0	0.0043	0	1	0.26
356	5e-05	0.85	0	0.15	0	0.00048	0	1	0.26
357	0	0.97	0	0.02	0	0.0055	0	1	0.26
358	0.0042	0.61	0	0.38	0	0.00015	0	1	0.26
359	0.0042	0.61	0	0.38	0	0.00015	0	1	0.26
360	0	0	0	0	1	0	2.6e-06	4	0
361	0	0.99	0	0.012	0	1e-05	0	1	0.26
362	0.00046	0.91	0	0.078	0	0.014	0	1	0.26
363	0	0.96	0	0.032	0	0.0034	0	1	0.26
364	1.2e-06	0.94	0	0.016	0	0.044	0	1	0.26
365	0	0.95	0	0.0037	0	0.049	0	1	0.26
366	0.0012	0.89	0.00049	0.056	0	0.055	0	1	0.26
367	0.86	0.042	0	0.1	0	2e-05	0	0	0.42
368	0	0	0	0	1	0	3.6e-06	4	0
369	3.3e-05	0.93	0	0.066	0	0.0053	0	1	0.26
370	0	0.59	0	0.00014	0	0.41	0	1	0.26
371	0.00076	0.91	1.6e-06	0.066	0	0.028	0	1	0.26
372	0.00019	0.83	0.018	0.026	0	0.13	6.7e-05	1	0.26
373	0	0.8	1.5e-06	0.0036	0	0.19	0	1	0.26
374	0.028	0.82	0	0.15	0	0.0038	0	1	0.26
375	3.1e-05	0.94	0	0.05	0	0.011	0	1	0.26
376	0.0026	0.98	0	0.012	0	0	0	1	0.26
377	0.00073	0.89	0	0.11	0	0.0019	0	1	0.26
378	0.00079	0.89	0	0.11	0	0.0018	0	1	0.26
379	0	0.98	0	0.0045	0	0.013	0	1	0.26
380	0.00013	0.92	0.00021	0.023	0	0.053	0	1	0.26
381	0	0	0	0	1	0	0.00091	4	0
382	0.0057	0.98	0	0.0099	0	0	0	1	0.26
383	0	0	0	0	1	0	1.3e-05	4	0
384	2.9e-05	0.93	0	0.031	0	0.039	0	1	0.26
385	0	0.99	0	0.00055	0	0.0072	0	1	0.26
386	0	0.91	0	0.086	0	4.9e-06	0	1	0.26
387	0.025	0.72	0	0.26	0	0.0021	0	1	0.26
388	5e-06	0.92	0	0.019	0	0.059	0	1	0.26
389	0.0038	0.83	0	0.16	0	0.0041	0	1	0.26
390	1.6e-06	0.91	0	0.085	0	0.00045	0	1	0.26
391	0.0078	0.58	0	0.41	0	0.00015	0	1	0.26
392	0	0	0	0	1	0	0.0039	4	0
393	4.1e-05	0.94	0	0.047	0	0.016	0	1	0.26
394	2.5e-06	0.93	0	0.017	0	0.057	0	1	0.26
395	0.0014	0.89	0	0.1	0	0.012	0	1	0.26
396	0	0	0	0	1	0	8.9e-06	4	0
397	0	0.95	0	0.0026	0	0.048	0	1	0.26
398	0	0.93	0	0.067	0	3.3e-05	0	1	0.26
399	0	0.91	0	0.0044	0	0.082	0	1	0.26
400	0	0.95	0	0.05	0	0.00079	0	1	0.26
401	0.012	0.74	0	0.24	0	0.0019	0	1	0.26
402	0.0057	0.84	0	0.15	0	0.0067	0	1	0.26
403	0	0.56	0.0039	0.0016	0	0.43	0	1	0.26
404	0.017	0.78	0	0.2	0	0.0042	0	1	0.26
405	0.14	0.17	0	0.69	0	3.1e-06	0	3	0.31
406	0.02	0.71	0	0.27	0	0.0016	0	1	0.26
407	0.00022	0.92	0	0.051	0	0.03	0	1	0.26
408	0	0.99	0	0.0064	0	4.3e-05	0	1	0.26
409	0.012	0.85	8.9e-05	0.11	0	0.027	0	1	0.26
410	0	0.94	0	0.06	0	0.00015	0	1	0.26
411	0	0.0014	0.057	1.5e-05	0	0.001	0.94	6	0.029
412	0.00022	0.9	6.5e-05	0.039	0	0.06	0	1	0.26
413	0.00039	0.91	0	0.057	0	0.029	0	1	0.26
414	1.9e-05	0.94	0	0.034	0	0.027	0	1	0.26
415	0	1	0	0.00075	0	7.9e-05	0	1	0.26
416	0	0.85	0	0.00095	0	0.15	0	1	0.26
417	0	0.98	0	0.01	0	0.01	0	1	0.26
418	0.0086	0.84	0	0.14	0	0.011	0	1	0.26
419	0	0.39	0	2.1e-06	0	0.61	0	5	0.2
420	0.0043	0.87	0.00091	0.075	0	0.046	1.3e-06	1	0.26
421	1.8e-05	0.93	0	0.066	0	0.0038	0	1	0.26
422	8.5e-06	0.95	0	0.049	0	0.006	0	1	0.26
423	0.0098	0.5	0	0.49	0	6.8e-05	0	1	0.26
424	0	0.7	0	0.3	0	1.7e-06	0	1	0.26
425	0	0.65	0	0.00043	0	0.35	0	1	0.26
426	0	0	0	0	1	0	0.00018	4	0
427	0	0.94	0	0.063	0	4.7e-05	0	1	0.26
428	9.4e-06	0.95	0	0.046	0	0.0075	0	1	0.26
429	0	0.98	0	0.017	0	0.0017	0	1	0.26
430	0	0	0	0	0	0	1	6	0.029
431	0	0	0	0	1	0	0	4	0
432	0.042	0.34	0	0.61	0	2.3e-05	0	3	0.31
433	7e-05	0.65	0	0.35	0	2.5e-05	0	1	0.26
434	0	1	0	0.0015	0	0.0027	0	1	0.26
435	0	0.97	0	0.03	0	4.7e-06	0	1	0.26
436	0	0.031	0	0.97	0	0	0	3	0.31
437	0	0.022	0	0.98	0	0	0	3	0.31
438	0	0.99	0	0.0099	0	0.00018	0	1	0.26
439	1.9e-06	0.83	0.00014	0.0097	0	0.16	0	1	0.26
440	4.8e-06	0.76	0	0.24	0	2.6e-05	0	1	0.26
441	0	0.98	0	0.0069	0	0.013	0	1	0.26
442	0.026	0.79	0	0.17	0	0.0091	0	1	0.26
443	1.2e-05	0.95	0	0.045	0	0.0092	0	1	0.26
444	0.0032	0.46	0	0.54	0	1.9e-05	0	3	0.31
445	0.00042	0.91	0	0.073	0	0.015	0	1	0.26
446	0	1	0	0.003	0	0.00013	0	1	0.26
447	0.022	0.4	0	0.58	0	3.2e-05	0	3	0.31
448	0	0.96	0	0.031	0	0.006	0	1	0.26
449	8.2e-06	0.93	0	0.064	0	0.0027	0	1	0.26
450	0	0.89	0	0.0046	0	0.1	0	1	0.26
451	0	0.95	0	0.05	0	0.00025	0	1	0.26
452	0.0027	0.86	0	0.13	0	0.0083	0	1	0.26
453	0	0	0	0	1	0	0.0045	4	0
454	0.00099	0.8	0	0.2	0	0.001	0	1	0.26
455	1.3e-05	0.69	0	0.31	0	1.5e-05	0	1	0.26
456	0	0.97	0	0.018	0	0.017	0	1	0.26
457	0.12	0.46	0	0.43	0	0.00028	0	1	0.26
458	0.013	0.79	0	0.19	0	0.0043	0	1	0.26
459	0.017	0.57	0	0.41	0	0.00021	0	1	0.26
460	0.024	0.75	0	0.22	0	0.0036	0	1	0.26
461	0	0.24	0	6.5e-06	0	0.76	0	5	0.2
462	0	0.96	0	0.032	0	0.0032	0	1	0.26
463	0	0.93	0	0.00025	0	0.071	0	1	0.26
464	2.5e-05	0.88	0.00015	0.02	0	0.1	0	1	0.26
