SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster	dcf0	dcf1
35	0.66	0.0088	0	0	0	0	0	0.12	0.00019	0	0	0.00036	0	0.00011	0	0.21	0	0	0	0	0.27	0.57
36	0.65	0	0	0	0	0	0	0.12	0	0.019	0	0	0	0	0	0.21	0.0033	0	0	0	0.27	0.57
37	0	0	0	0.0014	0.83	0	2.4e-06	0	0	0	0	0.00044	0.16	0	4.2e-06	0	0	0	0	4	0	0.19
38	0	4.4e-06	0	0.078	0.9	0	0.00047	0	0	0	0	0.0081	0.015	0	0.00018	0	0	0	0	4	0	0.19
39	0.67	0	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0.21	0	0	0	0	0.27	0.57
40	0.54	0.00011	0	0	0	0	0	0.095	0.00064	0.16	0	0	0	0	0	0.17	0.029	0	0	0	0.27	0.57
41	0.6	8.2e-05	0	0	0	0	0	0.11	8.6e-05	0.09	0	0	0	0	0	0.19	0.016	0	0	0	0.27	0.57
42	0	0	0	0	0.99	0	0	0	0	0	0	0	0.011	0	0	0	0	0	0	4	0	0.19
43	0	0	0	0.0058	0.97	0	2.1e-06	0	0	0	0	0	0.02	0	1.1e-05	0	0	0	0	4	0	0.19
44	0.58	0.00012	0	0	0	0	0	0.1	0.00034	0.11	0	2.6e-06	0	0	0	0.19	0.02	0	0	0	0.27	0.57
45	0.66	0.00057	0	0	0	0	0	0.12	0.00023	0.014	0	5.9e-05	0	5.6e-05	0	0.21	0.0025	0	0	0	0.27	0.57
46	0	0	0.68	0	0	0.00054	0	0	0	0	0	0	0	0	0	0	0	0.077	0.24	2	0.06	0
47	0.67	0.00015	0	0	0	0	0	0.12	1.1e-05	0	0	0	0	0	0	0.21	0	0	0	0	0.27	0.57
48	0.67	4.1e-05	0	0	0	0	0	0.12	2.1e-05	0	0	0	0	0	0	0.21	0	0	0	0	0.27	0.57
49	0	0	0	0	0	0	0	0	0	0.85	0	0	0	0	0	0	0.15	0	0	9	0.35	0.62
50	0.66	0.011	0	0	0	0	0	0.12	0.00036	0	0	0.0014	0	0.0019	0	0.21	0	0	0	0	0.27	0.57
51	0.058	0.065	0	0	0	0	0	0.01	0.041	0	0	0.8	0	0.004	0	0.019	0	0	0	11	0.27	0.33
52	0.55	0.012	0	0	0	0	0	0.097	0.12	0	0	0.049	0	0.0006	0	0.18	0	0	0	0	0.27	0.57
53	0.67	0.00064	0	0	0	0	0	0.12	0.00029	0	0	5.2e-06	0	0	0	0.21	0	0	0	0	0.27	0.57
54	0.67	0	0	0	0	0	0	0.12	0	0.0027	0	0	0	0	0	0.21	0.00048	0	0	0	0.27	0.57
55	0	0	0	0.18	0	0	0.82	0	0	0	2.6e-06	0	0	0	0.00097	0	0	0	0	6	0	0.43
56	0	0	0	0.91	0.00023	0	0.088	0	0	0	0	0	0	0	0.00027	0	0	0	0	3	0	0.33
57	0.49	0.026	0	0	0	0	0	0.087	0.21	0	0	0.026	0	0.00013	0	0.16	0	0	0	0	0.27	0.57
58	0	0	0	0.63	0.029	0	0.32	0	0	0	3.9e-05	0	0.00014	0	0.019	0	0	0	0	3	0	0.33
59	0.62	0	0	0	0	0	0	0.11	0	0.059	0	0	0	0	0	0.2	0.011	0	0	0	0.27	0.57
60	0	0	0	0.53	0.00049	0	0.47	0	0	0	1.2e-06	0	0	0	0.0031	0	0	0	0	3	0	0.33
61	0	0	0	0.037	0.91	0	0.00043	0	0	0	0	0	0.052	0	0.00034	0	0	0	0	4	0	0.19
62	0.65	0.024	0	0	0	0	0	0.11	0.0025	0.00064	0	0.002	0	4.6e-05	0	0.21	0.00011	0	0	0	0.27	0.57
63	0.58	0.0013	0	0	0	0	0	0.1	0.011	0.11	0	0.0007	0	3.1e-05	0	0.18	0.019	0	0	0	0.27	0.57
64	0	0	8.7e-05	0	0	0.32	0	0	0	0	0	0	0	0	0	0	0	0.0037	0.68	18	0.12	0
65	0	0	0.95	0	0	9.4e-05	0	0	0	0	0	0	0	0	0	0	0	0.019	0.032	2	0.06	0
66	0.63	0.014	0	0	0	0	0	0.11	0.011	0.005	0	0.022	0	0.0037	0	0.2	0.00089	0	0	0	0.27	0.57
67	0.66	0.0038	0	0	0	0	0	0.12	0.00044	0.0023	4.3e-06	0.0028	0	0.0061	0	0.21	0.00041	0	0	0	0.27	0.57
68	0.65	0.0056	0	0	0	0	0	0.11	2.1e-05	0.00011	0	0.0021	0	0.025	0	0.21	2e-05	0	0	0	0.27	0.57
69	0	0	0	0.68	0.00032	0	0.32	0	0	0	0	0	0	0	0.00068	0	0	0	0	3	0	0.33
70	0	0	0.0023	0	0	0.73	0	0	0	0	0	0	0	0	0	0	0	0.0036	0.26	5	0.18	0
71	0	0	0	0.0017	0.98	0	0	0	0	0	0	0	0.016	0	0	0	0	0	0	4	0	0.19
72	0.67	0	0	0	0	0	0	0.12	1.2e-06	0.00049	0	0	0	3.8e-06	0	0.21	8.8e-05	0	0	0	0.27	0.57
73	0	0	0	0	0	0	0	0	0	0	0.98	0	0	0	0.018	0	0	0	0	10	0.06	0.57
74	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.00022	0	0	0	0	10	0.06	0.57
75	1.1e-05	0.0013	0	0	0	0	0	1.9e-06	0	0	0	0.036	0	0.96	0	3.5e-06	0	0	0	13	0.18	0.38
76	0	0	0.0012	0	0	0.83	0	0	0	0	0	0	0	0	0	0	0	0.0019	0.17	5	0.18	0
77	0.66	0.0044	0	0	0	0	0	0.12	2.9e-05	0	0	4.5e-05	0	9.5e-05	0	0.21	0	0	0	0	0.27	0.57
78	5e-06	0.00081	0	0	0	0	0	0	0.00013	0	0	1	0	0.00029	0	0	0	0	0	11	0.27	0.33
79	0.67	2.7e-05	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0.21	0	0	0	0	0.27	0.57
80	0	0	0.95	0	0	2.6e-05	0	0	0	0	0	0	0	0	0	0	0	0.024	0.03	2	0.06	0
81	0.0016	0.009	0	0	0	0	0	0.00028	0.0027	0	0	0.98	0	0.0021	0	0.00051	0	0	0	11	0.27	0.33
82	0.23	0.017	0	0	0	0	0	0.041	0.039	0.0036	0	0.57	0	0.023	0	0.074	0.00064	0	0	11	0.27	0.33
83	0.67	0.0017	0	0	0	0	0	0.12	0.0011	0	0	0.00011	0	1.1e-05	0	0.21	0	0	0	0	0.27	0.57
84	0.15	0.0091	0	0	0	0	0	0.027	4.2e-05	0	0.0039	0.031	0	0.73	5e-06	0.049	0	0	0	13	0.18	0.38
85	0.37	0	0	0	0	0	0	0.066	0	0.37	0	0	0	0	0	0.12	0.067	0	0	0	0.27	0.57
86	0	0	0	0.26	0	0	0.74	0	0	0	0	0	0	0	3.1e-06	0	0	0	0	6	0	0.43
87	0.67	0.0022	0	0	0	0	0	0.12	8.4e-05	0	0	2.8e-06	0	0	0	0.21	0	0	0	0	0.27	0.57
88	0	0	0	0.0052	0	0	0.99	0	0	0	2.3e-05	0	0	0	8.6e-06	0	0	0	0	6	0	0.43
89	0	0	0.02	0	0	0.49	0	0	0	0	0	0	0	0	0	0	0	0.013	0.48	5	0.18	0
90	0.65	0.0015	0	0	0	0	0	0.11	0.0014	0.018	0	0.00041	0	6.1e-05	0	0.21	0.0033	0	0	0	0.27	0.57
91	0.64	0.0028	0	0	0	0	0	0.11	0.0051	0.026	0	0.0032	0	0.00027	0	0.21	0.0046	0	0	0	0.27	0.57
92	0	0	0	0.19	0.8	0	0.0021	0	0	0	0	0	0.0099	0	0.0005	0	0	0	0	4	0	0.19
93	0	0	0	0	0	0.99	0	0	0	0	0	0	0	0	0	0	0	3.9e-06	0.0089	5	0.18	0
94	0.65	0	0	0	0	0	0	0.11	0	0.026	0	0	0	0	0	0.21	0.0047	0	0	0	0.27	0.57
95	0.65	0.0049	0	0	0	0	0	0.12	0.0038	0	2.1e-05	0.0087	0	0.0045	0	0.21	0	0	0	0	0.27	0.57
96	0	8.8e-05	0	0	0	0	0	0	0	0	0	0.85	0	0.15	0	0	0	0	0	11	0.27	0.33
97	0.66	0.0048	0	0	0	0	0	0.12	0.00022	0	0	0.00037	0	0.00049	0	0.21	0	0	0	0	0.27	0.57
98	0	0	0	0.096	0.78	0	0.011	0	0	8.3e-05	4.7e-06	0	0.1	3.9e-06	0.007	0	1.5e-05	0	0	4	0	0.19
99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	14	0.03	0.33
100	0.66	0.00061	0	0	0	0	0	0.12	0.00021	0.0089	0	4.7e-06	0	0	0	0.21	0.0016	0	0	0	0.27	0.57
101	0.62	0.0063	0	0	0	0	0	0.11	0.016	0.03	0	0.011	0	0.00014	0	0.2	0.0053	0	0	0	0.27	0.57
102	0.45	0.012	0	0	0	0	0	0.08	0.036	0	6.7e-06	0.23	0	0.04	0	0.15	0	0	0	0	0.27	0.57
103	0.67	0.00029	0	0	0	0	0	0.12	0	0.00011	0	0	0	3.7e-05	0	0.21	2e-05	0	0	0	0.27	0.57
104	0	0	0.32	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0.042	0.52	18	0.12	0
105	0	0	0	0.0031	0.92	0	3.6e-06	0	0	0	0	0	0.075	0	9.5e-06	0	0	0	0	4	0	0.19
106	0	0	0.0027	0	0	0.85	0	0	0	0	0	7e-05	0	3.4e-06	0	0	0	0.0021	0.14	5	0.18	0
107	0.67	0.00064	0	0	0	0	0	0.12	3.4e-06	0	0	0	0	0	0	0.21	0	0	0	0	0.27	0.57
108	0	0	0.92	0	0	0.00016	0	0	0	0	0	0	0	0	0	0	0	0.028	0.054	2	0.06	0
109	0.67	0	0	0	0	0	0	0.12	0	3.5e-05	0	0	0	0	0	0.21	6.3e-06	0	0	0	0.27	0.57
110	0	0	0.0035	0	0	0.048	0	0	0	0	0	0	0	0	0	0	0	0.022	0.93	18	0.12	0
111	0.66	0.0032	0	0	0	0	0	0.12	0.00071	0	1e-06	0.0012	0	0.0017	0	0.21	0	0	0	0	0.27	0.57
112	0.67	7.8e-06	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0.21	0	0	0	0	0.27	0.57
113	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0021	0.00011	2	0.06	0
114	0.67	0.0003	0	0	0	0	0	0.12	0.00054	0	0	2.6e-06	0	0	0	0.21	0	0	0	0	0.27	0.57
