SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster	dcf0	dcf1
23	0.00054	0.00028	0.024	0.016	0.017	0	0	0	0	0.92	0.02	0	0	0.00054	0	9	0.23	0.32
24	0	0.00064	0.0018	6.6e-05	0.0021	0	0.011	0	5.6e-06	0.68	1.3e-05	0	0.063	0	0.24	9	0.23	0.32
25	0	0	0.098	8.8e-06	0.23	0	0	0	0	0.67	0	0	0	0	0	9	0.23	0.32
26	0	2.6e-05	0.0067	6.7e-05	0.0086	0	0	0	0	0.98	0	0	0	0	0	9	0.23	0.32
27	0	0	0.0011	0	0.0031	0	0	0	0	1	0	0	0	0	0	9	0.23	0.32
28	0.00066	9.9e-05	0.56	0.06	0.15	0	0	0	0	0.23	0.00074	0	0	0.00066	0	2	0.23	0.44
29	0.018	0.0072	0.019	0.00085	0.015	0	0	0	0	0.9	0.026	0	0	0.018	0	9	0.23	0.32
30	0.053	1.6e-05	0.0026	6.2e-06	0.0052	0	0	0	0	0.7	0.19	0	0	0.053	0	9	0.23	0.32
31	0	0	0.00023	0	0.0011	0	0	0	0	1	0	0	0	0	0	9	0.23	0.32
32	0	0.00017	0.013	0.00026	0.012	0	0	0	0	0.97	0	0	0	0	0	9	0.23	0.32
33	0.027	0.029	0.051	0.017	0.021	0	0	0	0	0.71	0.12	0	0	0.027	0	9	0.23	0.32
34	0.018	0.00077	0.052	0.0028	0.032	0	0	0	0	0.82	0.052	0	0	0.018	0	9	0.23	0.32
35	0	0.0045	0.026	0.00041	0.023	0	0	0	0	0.95	1.3e-05	0	0	0	0	9	0.23	0.32
36	0.019	0	0.0011	0	0.0045	0	0	0	0	0.95	0.0043	0	0	0.019	0	9	0.23	0.32
37	0	0	0.001	0	0.0031	0	0	0	0	1	0	0	0	0	0	9	0.23	0.32
38	0.0039	4e-06	0.0084	7.2e-06	0.018	0	0	0	0	0.97	0.00064	0	0	0.0039	0	9	0.23	0.32
39	0.05	7.8e-05	0.0055	0.00018	0.0069	0	0	0	0	0.53	0.36	0	0	0.05	0	9	0.23	0.32
40	0	0	5.5e-05	0	0.00036	0	0	0	0	1	0	0	0	0	0	9	0.23	0.32
41	0	6.3e-05	0.06	0.00012	0.073	0	0	0	0	0.87	0	0	0	0	0	9	0.23	0.32
42	0.023	0.00061	0.015	0.00037	0.014	0	0	0	0	0.88	0.047	0	0	0.023	0	9	0.23	0.32
43	0	0	0.00039	0	0.0011	0.0042	0	0	1.4e-05	0.99	0	0	0	0	0.00024	9	0.23	0.32
44	0.02	0.026	0.068	0.016	0.029	0	0	0	0	0.75	0.068	0	0	0.02	0	9	0.23	0.32
45	0	0.00081	0.039	0.0019	0.025	0	0	0	0	0.93	3.7e-05	0	0	0	0	9	0.23	0.32
46	0	0	0	0	5.1e-05	0	0	0	0	1	0	0	0	0	0	9	0.23	0.32
47	0	0.039	0.036	0.00054	0.031	0	0	0	0	0.89	9.4e-06	0	0	0	0	9	0.23	0.32
48	0.033	0.0024	0.0035	0.00051	0.005	0	0	0	0	0.77	0.16	0	0	0.033	0	9	0.23	0.32
49	0.0088	0.045	0.12	0.039	0.042	0	0	0	0	0.68	0.049	0	0	0.0088	0	9	0.23	0.32
50	0	0	0.01	0	0.03	0	0	0	0	0.96	0	0	0	0	0	9	0.23	0.32
51	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0.051	0.32
52	0.011	0.013	0.017	0.0011	0.012	0	0	0	0	0.92	0.018	0	0	0.011	0	9	0.23	0.32
53	0.076	0.12	0.22	0.22	0.031	0	0	0	0	0.042	0.22	0	0	0.076	0	10	0.35	0.6
54	0.074	0	3.1e-05	0	0.00043	0	0	0	0	0.58	0.28	0	0	0.074	0	9	0.23	0.32
55	0	0	0.00048	0	0.002	0	0	0	0	1	0	0	0	0	0	9	0.23	0.32
56	0.0046	6e-06	0.0084	1.6e-05	0.015	0	0	0	0	0.97	0.0022	0	0	0.0046	0	9	0.23	0.32
57	0	0	0	0	0	0	0.00015	0	0	0.99	0	0	0.0085	0	0.00029	9	0.23	0.32
58	0.022	0.00013	0.024	0.0014	0.018	0	0	0	0	0.75	0.16	0	0	0.022	0	9	0.23	0.32
59	0.021	0.0028	0.02	0.0023	0.014	0	0	0	0	0.82	0.1	0	0	0.021	0	9	0.23	0.32
60	0.057	6.6e-05	0.0002	4.7e-05	0.00083	0	0	0	0	0.41	0.48	0	0	0.057	0	10	0.35	0.6
61	0.026	0.00015	0.013	0.023	0.0096	0	0	0	0	0.43	0.47	0	0	0.026	0	10	0.35	0.6
62	0.00016	0.09	0.07	0.0019	0.046	0	0	0	0	0.79	0.00021	0	0	0.00016	0	9	0.23	0.32
63	0.038	0.003	0.00024	0	0.001	0	0	0	0	0.88	0.043	0	0	0.038	0	9	0.23	0.32
64	0	0	0	0	3.8e-05	0	0	0	0	1	0	0	0	0	0	9	0.23	0.32
65	0.0085	3.7e-05	0.0047	2e-05	0.0081	0	0	0	0	0.96	0.0053	0	0	0.0085	0	9	0.23	0.32
66	0.045	0.043	0.023	0.044	0.0024	0	0	0	0	0.39	0.41	0	0	0.045	0	10	0.35	0.6
67	0	0.0039	0.0073	2.9e-05	0.011	0	0	0	0	0.98	0	0	0	0	0	9	0.23	0.32
68	4.2e-06	0.04	0.034	0.00039	0.032	0	0	0	0	0.89	5.4e-06	0	0	4.2e-06	0	9	0.23	0.32
69	0.0066	0	0.005	9.9e-06	0.0099	0	0	0	0	0.97	0.003	0	0	0.0066	0	9	0.23	0.32
70	0.0093	0.33	0.32	0.09	0.069	0	0	0	0	0.14	0.038	0	0	0.0093	0	1	0.41	0.44
71	0.0011	0.01	0.17	0.0089	0.082	0	0	0	0	0.72	0.00067	0	0	0.0011	0	9	0.23	0.32
72	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	12	0.18	0.036
73	0	0	0.014	2.9e-05	0.022	0	0	0	0	0.96	0	0	0	0	0	9	0.23	0.32
74	0	0.035	0.0074	0	0.023	0	0	0	0	0.93	0	0	0	0	0	9	0.23	0.32
75	0.0013	0.0017	0.0068	3.3e-05	0.01	0	0	0	0	0.98	6.6e-05	0	0	0.0013	0	9	0.23	0.32
76	0.012	0.009	0.042	0.0057	0.022	0	0	0	0	0.87	0.032	0	0	0.012	0	9	0.23	0.32
77	0	5.2e-06	0.017	0.00038	0.015	2.7e-05	0	0	0	0.97	0	0	0	0	0	9	0.23	0.32
78	0.00071	0.051	0.18	0.014	0.077	0	0	0	0	0.67	0.0022	0	0	0.00071	0	9	0.23	0.32
79	0	0	0.0031	0	0.0084	2e-05	0	0	0	0.99	0	0	0	0	0	9	0.23	0.32
80	0	0.00071	0.0019	4e-06	0.0045	0	0	0	0	0.99	0	0	0	0	0	9	0.23	0.32
81	0	0	0	0	0	8e-05	0	0	0	0.99	0	0	0.005	0	0	9	0.23	0.32
82	0	0	6.1e-05	0	0.00044	0	0	0	0	1	0	0	0	0	0	9	0.23	0.32
83	0.01	0.5	0.00015	2.4e-05	0.00019	0	0	0	0	0.47	0.011	0	0	0.01	0	1	0.41	0.44
84	0	0	0	0	0	0.0027	0	0	0	0.98	0	0	0.012	0	9.8e-06	9	0.23	0.32
85	0	0	0	0	0	3e-05	0	0	0	1	0	0	5.9e-05	0	0	9	0.23	0.32
86	0	0	0	0	0	0	0	0	0	0	0	0	0.99	0	0.0065	12	0.18	0.036
87	0	0	0.0012	0	0.0059	0	0	0	0	0.99	0	0	0	0	0	9	0.23	0.32
88	0.16	0.0047	0	0	1.6e-05	0	0	0	0	0.43	0.25	0	0	0.16	0	9	0.23	0.32
89	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	11	0	0.21
90	0	4.2e-05	0.0057	0.00089	0.0028	0.068	0	0	9.4e-05	0.16	3.3e-05	0.76	0	0	1.6e-05	11	0	0.21
91	0.0063	0.024	0.22	0.083	0.064	0	0	0	0	0.54	0.048	0	0	0.0063	0	9	0.23	0.32
92	0.011	0.00023	0.0087	0.00011	0.01	0	0	0	0	0.95	0.012	0	0	0.011	0	9	0.23	0.32
93	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	11	0	0.21
94	0.0053	0.037	0.051	0.011	0.023	0	0	0	0	0.85	0.019	0	0	0.0053	0	9	0.23	0.32
95	0.032	0.072	0.12	0.063	0.035	0	0	0	0	0.47	0.17	0	0	0.032	0	9	0.23	0.32
96	0.0038	0.0081	0.00046	0	0.0014	0	0	0	0	0.98	0.00039	0	0	0.0038	0	9	0.23	0.32
97	3.9e-06	0.0039	0.0027	3.2e-06	0.0066	0	0	0	0	0.99	0	0	0	3.9e-06	0	9	0.23	0.32
98	0.017	0.016	0.03	0.0065	0.016	0	0	0	0	0.82	0.076	0	0	0.017	0	9	0.23	0.32
99	0.017	0.02	0.19	0.12	0.047	0	0	0	0	0.44	0.15	0	0	0.017	0	9	0.23	0.32
100	6e-06	0.077	0.0013	1.7e-05	0.0014	0	0	0	0	0.92	2.9e-05	0	0	6e-06	0	9	0.23	0.32
101	0.00069	0.028	0.037	0.0027	0.023	0	0	0	0	0.91	0.00086	0	0	0.00069	0	9	0.23	0.32
102	0.005	0.042	0.052	0.011	0.024	0	0	0	0	0.84	0.019	0	0	0.005	0	9	0.23	0.32
103	0	0	0	0	0	1	0	0	0	0.0039	0	0	4.5e-05	0	0	5	0.051	0.32
104	0.0012	0.0042	0.046	0.00055	0.04	0	0	0	0	0.91	0.00022	0	0	0.0012	0	9	0.23	0.32
105	0	0.00069	0.0027	3.9e-06	0.0064	0	0	0	0	0.99	0	0	0	0	0	9	0.23	0.32
106	0.00033	0.00071	0	0	1.6e-05	0	0	0	0	1	0	0	0	0.00033	0	9	0.23	0.32
107	6.7e-05	9.1e-06	0	0	6.4e-05	0	0	0	0	1	0	0	0	6.7e-05	0	9	0.23	0.32
108	0.0044	0.00038	0.036	0.00064	0.031	0	0	0	0	0.92	0.0035	0	0	0.0044	0	9	0.23	0.32
109	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0.051	0.32
110	0.0073	0.0014	0.015	0.00039	0.014	0	0	0	0	0.95	0.0055	0	0	0.0073	0	9	0.23	0.32
111	0	0.085	0.14	0.0021	0.09	0	0	0	0	0.68	3.8e-05	0	0	0	0	9	0.23	0.32
112	6.5e-05	0.11	0.11	0.0045	0.06	0	0	0	0	0.72	0.00023	0	0	6.5e-05	0	9	0.23	0.32
113	0.0016	0.065	0.18	0.024	0.068	0	0	0	0	0.66	0.0076	0	0	0.0016	0	9	0.23	0.32
114	0	0	0	0	0	0	2.5e-05	0	0	0	0	0	0.98	0	0.021	12	0.18	0.036
115	0.037	3.9e-06	0.0043	3.2e-05	0.0068	0	0	0	0	0.58	0.34	0	0	0.037	0	9	0.23	0.32
116	0.032	0	3.1e-05	0	0.00058	0	0	0	0	0.93	0.009	0	0	0.032	0	9	0.23	0.32
117	0.00066	0.021	0.021	0.0019	0.014	0	0	0	0	0.94	0.0014	0	0	0.00066	0	9	0.23	0.32
118	0	0	0	0	0	0	1	0	0	0	0	0	0.00023	0	0.0026	6	0.41	0.076
119	0.0014	0.019	0.22	0.029	0.08	0	0	0	0	0.65	0.0043	0	0	0.0014	0	9	0.23	0.32
120	0.0001	7.8e-05	0.5	0.01	0.2	0	0	0	0	0.3	1.9e-05	0	0	0.0001	0	2	0.23	0.44
121	0.00013	0.0017	0.0012	0	0.0036	0	0	0	0	0.99	0	0	0	0.00013	0	9	0.23	0.32
122	0.034	0.075	0.083	0.074	0.013	0	0	0	0	0.36	0.33	0	0	0.034	0	9	0.23	0.32
123	0.02	0.66	0.004	0.00096	0.0013	0	0	0	0	0.25	0.048	0	0	0.02	0	1	0.41	0.44
124	0	0	0	0	0	0.00043	0	0	0.0053	4.8e-06	0	0.99	0	0	1.1e-05	11	0	0.21
125	0.035	0.18	0.014	0.0067	0.0046	0	0	0	0	0.56	0.17	0	0	0.035	0	9	0.23	0.32
126	0.015	0.046	0.061	0.021	0.024	0	0	0	0	0.74	0.074	0	0	0.015	0	9	0.23	0.32
127	0.032	0.29	0.011	0.004	0.0037	0	0	0	0	0.5	0.13	0	0	0.032	0	9	0.23	0.32
128	0.011	0.013	0.18	0.11	0.046	0	0	0	0	0.52	0.11	0	0	0.011	0	9	0.23	0.32
129	0.012	0.89	0.0051	0.0012	0.00098	0	0	0	0	0.037	0.045	0	0	0.012	0	1	0.41	0.44
130	0.014	0.0048	0.016	0.00074	0.013	0	0	0	0	0.92	0.023	0	0	0.014	0	9	0.23	0.32
131	0.026	0.005	0.019	0.0022	0.014	0	0	0	0	0.78	0.13	0	0	0.026	0	9	0.23	0.32
132	0.0093	0.0018	0.054	0.0049	0.03	0	0	0	0	0.87	0.019	0	0	0.0093	0	9	0.23	0.32
133	0.0071	0.072	0.11	0.028	0.039	0	0	0	0	0.71	0.035	0	0	0.0071	0	9	0.23	0.32
134	0.043	9.8e-06	0	0	0	0	0	0	0	0.017	0.9	0	0	0.043	0	10	0.35	0.6
135	0	0	0	0	0	0	0.00099	0	0	0.99	0	0	0.0067	0	0.00047	9	0.23	0.32
136	0.047	1e-05	0.00014	0	0.00095	0	0	0	0	0.85	0.058	0	0	0.047	0	9	0.23	0.32
137	0	0.00076	0	0	0	0	0	0	0	1	0	0	0	0	0	9	0.23	0.32
138	0	0.001	0.0028	0	0.0089	0	0	0	0	0.99	0	0	0	0	0	9	0.23	0.32
139	0.009	0.013	0.0091	0.00034	0.0087	0	0	0	0	0.94	0.01	0	0	0.009	0	9	0.23	0.32
140	0.034	0	0.0034	3.9e-06	0.0078	0	0	0	0	0.77	0.15	0	0	0.034	0	9	0.23	0.32
141	0	0	0	0	0	0.0021	0	0	0	0	0	1	0	0	0	11	0	0.21
142	0	8.7e-06	0.0028	0	0.007	0	0	0	0	0.99	0	0	0	0	0	9	0.23	0.32
143	0	0.026	0.011	1.1e-05	0.021	0	0	0	0	0.94	0	0	0	0	0	9	0.23	0.32
144	0.00073	0.00099	0.00039	0	0.0013	0	0	0	0	1	3.5e-05	0	0	0.00073	0	9	0.23	0.32
145	0.014	0.0035	0.08	0.017	0.034	0	0	0	0	0.76	0.076	0	0	0.014	0	9	0.23	0.32
146	0.0098	0	0.00065	0	0.0051	0	0	0	0	0.97	0.0042	0	0	0.0098	0	9	0.23	0.32
147	0.032	6.4e-05	0.0013	4.5e-06	0.0033	0	0	0	0	0.84	0.095	0	0	0.032	0	9	0.23	0.32
148	0.00082	0.032	0.062	0.0019	0.041	0	0	0	0	0.86	0.00027	0	0	0.00082	0	9	0.23	0.32
149	0.00075	0.056	0.015	0.0016	0.0084	0	0	0	0	0.91	0.0037	0	0	0.00075	0	9	0.23	0.32
150	0.00048	0.007	0.0056	2.5e-05	0.0092	0	0	0	0	0.98	2e-05	0	0	0.00048	0	9	0.23	0.32
151	0.0062	0.021	0.0027	3.6e-05	0.0039	0	0	0	0	0.96	0.0028	0	0	0.0062	0	9	0.23	0.32
152	0	0	0.0049	0	0.024	0	0	0	0	0.97	0	0	0	0	0	9	0.23	0.32
153	0.01	0.0039	0.021	0.0047	0.016	0	0	0	0	0.93	0.0084	0	0	0.01	0	9	0.23	0.32
154	0.00085	2.3e-06	0.00039	0.0038	0.0016	0	0	0	0	0.99	0.00011	0	0	0.00085	0	9	0.23	0.32
155	0.00067	0.00057	0.032	0.00074	0.028	0	0	0	0	0.94	6.2e-05	0	0	0.00067	0	9	0.23	0.32
156	0.00039	9.2e-06	0.0017	0.00068	0.0048	0	0	0	0	0.99	5.3e-05	0	0	0.00039	0	9	0.23	0.32
157	0.013	0.022	0.024	0.14	0.00024	0	0	0	0	0.0017	0.78	0	0	0.013	0	10	0.35	0.6
158	0	0.0012	0.0027	3.4e-06	0.0067	0	0	0	0	0.99	0	0	0	0	0	9	0.23	0.32
159	0.01	0.0054	0.071	0.011	0.033	0	0	0	0	0.82	0.035	0	0	0.01	0	9	0.23	0.32
160	0.18	4.2e-06	3.8e-06	0.0035	0	0	0	0	0	1.8e-05	0.64	0	0	0.18	0	10	0.35	0.6
161	0.0013	0.036	0.22	0.033	0.076	0	0	0	0	0.63	0.0093	0	0	0.0013	0	9	0.23	0.32
162	0	0	0.00011	0	0.0013	0	0	0	0	1	0	0	0	0	0	9	0.23	0.32
163	0	0	0	0	0	0	0	0	0	0.0065	0	0	0	0	0.99	14	0.2	0.11
164	0	5.8e-05	0.0007	1.1e-05	0.0011	8.7e-06	0.0018	0	8.8e-05	0.81	0	0	0.0062	0	0.18	9	0.23	0.32
165	4.3e-06	0.066	0.052	0.00082	0.039	0	0	0	0	0.84	2e-05	0	0	4.3e-06	0	9	0.23	0.32
166	0.011	0.0014	0.0058	0.034	0.0024	0	0	0	0	0.83	0.11	0	0	0.011	0	9	0.23	0.32
167	0	0	0	0	0	0	3.9e-06	0	1.5e-06	0	0	0	0.057	0	0.94	14	0.2	0.11
168	0	8.9e-05	0.00024	0	0.0009	0	0	0	0	1	0	0	0	0	0	9	0.23	0.32
169	0.064	2.8e-06	0	0.00065	2.1e-05	0	0	0	0	0.096	0.78	0	0	0.064	0	10	0.35	0.6
170	0	0.00031	0.00046	0	0.0028	0	0	0	0	1	0	0	0	0	0	9	0.23	0.32
171	0.0071	0.00035	0.039	0.0019	0.029	0	0	0	0	0.9	0.015	0	0	0.0071	0	9	0.23	0.32
172	0.2	0.00074	0.0004	0.42	0	0	0	0	0	0.13	0.047	0	0	0.2	0	3	0.23	0.52
173	0	0	0	0	0	0	0	0	0	0	0	0	0.64	0	0.36	12	0.18	0.036
174	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	12	0.18	0.036
175	0.023	0.00022	0.00077	0.057	0.00022	0	0	0	0	0.89	0.0089	0	0	0.023	0	9	0.23	0.32
176	0.0045	0.17	0.39	0.11	0.077	0	0	0	0	0.23	0.02	0	0	0.0045	0	2	0.23	0.44
177	0.021	0.59	0.0003	5.1e-05	0.00039	0	0	0	0	0.34	0.019	0	0	0.021	0	1	0.41	0.44
178	0	0	0.00035	0	0.0014	0	0	0	0	1	0	0	0	0	0	9	0.23	0.32
179	0	0.00018	0.0036	7.8e-05	0.0041	0	0	0	0	0.99	2e-06	0	0	0	9.6e-06	9	0.23	0.32
180	0.0082	0.9	2.4e-05	3.7e-06	2.3e-05	0	0	0	0	0.078	0.0052	0	0	0.0082	0	1	0.41	0.44
181	0	0	0	0	0	1.3e-05	0	0	0	0	0	1	0	0	0	11	0	0.21
182	0	0	0.7	0.29	0.0085	0	0	0	0	0	0	0	0	0	0	2	0.23	0.44
183	0	0	0.066	0.93	0.00069	0	0	0	0	0	0.00011	0	0	0	0	3	0.23	0.52
184	0.042	0.06	0.021	0.014	0.0083	0	0	0	0	0.6	0.21	0	0	0.042	0	9	0.23	0.32
185	0	0	0.73	0.099	0.13	0	0	0	0	0.046	0	0	0	0	0	2	0.23	0.44
186	0	0	0.86	0.066	0.071	0	0	0	0	0.00037	0	0	0	0	0	2	0.23	0.44
187	0.00045	0.84	0.018	0.0007	0.01	0	0	0	0	0.13	0.0019	0	0	0.00045	0	1	0.41	0.44
188	0.001	1	1.6e-05	0	3.6e-06	0	0	0	0	0.0015	0.0012	0	0	0.001	0	1	0.41	0.44
189	3.9e-06	1	0	0	0	0	0	0	0	6.4e-06	0	0	0	3.9e-06	0	1	0.41	0.44
190	0.0051	0.023	0.36	0.2	0.069	0	0	0	0	0.24	0.088	0	0	0.0051	0	2	0.23	0.44
191	1.1e-05	1	0	0	0	0	0	0	0	5.8e-05	0	0	0	1.1e-05	0	1	0.41	0.44
192	0.018	0.00029	0.023	0.19	0.0046	0	0	0	0	0.1	0.64	0	0	0.018	0	10	0.35	0.6
193	0.0013	0.99	0	0	0	0	0	0	0	0.0047	0.0006	0	0	0.0013	0	1	0.41	0.44
194	0.00013	0.043	0.055	0.0038	0.029	0	0	0	0	0.87	0.00091	0	0	0.00013	0	9	0.23	0.32
195	0.00068	0.012	0.22	0.059	0.066	0	0	0	0	0.63	0.012	0	0	0.00068	0	9	0.23	0.32
196	0	0	0.024	0.98	0.00012	0	0	0	0	0	9.3e-05	0	0	0	0	3	0.23	0.52
197	0.015	2e-05	0.02	0.13	0.0071	0	0	0	0	0.095	0.72	0	0	0.015	0	10	0.35	0.6
198	0	0	0.00066	0	0.002	6.9e-05	0	0	0	1	0	0	0	0	0	9	0.23	0.32
199	0	3.9e-05	0.0047	0.00011	0.005	0	0	0	0	0.99	0	0	0	0	2.8e-06	9	0.23	0.32
200	0	0	0	0	0	1.1e-05	0	0	4.7e-05	0.073	0	0.93	0	0	0	11	0	0.21
201	7e-06	0.71	0.2	0.0034	0.06	0	0	0	0	0.019	3.3e-05	0	0	7e-06	0	1	0.41	0.44
202	0.026	0.0012	0.0031	0.02	0.0031	0	0	0	0	0.86	0.057	0	0	0.026	0	9	0.23	0.32
203	0	0	2.1e-06	0	7e-05	0	0	0	0	1	0	0	0	0	0	9	0.23	0.32
204	0.027	0.0031	0.0079	0.087	0.00062	0	0	0	0	0.82	0.032	0	0	0.027	0	9	0.23	0.32
205	0.054	0.046	0.039	0.11	0.0021	0	0	0	0	0.53	0.16	0	0	0.054	0	9	0.23	0.32
206	0	0.14	0.16	0.00076	0.12	0	0	0	0	0.58	0	0	0	0	0	9	0.23	0.32
207	0.00055	0.04	0.06	0.0074	0.027	0	0	0	0	0.86	0.0035	0	0	0.00055	0	9	0.23	0.32
208	0.00019	0.24	0.41	0.029	0.12	0	0	0	0	0.2	0.00034	0	0	0.00019	0	2	0.23	0.44
209	0	0	0.0038	4.3e-05	0.0049	0.00011	0	0	0	0.99	0	0	0	0	0	9	0.23	0.32
210	0.012	0	0.00046	0.00052	0.0025	0	0	0	0	0.97	0.0034	0	0	0.012	0	9	0.23	0.32
211	0	0.0039	0.0018	3.2e-06	0.0042	0	0	0	0	0.99	0	0	0	0	0	9	0.23	0.32
212	0	0	0.025	3.6e-06	0.062	0	0	0	0	0.91	0	0	0	0	0	9	0.23	0.32
213	0.023	0.051	0.076	0.083	0.009	0	0	0	0	0.54	0.2	0	0	0.023	0	9	0.23	0.32
214	0	0.00028	0.00072	0	0.0026	0	0	0	0	1	0	0	0	0	0	9	0.23	0.32
215	0	4.9e-05	0.016	0.00023	0.016	0	0	0	0	0.97	0	0	0	0	0	9	0.23	0.32
216	0.02	0.0028	0.03	0.012	0.018	0	0	0	0	0.79	0.11	0	0	0.02	0	9	0.23	0.32
217	0.0075	3.4e-05	0.00027	0.025	0.00033	0	0	0	0	0.79	0.17	0	0	0.0075	0	9	0.23	0.32
218	0.016	0.0005	0.0037	0.013	0.005	0	0	0	0	0.91	0.037	0	0	0.016	0	9	0.23	0.32
219	0.055	0.17	0.044	0.023	0.013	0	0	0	0	0.45	0.19	0	0	0.055	0	9	0.23	0.32
220	0.018	0.11	0.14	0.062	0.031	0	0	0	0	0.54	0.086	0	0	0.018	0	9	0.23	0.32
221	0	0.63	0.28	0.00079	0.09	0	0	0	0	0.005	1.1e-06	0	0	0	0	1	0.41	0.44
222	0.018	5.6e-05	7.9e-06	0.0014	0	0	0	0	0	0.0067	0.96	0	0	0.018	0	10	0.35	0.6
223	0.038	0.00036	0.0065	0.015	0.0051	0	0	0	0	0.28	0.61	0	0	0.038	0	10	0.35	0.6
224	0.00025	7.7e-05	0.00036	0	0.0027	0	0	0	0	1	0	0	0	0.00025	0	9	0.23	0.32
225	0	0	0.0012	0	0.004	0	0	0	0	0.99	0	0	0	0	0	9	0.23	0.32
226	5.9e-05	0.00065	0.33	0.12	0.081	0.01	0	0	0	0.46	0.0025	0	0	5.9e-05	0	9	0.23	0.32
227	0	0	0.0012	0	0.0034	0.014	0	0	0	0.98	0	0	0	0	0	9	0.23	0.32
228	0	0	0.00024	0	0.0011	0	0	0	0	1	0	0	0	0	0	9	0.23	0.32
229	0.16	0.0031	2.9e-06	0	5.5e-05	0	0	0	0	0.37	0.3	0	0	0.16	0	9	0.23	0.32
230	0	0.0014	0.0097	0.00019	0.01	0	0	0	0	0.98	5.7e-06	0	0	0	0	9	0.23	0.32
231	0	0	0.0006	0	0.0023	0	0	0	0	1	0	0	0	0	0	9	0.23	0.32
232	0.00019	0.0092	0.13	0.021	0.05	0	0	0	0	0.79	0.0031	0	0	0.00019	0	9	0.23	0.32
233	0	0	0	0	1.3e-05	0	0	0	0	1	0	0	0	0	0	9	0.23	0.32
234	0	4.4e-05	0.003	6.1e-05	0.0037	6.9e-05	0	0	0	0.99	0	0	0	0	0.00085	9	0.23	0.32
235	0.028	0.0076	0.016	0.001	0.013	0	0	0	0	0.83	0.071	0	0	0.028	0	9	0.23	0.32
236	0.00039	0.0097	0.035	0.0058	0.018	3.3e-05	0	0	0	0.93	0.0033	0	0	0.00039	0.00016	9	0.23	0.32
