SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster	dcf0	dcf1
123	0.0052	0.0038	0.0073	0.00039	0.0011	0	0.13	0	0.092	0.00039	0	0	0	0	0.12	0.52	0	0.12	0	15	0.41	0.44
124	0	0	0	0	0	0.0053	0	7.2e-06	0	0	0	0	0.99	1.1e-05	2.4e-06	0	0	2.4e-06	0.00029	12	0	0.21
125	0.017	0.013	0.047	0.0027	0.0039	0	0.15	0	0.09	0.0027	0	0	0	0	0.26	0.14	0	0.26	0	14	0.23	0.32
126	0.015	0.061	0.042	0.0088	0.022	0	0.037	0	0.026	0.0088	0	0	0	0	0.37	0.038	0	0.37	0	14	0.23	0.32
127	0.013	0.01	0.032	0.0016	0.0032	0	0.16	0	0.094	0.0016	0	0	0	0	0.23	0.22	0	0.23	0	14	0.23	0.32
128	0.017	0.18	0.082	0.048	0.042	0	0.036	0	0.014	0.048	0	0	0	0	0.26	0.011	0	0.26	0	14	0.23	0.32
129	0.0014	0.0044	0.0031	0.00045	0.00076	0	0.25	0	0.08	0.00045	0	0	0	0	0.016	0.63	0	0.016	0	15	0.41	0.44
130	0.014	0.016	0.013	0.00032	0.012	0	0.0061	0	0.02	0.00032	0	0	0	0	0.46	0.004	0	0.46	0	14	0.23	0.32
131	0.028	0.02	0.085	0.00095	0.013	0	0.028	0	0.033	0.00095	0	0	0	0	0.39	0.0042	0	0.39	0	14	0.23	0.32
132	0.015	0.055	0.018	0.0021	0.027	0	0.0026	0	0.0075	0.0021	0	0	0	0	0.43	0.0015	0	0.43	0	14	0.23	0.32
133	0.0049	0.11	0.013	0.012	0.035	0	0.035	0	0.018	0.012	0	0	0	0	0.35	0.06	0	0.35	0	14	0.23	0.32
134	0.034	0	0.42	0	0	0	0.28	0	0.21	0	0	0	0	0	0.024	2.4e-05	0	0.024	0	2	0.35	0.64
135	0	0	0	0	0	0	0	0.00021	0	0	0.001	0.0067	0	0.00047	0.5	0	0	0.5	0	14	0.23	0.32
136	0.037	0.00015	0.027	0	0.00092	0	0.0027	0	0.044	0	0	0	0	0	0.44	9e-06	0	0.44	0	14	0.23	0.32
137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.00064	0	0.5	0	14	0.23	0.32
138	0	0.0028	0	0	0.0082	0	0	0	0	0	0	0	0	0	0.49	0.00086	0	0.49	0	14	0.23	0.32
139	0.0069	0.0092	0.0046	0.00014	0.0079	0	0.0051	0	0.017	0.00014	0	0	0	0	0.47	0.011	0	0.47	0	14	0.23	0.32
140	0.071	0.0032	0.18	0	0.0067	0	0.00069	0	0.0096	0	0	0	0	0	0.36	0	0	0.36	0	14	0.23	0.32
141	0	0	0	0	0	0	0	5.3e-06	0	0	0	0	1	0	0	0	0	0	0.0014	12	0	0.21
142	0	0.0028	0	0	0.0065	0	0	4.4e-06	0	0	0	0	0	0	0.5	7.3e-06	0	0.5	0	14	0.23	0.32
143	0	0.011	0	4.7e-06	0.019	0	5.5e-05	0	0	4.7e-06	0	0	0	0	0.47	0.022	0	0.47	0	14	0.23	0.32
144	0.00031	0.0004	8.6e-06	0	0.0012	0	2.4e-05	0	0.002	0	0	0	0	0	0.5	0.00083	0	0.5	0	14	0.23	0.32
145	0.022	0.081	0.069	0.0074	0.03	0	0.011	0	0.013	0.0074	0	0	0	0	0.38	0.0029	0	0.38	0	14	0.23	0.32
146	0.043	0.00064	0.011	0	0.0046	0	0	0	0.00067	0	0	0	0	0	0.47	0	0	0.47	0	14	0.23	0.32
147	0.032	0.0013	0.056	0	0.0031	0	0.0065	0	0.031	0	0	0	0	0	0.44	5.6e-05	0	0.44	0	14	0.23	0.32
148	0.0024	0.063	0.00023	0.00082	0.038	0	0.0043	0	0.00046	0.00082	0	0	0	0	0.43	0.027	0	0.43	0	14	0.23	0.32
149	0.00028	0.015	0.0008	0.00068	0.0077	0	0.01	1.6e-05	0.0033	0.00068	0	0	0	0	0.46	0.047	0	0.46	0	14	0.23	0.32
150	0.00069	0.0057	1.7e-05	1.1e-05	0.0084	0	0.0001	0	0.00031	1.1e-05	0	0	0	0	0.49	0.0058	0	0.49	0	14	0.23	0.32
151	0.0034	0.0027	0.00087	1.5e-05	0.0036	0	0.0024	0	0.016	1.5e-05	0	0	0	0	0.48	0.018	0	0.48	0	14	0.23	0.32
152	0	0.005	1.2e-06	0	0.022	0	0	0	0	0	0	0	0	0	0.49	0	0	0.49	0	14	0.23	0.32
153	0.011	0.022	0.0057	0.002	0.015	0	0.0015	0	0.012	0.002	0	0	0	0	0.46	0.0033	0	0.46	0	14	0.23	0.32
154	0.0006	0.0004	4.7e-05	0.0016	0.0015	0	9e-06	0	0.00098	0.0016	0	0	0	0	0.5	2e-06	0	0.5	0	14	0.23	0.32
155	0.0015	0.032	8.3e-05	0.00032	0.025	0	0	0	0.00029	0.00032	0	0	0	0	0.47	0.00048	0	0.47	0	14	0.23	0.32
156	0.00048	0.0018	3.8e-05	0.00029	0.0044	0	1.4e-06	0	0.00026	0.00029	0	0	0	0	0.5	7.7e-06	0	0.5	0	14	0.23	0.32
157	0.00033	0.0076	0.012	0.019	6.8e-05	0	0.9	0	0.032	0.019	0	0	0	0	0.00026	0.0058	0	0.00026	0	6	0.35	0.52
158	0	0.0027	0	0	0.0061	0	0	0	0	0	0	0	0	0	0.5	0.001	0	0.5	0	14	0.23	0.32
159	0.016	0.072	0.031	0.0048	0.03	0	0.0073	0	0.0098	0.0048	0	0	0	0	0.41	0.0045	0	0.41	0	14	0.23	0.32
160	0.31	0	0.64	0.00099	0	0	0.0032	0	0.038	0.00099	0	0	0	0	5.7e-06	0	0	5.7e-06	0	2	0.35	0.64
161	0.0032	0.21	0.0017	0.014	0.069	0	0.036	0	0.003	0.014	0	0	0	0	0.31	0.03	0	0.31	0	14	0.23	0.32
162	0	0.00012	0	0	0.0012	0	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0	14	0.23	0.32
163	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99	0.0032	0	0	0.0032	0	13	0.2	0.11
164	0	0.00071	0	4.9e-06	0.001	8.8e-05	4.7e-06	0.00084	0	4.9e-06	0.0018	0.0062	0	0.19	0.4	4.8e-05	0	0.4	5.8e-06	14	0.23	0.32
165	0	0.054	0	0.00036	0.036	0	0.0017	0	0.00013	0.00036	0	0	0	0	0.43	0.056	0	0.43	0	14	0.23	0.32
166	0.0068	0.0061	0.041	0.015	0.0023	0	0.034	0	0.019	0.015	0	0	0	0	0.43	0.0012	0	0.43	0	14	0.23	0.32
167	0	0	0	0	0	1.5e-06	0	0	0	0	3.9e-06	0.056	0	0.94	0	0	0	0	0	13	0.2	0.11
168	0	0.00024	0	0	0.00083	0	0	0	0	0	0	0	0	0	0.5	7.5e-05	0	0.5	0	14	0.23	0.32
169	0.071	2.1e-06	0.51	0.00062	4.4e-05	0	0.068	0	0.14	0.00062	0	0	0	0	0.11	5.3e-06	0	0.11	0	2	0.35	0.64
170	0	0.00047	0	0	0.0026	0	0	0	0	0	0	0	0	0	0.5	0.00026	0	0.5	0	14	0.23	0.32
171	0.015	0.039	0.018	0.00081	0.026	0	0.00047	0	0.0034	0.00081	0	0	0	0	0.45	0.00029	0	0.45	0	14	0.23	0.32
172	0.0034	0.00019	0.00047	0.084	0	0	0.03	0	0.74	0.084	0	0	0	0	0.031	0.00029	0	0.031	0	8	0.41	0.56
173	0	0	0	0	0	0	0	0	0	0	0	0.64	0	0.36	0	0	0	0	0	11	0.18	0.036
174	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11	0.18	0.036
175	0.0078	0.00079	0.0018	0.025	0.0002	0	0.0023	0	0.048	0.025	0	0	0	0	0.45	0.00018	0	0.45	0	14	0.23	0.32
176	0.00096	0.38	0.0025	0.044	0.068	0	0.071	0	0.025	0.044	0	0	0	0	0.11	0.14	0	0.11	0	1	0.23	0.44
177	0.0059	0.0003	0.0031	2.2e-05	0.00036	0	0.051	0	0.1	2.2e-05	0	0	0	0	0.17	0.5	0	0.17	0	15	0.41	0.44
178	0	0.00035	0	0	0.0013	0	0	8.2e-05	0	0	0	0	0	0	0.5	0	0	0.5	0	14	0.23	0.32
179	0	0.0036	0	3.3e-05	0.0037	0	3.3e-05	0.00011	0	3.3e-05	0	0	0	9.7e-06	0.5	0.00015	0	0.5	0	14	0.23	0.32
180	0.0014	2.6e-05	0.0005	0	2.3e-05	0	0.037	0	0.07	0	0	0	0	0	0.041	0.81	0	0.041	0	15	0.41	0.44
181	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8.8e-06	12	0	0.21
182	0	0.73	0	0.13	0.008	0	4.2e-05	0	0	0.13	0	0	0	0	0	0	0	0	0	1	0.23	0.44
183	0	0.077	2.1e-05	0.46	0.00073	0	7e-05	0	0	0.46	0	0	0	0	0	0	0	0	0	3	0.23	0.52
184	0.033	0.021	0.095	0.0058	0.0076	0	0.1	0	0.08	0.0058	0	0	0	0	0.3	0.05	0	0.3	0	14	0.23	0.32
185	0	0.75	0	0.043	0.12	0	3e-06	0.0016	0	0.043	0	0	0	0	0.023	0	0	0.023	0	1	0.23	0.44
186	0	0.88	0	0.028	0.065	0	0	0	0	0.028	0	0	0	0	0.00019	0	0	0.00019	0	1	0.23	0.44
187	4.1e-05	0.02	0.0001	0.00033	0.01	0	0.052	0	0.0074	0.00033	0	0	0	0	0.07	0.77	0	0.07	0	15	0.41	0.44
