SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster	dcf0	dcf1
140	0.089	0	0.11	0.79	0	0.0081	0	0	0	2.2e-05	0	0.0034	0	3	0.23	0.32
141	0	0.0022	0	0	0	0	0	0	0	0	1	0	0	10	0	0.21
142	0	0	0	0.99	0	0.0072	0	0	0	1.8e-05	0	0.0027	0	3	0.23	0.32
143	0	0	0	0.96	0	0.022	4.9e-06	0	4.9e-06	0.0028	0	0.011	0	3	0.23	0.32
144	0.0019	0	2.7e-05	1	0	0.0014	0	0	0	7.5e-05	0	0.00039	0	3	0.23	0.32
145	0.035	0	0.057	0.77	0	0.035	0.0077	0	0.0077	0.013	0	0.079	0	3	0.23	0.32
146	0.025	0	0.0032	0.97	0	0.0053	0	0	0	0	0	0.00064	0	3	0.23	0.32
147	0.083	0	0.072	0.84	0	0.0034	0	0	0	0.0011	0	0.0012	0	3	0.23	0.32
148	0.0021	0	0.00021	0.86	0	0.042	0.00084	0	0.00084	0.032	0	0.061	0	3	0.23	0.32
149	0.002	0	0.0028	0.93	0	0.0088	0.00071	4.2e-06	0.00071	0.037	0	0.015	0	3	0.23	0.32
150	0.0012	0	1.5e-05	0.98	0	0.0095	1.1e-05	0	1.1e-05	0.0021	0	0.0056	0	3	0.23	0.32
151	0.016	0	0.0021	0.97	0	0.0041	1.6e-05	0	1.6e-05	0.004	0	0.0027	0	3	0.23	0.32
152	0	0	0	0.97	0	0.024	0	0	0	0	0	0.0048	0	3	0.23	0.32
153	0.026	0	0.0063	0.93	0	0.016	0.0021	0	0.0021	0.0014	0	0.021	0	3	0.23	0.32
154	0.0022	0	8.5e-05	0.99	0	0.0017	0.0017	0	0.0017	1.7e-06	0	0.00039	0	3	0.23	0.32
155	0.0017	0	4.6e-05	0.94	0	0.028	0.00033	0	0.00033	1.9e-05	0	0.032	0	3	0.23	0.32
156	0.001	0	4e-05	0.99	0	0.0049	0.0003	0	0.0003	0	0	0.0017	0	3	0.23	0.32
157	0.01	0	0.18	0.00051	0	7.6e-05	0.02	0	0.02	0.76	0	0.0073	0	9	0.35	0.48
158	0	0	0	0.99	0	0.0069	0	0	0	3.8e-05	0	0.0027	0	3	0.23	0.32
159	0.027	0	0.026	0.82	0	0.033	0.0049	0	0.0049	0.013	0	0.07	0	3	0.23	0.32
160	0.49	0	0.51	1.9e-05	0	0	0.0016	0	0.0016	0.0003	0	3.9e-06	0	2	0.35	0.6
161	0.0031	0	0.0065	0.59	0	0.073	0.014	0	0.014	0.11	0	0.2	0	3	0.23	0.32
162	0	0	0	1	0	0.0013	0	0	0	0	0	0.00011	0	3	0.23	0.32
163	0	0	0	0.0019	0	0	0	1	0	0	0	0	0	7	0.23	0.11
164	0	6.3e-06	0	0.58	0.0044	0.00082	3.6e-06	0.41	3.6e-06	2.9e-05	0	0.0005	4.6e-05	3	0.23	0.32
165	1.2e-05	0	1.6e-05	0.88	0	0.042	0.00038	0	0.00038	0.02	0	0.054	0	3	0.23	0.32
166	0.027	0	0.084	0.83	0	0.0025	0.015	0	0.015	0.019	0	0.0058	0	3	0.23	0.32
167	0	0	0	0	0.035	0	0	0.97	0	0	0	0	0	7	0.23	0.11
168	0	0	0	1	0	0.00093	0	0	0	8.7e-06	0	0.00024	0	3	0.23	0.32
169	0.19	0	0.69	0.11	0	2.6e-05	0.00034	0	0.00034	0.0018	0	1.1e-06	0	2	0.35	0.6
170	0	0	0	1	0	0.0029	0	0	0	1.2e-06	0	0.00046	0	3	0.23	0.32
171	0.018	0	0.011	0.9	0	0.03	0.00083	0	0.00083	0.0012	0	0.038	0	3	0.23	0.32
172	0.49	0	0.033	0.12	0	0	0.17	0	0.17	0.0068	0	0.00037	0	0	0.41	0.6
173	0	0	0	0	0.72	0	0	0.28	0	0	0	0	0	4	0.18	0.036
174	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0.18	0.036
175	0.059	0	0.0067	0.88	0	0.00023	0.025	0	0.025	0.00052	0	0.00076	0	3	0.23	0.32
176	0.012	0	0.015	0.23	0	0.079	0.047	0	0.047	0.19	0	0.38	0	11	0.23	0.44
177	0.1	0	0.027	0.64	0	0.00075	4.2e-05	0	4.2e-05	0.23	0	0.00055	0	3	0.23	0.32
178	0	0	0	1	0	0.0014	0	0	0	0	0	0.00034	0	3	0.23	0.32
179	0	0	1.5e-06	0.99	0	0.0042	3.4e-05	3.8e-05	3.4e-05	0.00025	0	0.0035	0	3	0.23	0.32
180	0.098	0	0.018	0.36	0	0.00011	7.5e-06	0	7.5e-06	0.52	0	0.00011	0	9	0.35	0.48
181	0	1.4e-05	0	0	0	0	0	0	0	0	1	0	0	10	0	0.21
182	0	0	0	0	0	0.0091	0.13	0	0.13	0.00019	0	0.72	0	11	0.23	0.44
183	0	0	9e-05	0	0	0.0008	0.46	0	0.46	3.3e-05	0	0.074	0	6	0.23	0.52
184	0.1	0	0.15	0.58	0	0.0082	0.0058	0	0.0058	0.12	0	0.02	0	3	0.23	0.32
185	0	0	0	0.046	0	0.13	0.044	0	0.044	1.3e-05	0	0.73	0	11	0.23	0.44
186	0	0	0	0.00038	0	0.074	0.029	0	0.029	9.7e-06	0	0.87	0	11	0.23	0.44
187	0.0024	0	0.0029	0.27	0	0.021	0.00063	0	0.00063	0.67	0	0.037	0	9	0.35	0.48
188	0.015	0	0.0048	0.0082	0	2e-05	3.2e-06	0	3.2e-06	0.97	0	8.4e-05	0	9	0.35	0.48
189	0.0008	0	8.1e-05	0.00051	0	1.2e-05	0	0	0	1	0	1.1e-05	0	9	0.35	0.48
190	0.013	0	0.063	0.23	0	0.067	0.084	0	0.084	0.12	0	0.34	0	11	0.23	0.44
191	0.01	0	0.00019	0.021	0	0	0	0	0	0.97	0	0	0	9	0.35	0.48
192	0.056	0	0.57	0.12	0	0.0056	0.098	0	0.098	0.019	0	0.027	0	2	0.35	0.6
193	0.045	0	0.006	0.062	0	2.6e-06	0	0	0	0.89	0	6.3e-06	0	9	0.35	0.48
194	0.00035	0	0.00069	0.88	0	0.03	0.0017	0	0.0017	0.034	0	0.054	0	3	0.23	0.32
195	0.0017	0	0.0088	0.62	0	0.066	0.025	0	0.025	0.043	0	0.21	0	3	0.23	0.32
196	0	0	8e-05	0	0	0.00014	0.49	0	0.49	1.1e-05	0	0.027	0	6	0.23	0.52
197	0.047	0	0.66	0.12	0	0.0089	0.068	0	0.068	0.0041	0	0.024	0	2	0.35	0.6
198	0	7e-05	0	1	0	0.0021	0	0	0	0	0	0.00065	0	3	0.23	0.32
199	0	0	0	0.99	0	0.0051	4.8e-05	7.9e-06	4.8e-05	9.4e-05	0	0.0046	0	3	0.23	0.32
200	0	1.1e-05	0	0.075	0	0	0	0.023	0	0	0.9	0	3.5e-05	10	0	0.21
201	3.2e-05	0	4.4e-05	0.034	0	0.11	0.0026	0	0.0026	0.49	0	0.36	0	9	0.35	0.48
202	0.068	0	0.043	0.86	0	0.0032	0.009	0	0.009	0.005	0	0.003	0	3	0.23	0.32
203	0	0	0	1	0	7.2e-05	0	0	0	0	0	2.1e-06	0	3	0.23	0.32
204	0.068	0	0.024	0.82	0	0.00063	0.038	0	0.038	0.0074	0	0.0078	0	3	0.23	0.32
205	0.13	0	0.12	0.51	0	0.002	0.045	0	0.045	0.12	0	0.036	0	3	0.23	0.32
206	0	0	0	0.67	0	0.14	0.00039	0	0.00039	0.0064	0	0.18	0	3	0.23	0.32
207	0.0014	0	0.0026	0.86	0	0.028	0.0033	0	0.0033	0.038	0	0.059	0	3	0.23	0.32
208	0.00061	0	0.00031	0.25	0	0.15	0.016	0	0.016	0.071	0	0.5	0	11	0.23	0.44
209	0	0.00011	0	0.99	0	0.0051	1.9e-05	0	1.9e-05	1.5e-06	0	0.0037	0	3	0.23	0.32
210	0.031	0	0.0025	0.96	0	0.0026	0.00023	0	0.00023	0	0	0.00045	0	3	0.23	0.32
211	0	0	0	0.99	0	0.0043	1.4e-06	0	1.4e-06	0.0005	0	0.0018	0	3	0.23	0.32
212	0	0	0	0.91	0	0.064	1.6e-06	0	1.6e-06	0	0	0.024	0	3	0.23	0.32
213	0.054	0	0.13	0.48	0	0.0083	0.033	0	0.033	0.19	0	0.068	0	3	0.23	0.32
214	0	0	0	1	0	0.0027	0	0	0	0.00015	0	0.00071	0	3	0.23	0.32
215	0	0	0	0.97	0	0.016	0.0001	0	0.0001	0.0002	0	0.016	0	3	0.23	0.32
216	0.053	0	0.08	0.8	0	0.018	0.0053	0	0.0053	0.012	0	0.03	0	3	0.23	0.32
217	0.02	0	0.13	0.82	0	0.00036	0.012	0	0.012	0.0055	0	0.00027	0	3	0.23	0.32
218	0.04	0	0.028	0.91	0	0.0051	0.0059	0	0.0059	0.0022	0	0.0037	0	3	0.23	0.32
219	0.15	0	0.15	0.46	0	0.014	0.01	0	0.01	0.17	0	0.044	0	3	0.23	0.32
220	0.045	0	0.063	0.53	0	0.031	0.026	0	0.026	0.15	0	0.13	0	3	0.23	0.32
221	0	0	0	0.0042	0	0.077	0.00029	0	0.00029	0.69	0	0.23	0	9	0.35	0.48
222	0.057	0	0.89	0.0083	0	1.3e-06	0.00076	0	0.00076	0.039	0	9.6e-06	0	2	0.35	0.6
223	0.11	0	0.52	0.32	0	0.006	0.0074	0	0.0074	0.015	0	0.0072	0	2	0.35	0.6
224	0.00065	0	0	1	0	0.0028	0	0	0	2.6e-05	0	0.00036	0	3	0.23	0.32
225	0	0	0	0.99	0	0.0041	0	0	0	0	0	0.0011	0	3	0.23	0.32
226	0.00015	0.01	0.0019	0.46	0	0.084	0.051	0	0.051	0.0071	0	0.33	0	3	0.23	0.32
227	0	0.014	0	0.98	0	0.0035	0	0	0	0	0	0.0012	0	3	0.23	0.32
228	0	0	0	1	0	0.0011	0	0	0	0	0	0.00023	0	3	0.23	0.32
229	0.4	0	0.22	0.35	0	5.4e-05	0	0	0	0.03	0	2.7e-06	0	0	0.41	0.6
230	0	0	4.3e-06	0.98	0	0.01	8.2e-05	0	8.2e-05	0.0013	0	0.0095	0	3	0.23	0.32
231	0	0	0	1	0	0.0023	0	0	0	0	0	0.00059	0	3	0.23	0.32
232	0.00047	0	0.0023	0.78	0	0.051	0.009	0	0.009	0.025	0	0.13	0	3	0.23	0.32
233	0	0	0	1	0	1.3e-05	0	0	0	0	0	0	0	3	0.23	0.32
234	0	6.9e-05	0	0.99	0	0.0038	2.7e-05	0.001	2.7e-05	6.4e-05	0	0.0029	0	3	0.23	0.32
235	0.073	0	0.053	0.83	0	0.013	0.00045	0	0.00045	0.013	0	0.016	0	3	0.23	0.32
236	0.001	3.3e-05	0.0025	0.93	0	0.018	0.0026	0.00026	0.0026	0.013	0	0.035	0	3	0.23	0.32
237	0	0.032	0	0.95	2.2e-06	0.0039	4e-05	0.0042	4e-05	1.4e-05	0	0.0033	0.0022	3	0.23	0.32
238	0.058	0	0.017	0.91	0	0.012	4.2e-06	0	4.2e-06	3.1e-06	0	0.006	0	3	0.23	0.32
239	0.14	0	0.18	0.68	0	0.0058	2.7e-06	0	2.7e-06	0.00037	0	0.0028	0	3	0.23	0.32
240	0.0013	0	0.012	0.43	0	0.083	0.051	0	0.051	0.045	0	0.33	0	3	0.23	0.32
241	0	0	0	1	0	0.0019	3.7e-06	0.0019	3.7e-06	2.1e-05	0	0.00098	0	3	0.23	0.32
242	0	0	0	1	0	3.1e-05	0	0	0	0	0	0	0	3	0.23	0.32
243	0.0012	0	0.0041	0.82	0	0.037	0.0056	0	0.0056	0.041	0	0.084	0	3	0.23	0.32
244	0	0	0	0.99	0	0.0073	3.1e-05	0	3.1e-05	3.3e-05	0	0.0056	0	3	0.23	0.32
245	0	0.0038	0	0.99	0	0.0035	0	0	0	0	0	0.0014	0	3	0.23	0.32
246	0	0	0	0.99	0	0.0034	3.3e-06	0	3.3e-06	0.0001	0	0.0017	0	3	0.23	0.32
247	0	0	0	0.99	0	0.0042	2.2e-06	0	2.2e-06	0	0	0.0018	0	3	0.23	0.32
248	0.11	0	0.1	0.39	0	0.024	0.0078	0	0.0078	0.3	0	0.064	0	3	0.23	0.32
249	0	1.1e-05	0	0.9	0	0.043	0.00036	0	0.00036	1e-05	0	0.052	0	3	0.23	0.32
250	0.27	0	0.61	0.093	0	1.5e-05	6.7e-06	0	6.7e-06	0.027	0	0	0	2	0.35	0.6
251	0.028	0	0.04	0.57	0	0.063	0.032	0	0.032	0.024	0	0.21	0	3	0.23	0.32
