SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster	dcf0	dcf1	dcf2	dcf3
25	0	1	0	0.00018	0	0	0	0	0	0	0.0001	0	0	0	0	0	1	0	0	0.12	0
26	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.22	0.17	0.087	0.32
27	0	0	0	0	0.55	0	0	0	0	0	0	0	0.45	0	0	0	4	0.22	0.17	0.34	0.25
28	0	0	0	0	0.99	0	0	0	0	0	0	0	0.0076	0	0	0	4	0.22	0.17	0.34	0.25
29	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0.14	0.094	0.049	0.02
30	0.85	0.15	0	0.0016	0	0.0038	0	0	0	0	4.6e-05	0	0	0	0	0	0	0	0	0.22	0
31	0.00034	1	0	0.0023	0	1.5e-06	0	0	0	0	0.00064	0	0	0	0	0	1	0	0	0.12	0
32	1	0	0	0	0	0.0045	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22	0
33	0.0014	1	0	0.0019	0	6.2e-06	0	0	0	0	0.00061	0	0	0	0	0	1	0	0	0.12	0
34	0.00018	1	0	0.00021	0	0	0	0	0	0	1e-05	0	0	0	0	0	1	0	0	0.12	0
35	0.99	0.0022	0	0	0	0.0045	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22	0
36	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0.22	0.17	0.34	0.25
37	1	0	0	0	0	0.0045	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22	0
38	0.0012	0.99	0	0.0061	0	5.4e-06	0	0	0	0	0.0022	0	0	0	0	0	1	0	0	0.12	0
39	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0.14	0.17	0.073	0.18
40	0	0	0.00097	0	0	0	0.013	0.32	0	0	0	0	0	0.67	0	0	13	0.093	0.17	0.073	0.18
41	0	0	0.0023	0	0	0	0.0078	0.98	0	0	0	0	0	0.0052	0	0	7	0.14	0.17	0.073	0.18
42	0	0	0	0	0	0	9.5e-05	0.87	0	0	0	0	0	0.13	0	0	7	0.14	0.17	0.073	0.18
43	1	0	0	0	0	0.0045	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22	0
44	1	0	0	0	0	0.0045	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22	0
45	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0.14	0.094	0.049	0.02
46	0.058	0.94	0	0.00014	0	0.00026	0	0	0	0	0	0	0	0	0	0	1	0	0	0.12	0
47	0	0	0	0	1	0	0	0	0	0	0	0	8.4e-06	0	0	0	4	0.22	0.17	0.34	0.25
48	0	0	1	0	0	0	0	0.00014	0	0	0	0	0	0	0	0	2	0.22	0.17	0.087	0.32
49	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0.22	0.17	0.34	0.25
50	0	0	5.8e-05	0	0	0	0.00056	1	0	0	0	0	0	0.0018	0	0	7	0.14	0.17	0.073	0.18
51	0	0	0	0	0	0	0.00031	0.06	0	0	0	0	0	0.94	0	0	13	0.093	0.17	0.073	0.18
52	0.99	0	0	0	0	0.013	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22	0
53	0	0	0	0	0	0	0	0	3.1e-05	0	0	1	0	0	0	0	11	0.14	0.094	0.049	0.02
54	0	0	0	0	1	0	0	0	0	0	0	0	1.5e-05	0	0	0	4	0.22	0.17	0.34	0.25
55	0	0	0	0	0	0	0	0.00012	6.9e-05	0	0	1	0	0	0	0	11	0.14	0.094	0.049	0.02
56	0	0	0.0002	0	1.8e-05	0	0.019	0.34	0	0	0	0	0	0.64	0	0	13	0.093	0.17	0.073	0.18
57	0	0	0	0	8.8e-06	0	1	0	0	0	0	0	0	0	0	0	6	0.096	0.24	0.17	0.18
58	0.021	0.94	0	0.023	0	0.00029	0	0	0	0	0.013	0	0	0	0	0	1	0	0	0.12	0
59	0	0	0	0	0	0	0	0	0	0	1	0.00025	0	0	0	0	10	0	0.019	0.098	0
60	0	0	0	0	0.00026	0	0	0	0	0	0	0	1	0	0	0	12	0.3	0.32	0.41	0.39
61	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0.031	0.019	0.024	0.18
62	0	0	0.00017	0	0.00026	0	0.36	0.45	0	0	0	0	0	0.19	0	0	7	0.14	0.17	0.073	0.18
63	0.37	0.63	0	0.0021	0	0.0027	0	0	0	0	0.00052	0	0	0	0	0	1	0	0	0.12	0
64	0.99	0	0	0	0	0.013	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22	0
65	0	1	0	0.00054	0	0	0	0	0	0	0.00049	0	0	0	0	0	1	0	0	0.12	0
66	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0.22	0.17	0.34	0.25
67	0.072	0.91	0	0.013	0	0.00098	0	0	0	0	0.0032	0	0	0	0	0	1	0	0	0.12	0
68	0	0	0	0	0.11	0	0	0	0	0	0	0	0.89	0	0	0	12	0.3	0.32	0.41	0.39
69	4.2e-06	1	0	0.0014	0	0	0	0	0	0	0.003	0	0	0	0	0	1	0	0	0.12	0
70	0	0	0	0	0.97	0	0.0017	0	0	0	0	0	0.032	0	0	0	4	0.22	0.17	0.34	0.25
71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0	0	0	0.14
72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0	0.094	0	0
73	0	0	2.4e-06	0	0	0	0.00044	0.65	0	0	0	0	0	0.35	0	0	7	0.14	0.17	0.073	0.18
74	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0.12	0.02
75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0	0	0	0.14
76	0	0	0	0	0	0	0	0.97	0	0	0	0	0	0.032	0	0	7	0.14	0.17	0.073	0.18
77	0	0	0	0	0.01	0	0.99	0	0	0	0	0	0	0	0	0	6	0.096	0.24	0.17	0.18
78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0	0	0	0.14
79	0.16	0.83	0	0.0023	0	0.0022	0	0	0	0	8.8e-05	0	0	0	0	0	1	0	0	0.12	0
80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0	0.094	0	0
81	0.0048	0.97	0	0.012	0	6.5e-05	0	0	0	0	0.017	0	0	0	0	0	1	0	0	0.12	0
82	0	0	0	0	0	0	0.00029	0.59	0	0	0	0	0	0.41	0	0	7	0.14	0.17	0.073	0.18
83	0.00039	1	0	0.0017	0	5.3e-06	0	0	0	0	0.00042	0	0	0	0	0	1	0	0	0.12	0
84	0	0	0	0	0	0	0.00047	0.2	0	0	0	0.0028	0	0.8	0	0	13	0.093	0.17	0.073	0.18
85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0	0.094	0	0
86	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0023	0	0	7	0.14	0.17	0.073	0.18
87	0	0	0	0	0	0	0	0.73	0	0	0	0	0	0.27	0	0	7	0.14	0.17	0.073	0.18
88	0	0	0	0	1	0	0.00068	0	0	0	0	0	2.1e-05	0	0	0	4	0.22	0.17	0.34	0.25
89	0	0	0	0	0.89	0	0	1.4e-05	0	0	0	0	0.11	0	0	0	4	0.22	0.17	0.34	0.25
90	0	0	0.017	0	0.0001	0	0.0026	0.8	0	0	0	0	3.8e-06	0.18	0	0	7	0.14	0.17	0.073	0.18
91	7.9e-06	1	0	1.1e-05	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.12	0
92	0	0	0	0	0	0	6.3e-06	0.43	0	0	0	0	0	0.57	0	0	13	0.093	0.17	0.073	0.18
93	0	0	0	0	0	0	8.5e-06	0.35	0	0	0	0	0	0.65	0	0	13	0.093	0.17	0.073	0.18
94	0	0	0.012	0	1.4e-05	0	0	0.12	0.87	0	0	0	0	0.00096	0	0	8	0.031	0.019	0.024	0.18
95	0	0	0	0	0	0	0	0	0.00099	0	0	0	0	0	0	1	15	0	0	0	0.14
96	6.7e-05	1	0	0.0016	0	0	0	0	0	0	0.00075	0	0	0	0	0	1	0	0	0.12	0
97	0	0	0	0	0	0	0	0.98	0	0	0	0	0.014	0.0018	0	0	7	0.14	0.17	0.073	0.18
98	0.0052	0.99	0	0.0017	0	0	0	0	0	0	0.00027	0	0	0	0	0	1	0	0	0.12	0
99	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0	0.019	0.098	0
100	0.00027	1	0	0.0012	0	0	0	0	0	0	0.00036	0	0	0	0	0	1	0	0	0.12	0
101	0	0	0.019	0	0.16	0	0.82	0.002	0	0	0	0	2.3e-06	8.9e-05	0	0	6	0.096	0.24	0.17	0.18
102	0	0	0	0	0	0	0	0	3.2e-06	0	0	0	0	0	0	1	15	0	0	0	0.14
103	0	0	0	0	0.00011	0	0	0	0	0	0	0	1	0	0	0	12	0.3	0.32	0.41	0.39
104	0	0	0.033	0	0	0	0.017	0.64	0	0	0	0	0	0.31	0	0	7	0.14	0.17	0.073	0.18
105	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0.14	0.17	0.073	0.18
106	0	0	0	0	0.1	0	0	0.9	0	0	0	0	0.00022	0	0	0	7	0.14	0.17	0.073	0.18
107	0	0	3.1e-05	0	7.2e-05	0	0.00016	1	0	0	0	0	1.8e-05	0	0	0	7	0.14	0.17	0.073	0.18
108	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0.22	0.17	0.34	0.25
109	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0.031	0.019	0.024	0.18
110	0	0	0	0	0	0	2.8e-05	0.55	0	0	0	0	0	0.45	0	0	7	0.14	0.17	0.073	0.18
111	0.0061	0.99	0	0.00077	0	2.7e-05	0	0.00055	0	0	0.0002	0	0	0	0	0	1	0	0	0.12	0
112	0	0	0	0	0	0	0	0	5e-05	0	0	1	0	0	0	0	11	0.14	0.094	0.049	0.02
113	0.00077	0.99	0	0.006	0	1.1e-05	0	0	0	0	0.0034	0	0	0	0	0	1	0	0	0.12	0
114	0	0	0	0	3.3e-06	0	0	1	0	0	0	0	0	0	0	0	7	0.14	0.17	0.073	0.18
115	0	0	0	0	0	0	0	0.36	0	0	0	0	0	0.64	0	0	13	0.093	0.17	0.073	0.18
116	0	0	0.00025	0	0	0	0.039	0.63	0	0	0	0	0	0.33	0	0	7	0.14	0.17	0.073	0.18
117	0	0	0	0	0.74	0	0	0.25	0	0	0	0	0.0043	0	0	0	4	0.22	0.17	0.34	0.25
118	0	0	0	0	0.87	0	0	0	0	0	0	0	0.13	0	0	0	4	0.22	0.17	0.34	0.25
119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0	0.094	0	0
120	0	0	0	0	0	0	7.9e-05	0.98	0	0	0	0	0	0.021	0	0	7	0.14	0.17	0.073	0.18
121	0.022	0.95	0	0.0062	0	0.0001	0	0.016	0	0	0.0045	0	0	0	0	0	1	0	0	0.12	0
122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0	0.094	0	0
123	0	0	0	0	0.68	0	0	0	0	0	0	0	0.32	0	0	0	4	0.22	0.17	0.34	0.25
124	0	0	0.00069	0	0.16	0	0.039	0.78	0	0	0	0	0.021	0.0022	0	0	7	0.14	0.17	0.073	0.18
125	0.15	0.84	0	0.0045	0	0.0007	0	0.0014	0	0	0.0013	0	0	0	0	0	1	0	0	0.12	0
126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0	0.094	0	0
127	0.081	0.91	0	0.0047	0	0.0011	0	0	0	0	0.0013	0	0	0	0	0	1	0	0	0.12	0
128	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0.12	0.02
129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0	0	0	0.14
130	0	0	0	0	0.00023	0	0	0	0	0	0	0	1	0	0	0	12	0.3	0.32	0.41	0.39
131	1.5e-05	1	0	9.4e-05	0	0	0	0.00042	0	0	8.1e-06	0	0	0	0	0	1	0	0	0.12	0
132	0.0006	1	0	0.00026	0	2.7e-06	0	0.00028	0	0	5.5e-05	0	0	0	0	0	1	0	0	0.12	0
133	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0.14	0.094	0.049	0.02
134	0	0	0	0	0	0	0	0.92	0	0	0	0	0	0.076	0	0	7	0.14	0.17	0.073	0.18
135	0	0	0	0	1	0	0	0.00034	0	0	0	0	0.00031	0	0	0	4	0.22	0.17	0.34	0.25
136	1	3.8e-05	0	0	0	0.0045	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22	0
137	0.0069	0.99	0	0.0012	0	3.1e-05	0	0.0013	0	0	0.00028	0	0	0	0	0	1	0	0	0.12	0
138	0.037	0.96	0	0.0038	0	0.00017	0	0.0011	0	0	0.00049	0	0	0	0	0	1	0	0	0.12	0
139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0	0	0	0.14
140	0	0	0	0	0	0	0	0.034	0	0	0	0	0	0.97	0	0	13	0.093	0.17	0.073	0.18
141	0	0	0	0	0	0	0	1	0	0	0	0	0	8.2e-05	0	0	7	0.14	0.17	0.073	0.18
142	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0.14	0.17	0.073	0.18
143	0.0076	0.99	0	0.0006	0	0	0	0	0	0	4.5e-05	0	0	0	0	0	1	0	0	0.12	0
144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0	0.094	0	0
145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0	0	0	0.14
146	0	1	0	1.7e-05	0	0	0	0.00023	0	0	0	0	0	0	0	0	1	0	0	0.12	0
147	0.0011	0.99	0	0.0028	0	1.5e-05	0	0	0	0	0.0011	0	0	0	0	0	1	0	0	0.12	0
148	0	0	0	0	0	0	0	0.85	0	0	0	0	0	0.15	0	0	7	0.14	0.17	0.073	0.18
149	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0.14	0.094	0.049	0.02
150	0	0	0	0	0.32	0	0	0	0	0	0	0	0.68	0	0	0	12	0.3	0.32	0.41	0.39
151	0	0	0	0	0	0	0	0.86	0	0	0	0	0	0.14	0	0	7	0.14	0.17	0.073	0.18
152	0	0	0.00064	0	9.8e-06	0	0.0023	0.52	0	0	0	0	0	0.47	0	0	7	0.14	0.17	0.073	0.18
153	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.12	0
154	0.12	0.88	0	0.0006	0	0.0016	0	0	0	0	1.2e-05	0	0	0	0	0	1	0	0	0.12	0
155	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0.22	0.17	0.34	0.25
156	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0.22	0.17	0.34	0.25
157	0	0	0	0	0	0	0	0.023	0	0	0	0	0	0.98	0	0	13	0.093	0.17	0.073	0.18
158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0	0	0	0.14
159	0	0	0	0	0.96	0	7.2e-05	0.03	0	0	0	0	0.0016	0.0053	0	0	4	0.22	0.17	0.34	0.25
160	0	0	0.015	0	0	0	0	0.95	0	0	0	0	0	0.039	0	0	7	0.14	0.17	0.073	0.18
161	0	1	0	8.7e-05	0	0	0	0	0	0	0.00066	0	0	0	0	0	1	0	0	0.12	0
162	0	0	0.042	0	0	0	0.00059	0.57	0	0	0	0	0	0.39	0	0	7	0.14	0.17	0.073	0.18
163	0	0	0	0	1	0	0	0	0	0	0	0	1.8e-05	0	0	0	4	0.22	0.17	0.34	0.25
164	0	0	0	0	0	0	0	0	8.2e-06	0	0	0	0	0	0	1	15	0	0	0	0.14
165	0	0	0	0	0.87	0	0	0	0	0	0	0	0.13	0	0	0	4	0.22	0.17	0.34	0.25
166	0.0035	1	0	2.8e-05	0	1.6e-05	0	0	0	0	0	0	0	0	0	0	1	0	0	0.12	0
167	0.006	0.99	0	0.00094	0	2.7e-05	0	0	0	0	0.00026	0	0	0	0	0	1	0	0	0.12	0
168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0	0	0	0.14
169	0	0	0	0	0	0	0.017	0.088	0	0	0	0	0	0.89	0	0	13	0.093	0.17	0.073	0.18
170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0	0.094	0	0
171	0	0	0	0	0	0.23	0	3e-05	1.3e-05	0	0.23	0.54	0	0.00075	0	0	11	0.14	0.094	0.049	0.02
172	0.0066	0.99	0	0.0038	0	8.9e-05	0	0	0	0	0.00055	0	0	0	0	0	1	0	0	0.12	0
173	0	0	3.3e-05	0	0	0	0.00042	0.34	5.1e-06	0	0	0	0	0.66	0	0	13	0.093	0.17	0.073	0.18
174	0	0	0	0	0	0	0	0	0.0027	0	0	0	0	0	0	1	15	0	0	0	0.14
175	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0.14	0.094	0.049	0.02
176	0.034	0.96	0	0.0034	0	0	0	0	0	0	0.0013	0	0	0	0	0	1	0	0	0.12	0
177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0	0.094	0	0
178	0	0	0	0	0.78	0	0	0.22	0	0	0	0	0.0011	0.0036	0	0	4	0.22	0.17	0.34	0.25
179	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0.14	0.094	0.049	0.02
180	0	0	1.7e-05	0	0.85	0	0.089	0.0016	0	0	0	0	0.059	0.00019	0	0	4	0.22	0.17	0.34	0.25
181	0	0	0.0011	0	0	0	0.026	0.11	0	0	0	0	0	0.86	0	0	13	0.093	0.17	0.073	0.18
182	0	0	0	0	9.6e-06	0	0	0.96	0	0	0	0	0	0.039	0	0	7	0.14	0.17	0.073	0.18
183	0	0	0	0	0	0	0	1	0	0	0	0	0	0.00038	0	0	7	0.14	0.17	0.073	0.18
184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0	0	0	0.14
185	0	0	0	0	0	0	0	0.049	0	0	0	0	0	0.95	0	0	13	0.093	0.17	0.073	0.18
186	0	0	9.7e-05	0	0	0	1.4e-05	0.16	0.35	0	0	6e-06	0	0.5	0	0	13	0.093	0.17	0.073	0.18
187	0	0	0	0	0	0	0	0	5.2e-05	0	0	1	0	0	0	0	11	0.14	0.094	0.049	0.02
188	0	0	0	0	0	0	0	0.21	0	0	0	0	0	0.79	0	0	13	0.093	0.17	0.073	0.18
189	0	0	0	0	0	0	0	1	0	0	0	0	0	0.00038	0	0	7	0.14	0.17	0.073	0.18
190	0	0	0	0	0	0	0	0.0011	0	0	0	0	0	1	0	0	13	0.093	0.17	0.073	0.18
191	0	1	0	1e-06	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.12	0
192	0.0058	0.99	0	0.0015	0	0	0	0	0	0	0.00044	0	0	0	0	0	1	0	0	0.12	0
193	0.17	0.83	0	6.5e-06	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.12	0
194	0	0	0.0031	0	0	0	0	0.5	0	0	0	0	0	0.5	0	0	7	0.14	0.17	0.073	0.18
195	0.00044	1	0	0.0014	0	0	0	0	0	0	0.0003	0	0	0	0	0	1	0	0	0.12	0
196	0	0	0	0	0.92	0	0	0	0	0	0	0	0.081	0	0	0	4	0.22	0.17	0.34	0.25
197	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0.14	0.094	0.049	0.02
198	0	0	0.0053	0	0.078	0	0.15	0.21	0	0	0	0	0.00012	0.55	0	0	13	0.093	0.17	0.073	0.18
199	0.35	0.64	0	0.0009	0	0	0	0	0	0	2.2e-05	0	0	0	0	0	1	0	0	0.12	0
200	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0.12	0.02
201	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0.031	0.019	0.024	0.18
202	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0	0.019	0.098	0
203	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0.031	0.019	0.024	0.18
204	0	0	0	0	0	0	0	0.98	0	0	0	0	0	0.019	0	0	7	0.14	0.17	0.073	0.18
205	0	0	0	0	0	0	0	0	1.5e-05	0.0024	0	0	0	0	0	1	15	0	0	0	0.14
206	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0.22	0.17	0.34	0.25
207	0	0	0.00083	0	0	0	0.00014	0.61	0	0	0	0	0	0.39	0	0	7	0.14	0.17	0.073	0.18
208	0	0	0	0	0	0	0	0	0.0018	0	0	1	0	0	0	0	11	0.14	0.094	0.049	0.02
209	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0.031	0.019	0.024	0.18
210	0.044	0.96	0	0.00092	0	0	0	0	0	0	9e-06	0	0	0	0	0	1	0	0	0.12	0
211	0.005	0.99	0	0.0074	0	0	0	0	0	0	0.0024	0	0	0	0	0	1	0	0	0.12	0
212	0.0017	1	0	0.0011	0	0	0	0	0	0	0.00022	0	0	0	0	0	1	0	0	0.12	0
213	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0.12	0.02
214	0	0	0	0	0	0	0	0	0	0.0015	0	0	0	0	0	1	15	0	0	0	0.14
215	0	0	1e-05	0	0	0	0.0004	0.46	0	0	0	0	0	0.54	0	0	13	0.093	0.17	0.073	0.18
216	0	0	6.2e-06	0	0	0	0.046	0.94	0	0	0	0	0	0.011	0	0	7	0.14	0.17	0.073	0.18
217	0.58	0.42	0	0.00029	0	0	0	0	0	0	1.5e-05	0	0	0	0	0	0	0	0	0.22	0
218	0	0	0	0	0	0	0	0.0086	0	0	0	0.1	0	0.89	0	0	13	0.093	0.17	0.073	0.18
219	0.00023	0.99	0	0.0078	0	3.2e-06	0	0	0	0	0.0065	0	0	0	0	0	1	0	0	0.12	0
220	0	0	0	0	0	0	0	0.021	0	0	0	0	0	0.98	0	0	13	0.093	0.17	0.073	0.18
221	0	0	0	0	0	0	0.0037	0.14	0	0	0	0	0	0.86	0	0	13	0.093	0.17	0.073	0.18
222	0.86	0.12	0	0.0052	0	0.012	0	0	0	0.00014	0.00046	0	0	0	0	0	0	0	0	0.22	0
223	9.4e-05	0.99	0	0.0039	0	1.3e-06	0	0	0	0	0.0074	0	0	0	0	0	1	0	0	0.12	0
224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0	0.094	0	0
225	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0	0.019	0.098	0
226	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0.22	0.17	0.34	0.25
227	0	0	0	0	0	1.1e-05	0	0	0	0	1	0.00016	0	0	0	0	10	0	0.019	0.098	0
228	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0.14	0.094	0.049	0.02
229	0.88	0.12	0	4e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22	0
230	0	0	0	0	0	0	0	0.38	0	0	0	0	0	0.62	0	0	13	0.093	0.17	0.073	0.18
231	8.5e-05	1	0	0.00069	0	1.2e-06	0	0	0	0	0.00015	0	0	0	0	0	1	0	0	0.12	0
232	0	0	0.00029	0	0	0	0.086	0.25	0	0	0	0	0	0.66	0	0	13	0.093	0.17	0.073	0.18
233	9.6e-05	1	0	0.00044	0	1.3e-06	0	0	0	0	3.2e-05	0	0	0	0	0	1	0	0	0.12	0
234	0	0	0.00078	0	0.07	0	0.0071	0.68	0	0	0	0	0.0033	0.24	0	0	7	0.14	0.17	0.073	0.18
235	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0.22	0.17	0.34	0.25
236	0.054	0.94	0	0.00062	0	0.00073	0	0	0	0	1.6e-05	0	0	0	0	0	1	0	0	0.12	0
237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0	0.094	0	0
238	3.8e-05	1	0	7.6e-05	0	0	0	0	0	0	9.8e-06	0	0	0	0	0	1	0	0	0.12	0
239	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0.14	0.094	0.049	0.02
240	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0.14	0.094	0.049	0.02
241	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0.031	0.019	0.024	0.18
242	0.039	0.94	0	0.013	0	0	0	0	0	0	0.012	0	0	0	0	0	1	0	0	0.12	0
243	0	0	0	0	0	0	0	0	3e-05	0.00097	0	0	0	0	0	1	15	0	0	0	0.14
244	4e-05	0.99	0	0.002	0	0	0	0	0	0	0.0065	0	0	0	0	0	1	0	0	0.12	0
