SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster	dcf0	dcf1	dcf2	dcf3	dcf4	dcf5
44	0	0	0	0	0	0	1	0	6	0.17	0.34	0.29	0.38	0.21	0.31
45	0	0	0	0	0	0	1	0	6	0.17	0.34	0.29	0.38	0.21	0.31
46	0.0049	0	0	0	0	0	0.12	0.88	7	0.17	0.29	0.23	0.34	0.12	0.23
47	0	0	0	0	0	0	3.6e-05	1	7	0.17	0.29	0.23	0.34	0.12	0.23
48	0	0	0	0	1	0	0	0	4	0.32	0.57	0.47	0.66	0.21	0.47
49	0.72	0	0	0.28	0	0	1e-06	0.0035	0	0.076	0.29	0.23	0.3	0.13	0.26
50	0	0	0	0.39	0	0	0.61	0	6	0.17	0.34	0.29	0.38	0.21	0.31
51	0	0	0	0	0	0	1	0	6	0.17	0.34	0.29	0.38	0.21	0.31
52	0.98	0	0	0	0	0	5.2e-05	0.022	0	0.076	0.29	0.23	0.3	0.13	0.26
53	0	0	1	0	0	0.0026	0	0	2	0.17	0.032	0.026	0.038	0.043	0.029
54	0	0	0	0	0	0	1	0	6	0.17	0.34	0.29	0.38	0.21	0.31
55	0	0	0	0	0	0	1	0	6	0.17	0.34	0.29	0.38	0.21	0.31
56	0.99	0	0	0	0	0	0	0.011	0	0.076	0.29	0.23	0.3	0.13	0.26
57	0	0	0	0	0	0	1	0	6	0.17	0.34	0.29	0.38	0.21	0.31
58	0	0	0	0	0	0	1	0	6	0.17	0.34	0.29	0.38	0.21	0.31
59	0	0	0	0	1	0	0	0	4	0.32	0.57	0.47	0.66	0.21	0.47
60	0	0	0	0	1	0	0	0	4	0.32	0.57	0.47	0.66	0.21	0.47
61	0.62	0	0	0	0	0	0	0.38	0	0.076	0.29	0.23	0.3	0.13	0.26
62	0	0	0	1	0	0	0	0	3	0	0.29	0.18	0.11	0.029	0.17
63	0	0	0	0	1.8e-05	0	1	0	6	0.17	0.34	0.29	0.38	0.21	0.31
64	0	0	0	0	1	0	0	0	4	0.32	0.57	0.47	0.66	0.21	0.47
65	0	0	0	0	1	0	0	0	4	0.32	0.57	0.47	0.66	0.21	0.47
66	0	0	0	0	0	0	1	0	6	0.17	0.34	0.29	0.38	0.21	0.31
67	0	0	0	0	0	0	1	0	6	0.17	0.34	0.29	0.38	0.21	0.31
68	0	0	0	0	0	0	0	1	7	0.17	0.29	0.23	0.34	0.12	0.23
69	0.0075	0	0	0	0	0	0.75	0.24	6	0.17	0.34	0.29	0.38	0.21	0.31
70	0	0	0	0	0	0	1	0	6	0.17	0.34	0.29	0.38	0.21	0.31
71	0	0	0	0	1	0	0	0	4	0.32	0.57	0.47	0.66	0.21	0.47
72	0	1	0	0	0	0	0	0	1	0	0	0	0.15	0	0
73	0.87	0	0	0	0	0	0.041	0.094	0	0.076	0.29	0.23	0.3	0.13	0.26
74	0	0	0	0	0	0	0	1	7	0.17	0.29	0.23	0.34	0.12	0.23
75	7.4e-06	0	0	0	0	0	0	1	7	0.17	0.29	0.23	0.34	0.12	0.23
76	0	0	0	0	1	0	0	0	4	0.32	0.57	0.47	0.66	0.21	0.47
77	0	0	0	0	1	0	0	0	4	0.32	0.57	0.47	0.66	0.21	0.47
78	0	0	0	0	0	0	0	1	7	0.17	0.29	0.23	0.34	0.12	0.23
79	0	0	1	0	0	0.0021	0	0	2	0.17	0.032	0.026	0.038	0.043	0.029
80	0	0	0	1	0	0	0	3.6e-06	3	0	0.29	0.18	0.11	0.029	0.17
81	0	0	0	0	1	0	0	0	4	0.32	0.57	0.47	0.66	0.21	0.47
82	0	0	1	0	0	0	0	0	2	0.17	0.032	0.026	0.038	0.043	0.029
83	0.00074	0	0	0	0	0	0.0026	1	7	0.17	0.29	0.23	0.34	0.12	0.23
84	0.79	0	0	0	0	0	1.8e-05	0.21	0	0.076	0.29	0.23	0.3	0.13	0.26
85	0	0	0	0	1	0	0	0	4	0.32	0.57	0.47	0.66	0.21	0.47
86	1	0	0	0	8.8e-05	0	0	0.00099	0	0.076	0.29	0.23	0.3	0.13	0.26
87	0	0	0	1	0	0	0	0	3	0	0.29	0.18	0.11	0.029	0.17
88	0	0	0	0	0	0	1	0	6	0.17	0.34	0.29	0.38	0.21	0.31
89	0.61	0	0	0	0	0	0	0.39	0	0.076	0.29	0.23	0.3	0.13	0.26
90	0	0	0	0	0	0	1	0	6	0.17	0.34	0.29	0.38	0.21	0.31
91	0.0011	0	0	0	0	0	0.0012	1	7	0.17	0.29	0.23	0.34	0.12	0.23
92	0	0	0	0	0.53	0	0.47	0	4	0.32	0.57	0.47	0.66	0.21	0.47
93	0	0	0	0	0	1	0	0	5	0	0.032	0.026	0.076	0.029	0.029
94	0.23	0	0	0	0.15	0	0.0049	0.62	7	0.17	0.29	0.23	0.34	0.12	0.23
95	0	0	0	0	0	0	1	3.1e-05	6	0.17	0.34	0.29	0.38	0.21	0.31
96	0	1	0	0	0	0	0	0	1	0	0	0	0.15	0	0
97	0.00022	0	0	0	0.1	0	0.00059	0.9	7	0.17	0.29	0.23	0.34	0.12	0.23
98	0	0	3.4e-05	0	0	1	0.0012	0	5	0	0.032	0.026	0.076	0.029	0.029
99	6.6e-05	0	0	0	0.00046	0	0.00025	1	7	0.17	0.29	0.23	0.34	0.12	0.23
100	0.22	0	0	0	0.55	0	3.3e-06	0.23	4	0.32	0.57	0.47	0.66	0.21	0.47
101	0.00016	0	0	0	0.14	0	0	0.86	7	0.17	0.29	0.23	0.34	0.12	0.23
102	0	0	0	0	0.86	0	0.14	0	4	0.32	0.57	0.47	0.66	0.21	0.47
103	0	0	0	0	6.1e-06	0	0.014	0.99	7	0.17	0.29	0.23	0.34	0.12	0.23
104	0	0	0	0	0	2.1e-05	1	0	6	0.17	0.34	0.29	0.38	0.21	0.31
105	0	1	0	0	0	5.2e-05	0	0	1	0	0	0	0.15	0	0
106	0	0	0	0	0.1	0	0.9	0	6	0.17	0.34	0.29	0.38	0.21	0.31
107	7e-05	0	0	0	0.0042	0	0.0048	0.99	7	0.17	0.29	0.23	0.34	0.12	0.23
108	2.5e-06	0	0	0	0.00044	0	0.0041	1	7	0.17	0.29	0.23	0.34	0.12	0.23
109	0	0	1	0	0	0	0	0	2	0.17	0.032	0.026	0.038	0.043	0.029
110	0	0	0	1	0	0	0	0	3	0	0.29	0.18	0.11	0.029	0.17
111	7.6e-06	0	0	1	0	6.7e-06	0	0	3	0	0.29	0.18	0.11	0.029	0.17
112	1.3e-06	0	0	0	0.2	0	0.79	0.0012	6	0.17	0.34	0.29	0.38	0.21	0.31
113	0	0	0	0	1	0	0	0	4	0.32	0.57	0.47	0.66	0.21	0.47
114	0	0	0	0	1	0	0.00061	0	4	0.32	0.57	0.47	0.66	0.21	0.47
115	1.6e-06	0	0	0	0	0	8.9e-05	1	7	0.17	0.29	0.23	0.34	0.12	0.23
116	0	0	0	0	1	0	7.8e-05	0	4	0.32	0.57	0.47	0.66	0.21	0.47
117	0	0	0	0	0	0	1.2e-05	1	7	0.17	0.29	0.23	0.34	0.12	0.23
118	1.4e-06	0	0	0	0	0	0	1	7	0.17	0.29	0.23	0.34	0.12	0.23
119	0.022	0	0	0	0	0	5e-05	0.98	7	0.17	0.29	0.23	0.34	0.12	0.23
120	0	0	0	0	0.49	0	0.51	0	6	0.17	0.34	0.29	0.38	0.21	0.31
121	0.035	0	0	0	0	0	0.19	0.77	7	0.17	0.29	0.23	0.34	0.12	0.23
122	0	0	0	0	0.98	0	0.017	0	4	0.32	0.57	0.47	0.66	0.21	0.47
123	0	0	0	0	0	1	0	0	5	0	0.032	0.026	0.076	0.029	0.029
124	0.3	0	0	0	0	0	0	0.7	7	0.17	0.29	0.23	0.34	0.12	0.23
125	0.012	0	0	0	0	0	0.0053	0.98	7	0.17	0.29	0.23	0.34	0.12	0.23
126	0	0	0	0	1	0	7.5e-05	0	4	0.32	0.57	0.47	0.66	0.21	0.47
127	0	0	1	0	0	0	0	0	2	0.17	0.032	0.026	0.038	0.043	0.029
128	1.6e-05	0	0	0	0	0	0.00022	1	7	0.17	0.29	0.23	0.34	0.12	0.23
129	0	0	0	0	0.97	0	0.035	0	4	0.32	0.57	0.47	0.66	0.21	0.47
130	0	1	0	0	0	0	0	0	1	0	0	0	0.15	0	0
131	0.00022	0	0	0	0	0	0	1	7	0.17	0.29	0.23	0.34	0.12	0.23
132	0	1	0	0	0	0	0	0	1	0	0	0	0.15	0	0
133	0.013	0	0	0.99	0	0	0	0.00013	3	0	0.29	0.18	0.11	0.029	0.17
134	0.002	0	0	0	0	0	0.066	0.93	7	0.17	0.29	0.23	0.34	0.12	0.23
135	0.0031	0	0	0	0	0	0.00061	1	7	0.17	0.29	0.23	0.34	0.12	0.23
136	0.04	0	0	0	0	0	0.2	0.76	7	0.17	0.29	0.23	0.34	0.12	0.23
137	2.6e-05	0	0	0	0	0	0	1	7	0.17	0.29	0.23	0.34	0.12	0.23
138	0	0	0	0	0	1	0	0	5	0	0.032	0.026	0.076	0.029	0.029
139	0.059	0	0	0	0	0	0	0.94	7	0.17	0.29	0.23	0.34	0.12	0.23
140	0.072	0	0	0	0	0	0.69	0.24	6	0.17	0.34	0.29	0.38	0.21	0.31
141	0.00011	0	0	0	0	0	1.1e-05	1	7	0.17	0.29	0.23	0.34	0.12	0.23
142	0.35	0	0	0	0	0	0	0.65	7	0.17	0.29	0.23	0.34	0.12	0.23
143	6.8e-06	0	0	0	0	0	0	1	7	0.17	0.29	0.23	0.34	0.12	0.23
144	0.0027	0	0	0	0	0	2.8e-06	1	7	0.17	0.29	0.23	0.34	0.12	0.23
145	0	1	0	0	0	0	0	0	1	0	0	0	0.15	0	0
146	3.3e-05	0	0	0	0	0	1.5e-05	1	7	0.17	0.29	0.23	0.34	0.12	0.23
147	0.0057	0	0	0	0	0	0.24	0.75	7	0.17	0.29	0.23	0.34	0.12	0.23
148	0	0	0	0	0	1	0	0	5	0	0.032	0.026	0.076	0.029	0.029
149	0	0	0	0	0	1	0	0	5	0	0.032	0.026	0.076	0.029	0.029
150	0	0	1	0	0	0	0	0	2	0.17	0.032	0.026	0.038	0.043	0.029
151	0	0	0	0	0	0	0	1	7	0.17	0.29	0.23	0.34	0.12	0.23
152	0	0	0	1	0	0	0	0	3	0	0.29	0.18	0.11	0.029	0.17
153	0	0	0	1	0	0	0	0	3	0	0.29	0.18	0.11	0.029	0.17
154	0	0	0	1	0	0	0	0	3	0	0.29	0.18	0.11	0.029	0.17
155	3.3e-06	0	0	0	0	0	0.0034	1	7	0.17	0.29	0.23	0.34	0.12	0.23
156	0	0	1	0	0	0	0	0	2	0.17	0.032	0.026	0.038	0.043	0.029
157	0	0	1	0	0	0	0	0	2	0.17	0.032	0.026	0.038	0.043	0.029
158	0	0	1	0	0	0	0	0	2	0.17	0.032	0.026	0.038	0.043	0.029
159	0.058	0	0	0	0	0	0.04	0.9	7	0.17	0.29	0.23	0.34	0.12	0.23
160	0.014	0	0	0	0	0	0	0.99	7	0.17	0.29	0.23	0.34	0.12	0.23
161	2.2e-06	0	0	0	0	0	1.1e-06	1	7	0.17	0.29	0.23	0.34	0.12	0.23
162	0	0	0	1	0	0	0	0	3	0	0.29	0.18	0.11	0.029	0.17
163	0	1	0	0	0	0	0	0	1	0	0	0	0.15	0	0
164	0	0	0	0	0.00059	0	1	0	6	0.17	0.34	0.29	0.38	0.21	0.31
165	0	1	0	0	0	0	0	0	1	0	0	0	0.15	0	0
166	1.9e-05	0	0	0	0.0014	0	0.029	0.97	7	0.17	0.29	0.23	0.34	0.12	0.23
167	0	0	1	0	0	0	0	0	2	0.17	0.032	0.026	0.038	0.043	0.029
168	0	0	0	0	0	0.063	0.94	0	6	0.17	0.34	0.29	0.38	0.21	0.31
169	2.5e-05	0	0	0	0.099	0	3.5e-06	0.9	7	0.17	0.29	0.23	0.34	0.12	0.23
170	0.016	0	0	0	0.13	0	5.5e-05	0.86	7	0.17	0.29	0.23	0.34	0.12	0.23
171	0.013	0	0	0	0.34	0	1.9e-06	0.65	7	0.17	0.29	0.23	0.34	0.12	0.23
172	0.01	0	0	0	5e-06	0	0.12	0.87	7	0.17	0.29	0.23	0.34	0.12	0.23
173	0.017	0	0	0	0	0	0.0002	0.98	7	0.17	0.29	0.23	0.34	0.12	0.23
174	0.0065	0	0	0	0	0	0	0.99	7	0.17	0.29	0.23	0.34	0.12	0.23
175	0	0	0	0	0	0	0	1	7	0.17	0.29	0.23	0.34	0.12	0.23
176	0	0	0	0	0	0	1	1.5e-05	6	0.17	0.34	0.29	0.38	0.21	0.31
177	0	0	0	0	0	0	1	0	6	0.17	0.34	0.29	0.38	0.21	0.31
178	0	0	1	0	0	0	0	0	2	0.17	0.032	0.026	0.038	0.043	0.029
179	2.5e-06	0	0	0	0.67	0	0.012	0.32	4	0.32	0.57	0.47	0.66	0.21	0.47
180	0	0	1	0	0	0	0	0	2	0.17	0.032	0.026	0.038	0.043	0.029
181	0	0	0	0	0	1	0	0	5	0	0.032	0.026	0.076	0.029	0.029
182	0	0	0	0	0	0	1	0.00025	6	0.17	0.34	0.29	0.38	0.21	0.31
183	0	0	0	0	0	0	1	0.00011	6	0.17	0.34	0.29	0.38	0.21	0.31
184	0	0	0	0	0.015	0	0	0.98	7	0.17	0.29	0.23	0.34	0.12	0.23
185	0	0	0	1	0	0	0	0	3	0	0.29	0.18	0.11	0.029	0.17
186	0	0	0	0	0	0	0	1	7	0.17	0.29	0.23	0.34	0.12	0.23
187	0	0	0	0	5.9e-06	0	0	1	7	0.17	0.29	0.23	0.34	0.12	0.23
188	0.68	0	0	0	0	0	2.8e-05	0.32	0	0.076	0.29	0.23	0.3	0.13	0.26
189	0	0	1	0	0	0	0	0	2	0.17	0.032	0.026	0.038	0.043	0.029
190	0	0	0	0	0.00022	0	0.0022	1	7	0.17	0.29	0.23	0.34	0.12	0.23
191	0	0	1	0	0	0	0	0	2	0.17	0.032	0.026	0.038	0.043	0.029
192	6.7e-06	0	0	0	0	0	0.015	0.99	7	0.17	0.29	0.23	0.34	0.12	0.23
193	1.8e-06	0	0	0	0	0	0.35	0.65	7	0.17	0.29	0.23	0.34	0.12	0.23
194	0.22	0	0	0	0	0	0.012	0.77	7	0.17	0.29	0.23	0.34	0.12	0.23
195	0	0	0	0	0	1	0	0	5	0	0.032	0.026	0.076	0.029	0.029
196	0	0	0	0	0.67	0	0.33	0	4	0.32	0.57	0.47	0.66	0.21	0.47
197	0	0	0	0	0	1	0	0	5	0	0.032	0.026	0.076	0.029	0.029
198	0	0	0	0	0	1	0	0	5	0	0.032	0.026	0.076	0.029	0.029
199	0	0	0.00013	0	0	1	0	0	5	0	0.032	0.026	0.076	0.029	0.029
200	0.0001	0	0	0	0	0	0.00011	1	7	0.17	0.29	0.23	0.34	0.12	0.23
201	0.002	0	0	0	0	0	1	0.00072	6	0.17	0.34	0.29	0.38	0.21	0.31
202	0.0014	0	0.95	0	0	0	1.3e-06	0.048	2	0.17	0.032	0.026	0.038	0.043	0.029
203	0	0	0	0	0	0	1	0	6	0.17	0.34	0.29	0.38	0.21	0.31
204	0.053	0	0	0	3e-05	0	0.27	0.67	7	0.17	0.29	0.23	0.34	0.12	0.23
205	0	0	0	0	0	1	0	0	5	0	0.032	0.026	0.076	0.029	0.029
206	0	0	0	0	6e-06	0	1	0	6	0.17	0.34	0.29	0.38	0.21	0.31
207	1.9e-05	0	0	0	0	0	0.83	0.17	6	0.17	0.34	0.29	0.38	0.21	0.31
208	0	0	0	0	1	0	0.00017	0	4	0.32	0.57	0.47	0.66	0.21	0.47
209	0	0	1	0	0	0	0	0	2	0.17	0.032	0.026	0.038	0.043	0.029
210	0	0	0	0	0	0	1	0	6	0.17	0.34	0.29	0.38	0.21	0.31
211	0	0	0	0	0	0	1	0.0025	6	0.17	0.34	0.29	0.38	0.21	0.31
212	1	0	0	0	0	0	0	0	0	0.076	0.29	0.23	0.3	0.13	0.26
213	0	0	0	0	0	0	1	0	6	0.17	0.34	0.29	0.38	0.21	0.31
214	0	0	0	0	0	0	0.99	0.014	6	0.17	0.34	0.29	0.38	0.21	0.31
215	0	0	1	0	0	0	0	0	2	0.17	0.032	0.026	0.038	0.043	0.029
216	0	0	0	0	1	0	4.8e-06	0	4	0.32	0.57	0.47	0.66	0.21	0.47
217	0	0	0	0	0.81	0	0.19	0	4	0.32	0.57	0.47	0.66	0.21	0.47
218	8.7e-05	0	0	0	7.3e-05	0	0.99	0.0086	6	0.17	0.34	0.29	0.38	0.21	0.31
219	4.7e-05	0	0	0	0	0	2.4e-05	1	7	0.17	0.29	0.23	0.34	0.12	0.23
220	0	0	0	0	0	0	1	0	6	0.17	0.34	0.29	0.38	0.21	0.31
221	0	0	0	1	0	0	0	0	3	0	0.29	0.18	0.11	0.029	0.17
222	0	0	1	0	0	0	0	0	2	0.17	0.032	0.026	0.038	0.043	0.029
223	2.7e-05	0	0	0	0	0	0.038	0.96	7	0.17	0.29	0.23	0.34	0.12	0.23
224	0	0	0	1	0	0	0	0	3	0	0.29	0.18	0.11	0.029	0.17
225	0	0	0	1	0	0	0	0	3	0	0.29	0.18	0.11	0.029	0.17
226	0	0	0	0	0	0	1	0	6	0.17	0.34	0.29	0.38	0.21	0.31
227	0.12	0	0	0	0.0072	0	0.47	0.4	6	0.17	0.34	0.29	0.38	0.21	0.31
228	0	0	0	0	0	0	1	0	6	0.17	0.34	0.29	0.38	0.21	0.31
229	0.42	0	0	0	0.29	0	0.29	0	0	0.076	0.29	0.23	0.3	0.13	0.26
230	1	0	0	0	0	0	0.0002	0	0	0.076	0.29	0.23	0.3	0.13	0.26
231	0	0	0	0	0	0	1	0	6	0.17	0.34	0.29	0.38	0.21	0.31
232	0.00084	0	0	0	0	0	0.95	0.046	6	0.17	0.34	0.29	0.38	0.21	0.31
233	2.3e-05	0	0	0	0	0	0	1	7	0.17	0.29	0.23	0.34	0.12	0.23
234	0	0	0	0	0.0066	0	0.99	0	6	0.17	0.34	0.29	0.38	0.21	0.31
235	0	0	0	0	0.015	0	0.99	0	6	0.17	0.34	0.29	0.38	0.21	0.31
236	0	0	0	0	1	0	0	0	4	0.32	0.57	0.47	0.66	0.21	0.47
237	0	0	0	0	1	0	0.0017	0	4	0.32	0.57	0.47	0.66	0.21	0.47
238	1	0	0	0	0	0	0	0	0	0.076	0.29	0.23	0.3	0.13	0.26
239	0	0	0	0	0.049	0	0.95	0	6	0.17	0.34	0.29	0.38	0.21	0.31
240	0	0	0	0	0.12	0	0.0039	0.88	7	0.17	0.29	0.23	0.34	0.12	0.23
241	0	0	0	0	0	0	1	0	6	0.17	0.34	0.29	0.38	0.21	0.31
242	2.6e-06	0	0	0	0.012	0	1.9e-06	0.99	7	0.17	0.29	0.23	0.34	0.12	0.23
243	1	0	0	0	0	0	0	0	0	0.076	0.29	0.23	0.3	0.13	0.26
244	0	0	0	0	0.00076	0	1	0	6	0.17	0.34	0.29	0.38	0.21	0.31
245	0	0	1	0	0	0	0	0	2	0.17	0.032	0.026	0.038	0.043	0.029
246	0.005	0	0	0	0.28	0	5e-05	0.71	7	0.17	0.29	0.23	0.34	0.12	0.23
247	0.00019	0	0	0	0.12	0	0	0.88	7	0.17	0.29	0.23	0.34	0.12	0.23
248	0	0	0	0	0.01	0	0.028	0.96	7	0.17	0.29	0.23	0.34	0.12	0.23
249	0.99	0	0	0	9e-05	0	0	0.0087	0	0.076	0.29	0.23	0.3	0.13	0.26
250	1.1e-05	0	0	0	0.0053	0	0.0093	0.99	7	0.17	0.29	0.23	0.34	0.12	0.23
251	0	0	0	0	0.99	0	0.013	0	4	0.32	0.57	0.47	0.66	0.21	0.47
252	0.014	0	0	0	0	0	0.0013	0.98	7	0.17	0.29	0.23	0.34	0.12	0.23
253	0.095	0	0	0	0	0	0	0.91	7	0.17	0.29	0.23	0.34	0.12	0.23
254	0	1	0	0	0	0	0	0	1	0	0	0	0.15	0	0
255	0	0	0	0	0.0033	0	0	1	7	0.17	0.29	0.23	0.34	0.12	0.23
256	0.0012	0	0	0	0	0	6e-06	1	7	0.17	0.29	0.23	0.34	0.12	0.23
257	0.02	0	0	0	0	0	0	0.98	7	0.17	0.29	0.23	0.34	0.12	0.23
258	0	0	0.00014	0	0	1	0	0	5	0	0.032	0.026	0.076	0.029	0.029
259	0	0	1	0	0	0	0	0	2	0.17	0.032	0.026	0.038	0.043	0.029
260	0	0	0	0	0.97	0	0.031	0	4	0.32	0.57	0.47	0.66	0.21	0.47
261	3.9e-05	0	0	0	0.11	0	0.0069	0.88	7	0.17	0.29	0.23	0.34	0.12	0.23
262	0.00018	0	0	0	0	0	0.97	0.031	6	0.17	0.34	0.29	0.38	0.21	0.31
263	0	0	1	0	0	0	0	0	2	0.17	0.032	0.026	0.038	0.043	0.029
264	5.6e-05	0	0	0	0	0	0.072	0.93	7	0.17	0.29	0.23	0.34	0.12	0.23
265	1.6e-05	0	0	0	0.00051	0	0.87	0.13	6	0.17	0.34	0.29	0.38	0.21	0.31
266	0	0	0	0	0	1	0	0	5	0	0.032	0.026	0.076	0.029	0.029
267	0.9	0	1e-05	0	0.096	0	0	0.0075	0	0.076	0.29	0.23	0.3	0.13	0.26
268	4.8e-05	0	0	1	1.9e-05	0	0	0	3	0	0.29	0.18	0.11	0.029	0.17
269	0	0	0	0	0.96	0	0.036	0	4	0.32	0.57	0.47	0.66	0.21	0.47
270	0	0	1	0	0	0	0	0	2	0.17	0.032	0.026	0.038	0.043	0.029
271	0	0	0	0	1	0	0	0	4	0.32	0.57	0.47	0.66	0.21	0.47
272	0	0	0	1	0	0	0	0	3	0	0.29	0.18	0.11	0.029	0.17
273	0	0	0	0	1	0	0	0	4	0.32	0.57	0.47	0.66	0.21	0.47
274	0	0	0	0	0	0.98	0.023	0	5	0	0.032	0.026	0.076	0.029	0.029
275	0	0	0	0	0	1	1.3e-06	0	5	0	0.032	0.026	0.076	0.029	0.029
276	0	0	0	0	0	1	0	0	5	0	0.032	0.026	0.076	0.029	0.029
277	0	0	0	0	0	0	1	0	6	0.17	0.34	0.29	0.38	0.21	0.31
278	0	0	0	1	0	0	0	0	3	0	0.29	0.18	0.11	0.029	0.17
279	0	0	0	0	1	0	0	0	4	0.32	0.57	0.47	0.66	0.21	0.47
280	0	0	0	0	1	0	0.0018	0	4	0.32	0.57	0.47	0.66	0.21	0.47
281	0	0	0	0	0	0	1	0	6	0.17	0.34	0.29	0.38	0.21	0.31
282	0	0	0	0	0.01	0	0.99	0	6	0.17	0.34	0.29	0.38	0.21	0.31
283	0	0	0	1	0	0	0	0	3	0	0.29	0.18	0.11	0.029	0.17
284	0.93	0	0	0	0.0022	0	0	0.07	0	0.076	0.29	0.23	0.3	0.13	0.26
285	0.091	0	0	0	0.027	0	0.085	0.8	7	0.17	0.29	0.23	0.34	0.12	0.23
286	0	1	0	0	0	0	0	0	1	0	0	0	0.15	0	0
287	0	0	1	0	0	0	0	0	2	0.17	0.032	0.026	0.038	0.043	0.029
288	0	0	0	0	9.7e-06	0	1.8e-06	1	7	0.17	0.29	0.23	0.34	0.12	0.23
289	0	0	0	1	0	0	0	0	3	0	0.29	0.18	0.11	0.029	0.17
290	0	0	0	0	0	1	0	0	5	0	0.032	0.026	0.076	0.029	0.029
291	0	0	0	0	1	0	6.1e-05	0	4	0.32	0.57	0.47	0.66	0.21	0.47
292	0	0	0	0	0.97	0	0.034	0	4	0.32	0.57	0.47	0.66	0.21	0.47
293	0	0	0	0	0.00037	0	0	1	7	0.17	0.29	0.23	0.34	0.12	0.23
294	0	0	0	0	0.053	0	0.95	0	6	0.17	0.34	0.29	0.38	0.21	0.31
