SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster	dcf0	dcf1	dcf2	dcf3	dcf4	dcf5
83	0.00093	0	0.0017	0	5.5e-06	0	0	0	0	1	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
84	0.94	0	6.4e-05	0	0	0	0	0	0	0.061	0	0	0	0	0	0	0	0.057	0.29	0.2	0.3	0.12	0.23
85	0	0	0	0	0	0	0	0	0	0.00093	0	0	0	1	0.0026	0	13	0.32	0.57	0.47	0.66	0.21	0.47
86	0.96	0	0	0	0	0	0	0	0	0.039	0	0	0	0.00074	0	0	0	0.057	0.29	0.2	0.3	0.12	0.23
87	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0	0.26	0.15	0.15	0.043	0.17
88	0	0	0	0	0.066	0	0	0	0	0.93	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
89	0.83	0	0.00036	0	0	0	0	0	0	0.17	0	0	0	0	0	0	0	0.057	0.29	0.2	0.3	0.12	0.23
90	0	0	0	0	0.013	0	0	0	0	0.99	0	0	0	0	7.5e-06	0	9	0.17	0.29	0.23	0.34	0.13	0.26
91	0	0	0.00035	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
92	0	0	0	0	0	0	0	0	0	1	0	0	0	0.00065	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
93	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	0	0	0.026	0.15	0.014	0.029
94	0.049	0	0.0023	0	0.00019	0	9e-05	0	0	0.88	0	0	0	0.07	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
95	0	0	0.00055	0	0.041	0	5.4e-05	0	0	0.96	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
96	0	0	0	0	0	0	0	0.24	0	0	0	0	0	0	0	0.76	15	0	0	0	0.19	0	0
97	0	0	0.014	0	6.9e-06	0	0.0037	0	0	0.93	0	0	0	0.053	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
98	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0.13	0.051	0	0	0
99	0	0	0	0	0	0	0	0	0	1	0	0	0	8.6e-05	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
100	0.2	0	0.0006	0	0	0	1e-05	0	0	0.19	0	0	0	0.6	0	0	13	0.32	0.57	0.47	0.66	0.21	0.47
101	4.5e-06	0	4.3e-05	0	0	0	0	0	0	0.81	0	0	0	0.19	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
102	0	0	0	0	0.00047	0	0	0	0	0.95	0	0	0	0.046	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
103	0	0	7.1e-06	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
104	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.038	0.058	0.087
105	0	0	0	0	0	0	0	0.85	0	0	0	0	0.00059	0	0	0.15	7	0	0	0	0.15	0	0
106	0	0	0	0	0.006	0	0	0	0	0.98	0	0	0	0.012	3.5e-06	0	9	0.17	0.29	0.23	0.34	0.13	0.26
107	0	0	0.0023	0	1.8e-06	0	0.82	0	0	0.17	0	0	0	0.00026	0	0	6	0.39	0.66	0.47	0.78	0.21	0.53
108	0	0	2.2e-05	0	0	0	0	0	0	1	0	0	0	3e-05	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
109	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.17	0.032	0.026	0.038	0.029	0.029
110	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0	0.26	0.15	0.15	0.043	0.17
111	0	1	0	3.6e-06	0	2.2e-05	0	0	0	0	0	5.2e-06	0	0	0	0	1	0	0	0	0.038	0.058	0.087
112	0	0	1.4e-06	0	0.0082	0	1.6e-05	0	0	0.99	0	0	0	0.0041	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
113	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	13	0.32	0.57	0.47	0.66	0.21	0.47
114	0	0	0	0	1.6e-05	0	5e-05	0	0	0.34	0	0	0	0.66	0	0	13	0.32	0.57	0.47	0.66	0.21	0.47
115	0	0	0.00013	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
116	0	0	0	0	0.007	0	0	0	0	0.95	0	0	0	0.046	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
117	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
118	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
119	0.0076	0	0.00049	0	0	0	0	0	0	0.99	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
120	0	0	0	0	0.16	0	0.011	0	0	0.66	0	0	0	0.17	0.0002	0	9	0.17	0.29	0.23	0.34	0.13	0.26
121	0.0023	0	0.0022	0	0.005	0	0	0	0	0.99	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
122	0	0	0	0	3.3e-06	0	1.8e-05	0	0	0.9	0	0	0	0.1	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
123	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0.13	0.051	0	0	0
124	0.00065	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
125	0.0014	0	0.002	0	6.5e-06	0	0	0	0	1	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
126	0	0	0	0	0	0	0.00033	0	0	0.57	0	0	0	0.43	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
127	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.17	0.032	0.026	0.038	0.029	0.029
128	0	0	0.00046	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
129	0	0	0	0	0.0016	0	0.024	0	0	0.7	0	0	0	0.28	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
130	0	0	0	0	0	0	0	0.61	0	0	0	0	3.4e-05	0	0	0.39	7	0	0	0	0.15	0	0
131	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
132	0	0	0	0	0	0	0	0.7	0	0	0	0	2.8e-06	0	0	0.3	7	0	0	0	0.15	0	0
133	0.014	0	0	0	0	0	0	0	0	1.1e-06	0	0.99	0	0	0	0	11	0	0.26	0.15	0.15	0.043	0.17
134	0.00011	0	0.012	0	0.0014	0	0	0	0	0.99	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
135	0.0018	0	0.012	0	7.1e-06	0	0	0	0	0.99	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
136	1.5e-05	0	0.00057	0	2.6e-05	0	0	0	0	1	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
137	8.1e-06	0	2.5e-06	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
138	0	0	0	0	0	0	0	0	0	0	1	8.3e-06	0	0	0	0	10	0.17	0.032	0.026	0.038	0.029	0.029
139	1	0	0	0	0	0	0	0	0	0.00033	0	0	0	0	0	0	0	0.057	0.29	0.2	0.3	0.12	0.23
140	0.0011	0	0.00064	0	0.013	0	0	0	0	0.99	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
141	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
142	0.0034	0	0.00025	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
143	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
144	0.0037	0	2e-05	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
145	0	0	0	0	0	0	0	0.055	0	0	0	0	0	0	0	0.94	15	0	0	0	0.19	0	0
146	0	0	0.00077	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
147	1.4e-05	0	0.033	0	0.001	0	0	0	0	0.97	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
148	0	0.16	0	0	0	0	0	0	0	0	0	0	0.84	0	0	0	12	0	0	0.026	0.15	0.014	0.029
149	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0.13	0.051	0	0	0
150	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.17	0.032	0.026	0.038	0.029	0.029
151	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
152	0	0	0	0	0	0.00059	0	0	0	0	0	1	0	0	0	0	11	0	0.26	0.15	0.15	0.043	0.17
153	0	0	0	0	0	0.99	0	0	0	0	0	0.013	0	0	0	0	5	0	0.29	0.23	0.038	0.014	0.26
154	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0	0.26	0.15	0.15	0.043	0.17
155	0	0	0.02	0	7.7e-06	0	0	0	0	0.98	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
156	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.17	0.032	0.026	0.038	0.029	0.029
157	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.17	0.032	0.026	0.038	0.029	0.029
158	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.17	0.032	0.026	0.038	0.029	0.029
159	0.0036	0	4.7e-05	0	0.00013	0	0	0	0	1	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
160	0.00012	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
161	0	0	9.4e-05	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
162	0	0	0	0.99	0	0.0066	0	0	0	0	0	1.3e-05	0	0	0	0	3	0	0.29	0.18	0	0.014	0.14
163	0	0	0	0	0	0	0	0.52	0	0	0	0	0	0	0	0.48	7	0	0	0	0.15	0	0
164	0	0	0	0	0.78	0	0	0	0	0.22	0	0	0	0.00067	0	0	4	0.17	0.38	0.35	0.38	0.21	0.31
165	0	0	0	0	0	0	0	0.93	0	0	0	0	0	0	0	0.066	7	0	0	0	0.15	0	0
166	0	0	0.00011	0	6.3e-06	0	0.00012	0	0	1	0	0	0	0.00011	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
167	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.17	0.032	0.026	0.038	0.029	0.029
168	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0.13	0.051	0	0	0
169	6e-06	0	0.00038	0	0	0	0.17	0	0	0.73	0	0	0	0.093	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
170	0.00038	0	0.00078	0	0	0	1.4e-05	0	0	0.95	0	0	0	0.047	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
171	0.028	0	3.9e-05	0	0	0	0.0011	0	0	0.61	0	0	0	0.36	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
172	0.0031	0	0.00095	0	0.0092	0	0	0	0	0.99	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
173	0.00017	0	9.3e-06	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
174	0.066	0	6.2e-06	0	0	0	0	0	0	0.93	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
175	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
176	0	0	1.1e-06	0	0.33	0	0	0	0	0.67	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
177	0	0	0	0	0.12	0	0	0	0	0.85	0	0	0	0	0.027	0	9	0.17	0.29	0.23	0.34	0.13	0.26
178	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.17	0.032	0.026	0.038	0.029	0.029
179	0	0	8.9e-05	0	0.0059	0	0.006	0	0	0.76	0	0	0	0.23	1.6e-06	0	9	0.17	0.29	0.23	0.34	0.13	0.26
180	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.17	0.032	0.026	0.038	0.029	0.029
181	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	0	0	0.026	0.15	0.014	0.029
182	0	0	0.0053	0	0.017	0	0	0	0	0.98	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
183	0	0	8.8e-05	0	0.0058	0	0	0	0	0.99	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
184	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
185	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0	0.26	0.15	0.15	0.043	0.17
186	0	0	0	0	2.5e-05	0	0	0	0	1	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
187	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
188	0.83	0	5.7e-05	0	1e-06	0	0	0	0	0.17	0	0	0	0	0	0	0	0.057	0.29	0.2	0.3	0.12	0.23
189	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.17	0.032	0.026	0.038	0.029	0.029
190	0	0	1.5e-05	0	0.009	0	0	0	0	0.99	0	0	0	9.9e-06	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
191	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.17	0.032	0.026	0.038	0.029	0.029
192	0	0	1.3e-05	0	2.2e-05	0	0	0	0	1	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
193	0	0	2e-05	0	5.7e-06	0	0	0	0	1	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
194	4.4e-06	0	0.00048	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
195	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	0	0	0.026	0.15	0.014	0.029
196	0	0	0	0	0.48	0	0.00048	0	0	0.048	0	0	0	0.47	0	0	4	0.17	0.38	0.35	0.38	0.21	0.31
197	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.038	0.058	0.087
198	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	0	0	0.026	0.15	0.014	0.029
199	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.038	0.058	0.087
200	0	0	0.0011	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
201	0	0	0	0	3e-06	0	0	0	0	1	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
202	0.0087	0	6.1e-06	0	0	0	0	0	0	0.088	0.9	0	0	0	0	0	10	0.17	0.032	0.026	0.038	0.029	0.029
203	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0.17	0.38	0.35	0.38	0.21	0.31
204	0.01	0	0.016	0	0.1	0	0	0	0	0.87	0	0	0	9.3e-06	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
205	0	2.7e-05	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	0	0	0.026	0.15	0.014	0.029
206	0	0	0	0	1	0	0	0	0	0.00077	0	0	0	1e-06	0	0	4	0.17	0.38	0.35	0.38	0.21	0.31
207	0	0	0	0	0.0014	0	0	0	0	1	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
208	0	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0.0049	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
209	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.17	0.032	0.026	0.038	0.029	0.029
210	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0.17	0.38	0.35	0.38	0.21	0.31
211	0	0	0.00041	0	0.00047	0	0	0	0	1	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
212	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.057	0.29	0.2	0.3	0.12	0.23
213	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
