SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0	dcf1	dcf2
37	1	0	0	0	0	0	0	0	0	0	0	0.15	0.13	0.23
38	1	0	0	0	0	0	0	0	0.0005	0	0	0.15	0.13	0.23
39	1	0	0	0	0	0	0.0031	0	0	0	0	0.15	0.13	0.23
40	1	0	0	0	0	0	1.1e-05	0	0	0	0	0.15	0.13	0.23
41	0.99	0	0	0	0	0	0	0	0.008	0	0	0.15	0.13	0.23
42	0	0	0	0	0	0	0	0	1	0	8	0.017	0	0.23
43	0.34	0	3.9e-05	0.18	0	0.0022	0.36	0.12	0	0	6	0.23	0.21	0.29
44	1	0	0	0	0	0	8.1e-06	0	0	0	0	0.15	0.13	0.23
45	0.87	0	0	0.00018	0	0	0.13	0.0015	0	0	0	0.15	0.13	0.23
46	0	0	0	0	0	0	0	0	0	1	9	0.15	0.21	0
47	0.89	0	0	5.6e-05	0	0	0.1	0.0085	0	0	0	0.15	0.13	0.23
48	0	0	0	0	1	0	0	0	0.00031	0	4	0	0	0.077
49	1	0	0	0	0	0	2.2e-05	0	0	0	0	0.15	0.13	0.23
50	1	0	0	0	0	0	0	0	0	0	0	0.15	0.13	0.23
51	1	0	0	0	0	0	0	0	0.0021	0	0	0.15	0.13	0.23
52	0.99	0	0	4.4e-06	0	0	0.0064	0	0	0	0	0.15	0.13	0.23
53	0.85	0	0	0.0004	0	0	0.15	0.0011	0	0	0	0.15	0.13	0.23
54	1	0	0	0	0	0	0	0	0	0	0	0.15	0.13	0.23
55	0	0	0	0	0	0	0	0	1	0	8	0.017	0	0.23
56	0.012	0	0.00019	0.42	0	0.00065	0.47	0.1	0	0	6	0.23	0.21	0.29
57	0.94	0	0	0	0	0	0.042	0.016	0	0	0	0.15	0.13	0.23
58	0.92	0	0	0.0085	0	7.5e-05	0.076	4.5e-05	0	0	0	0.15	0.13	0.23
59	0	0	0	0	1	0	0	0	0	0	4	0	0	0.077
60	0.96	0	0	5.5e-06	0	0	0.045	4.6e-05	0	0	0	0.15	0.13	0.23
61	0	0	0	0	0.014	0	0	0	0.99	0	8	0.017	0	0.23
62	0.99	0	0	1e-06	0	0	0.0084	0.00016	0	0	0	0.15	0.13	0.23
63	0.97	0	0	0	0	0	0.027	0.0012	0	0	0	0.15	0.13	0.23
64	0.051	0	0	0.54	0	0.002	0.4	0.00011	0	0	3	0.31	0.21	0.41
65	0	0	0	0	0	0	0	0	0	1	9	0.15	0.21	0
66	1	0	0	0	0	0	2.7e-05	0	0	0	0	0.15	0.13	0.23
67	0.0031	0	0	0.036	0	0	0.96	2.5e-06	0	0	6	0.23	0.21	0.29
68	1	0	0	0	0	0	0.0015	0	0	0	0	0.15	0.13	0.23
69	0.98	0	0	7e-06	0	0	0.019	5.5e-06	0	0	0	0.15	0.13	0.23
70	0.99	0	0	0	0	0	0.0083	0	0	0	0	0.15	0.13	0.23
71	1	0	0	0	0	0	0	0	0	0	0	0.15	0.13	0.23
72	0.015	0	0	0.85	0	0.004	0.12	0.0059	0	0	3	0.31	0.21	0.41
73	0.82	0	0	0.0017	0	0	0.17	0.0089	0	0	0	0.15	0.13	0.23
74	1	0	0	0	0	0	0.00065	0	0	0	0	0.15	0.13	0.23
75	0.79	0	0	0	0	0	0.21	0	0	0	0	0.15	0.13	0.23
76	0.99	0	0	0	0	0	0.0094	1.2e-06	0	0	0	0.15	0.13	0.23
77	0.12	0	0	0.44	0	0.0074	0.42	0.0076	0	0	3	0.31	0.21	0.41
78	8.2e-05	0	0	0.79	0	0	0.21	1.4e-05	0	0	3	0.31	0.21	0.41
79	0.006	0	0	0.00066	0	0	0.99	0	0	0	6	0.23	0.21	0.29
80	0.39	0	0	0	0	0	0.61	0	0	0	6	0.23	0.21	0.29
81	0.99	0	0	0	0	0	0.01	3.3e-06	0	0	0	0.15	0.13	0.23
82	0.24	0	0	0.41	0	2.3e-06	0.35	0.00098	0	0	3	0.31	0.21	0.41
83	0.97	0	0	7.3e-06	0	0	0.03	3.4e-05	0	0	0	0.15	0.13	0.23
84	1	0	0	0	0	0	0.0023	3e-05	0	0	0	0.15	0.13	0.23
85	0.86	0	0	0.0007	0	0	0.14	0.0015	0	0	0	0.15	0.13	0.23
86	0.42	0	0	0.0011	0	0	0.58	0	0	0	6	0.23	0.21	0.29
87	1	0	0	0	0	0	0.00031	0	0	0	0	0.15	0.13	0.23
88	0.97	0	0	0	0	0	0.031	0.00026	0	0	0	0.15	0.13	0.23
89	0.13	0	0	1.8e-05	0	0	0.87	6.8e-06	0	0	6	0.23	0.21	0.29
90	0.014	0	4.4e-06	0.65	0	0.0023	0.26	0.077	0	0	3	0.31	0.21	0.41
91	0.95	0	0	8.2e-05	0	0	0.046	0.0074	0	0	0	0.15	0.13	0.23
92	0.97	0	0	0.0021	0	0	0.031	0.00014	0	0	0	0.15	0.13	0.23
93	1	0	0	0	0	0	0.00016	0	0	0	0	0.15	0.13	0.23
94	0	0	0	0	1	0	0	0	0	0	4	0	0	0.077
95	0.86	0	0	5.8e-05	0	0	0.14	0.0009	0	0	0	0.15	0.13	0.23
96	0.96	0	0	0	0	0	0.039	0	0	0	0	0.15	0.13	0.23
97	0.11	0	0	0.051	0	0	0.84	0.0026	0	0	6	0.23	0.21	0.29
98	0.99	0	0	0	0	0	0.012	0.00024	0	0	0	0.15	0.13	0.23
99	0.41	0	0	0.036	0	0	0.49	0.061	0	0	6	0.23	0.21	0.29
100	0.82	0	0	0.016	0	6.9e-05	0.16	0.0026	0	0	0	0.15	0.13	0.23
101	0.99	0	0	0	0	0	0.012	3.9e-05	0	0	0	0.15	0.13	0.23
102	0.99	0	0	0	0	0	0.0065	0.00089	0	0	0	0.15	0.13	0.23
103	0.95	0	0	0	0	0	0.048	1e-06	0	0	0	0.15	0.13	0.23
104	6.8e-05	0	0	0.96	0	0	0.041	0.00015	0	0	3	0.31	0.21	0.41
105	0.99	0	0	0	0	0	0.0083	0	0	0	0	0.15	0.13	0.23
106	0.72	0	0	0.00034	0	0	0.27	0.0069	0	0	0	0.15	0.13	0.23
107	0.99	0	0	0	0	0	0.012	0	0	0	0	0.15	0.13	0.23
108	0.89	0	0	9.6e-05	0	0	0.11	0.0005	0	0	0	0.15	0.13	0.23
109	0.002	0	0	0.9	0	7.7e-05	0.092	0.0034	0	0	3	0.31	0.21	0.41
110	0.99	0	0	1.2e-06	0	0	0.0075	0.00021	0	0	0	0.15	0.13	0.23
111	0.0062	0	6.1e-05	0.81	0	0.025	0.12	0.032	0	0	3	0.31	0.21	0.41
112	0.00019	0	0	0	0	0	1	0	0	0	6	0.23	0.21	0.29
113	0	0	0	0.0017	0	0	1	0	0	0	6	0.23	0.21	0.29
114	1	0	0	0	0	0	0.002	1.1e-05	0	0	0	0.15	0.13	0.23
115	0.97	0	0	0.00014	0	0	0.03	0.00022	0	0	0	0.15	0.13	0.23
116	0.19	0	0	0.059	0	0	0.73	0.024	0	0	6	0.23	0.21	0.29
117	0.1	0	0	0.016	0	0	0.85	0.032	0	0	6	0.23	0.21	0.29
118	0	0	0	0	0	0	0	0	1	0	8	0.017	0	0.23
119	0.86	0	0	2.1e-06	0	0	0.14	0	0	0	0	0.15	0.13	0.23
120	0.0003	0	0	0.81	0	0	0.19	1.9e-05	0	0	3	0.31	0.21	0.41
121	1	0	0	0	0	0	0	0	0	0	0	0.15	0.13	0.23
122	0.014	0	0	0.76	0	0.00053	0.2	0.024	0	0	3	0.31	0.21	0.41
123	0	0	0	0	0	0	0	0	0	1	9	0.15	0.21	0
124	1	0	0	0	0	0	0	0	0	0	0	0.15	0.13	0.23
125	0.87	0	0	0.0015	0	0	0.12	0.0098	0	0	0	0.15	0.13	0.23
126	1	0	0	0	0	0	7.9e-05	1.8e-06	0	0	0	0.15	0.13	0.23
127	0.55	0	0	0.0011	0	0	0.45	0.002	0	0	0	0.15	0.13	0.23
128	0.21	0	0	0.19	0	0.00085	0.57	0.031	0	0	6	0.23	0.21	0.29
129	2.4e-06	0	0	0.96	0	0.034	0.0016	3.4e-05	0	0	3	0.31	0.21	0.41
130	1	0	0	0	0	0	0.00062	0	0	0	0	0.15	0.13	0.23
131	0	0	0	1	0	0	0.0028	1.1e-05	0	0	3	0.31	0.21	0.41
132	1	0	0	0	0	0	4.9e-05	0	0	0	0	0.15	0.13	0.23
133	0.85	0	0	0.0025	0	0	0.12	0.02	0	0	0	0.15	0.13	0.23
134	0.63	0	0	0.0039	0	0	0.36	0.0072	0	0	0	0.15	0.13	0.23
135	0.87	0	0	0	0	0	0.13	0	0	0	0	0.15	0.13	0.23
136	0.99	0	0	1.6e-06	0	0	0.014	0.00014	0	0	0	0.15	0.13	0.23
137	0.021	0	0	0.073	0	0	0.91	5.7e-06	0	0	6	0.23	0.21	0.29
138	0	0	0	0	0	0	0	0	0	1	9	0.15	0.21	0
139	0.049	0	0	0.52	0	0.0004	0.36	0.07	0	0	3	0.31	0.21	0.41
140	0.9	0	0	3.3e-06	0	0	0.096	0	0	0	0	0.15	0.13	0.23
141	0	0	0	0	0.18	0	0	0	0.82	0	8	0.017	0	0.23
142	0.97	0	0	6.4e-06	0	0	0.025	0.0016	0	0	0	0.15	0.13	0.23
143	0.77	0	0	0.0064	0	6.4e-06	0.2	0.029	0	0	0	0.15	0.13	0.23
144	0	0	0	0	1	0	0	0	1.2e-05	0	4	0	0	0.077
145	1	0	0	0	0	0	0.0011	1.3e-06	0	0	0	0.15	0.13	0.23
146	0.82	0	0	0.00011	0	0	0.18	0.0003	0	0	0	0.15	0.13	0.23
147	0	0	0	0	0.36	0	0	0	0.64	0	8	0.017	0	0.23
148	0.053	0	0	0.57	0	0	0.38	2.9e-05	0	0	3	0.31	0.21	0.41
149	1	0	0	3.7e-05	0	0	0.0048	0	0	0	0	0.15	0.13	0.23
150	0.076	0	0	0.64	0	0.011	0.26	0.014	0	0	3	0.31	0.21	0.41
151	0.45	0	0	0.012	0	0	0.54	0.0011	0	0	6	0.23	0.21	0.29
152	0.82	0	0	7.5e-05	0	0	0.18	0.00043	0	0	0	0.15	0.13	0.23
153	1	0	0	0	0	0	0.00026	0	0	0	0	0.15	0.13	0.23
154	1	0	0	0	0	0	0.0019	0	0	0	0	0.15	0.13	0.23
155	0.26	0	0	0.11	0	0.0001	0.62	0.0083	0	0	6	0.23	0.21	0.29
156	1	0	0	0	0	0	0.00057	0	0	0	0	0.15	0.13	0.23
157	0.99	0	0	0	0	0	0.0062	4.4e-05	0	0	0	0.15	0.13	0.23
158	0.18	0	7.7e-06	0.36	0	0.0075	0.42	0.032	0	0	6	0.23	0.21	0.29
159	0.96	0.003	0.00049	7.3e-05	0	1.5e-05	0.039	6.9e-05	0	0	0	0.15	0.13	0.23
160	0.68	0.0013	0.029	0.1	0	0.017	0.17	0.0041	0	0	0	0.15	0.13	0.23
161	0.3	2e-06	0.076	0.42	0	0.16	0.049	0.00013	0	0	3	0.31	0.21	0.41
162	0.41	0.031	0.015	0.039	0	0.011	0.49	0.0016	0	0	6	0.23	0.21	0.29
163	1	0	0	9.6e-05	0	4.5e-05	0	0	0	0	0	0.15	0.13	0.23
164	0.68	0	0	0.22	0	5.7e-06	0.0077	0.09	0	0	0	0.15	0.13	0.23
165	0	0	0	0	1	0	0	0	0	0	4	0	0	0.077
166	1	0	0	0	0	0	0.00022	0	0	0	0	0.15	0.13	0.23
167	0.082	0	0	0.0011	0	0.0032	0.9	0.017	0	0	6	0.23	0.21	0.29
168	0.00089	0	2.8e-05	0.36	0	0.14	0.41	0.095	0	0	6	0.23	0.21	0.29
169	0.1	0	0	0.037	0	0.00065	0.78	0.077	0	0	6	0.23	0.21	0.29
170	1	0	0	0	0	0	0.0045	0	0	0	0	0.15	0.13	0.23
171	1	0	0	0	0	0	0	0	0	0	0	0.15	0.13	0.23
172	1	0	0	0	0	0	9.8e-06	0	0	0	0	0.15	0.13	0.23
173	0	0	0	0	1	0	0	0	0	0	4	0	0	0.077
174	0.00031	0	4.8e-05	0.016	0	0.008	0.58	0.39	0	0	6	0.23	0.21	0.29
175	0	0	0	0	0	0	0	0	0	1	9	0.15	0.21	0
176	0.64	0	0	0.018	0	0.0063	0.33	0.006	0	0	0	0.15	0.13	0.23
177	0	0	0	0	0	0	0	0	1	0	8	0.017	0	0.23
178	0	0	0	0	1	0	0	0	0	0	4	0	0	0.077
179	0.4	0	0	0.012	0	0	0.58	0.0045	0	0	6	0.23	0.21	0.29
180	0.093	0	0	0.17	0	0	0.74	2.3e-05	0	0	6	0.23	0.21	0.29
181	1	0	0	0	0	0	0.00029	0	0	0	0	0.15	0.13	0.23
182	0.087	0	0	0.00083	0	0	0.91	6.1e-05	0	0	6	0.23	0.21	0.29
183	1	0	0	0	0	0	0	0	0	0	0	0.15	0.13	0.23
184	1	0	0	0	0	0	0	0	0	0	0	0.15	0.13	0.23
185	0.00013	0	0	0.059	0	0.028	0.85	0.06	0	0	6	0.23	0.21	0.29
186	0.82	0	0	0.008	0	0.00048	0.17	0.0003	0	0	0	0.15	0.13	0.23
187	7.1e-06	0	0	0	0	3.7e-05	0.95	0.046	0	0	6	0.23	0.21	0.29
188	0.89	0	0	0.023	0	0.0014	0.085	0.0017	0	0	0	0.15	0.13	0.23
189	0.03	0	0	0.0035	0	0.009	0.95	0.011	0	0	6	0.23	0.21	0.29
190	5.8e-05	0	0	0	0	3.5e-05	1	0.00027	0	0	6	0.23	0.21	0.29
191	0	0	0	0.017	0	0.019	0.96	0.001	0	0	6	0.23	0.21	0.29
192	0	0	0	0	0	0	0	0	0	1	9	0.15	0.21	0
193	0.17	0	0.11	0.57	0	4.8e-06	0.016	0.13	0	0	3	0.31	0.21	0.41
194	0.79	0.0083	0.05	0.001	0	0.0011	0.069	0.078	0	0	0	0.15	0.13	0.23
195	0	0	0	0	1	0	0	0	0	0	4	0	0	0.077
196	0.97	1.1e-05	0.013	0.011	0	0.00057	0.007	1.6e-05	0	0	0	0.15	0.13	0.23
197	0.073	0	0.92	6.7e-06	0	0	0	0.0023	0	0	2	0.54	0.46	0.65
198	1	0	0	0	0	0	0	0	0	0	0	0.15	0.13	0.23
199	0.89	0	0	0.038	0	0.00011	0.069	0.00061	0	0	0	0.15	0.13	0.23
200	0.4	0.0028	0.021	0.025	0	0.00049	0.53	0.025	0	0	6	0.23	0.21	0.29
201	0	0	0	0	1	0	0	0	0.00066	0	4	0	0	0.077
202	0.97	0	0.018	0.013	0	0	0	0	0	0	0	0.15	0.13	0.23
203	0.62	3.2e-05	0.022	0.33	0	5.9e-05	0.008	0.021	0	0	0	0.15	0.13	0.23
204	0	0	0	0	1	0	0	0	0	0	4	0	0	0.077
205	0.12	0	0.062	0	0	0	0.81	0.00037	0	0	6	0.23	0.21	0.29
206	0.33	2e-05	0.63	0.00017	0	0	0.011	0.031	0	0	2	0.54	0.46	0.65
207	0.89	0	0	0.038	0	0.038	0.033	9.4e-05	0	0	0	0.15	0.13	0.23
208	1	0	0	0	0	0	0	0	0	0	0	0.15	0.13	0.23
209	1	0	0	0	0	0	0	0	0	0	0	0.15	0.13	0.23
210	0.88	0	0	0	0	0	0.12	0.0015	0	0	0	0.15	0.13	0.23
211	0.51	0	6.2e-05	0.03	0	0.012	0.44	0.0016	0	0	0	0.15	0.13	0.23
212	0	0	0	0	0	0	0	0	0	1	9	0.15	0.21	0
213	1	0	0	0	0	0	0.0026	0.00033	0	0	0	0.15	0.13	0.23
214	0.56	0	0	0.0012	0	0.0072	0.43	0	0	0	0	0.15	0.13	0.23
215	0.99	0	0	1.2e-06	0	0	0.003	0.0023	0	0	0	0.15	0.13	0.23
216	0.58	0	0	0.2	0	0.00097	0.22	0.0014	0	0	0	0.15	0.13	0.23
217	0.73	0	4.1e-05	0.069	0	0.0021	0.17	0.026	0	0	0	0.15	0.13	0.23
218	0.2	0	7.4e-05	0.13	0	0.074	0.59	0.0018	0	0	6	0.23	0.21	0.29
219	0.51	0	0	0.13	0	0.36	0.0019	0	0	0	0	0.15	0.13	0.23
220	0	0	3.1e-05	0.88	0	0.12	0	1.5e-05	0	0	3	0.31	0.21	0.41
221	1	0	0	0	0	0	0.0025	0.0016	0	0	0	0.15	0.13	0.23
222	0.91	0	0	0	0	0	0.082	0.0054	0	0	0	0.15	0.13	0.23
223	0.6	0.091	0.004	0.015	0	0.035	0.25	0.0003	0	0	0	0.15	0.13	0.23
224	0	0	0	0	0	1	0.0004	0	0	0	5	0.31	0.21	0.59
225	0.92	0	0	0.0042	0	4.4e-06	0.053	0.019	0	0	0	0.15	0.13	0.23
226	0.88	0.00022	0.01	0.0077	0	0.0003	0.1	1.5e-06	0	0	0	0.15	0.13	0.23
227	0.33	0.068	0.063	0.071	0	0.029	0.0016	0.44	0	0	7	0.38	0.29	0.29
228	0.99	0	0	0	0	0	0	0	0	0.012	0	0.15	0.13	0.23
229	1	0	0	0	0	0	0	0	0	0.0018	0	0.15	0.13	0.23
230	0.031	0.29	0.029	0.033	0	0.1	0.0014	0.52	0	0	7	0.38	0.29	0.29
231	0.019	0.5	0.0023	0.00021	0	0.0018	9.6e-06	0.48	0	0	1	0.54	0.38	0.83
232	0.95	0.0013	0.0076	2.6e-05	0	1.7e-05	0.015	0.026	0	0	0	0.15	0.13	0.23
233	0.14	0	0.22	0.63	0	0	0	0.016	0	0	3	0.31	0.21	0.41
234	0.95	0.0013	0.04	0.00069	0	7.5e-05	0.0052	0.0016	0	0	0	0.15	0.13	0.23
235	0	0	0	0	1	0	0	0	0	0	4	0	0	0.077
236	0.73	0.012	0.0076	0.0064	0	0.0012	0.24	0.0027	0	0	0	0.15	0.13	0.23
237	0.97	0.0026	0.0046	0.0066	0	0.00067	0.016	0.00017	0	0	0	0.15	0.13	0.23
238	0.99	0	0	0	0.0063	0	0	0	0.0071	0	0	0.15	0.13	0.23
239	0	0	0	0	0	0	0	0	1	0	8	0.017	0	0.23
240	0.54	0	0	0.28	0	0.0047	0.17	3.6e-05	0	0	0	0.15	0.13	0.23
241	0.44	0.0035	0.023	0.11	0	0.016	0.36	0.045	0	0	0	0.15	0.13	0.23
242	0.67	0.069	0.0062	0.038	0	0.2	0.02	0.00013	0	0	0	0.15	0.13	0.23
243	0.015	0.52	0	4.7e-06	0	0.47	0	0	0	0	1	0.54	0.38	0.83
244	0.87	0.079	0.0095	0.0028	0	0.033	0.004	1.9e-06	0	0	0	0.15	0.13	0.23
245	1	2.5e-05	0.00022	0	0	0	0.0013	0	0	0	0	0.15	0.13	0.23
246	9.9e-05	0.004	0.086	0.61	0	0.0022	0.0061	0.29	0	0	3	0.31	0.21	0.41
247	0.4	0.12	3.9e-05	9.4e-05	0	0.48	0.00082	0	0	0	5	0.31	0.21	0.59
248	0.34	0.49	0.048	0.025	0	0.095	0.00014	1.7e-05	0	0	1	0.54	0.38	0.83
249	1e-05	0.27	5.3e-05	0.00023	0	0.012	0	0.72	0	0	7	0.38	0.29	0.29
250	0.84	0.0005	0.036	0.016	0	0.003	0.086	0.016	0	0	0	0.15	0.13	0.23
251	0.015	0.86	0.062	0.0005	0	9.6e-05	0.0019	0.061	0	0	1	0.54	0.38	0.83
252	0.97	0	0	2.1e-05	0	0	0.027	0.0022	0	0	0	0.15	0.13	0.23
253	0.53	0	0	0.075	0	0.0087	0.38	5.8e-05	0	0	0	0.15	0.13	0.23
254	0.84	0	0	0.00084	0	0	0.12	0.038	0	0	0	0.15	0.13	0.23
255	0.85	0	0	0	0	0	0.15	0	0	0	0	0.15	0.13	0.23
256	0.32	0	0	0.67	0	1.7e-05	0.00084	0	0	0	3	0.31	0.21	0.41
257	0.98	0	0	0	0	0	0.021	4.8e-06	0	0	0	0.15	0.13	0.23
258	0.84	0	0	0.029	0	0.00016	0.095	0.032	0	0	0	0.15	0.13	0.23
259	0.95	0	0	0.051	0	0	0.002	1.4e-05	0	0	0	0.15	0.13	0.23
260	0	0	0	0	0	0	0	0	0	1	9	0.15	0.21	0
261	0.39	0	1.2e-05	0.082	0	0.0083	0.52	0.0024	0	0	6	0.23	0.21	0.29
262	0.11	0	0	0	0	0	0.89	0	0	0	6	0.23	0.21	0.29
263	0.84	0	0	0.00023	0	0	0.16	0.0024	0	0	0	0.15	0.13	0.23
264	0.99	0	0	0	0	0	0	0	0.0053	0	0	0.15	0.13	0.23
265	0.59	0	0	8.4e-06	0	0	0.41	1.6e-05	0	0	0	0.15	0.13	0.23
266	0.62	0	0	3.2e-05	0	0	0.38	6.8e-05	0	0	0	0.15	0.13	0.23
267	0.82	0	0	0	0	0	0.18	1.1e-05	0	0	0	0.15	0.13	0.23
268	0.15	0	0	0.43	0	3e-05	0.41	0.0053	0	0	3	0.31	0.21	0.41
269	0.085	0	0	0.21	0	0	0.71	0.00043	0	0	6	0.23	0.21	0.29
270	0.62	0	0	0.02	0	5.6e-05	0.35	0.0058	0	0	0	0.15	0.13	0.23
271	0.52	0	0	0.0014	0	0	0.48	0.0018	0	0	0	0.15	0.13	0.23
272	0.6	0	0	0.0098	0	0	0.38	0.0046	0	0	0	0.15	0.13	0.23
273	0.0036	0	0	0.97	0	3.2e-05	0.02	0.001	0	0	3	0.31	0.21	0.41
274	0.89	0	0	0	0	0	0.11	4.7e-06	0	0	0	0.15	0.13	0.23
275	0.037	0	0	1.8e-06	0	0	0.96	0	0	0	6	0.23	0.21	0.29
276	0	0	0	0	0	0	0	0	0	1	9	0.15	0.21	0
277	0.43	0	0	0.036	0	0	0.53	0.0022	0	0	6	0.23	0.21	0.29
278	0.99	0	0	0	0	0	0.002	0.003	0	0	0	0.15	0.13	0.23
279	0.6	0	2.4e-06	0.31	0	0.057	0.029	0.001	0	0	0	0.15	0.13	0.23
280	0.63	0	0	0.042	0	0.0038	0.33	0.0001	0	0	0	0.15	0.13	0.23
281	0.33	0	2e-05	0.29	0	0.0024	0.35	0.035	0	0	6	0.23	0.21	0.29
282	0.91	4.8e-06	0.00017	0.019	0	0.01	0.059	0.0015	0	0	0	0.15	0.13	0.23
283	0.62	0	0	1.4e-05	0	0.38	0	0	0	0	0	0.15	0.13	0.23
284	0.00025	0	3.4e-06	0.034	0	0.1	0.86	0.004	0	0	6	0.23	0.21	0.29
285	1.2e-06	0	0	0	1	0	0	0	0	0	4	0	0	0.077
286	0.0017	0	0.00017	0.68	0	0.017	0.12	0.18	0	0	3	0.31	0.21	0.41
287	0.99	0	0	1.3e-05	0	0	0.0095	0.00087	0	0	0	0.15	0.13	0.23
288	1	0	0	0	0	0	0	0	0	0	0	0.15	0.13	0.23
289	0.017	0	4.2e-06	0.44	0	0.37	0.17	0.0004	0	0	3	0.31	0.21	0.41
290	0.42	0	0	0.57	0	2.9e-05	0.0076	0.0015	0	0	3	0.31	0.21	0.41
291	0.0025	0	0.0039	0.79	0	0.16	0.045	0.0044	0	0	3	0.31	0.21	0.41
292	0.65	0	0	0.21	0	0.003	0.13	0.0011	0	0	0	0.15	0.13	0.23
293	0.21	0	0	0.013	0	0	0.77	0.00051	0	0	6	0.23	0.21	0.29
294	0.21	0	0	0.53	0	0.26	2.4e-05	4.2e-06	0	0	3	0.31	0.21	0.41
295	0.74	0	2.7e-05	0.058	0	0.0098	0.19	0.0013	0	0	0	0.15	0.13	0.23
296	0.82	0	0	0.015	0	0	0.16	0.0098	0	0	0	0.15	0.13	0.23
297	0.94	0	0	0.049	0	0.015	0	0	0	0	0	0.15	0.13	0.23
298	0.046	0	1.9e-05	0.068	0	0.89	0.00049	0	0	0	5	0.31	0.21	0.59
299	0.0077	0	0	0	0.99	0	0	0	0.0005	0	4	0	0	0.077
300	0.92	0	0	0.00016	0	0	0.075	0.0022	0	0	0	0.15	0.13	0.23
301	0.032	0	0	6.5e-06	0	0	0.97	0	0	0	6	0.23	0.21	0.29
302	0.79	0	0	0.00055	0	0	0.2	0.00021	0	0	0	0.15	0.13	0.23
303	0.45	0	0.00066	0.24	0	0.28	0.019	0.00092	0	0	0	0.15	0.13	0.23
304	0.81	0	0	4.1e-06	0	0	0.19	3.8e-05	0	0	0	0.15	0.13	0.23
305	0.75	0	0	0.03	0	0	0.19	0.031	0	0	0	0.15	0.13	0.23
306	0.095	0	0	0	0.9	0	0	0	0.0026	0	4	0	0	0.077
307	0.11	0	1.1e-05	0.00023	0	0.89	0.00061	0	0	0	5	0.31	0.21	0.59
308	0.82	0	0.00026	0.00026	0	0.061	0.12	0.00028	0	0	0	0.15	0.13	0.23
309	0	0	0	0	0	0	0	0	1	0	8	0.017	0	0.23
