SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0	dcf1	dcf2	dcf3
46	0.081	0	0.22	0.00014	0.22	0.019	0	0.23	0.22	0	7	0.37	0.76	0.74	0.45
47	0.003	0	0.013	0	0.013	0	0	0.96	0.013	0	7	0.37	0.76	0.74	0.45
48	0.0053	0	0.00095	0	0.00095	0.00065	0	0.99	0.00095	0	7	0.37	0.76	0.74	0.45
49	0.053	0	0.046	0	0.046	4.9e-05	0	0.81	0.046	0	7	0.37	0.76	0.74	0.45
50	0	0	0	0	0	0	0	0	0	1	9	0.058	0.17	0	0
51	0	0	0	0	0	1	0	4.8e-06	0	0	5	0.26	0.86	0.66	0.45
52	0.0067	0	0.3	0.00034	0.3	0.0052	0	0.085	0.3	0	4	0.26	0.69	0.66	0.45
53	0.00029	0	0.33	0	0.33	0.0023	0	2.8e-06	0.33	0	4	0.26	0.69	0.66	0.45
54	0	0	0.0012	0	0.0012	1	0	0	0.0012	0	5	0.26	0.86	0.66	0.45
55	0	0	0.33	0	0.33	1.8e-05	0	0	0.33	0	4	0.26	0.69	0.66	0.45
56	0	1	0	0	0	0	0	0	0	0	1	0.029	0.069	0.038	0.1
57	0	0	0	0	0	0	1	0	0	0	6	0.029	0.034	0.19	0
58	0.0011	0	0.33	0	0.33	8.1e-06	0	1.3e-05	0.33	0	4	0.26	0.69	0.66	0.45
59	0.028	0	0.32	5.2e-05	0.32	0.001	0	0.024	0.32	0	4	0.26	0.69	0.66	0.45
60	3.1e-05	0	0.1	0.00017	0.1	0.69	0	4e-05	0.1	0	5	0.26	0.86	0.66	0.45
61	2.8e-05	0	0.15	0.55	0.15	0.0021	0	4.1e-06	0.15	0	3	0.14	0.69	0.66	0.45
62	0.0086	0	0.29	1.5e-05	0.29	0.097	0	0.025	0.29	0	4	0.26	0.69	0.66	0.45
63	0.00041	0	0.25	0.22	0.25	0.018	0	3.6e-05	0.25	0	4	0.26	0.69	0.66	0.45
64	0	0	0.33	0.00012	0.33	0	0	0	0.33	0	4	0.26	0.69	0.66	0.45
65	0.0052	0	0.32	0.0002	0.32	0.02	0	0.00024	0.32	0	4	0.26	0.69	0.66	0.45
66	2.7e-06	0	0.26	4.2e-06	0.26	0.22	0	0	0.26	0	4	0.26	0.69	0.66	0.45
67	0.0022	0	0.21	0.31	0.21	0.045	0	0.0047	0.21	0	3	0.14	0.69	0.66	0.45
68	0.011	0	0.24	0.11	0.24	0.14	0	0.0069	0.24	0	4	0.26	0.69	0.66	0.45
69	0.4	0	0.12	0	0.12	0.0002	0	0.23	0.12	0	0	0.37	0.72	0.66	0.45
70	0.02	0	0.32	0.00015	0.32	0.0081	0	0.0076	0.32	0	4	0.26	0.69	0.66	0.45
71	0.0028	0	0.33	3.4e-05	0.33	0.0064	0	0.0054	0.33	0	4	0.26	0.69	0.66	0.45
72	0.0081	0	0.31	0.043	0.31	0.017	0	0.0015	0.31	0	4	0.26	0.69	0.66	0.45
73	0	0	6.8e-05	1	6.8e-05	0	0	0	6.8e-05	0	3	0.14	0.69	0.66	0.45
74	0.045	0	0.3	0.0089	0.3	0.025	0	0.035	0.3	0	4	0.26	0.69	0.66	0.45
75	3.5e-06	0	0.33	0.0003	0.33	3.3e-05	0	0	0.33	0	4	0.26	0.69	0.66	0.45
76	0	0	0	0	0	0	0	0	0	1	9	0.058	0.17	0	0
77	0.00065	0	0.32	0.029	0.32	0.0024	0	5.2e-05	0.32	0	4	0.26	0.69	0.66	0.45
78	0.067	0	0.23	3.5e-05	0.23	0.058	0	0.19	0.23	0	4	0.26	0.69	0.66	0.45
79	0.0015	0	0.28	0.15	0.28	0.0011	0	0.00013	0.28	0	4	0.26	0.69	0.66	0.45
80	0.019	0	0.31	0.0085	0.31	0.015	0	0.021	0.31	0	4	0.26	0.69	0.66	0.45
81	3.9e-05	0	0.065	0.77	0.065	0.032	0	4.2e-05	0.065	0	3	0.14	0.69	0.66	0.45
82	0.011	0	0.32	9.3e-06	0.32	0.018	0	0.005	0.32	0	4	0.26	0.69	0.66	0.45
83	0.0005	0	0.33	0	0.33	0.00025	0	0.0007	0.33	0	4	0.26	0.69	0.66	0.45
84	0	0	1.9e-05	0	1.9e-05	0	0	1	1.9e-05	0	7	0.37	0.76	0.74	0.45
85	0.00022	0	0.33	0	0.33	0.0058	0	0	0.33	0	4	0.26	0.69	0.66	0.45
86	0	0	0	0	0	0	0	1	0	0	7	0.37	0.76	0.74	0.45
87	0.15	0	0.22	0	0.22	0.015	0	0.18	0.22	0	4	0.26	0.69	0.66	0.45
88	0	0.00016	0	0	0	0	0	0	0	1	9	0.058	0.17	0	0
89	0	1	0	0	0	0	0	0	0	0	1	0.029	0.069	0.038	0.1
90	0.023	0	0.31	0	0.31	0.01	0	0.025	0.31	0	4	0.26	0.69	0.66	0.45
91	0.037	0	0.25	6.9e-05	0.25	0.2	0	0.0018	0.25	0	4	0.26	0.69	0.66	0.45
92	0.022	0	0.32	9.3e-05	0.32	0.0016	0	0.0013	0.32	0	4	0.26	0.69	0.66	0.45
93	0.83	0	0.053	0	0.053	8.9e-05	0	0.016	0.053	0	0	0.37	0.72	0.66	0.45
94	0	0	0	0	0	0	0	0	0	1	9	0.058	0.17	0	0
95	0.4	0	0.2	0	0.2	0.0023	0	0.0038	0.2	0	0	0.37	0.72	0.66	0.45
96	0.37	0	0.16	0	0.16	0.13	0	0.012	0.16	0	0	0.37	0.72	0.66	0.45
97	0.043	0	0.26	0	0.26	0.14	0	0.033	0.26	0	4	0.26	0.69	0.66	0.45
98	0	0	0.0019	0.99	0.0019	0	0	0	0.0019	0	3	0.14	0.69	0.66	0.45
99	0.0096	0	0.33	0	0.33	0.00026	0	0.0014	0.33	0	4	0.26	0.69	0.66	0.45
100	7e-06	0	0.33	0	0.33	0.00014	0	1.4e-06	0.33	0	4	0.26	0.69	0.66	0.45
101	0.00024	0	0.33	0	0.33	0.00025	0	5.2e-05	0.33	0	4	0.26	0.69	0.66	0.45
102	0.23	0	0.24	1.2e-05	0.24	0.013	0	0.054	0.24	0	4	0.26	0.69	0.66	0.45
103	0	0	0.32	0.028	0.32	0	0	0	0.32	0	4	0.26	0.69	0.66	0.45
104	0	0	0.33	0	0.33	0.00037	0	0	0.33	0	4	0.26	0.69	0.66	0.45
105	0.4	0	0.2	0	0.2	0.00037	0	6.3e-06	0.2	0	0	0.37	0.72	0.66	0.45
106	0	0	0.00026	2.3e-05	0.00026	1	0	4.1e-06	0.00026	0	5	0.26	0.86	0.66	0.45
107	0.012	0	0.32	0	0.32	1.9e-05	0	0.033	0.32	0	4	0.26	0.69	0.66	0.45
108	0.87	0	0.03	0	0.03	0.0046	0	0.038	0.03	0	0	0.37	0.72	0.66	0.45
109	0.87	0	0.043	0	0.043	0.00075	0	0.0033	0.043	0	0	0.37	0.72	0.66	0.45
110	0.0006	0	0.32	0.018	0.32	0.0072	0	0.00011	0.32	0	4	0.26	0.69	0.66	0.45
111	0.016	0	0.29	0	0.29	0.087	0	0.036	0.29	0	4	0.26	0.69	0.66	0.45
112	0	0	0	0	0	0	1	0	0	0	6	0.029	0.034	0.19	0
113	0.0011	0	0.33	0	0.33	0.016	0	3.2e-06	0.33	0	4	0.26	0.69	0.66	0.45
114	0	0	0.33	0	0.33	0	0	0	0.33	0	4	0.26	0.69	0.66	0.45
115	0.0038	0	0.33	0	0.33	0.00035	0	0.00032	0.33	0	4	0.26	0.69	0.66	0.45
116	0.14	0	0.17	0.0014	0.17	0.14	0	0.22	0.17	0	7	0.37	0.76	0.74	0.45
117	0.54	0	0.089	0	0.089	0.00059	0	0.19	0.089	0	0	0.37	0.72	0.66	0.45
118	0.61	0	0.028	0	0.028	0.00032	0	0.3	0.028	0	0	0.37	0.72	0.66	0.45
119	0.086	0	0.098	0	0.098	0.0013	0	0.62	0.098	0	7	0.37	0.76	0.74	0.45
120	0.21	0	0.078	0	0.078	0.21	0	0.34	0.078	0	7	0.37	0.76	0.74	0.45
121	0.05	0	0.31	0	0.31	0.031	0	1.8e-05	0.31	0	4	0.26	0.69	0.66	0.45
122	0.012	0	0.26	2.3e-05	0.26	0.0013	0	0.21	0.26	0	4	0.26	0.69	0.66	0.45
123	0.0068	0	0.28	1.9e-05	0.28	0.15	0	0.0002	0.28	0	4	0.26	0.69	0.66	0.45
124	0.0077	0	0.31	0.0036	0.31	0.063	0	0.00017	0.31	0	4	0.26	0.69	0.66	0.45
125	0.21	0	0.26	3.5e-05	0.26	0.004	0	0.014	0.26	0	4	0.26	0.69	0.66	0.45
126	0.8	0	0.059	0	0.059	0.014	0	0.011	0.059	0	0	0.37	0.72	0.66	0.45
127	0.11	0	0.29	2.5e-06	0.29	0.0083	0	0.00042	0.29	0	4	0.26	0.69	0.66	0.45
128	0.0085	0	0.29	0	0.29	0.12	0	0.0067	0.29	0	4	0.26	0.69	0.66	0.45
129	0	1	0	0	0	0	0	0	0	0	1	0.029	0.069	0.038	0.1
130	0	0	0.017	0.95	0.017	0	0	0	0.017	0	3	0.14	0.69	0.66	0.45
131	0.15	0	0.091	0	0.091	0.034	0	0.55	0.091	0	7	0.37	0.76	0.74	0.45
132	0.0074	0	0.26	0	0.26	0.19	0	0.0035	0.26	0	4	0.26	0.69	0.66	0.45
133	0.041	0	0.3	0	0.3	0.0057	0	0.04	0.3	0	4	0.26	0.69	0.66	0.45
134	0.041	0	0.29	0.00031	0.29	0.022	0	0.054	0.29	0	4	0.26	0.69	0.66	0.45
135	0	0	0.00082	0	0.00082	1	0	0	0.00082	0	5	0.26	0.86	0.66	0.45
136	0.059	0	0.29	0	0.29	0.014	0	0.062	0.29	0	4	0.26	0.69	0.66	0.45
137	0.0023	0	0.19	0	0.19	0.43	0	0.00034	0.19	0	5	0.26	0.86	0.66	0.45
138	6.1e-06	0	0.33	0	0.33	0	0	0	0.33	0	4	0.26	0.69	0.66	0.45
139	0.0011	0	0.33	0	0.33	0.013	0	0.00032	0.33	0	4	0.26	0.69	0.66	0.45
140	0	0	0	0	0	0	0	0	0	1	9	0.058	0.17	0	0
141	0.0029	0	0.33	0	0.33	0	0	0.00042	0.33	0	4	0.26	0.69	0.66	0.45
142	0.0069	0	0.32	0	0.32	0.034	0	0.0034	0.32	0	4	0.26	0.69	0.66	0.45
143	5.2e-06	0	0.33	0	0.33	0.0066	0	0	0.33	0	4	0.26	0.69	0.66	0.45
144	0.063	0	0.28	0	0.28	0.061	0	0.039	0.28	0	4	0.26	0.69	0.66	0.45
145	0	0	0.0055	0.98	0.0055	0	0	0	0.0055	0	3	0.14	0.69	0.66	0.45
146	0.019	0	0.24	0	0.24	0.067	0	0.2	0.24	0	4	0.26	0.69	0.66	0.45
147	0	0	0	1.7e-06	0	0	1	0	0	0	6	0.029	0.034	0.19	0
148	0.078	0	0.26	0	0.26	0.08	0	0.071	0.26	0	4	0.26	0.69	0.66	0.45
149	0.00042	0	0.33	0	0.33	0.0039	0	0.0002	0.33	0	4	0.26	0.69	0.66	0.45
150	0.0062	0	0.3	0	0.3	0.074	0	0.025	0.3	0	4	0.26	0.69	0.66	0.45
151	0.0079	0	0.33	0	0.33	2e-05	0	0.0005	0.33	0	4	0.26	0.69	0.66	0.45
152	0	1	0	0	0	0	0	0	0	0	1	0.029	0.069	0.038	0.1
153	0	1	0	0	0	0	0	0	0	0	1	0.029	0.069	0.038	0.1
154	0	0	0	0	0	0	1	0	0	0	6	0.029	0.034	0.19	0
155	0	0	0	0	0	0	1	0	0	0	6	0.029	0.034	0.19	0
156	0	1	0	0	0	0	0	0	0	0	1	0.029	0.069	0.038	0.1
157	0.24	0	0.24	0	0.24	0.0049	0	0.03	0.24	0	4	0.26	0.69	0.66	0.45
158	0.087	0	0.27	0	0.27	0.093	0	0.013	0.27	0	4	0.26	0.69	0.66	0.45
159	0	1	0	0	0	0	0	0	0	0	1	0.029	0.069	0.038	0.1
160	0	0	0.32	0.039	0.32	0	0	0	0.32	0	4	0.26	0.69	0.66	0.45
161	0.0003	0	0.33	0	0.33	0.00023	0	1.9e-05	0.33	0	4	0.26	0.69	0.66	0.45
162	0	0	0.33	0.0007	0.33	0	0	0	0.33	0	4	0.26	0.69	0.66	0.45
163	0.016	0	0.32	0	0.32	0.008	0	0.014	0.32	0	4	0.26	0.69	0.66	0.45
164	0.024	0	0.27	0	0.27	0.13	0	0.024	0.27	0	4	0.26	0.69	0.66	0.45
165	0.028	0	0.3	0	0.3	0.052	0	0.035	0.3	0	4	0.26	0.69	0.66	0.45
166	0	1	0	0	0	0	0	0	0	0	1	0.029	0.069	0.038	0.1
167	0.0086	0	0.28	0	0.28	0.13	0	0.014	0.28	0	4	0.26	0.69	0.66	0.45
168	0.077	0	0.23	0	0.23	0.043	0	0.19	0.23	0	4	0.26	0.69	0.66	0.45
169	0.019	0	0.13	0	0.13	0.56	0	0.016	0.13	0	5	0.26	0.86	0.66	0.45
170	0	0	0	0	0	0	1	0	0	0	6	0.029	0.034	0.19	0
171	0.018	0	0.32	0	0.32	0.018	0	0.0097	0.32	0	4	0.26	0.69	0.66	0.45
172	0.9	0	0	0	0	0	0	0.00013	0	0.1	0	0.37	0.72	0.66	0.45
173	0.37	0	0.15	0	0.15	0.0002	0	0.19	0.15	0	0	0.37	0.72	0.66	0.45
174	0.012	0	0.33	0	0.33	0.00015	0	0.00094	0.33	0	4	0.26	0.69	0.66	0.45
175	0.8	0	0.0019	0	0.0019	0.011	0	0.19	0.0019	0	0	0.37	0.72	0.66	0.45
176	0	0	0	0	0	0	1	0	0	0	6	0.029	0.034	0.19	0
177	0	0	0.33	0.00053	0.33	0	0	0	0.33	0	4	0.26	0.69	0.66	0.45
178	0	0	0	0	0	0	0	0	0	1	9	0.058	0.17	0	0
179	0.099	0	0.11	1e-05	0.11	0.52	0	0.068	0.11	0	5	0.26	0.86	0.66	0.45
180	0.0023	0	0.25	0.0014	0.25	0.25	0	0.0012	0.25	0	4	0.26	0.69	0.66	0.45
181	0.0071	0	0.16	0.00057	0.16	0.49	0	0.0046	0.16	0	5	0.26	0.86	0.66	0.45
182	0	1	0	0	0	0	0	0	0	0	1	0.029	0.069	0.038	0.1
183	0.28	0	0.047	0	0.047	0.00012	0	0.58	0.047	0	7	0.37	0.76	0.74	0.45
184	0	0	0	0	0	0	1	0	0	0	6	0.029	0.034	0.19	0
185	8.7e-05	0	0.33	0	0.33	0.001	0	4.8e-06	0.33	0	4	0.26	0.69	0.66	0.45
186	0	0	0	1	0	0	0	0	0	0	3	0.14	0.69	0.66	0.45
187	0.00042	0	0.33	0.0006	0.33	0.0088	0	6.7e-06	0.33	0	4	0.26	0.69	0.66	0.45
188	0.016	0	0.3	0.00023	0.3	0.077	0	0.014	0.3	0	4	0.26	0.69	0.66	0.45
189	0	0	0.064	0.81	0.064	3.2e-05	0	0	0.064	0	3	0.14	0.69	0.66	0.45
190	0.088	0	5.3e-06	0	5.3e-06	0	0	0.91	5.3e-06	0	7	0.37	0.76	0.74	0.45
191	0	0	0	0	0	0	0	1	0	0	7	0.37	0.76	0.74	0.45
192	0	1	0	0	0	0	0	0	0	0	1	0.029	0.069	0.038	0.1
193	0.067	0	0.2	1.3e-05	0.2	0.0013	0	0.32	0.2	0	7	0.37	0.76	0.74	0.45
194	0.072	0	0.041	1.2e-06	0.041	0.011	0	0.79	0.041	0	7	0.37	0.76	0.74	0.45
195	0.0037	0	0.32	0	0.32	0.0047	0	0.017	0.32	0	4	0.26	0.69	0.66	0.45
196	0.08	0	0.21	0	0.21	0.1	0	0.19	0.21	0	4	0.26	0.69	0.66	0.45
197	0.038	0	0.3	0.001	0.3	0.03	0	0.019	0.3	0	4	0.26	0.69	0.66	0.45
198	0.13	0	0.23	0.00053	0.23	0.055	0	0.13	0.23	0	4	0.26	0.69	0.66	0.45
199	0.042	0	0.25	0	0.25	0.22	0	0.0016	0.25	0	4	0.26	0.69	0.66	0.45
200	0.047	0	0.31	0	0.31	0.014	0	5.3e-05	0.31	0	4	0.26	0.69	0.66	0.45
201	0.00054	0	0.18	0.46	0.18	3.7e-05	0	3.2e-05	0.18	0	3	0.14	0.69	0.66	0.45
202	0.064	0	0.23	0.0014	0.23	0.0064	0	0.22	0.23	0	4	0.26	0.69	0.66	0.45
203	0	0	0.013	0.96	0.013	1.9e-05	0	0	0.013	0	3	0.14	0.69	0.66	0.45
204	0.0014	0	0.31	0	0.31	0.074	0	0.00027	0.31	0	4	0.26	0.69	0.66	0.45
205	0.033	0	0.32	0	0.32	0.0014	0	0.004	0.32	0	4	0.26	0.69	0.66	0.45
206	0	0	0.33	0	0.33	0	0	0	0.33	0	4	0.26	0.69	0.66	0.45
207	5e-05	0	0.33	0	0.33	0.00022	0	1.5e-06	0.33	0	4	0.26	0.69	0.66	0.45
208	0	0	0.33	0.024	0.33	0	0	0	0.33	0	4	0.26	0.69	0.66	0.45
209	0.0004	0	0.33	0	0.33	0.00034	0	2.9e-05	0.33	0	4	0.26	0.69	0.66	0.45
210	0.037	0	0.28	0	0.28	0.1	0	0.014	0.28	0	4	0.26	0.69	0.66	0.45
211	0	3.1e-05	0	0	0	0	1	0.00063	0	0	6	0.029	0.034	0.19	0
212	0.01	0	0.17	0	0.17	0.48	0	0.00032	0.17	0	5	0.26	0.86	0.66	0.45
213	0.011	0	0.046	0	0.046	0.85	0	0.0034	0.046	0	5	0.26	0.86	0.66	0.45
214	0.085	0	0.25	0	0.25	0.0014	0	0.16	0.25	0	4	0.26	0.69	0.66	0.45
215	0.0036	0	0.33	0	0.33	0.0019	0	0.00085	0.33	0	4	0.26	0.69	0.66	0.45
216	0.0074	0	0.31	0	0.31	0.049	0	0.0011	0.31	0	4	0.26	0.69	0.66	0.45
217	0.013	0	0.33	0	0.33	0	0	0.00018	0.33	0	4	0.26	0.69	0.66	0.45
218	0	0	0.31	0.057	0.31	0	0	0	0.31	0	4	0.26	0.69	0.66	0.45
219	0.0047	0	0.33	0	0.33	0.0093	0	0.00083	0.33	0	4	0.26	0.69	0.66	0.45
220	0.19	0	0.11	0	0.11	0.00019	0	0.47	0.11	0	7	0.37	0.76	0.74	0.45
221	0	0	0	0	0	0	1	0	0	0	6	0.029	0.034	0.19	0
222	0	1	0	0	0	0	0	0	0	0	1	0.029	0.069	0.038	0.1
223	0	0	0	0	0	0	1	0	0	0	6	0.029	0.034	0.19	0
224	0.00016	0	0	0	0	1	0	3.3e-05	0	0	5	0.26	0.86	0.66	0.45
225	0.019	0	0.31	0	0.31	0.048	0	0.0075	0.31	0	4	0.26	0.69	0.66	0.45
226	0.25	0	0.0048	0	0.0048	0.73	0	0.0021	0.0048	0	5	0.26	0.86	0.66	0.45
227	0	0	0	0	0	0	0	0	0	1	9	0.058	0.17	0	0
228	0.8	0	0.00064	0	0.00064	0.16	0	0.037	0.00064	0	0	0.37	0.72	0.66	0.45
229	0.29	0	0.0019	0	0.0019	0.25	0	0.45	0.0019	0	7	0.37	0.76	0.74	0.45
230	0.84	0	0.0025	0	0.0025	0.016	0	0.13	0.0025	0	0	0.37	0.72	0.66	0.45
231	1.1e-05	0	0.33	0	0.33	0	0	0	0.33	0	4	0.26	0.69	0.66	0.45
232	0	1	0	0	0	0	0	0	0	0	1	0.029	0.069	0.038	0.1
233	0	0	0.33	0	0.33	3.3e-05	0	0	0.33	0	4	0.26	0.69	0.66	0.45
234	0	0	0.33	0	0.33	0	0	0	0.33	0	4	0.26	0.69	0.66	0.45
235	0.0021	0	0.33	0	0.33	0.011	0	1.3e-05	0.33	0	4	0.26	0.69	0.66	0.45
236	0.1	0	0.11	0	0.11	0.54	0	0.022	0.11	0	5	0.26	0.86	0.66	0.45
237	0	1	0	0	0	0	0	0	0	0	1	0.029	0.069	0.038	0.1
238	0.00039	0	0.33	0.0016	0.33	0.009	0	0.00042	0.33	0	4	0.26	0.69	0.66	0.45
239	0.0012	0	0.33	0	0.33	0.015	0	0.002	0.33	0	4	0.26	0.69	0.66	0.45
240	0.0011	0	0.3	0.095	0.3	0.016	0	0.00044	0.3	0	4	0.26	0.69	0.66	0.45
241	0.006	0	0.33	0	0.33	0.00032	0	0.0019	0.33	0	4	0.26	0.69	0.66	0.45
242	0.00021	0	0.33	0.01	0.33	0.0026	0	5.4e-06	0.33	0	4	0.26	0.69	0.66	0.45
243	4.1e-05	0	0.23	0.31	0.23	1.4e-05	0	0	0.23	0	3	0.14	0.69	0.66	0.45
244	0.00092	0	0.3	0.021	0.3	0.067	0	0.0038	0.3	0	4	0.26	0.69	0.66	0.45
245	0.0078	0	0.32	0	0.32	0.021	0	0.0039	0.32	0	4	0.26	0.69	0.66	0.45
246	0.00061	0	0.25	0.24	0.25	0.002	0	0.00014	0.25	0	4	0.26	0.69	0.66	0.45
247	0.00021	0	0.32	0	0.32	0.036	0	4.7e-05	0.32	0	4	0.26	0.69	0.66	0.45
248	0.028	0	0.31	0	0.31	0.032	0	0.014	0.31	0	4	0.26	0.69	0.66	0.45
249	0.19	0	0.2	0	0.2	0.027	0	0.18	0.2	0	4	0.26	0.69	0.66	0.45
250	0	0	0.23	0.32	0.23	0	0	0	0.23	0	3	0.14	0.69	0.66	0.45
251	0.031	0	0.3	0	0.3	0.038	0	0.023	0.3	0	4	0.26	0.69	0.66	0.45
252	0	0	0.31	0.078	0.31	0	0	0	0.31	0	4	0.26	0.69	0.66	0.45
253	0	0	0.29	0.14	0.29	0	0	0	0.29	0	4	0.26	0.69	0.66	0.45
254	0	0	0.33	0	0.33	0.0003	0	0	0.33	0	4	0.26	0.69	0.66	0.45
255	0	1	0	0	0	0	0	0	0	0	1	0.029	0.069	0.038	0.1
256	0.12	0	0.2	0	0.2	0.096	0	0.19	0.2	0	4	0.26	0.69	0.66	0.45
257	0	0	0.33	0	0.33	0	0	0	0.33	0	4	0.26	0.69	0.66	0.45
258	0	1	0	0	0	0	0	0	0	0	1	0.029	0.069	0.038	0.1
259	0.0032	0	0.31	0	0.31	0.069	0	0.0081	0.31	0	4	0.26	0.69	0.66	0.45
260	0	1	0	0	0	0	0	0	0	0	1	0.029	0.069	0.038	0.1
261	0.012	0	0.021	0	0.021	0.86	0	0.059	0.021	0	5	0.26	0.86	0.66	0.45
262	0	0	0	0	0	0	1	0	0	0	6	0.029	0.034	0.19	0
263	0.0032	0	0.33	0	0.33	0.0024	0	0.0054	0.33	0	4	0.26	0.69	0.66	0.45
264	0.00071	0	0.33	0	0.33	0.00078	0	0.00066	0.33	0	4	0.26	0.69	0.66	0.45
265	1.4e-05	0	0.33	0	0.33	3.2e-05	0	6.4e-05	0.33	0	4	0.26	0.69	0.66	0.45
266	0.0001	0	0.033	0	0.033	0.9	0	0.0019	0.033	0	5	0.26	0.86	0.66	0.45
267	0.0051	0	0.039	0	0.039	0.86	0	0.02	0.039	0	5	0.26	0.86	0.66	0.45
