SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster	dcf0	dcf1	dcf2	dcf3	dcf4
148	0.85	0.15	0.0067	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
149	0.85	0.15	2.4e-05	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
150	0.85	0.15	0.00012	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
151	0	0	0	0	1	0	0	0	4	0.042	0.049	0.05	0.049	0.054
152	0.81	0.14	0.046	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
153	0.85	0.15	0.0011	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
154	0.85	0.15	7.5e-05	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
155	0.85	0.15	0.0072	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
156	0	0	0	0	0	0	0	1	7	0.21	0.56	0.4	0.2	0.17
157	0	0	0	0	1	0	0	0	4	0.042	0.049	0.05	0.049	0.054
158	0	0	0	0	0	0	0	1	7	0.21	0.56	0.4	0.2	0.17
159	0.58	0.1	0.32	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
160	0.49	0.086	0.42	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
161	0.84	0.15	0.013	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
162	0.84	0.14	0.019	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
163	0.85	0.15	0.0075	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
164	0.83	0.14	0.021	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
165	0	0	0	0	0	2.2e-05	1	0	6	0.21	0	0	0	0
166	0.85	0.15	0.00039	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
167	0.85	0.15	0.0021	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
168	0.85	0.15	0.0051	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
169	0	0	0	0	0	0	0	1	7	0.21	0.56	0.4	0.2	0.17
170	0.29	0.05	0.66	0	0	0	0	0	2	0.62	0.76	0.45	0.44	0.51
171	0.11	0.02	0.87	0	0	0	0	0	2	0.62	0.76	0.45	0.44	0.51
172	0.81	0.14	0.055	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
173	0.11	0.019	0.87	0	0	0	0	0	2	0.62	0.76	0.45	0.44	0.51
174	0.85	0.15	0	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
175	0.81	0.14	0.047	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
176	0.85	0.15	0.00015	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
177	0.052	0.009	0.94	0	0	0	0	0	2	0.62	0.76	0.45	0.44	0.51
178	0.0051	0.00088	0.99	0	0	0	0	0	2	0.62	0.76	0.45	0.44	0.51
179	0	0	0	0	1	0	0	0	4	0.042	0.049	0.05	0.049	0.054
180	0.85	0.15	2.1e-05	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
181	0	0	0	0	0.0042	1	0	0	5	0.084	0	0.1	0	0
182	0.83	0.14	0.031	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
183	0.85	0.15	7.8e-06	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
184	0.85	0.15	3.1e-06	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
185	0.85	0.15	0.00037	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
186	0.064	0.011	0.93	0	0	0	0	0	2	0.62	0.76	0.45	0.44	0.51
187	0	0	0	0	1	0	0	0	4	0.042	0.049	0.05	0.049	0.054
188	0.84	0.15	0.016	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
189	0.78	0.13	0.09	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
190	0.85	0.15	4.3e-05	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
191	0	0	0	0	1e-05	1	0	0	5	0.084	0	0.1	0	0
192	0.85	0.15	0.0019	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
193	0.85	0.15	1.2e-05	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
194	0	0	0	0	1	0	0	0	4	0.042	0.049	0.05	0.049	0.054
195	0.84	0.15	0.012	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
196	0.85	0.15	0.00015	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
197	0.85	0.15	8.1e-06	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
198	0.85	0.15	0	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
199	0.85	0.15	1.3e-05	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
200	0.85	0.15	0.0037	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
201	0.84	0.15	0.01	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
202	0.85	0.15	0.0053	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
203	0	0	0	0	1	0	0	0	4	0.042	0.049	0.05	0.049	0.054
204	0.83	0.14	0.022	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
205	0.45	0.077	0.48	0	0	0	0	0	2	0.62	0.76	0.45	0.44	0.51
206	0	0	0	0	0.00031	1	0	0	5	0.084	0	0.1	0	0
207	0.85	0.15	0.00081	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
208	0.84	0.15	0.011	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
209	0.85	0.15	6.2e-06	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
