SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster19	cluster	dcf0	dcf1	dcf2	dcf3	dcf4
19	0.26	0.022	0.029	0	0.13	1.6e-06	0	0.26	2.8e-05	0	0	0.13	0	0.015	0	0	0.0089	0	0.13	0.0023	7	0.62	0.56	0.45	0.44	0.51
20	0.27	1.9e-05	0.031	0	0.14	0	0	0.27	0	0	0	0.14	0	0	0	0	8.6e-06	0	0.14	3.1e-05	7	0.62	0.56	0.45	0.44	0.51
21	0.27	0.00039	0.031	0	0.14	1.1e-06	0	0.27	0	0	0	0.14	0	5.4e-05	0	0	0.0013	0	0.14	0.00017	7	0.62	0.56	0.45	0.44	0.51
22	0.27	0.00014	0.031	0	0.14	0	0	0.27	0	0	0	0.14	0	1.4e-05	0	0	0.0029	0	0.14	7.6e-05	7	0.62	0.56	0.45	0.44	0.51
23	0.25	0.036	0.028	0	0.13	4.9e-06	0	0.25	0.016	0	0	0.13	0	0.032	0	0	0.0021	0	0.13	0.0033	7	0.62	0.56	0.45	0.44	0.51
24	0.27	0.00058	0.031	0	0.14	1.1e-06	0	0.27	0	0	0	0.14	0	8.6e-05	0	0	0.00015	0	0.14	0.00023	7	0.62	0.56	0.45	0.44	0.51
25	0.23	0.084	0.026	0	0.12	3.8e-06	0	0.23	0.00075	0	0	0.12	0	0.066	0	0	0.0008	0	0.12	0.0074	7	0.62	0.56	0.45	0.44	0.51
26	0.19	0.13	0.022	0	0.097	0	0	0.19	3.1e-05	0	0	0.098	0	0.16	0	0	0.0042	0	0.097	0.0081	7	0.62	0.56	0.45	0.44	0.51
27	0.27	1.4e-05	0.031	0	0.14	0	0	0.27	0	0	0	0.14	0	0	0	0	0	0	0.14	1.4e-05	7	0.62	0.56	0.45	0.44	0.51
28	0.27	0.00021	0.031	0	0.14	1.3e-06	0	0.27	0	0	0	0.14	0	3.3e-05	0	0	0.00038	0	0.14	9e-05	7	0.62	0.56	0.45	0.44	0.51
29	0.27	0.0088	0.03	0	0.14	1e-06	0	0.27	8.3e-06	0	0	0.14	0	0.0053	0	0	0.0015	0	0.14	0.0012	7	0.62	0.56	0.45	0.44	0.51
30	0.27	0.00012	0.031	0	0.14	0	0	0.27	0	0	0	0.14	0	1.2e-05	0	0	0	0	0.14	6.8e-05	7	0.62	0.56	0.45	0.44	0.51
31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	14	0.042	0	0.1	0.049	0.054
32	0.27	0	0.031	0	0.14	0	0	0.27	0	0	0	0.14	0	0	0	0	0	0	0.14	0	7	0.62	0.56	0.45	0.44	0.51
33	0.27	0.0013	0.031	0	0.14	0	0	0.27	2.7e-05	0	0	0.14	0	0.00064	0	0	0.0028	0	0.14	0.00023	7	0.62	0.56	0.45	0.44	0.51
34	0.26	0.03	0.029	0	0.13	0	0	0.26	0	0	0	0.13	0	0.013	0	0	0.00078	0	0.13	0.0039	7	0.62	0.56	0.45	0.44	0.51
35	0.27	8e-06	0.031	0	0.14	1.3e-06	0	0.27	0	0	0	0.14	0	0	0	0	6.3e-06	0	0.14	1.1e-05	7	0.62	0.56	0.45	0.44	0.51
36	0.27	1.4e-05	0.031	0	0.14	0	0	0.27	0	0	0	0.14	0	0	0	0	4.9e-06	0	0.14	1.5e-05	7	0.62	0.56	0.45	0.44	0.51
37	0.27	3.4e-05	0.031	0	0.14	1.8e-06	0	0.27	1.1e-06	0	0	0.14	0	2.9e-06	0	0	1.8e-06	0	0.14	2.4e-05	7	0.62	0.56	0.45	0.44	0.51
38	0.27	0.00011	0.031	0	0.14	2e-05	0	0.27	0	0	0	0.14	0	3.6e-06	0	0	0.0063	0	0.14	0.00012	7	0.62	0.56	0.45	0.44	0.51
39	0.27	0.0018	0.031	0	0.14	1.5e-06	0	0.27	0	0	0	0.14	0	0.00035	0	0	0.00048	0	0.14	0.00055	7	0.62	0.56	0.45	0.44	0.51
40	0.27	7.3e-06	0.031	0	0.14	0	0	0.27	0	0	0	0.14	0	0	0	0	0.0036	0	0.14	6e-06	7	0.62	0.56	0.45	0.44	0.51
41	0.27	4.1e-06	0.031	0	0.14	0	0	0.27	0	0	0	0.14	0	0	0	0	0	0	0.14	7.8e-06	7	0.62	0.56	0.45	0.44	0.51
42	0.27	4.2e-05	0.031	0	0.14	2e-06	0	0.27	0	0	0	0.14	0	1.8e-06	0	0	0.0012	0	0.14	4.6e-05	7	0.62	0.56	0.45	0.44	0.51
43	0.27	2.2e-05	0.031	0	0.14	1.1e-06	0	0.27	0	0	0	0.14	0	1.7e-06	0	0	8.1e-05	0	0.14	1.7e-05	7	0.62	0.56	0.45	0.44	0.51
44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	0.069	0.56	0.45	0.29	0.11
45	0.27	0.00019	0.031	0	0.14	0	0	0.27	0	0	0	0.14	0	3.2e-05	0	0	0.0019	0	0.14	7.7e-05	7	0.62	0.56	0.45	0.44	0.51
46	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0.44	0	0	0
47	0.26	0.019	0.03	0	0.13	2.9e-06	0	0.26	0.0001	0	0	0.14	0	0.013	0	0	0.0002	0	0.13	0.0022	7	0.62	0.56	0.45	0.44	0.51
48	0.27	0.011	0.03	0	0.14	0	0	0.27	0.00014	0	0	0.14	0	0.0081	0	0	0.0023	0	0.14	0.0011	7	0.62	0.56	0.45	0.44	0.51
49	0.27	0.0046	0.031	0	0.14	0	0	0.27	0	0	0	0.14	0	0.0016	0	0	0.002	0	0.14	0.00089	7	0.62	0.56	0.45	0.44	0.51
50	0.23	0.00035	0.026	0	0.12	0	0	0.23	0	0	0	0.12	0	5.4e-05	0	0	0.16	0	0.12	0.00014	7	0.62	0.56	0.45	0.44	0.51
51	0.27	0.014	0.03	0	0.14	1.2e-06	0	0.27	6.5e-06	0	0	0.14	0	0.0076	0	0	0.0012	0	0.14	0.0019	7	0.62	0.56	0.45	0.44	0.51
52	0.27	0.0017	0.031	0	0.14	0	0	0.27	0	0	0	0.14	0	0.00045	0	0	1.5e-05	0	0.14	0.00042	7	0.62	0.56	0.45	0.44	0.51
53	0.27	6.1e-06	0.031	0	0.14	1.4e-06	0	0.27	0	0	0	0.14	0	0	0	0	1e-05	0	0.14	7.8e-06	7	0.62	0.56	0.45	0.44	0.51
54	0.27	0.00031	0.031	0	0.14	1.7e-06	0	0.27	1e-06	0	0	0.14	0	5e-05	0	0	0.00025	0	0.14	0.00012	7	0.62	0.56	0.45	0.44	0.51
55	0.26	0.00021	0.03	0	0.13	0	0	0.26	0	0	0	0.14	0	2.8e-05	0	0	0.036	0	0.13	0.0001	7	0.62	0.56	0.45	0.44	0.51
56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	14	0.042	0	0.1	0.049	0.054
57	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0.098	0.054
58	0.27	9.2e-05	0.031	0	0.14	1.8e-06	0	0.27	0	0	0	0.14	0	1.1e-05	0	0	0.0017	0	0.14	5.1e-05	7	0.62	0.56	0.45	0.44	0.51
59	0.27	0.0023	0.03	0	0.14	3.1e-06	0	0.27	3.6e-06	0	0	0.14	0	0.00044	0	0	0.012	0	0.14	0.00067	7	0.62	0.56	0.45	0.44	0.51
60	0.27	0.00042	0.031	0	0.14	4.6e-06	0	0.27	3.3e-05	0	0	0.14	0	8.7e-05	0	0	0.0021	0	0.14	0.00014	7	0.62	0.56	0.45	0.44	0.51
61	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0.098	0.054
62	0.27	0.013	0.03	0	0.14	1.8e-06	0	0.27	9.7e-06	0	0	0.14	0	0.0055	0	0	0.00042	0	0.14	0.002	7	0.62	0.56	0.45	0.44	0.51
63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	0.069	0.56	0.45	0.29	0.11
64	0.27	0.0037	0.031	0	0.14	1e-06	0	0.27	9.3e-06	0	0	0.14	0	0.0017	0	0	0.00078	0	0.14	0.00061	7	0.62	0.56	0.45	0.44	0.51
65	0.27	6.6e-06	0.031	0	0.14	0	0	0.27	0	0	0	0.14	0	0	0	0	0.00075	0	0.14	1.1e-05	7	0.62	0.56	0.45	0.44	0.51
66	0.25	0.039	0.028	0	0.12	1.4e-06	0	0.25	0.00014	0	0	0.13	0	0.034	0	0	0.027	0	0.12	0.0036	7	0.62	0.56	0.45	0.44	0.51
67	0.045	0.31	0.0051	0	0.023	0	0	0.045	1.1e-05	0	0	0.023	0	0.51	0	0	0.00045	0	0.023	0.013	13	0.62	0.8	0.45	0.44	0.51
68	0.27	0.0036	0.03	0	0.14	3e-06	0	0.27	4.1e-06	0	0	0.14	0	0.0011	0	0	0.011	0	0.14	0.00079	7	0.62	0.56	0.45	0.44	0.51
69	0.27	2.3e-05	0.031	0	0.14	0	0	0.27	0	0	0	0.14	0	1.2e-06	0	0	6.6e-06	0	0.14	2.4e-05	7	0.62	0.56	0.45	0.44	0.51
70	0.27	0.00023	0.031	0	0.14	1e-06	0	0.27	0	0	0	0.14	0	2.5e-05	0	0	1.7e-06	0	0.14	0.00012	7	0.62	0.56	0.45	0.44	0.51
71	0.27	0.0027	0.031	0	0.14	2.2e-06	0	0.27	0.00031	0	0	0.14	0	0.0013	0	0	0.0019	0	0.14	0.00046	7	0.62	0.56	0.45	0.44	0.51
72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	15	0.21	0	0	0	0
73	0.27	0.0012	0.03	0	0.14	0	0	0.27	0	0	0	0.14	0	0.00026	0	0	0.02	0	0.14	0.00036	7	0.62	0.56	0.45	0.44	0.51
74	0.27	0.0037	0.031	0	0.14	0	0	0.27	0	0	0	0.14	0	0.00063	0	0	1.1e-05	0	0.14	0.0011	7	0.62	0.56	0.45	0.44	0.51
75	0.27	0.0037	0.031	0	0.14	0	0	0.27	0.00015	0	0	0.14	0	0.0013	0	0	0.0068	0	0.14	0.00071	7	0.62	0.56	0.45	0.44	0.51
76	0.27	0	0.031	0	0.14	0	0	0.27	0	0	0	0.14	0	0	0	0	0	0	0.14	0	7	0.62	0.56	0.45	0.44	0.51
77	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0.13	0.049	0.05	0.049	0.11
78	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0.098	0.054
79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	14	0.042	0	0.1	0.049	0.054
80	0.27	0.003	0.031	0	0.14	1.2e-06	0	0.27	0	0	0	0.14	0	0.00064	0	0	0.0003	0	0.14	0.00081	7	0.62	0.56	0.45	0.44	0.51
81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	14	0.042	0	0.1	0.049	0.054
82	0.27	0.0032	0.031	0	0.14	2.6e-06	0	0.27	3.1e-06	0	0	0.14	0	0.0012	0	0	0.0018	0	0.14	0.00064	7	0.62	0.56	0.45	0.44	0.51
83	0.27	0.0073	0.03	0	0.14	1.8e-06	0	0.27	0.00012	0	0	0.14	0	0.004	0	0	0.0013	0	0.14	0.001	7	0.62	0.56	0.45	0.44	0.51
84	0.27	2.6e-05	0.031	0	0.14	1.6e-06	0	0.27	0	0	0	0.14	0	2.2e-06	0	0	0.00058	0	0.14	2e-05	7	0.62	0.56	0.45	0.44	0.51
85	0.27	0.00049	0.031	0	0.14	1.7e-05	0	0.27	0.0014	0	0	0.14	0	0.0001	0	0	0.00028	0	0.14	0.00016	7	0.62	0.56	0.45	0.44	0.51
86	0.27	0.00042	0.031	0	0.14	0	0	0.27	0	0	0	0.14	0	4.3e-05	0	0	0.00041	0	0.14	0.00022	7	0.62	0.56	0.45	0.44	0.51
87	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0.44	0	0	0
88	0.27	8.7e-05	0.031	0	0.14	1.2e-06	0	0.27	0	0	0	0.14	0	1.3e-05	0	0	0.00017	0	0.14	4.2e-05	7	0.62	0.56	0.45	0.44	0.51
89	0.27	0.0007	0.031	0	0.14	0	0	0.27	0	0	0	0.14	0	0.00015	0	0	0.001	0	0.14	0.00022	7	0.62	0.56	0.45	0.44	0.51
90	0.27	2.4e-05	0.031	0	0.14	0	0	0.27	0	0	0	0.14	0	2.2e-06	0	0	0.001	0	0.14	1.8e-05	7	0.62	0.56	0.45	0.44	0.51
91	0.27	0.00042	0.031	0	0.14	0	0	0.27	0	0	0	0.14	0	5.8e-05	0	0	0	0	0.14	0.00018	7	0.62	0.56	0.45	0.44	0.51
92	0.27	0.011	0.03	0	0.14	4e-06	0	0.27	0.00021	0	0	0.14	0	0.0067	0	0	0.0056	0	0.14	0.0014	7	0.62	0.56	0.45	0.44	0.51
93	0.27	0.00017	0.031	0	0.14	0	0	0.27	0	0	0	0.14	0	2.2e-05	0	0	1.1e-05	0	0.14	8.6e-05	7	0.62	0.56	0.45	0.44	0.51
94	0.27	0.00098	0.031	0	0.14	2e-06	0	0.27	0	0	0	0.14	0	0.0002	0	0	0.00023	0	0.14	0.00031	7	0.62	0.56	0.45	0.44	0.51
95	0.27	0.0032	0.03	0	0.14	3.1e-06	0	0.27	0.0041	0	0	0.14	0	0.0016	0	0	0.011	0	0.14	0.00051	7	0.62	0.56	0.45	0.44	0.51
96	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0.44	0	0	0
97	0.27	0.0042	0.031	0	0.14	2.4e-06	0	0.27	4.1e-06	0	0	0.14	0	0.00072	0	0	0.0024	0	0.14	0.0012	7	0.62	0.56	0.45	0.44	0.51
98	0.27	0.00028	0.031	0	0.14	0	0	0.27	0	0	0	0.14	0	3.2e-05	0	0	0.00022	0	0.14	0.00014	7	0.62	0.56	0.45	0.44	0.51
99	0.27	2.6e-06	0.031	0	0.14	1.2e-05	0	0.27	0	0	0	0.14	0	0	0	0	0	0	0.14	8.7e-06	7	0.62	0.56	0.45	0.44	0.51
100	0.18	0.25	0.02	0	0.09	0	0	0.18	0	0	0	0.091	0	0.076	0	0	0	0	0.09	0.034	1	0.62	0.76	0.45	0.44	0.51
101	0.15	0.15	0.017	0	0.079	0	0	0.15	1.9e-06	0	0	0.08	0	0.21	0	0	0.076	0	0.079	0.0074	13	0.62	0.8	0.45	0.44	0.51
102	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0.098	0.054
103	0.27	9.7e-05	0.031	0	0.14	0	0	0.27	0	0	0	0.14	0	1.1e-06	0	0	0	0	0.14	0.00022	7	0.62	0.56	0.45	0.44	0.51
104	0.27	0.0014	0.031	0	0.14	1.7e-06	0	0.27	0	0	0	0.14	0	0.01	0	0	8.5e-05	0	0.14	2.1e-05	7	0.62	0.56	0.45	0.44	0.51
105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	15	0.21	0	0	0	0
106	0.097	0.41	0.011	0	0.049	0	0	0.097	0	0	0	0.05	0	0.2	0	0	2.6e-06	0	0.049	0.038	1	0.62	0.76	0.45	0.44	0.51
107	0.27	0.00037	0.031	0	0.14	1.5e-06	0	0.27	0	0	0	0.14	0	0.00043	0	0	0.0016	0	0.14	0.00014	7	0.62	0.56	0.45	0.44	0.51
108	0.25	0.053	0.028	0	0.13	0	0	0.25	0	0	0	0.13	0	0.023	0	0	9.8e-05	0	0.13	0.0067	7	0.62	0.56	0.45	0.44	0.51
109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	15	0.21	0	0	0	0
110	0.27	0.0017	0.031	0	0.14	2e-06	0	0.27	4.4e-05	0	0	0.14	0	0.00059	0	0	7.7e-05	0	0.14	0.00038	7	0.62	0.56	0.45	0.44	0.51
111	0.27	0	0.031	0	0.14	0	0	0.27	0	0	0	0.14	0	0	0	0	0	0	0.14	0	7	0.62	0.56	0.45	0.44	0.51
112	0.27	0.0028	0.031	0	0.14	1.8e-06	0	0.27	9.2e-06	0	0	0.14	0	0.00075	0	0	0.00024	0	0.14	0.00068	7	0.62	0.56	0.45	0.44	0.51
113	0.27	0.00025	0.031	0	0.14	0	0	0.27	0	0	0	0.14	0	4.7e-05	0	0	3.2e-06	0	0.14	9.2e-05	7	0.62	0.56	0.45	0.44	0.51
114	0.26	0.0096	0.029	0	0.13	3.2e-06	0	0.26	0.038	0	0	0.13	0	0.0047	0	0	0.00056	0	0.13	0.0014	7	0.62	0.56	0.45	0.44	0.51
115	0.26	0.032	0.029	0	0.13	1.2e-06	0	0.26	0.00026	0	0	0.13	0	0.021	0	0	0.00017	0	0.13	0.0035	7	0.62	0.56	0.45	0.44	0.51
116	0.27	0.004	0.031	0	0.14	1.4e-06	0	0.27	5.7e-06	0	0	0.14	0	0.0017	0	0	4.2e-05	0	0.14	0.00071	7	0.62	0.56	0.45	0.44	0.51
117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	0.069	0.56	0.45	0.29	0.11
118	0.27	0.00012	0.031	0	0.14	0	0	0.27	0	0	0	0.14	0	2.1e-05	0	0	0.00034	0	0.14	4.9e-05	7	0.62	0.56	0.45	0.44	0.51
119	0.27	2e-05	0.031	0	0.14	0	0	0.27	0	0	0	0.14	0	1.7e-06	0	0	0.00014	0	0.14	1.5e-05	7	0.62	0.56	0.45	0.44	0.51
120	0.27	0.0048	0.031	0	0.14	6.6e-06	0	0.27	6.6e-05	0	0	0.14	0	0.0016	0	0	0.00033	0	0.14	0.00095	7	0.62	0.56	0.45	0.44	0.51
121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	15	0.21	0	0	0	0
122	0.27	0	0.031	0	0.14	4.1e-06	0	0.27	0	0	0	0.14	0	0	0	0	1.4e-05	0	0.14	8.7e-06	7	0.62	0.56	0.45	0.44	0.51
123	0.27	0.0023	0.031	0	0.14	0	0	0.27	0	0	0	0.14	0	0.00049	0	0	1.7e-06	0	0.14	0.00062	7	0.62	0.56	0.45	0.44	0.51
124	0.27	7.1e-05	0.031	0	0.14	0	0	0.27	0	0	0	0.14	0	1.2e-05	0	0	0.0068	0	0.14	3.2e-05	7	0.62	0.56	0.45	0.44	0.51
125	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0.13	0.049	0.05	0.049	0.11
126	0.00036	5.5e-05	4e-05	0	0.00018	0	0	0.00036	1	0	0	0.00018	0	2.8e-05	0	0	1.6e-06	0	0.00018	6.8e-06	8	0.75	0.61	0.57	0.69	0.51
127	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0.13	0.049	0.05	0.049	0.11
128	0.0034	0.00019	0.00039	0	0.0017	0	0	0.0034	0	0	0	0.0018	0	6.2e-05	0	0	0.99	0	0.0017	3.3e-05	16	0.62	0.56	0.45	0.44	0.73
129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	16	0.62	0.56	0.45	0.44	0.73
130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	15	0.21	0	0	0	0
131	0.27	0.00039	0.031	0	0.14	1.6e-06	0	0.27	6.2e-06	0	0	0.14	0	8.2e-05	0	0	0.00083	0	0.14	0.00013	7	0.62	0.56	0.45	0.44	0.51
132	0.26	0.0073	0.03	0	0.13	1.5e-06	0	0.26	0.024	0	0	0.14	0	0.0052	0	0	0.00053	0	0.13	0.00082	7	0.62	0.56	0.45	0.44	0.51
133	0.27	0.0028	0.031	0	0.14	0	0	0.27	1.4e-06	0	0	0.14	0	0.00083	0	0	0.0007	0	0.14	0.00063	7	0.62	0.56	0.45	0.44	0.51
134	0.061	6.9e-05	0.0069	0	0.031	2.1e-06	0	0.061	0.78	0	0	0.032	0	1.4e-05	0	0	3e-05	0	0.031	2.3e-05	8	0.75	0.61	0.57	0.69	0.51
135	0.27	0.0039	0.031	0	0.14	3.3e-06	0	0.27	0.0016	0	0	0.14	0	0.0015	0	0	0.00027	0	0.14	0.0007	7	0.62	0.56	0.45	0.44	0.51
136	0.27	0.00014	0.031	0	0.14	0	0	0.27	0	0	0	0.14	0	2.8e-05	0	0	0.0011	0	0.14	5e-05	7	0.62	0.56	0.45	0.44	0.51
137	0.27	1.1e-05	0.031	0	0.14	0	0	0.27	3.7e-06	0	0	0.14	0	0	0	0	0	0	0.14	1.1e-05	7	0.62	0.56	0.45	0.44	0.51
138	0.27	0.0025	0.031	0	0.14	1.6e-06	0	0.27	0.00011	0	0	0.14	0	0.00065	0	0	0.00021	0	0.14	0.0006	7	0.62	0.56	0.45	0.44	0.51
139	0.22	0.1	0.024	0	0.11	0	0	0.22	2.7e-05	0	0	0.11	0	0.094	0	0	0.0024	0	0.11	0.0083	7	0.62	0.56	0.45	0.44	0.51
140	0.25	0.035	0.029	0	0.13	1.4e-06	0	0.25	0	0	0	0.13	0	0.022	0	0	0.012	0	0.13	0.004	7	0.62	0.56	0.45	0.44	0.51
141	0.27	6.4e-06	0.031	0	0.14	0	0	0.27	0	0	0	0.14	0	0	0	0	0	0	0.14	1.4e-05	7	0.62	0.56	0.45	0.44	0.51
142	0.059	0.0063	0.0066	0	0.03	0	0	0.059	0.021	0	0	0.03	0	0.0074	0	0	0.75	0	0.03	0.00039	16	0.62	0.56	0.45	0.44	0.73
143	0.27	4e-06	0.031	0	0.14	0	0	0.27	0	0	0	0.14	0	3.8e-05	0	0	2.1e-05	0	0.14	1.5e-06	7	0.62	0.56	0.45	0.44	0.51
144	0.24	0.055	0.027	0	0.12	0	0	0.24	5.6e-05	0	0	0.13	0	0.052	0	0	0.00059	0	0.12	0.0042	7	0.62	0.56	0.45	0.44	0.51
145	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0.098	0.054
146	0.27	1.7e-05	0.031	0	0.14	1.2e-06	0	0.27	0	0	0	0.14	0	1.2e-06	0	0	0	0	0.14	1.4e-05	7	0.62	0.56	0.45	0.44	0.51
147	0.27	0	0.031	0	0.14	0	0	0.27	0	0	0	0.14	0	0	0	0	0	0	0.14	0	7	0.62	0.56	0.45	0.44	0.51
148	0.27	0.0029	0.031	0	0.14	0	0	0.27	0	0	0	0.14	0	0.00092	0	0	2.5e-06	0	0.14	0.00062	7	0.62	0.56	0.45	0.44	0.51
149	0.27	1e-05	0.031	0	0.14	1.6e-06	0	0.27	0	0	0	0.14	0	0	0	0	6.8e-06	0	0.14	1.3e-05	7	0.62	0.56	0.45	0.44	0.51
150	0.27	5.3e-05	0.031	0	0.14	0	0	0.27	0	0	0	0.14	0	3.3e-06	0	0	0.00093	0	0.14	4.5e-05	7	0.62	0.56	0.45	0.44	0.51
151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	14	0.042	0	0.1	0.049	0.054
152	0.26	0.02	0.029	0	0.13	3.4e-06	0	0.26	0.0067	0	0	0.13	0	0.016	0	0	0.0058	0	0.13	0.002	7	0.62	0.56	0.45	0.44	0.51
153	0.27	0.00049	0.031	0	0.14	0	0	0.27	0	0	0	0.14	0	0.00011	0	0	0.0033	0	0.14	0.00015	7	0.62	0.56	0.45	0.44	0.51
154	0.27	3.2e-05	0.031	0	0.14	0	0	0.27	0	0	0	0.14	0	2.5e-06	0	0	1.2e-06	0	0.14	2.6e-05	7	0.62	0.56	0.45	0.44	0.51
155	0.27	0.0031	0.031	0	0.14	0	0	0.27	0	0	0	0.14	0	0.0013	0	0	0.0061	0	0.14	0.00056	7	0.62	0.56	0.45	0.44	0.51
156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	0.069	0.56	0.45	0.29	0.11
157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	14	0.042	0	0.1	0.049	0.054
