SNV	cluster0	cluster1	cluster2	cluster3	cluster	dcf0	dcf1	dcf2	dcf3	dcf4
93	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
94	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
95	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
96	0	0	0	1	3	0.069	0.56	0.45	0.24	0.11
97	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
98	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
99	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
100	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
101	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
102	0	1	0	0	1	0.042	0	0.05	0.049	0.054
103	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
104	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
105	0	8.8e-05	1	0	2	0.17	0.049	0.05	0.049	0.054
106	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
107	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
108	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
109	0	1	0	0	1	0.042	0	0.05	0.049	0.054
110	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
111	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
112	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
113	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
114	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
115	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
116	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
117	0	0	0	1	3	0.069	0.56	0.45	0.24	0.11
118	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
119	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
120	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
121	0	0	1	0	2	0.17	0.049	0.05	0.049	0.054
122	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
123	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
124	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
125	0	0	1	0	2	0.17	0.049	0.05	0.049	0.054
126	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
127	0	0	1	0	2	0.17	0.049	0.05	0.049	0.054
128	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
129	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
130	0	0	1	0	2	0.17	0.049	0.05	0.049	0.054
131	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
132	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
133	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
134	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
135	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
136	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
137	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
138	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
139	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
140	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
141	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
142	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
143	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
144	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
145	0	1	0	0	1	0.042	0	0.05	0.049	0.054
146	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
147	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
148	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
149	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
150	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
151	0	1	0	0	1	0.042	0	0.05	0.049	0.054
152	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
153	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
154	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
155	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
156	0	0	0	1	3	0.069	0.56	0.45	0.24	0.11
157	0	1	0	0	1	0.042	0	0.05	0.049	0.054
158	0	0	1	0	2	0.17	0.049	0.05	0.049	0.054
159	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
160	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
161	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
162	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
163	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
164	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
165	0	0.00025	1	0	2	0.17	0.049	0.05	0.049	0.054
166	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
167	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
168	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
169	0	0	0	1	3	0.069	0.56	0.45	0.24	0.11
170	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
171	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
172	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
173	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
174	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
175	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
176	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
177	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
178	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
179	0	1	0	0	1	0.042	0	0.05	0.049	0.054
180	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
181	0	1	0.00047	0	1	0.042	0	0.05	0.049	0.054
182	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
183	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
184	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
185	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
186	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
187	0	0	1	0	2	0.17	0.049	0.05	0.049	0.054
188	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
189	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
190	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
191	0	8.3e-05	1	0	2	0.17	0.049	0.05	0.049	0.054
192	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
193	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
194	0	0	1	0	2	0.17	0.049	0.05	0.049	0.054
195	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
196	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
197	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
198	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
199	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
200	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
201	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
202	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
203	0	0	1	0	2	0.17	0.049	0.05	0.049	0.054
204	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
205	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
206	0	0.02	0.98	0	2	0.17	0.049	0.05	0.049	0.054
207	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
208	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
209	1	0	0	0	0	0.62	0.56	0.45	0.44	0.51
