SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster	dcf0	dcf1	dcf2	dcf3	dcf4
54	1	0	1e-06	0.00071	0	0.00025	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
55	0.96	0	0	0.0005	0	0.036	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
56	0	0	0	0	1	0	0	0	0	0	0	4	0.042	0	0.1	0.049	0.054
57	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	0.098	0.054
58	1	0	0	0.00021	0	0.0017	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
59	0.98	0	3.6e-06	0.0053	0	0.013	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
60	1	0	3.4e-05	0.00099	0	0.0022	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
61	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	0.098	0.054
62	0.97	0	9.6e-06	0.03	0	0.00042	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
63	0	0	0	0	0	0	0	1	0	0	0	7	0.069	0.56	0.45	0.29	0.11
64	0.99	0	9.3e-06	0.0085	0	0.00079	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
65	1	0	0	1.5e-05	0	0.00077	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
66	0.88	0	0.00014	0.09	0	0.027	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
67	0.18	0	1.3e-05	0.82	0	0.00051	0	0	0	0	0	3	0.62	0.76	0.45	0.44	0.51
68	0.98	0	4.1e-06	0.0084	0	0.011	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
69	1	0	0	5.4e-05	0	6.7e-06	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
70	1	0	0	0.00054	0	1.8e-06	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
71	0.99	0	0.00031	0.0063	0	0.002	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
72	0	0	0	0	0	0	0	0	1	0	0	8	0.21	0	0	0	0
73	0.98	0	0	0.0028	0	0.02	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
74	0.99	0	0	0.0085	0	1.1e-05	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
75	0.98	0	0.00015	0.0086	0	0.0069	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
76	1	0	0	0	0	0	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
77	0	0	0	0	0	0	0	0	0	1	0	9	0.13	0.049	0.05	0.049	0.11
78	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	0.098	0.054
79	0	0	0	0	1	0	0	0	0	0	0	4	0.042	0	0.1	0.049	0.054
80	0.99	0	0	0.0071	0	0.00031	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
81	0	0	0	0	1	0	0	0	0	0	0	4	0.042	0	0.1	0.049	0.054
82	0.99	0	3.1e-06	0.0075	0	0.0018	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
83	0.98	0	0.00012	0.017	0	0.0013	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
84	1	0	0	6.1e-05	0	0.00059	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
85	1	0	0.0014	0.0011	0	0.00029	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
86	1	0	0	0.00098	0	0.00042	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
87	0	0	0	0	0	0	1	0	0	0	0	6	0	0.44	0	0	0
88	1	0	0	0.0002	0	0.00017	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
89	1	0	0	0.0016	0	0.0011	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
90	1	0	0	5.6e-05	0	0.001	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
91	1	0	0	0.00097	0	0	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
92	0.97	0	0.0002	0.026	0	0.0056	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
93	1	0	0	0.0004	0	1.1e-05	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
94	1	0	0	0.0023	0	0.00024	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
95	0.98	0	0.0041	0.0075	0	0.011	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
96	0	0	0	0	0	0	1	0	0	0	0	6	0	0.44	0	0	0
97	0.99	0	4.1e-06	0.0097	0	0.0025	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
98	1	0	0	0.00066	0	0.00022	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
99	1	0	0	6e-06	0	0	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
100	0.53	0	0	0.47	0	0	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
101	0.57	0	1.9e-06	0.35	0	0.078	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
102	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	0.098	0.054
103	1	0	0	0.00023	0	0	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
104	1	0	0	0.0032	0	8.8e-05	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
105	0	0	0	0	0	0	0	0	1	0	0	8	0.21	0	0	0	0
106	0.27	0	0	0.73	0	2.1e-06	0	0	0	0	0	3	0.62	0.76	0.45	0.44	0.51
107	1	0	0	0.00086	0	0.0016	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
108	0.88	0	0	0.12	0	9.6e-05	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
109	0	0	0	0	0	0	0	0	1	0	0	8	0.21	0	0	0	0
110	1	0	4.4e-05	0.004	0	7.9e-05	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
111	1	0	0	0	0	0	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
112	0.99	0	9.3e-06	0.0066	0	0.00025	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
113	1	0	0	0.00057	0	3.3e-06	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
114	0.94	0	0.038	0.022	0	0.00057	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
115	0.93	0	0.00026	0.073	0	0.00017	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
116	0.99	0	5.7e-06	0.0093	0	4.3e-05	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
117	0	0	0	0	0	0	0	1	0	0	0	7	0.069	0.56	0.45	0.29	0.11
118	1	0	0	0.00027	0	0.00035	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
119	1	0	0	4.6e-05	0	0.00015	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
120	0.99	0	6.6e-05	0.011	0	0.00033	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
121	0	0	0	0	0	0	0	0	1	0	0	8	0.21	0	0	0	0
122	1	0	0	2.2e-06	0	1.5e-05	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
123	0.99	0	0	0.0053	0	1.7e-06	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
124	0.99	0	0	0.00017	0	0.007	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
125	0	0	0	0	0	0	0	0	0	1	0	9	0.13	0.049	0.05	0.049	0.11
126	0.0013	0	1	0.00013	0	1.7e-06	0	0	0	0	0	2	0.75	0.61	0.57	0.69	0.51
127	0	0	0	0	0	0	0	0	0	1	0	9	0.13	0.049	0.05	0.049	0.11
128	0.012	0	0	0.00042	0	0.99	0	0	0	0	0	5	0.62	0.56	0.45	0.44	0.73
129	0	0	0	0	0	1	0	0	0	0	0	5	0.62	0.56	0.45	0.44	0.73
130	0	0	0	0	0	0	0	0	1	0	0	8	0.21	0	0	0	0
131	1	0	6.2e-06	0.00092	0	0.00085	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
132	0.96	0	0.024	0.017	0	0.00054	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
133	0.99	0	1.4e-06	0.0065	0	0.00071	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
134	0.22	0	0.78	0.00016	0	3.1e-05	0	0	0	0	0	2	0.75	0.61	0.57	0.69	0.51
135	0.99	0	0.0016	0.0091	0	0.00028	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
136	1	0	0	0.00032	0	0.0011	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
137	1	0	3.7e-06	2.7e-05	0	0	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
138	0.99	0	0.00011	0.0057	0	0.00021	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
139	0.76	0	2.6e-05	0.23	0	0.0024	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
140	0.91	0	0	0.081	0	0.012	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
141	1	0	0	1.5e-05	0	0	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
142	0.21	0	0.02	0.015	0	0.75	0	0	0	0	0	5	0.62	0.56	0.45	0.44	0.73
143	1	0	0	1.1e-05	0	2.1e-05	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
144	0.87	0	5.6e-05	0.13	0	0.0006	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
145	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	0.098	0.054
146	1	0	0	3.9e-05	0	0	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
147	1	0	0	0	0	0	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
148	0.99	0	0	0.0067	0	2.6e-06	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
149	1	0	0	2.4e-05	0	7e-06	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
150	1	0	0	0.00012	0	0.00095	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
151	0	0	0	0	1	0	0	0	0	0	0	4	0.042	0	0.1	0.049	0.054
152	0.94	0	0.0066	0.046	0	0.0059	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
153	1	0	0	0.0011	0	0.0034	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
154	1	0	0	7.5e-05	0	1.3e-06	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
155	0.99	0	0	0.0071	0	0.0062	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
156	0	0	0	0	0	0	0	1	0	0	0	7	0.069	0.56	0.45	0.29	0.11
157	0	0	0	0	1	0	0	0	0	0	0	4	0.042	0	0.1	0.049	0.054
158	0	0	0	0	0	0	0	0	0	1	0	9	0.13	0.049	0.05	0.049	0.11
159	0.67	0	0.0004	0.32	0	0.011	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
160	0.52	0	1.6e-05	0.37	0	0.11	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
161	0.99	0	0	0.013	0	0.00035	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
162	0.98	0	6.7e-06	0.019	0	0.0012	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
163	0.99	0	0	0.0075	0	0.0018	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
164	0.98	0	1.2e-06	0.021	0	0.004	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
165	0	0	0	0	0	0	0	0	1	0	0	8	0.21	0	0	0	0
166	1	0	0	0.00039	0	0	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
167	0.99	0	1e-05	0.0021	0	0.0093	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
168	0.99	0	0.00013	0.0051	0	0.0018	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
169	0	0	0	0	0	0	0	1	0	0	0	7	0.069	0.56	0.45	0.29	0.11
170	0.34	0	0	0.66	0	0	0	0	0	0	0	3	0.62	0.76	0.45	0.44	0.51
171	0.13	0	0	0.87	0	1.7e-05	0	0	0	0	0	3	0.62	0.76	0.45	0.44	0.51
172	0.94	0	0.0086	0.054	0	0.00094	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
173	0.13	0	0	0.87	0	0.0075	0	0	0	0	0	3	0.62	0.76	0.45	0.44	0.51
174	1	0	0	0	0	0	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
175	0.94	0	0.002	0.047	0	0.01	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
176	0.99	0	0	0.00015	0	0.012	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
177	0.061	0	0	0.94	0	0	0	0	0	0	0	3	0.62	0.76	0.45	0.44	0.51
178	0.006	0	0	0.99	0	2.3e-06	0	0	0	0	0	3	0.62	0.76	0.45	0.44	0.51
179	0	0	0	0	1	0	0	0	0	0	0	4	0.042	0	0.1	0.049	0.054
180	1	0	0	2.1e-05	0	0.00054	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
181	0	0	0	0	1	0	0	0	0	6.2e-05	0	4	0.042	0	0.1	0.049	0.054
182	0.97	0	9.6e-06	0.031	0	0.00075	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
183	1	0	0	7.8e-06	0	0	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
184	1	0	0	3.1e-06	0	1.3e-05	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
185	1	0	0	0.00037	0	3.5e-05	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
186	0.065	0	7.8e-05	0.8	0	0.13	0	0	0	0	0	3	0.62	0.76	0.45	0.44	0.51
187	0	0	0	0	0	0	0	0	0	1	0	9	0.13	0.049	0.05	0.049	0.11
188	0.9	0	0	0.015	0	0.088	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
189	0.89	0	0.012	0.088	0	0.0089	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
190	1	0	0	4.3e-05	0	0.00011	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
191	0	0	4.3e-06	0	0.00049	0	0	0	0	1	0	9	0.13	0.049	0.05	0.049	0.11
192	1	0	0.00042	0.0019	0	0.00079	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
193	1	0	0	1.2e-05	0	0.0002	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
194	0	0	0	0	0	0	0	0	0	1	0	9	0.13	0.049	0.05	0.049	0.11
195	0.99	0	0	0.012	0	1.1e-05	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
196	1	0	0	0.00015	0	0.0035	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
197	1	0	0	8.1e-06	0	2.4e-06	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
198	1	0	0	0	0	0	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
199	1	0	0	1.3e-05	0	1.2e-06	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
200	0.99	0	0	0.0037	0	0.002	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
201	0.99	0	6.8e-05	0.01	0	0.00083	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
202	0.99	0	0.0001	0.0053	0	0.00066	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
203	0	0	0	0	0	0	0	0	0	1	0	9	0.13	0.049	0.05	0.049	0.11
204	0.98	0	0	0.022	0	0.0016	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
205	0.51	0	0.027	0.46	0	0.00017	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
206	0	0	0	0	0.0091	0	0	0	0	0.99	0	9	0.13	0.049	0.05	0.049	0.11
207	1	0	0	0.00081	0	7.6e-05	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
208	0.99	0	0.0025	0.011	0	7.9e-05	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
209	1	0	0	6.2e-06	0	2e-06	0	0	0	0	0	0	0.62	0.56	0.45	0.44	0.51
