SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster	dcf0	dcf1	dcf2	dcf3	dcf4	dcf5
98	0.74	0	0	0	0	0.26	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
99	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
100	0	0	0	3.3e-06	0	1	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
101	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
102	1	0	0	0	0	0	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
103	0	0	1	0	0	0	0	0	2	0	0	0.054	0.11	0.093	0
104	0.86	0	0	0	0	0.14	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
105	0.99	0	0	0	0	0.008	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
106	0	0	7.5e-05	1	0	0	0	0	3	0	0	0.054	0	0.047	0
107	0	0	0	0	0	1	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
108	0.011	0	0	0	0	0.99	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
109	0.35	0	0	0	0	0.65	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
110	0	0	0	0.0025	0	1	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
111	0.015	0	0	0	0	0.98	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
112	0	0	0	0	0	0	0	1	7	0	0	0.054	0.16	0.14	0.34
113	0	0	0	0.014	0	0.99	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
114	0	0	0	0	0	0	1	0	6	0.73	0.69	0.054	0	0	0
115	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
116	0.81	0	0	0	0	0.19	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
117	0	0	0	0.0025	0	1	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
118	0.067	0	0	0	0	0.93	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
119	0.0041	0	0	0	0	1	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
120	0.38	0	0	0	0	0.62	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
121	0	0	0	1	0	0	0	0	3	0	0	0.054	0	0.047	0
122	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
123	0.024	0	0	0	0	0.98	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
124	0	1	0	0	0	0	0	0	1	0.03	0.14	0	0	0	0
125	0	1	0	0	0	0	0	0	1	0.03	0.14	0	0	0	0
126	0	0	0	1	0	0	0	0	3	0	0	0.054	0	0.047	0
127	0.96	0	0	0	0	0.041	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
128	0	0	0	0	0	0	1	0	6	0.73	0.69	0.054	0	0	0
129	0	0	0	0	0	0	0	1	7	0	0	0.054	0.16	0.14	0.34
130	0	0	0	1	0	0	0	0	3	0	0	0.054	0	0.047	0
131	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
132	0	0	1	0	1.7e-06	0	0	0	2	0	0	0.054	0.11	0.093	0
133	0.53	0	0	0	0	0.47	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
134	0.82	0	0	0	0	0.18	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
135	0	0	0	1	0	0	0	0	3	0	0	0.054	0	0.047	0
136	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
137	0	0	1	0	0	0	0	0	2	0	0	0.054	0.11	0.093	0
138	0	1	0	0	0	0	0	0	1	0.03	0.14	0	0	0	0
139	0.62	0	0	0	0	0.38	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
140	0.00011	0	0	0	0	1	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
141	0.58	0	0	0	0	0.42	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
142	0.0059	0	0	0	0	0.99	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
143	0.00095	0	0	0	0	1	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
144	0.63	0	0	0	0	0.37	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
145	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
146	0.24	0	0	0	0	0.76	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
147	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
148	1	0	0	0	0	0.00072	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
149	0.54	0	0	0	0	0.46	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
150	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
151	0.00052	0	0	0	0	1	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
152	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
153	1	0	0	0	0	0.0037	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
154	0.00035	0	0	0	0	1	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
155	0	0	0	0	0	0	0	1	7	0	0	0.054	0.16	0.14	0.34
156	0	0	0	1	0	0	0	0	3	0	0	0.054	0	0.047	0
157	0.34	0	0	0	0	0.66	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
158	0.8	0	0	0	0	0.2	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
159	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
160	0.0054	0	0	0	0	0.99	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
161	0.0037	0	0	0	0	1	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
162	0	0	0	1	0	0	0	0	3	0	0	0.054	0	0.047	0
163	0.00017	0	0	0	0	1	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
164	0	0	0	0	0	1	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
165	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
166	0	0	0	1	0	0	0	0	3	0	0	0.054	0	0.047	0
167	0.28	0	0	0	0	0.72	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
168	0.0016	0	0	0	0	1	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
169	0.89	0	0	0	0	0.11	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
170	0	0	0	0	0	1	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
171	0	0	0	0	0	1	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
172	0.065	0	0	0	0	0.94	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
173	0	0	0	0	0	1	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
174	0	0	0	0	0	1	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
175	0	0	0	1	0	0	0	0	3	0	0	0.054	0	0.047	0
176	0	1	0	0	0	0	0	0	1	0.03	0.14	0	0	0	0
177	1	0	0	0	0	0	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
178	0	0	0	0	0	0	0	1	7	0	0	0.054	0.16	0.14	0.34
179	0	0	0	0	0	1	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
180	0	0	0	1	0	0	0	0	3	0	0	0.054	0	0.047	0
181	0	0	0	1	0	0	0	0	3	0	0	0.054	0	0.047	0
182	0	0	0	0	0	1	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
183	0	0	0	1	0	0	0	0	3	0	0	0.054	0	0.047	0
184	0.024	0	0	0	0	0.98	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
185	0	0	0	0	0	1	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
186	0.33	0	0	0	0.33	0.33	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
187	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
188	0.087	0	0	0	0	0.91	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
189	0.094	0	0	0	0	0.91	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
190	8.2e-05	0	0	0	0	1	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
191	0.011	0	0	0	0	0.99	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
192	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
193	0	0	0	0	0	1	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
194	0.6	0	0	0	0	0.4	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
195	0	0	1	0	0	0	0	0	2	0	0	0.054	0.11	0.093	0
196	0	0	1	0	0	0	0	0	2	0	0	0.054	0.11	0.093	0
197	0	1	0	0	0	0	0	0	1	0.03	0.14	0	0	0	0
198	0.01	0	0	0	0	0.99	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
199	0	5.5e-06	0	1	0	0	0	0	3	0	0	0.054	0	0.047	0
200	0	0	0	1	0	0	0	0	3	0	0	0.054	0	0.047	0
201	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
202	0.69	0	0	0	0	0.31	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
203	0	0	1	0	0	0	0	0	2	0	0	0.054	0.11	0.093	0
204	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
205	0.0047	0	0	0	0	1	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
206	0.6	0	0	0	0	0.4	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
207	9.2e-05	0	0	0	0	1	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
208	0.25	0	0	0	0	0.75	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
209	0.19	0	0	0	0	0.81	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
210	0.21	0	0	0	0	0.79	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
211	0	0	0	0	0	0	1	0	6	0.73	0.69	0.054	0	0	0
212	0	1	0	0	0	0	0	0	1	0.03	0.14	0	0	0	0
213	0	0	0	1	0	0	0	0	3	0	0	0.054	0	0.047	0
214	0	0	1	0	0	0	0	0	2	0	0	0.054	0.11	0.093	0
215	0	0	1	0	0	0	0	0	2	0	0	0.054	0.11	0.093	0
216	0	0	0	1	0	0	0	0	3	0	0	0.054	0	0.047	0
217	0.053	0	0	0	0	0.95	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
218	0	2e-06	0	1	0	0	0	0	3	0	0	0.054	0	0.047	0
219	0.06	0	0	0	0	0.94	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
220	0	0	1	0	0	0	0	0	2	0	0	0.054	0.11	0.093	0
221	0.015	0	0	0	0	0.98	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
222	0	0	0	0	0	0	0	1	7	0	0	0.054	0.16	0.14	0.34
223	0	0	0	1	0	0	0	0	3	0	0	0.054	0	0.047	0
224	0.13	0	0	0	0	0.87	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
225	0	0	0	1	0	0	0	0	3	0	0	0.054	0	0.047	0
226	0.31	0	0	0	0	0.69	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
227	0.18	0	0	0	0	0.82	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
228	0	0	0	0	0	0	1	0	6	0.73	0.69	0.054	0	0	0
229	0.0039	0	0	0	0	1	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
230	0.0016	0	0	0	0	1	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
231	0	0	0	1.3e-05	0	0	1	0	6	0.73	0.69	0.054	0	0	0
232	0	0	0	0	0	0	0	1	7	0	0	0.054	0.16	0.14	0.34
233	0	0	0	0.00028	0	1	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
234	0.0039	0	0	0	0	1	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
235	0.58	0	0	0	0	0.42	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
236	0	0	0	0	0	1	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
237	0	0	0	0.0018	0	0	1	0	6	0.73	0.69	0.054	0	0	0
238	0	0	0	3.9e-06	0	0	1	0	6	0.73	0.69	0.054	0	0	0
239	0	0	1	0	0	0	0	0	2	0	0	0.054	0.11	0.093	0
240	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
241	0	0	0	0	0	1	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
242	0	0	0	1.7e-05	0	0	1	0	6	0.73	0.69	0.054	0	0	0
243	0.00035	0	0	0	0	1	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
244	0.12	0	0	0	0	0.88	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
245	0	0	0	0	0	1	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
246	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
247	0	0	0	1.9e-05	0	0	1	0	6	0.73	0.69	0.054	0	0	0
248	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
249	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
250	0	0	0	9.3e-05	0	1	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
251	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
252	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
253	1	0	0	0	0	0	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
254	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
255	0.049	0	0	0	0	0.95	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
256	0.059	0	0	0	0	0.94	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
257	0.25	0	0	0	0	0.75	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
258	0	0	0	0	0	0	0	1	7	0	0	0.054	0.16	0.14	0.34
259	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
260	0	0	0	1	0	0	0	0	3	0	0	0.054	0	0.047	0
261	0	0	0	1	0	0	0	0	3	0	0	0.054	0	0.047	0
262	0	0	0	0	0	0	0	1	7	0	0	0.054	0.16	0.14	0.34
263	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
264	0	0	0	0	0	0	0	1	7	0	0	0.054	0.16	0.14	0.34
265	1	0	0	0	1e-05	0	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
266	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
267	0.0072	0	0	0	0	0.99	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
268	0.67	0	0	0	0	0.33	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
269	0.67	0	0	0	0	0.33	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
270	0.43	0	0	0	0	0.57	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
271	0.26	0	0	0	0	0.74	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
272	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
273	0	0	1	0	0	0	0	0	2	0	0	0.054	0.11	0.093	0
274	0	0	1.9e-05	1	0	0	0	0	3	0	0	0.054	0	0.047	0
275	0.42	0	0	0	0	0.58	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
276	0.94	0	0	0	0	0.06	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
277	0	0	0	0	0	0	1	0	6	0.73	0.69	0.054	0	0	0
278	0	0	1	0	0	0	0	0	2	0	0	0.054	0.11	0.093	0
279	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
280	0	0	0	0	0	1	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
281	0.63	0	0	0	0	0.37	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
282	0	0	1	0	0	0	0	0	2	0	0	0.054	0.11	0.093	0
283	0	0	1	0	0	0	0	0	2	0	0	0.054	0.11	0.093	0
284	1	0.00054	0	0	0	0	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
285	0.88	0	0	0	0.098	0	0	0.018	0	0.76	0.69	0.49	0.56	0.58	0.7
286	0.084	0	0	0	0	0.92	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
287	0	0	0	5.4e-05	0	1	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
288	0	0	1	0	0	0	0	0	2	0	0	0.054	0.11	0.093	0
289	0	0	1	0	0	0	0	0	2	0	0	0.054	0.11	0.093	0
290	0	0	1	0	5.2e-06	0	0	0	2	0	0	0.054	0.11	0.093	0
291	0	0	1	0	0	0	0	0	2	0	0	0.054	0.11	0.093	0
292	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
293	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
294	0	0	1	0	0	0	0	0	2	0	0	0.054	0.11	0.093	0
295	0.026	0	0	0	0	0.97	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
296	0.0017	0	0	0	0	1	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
297	0	0	1	0	0	0	0	0	2	0	0	0.054	0.11	0.093	0
298	0	1	0	0	0	0	0	0	1	0.03	0.14	0	0	0	0
299	0	0	0	0	0	0	1	0	6	0.73	0.69	0.054	0	0	0
300	0.4	0	0	0	0	0.6	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
301	0	0	1	0	0	0	0	0	2	0	0	0.054	0.11	0.093	0
302	0	0	0	0.0063	0	0	0.99	0	6	0.73	0.69	0.054	0	0	0
303	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
304	0.085	0	0	0	0	0.91	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
305	0.98	0	0	0	0	0.021	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
306	0	0	0	0	0	1	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
307	0	1	0	0	0	0	0	0	1	0.03	0.14	0	0	0	0
308	0	0	0	0.00052	0	0	1	0	6	0.73	0.69	0.054	0	0	0
309	3.5e-06	0	0	0	0	1	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
310	0	0	0	0	0	0	0	1	7	0	0	0.054	0.16	0.14	0.34
311	0	0	0	1	0	0	0	0	3	0	0	0.054	0	0.047	0
312	0.0014	0	0	0	0	1	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
313	0	1	0	0	0	0	0	0	1	0.03	0.14	0	0	0	0
314	0	0	0	0.0018	0	0	1	0	6	0.73	0.69	0.054	0	0	0
315	0.52	0	0	0	0	0.48	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
316	0	0	0	1	0	0	0	0	3	0	0	0.054	0	0.047	0
317	0.13	0	0	0	0	0.87	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
