SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster19	cluster	dcf0	dcf1	dcf2	dcf3
92	1	0.00028	0	0	0	0	0	0	0	0	0	0	0	0	0.0046	0	0	0	0	0	0	0.26	0.49	0.18	0.22
93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	0	0	0	0.17
94	0.95	0.0014	0	1e-05	0	0	0	0	9.1e-05	0	0.0029	0	0	0	0.021	0	0	0	0.021	0	0	0.26	0.49	0.18	0.22
95	0.73	0.00076	0	0.00028	0	0	0	0	8.1e-06	0	0.0007	0	0	0	0.023	0	0	0	0.24	0	0	0.26	0.49	0.18	0.22
96	0.43	0.0009	0	6.1e-05	0	0	0	0	0.0016	0	0.007	0	0	0	0.0025	0	0	0	0.56	0	18	0.26	0.49	0.32	0.34
97	0.43	0.00083	0	4.9e-06	0	0	0	0	0.002	0	0.0063	0	0	0	0.06	0	0	0	0.5	0	18	0.26	0.49	0.32	0.34
98	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0.26	0.054	0.02	0
99	1	0.00052	0	0	0	0	0	0	8.6e-06	0	1.8e-05	0	0	0	0	0	0	0	0.0012	0	0	0.26	0.49	0.18	0.22
100	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0.26	0.054	0.02	0
101	1	0.0009	0	0.00043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26	0.49	0.18	0.22
102	0.95	0.0019	0	0.00026	0	0	0	0	0.01	0	0.018	0	0.00021	0	7.8e-05	0	0	0	0.015	0	0	0.26	0.49	0.18	0.22
103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	0	0.49	0	0
104	0.91	0.0014	0	0.026	0	0	0	0	0	0	0.0012	0	0.0001	0	0	0	0	0	0.064	0	0	0.26	0.49	0.18	0.22
105	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0.26	0.054	0.02	0
106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	0	0.49	0	0
107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	0	0.49	0	0
108	0	0	0	0	0	0	0	0	0	0	0	1.2e-05	0	0	0	1	0	0	0	0	15	0.26	0	0	0
109	1	0.00042	0	3.8e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1e-05	0	0	0.26	0.49	0.18	0.22
110	1	1.6e-05	0	5.2e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26	0.49	0.18	0.22
111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0.26	0.49	0.32	0.34
112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0.26	0.49	0.32	0.34
113	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.029	0.16	0.18	0.22
114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0.26	0.49	0.32	0.34
115	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	13	0	0.49	0.18	0.073
116	0	0	0	0	0	0	0	0.0033	0	0	0	0	0	0	0	0	1	0	0	0	16	0	0	0.18	0.024
117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9e-06	0	0	0	1	0	18	0.26	0.49	0.32	0.34
118	0.0065	2.3e-06	0	3.1e-06	0	0	0	0	0	0	1e-06	0	0	0	0	0	0	0	0.99	0	18	0.26	0.49	0.32	0.34
119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0.26	0.49	0.32	0.34
120	0.99	0.0023	0	2.7e-06	0	0	0	0	0.00068	0	0.0083	0	0	0	2.7e-06	0	0	0	0	0	0	0.26	0.49	0.18	0.22
121	0.0012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0.26	0.49	0.32	0.34
122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0.26	0.49	0.32	0.34
123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0.26	0.49	0.32	0.34
124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0.26	0.49	0.32	0.34
125	0	0	0	0	0	0	0.41	0	0	0	0	0.006	0	0	0	0.59	0	0	0	0	15	0.26	0	0	0
126	0.00043	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.029	0.16	0.18	0.22
127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	0	0.49	0	0
128	0.0083	5.6e-06	0	0.079	0	0	0	0	3.1e-06	0	1.7e-05	0	0	0	0.00049	0	0	0	0.91	0	18	0.26	0.49	0.32	0.34
129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0.26	0.49	0.32	0.34
130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0.26	0.49	0.32	0.34
131	1.9e-06	0	0	2.3e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0.26	0.49	0.32	0.34
132	0	0	0	0	0	0	0	0	1	0	0.00054	0	0	0	0	0	0	0	0	0	8	0.26	0.94	0.18	0.22
133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0.26	0.49	0.32	0.34
134	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0.26	0.054	0.02	0
135	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.029	0.16	0.18	0.22
136	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	13	0	0.49	0.18	0.073
137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0.26	0.49	0.32	0.34
138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	0	0	0	0.17
139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0.26	0.49	0.32	0.34
140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	15	0.26	0	0	0
141	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.029	0.16	0.18	0.22
142	0	0	0.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0	0	0	2	0	0	0.18	0.22
143	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.029	0.16	0.18	0.22
144	0	0	0	0	0	0	0	0	1	0	2.9e-05	0	0	0	1.3e-06	0	0	0	0	0	8	0.26	0.94	0.18	0.22
145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	0	0	0	0.17
146	0	0	0	0	0	0	0	0	1	0	7.9e-06	0	0	0	0	0	0	0	0	0	8	0.26	0.94	0.18	0.22
147	0	0	0	0	1	0	0	0	0	0	0	0.00015	0	0	0	0	0	0	0	0	4	0	0.11	0	0
148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	0	0	0	0.17
149	0	0	0	0	0	0	0	0	1	0	4.3e-06	0	0	0	0	0	0	0	0	0	8	0.26	0.94	0.18	0.22
150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	0	0.49	0	0
151	0	0	0	0.0002	0	0	0	0	0	0	0	0	0	0	2.1e-06	0	0	0	1	0	18	0.26	0.49	0.32	0.34
152	0.00031	0	0	0.015	0	0	0	0	0	0	0	0	0	0	3.1e-06	0	0	0	0.98	0	18	0.26	0.49	0.32	0.34
153	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0.26	0.054	0.02	0
154	0	0	0	0	0	0	0	0	1	0	0.00025	0	0	0	0	0	0	0	0	0	8	0.26	0.94	0.18	0.22
155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0.26	0.49	0.32	0.34
156	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.029	0.16	0.18	0.22
157	0	0	0	0	0	0	0	0	1	0	3.6e-06	0	0	0	0	0	0	0	0	0	8	0.26	0.94	0.18	0.22
158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	0	0	0	0.17
159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	0	0.49	0	0
160	0	0	0	0	0	0	0	0	0	0	0	0.00028	0	1	0	0	0	0	0	0	13	0	0.49	0.18	0.073
161	0	0	0	0	0	0	0	0	1	0	0.00011	0	0	0	2e-06	0	0	0	0	0	8	0.26	0.94	0.18	0.22
162	0.19	0.00014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81	0	18	0.26	0.49	0.32	0.34
163	0.02	1.4e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.98	0	18	0.26	0.49	0.32	0.34
164	0	0	0	0	0	1	0	0	0	0	0	0	0	6.3e-05	0	0	0	0	0	0	5	0.029	0.16	0.18	0.22
165	0.82	0.00018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18	0	0	0.26	0.49	0.18	0.22
166	0.92	0.00058	0	6.8e-06	0	0	0	0	0	0	4.8e-05	0	0	0	0	0	0	0	0.079	0	0	0.26	0.49	0.18	0.22
167	0.048	3e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0	18	0.26	0.49	0.32	0.34
168	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.029	0.16	0.18	0.22
169	0.02	1.1e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.98	0	18	0.26	0.49	0.32	0.34
170	0.85	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26	0.49	0.18	0.22
171	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0.26	0.054	0.02	0
172	0.88	0.00056	0	0.1	0	0	0	0	0	0	0.00013	0	5e-05	0	0	0	0	0	0.011	0	0	0.26	0.49	0.18	0.22
173	1	0	0	3.1e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26	0.49	0.18	0.22
174	1	4e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26	0.49	0.18	0.22
175	0	0	0	0	0	0	0.075	0	0	0	0	0.0026	0	0	0	0.92	0	0	0	0	15	0.26	0	0	0
176	0.11	0.00022	0	0	0	0	0	0	0.02	0	0.0001	0	0	0	0.072	0	0	0	0.8	0	18	0.26	0.49	0.32	0.34
177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	0	0.49	0	0
178	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0.1	0
179	0.16	0.0031	0	0	0	0	0	0	0.024	0	0.81	0	0	0	0	0	0	0	0	0	10	0.26	0.72	0.18	0.22
180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	0	0	0	0.17
181	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0.26	0.054	0.02	0
182	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.029	0.16	0.18	0.22
183	1	0.0017	0	0	0	0	0	0	0	0	0.00063	0	0	0	0	0	0	0	0	0	0	0.26	0.49	0.18	0.22
184	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0.26	0.054	0.02	0
185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	0	0	0	0.17
186	0.4	0.00077	0	0.14	0	0	0	0	0.0064	0	0.01	0	0	0	0.0043	0	0	0	0.44	0	18	0.26	0.49	0.32	0.34
187	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	13	0	0.49	0.18	0.073
188	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26	0.49	0.18	0.22
189	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0.26	0.054	0.02	0
190	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	13	0	0.49	0.18	0.073
191	0.9	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26	0.49	0.18	0.22
192	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0.26	0.054	0.02	0
193	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26	0.49	0.18	0.22
194	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.029	0.16	0.18	0.22
195	0.087	0.00015	0	0	0	0	0	0	0	0	2.5e-06	0	0	0	0	0	0	0	0.91	0	18	0.26	0.49	0.32	0.34
196	2.3e-06	0	0	0	0	0	0	0	1	0	0.0024	0	0	0	0.00038	0	0	0	0	0	8	0.26	0.94	0.18	0.22
197	0.026	3.9e-05	0	0.00016	0	0	0	0	0.97	0	0.00025	0	0.00013	0	2.1e-05	0	0	0	0	0	8	0.26	0.94	0.18	0.22
198	0.00013	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00013	0	3	0.53	0.49	0.25	0.22
199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	0	0.49	0	0
200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	16	0	0	0.18	0.024
201	0	0	0	0	0	0	0	0	1	0	0.00056	0	0	0	3.3e-06	0	0	0	0	0	8	0.26	0.94	0.18	0.22
202	0	0	0	0	0	0	0.0005	0	0	0	0	0.00068	0	0	0	1	0	0	0	0	15	0.26	0	0	0
203	0	0	0	0	0	0	0	0	1	0	7.3e-05	0	0	0	1.6e-06	0	0	0	0	0	8	0.26	0.94	0.18	0.22
204	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.53	0.49	0.25	0.22
205	2.4e-06	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.53	0.49	0.25	0.22
206	0	0	0	1	0	0	0	0	0	0	0	0	1.7e-05	0	0	0	0	0	0	0	3	0.53	0.49	0.25	0.22
207	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.53	0.49	0.25	0.22
208	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.029	0.16	0.18	0.22
209	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.53	0.49	0.25	0.22
210	0	0	0	0	0	0	0	0	0.98	0	0.021	0	1.8e-06	0	0	0	0	0	0	0	8	0.26	0.94	0.18	0.22
