SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster19	cluster	dcf0	dcf1
14	0.071	0.11	0.44	0.0029	0.00013	0	0.0029	7.2e-05	0.11	0.11	0.071	0	0	0.071	0	0.0015	0.00016	0	0.0015	0	2	0.42	0.55
15	0.01	0.0026	0.88	0.042	0	0	0.042	0.0011	0.0026	0.0026	0.01	0	0	0.01	0	0	0.00099	0	0	0	2	0.42	0.55
16	0.09	0.21	0.11	1.9e-06	0	0	1.9e-06	0	0.21	0.21	0.09	0	0	0.09	0	0.00022	0	0	0.00022	0	1	0.36	0.44
17	0	0	1	0.0024	0	0	0.0024	1.1e-05	0	0	0	0	0	0	0	0	1.5e-05	0	0	0	2	0.42	0.55
18	0.028	0.3	0.021	0	0.00058	0	0	0	0.3	0.3	0.028	0	0	0.028	0	0.00082	0	0	0.00082	0	1	0.36	0.44
19	0.00083	2.1e-05	0.95	0.026	0	0	0.026	1.8e-05	2.1e-05	2.1e-05	0.00083	0	0	0.00083	0	0	7.2e-06	0	0	0	2	0.42	0.55
20	0.18	0.12	0.11	0	0	2.8e-06	0	0	0.12	0.12	0.18	0	0.0018	0.18	0	0	0	0	0	0	0	0.42	0.45
21	0	0	0.99	0.0051	0	0	0.0051	0.0013	0	0	0	0	0	0	0	0	3.8e-06	0	0	0	2	0.42	0.55
22	0	0	0.93	0.031	0	0	0.031	0.0042	0	0	0	0	0	0	0	0	8e-05	0	0	0	2	0.42	0.55
23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	14	0.089	0
24	0.14	0.035	0.48	2.6e-05	0	0.00011	2.6e-05	0	0.035	0.035	0.14	0	0.0035	0.14	0	6.3e-06	0	0	6.3e-06	0	2	0.42	0.55
25	0.035	0.23	0.00014	0	2.3e-05	0	0	0	0.23	0.23	0.035	0	0	0.035	0	0.1	0	0	0.1	0	1	0.36	0.44
26	0.029	0.059	0.64	0.032	0.00067	0	0.032	0.0057	0.059	0.059	0.029	0	0	0.029	0	0.00026	0.024	0	0.00026	0	2	0.42	0.55
27	0	0	0.99	0.0068	0	0	0.0068	0.00026	0	0	0	0	0	0	0	0	0	0	0	0	2	0.42	0.55
28	0	0	0.98	0.0092	0	0	0.0092	1.3e-05	0	0	0	0	0	0	0	0	1.6e-06	0	0	0	2	0.42	0.55
29	5.5e-05	0	0.97	0.017	0	0	0.017	0	0	0	5.5e-05	0	0	5.5e-05	0	0	0	0	0	0	2	0.42	0.55
30	1.2e-05	0.0006	0	0	0.2	0	0	0	0.0006	0.0006	1.2e-05	0	0	1.2e-05	0	0.4	0	0	0.4	0	15	0.4	0.33
31	0.076	0.12	0.0095	0	0.0044	4.5e-06	0	0	0.12	0.12	0.076	0	0.00027	0.076	0	0.2	0	0	0.2	0	15	0.4	0.33
32	0.003	0.0015	0.98	0.0013	0	0	0.0013	0	0.0015	0.0015	0.003	0	0	0.003	0	0	1e-05	0	0	0	2	0.42	0.55
33	0.055	0.081	0.59	0.00011	0	0	0.00011	0	0.081	0.081	0.055	0	0	0.055	0	4e-06	0	0	4e-06	0	2	0.42	0.55
34	0.055	0.0029	0.79	0.016	0	0	0.016	0.00086	0.0029	0.0029	0.055	0	0	0.055	0	5.2e-06	2.9e-06	0	5.2e-06	0	2	0.42	0.55
35	0.03	0.00041	0.71	0.081	0	3.3e-05	0.081	0.038	0.00041	0.00041	0.03	0	0.00015	0.03	0	1.2e-06	1.9e-05	0	1.2e-06	0	2	0.42	0.55
36	2.7e-05	0.0021	0	0	0.98	0	0	0	0.0021	0.0021	2.7e-05	0	0	2.7e-05	0	0.0046	0	0	0.0046	0	4	0.22	0.33
37	0.031	0.012	0.75	0.056	0	0	0.056	0.01	0.012	0.012	0.031	0	0	0.031	0	5.1e-05	0.0033	0	5.1e-05	0	2	0.42	0.55
38	0.028	0.12	0.54	0.00019	0	0	0.00019	0	0.12	0.12	0.028	0	0	0.028	0	7.3e-06	1.5e-05	0	7.3e-06	0	2	0.42	0.55
39	0.13	0.15	0.17	1.4e-05	0	0	1.4e-05	0	0.15	0.15	0.13	0	0	0.13	0	0.00066	0	0	0.00066	0	2	0.42	0.55
40	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0.044	0.11
41	0.00024	0.011	3e-06	0	0.89	0	0	0	0.011	0.011	0.00024	0	0	0.00024	0	0.04	0	0	0.04	0	4	0.22	0.33
42	0.0069	0.11	1.2e-05	0	0.0011	0	0	0	0.11	0.11	0.0069	0	0	0.0069	0	0.32	0	0	0.32	0	15	0.4	0.33
43	0.0017	0.33	1.6e-05	0	0.009	0	0	0	0.33	0.33	0.0017	0	0	0.0017	0	0.0014	0	0	0.0014	0	1	0.36	0.44
44	0	0	0.94	0.025	0	0	0.025	0.011	0	0	0	0	0	0	0	0	0.00097	0	0	0	2	0.42	0.55
45	0	0	0.39	0.24	0	0	0.24	0.12	0	0	0	0	0	0	0	0	0.00076	0	0	0	2	0.42	0.55
46	0.03	0.067	0.71	0.00031	0	0	0.00031	0	0.067	0.067	0.03	0	0	0.03	0	2.2e-06	8.3e-06	0	2.2e-06	0	2	0.42	0.55
47	0.07	0.2	0.18	1.3e-05	3.9e-06	0	1.3e-05	0	0.2	0.2	0.07	0	0	0.07	0	0.00024	0	0	0.00024	0	1	0.36	0.44
48	0.087	0.06	0.56	0.00049	0	0	0.00049	0	0.06	0.06	0.087	0	0	0.087	0	5.8e-05	0	0	5.8e-05	0	2	0.42	0.55
49	3.7e-06	0.00022	0	0	0.5	0	0	0	0.00022	0.00022	3.7e-06	0.5	0	3.7e-06	0	0.0012	0	0	0.0012	0	4	0.22	0.33
50	0.016	0.027	0.87	0.00087	0	0	0.00087	0	0.027	0.027	0.016	0	0	0.016	0	0	2e-05	0	0	0	2	0.42	0.55
51	0.0075	0.32	0.00022	0	0.0042	0	0	0	0.32	0.32	0.0075	0	0	0.0075	0	0.0025	0	0	0.0025	0	1	0.36	0.44
52	0.069	0.042	0.65	0.00057	0	0.002	0.00057	0	0.042	0.042	0.069	0	0.018	0.069	0	2.1e-05	2.3e-06	0	2.1e-05	0	2	0.42	0.55
53	0.077	0.23	0.055	8.8e-06	0.00066	0	8.8e-06	0	0.23	0.23	0.077	0	0	0.077	0	0.016	0	0	0.016	0	1	0.36	0.44
54	0.045	0.05	0.71	0.00097	0	0	0.00097	0	0.05	0.05	0.045	0	0	0.045	0	1.1e-05	1e-05	0	1.1e-05	0	2	0.42	0.55
55	0.11	0.12	0.29	0.00054	1.2e-05	0	0.00054	2.9e-06	0.12	0.12	0.11	0	0	0.11	0	0.0048	6.7e-06	0	0.0048	0	2	0.42	0.55
56	0.011	0.24	0.026	3.6e-06	0.21	0	3.6e-06	0	0.24	0.24	0.011	0	0	0.011	0	0.0011	0	0	0.0011	0	1	0.36	0.44
57	0.083	0.15	0.19	0.0018	0.01	0	0.0018	0.00023	0.15	0.15	0.083	0	0	0.083	0	0.048	0.00015	0	0.048	0	2	0.42	0.55
58	0.065	0.24	0.059	1.6e-05	0.0022	0	1.6e-05	0	0.24	0.24	0.065	0	0	0.065	0	0.02	0	0	0.02	0	1	0.36	0.44
59	0	0	1	0.0014	0	0	0.0014	2.3e-06	0	0	0	0	0	0	0	0	2.7e-05	0	0	0	2	0.42	0.55
60	0	0	1	6e-06	0	0	6e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.42	0.55
61	0.054	0.099	0.54	0	0	0	0	0	0.099	0.099	0.054	0	0	0.054	0	0	0	0	0	0	2	0.42	0.55
62	0.016	0.31	0.00035	0	3.1e-05	0	0	0	0.31	0.31	0.016	0	0	0.016	0	0.0065	0	0	0.0065	0	1	0.36	0.44
63	0.02	0.31	0.0005	0	0	0	0	0	0.31	0.31	0.02	0	0	0.02	0	6.2e-06	0	0	6.2e-06	0	1	0.36	0.44
64	0.067	0.25	0.053	0	0	8.9e-05	0	0	0.25	0.25	0.067	0	0.0088	0.067	0	2.4e-05	0	0	2.4e-05	0	1	0.36	0.44
65	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0.044	0.11
66	0	0	0.99	0.0028	0	0	0.0028	1.7e-05	0	0	0	0	0	0	0	0	0	0	0	0	2	0.42	0.55
67	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0.044	0.11
68	0.0022	0.034	1.1e-05	0	0.034	0	0	0	0.034	0.034	0.0022	0	0	0.0022	0	0.43	0	0	0.43	0	15	0.4	0.33
69	0	0	0	0	0.00053	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0.044	0.11
70	0.011	0.32	0.0014	0	0.0016	0	0	0	0.32	0.32	0.011	0	0	0.011	0	0.002	0	0	0.002	0	1	0.36	0.44
71	0	0	1	1.4e-05	0	0	1.4e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.42	0.55
72	0.0086	0.13	1.9e-05	0	0.0026	0	0	0	0.13	0.13	0.0086	0	0	0.0086	0	0.29	0	0	0.29	0	15	0.4	0.33
73	0.0082	0.32	0.001	0	0.012	0	0	0	0.32	0.32	0.0082	0	0	0.0082	0	0.0019	0	0	0.0019	0	1	0.36	0.44
74	0.0049	0.29	0.00012	0	0.096	0	0	0	0.29	0.29	0.0049	0	0	0.0049	0	0.013	0	0	0.013	0	1	0.36	0.44
75	0.014	0.048	0.00021	0	0.002	0	0	0	0.048	0.048	0.014	0	0	0.014	0	0.41	0	0	0.41	0	15	0.4	0.33
76	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0.044	0.11
77	0.072	0.026	0.7	0.00045	0	0	0.00045	0	0.026	0.026	0.072	0	0	0.072	0	4.9e-06	0	0	4.9e-06	0	2	0.42	0.55
78	0.051	0.17	0.16	0.00043	0.13	0.0048	0.00043	6.3e-06	0.17	0.17	0.051	0	0.03	0.051	0	0.0076	0.00014	0	0.0076	0	1	0.36	0.44
79	0.038	0.2	0.28	0.00032	0.00099	0	0.00032	0	0.2	0.2	0.038	0	0	0.038	0	0.00041	4.4e-05	0	0.00041	0	2	0.42	0.55
80	0.00036	0.18	0	0	0.079	0	0	0	0.18	0.18	0.00036	0	0	0.00036	0	0.2	0	0	0.2	0	15	0.4	0.33
81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	14	0.089	0
82	4.3e-06	0.015	0	0	0.44	0	0	0	0.015	0.015	4.3e-06	0	0	4.3e-06	0	0.26	0	0	0.26	0	4	0.22	0.33
83	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.42	0.55
84	0.00045	0.33	0	0	0	0	0	0	0.33	0.33	0.00045	0	0	0.00045	0	9.3e-05	0	0	9.3e-05	0	1	0.36	0.44
85	0.042	0.28	0.016	0	0.0032	8.8e-05	0	0	0.28	0.28	0.042	0	0.0048	0.042	0	0.0032	0	0	0.0032	0	1	0.36	0.44
86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	14	0.089	0
87	0.011	0.25	0.0007	0	0.18	4.1e-06	0	0	0.25	0.25	0.011	0	0.00071	0.011	0	0.011	0	0	0.011	0	1	0.36	0.44
88	0.21	0.034	0.25	0.00018	0	2.6e-05	0.00018	0	0.034	0.034	0.21	0	0.0006	0.21	0	0.0021	0	0	0.0021	0	2	0.42	0.55
89	0.035	0.17	0.26	5.3e-06	3.4e-06	0.0078	5.3e-06	0	0.17	0.17	0.035	0	0.11	0.035	0	6.6e-06	0	0	6.6e-06	0	2	0.42	0.55
90	0.13	0.11	0.21	0.0011	0.0062	0.00052	0.0011	0.00013	0.11	0.11	0.13	0	0.0047	0.13	0	0.034	2.3e-05	0	0.034	0	2	0.42	0.55
91	0.00097	0.3	1.6e-06	0	0.096	0	0	0	0.3	0.3	0.00097	0	2e-05	0.00097	0	0.0056	0	0	0.0056	0	1	0.36	0.44
92	0.065	0.25	0.0064	0	0.00037	4.5e-06	0	0	0.25	0.25	0.065	0	0.00058	0.065	0	0.022	0	0	0.022	0	1	0.36	0.44
93	0.15	0.16	0.055	0	0	1.7e-05	0	0	0.16	0.16	0.15	0	0.0014	0.15	0	0.0014	0	0	0.0014	0	1	0.36	0.44
94	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0.044	0.11
95	0.12	0.17	0.042	2e-06	0.00014	3e-05	2e-06	0	0.17	0.17	0.12	0	0.0012	0.12	0	0.036	0	0	0.036	0	1	0.36	0.44
96	0.024	0.0003	0.92	0.005	0	2.3e-05	0.005	8.5e-06	0.0003	0.0003	0.024	0	0.00019	0.024	0	0	0	0	0	0	2	0.42	0.55
97	0.05	0.26	0.044	0	0.0012	0.00034	0	0	0.26	0.26	0.05	0	0.012	0.05	0	0.00091	0	0	0.00091	0	1	0.36	0.44
98	0.0017	7e-05	0.93	0.029	0	0.0012	0.029	2.8e-05	7e-05	7e-05	0.0017	0	0.002	0.0017	0	0	0.00012	0	0	0	2	0.42	0.55
99	0.031	0.12	0.4	2.3e-05	1.3e-06	0.015	2.3e-05	0	0.12	0.12	0.031	0	0.14	0.031	0	3.2e-06	0	0	3.2e-06	0	2	0.42	0.55
100	0.0047	0.11	0.0002	0	0.62	0	0	0	0.11	0.11	0.0047	0	0.00018	0.0047	0	0.017	0	0	0.017	0	4	0.22	0.33
101	0.12	0.13	0.056	2.6e-05	0.0036	5.6e-05	2.6e-05	0	0.13	0.13	0.12	0	0.0013	0.12	0	0.094	0	0	0.094	0	1	0.36	0.44
102	0.21	0.1	7.9e-05	0	0	0	0	0	0.1	0.1	0.21	0	0	0.21	0	0.031	0	0	0.031	0	0	0.42	0.45
103	0.00012	0.28	0	0	0.11	0	0	0	0.28	0.28	0.00012	0	0	0.00012	0	0.025	0	0	0.025	0	1	0.36	0.44
104	0.11	0.15	0.15	0.0003	0.015	0.00056	0.0003	8.4e-06	0.15	0.15	0.11	0	0.0062	0.11	0	0.032	7.1e-06	0	0.032	0	1	0.36	0.44
105	0.098	0.0056	0.67	0.0094	0	8e-05	0.0094	0.00046	0.0056	0.0056	0.098	0	0.00061	0.098	0	8.6e-05	6e-06	0	8.6e-05	0	2	0.42	0.55
106	0.069	0.045	0.59	0.018	0.00032	0.0045	0.018	0.004	0.045	0.045	0.069	0	0.016	0.069	0	0.0013	0.0025	0	0.0013	0	2	0.42	0.55
107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	14	0.089	0
108	0.19	0.14	0.0019	0	0	0	0	0	0.14	0.14	0.19	0	1.1e-05	0.19	0	0.016	0	0	0.016	0	0	0.42	0.45
109	0.15	0.03	0.45	0.0034	1.1e-06	0.0002	0.0034	0.00022	0.03	0.03	0.15	0	0.0018	0.15	0	0.0023	9.1e-06	0	0.0023	0	2	0.42	0.55
110	0.12	0.0042	0.58	0.023	0	3.5e-05	0.023	0.0083	0.0042	0.0042	0.12	0	0.00025	0.12	0	0.00036	1.2e-05	0	0.00036	0	2	0.42	0.55
111	0.1	0.052	0.52	0.0042	1.9e-05	0.0015	0.0042	0.00012	0.052	0.052	0.1	0	0.0086	0.1	0	0.0016	0.00015	0	0.0016	0	2	0.42	0.55
112	0.059	0.2	0.17	0	0	0.00036	0	0	0.2	0.2	0.059	0	0.046	0.059	0	0	0	0	0	0	1	0.36	0.44
113	4e-05	0.0001	0.24	0.00042	0	0.47	0.00042	0	0.0001	0.0001	4e-05	0	0.29	4e-05	0	0	0.0014	0	0	0	5	0.33	0.6
114	0.013	0.0012	0.77	0.084	0	0.0013	0.084	0.012	0.0012	0.0012	0.013	0	0.0028	0.013	0	0	0.0018	0	0	0	2	0.42	0.55
115	0.087	0.062	0.54	1.6e-05	0	0.00076	1.6e-05	0	0.062	0.062	0.087	0	0.017	0.087	0	3.3e-06	0	0	3.3e-06	0	2	0.42	0.55
116	0.092	0.038	0.6	2.9e-05	0	0.00043	2.9e-05	0	0.038	0.038	0.092	0	0.0095	0.092	0	2.2e-06	0	0	2.2e-06	0	2	0.42	0.55
117	0.024	0.0024	0.92	1.4e-06	0	9.8e-05	1.4e-06	0	0.0024	0.0024	0.024	0	0.0042	0.024	0	0	0	0	0	0	2	0.42	0.55
118	0.11	0.065	0.47	0.0025	3.3e-05	0.0014	0.0025	4.7e-05	0.065	0.065	0.11	0	0.009	0.11	0	0.0021	7.2e-05	0	0.0021	0	2	0.42	0.55
119	0.098	0.2	0.07	1.2e-05	0.0053	0.0002	1.2e-05	0	0.2	0.2	0.098	0	0.0047	0.098	0	0.016	0	0	0.016	0	1	0.36	0.44
120	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0.044	0.11
121	0.016	0.00036	0.94	0.0051	0	7.7e-05	0.0051	1.3e-06	0.00036	0.00036	0.016	0	0.0004	0.016	0	0	1.7e-06	0	0	0	2	0.42	0.55
122	0.12	0.16	0.14	3.1e-05	0.00032	0.0003	3.1e-05	0	0.16	0.16	0.12	0	0.0064	0.12	0	0.0036	0	0	0.0036	0	1	0.36	0.44
123	0.21	0.034	0.21	0.0013	4.9e-06	3.5e-05	0.0013	0.00017	0.034	0.034	0.21	0	0.00048	0.21	0	0.033	1.7e-06	0	0.033	0	2	0.42	0.55
124	0.053	0.18	0.0013	0	0.0018	0	0	0	0.18	0.18	0.053	0	7.6e-05	0.053	0	0.14	0	0	0.14	0	1	0.36	0.44
125	0.25	0.059	0.023	0	0	0	0	0	0.059	0.059	0.25	0	5.1e-05	0.25	0	0.024	0	0	0.024	0	0	0.42	0.45
126	0.075	0.091	0.47	0	0	0.00062	0	0	0.091	0.091	0.075	0	0.033	0.075	0	0	0	0	0	0	2	0.42	0.55
127	0.3	0.017	0.046	0	0	0	0	0	0.017	0.017	0.3	0	1.9e-05	0.3	0	0.0022	0	0	0.0022	0	0	0.42	0.45
128	0.24	0.045	0.13	1.9e-05	0	6.9e-06	1.9e-05	0	0.045	0.045	0.24	0	0.00033	0.24	0	0.0027	0	0	0.0027	0	0	0.42	0.45
129	0.088	0.13	0.32	0	0	0.00017	0	0	0.13	0.13	0.088	0	0.024	0.088	0	0	0	0	0	0	2	0.42	0.55
130	1.6e-05	0	1	0.00039	0	0	0.00039	0	0	0	1.6e-05	0	0	1.6e-05	0	0	0	0	0	0	2	0.42	0.55
131	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0.044	0.11
132	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0.044	0.11
133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	14	0.089	0
134	0.21	0.12	0.0095	0	0	0	0	0	0.12	0.12	0.21	0	5.9e-05	0.21	0	0.0013	0	0	0.0013	0	0	0.42	0.45
135	0.079	0.25	0.01	0	2.8e-05	5.2e-06	0	0	0.25	0.25	0.079	0	0.00076	0.079	0	0.006	0	0	0.006	0	1	0.36	0.44
136	0.23	0.02	0.25	0	0	2.3e-06	0	0	0.02	0.02	0.23	0	0.00032	0.23	0	1.8e-06	0	0	1.8e-06	0	2	0.42	0.55
137	0.027	0.0045	0.88	0.011	0	0.0015	0.011	0.00013	0.0045	0.0045	0.027	0	0.006	0.027	0	1.1e-06	5.5e-05	0	1.1e-06	0	2	0.42	0.55
138	0.033	0.27	0.0017	0	0.046	2.2e-06	0	0	0.27	0.27	0.033	0	0.00043	0.033	0	0.028	0	0	0.028	0	1	0.36	0.44
139	0.1	0.022	0.61	0.0036	0	0.00045	0.0036	8.2e-05	0.022	0.022	0.1	0	0.0035	0.1	0	0.0002	9.3e-06	0	0.0002	0	2	0.42	0.55
140	0.13	0.087	0.35	0	0	0.00014	0	0	0.087	0.087	0.13	0	0.0085	0.13	0	1.7e-06	0	0	1.7e-06	0	2	0.42	0.55
141	0.098	0.034	0.58	0.0065	4.7e-06	0.001	0.0065	0.00039	0.034	0.034	0.098	0	0.006	0.098	0	0.00076	9.3e-05	0	0.00076	0	2	0.42	0.55
142	0.056	0.27	0.015	0	8.2e-05	2.8e-05	0	0	0.27	0.27	0.056	0	0.0025	0.056	0	0.002	0	0	0.002	0	1	0.36	0.44
143	0.033	0.015	0.83	0.00028	0	0.0026	0.00028	0	0.015	0.015	0.033	0	0.021	0.033	0	0	0	0	0	0	2	0.42	0.55
144	0.0082	0.001	0.81	0.073	0	0.0029	0.073	0.0043	0.001	0.001	0.0082	0	0.005	0.0082	0	0	0.0027	0	0	0	2	0.42	0.55
145	0.13	0.025	0.53	0.0031	0	0.00025	0.0031	7.5e-05	0.025	0.025	0.13	0	0.0021	0.13	0	0.00072	8.4e-06	0	0.00072	0	2	0.42	0.55
146	0.15	0.18	0.0076	0	0	0	0	0	0.18	0.18	0.15	0	0.00016	0.15	0	2.9e-06	0	0	2.9e-06	0	1	0.36	0.44
147	0.0088	0.00025	0.97	9.3e-05	0	7.4e-05	9.3e-05	0	0.00025	0.00025	0.0088	0	0.001	0.0088	0	0	0	0	0	0	2	0.42	0.55
148	0.0023	0.31	0.0018	0	0.004	0.00049	0	0	0.31	0.31	0.0023	0	0.044	0.0023	0	3.6e-06	0	0	3.6e-06	0	1	0.36	0.44
149	0	0	0	0	0.97	0	0	0	0	0	0	0.026	0	0	0	0	0	0	0	0	4	0.22	0.33
150	0.29	0.031	0.046	0	0	0	0	0	0.031	0.031	0.29	0	4.2e-05	0.29	0	5.6e-06	0	0	5.6e-06	0	0	0.42	0.45
151	0.11	0.055	0.5	0.002	1.5e-05	0.0011	0.002	4.4e-05	0.055	0.055	0.11	0	0.0087	0.11	0	0.00068	1.5e-05	0	0.00068	0	2	0.42	0.55
152	0.18	0.004	0.44	0.00025	0	2.8e-06	0.00025	0	0.004	0.004	0.18	0	8.8e-05	0.18	0	2e-05	0	0	2e-05	0	2	0.42	0.55
153	0.011	0.0033	0.93	0	0	0.00075	0	0	0.0033	0.0033	0.011	0	0.022	0.011	0	0	0	0	0	0	2	0.42	0.55
154	0.045	0.00054	0.86	0.0014	0	1e-05	0.0014	1.5e-06	0.00054	0.00054	0.045	0	0.00016	0.045	0	0	0	0	0	0	2	0.42	0.55
155	0.19	0.12	0.074	0	0	5.8e-06	0	0	0.12	0.12	0.19	0	0.00098	0.19	0	5.7e-05	0	0	5.7e-05	0	0	0.42	0.45
156	0.085	0.012	0.71	5.7e-05	0	0.00011	5.7e-05	0	0.012	0.012	0.085	0	0.0023	0.085	0	0	0	0	0	0	2	0.42	0.55
157	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0.044	0.11
158	0.033	0.28	0.032	0	0.0059	0.00062	0	0	0.28	0.28	0.033	0	0.016	0.033	0	0.0016	0	0	0.0016	0	1	0.36	0.44
159	0.19	0.079	0.2	2.4e-05	0	5.7e-05	2.4e-05	0	0.079	0.079	0.19	0	0.0018	0.19	0	0.001	0	0	0.001	0	2	0.42	0.55
160	0.11	0.0084	0.66	5.6e-06	0	2.2e-05	5.6e-06	0	0.0084	0.0084	0.11	0	0.001	0.11	0	0	0	0	0	0	2	0.42	0.55
161	0.086	0.18	0.045	1.1e-05	0.015	0.00012	1.1e-05	0	0.18	0.18	0.086	0	0.0026	0.086	0	0.067	0	0	0.067	0	1	0.36	0.44
162	0.016	0.0017	0.73	0.096	0	0.0013	0.096	0.012	0.0017	0.0017	0.016	0	0.0025	0.016	0	3e-06	0.0052	0	3e-06	0	2	0.42	0.55
163	0.017	0.002	0.94	0.0001	0	0.00043	0.0001	0	0.002	0.002	0.017	0	0.0052	0.017	0	0	0	0	0	0	2	0.42	0.55
164	0.044	0.15	0.34	8.4e-05	3.9e-05	0.01	8.4e-05	0	0.15	0.15	0.044	0	0.079	0.044	0	8.7e-05	8.6e-06	0	8.7e-05	0	2	0.42	0.55
165	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0.044	0.11
166	0.14	0.12	0.22	3.4e-06	0	0.00014	3.4e-06	0	0.12	0.12	0.14	0	0.0054	0.14	0	0.00011	0	0	0.00011	0	2	0.42	0.55
167	0.082	0.0059	0.74	3.5e-05	0	4.1e-05	3.5e-05	0	0.0059	0.0059	0.082	0	0.0012	0.082	0	0	0	0	0	0	2	0.42	0.55
168	0.087	0.034	0.63	0.0017	0	0.0011	0.0017	9.7e-06	0.034	0.034	0.087	0	0.0086	0.087	0	9.7e-05	7.5e-06	0	9.7e-05	0	2	0.42	0.55
169	0.066	0.092	0.47	0.0033	0.0013	0.0076	0.0033	8.4e-05	0.092	0.092	0.066	0	0.034	0.066	0	0.0012	0.0006	0	0.0012	0	2	0.42	0.55
170	0.09	0.01	0.7	0.00048	0	0.00014	0.00048	0	0.01	0.01	0.09	0	0.0018	0.09	0	7.6e-06	0	0	7.6e-06	0	2	0.42	0.55
171	0.075	0.15	0.22	0.0013	0.059	0.0033	0.0013	6.3e-05	0.15	0.15	0.075	0	0.019	0.075	0	0.015	0.00025	0	0.015	0	2	0.42	0.55
172	0.089	0.025	0.64	0.0079	0	0.00094	0.0079	0.0004	0.025	0.025	0.089	0	0.0052	0.089	0	0.0004	0.0001	0	0.0004	0	2	0.42	0.55
173	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0.044	0.11
