SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster	dcf0	dcf1
21	0	0	0	0	3.8e-06	0	0.49	0.0013	0.0051	0	0.49	0	0	0	0.0051	0	0	0	0	6	0.42	0.55
22	0	0	0	0	8e-05	0	0.47	0.0042	0.031	0	0.47	0	0	0	0.031	0	0	0	0	6	0.42	0.55
23	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11	0.089	0
24	0.41	0.034	0.0037	0.034	0	0.034	0.24	0	2.6e-05	0	0.24	0	0.00011	0.0017	2.6e-05	0	0	0.0017	0	0	0.42	0.45
25	0.12	0.26	0	0.26	0	0.26	8.1e-05	0	0	0.006	8.1e-05	0	0	0.04	0	0	0	0.04	0	1	0.36	0.44
26	0.086	0.057	0	0.057	0.024	0.057	0.32	0.0057	0.032	0.0013	0.32	0	0	0.00081	0.032	0	0	0.00081	0	6	0.42	0.55
27	0	0	0	0	0	0	0.49	0.00026	0.0068	0	0.49	0	0	0	0.0068	0	0	0	0	6	0.42	0.55
28	0	0	0	0	1.6e-06	0	0.49	1.3e-05	0.0092	0	0.49	0	0	0	0.0092	0	0	0	0	6	0.42	0.55
29	0.00016	0	0	0	0	0	0.48	0	0.017	0	0.48	0	0	0	0.017	0	0	0	0	6	0.42	0.55
30	1.3e-05	0.00022	0	0.00022	0	0.00022	0	0	0	1	0	0	0	0.00015	0	0	0	0.00015	0	9	0.27	0.33
31	0.3	0.16	0.00038	0.16	0	0.16	0.0064	0	0	0.093	0.0064	0	6e-06	0.055	0	0	0	0.055	0	0	0.42	0.45
32	0.009	0.0015	0	0.0015	1e-05	0.0015	0.49	0	0.0013	0	0.49	0	0	1.5e-06	0.0013	0	0	1.5e-06	0	6	0.42	0.55
33	0.17	0.079	0	0.079	0	0.079	0.3	0	0.00011	0	0.3	0	0	0.00047	0.00011	0	0	0.00047	0	6	0.42	0.55
34	0.16	0.0029	0	0.0029	2.9e-06	0.0029	0.4	0.00086	0.016	0	0.4	0	0	0.00064	0.016	0	0	0.00064	0	6	0.42	0.55
35	0.089	0.0004	0.00015	0.0004	1.9e-05	0.0004	0.35	0.038	0.082	0	0.35	0	3.2e-05	0.00031	0.082	0	0	0.00031	0	6	0.42	0.55
36	7.8e-05	0.002	0	0.002	0	0.002	0	0	0	0.99	0	0	0	4.3e-05	0	0	0	4.3e-05	0	9	0.27	0.33
37	0.091	0.011	0	0.011	0.0033	0.011	0.37	0.01	0.056	2.4e-06	0.37	0	0	0.0006	0.056	0	0	0.0006	0	6	0.42	0.55
38	0.086	0.12	0	0.12	1.5e-05	0.12	0.27	0	0.0002	1.7e-05	0.27	0	0	0.00027	0.0002	0	0	0.00027	0	6	0.42	0.55
39	0.38	0.15	0	0.15	0	0.15	0.084	0	1.4e-05	3.7e-05	0.084	0	0	0.0061	1.4e-05	0	0	0.0061	0	0	0.42	0.45
40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15	0.044	0.11
41	0.00036	0.0054	0	0.0054	0	0.0054	0	0	0	0.98	0	0	0	0.00024	0	0	0	0.00024	0	9	0.27	0.33
42	0.043	0.23	0	0.23	0	0.23	1.2e-05	0	0	0.2	1.2e-05	0	0	0.034	0	0	0	0.034	0	1	0.36	0.44
43	0.0048	0.29	0	0.29	0	0.29	7.5e-06	0	0	0.11	7.5e-06	0	0	0.00062	0	0	0	0.00062	0	1	0.36	0.44
44	0	0	0	0	0.00097	0	0.47	0.011	0.025	0	0.47	0	0	0	0.025	0	0	0	0	6	0.42	0.55
45	0	0	0	0	0.00076	0	0.2	0.12	0.24	0	0.2	0	0	0	0.24	0	0	0	0	8	0.49	0.66
46	0.089	0.066	0	0.066	8.3e-06	0.066	0.36	0	0.00032	0	0.36	0	0	0.0002	0.00032	0	0	0.0002	0	6	0.42	0.55
47	0.21	0.2	0	0.2	0	0.2	0.09	0	1.3e-05	0.00012	0.09	0	0	0.0024	1.3e-05	0	0	0.0024	0	0	0.42	0.45
48	0.26	0.059	0	0.059	0	0.059	0.28	0	0.0005	2.4e-06	0.28	0	0	0.0017	0.0005	0	0	0.0017	0	6	0.42	0.55
49	1.4e-05	0.00027	0	0.00027	0	0.00027	0	0	0	0.37	0	0	0	9.3e-06	0	0.63	0	9.3e-06	0	15	0.044	0.11
50	0.047	0.026	0	0.026	2e-05	0.026	0.44	0	0.00087	0	0.44	0	0	5.1e-05	0.00087	0	0	5.1e-05	0	6	0.42	0.55
51	0.022	0.31	0	0.31	0	0.31	0.00011	0	0	0.046	0.00011	0	0	0.002	0	0	0	0.002	0	1	0.36	0.44
52	0.21	0.041	0.019	0.041	2.3e-06	0.041	0.32	0	0.00058	4.4e-06	0.32	0	0.002	0.0011	0.00058	0	0	0.0011	0	6	0.42	0.55
53	0.23	0.23	0	0.23	0	0.23	0.028	0	9e-06	0.0097	0.028	0	0	0.011	9e-06	0	0	0.011	0	0	0.42	0.45
54	0.14	0.049	0	0.049	1e-05	0.049	0.36	0	0.00098	0	0.36	0	0	0.00051	0.00098	0	0	0.00051	0	6	0.42	0.55
55	0.33	0.12	0	0.12	6.7e-06	0.12	0.15	2.9e-06	0.00055	0.00044	0.15	0	0	0.0081	0.00055	0	0	0.0081	0	0	0.42	0.45
56	0.035	0.25	0	0.25	0	0.25	0.014	0	3.8e-06	0.19	0.014	0	0	0.00088	3.8e-06	0	0	0.00088	0	1	0.36	0.44
57	0.26	0.15	0	0.15	0.00016	0.15	0.099	0.00024	0.0019	0.047	0.099	0	0	0.014	0.0019	0	0	0.014	0	0	0.42	0.45
58	0.2	0.23	0	0.23	0	0.23	0.03	0	1.6e-05	0.022	0.03	0	0	0.0099	1.6e-05	0	0	0.0099	0	1	0.36	0.44
59	0	0	0	0	2.7e-05	0	0.5	2.3e-06	0.0014	0	0.5	0	0	0	0.0014	0	0	0	0	6	0.42	0.55
60	0	0	0	0	0	0	0.5	0	6.1e-06	0	0.5	0	0	0	6.1e-06	0	0	0	0	6	0.42	0.55
61	0.16	0.097	0	0.097	0	0.097	0.27	0	1e-06	0	0.27	0	0	0.00012	1e-06	0	0	0.00012	0	6	0.42	0.55
62	0.049	0.31	0	0.31	0	0.31	0.00018	0	0	0.004	0.00018	0	0	0.0053	0	0	0	0.0053	0	1	0.36	0.44
63	0.063	0.31	0	0.31	0	0.31	0.00026	0	0	0	0.00026	0	0	0.00085	0	0	0	0.00085	0	1	0.36	0.44
64	0.2	0.24	0.0093	0.24	0	0.24	0.027	0	0	9.4e-06	0.027	0	8.9e-05	0.0017	0	0	0	0.0017	0	1	0.36	0.44
65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15	0.044	0.11
66	0	0	0	0	0	0	0.5	1.7e-05	0.0028	0	0.5	0	0	0	0.0028	0	0	0	0	6	0.42	0.55
67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15	0.044	0.11
68	0.0096	0.048	0	0.048	0	0.048	7.7e-06	0	0	0.83	7.7e-06	0	0	0.0091	0	0	0	0.0091	0	9	0.27	0.33
69	0	0	0	0	0	0	0	0	0	0.00022	0	0	0	0	0	1	0	0	0	15	0.044	0.11
70	0.034	0.31	0	0.31	0	0.31	0.00072	0	0	0.022	0.00072	0	0	0.0019	0	0	0	0.0019	0	1	0.36	0.44
71	0	0	0	0	0	0	0.5	0	1.5e-05	0	0.5	0	0	0	1.5e-05	0	0	0	0	6	0.42	0.55
72	0.045	0.22	0	0.22	0	0.22	1.7e-05	0	0	0.24	1.7e-05	0	0	0.031	0	0	0	0.031	0	9	0.27	0.33
73	0.024	0.3	0	0.3	0	0.3	0.0005	0	0	0.068	0.0005	0	0	0.0014	0	0	0	0.0014	0	1	0.36	0.44
74	0.01	0.2	0	0.2	0	0.2	4.2e-05	0	0	0.4	4.2e-05	0	0	0.0017	0	0	0	0.0017	0	9	0.27	0.33
75	0.15	0.17	0	0.17	0	0.17	0.00037	0	0	0.2	0.00037	0	0	0.073	0	0	0	0.073	0	9	0.27	0.33
76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15	0.044	0.11
77	0.22	0.026	0	0.026	0	0.026	0.35	0	0.00045	0	0.35	0	0	0.00069	0.00045	0	0	0.00069	0	6	0.42	0.55
78	0.15	0.16	0.03	0.16	0.00014	0.16	0.079	6.3e-06	0.00042	0.16	0.079	0	0.0047	0.0053	0.00042	0	0	0.0053	0	9	0.27	0.33
79	0.12	0.2	0	0.2	4.5e-05	0.2	0.14	0	0.00033	0.0036	0.14	0	0	0.0013	0.00033	0	0	0.0013	0	1	0.36	0.44
80	0.0002	0.032	0	0.032	0	0.032	0	0	0	0.9	0	0	0	0.00047	0	0	0	0.00047	0	9	0.27	0.33
81	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11	0.089	0
82	0	0.00051	0	0.00051	0	0.00051	0	0	0	1	0	0	0	1.2e-05	0	0	0	1.2e-05	0	9	0.27	0.33
83	0	0	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	6	0.42	0.55
84	0.0014	0.33	0	0.33	0	0.33	0	0	0	4e-05	0	0	0	0.00064	0	0	0	0.00064	0	1	0.36	0.44
85	0.13	0.27	0.005	0.27	0	0.27	0.0082	0	0	0.025	0.0082	0	8.7e-05	0.0055	0	0	0	0.0055	0	1	0.36	0.44
86	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11	0.089	0
87	0.023	0.17	0.00052	0.17	0	0.17	0.00025	0	0	0.45	0.00025	0	2.9e-06	0.0029	0	0	0	0.0029	0	9	0.27	0.33
88	0.62	0.032	0.00061	0.032	0	0.032	0.12	0	0.00018	7e-06	0.12	0	2.5e-05	0.017	0.00018	0	0	0.017	0	0	0.42	0.45
89	0.11	0.17	0.12	0.17	0	0.17	0.13	0	5.4e-06	4.9e-05	0.13	0	0.0077	0.00043	5.4e-06	0	0	0.00043	0	1	0.36	0.44
90	0.4	0.1	0.005	0.1	2.3e-05	0.1	0.11	0.00013	0.0012	0.027	0.11	0	0.00052	0.022	0.0012	0	0	0.022	0	0	0.42	0.45
91	0.0012	0.12	9.1e-06	0.12	0	0.12	0	0	0	0.62	0	0	0	0.00046	0	0	0	0.00046	0	9	0.27	0.33
92	0.2	0.25	0.00061	0.25	0	0.25	0.0033	0	0	0.014	0.0033	0	4.4e-06	0.019	0	0	0	0.019	0	1	0.36	0.44
93	0.44	0.16	0.0014	0.16	0	0.16	0.027	0	0	8.1e-05	0.027	0	1.6e-05	0.013	0	0	0	0.013	0	0	0.42	0.45
94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15	0.044	0.11
95	0.38	0.17	0.0013	0.17	0	0.17	0.022	0	2.1e-06	0.0059	0.022	0	3e-05	0.029	2.1e-06	0	0	0.029	0	0	0.42	0.45
96	0.073	0.00029	0.0002	0.00029	0	0.00029	0.46	8.6e-06	0.005	0	0.46	0	2.3e-05	6.6e-05	0.005	0	0	6.6e-05	0	6	0.42	0.55
97	0.15	0.26	0.013	0.26	0	0.26	0.022	0	0	0.0078	0.022	0	0.00034	0.0038	0	0	0	0.0038	0	1	0.36	0.44
98	0.0051	6.8e-05	0.0021	6.8e-05	0.00012	6.8e-05	0.47	2.8e-05	0.03	0	0.47	0	0.0012	0	0.03	0	0	0	0	6	0.42	0.55
99	0.093	0.11	0.15	0.11	0	0.11	0.2	0	2.3e-05	1.9e-05	0.2	0	0.014	0.00029	2.3e-05	0	0	0.00029	0	6	0.42	0.55
100	0.0084	0.065	0.00011	0.065	0	0.065	5.8e-05	0	0	0.79	5.8e-05	0	0	0.0017	0	0	0	0.0017	0	9	0.27	0.33
101	0.4	0.14	0.0015	0.14	0	0.14	0.031	0	2.9e-05	0.041	0.031	0	6.1e-05	0.039	2.9e-05	0	0	0.039	0	0	0.42	0.45
102	0.47	0.077	0	0.077	0	0.077	3e-05	0	0	0	3e-05	0	0	0.15	0	0	0	0.15	0	0	0.42	0.45
103	4.6e-05	0.034	0	0.034	0	0.034	0	0	0	0.9	0	0	0	0.00018	0	0	0	0.00018	0	9	0.27	0.33
104	0.33	0.14	0.0064	0.14	7e-06	0.14	0.073	8.5e-06	0.0003	0.057	0.073	0	0.00055	0.019	0.0003	0	0	0.019	0	0	0.42	0.45
105	0.29	0.0054	0.00064	0.0054	6e-06	0.0054	0.33	0.00046	0.0094	0	0.33	0	7.8e-05	0.0029	0.0094	0	0	0.0029	0	6	0.42	0.55
106	0.21	0.043	0.017	0.043	0.0025	0.043	0.3	0.004	0.018	0.0013	0.3	0	0.0044	0.0037	0.018	0	0	0.0037	0	6	0.42	0.55
107	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11	0.089	0
108	0.51	0.12	1e-05	0.12	0	0.12	0.00086	0	0	1.9e-05	0.00086	0	0	0.063	0	0	0	0.063	0	0	0.42	0.45
109	0.44	0.029	0.0019	0.029	9e-06	0.029	0.22	0.00021	0.0033	4.4e-05	0.22	0	0.0002	0.011	0.0033	0	0	0.011	0	0	0.42	0.45
110	0.35	0.0041	0.00026	0.0041	1.2e-05	0.0041	0.29	0.0082	0.023	0	0.29	0	3.4e-05	0.0055	0.023	0	0	0.0055	0	0	0.42	0.45
111	0.3	0.05	0.0089	0.05	0.00015	0.05	0.26	0.00012	0.0042	0.00031	0.26	0	0.0015	0.0059	0.0042	0	0	0.0059	0	0	0.42	0.45
112	0.18	0.2	0.048	0.2	0	0.2	0.085	0	0	0	0.085	0	0.00036	0.00019	0	0	0	0.00019	0	1	0.36	0.44
113	0.00012	9.8e-05	0.3	9.8e-05	0.0014	9.8e-05	0.12	0	0.00042	0	0.12	0	0.46	0	0.00042	0	0	0	0	12	0.33	0.6
114	0.038	0.0012	0.0029	0.0012	0.0018	0.0012	0.39	0.012	0.085	0	0.39	0	0.0013	9.6e-05	0.085	0	0	9.6e-05	0	6	0.42	0.55
115	0.26	0.06	0.017	0.06	0	0.06	0.27	0	1.7e-05	0	0.27	0	0.00075	0.00083	1.7e-05	0	0	0.00083	0	6	0.42	0.55
116	0.27	0.037	0.0099	0.037	0	0.037	0.3	0	2.9e-05	0	0.3	0	0.00042	0.00079	2.9e-05	0	0	0.00079	0	6	0.42	0.55
117	0.07	0.0023	0.0044	0.0023	0	0.0023	0.46	0	1.4e-06	0	0.46	0	9.6e-05	8.2e-06	1.4e-06	0	0	8.2e-06	0	6	0.42	0.55
118	0.32	0.063	0.0093	0.063	7.2e-05	0.063	0.23	4.7e-05	0.0025	0.0005	0.23	0	0.0013	0.0068	0.0025	0	0	0.0068	0	0	0.42	0.45
119	0.29	0.19	0.0048	0.19	0	0.19	0.035	0	1.2e-05	0.031	0.035	0	0.0002	0.016	1.2e-05	0	0	0.016	0	0	0.42	0.45
120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15	0.044	0.11
121	0.049	0.00035	0.00041	0.00035	1.7e-06	0.00035	0.47	1.3e-06	0.0051	0	0.47	0	7.6e-05	4.3e-05	0.0051	0	0	4.3e-05	0	6	0.42	0.55
122	0.36	0.15	0.0067	0.15	0	0.15	0.072	0	3.1e-05	0.0031	0.072	0	0.0003	0.011	3.1e-05	0	0	0.011	0	0	0.42	0.45
123	0.61	0.033	0.00049	0.033	1.7e-06	0.033	0.11	0.00017	0.0013	0.00027	0.11	0	3.4e-05	0.038	0.0013	0	0	0.038	0	0	0.42	0.45
124	0.19	0.22	9.4e-05	0.22	0	0.22	0.0008	0	0	0.07	0.0008	0	0	0.046	0	0	0	0.046	0	1	0.36	0.44
125	0.69	0.054	4.9e-05	0.054	0	0.054	0.011	0	0	4e-05	0.011	0	0	0.061	0	0	0	0.061	0	0	0.42	0.45
126	0.22	0.089	0.035	0.089	0	0.089	0.24	0	0	0	0.24	0	0.00062	0.00024	0	0	0	0.00024	0	6	0.42	0.55
127	0.84	0.016	1.8e-05	0.016	0	0.016	0.022	0	0	0	0.022	0	0	0.036	0	0	0	0.036	0	0	0.42	0.45
128	0.7	0.042	0.00034	0.042	0	0.042	0.063	0	1.8e-05	1.1e-05	0.063	0	6.6e-06	0.023	1.8e-05	0	0	0.023	0	0	0.42	0.45
129	0.26	0.13	0.025	0.13	0	0.13	0.16	0	0	0	0.16	0	0.00017	0.00018	0	0	0	0.00018	0	0	0.42	0.45
130	4.6e-05	0	0	0	0	0	0.5	0	0.00039	0	0.5	0	0	0	0.00039	0	0	0	0	6	0.42	0.55
131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15	0.044	0.11
132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15	0.044	0.11
133	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11	0.089	0
134	0.61	0.11	6e-05	0.11	0	0.11	0.0046	0	0	2e-06	0.0046	0	0	0.026	0	0	0	0.026	0	0	0.42	0.45
135	0.24	0.24	0.00079	0.24	0	0.24	0.005	0	0	0.0018	0.005	0	5.2e-06	0.014	0	0	0	0.014	0	1	0.36	0.44
136	0.69	0.019	0.00033	0.019	0	0.019	0.13	0	0	0	0.13	0	2.3e-06	0.0025	0	0	0	0.0025	0	0	0.42	0.45
137	0.08	0.0044	0.0063	0.0044	5.5e-05	0.0044	0.44	0.00013	0.011	0	0.44	0	0.0015	0.00021	0.011	0	0	0.00021	0	6	0.42	0.55
138	0.086	0.22	0.00039	0.22	0	0.22	0.00076	0	0	0.21	0.00076	0	1.9e-06	0.012	0	0	0	0.012	0	1	0.36	0.44
139	0.3	0.021	0.0036	0.021	9.3e-06	0.021	0.31	8.2e-05	0.0036	5.3e-06	0.31	0	0.00044	0.0035	0.0036	0	0	0.0035	0	6	0.42	0.55
140	0.38	0.085	0.0089	0.085	0	0.085	0.18	0	0	0	0.18	0	0.00014	0.0011	0	0	0	0.0011	0	0	0.42	0.45
141	0.29	0.033	0.0063	0.033	9.3e-05	0.033	0.29	0.00039	0.0066	8.2e-05	0.29	0	0.001	0.0047	0.0066	0	0	0.0047	0	0	0.42	0.45
142	0.17	0.27	0.0027	0.27	0	0.27	0.0076	0	0	0.0026	0.0076	0	2.8e-05	0.0066	0	0	0	0.0066	0	1	0.36	0.44
143	0.097	0.015	0.022	0.015	0	0.015	0.42	0	0.00028	0	0.42	0	0.0025	0.00015	0.00028	0	0	0.00015	0	6	0.42	0.55
144	0.024	0.001	0.0052	0.001	0.0027	0.001	0.41	0.0043	0.073	0	0.41	0	0.0028	3.8e-05	0.073	0	0	3.8e-05	0	6	0.42	0.55
145	0.38	0.024	0.0022	0.024	8.4e-06	0.024	0.26	7.5e-05	0.0031	9e-06	0.26	0	0.00024	0.0064	0.0031	0	0	0.0064	0	0	0.42	0.45
146	0.46	0.18	0.00017	0.18	0	0.18	0.0038	0	0	0	0.0038	0	0	0.0034	0	0	0	0.0034	0	0	0.42	0.45
147	0.026	0.00025	0.0011	0.00025	0	0.00025	0.49	0	9.4e-05	0	0.49	0	7.2e-05	2.9e-06	9.4e-05	0	0	2.9e-06	0	6	0.42	0.55
148	0.0071	0.31	0.047	0.31	0	0.31	0.00093	0	0	0.0093	0.00093	0	0.00049	6.4e-05	0	0	0	6.4e-05	0	1	0.36	0.44
149	0	0	0	0	0	0	0	0	0	0.63	0	0	0	0	0	0.37	0	0	0	9	0.27	0.33
150	0.85	0.03	4.4e-05	0.03	0	0.03	0.023	0	0	0	0.023	0	0	0.006	0	0	0	0.006	0	0	0.42	0.45
151	0.32	0.053	0.0091	0.053	1.5e-05	0.053	0.25	4.4e-05	0.002	0.00018	0.25	0	0.0011	0.005	0.002	0	0	0.005	0	0	0.42	0.45
152	0.54	0.0038	9.1e-05	0.0038	0	0.0038	0.22	0	0.00025	0	0.22	0	2.8e-06	0.004	0.00025	0	0	0.004	0	0	0.42	0.45
153	0.034	0.0032	0.023	0.0032	0	0.0032	0.47	0	0	0	0.47	0	0.00074	2.3e-06	0	0	0	2.3e-06	0	6	0.42	0.55
154	0.14	0.00053	0.00016	0.00053	0	0.00053	0.43	1.5e-06	0.0014	0	0.43	0	1e-05	0.00014	0.0014	0	0	0.00014	0	6	0.42	0.55
155	0.55	0.12	0.001	0.12	0	0.12	0.037	0	0	0	0.037	0	5.7e-06	0.0059	0	0	0	0.0059	0	0	0.42	0.45
156	0.25	0.011	0.0024	0.011	0	0.011	0.36	0	5.8e-05	0	0.36	0	0.00011	0.00057	5.8e-05	0	0	0.00057	0	6	0.42	0.55
157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15	0.044	0.11
158	0.098	0.27	0.017	0.27	0	0.27	0.016	0	0	0.031	0.016	0	0.00061	0.003	0	0	0	0.003	0	1	0.36	0.44
159	0.55	0.076	0.0019	0.076	0	0.076	0.098	0	2.4e-05	3e-05	0.098	0	5.5e-05	0.012	2.4e-05	0	0	0.012	0	0	0.42	0.45
160	0.31	0.0082	0.001	0.0082	0	0.0082	0.33	0	5.6e-06	0	0.33	0	2.2e-05	0.00042	5.6e-06	0	0	0.00042	0	6	0.42	0.55
161	0.26	0.18	0.0028	0.18	0	0.18	0.023	0	1.2e-05	0.1	0.023	0	0.00012	0.024	1.2e-05	0	0	0.024	0	0	0.42	0.45
162	0.047	0.0016	0.0026	0.0016	0.0051	0.0016	0.37	0.012	0.096	0	0.37	0	0.0013	0.00018	0.096	0	0	0.00018	0	6	0.42	0.55
163	0.051	0.002	0.0054	0.002	0	0.002	0.47	0	0.0001	0	0.47	0	0.00042	1.7e-05	0.0001	0	0	1.7e-05	0	6	0.42	0.55
164	0.13	0.14	0.083	0.14	8.6e-06	0.14	0.17	0	8.5e-05	0.00041	0.17	0	0.01	0.0011	8.5e-05	0	0	0.0011	0	6	0.42	0.55
165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15	0.044	0.11
166	0.43	0.11	0.0056	0.11	0	0.11	0.11	0	3.4e-06	4.8e-06	0.11	0	0.00014	0.0044	3.4e-06	0	0	0.0044	0	0	0.42	0.45
167	0.24	0.0058	0.0013	0.0058	0	0.0058	0.37	0	3.5e-05	0	0.37	0	4.1e-05	0.00033	3.5e-05	0	0	0.00033	0	6	0.42	0.55
168	0.26	0.033	0.009	0.033	7.5e-06	0.033	0.31	9.8e-06	0.0017	9.2e-06	0.31	0	0.0011	0.0023	0.0017	0	0	0.0023	0	6	0.42	0.55
169	0.2	0.09	0.035	0.09	0.0006	0.09	0.24	8.4e-05	0.0034	0.0042	0.24	0	0.0074	0.0034	0.0034	0	0	0.0034	0	6	0.42	0.55
170	0.27	0.01	0.0018	0.01	0	0.01	0.35	0	0.00049	0	0.35	0	0.00014	0.0012	0.00049	0	0	0.0012	0	6	0.42	0.55
171	0.22	0.14	0.02	0.14	0.00025	0.14	0.11	6.2e-05	0.0012	0.1	0.11	0	0.0031	0.0091	0.0012	0	0	0.0091	0	0	0.42	0.45
172	0.26	0.024	0.0054	0.024	0.0001	0.024	0.32	0.0004	0.0079	2.4e-05	0.32	0	0.00092	0.0036	0.0079	0	0	0.0036	0	6	0.42	0.55
173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15	0.044	0.11
174	0.71	0.02	0	0.02	0	0.02	0.0012	0	0	0	0.0012	0	0	0.11	0	0	0	0.11	0	0	0.42	0.45
175	0.13	0.23	0.028	0.23	0	0.23	0.039	0	1.3e-05	0.072	0.039	0	0.0019	0.0036	1.3e-05	0	0	0.0036	0	1	0.36	0.44
176	0.086	0.012	0.018	0.012	0.00072	0.012	0.41	0.00028	0.014	2.1e-06	0.41	0	0.0056	0.00037	0.014	0	0	0.00037	0	6	0.42	0.55
177	0.46	0.1	0.0041	0.1	0	0.1	0.11	0	1.8e-05	5.2e-05	0.11	0	0.00014	0.0083	1.8e-05	0	0	0.0083	0	0	0.42	0.45
178	0.15	0.19	0.013	0.19	1.5e-06	0.19	0.034	0	3.2e-05	0.18	0.034	0	0.00096	0.0075	3.2e-05	0	0	0.0075	0	1	0.36	0.44
179	0.016	0.0001	0.0011	0.0001	0	0.0001	0.49	0	0	0	0.49	0	7.1e-06	0	0	0	0	0	0	6	0.42	0.55
