SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster	dcf0	dcf1	dcf2
94	0.0062	0.016	0.00011	0.98	0	0	0	3	0.17	0.2	0.17
95	0.26	0.21	0.005	0.53	0.00056	0	0	3	0.17	0.2	0.17
96	0.34	0.052	0.024	0.59	8.1e-06	0	0	3	0.17	0.2	0.17
97	0	6.6e-05	0	1	0	0	0	3	0.17	0.2	0.17
98	0	0.00037	0	1	0	0	0	3	0.17	0.2	0.17
99	0	2.5e-05	0	1	0	0	0	3	0.17	0.2	0.17
100	0.0025	0.028	0	0.97	1.7e-05	0	0	3	0.17	0.2	0.17
101	0	0	0	1	0	0	0	3	0.17	0.2	0.17
102	0.1	0.036	0.05	0.81	8.3e-06	0	0	3	0.17	0.2	0.17
103	6.1e-05	0.0006	0	1	0	0	0	3	0.17	0.2	0.17
104	0	0	0	0	0	0	1	6	0.057	0.044	0.038
105	1.8e-06	0.00016	0	1	0	0	0	3	0.17	0.2	0.17
106	5.3e-05	0.00047	0	1	0	0	0	3	0.17	0.2	0.17
107	0	0	0	1	0	0	0	3	0.17	0.2	0.17
108	0	0	0	1	0	0	0	3	0.17	0.2	0.17
109	0.023	0.047	0.001	0.93	0.00031	0	0	3	0.17	0.2	0.17
110	3.6e-06	3.6e-05	0	1	0	0	0	3	0.17	0.2	0.17
111	0.17	0.008	0	0.051	0.77	0	0	4	0.092	0.33	0.092
112	0	0	0	0	0	0	1	6	0.057	0.044	0.038
113	0	0	0	1	0	0	0	3	0.17	0.2	0.17
114	0	0.00034	0	1	0	0	0	3	0.17	0.2	0.17
115	0	0	0	1	0	0	0	3	0.17	0.2	0.17
116	0	0	0	1	0	0	0	3	0.17	0.2	0.17
117	0	0	0	1	0	0	0	3	0.17	0.2	0.17
118	0	0	0	1	0	0	0	3	0.17	0.2	0.17
119	0	0.00021	0	1	0	0	0	3	0.17	0.2	0.17
120	0	0	0	1	0	0	0	3	0.17	0.2	0.17
121	0	0	0	1	0	0	0	3	0.17	0.2	0.17
122	0	0	0	0	0	0	1	6	0.057	0.044	0.038
123	0	0	0	1	0	0	0	3	0.17	0.2	0.17
124	0	0	0	1	0	0	0	3	0.17	0.2	0.17
125	0	0	0	1	0	0	0	3	0.17	0.2	0.17
126	0	0	0	1	0	0	0	3	0.17	0.2	0.17
127	0	0	0	1	0	0	0	3	0.17	0.2	0.17
128	0.63	0.32	0.00028	0.056	9e-05	0	0	0	0.094	0.2	0.11
129	0.029	0.0048	3.4e-05	0.97	1.3e-05	0	0	3	0.17	0.2	0.17
130	0.021	0.031	0.022	0.93	6.8e-06	0	0	3	0.17	0.2	0.17
131	0.0075	0.00073	0.089	0.9	0	0	0	3	0.17	0.2	0.17
132	0.14	0.037	0.032	0.79	0.00026	0	0	3	0.17	0.2	0.17
133	0.039	0.013	0.0066	0.94	2.2e-05	0	0	3	0.17	0.2	0.17
134	0.34	0.41	0.021	0.24	1.4e-05	0	0	1	0.094	0.2	0.17
135	4.4e-05	9.4e-06	0	1	0	0	0	3	0.17	0.2	0.17
136	0	0	0	0	0	0	1	6	0.057	0.044	0.038
137	0.44	0.037	0.041	0.48	5.1e-06	0	0	3	0.17	0.2	0.17
138	0.0025	0.92	0	0.078	0	0	0	1	0.094	0.2	0.17
139	0.36	0.034	0.00069	0.6	0	0	0	3	0.17	0.2	0.17
140	0.00013	0.0039	0	1	0	0	0	3	0.17	0.2	0.17
141	4.9e-06	0	0	1	0	0	0	3	0.17	0.2	0.17
142	0.077	0.026	3.5e-06	0.89	0.0046	0	0	3	0.17	0.2	0.17
143	0	4.4e-05	0	1	0	0	0	3	0.17	0.2	0.17
144	0.35	0.23	1.5e-05	0.42	2.8e-05	0	0	3	0.17	0.2	0.17
145	0.00023	6.5e-05	0	1	0	0	0	3	0.17	0.2	0.17
146	1.6e-05	8.5e-06	0	1	0	0	0	3	0.17	0.2	0.17
147	0	4e-06	0	1	0	0	0	3	0.17	0.2	0.17
148	0.00058	0.00018	0	1	0	0	0	3	0.17	0.2	0.17
149	0	0	0	0	0	0	1	6	0.057	0.044	0.038
150	4.7e-06	0.0001	0	1	0	0	0	3	0.17	0.2	0.17
151	0.34	0.0058	0.0072	0.64	0	0	0	3	0.17	0.2	0.17
152	0.11	0.049	9.4e-05	0.84	0.0019	0	0	3	0.17	0.2	0.17
153	0.0077	0.018	1.4e-06	0.97	0	0	0	3	0.17	0.2	0.17
154	0.0068	0.039	1.1e-06	0.95	0	0	0	3	0.17	0.2	0.17
155	5.5e-05	3.3e-06	0	1	0	0	0	3	0.17	0.2	0.17
156	0.066	0.0011	1e-05	0.93	0	0	0	3	0.17	0.2	0.17
157	0.085	0.53	3.9e-05	0.39	4.1e-06	0	0	1	0.094	0.2	0.17
158	0	0	0	0	0	0	1	6	0.057	0.044	0.038
159	0.0016	8.6e-06	1	1.7e-06	0	0	0.0011	2	0.094	0.11	0.11
160	0.031	0.057	0.038	0.87	0.00017	0	6.6e-06	3	0.17	0.2	0.17
161	0.0036	0.0093	8.7e-06	0.99	0	0	0	3	0.17	0.2	0.17
162	0	0	1	0	0	0	0	2	0.094	0.11	0.11
163	0.049	0.02	0.0083	0.92	0.0035	0	2.6e-06	3	0.17	0.2	0.17
164	0.00011	0.00011	0	1	1.4e-05	0	0	3	0.17	0.2	0.17
165	9.6e-05	0	1	0	0	0	0	2	0.094	0.11	0.11
166	0.0022	2.2e-06	0.19	0	0	0	0.81	6	0.057	0.044	0.038
167	0.17	0.018	0.052	0.76	0	0	0	3	0.17	0.2	0.17
168	0.0072	0.00022	0.99	2.7e-05	0	0	2.5e-05	2	0.094	0.11	0.11
169	0	2e-06	0	1	0	0	0	3	0.17	0.2	0.17
170	0	0	0.0053	0	0	0	0.99	6	0.057	0.044	0.038
171	0.00078	1.9e-06	0.99	0	0	0	0.0053	2	0.094	0.11	0.11
172	0.1	0.0093	0.85	0.04	0	0	0	2	0.094	0.11	0.11
173	0.044	0.067	0.00011	0.89	0.00059	0	0	3	0.17	0.2	0.17
174	5.9e-06	0.00043	0	1	0	0	0	3	0.17	0.2	0.17
175	0.0097	0.0047	7.9e-06	0.99	0.00031	0	0	3	0.17	0.2	0.17
176	0	0	1	0	0	0	0	2	0.094	0.11	0.11
177	1.7e-05	4.4e-06	0	0.00017	1	0	0	4	0.092	0.33	0.092
178	0	0.00052	0	1	3e-06	0	0	3	0.17	0.2	0.17
179	0	2.1e-05	0	1	0	0	0	3	0.17	0.2	0.17
180	0.00031	2.4e-05	0.98	0.00091	0.02	0	0	2	0.094	0.11	0.11
181	0	0.0029	7.9e-06	1	0	0	0	3	0.17	0.2	0.17
182	0.012	5.1e-05	0.83	0.00054	0.15	0	1.8e-05	2	0.094	0.11	0.11
183	1.7e-06	0	1	0	0	0	0	2	0.094	0.11	0.11
184	0	2.3e-06	0	1	0	0	0	3	0.17	0.2	0.17
185	0	0	0	1	0	0	0	3	0.17	0.2	0.17
186	0	0	0	1	0	0	0	3	0.17	0.2	0.17
187	6.9e-05	0.00011	0	1	0	0	0	3	0.17	0.2	0.17
188	0	1.4e-06	0	1	0	0	0	3	0.17	0.2	0.17
189	0	3.2e-06	0	1	0	0	0	3	0.17	0.2	0.17
190	0	0	0	0	0	0	1	6	0.057	0.044	0.038
191	0	0.00069	0	1	0	0	0	3	0.17	0.2	0.17
192	0.0005	0.00092	0	1	0	0	0	3	0.17	0.2	0.17
193	0.0001	0.23	0	0.77	0	0	0	3	0.17	0.2	0.17
194	0.00042	0.0024	1.2e-06	1	0	0	0	3	0.17	0.2	0.17
195	0	0	4.3e-06	0	0	0	1	6	0.057	0.044	0.038
196	1.4e-06	1.1e-05	0	1	0	0	0	3	0.17	0.2	0.17
197	0	6.1e-05	0	1	0	0	0	3	0.17	0.2	0.17
198	3.8e-06	1.5e-05	0	1	0	0	0	3	0.17	0.2	0.17
199	0	0	1e-05	0	0	0	1	6	0.057	0.044	0.038
200	0.00033	0.0014	0	1	0	0	0	3	0.17	0.2	0.17
201	0.98	0.00028	0.019	0	0	0	0	0	0.094	0.2	0.11
202	0	1.6e-05	0	1	0	0	0	3	0.17	0.2	0.17
203	0.88	0.051	0	0.057	0.0085	0	0	0	0.094	0.2	0.11
204	0	0	2.9e-06	0	0	0	1	6	0.057	0.044	0.038
205	0.031	0.014	0.96	1e-05	0	0	0	2	0.094	0.11	0.11
206	9.4e-06	0.0001	0	1	0	0	0	3	0.17	0.2	0.17
207	0.0084	0.028	0.00011	0.96	0.00079	0	0	3	0.17	0.2	0.17
208	1.1e-06	7.4e-05	0	1	0	0	0	3	0.17	0.2	0.17
209	0.04	0.017	0.0052	0.94	0.00063	0	0	3	0.17	0.2	0.17
210	0.2	0.5	0.27	0.026	0	0	0	1	0.094	0.2	0.17
211	1	0.0018	0	0	0	0	0	0	0.094	0.2	0.11
212	0.74	0.17	0.00036	0.089	0.00014	0	0	0	0.094	0.2	0.11
213	0.66	0.15	0.19	0.0033	0	0	0	0	0.094	0.2	0.11
214	3.6e-06	0	0.98	0	0	0	0.018	2	0.094	0.11	0.11
215	0	0.016	0	0.98	7.5e-06	0	0	3	0.17	0.2	0.17
216	0	0.00011	0	1	0	0	0	3	0.17	0.2	0.17
217	0	1.1e-05	0	1	0	0	0	3	0.17	0.2	0.17
218	0.00012	0.00035	0	1	0	0	0	3	0.17	0.2	0.17
219	0.89	0.0042	0.00072	0.0021	0.1	0	0	0	0.094	0.2	0.11
220	0	0.0014	0	1	0	0	0	3	0.17	0.2	0.17
221	0.02	0.058	0	0.92	0.0043	0	0	3	0.17	0.2	0.17
222	0.00068	0.00014	0.018	0.98	0	0	0	3	0.17	0.2	0.17
223	0.024	0.11	0.0052	0.86	0	0	0	3	0.17	0.2	0.17
224	0	0	0	1	0	0	0	3	0.17	0.2	0.17
225	7.7e-06	0.064	0	0.94	0	0	0	3	0.17	0.2	0.17
226	0	0	0	1	0	0	0	3	0.17	0.2	0.17
227	0	0	6.6e-06	0	0	0	1	6	0.057	0.044	0.038
228	0.00028	5.3e-06	1	0.00017	0	0	0	2	0.094	0.11	0.11
229	0.0013	0.0021	1.7e-05	1	5e-05	0	0	3	0.17	0.2	0.17
230	0.0065	0.0011	8e-05	0.99	0	0	0	3	0.17	0.2	0.17
231	0	7.2e-05	0	1	0	0	0	3	0.17	0.2	0.17
232	3.8e-06	0	0.9	0	0.097	0	0	2	0.094	0.11	0.11
233	0.028	0.0098	0.74	0.2	0.022	0	0	2	0.094	0.11	0.11
234	0.015	0.038	0.063	0.88	0	0	0	3	0.17	0.2	0.17
235	0.27	0.018	0.0026	0.63	0.079	0	0	3	0.17	0.2	0.17
236	0	0	0.0012	0	0	0	1	6	0.057	0.044	0.038
237	0.37	0.0017	0.61	0.025	0	0	0	2	0.094	0.11	0.11
238	0	0	1.7e-05	0	0	0	1	6	0.057	0.044	0.038
239	0.0033	0.0044	0.0073	0.99	0	0	0	3	0.17	0.2	0.17
240	0.46	0.037	0.0059	0.38	0.11	0	0	0	0.094	0.2	0.11
241	0	0	0.093	0	0	0	0.91	6	0.057	0.044	0.038
242	0.035	0.011	0.00055	0.95	0	0	0	3	0.17	0.2	0.17
243	0	0.00054	0	1	0	0	0	3	0.17	0.2	0.17
244	0	0	0.0036	0	0	0	1	6	0.057	0.044	0.038
245	0	0	0	0	0	1	2.7e-06	5	0	0.11	0
246	0.00016	8.9e-05	0.99	0.01	0	0	0	2	0.094	0.11	0.11
247	0	0.00034	0	1	0	0	0	3	0.17	0.2	0.17
248	0.013	3.8e-05	0.82	0.0001	0.17	0	8.2e-05	2	0.094	0.11	0.11
249	0.14	0.12	0.0032	0.74	0.00057	0	0	3	0.17	0.2	0.17
250	0	0	0	1	0	0	0	3	0.17	0.2	0.17
251	0.0015	0.0073	2.5e-06	0.99	0	0	0	3	0.17	0.2	0.17
252	1.8e-06	0.098	0	0.9	0	0	0	3	0.17	0.2	0.17
253	0.0061	0.029	0.00017	0.96	0	0	0	3	0.17	0.2	0.17
254	0.011	0.8	2.1e-05	0.19	0	0	0	1	0.094	0.2	0.17
255	0.004	0.012	0	0.98	0.0006	0	0	3	0.17	0.2	0.17
256	0	8.7e-05	0	1	0	0	0	3	0.17	0.2	0.17
257	0	0	0	1	0	0	0	3	0.17	0.2	0.17
258	1.4e-06	5.7e-05	0	1	0	0	0	3	0.17	0.2	0.17
259	0	0	0.0009	0	0	0	1	6	0.057	0.044	0.038
260	0.00012	0.004	1e-05	1	0	0	0	3	0.17	0.2	0.17
261	0	0	0	1	0	0	0	3	0.17	0.2	0.17
262	0	0.00017	0	1	0	0	0	3	0.17	0.2	0.17
263	1.5e-05	0.0002	0	1	0	0	0	3	0.17	0.2	0.17
264	0.001	8.4e-05	0	1	2.3e-06	0	0	3	0.17	0.2	0.17
265	3.7e-05	4.8e-05	0	1	0	0	0	3	0.17	0.2	0.17
266	4.2e-05	0.024	0	0.98	0	0	0	3	0.17	0.2	0.17
267	0.014	0.02	0	0.66	0.31	0	0	3	0.17	0.2	0.17
268	0	0	0	0	0	0	1	6	0.057	0.044	0.038
269	0.031	0.072	2.2e-05	0.89	0.0044	0	0	3	0.17	0.2	0.17
270	0	0	0	1	0	0	0	3	0.17	0.2	0.17
271	0	3.7e-06	0	1	0	0	0	3	0.17	0.2	0.17
272	0.017	0.015	0	0.94	0.033	0	0	3	0.17	0.2	0.17
273	0.81	0.047	0.00018	0.14	0.00014	0	0	0	0.094	0.2	0.11
274	0.54	0.037	0.023	0.4	0.00072	0	0	0	0.094	0.2	0.11
275	0	0	0	0	0	0	1	6	0.057	0.044	0.038
276	0	0	0	1	0	0	0	3	0.17	0.2	0.17
277	0	0	0	1	0	0	0	3	0.17	0.2	0.17
278	0	0	1	0	0	0	0	2	0.094	0.11	0.11
279	2.6e-05	1e-05	0	1	0	0	0	3	0.17	0.2	0.17
