SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0	dcf1	dcf2
72	7.4e-06	0.00092	0.74	0.015	0	0.24	1.1e-05	0	0	0	2	0.17	0.2	0.17
73	0	0.0035	0.97	0.021	0	0.0046	0	0	0	0	2	0.17	0.2	0.17
74	0.41	1.2e-05	0.041	2.2e-06	0	0.55	0	0	0	0	5	0.094	0.2	0.13
75	0	0.0036	0.99	0.00032	0	0.0037	0	0	0	0	2	0.17	0.2	0.17
76	2.8e-05	0	1.3e-05	0	0	1	0	0	0	0	5	0.094	0.2	0.13
77	0.032	0.0038	0.27	0.022	0	0.67	0.0019	0	0	0	5	0.094	0.2	0.13
78	0	0.021	0.97	0.0011	0	0.0083	0	0	0	0	2	0.17	0.2	0.17
79	1.9e-05	0.23	0.74	0.02	0	0.0096	0	0	0	0	2	0.17	0.2	0.17
80	0	0.0019	0.68	2.3e-05	0	0.32	0	0	0	0	2	0.17	0.2	0.17
81	0.99	0	0	0	0	0.012	0	0	0	0	0	0.094	0.067	0.076
82	0.0059	0.00016	0.11	0.0024	0	0.88	9.7e-05	0	0	0	5	0.094	0.2	0.13
83	0	0	0	0	0	0	0	0	0	1	9	0	0.044	0.019
84	1e-05	0.032	0.57	0.0089	0	0.38	0	0	0	0	2	0.17	0.2	0.17
85	2.5e-06	0	0	0	0	1	0	0	0	0	5	0.094	0.2	0.13
86	0	0.032	0.96	0.0023	0	0.0072	0	0	0	0	2	0.17	0.2	0.17
87	1	0	0	0	0	0	0	0	0	0	0	0.094	0.067	0.076
88	0	0.0049	0.82	0.0025	0	0.17	0	0	0	0	2	0.17	0.2	0.17
89	0	0.03	0.91	0.034	0	0.023	0	0	0	0	2	0.17	0.2	0.17
90	0	0	0.32	0.35	0	0.33	0.0016	0	0	0	3	0.17	0.27	0.17
91	0	0.00076	0.86	0.13	0	0.006	4.4e-06	0	0	0	2	0.17	0.2	0.17
92	0	0.0021	0.19	0.81	0	0.0033	0	0	0	0	3	0.17	0.27	0.17
93	0	0.012	0.99	2.9e-05	0	0.0015	0	0	0	0	2	0.17	0.2	0.17
94	0	0.0062	0.93	0.024	0	0.042	0	0	0	0	2	0.17	0.2	0.17
95	0	0.003	0.33	0.044	0	0.62	0.00035	0	0	0	5	0.094	0.2	0.13
96	2.7e-06	0.00052	0.44	0.0064	0	0.55	6.2e-06	0	0	0	5	0.094	0.2	0.13
97	0	0.047	0.65	0.3	0	8.4e-06	0	0	0	0	2	0.17	0.2	0.17
98	0	0.11	0.76	0.13	0	1.8e-05	0	0	0	0	2	0.17	0.2	0.17
99	0	0.011	0.88	0.11	1.6e-06	1.3e-05	0	0	0	0	2	0.17	0.2	0.17
100	0	0.016	0.4	0.57	0	0.012	7.1e-06	0	0	0	3	0.17	0.27	0.17
101	0	0.0002	1	0.00069	0	0	0	0	0	0	2	0.17	0.2	0.17
102	8.8e-05	0.0018	0.71	0.015	0	0.27	7.5e-06	0	0	0	2	0.17	0.2	0.17
103	0	0.00048	1	0.0016	0	0.0011	0	0	0	0	2	0.17	0.2	0.17
104	0	0	0	0	0	0	0	0	0	1	9	0	0.044	0.019
105	0	0.0015	0.88	0.12	0	7.1e-05	0	0	0	0	2	0.17	0.2	0.17
106	0	0.032	0.89	0.073	1.8e-06	0.0005	0	0	0	0	2	0.17	0.2	0.17
107	0	0.0013	0.99	0.0042	0	0	0	0	0	0	2	0.17	0.2	0.17
108	0	0.0039	0.35	0.65	1.1e-06	0	0	0	0	0	3	0.17	0.27	0.17
109	0	0.038	0.72	0.16	0	0.085	0.00025	0	0	0	2	0.17	0.2	0.17
110	0	0.033	0.86	0.11	0	2.6e-05	0	0	0	0	2	0.17	0.2	0.17
111	0	1.6e-05	0.039	0.18	0	0.17	0.61	0	0	0	6	0.092	0.33	0.092
112	0	0	0	0	0	0	0	0	0	1	9	0	0.044	0.019
113	0	0.016	0.98	0.008	1.9e-06	0	0	0	0	0	2	0.17	0.2	0.17
114	0	0.005	0.99	0.0066	0	8.8e-05	0	0	0	0	2	0.17	0.2	0.17
115	0	0.039	0.77	0.19	0	0	0	0	0	0	2	0.17	0.2	0.17
116	0	0.046	0.78	0.17	0	0	0	0	0	0	2	0.17	0.2	0.17
117	0	6.7e-05	0.26	0.74	0	0	0	0	0	0	3	0.17	0.27	0.17
118	0	0.11	0.79	0.11	0	0	0	0	0	0	2	0.17	0.2	0.17
119	0	0.00033	0.99	0.0086	0	7e-05	0	0	0	0	2	0.17	0.2	0.17
120	0	0.98	0.024	0.0006	0	0	0	0	0	0	1	0.17	0.2	0.24
121	0	0.047	0.95	0.002	1.3e-05	0	0	0	0	0	2	0.17	0.2	0.17
122	0	0	0	0	0	0	0	0	0	1	9	0	0.044	0.019
123	0	0.00019	0.78	0.22	6.5e-06	0	0	0	0	0	2	0.17	0.2	0.17
124	0	9.6e-06	1	0.001	0	0	0	0	0	0	2	0.17	0.2	0.17
125	0	0	1	2.9e-05	0	0	0	0	0	0	2	0.17	0.2	0.17
126	0	0.00014	0.98	0.015	0	0	0	0	0	0	2	0.17	0.2	0.17
127	0	0.0011	0.99	0.012	0	0	0	0	0	0	2	0.17	0.2	0.17
128	0	5.8e-06	0.019	0.0019	0	0.98	3.2e-05	0	0	0	5	0.094	0.2	0.13
129	0	0.0002	0.84	0.091	0	0.07	1.2e-05	0	0	0	2	0.17	0.2	0.17
130	0.00013	0.017	0.86	0.034	0	0.093	6.4e-06	0	0	0	2	0.17	0.2	0.17
131	5.6e-06	6.7e-05	0.98	5.5e-05	0	0.02	0	0	0	0	2	0.17	0.2	0.17
132	0.00034	0.0061	0.68	0.043	0	0.27	0.00022	0	0	0	2	0.17	0.2	0.17
133	1.3e-05	0.0041	0.86	0.042	0	0.097	2e-05	0	0	0	2	0.17	0.2	0.17
134	0	0.00094	0.13	0.0034	0	0.87	7.9e-06	0	0	0	5	0.094	0.2	0.13
135	0	8.5e-06	1	0.003	0	0.0002	0	0	0	0	2	0.17	0.2	0.17
136	0	0	0	0	0	0	0	0	0	1	9	0	0.044	0.019
137	4.9e-06	0.00013	0.36	0.0036	0	0.63	3.9e-06	0	0	0	5	0.094	0.2	0.13
138	0	0.00088	0.28	0.00067	0	0.72	0	0	0	0	5	0.094	0.2	0.13
139	0	1.5e-05	0.39	0.0031	0	0.6	0	0	0	0	5	0.094	0.2	0.13
140	0	0.042	0.84	0.12	0	0.002	0	0	0	0	2	0.17	0.2	0.17
141	0	0	1	2.6e-05	0	4.6e-05	0	0	0	0	2	0.17	0.2	0.17
142	0	0.00068	0.41	0.48	0	0.11	0.0022	0	0	0	3	0.17	0.27	0.17
143	0	0.025	0.38	0.59	0	3.9e-06	0	0	0	0	3	0.17	0.27	0.17
144	0	0.00018	0.2	0.021	0	0.78	1.4e-05	0	0	0	5	0.094	0.2	0.13
145	0	0.00063	0.86	0.14	3.1e-06	0.00061	0	0	0	0	2	0.17	0.2	0.17
146	0	1.7e-05	1	6.8e-05	0	0.0001	0	0	0	0	2	0.17	0.2	0.17
147	0	0.0034	0.99	0.0044	0	4.1e-06	0	0	0	0	2	0.17	0.2	0.17
148	0	0	0.99	0.0016	0	0.0043	0	0	0	0	2	0.17	0.2	0.17
149	1	0	0	0	0	0	0	0	0	0	0	0.094	0.067	0.076
150	0	0	0.93	0.069	0	0.0007	0	0	0	0	2	0.17	0.2	0.17
151	0	0	0.48	2.6e-05	0	0.52	0	0	0	0	5	0.094	0.2	0.13
152	0	0.0014	0.52	0.24	0	0.23	0.0012	0	0	0	2	0.17	0.2	0.17
153	0	5.4e-05	0.92	0.001	0	0.083	0	0	0	0	2	0.17	0.2	0.17
154	0	0.0027	0.87	0.055	0	0.07	0	0	0	0	2	0.17	0.2	0.17
155	0	0	1	0.0028	0	0.00024	0	0	0	0	2	0.17	0.2	0.17
156	0	1.9e-06	0.9	0.0037	0	0.097	0	0	0	0	2	0.17	0.2	0.17
157	0	0.0021	0.29	0.027	0	0.68	3.1e-06	0	0	0	5	0.094	0.2	0.13
158	0.0042	0	0	0	0	0	0	0	1	0	8	0.11	0	0.11
159	1	0	1.4e-06	0	0	0.00095	0	0	0	0	0	0.094	0.067	0.076
160	0.0027	0.1	0.72	0.071	0	0.11	0.00014	0	0	0	2	0.17	0.2	0.17
161	0	0.0036	0.94	0.029	0	0.026	0	0	0	0	2	0.17	0.2	0.17
162	1	0	0	0	0	0	0	0	0	0	0	0.094	0.067	0.076
163	0.00049	0.028	0.69	0.19	1.6e-06	0.089	0.0027	0	0	0	2	0.17	0.2	0.17
164	0	0.0021	0.29	0.71	1.9e-06	0.00014	4.2e-06	0	0	0	3	0.17	0.27	0.17
165	1	0	0	0	0	0.00081	0	0	0	0	0	0.094	0.067	0.076
166	1	0	0	0	0	0.00028	0	0	0	0	0	0.094	0.067	0.076
167	2e-05	0.0004	0.69	0.0038	0	0.31	0	0	0	0	2	0.17	0.2	0.17
168	0.95	0	0.00015	0	0	0.052	0	0	0	0	0	0.094	0.067	0.076
169	0	1.1e-05	0.045	0.95	0	0	0	0	0	0	3	0.17	0.27	0.17
170	1	0	0	0	0	0	0	0	0	0	0	0.094	0.067	0.076
171	1	0	0	0	0	0.00013	0	0	0	0	0	0.094	0.067	0.076
172	0.056	5.2e-05	0.15	0.00036	0	0.79	0	0	0	0	5	0.094	0.2	0.13
173	0	0.018	0.6	0.24	0	0.14	0.00041	0	0	0	2	0.17	0.2	0.17
174	0	0.001	0.65	0.35	0	0.00016	0	0	0	0	2	0.17	0.2	0.17
175	0	0.0049	0.62	0.36	0	0.019	0.0002	0	0	0	2	0.17	0.2	0.17
176	1	0	0	0	0	0	0	0	0	0	0	0.094	0.067	0.076
177	0	0	0	0.99	0	0	0.0053	0	0	0	3	0.17	0.27	0.17
178	0	0	4.2e-06	1	0	0	0	0	0	0	3	0.17	0.27	0.17
179	0	0.00011	0.0058	0.99	0	0	0	0	0	0	3	0.17	0.27	0.17
180	0.27	0	0.0034	0.65	0	0.0022	0.077	0	0	0	3	0.17	0.27	0.17
181	0	0.73	0.26	0.0069	0	3e-05	0	0	0	0	1	0.17	0.2	0.24
182	0.78	0	0.00072	0.0019	0	0.01	0.21	0	0	0	0	0.094	0.067	0.076
183	1	0	0	0	0	1.5e-06	0	0	0	0	0	0.094	0.067	0.076
184	0	0.71	0.18	0.11	0	0	0	0	0	0	1	0.17	0.2	0.24
185	0	0.021	0.71	0.27	3.2e-06	0	0	0	0	0	2	0.17	0.2	0.17
186	0	0.0002	0.98	0.015	7.5e-06	0	0	0	0	0	2	0.17	0.2	0.17
187	0	0.0001	0.98	0.015	0	0.0006	0	0	0	0	2	0.17	0.2	0.17
188	0	0.037	0.8	0.17	0	0	0	0	0	0	2	0.17	0.2	0.17
189	0	0.072	0.93	0.0013	0	0	0	0	0	0	2	0.17	0.2	0.17
190	1	0	0	0	0	0	0	0	0	0	0	0.094	0.067	0.076
191	0	0.26	0.71	0.036	0	1.1e-06	0	0	0	0	2	0.17	0.2	0.17
192	0	0.0017	0.97	0.02	0	0.0034	0	0	0	0	2	0.17	0.2	0.17
193	0	0.017	0.95	0.0083	0	0.02	0	0	0	0	2	0.17	0.2	0.17
194	0	0.017	0.87	0.11	0	0.0034	0	0	0	0	2	0.17	0.2	0.17
195	1	0	0	0	0	0	0	0	0	0	0	0.094	0.067	0.076
196	0	0.0023	0.98	0.017	0	1.9e-05	0	0	0	0	2	0.17	0.2	0.17
197	0	0.0015	1	0.001	0	2.6e-05	0	0	0	0	2	0.17	0.2	0.17
198	0	7.8e-05	0.97	0.027	0	5.2e-05	0	0	0	0	2	0.17	0.2	0.17
199	1	0	0	0	0	0	0	0	0	0	0	0.094	0.067	0.076
200	0	0.00039	0.83	0.17	0	0.0033	0	0	0	0	2	0.17	0.2	0.17
201	0	0	0	0	0	1	0	0	0	0	5	0.094	0.2	0.13
202	0	0.0032	0.97	0.022	1.8e-06	1e-05	0	0	0	0	2	0.17	0.2	0.17
203	0	0	0.028	0.029	0	0.94	0.0042	0	0	0	5	0.094	0.2	0.13
204	1	0	0	0	0	0	0	0	0	0	0	0.094	0.067	0.076
205	6.1e-06	0	5.9e-05	0	1e-05	1	0	0	0	0	5	0.094	0.2	0.13
206	0	0.0015	0.97	0.031	0	0.00015	0	0	0	0	2	0.17	0.2	0.17
207	0	0.094	0.52	0.36	0	0.025	0.00044	0	0	0	2	0.17	0.2	0.17
208	0	0.00044	0.93	0.065	0	4.6e-05	0	0	0	0	2	0.17	0.2	0.17
209	6.6e-05	0.015	0.77	0.13	1.3e-06	0.087	0.00053	0	0	0	2	0.17	0.2	0.17
210	9.9e-06	0.00012	0.018	5.3e-05	0	0.98	0	0	0	0	5	0.094	0.2	0.13
211	0	0	0	0	0	1	0	0	0	0	5	0.094	0.2	0.13
212	0	6.3e-06	0.035	0.0032	0	0.96	5.6e-05	0	0	0	5	0.094	0.2	0.13
213	0	0	0.0014	2.5e-06	0	1	0	0	0	0	5	0.094	0.2	0.13
214	1	0	0	0	0	0	0	0	0	0	0	0.094	0.067	0.076
215	0	0.00015	0.0003	1	0	0	0	0	0	0	3	0.17	0.27	0.17
216	0	0.29	0.66	0.046	0	5.5e-06	0	0	0	0	2	0.17	0.2	0.17
217	0	0.00012	0.092	0.91	0	0	0	0	0	0	3	0.17	0.27	0.17
218	0	0.0029	0.84	0.16	0	0.00078	0	0	0	0	2	0.17	0.2	0.17
219	0	0	0.0034	0.0011	0	0.82	0.17	0	0	0	5	0.094	0.2	0.13
220	0	0.01	0.12	0.87	0	0	0	0	0	0	3	0.17	0.27	0.17
221	0	0.0001	0.073	0.91	0	0.013	0.00035	0	0	0	3	0.17	0.27	0.17
222	0	3.5e-05	1	2.9e-05	0	0.0026	0	0	0	0	2	0.17	0.2	0.17
223	0	0.012	0.79	0.0057	0	0.19	0	0	0	0	2	0.17	0.2	0.17
224	0	0	1	0	0	0	0	0	0	0	2	0.17	0.2	0.17
225	0	0.026	0.97	0.00026	0	0.0023	0	0	0	0	2	0.17	0.2	0.17
226	0	2e-06	1	1.9e-06	0	0	0	0	0	0	2	0.17	0.2	0.17
227	1	0	0	0	0	0	0	0	0	0	0	0.094	0.067	0.076
228	0.92	0	0.028	0	0	0.055	0	0	0	0	0	0.094	0.067	0.076
229	0	0.015	0.69	0.29	3.3e-06	0.0032	3.5e-05	0	0	0	2	0.17	0.2	0.17
230	0	6.8e-06	0.98	0.0016	0	0.019	0	0	0	0	2	0.17	0.2	0.17
231	0	0.00076	1	5e-05	0	3e-05	0	0	0	0	2	0.17	0.2	0.17
232	0.31	0	0	0	0	4.5e-06	0.69	0	0	0	6	0.092	0.33	0.092
233	0.018	0.0007	0.42	0.32	0	0.19	0.047	0	0	0	2	0.17	0.2	0.17
234	0	2.1e-05	0.82	1.3e-05	0	0.18	0	0	0	0	2	0.17	0.2	0.17
235	1.5e-05	0.0016	0.44	0.25	0	0.25	0.057	0	0	0	2	0.17	0.2	0.17
236	1	0	0	0	0	0	0	0	0	0	0	0.094	0.067	0.076
237	0.00037	0	0.074	1.9e-05	0	0.93	0	0	0	0	5	0.094	0.2	0.13
238	1.7e-05	0	0	0	0	0	0	0	0	1	9	0	0.044	0.019
239	9.4e-05	0.024	0.94	0.021	2.1e-06	0.014	0	0	0	0	2	0.17	0.2	0.17
240	3.5e-05	0.00086	0.28	0.15	0	0.49	0.084	0	0	0	5	0.094	0.2	0.13
241	1	0	0	0	0	0	0	0	0	0	0	0.094	0.067	0.076
242	0	3.2e-05	0.85	0.00077	0	0.15	0	0	0	0	2	0.17	0.2	0.17
243	0	0.11	0.89	0.0078	0	5.1e-05	0	0	0	0	2	0.17	0.2	0.17
244	0.0083	0	0	0	0	0	0	0	0.99	0	8	0.11	0	0.11
245	0	0	0	0	0	0	0	0	0	1	9	0	0.044	0.019
246	0.91	8.6e-05	0.083	2.2e-06	0	0.0053	0	0	0	0	0	0.094	0.067	0.076
247	0	0.015	0.093	0.89	0	0	0	0	0	0	3	0.17	0.27	0.17
248	0.82	0	0.0001	0.0003	0	0.0069	0.17	0	0	0	0	0.094	0.067	0.076
249	0	0.0079	0.53	0.087	0	0.38	0.00042	0	0	0	2	0.17	0.2	0.17
250	0	2.6e-05	1	0.0025	5.8e-05	0	0	0	0	0	2	0.17	0.2	0.17
251	0	0.0043	0.94	0.038	0	0.014	0	0	0	0	2	0.17	0.2	0.17
252	0	0.76	0.24	0.0012	0	0.00019	0	0	0	0	1	0.17	0.2	0.24
253	0	0.012	0.9	0.039	0	0.05	0	0	0	0	2	0.17	0.2	0.17
254	0	0.00057	0.3	0.00051	0	0.7	0	0	0	0	5	0.094	0.2	0.13
255	0	0.0026	0.2	0.79	0	0.0059	0.00013	0	0	0	3	0.17	0.27	0.17
256	0	0.068	0.9	0.036	0	1.8e-05	0	0	0	0	2	0.17	0.2	0.17
257	0	0	1	0	0	0	0	0	0	0	2	0.17	0.2	0.17
258	0	0.00032	0.41	0.59	0	1.4e-05	0	0	0	0	3	0.17	0.27	0.17
259	1	0	0	0	0	0	0	0	0	0	0	0.094	0.067	0.076
260	0	0.25	0.69	0.056	0	0.0012	0	0	0	0	2	0.17	0.2	0.17
261	0	5.4e-05	0.97	0.03	0	0	0	0	0	0	2	0.17	0.2	0.17
262	0	0.031	0.95	0.017	0	1.9e-05	0	0	0	0	2	0.17	0.2	0.17
263	0	0.0016	0.84	0.16	0	0.00023	0	0	0	0	2	0.17	0.2	0.17
264	0	0	0.2	0.8	0	0.00066	0	0	0	0	3	0.17	0.27	0.17
265	0	1.4e-06	0.19	0.81	0	7.5e-05	0	0	0	0	3	0.17	0.27	0.17
266	0	0.035	0.96	0.0012	0	0.0032	0	0	0	0	2	0.17	0.2	0.17
267	0	0.0041	0.067	0.89	0	0.0061	0.032	0	0	0	3	0.17	0.27	0.17
268	1	0	0	0	0	0	0	0	0	0	0	0.094	0.067	0.076
269	0	0.021	0.39	0.51	0	0.073	0.002	0	0	0	3	0.17	0.27	0.17
270	0	0.0025	0.81	0.19	5.7e-06	0	0	0	0	0	2	0.17	0.2	0.17
271	0	0.0077	0.0064	0.99	0	0	0	0	0	0	3	0.17	0.27	0.17
272	0	0.0004	0.084	0.91	0	0.0066	0.0031	0	0	0	3	0.17	0.27	0.17
273	0	5.7e-06	0.086	0.0054	0	0.91	8.7e-05	0	0	0	5	0.094	0.2	0.13
274	4.6e-05	0.00027	0.32	0.016	0	0.66	0.0006	0	0	0	5	0.094	0.2	0.13
275	1	0	0	0	0	0	0	0	0	0	0	0.094	0.067	0.076
276	0	0.00071	0.94	0.061	0	0	0	0	0	0	2	0.17	0.2	0.17
277	0	0	1	1.6e-06	0	0	0	0	0	0	2	0.17	0.2	0.17
278	1	0	0	0	0	0	0	0	0	0	0	0.094	0.067	0.076
279	0	0.00014	0.88	0.12	0	9.5e-05	0	0	0	0	2	0.17	0.2	0.17
