SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster	dcf0	dcf1	dcf2
19	0	1.6e-06	0	0.55	1.6e-06	0	0.00046	7.7e-06	0	0.23	0.22	0	3	0.17	0.2	0.17
20	0	0	0	0.71	0	0	2.6e-05	0	0	0.011	0.28	0	3	0.17	0.2	0.17
21	0	0.022	0	1.2e-05	0.022	0	0	0	0	0.96	5e-06	0	9	0.094	0.2	0.13
22	0	0.042	0	0.00013	0.042	0	0	0	0.00012	0.92	5.4e-05	0	9	0.094	0.2	0.13
23	2.7e-05	0.00037	0	7.3e-06	0.00037	2.7e-05	0	0	0	1	2.9e-06	0	9	0.094	0.2	0.13
24	0	0	0	0.64	0	0	0.096	0.0018	3.2e-06	0.00014	0.26	0	3	0.17	0.2	0.17
25	0	0	0	0.67	0	0	0.03	4.3e-06	0.00057	0.035	0.27	0	3	0.17	0.2	0.17
26	0.00044	0.00056	0	0.0004	0.00056	0.00044	0	0	0	1	0.00016	0	9	0.094	0.2	0.13
27	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0.094	0.067	0.076
28	4.5e-06	0.0015	0	0.0095	0.0015	4.5e-06	0	0	0	0.98	0.0038	0	9	0.094	0.2	0.13
29	0	0	0	0.43	0	0	0.31	0.085	0	0	0.17	0	3	0.17	0.2	0.17
30	0	0.0011	0	0.0053	0.0011	0	2.9e-06	0	1e-06	0.99	0.0021	0	9	0.094	0.2	0.13
31	0	0	0	0.71	0	0	0.0019	0	0	0.0089	0.28	0	3	0.17	0.2	0.17
32	0.0071	3.5e-05	0	0.68	3.5e-05	0.0071	0.00081	0.0006	3.9e-05	0.028	0.27	0	3	0.17	0.2	0.17
33	0.46	0	0	0	0	0.46	0	0	0	0.087	0	0	0	0.094	0.067	0.076
34	0	0	0	0.71	0	0	8.9e-05	0	0	6.6e-05	0.29	0	3	0.17	0.2	0.17
35	0.46	0.037	0	0	0.037	0.46	0	0	0	0	0	0	0	0.094	0.067	0.076
36	0.45	0.047	0	0	0.047	0.45	0	0	0	0	0	0	0	0.094	0.067	0.076
37	0	0	0	0.71	0	0	1.2e-05	0	3.2e-05	0	0.29	0	3	0.17	0.2	0.17
38	0	0	0	0.71	0	0	1.4e-05	0	6.7e-05	0	0.29	0	3	0.17	0.2	0.17
39	0	0	0	0	0	0	0	0	0	0	0	1	11	0	0.044	0.019
40	0.5	0.0028	0	0	0.0028	0.5	0	0	0	0	0	0	0	0.094	0.067	0.076
41	0.5	0.0021	0	0	0.0021	0.5	0	0	0	0	0	0	0	0.094	0.067	0.076
42	0	1.9e-05	0	1.4e-05	1.9e-05	0	0	0	0	1	5.4e-06	0	9	0.094	0.2	0.13
43	0.47	0.027	0	8.2e-06	0.027	0.47	0	0	0.0015	1.2e-05	3.3e-06	0	0	0.094	0.067	0.076
44	0.44	0.062	0	0	0.062	0.44	0	0	0	0	0	0	0	0.094	0.067	0.076
45	0	6.2e-05	0	0.017	6.2e-05	0	4.8e-05	0	0	0.98	0.0068	0	9	0.094	0.2	0.13
46	0	0	0	0.65	0	0	0.084	0.0051	0	0.00063	0.26	0	3	0.17	0.2	0.17
47	0	0	0	0.71	0	0	1.8e-06	0	0	0.0045	0.28	0	3	0.17	0.2	0.17
48	0	0	0	0.26	0	0	0.009	0.63	0	0	0.1	0	7	0.24	0.18	0.24
49	4.1e-06	0.00071	0	0.0089	0.00071	4.1e-06	0.0001	0	8.4e-06	0.99	0.0035	0	9	0.094	0.2	0.13
50	0	0.0014	0	0.0046	0.0014	0	0	0	0	0.99	0.0019	0	9	0.094	0.2	0.13
51	0	0	0	0	0	0	0	0	0	0	0	1	11	0	0.044	0.019
52	0	0	0	0.67	0	0	0.057	0.00015	0.00046	0.00092	0.27	0	3	0.17	0.2	0.17
53	4.4e-06	0	3.5e-05	0	0	4.4e-06	0	1	0	1.1e-05	0	0	7	0.24	0.18	0.24
54	0	0	0	0.71	0	0	0	0	0.0027	0	0.28	0	3	0.17	0.2	0.17
55	0	0	4.2e-05	0.32	0	0	0.00019	0	0.55	0	0.13	0	8	0.17	0.33	0.17
56	0	0	0.067	0.6	0	0	0.00038	0	0.089	0	0.24	0	3	0.17	0.2	0.17
57	0	0	7.7e-05	0.44	0	0	0.00011	0	0.38	0	0.18	0	3	0.17	0.2	0.17
58	0	0	0	0.71	0	0	0.0016	1.7e-05	0	0	0.29	0	3	0.17	0.2	0.17
59	0	0	0	0.66	0	0	0.071	0	0	2.3e-05	0.27	0	3	0.17	0.2	0.17
60	0	0	0	0.71	0	0	3.9e-05	2.9e-06	0	0	0.29	0	3	0.17	0.2	0.17
61	0	0	0	0.71	0	0	0.0016	8e-05	0	3e-06	0.29	0	3	0.17	0.2	0.17
62	4.1e-05	2.5e-05	0	0.66	2.5e-05	4.1e-05	0.00049	0.0001	3e-05	0.076	0.26	0	3	0.17	0.2	0.17
63	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0.094	0.067	0.076
64	1.9e-06	8.4e-06	0	0.7	8.4e-06	1.9e-06	0.0055	0.0032	0.00076	0.013	0.28	0	3	0.17	0.2	0.17
65	0	1.2e-06	0	0.68	1.2e-06	0	0.017	0.00024	0.00012	0.035	0.27	0	3	0.17	0.2	0.17
66	0.00092	0.00058	0	0.35	0.00058	0.00092	0.00045	1.2e-05	3.7e-05	0.51	0.14	0	9	0.094	0.2	0.13
67	0	0	0	0.71	0	0	2.9e-05	1.3e-05	0	0	0.29	0	3	0.17	0.2	0.17
68	0	1.1e-06	0	0.65	1.1e-06	0	0.0033	0	0.00012	0.086	0.26	0	3	0.17	0.2	0.17
69	0	1.5e-05	0.0002	0.16	1.5e-05	0	0	0	0	0.78	0.063	0	9	0.094	0.2	0.13
70	0	0	0	0	0	0	0	0	0	0	0	1	11	0	0.044	0.019
71	0	0	0	0.71	0	0	0.004	8.3e-05	0	0	0.28	0	3	0.17	0.2	0.17
72	4.1e-06	0.00013	0.0054	0.55	0.00013	4.1e-06	0.00083	1.5e-05	0.0001	0.23	0.22	0	3	0.17	0.2	0.17
73	0	0	8.1e-05	0.71	0	0	0.0031	0.0003	0.00016	0.0042	0.28	0	3	0.17	0.2	0.17
74	0.22	0	0	0.03	0	0.22	1.1e-05	0	0	0.51	0.012	0	9	0.094	0.2	0.13
75	0	0	0	0.71	0	0	0.0032	3.3e-05	0	0.0033	0.28	0	3	0.17	0.2	0.17
76	1.6e-05	0.00037	0	1.1e-05	0.00037	1.6e-05	0	0	0	1	4.2e-06	0	9	0.094	0.2	0.13
77	0.019	0.0024	0	0.21	0.0024	0.019	0.0037	0.00021	0.0017	0.66	0.083	0	9	0.094	0.2	0.13
78	0	0	0	0.7	0	0	0.018	0	0	0.0075	0.28	0	3	0.17	0.2	0.17
79	9.9e-06	0	4.3e-06	0.51	0	9.9e-06	0.2	0.083	0.00045	0.0084	0.2	0	3	0.17	0.2	0.17
80	0	0	0	0.5	0	0	0.0017	0	0	0.3	0.2	0	3	0.17	0.2	0.17
81	0.49	0	0	0	0	0.49	0	0	0	0.01	0	0	0	0.094	0.067	0.076
82	0.0034	0.0009	0	0.089	0.0009	0.0034	0.00016	1.9e-06	2.5e-05	0.87	0.035	0	9	0.094	0.2	0.13
83	0	0	0	0	0	0	0	0	0	0	0	1	11	0	0.044	0.019
84	5.6e-06	1.4e-05	0	0.43	1.4e-05	5.6e-06	0.03	0.00022	5.2e-05	0.36	0.17	0	3	0.17	0.2	0.17
85	1.5e-06	0	0	0	0	1.5e-06	0	0	0	1	0	0	9	0.094	0.2	0.13
86	0	0	0	0.69	0	0	0.028	0.00038	0	0.0066	0.28	0	3	0.17	0.2	0.17
87	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0.094	0.067	0.076
88	0	0	0	0.6	0	0	0.0044	3.6e-05	1e-06	0.16	0.24	0	3	0.17	0.2	0.17
89	0	2.7e-06	0	0.68	2.7e-06	0	0.028	0.0013	0.00033	0.022	0.27	0	3	0.17	0.2	0.17
90	0	0.078	0	0.31	0.078	0	0	0	0.0011	0.41	0.12	0	9	0.094	0.2	0.13
91	0	2.2e-05	0	0.71	2.2e-05	0	0.00077	8.4e-05	0.0028	0.0062	0.28	0	3	0.17	0.2	0.17
92	0	8.7e-06	0	0.63	8.7e-06	0	0.0085	1.3e-06	0.1	0.014	0.25	0	3	0.17	0.2	0.17
93	0	0	0	0.71	0	0	0.01	0	0	0.0014	0.28	0	3	0.17	0.2	0.17
94	0	1.6e-06	0	0.68	1.6e-06	0	0.0056	4.8e-05	8.3e-05	0.038	0.27	0	3	0.17	0.2	0.17
95	0	0.00078	0	0.26	0.00078	0	0.0029	2.1e-05	0.002	0.63	0.11	0	9	0.094	0.2	0.13
96	1.5e-06	0.00022	0	0.33	0.00022	1.5e-06	0.00048	2e-06	1.6e-05	0.53	0.13	0	9	0.094	0.2	0.13
97	0	0	0	0.66	0	0	0.06	0.002	0.0079	1.1e-05	0.27	0	3	0.17	0.2	0.17
98	0	0	0	0.63	0	0	0.12	0.0007	0.00036	1.8e-05	0.25	0	3	0.17	0.2	0.17
99	0	0	0	0.71	0	0	0.011	0.0015	0.00057	1.3e-05	0.28	0	3	0.17	0.2	0.17
100	0	1.8e-05	0	0.62	1.8e-05	0	0.03	4.3e-05	0.084	0.023	0.25	0	3	0.17	0.2	0.17
101	0	0	0	0.71	0	0	0.00017	1.2e-05	0	0	0.29	0	3	0.17	0.2	0.17
102	4.9e-05	7.6e-05	0	0.53	7.6e-05	4.9e-05	0.0016	0.0001	0.00013	0.25	0.21	0	3	0.17	0.2	0.17
103	0	0	0	0.71	0	0	0.00042	2e-06	0	0.00098	0.29	0	3	0.17	0.2	0.17
104	0	0	0	0	0	0	0	0	0	0	0	1	11	0	0.044	0.019
105	0	0	0	0.71	0	0	0.0015	0	4e-05	7.3e-05	0.29	0	3	0.17	0.2	0.17
106	0	0	0	0.69	0	0	0.03	0.0091	0.0013	0.00049	0.27	0	3	0.17	0.2	0.17
107	0	0	0.00075	0.71	0	0	0.0011	0	0	0	0.28	0	3	0.17	0.2	0.17
108	0	0	0.13	0.18	0	0	0.0025	0	0.62	0	0.073	0	8	0.17	0.33	0.17
109	0	0.00011	0.00011	0.59	0.00011	0	0.039	0.0011	0.04	0.089	0.24	0	3	0.17	0.2	0.17
110	0	0	0.035	0.65	0	0	0.031	0.0027	0.021	2.5e-05	0.26	0	3	0.17	0.2	0.17
111	0	0.13	0	0.06	0.13	0	3.1e-05	0	0.33	0.34	0.024	0	9	0.094	0.2	0.13
112	0	0	0	0	0	0	0	0	0	0	0	1	11	0	0.044	0.019
113	0	0	0.0034	0.7	0	0	0.014	0	2.2e-05	0	0.28	0	3	0.17	0.2	0.17
114	0	0	0	0.71	0	0	0.0044	7e-06	0	8e-05	0.28	0	3	0.17	0.2	0.17
115	0	0	0.0011	0.67	0	0	0.042	0	0.013	0	0.27	0	3	0.17	0.2	0.17
116	0	0	3.4e-05	0.67	0	0	0.049	0	0.007	0	0.27	0	3	0.17	0.2	0.17
117	0	0	0.0031	0.66	0	0	0.00021	0	0.078	0	0.26	0	3	0.17	0.2	0.17
118	0	0	0	0.64	0	0	0.11	0	4.6e-05	0	0.26	0	3	0.17	0.2	0.17
119	0	0	0	0.71	0	0	0.0003	0	0	6.4e-05	0.29	0	3	0.17	0.2	0.17
120	0	0	0	0.012	0	0	0.58	0.4	0	0	0.0046	0	6	0.17	0.2	0.24
121	0	0	0	0.58	0	0	0.036	0.15	0	0	0.23	0	3	0.17	0.2	0.17
122	0	0	0	0	0	0	0	0	0	0	0	1	11	0	0.044	0.019
123	0	0	0.76	0.17	0	0	5.1e-05	0	0.011	0	0.066	0	2	0.32	0.4	0.24
124	0	0	0.32	0.48	0	0	5.7e-06	0	0	0	0.19	0	3	0.17	0.2	0.17
125	0	0	0.76	0.17	0	0	0	0	0	0	0.067	0	2	0.32	0.4	0.24
126	0	0	0.74	0.19	0	0	3.2e-05	5e-05	0.0041	0	0.074	0	2	0.32	0.4	0.24
127	0	0	0.14	0.62	0	0	0.00082	0.00011	0.00084	0	0.25	0	3	0.17	0.2	0.17
128	0	0.0004	0	0.015	0.0004	0	5.6e-06	0	1.5e-05	0.98	0.0061	0	9	0.094	0.2	0.13
129	0	9.3e-05	0	0.66	9.3e-05	0	0.0002	4e-06	0.0012	0.069	0.27	0	3	0.17	0.2	0.17
130	7.4e-05	2e-05	0	0.64	2e-05	7.4e-05	0.015	0.0016	0.00096	0.087	0.26	0	3	0.17	0.2	0.17
131	2.9e-06	0	0	0.7	0	2.9e-06	5.9e-05	2.5e-06	0	0.018	0.28	0	3	0.17	0.2	0.17
132	0.00019	0.0006	0	0.52	0.0006	0.00019	0.0057	0.00041	0.0015	0.26	0.21	0	3	0.17	0.2	0.17
133	7.5e-06	8.8e-05	0	0.64	8.8e-05	7.5e-06	0.0038	0.00059	0.00086	0.092	0.26	0	3	0.17	0.2	0.17
134	0	0.00012	0	0.1	0.00012	0	0.00091	1.7e-06	2.1e-05	0.86	0.04	0	9	0.094	0.2	0.13
135	0	0	0	0.71	0	0	7.5e-06	0	0	0.00018	0.29	0	3	0.17	0.2	0.17
136	0	0	0	0	0	0	0	0	0	0	0	1	11	0	0.044	0.019
137	2.8e-06	0.00023	0	0.28	0.00023	2.8e-06	0.00012	1.3e-06	5.7e-06	0.61	0.11	0	9	0.094	0.2	0.13
138	0	0	0	0.21	0	0	0.00083	0	0	0.7	0.085	0	9	0.094	0.2	0.13
139	0	5.3e-05	0	0.3	5.3e-05	0	1.4e-05	0	0	0.58	0.12	0	9	0.094	0.2	0.13
140	0	0	0	0.68	0	0	0.042	0.00093	0.0014	0.002	0.27	0	3	0.17	0.2	0.17
141	0	0	0	0.71	0	0	0	0	0	4.1e-05	0.29	0	3	0.17	0.2	0.17
142	0	0.0024	0	0.51	0.0024	0	0.001	1e-05	0.1	0.18	0.2	0	3	0.17	0.2	0.17
143	0	0	0.0001	0.58	0	0	0.047	0.0023	0.14	7.5e-06	0.23	0	3	0.17	0.2	0.17
144	0	0.00035	0	0.16	0.00035	0	0.00018	0	8.5e-05	0.78	0.064	0	9	0.094	0.2	0.13
145	0	0	0	0.71	0	0	0.00064	0.0002	0.0022	0.00064	0.28	0	3	0.17	0.2	0.17
146	0	0	0	0.71	0	0	1.5e-05	0	0	9.1e-05	0.29	0	3	0.17	0.2	0.17
147	0	0	0	0.71	0	0	0.003	0.00045	0	3.7e-06	0.28	0	3	0.17	0.2	0.17
148	0	0	0	0.71	0	0	0	0	0	0.0039	0.28	0	3	0.17	0.2	0.17
149	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0.094	0.067	0.076
150	0	0	0	0.71	0	0	0	0	0	0.00068	0.29	0	3	0.17	0.2	0.17
151	0	0	0	0.36	0	0	0	0	0	0.49	0.14	0	9	0.094	0.2	0.13
152	0	0.0015	0	0.49	0.0015	0	0.0016	1.7e-05	0.029	0.28	0.2	0	3	0.17	0.2	0.17
153	0	0	0	0.66	0	0	4.8e-05	0	0	0.075	0.26	0	3	0.17	0.2	0.17
154	0	1.8e-06	0	0.66	1.8e-06	0	0.0025	3.4e-06	0.00015	0.067	0.27	0	3	0.17	0.2	0.17
155	0	0	0	0.71	0	0	0	0	0	0.00021	0.29	0	3	0.17	0.2	0.17
156	0	9.4e-06	0	0.65	9.4e-06	0	1.7e-06	0	0	0.089	0.26	0	3	0.17	0.2	0.17
157	0	4.2e-05	0	0.23	4.2e-05	0	0.002	1.1e-06	0.0002	0.68	0.092	0	9	0.094	0.2	0.13
158	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0.094	0.067	0.076
159	0.5	0	0	0	0	0.5	0	0	0	0.00081	0	0	0	0.094	0.067	0.076
160	0.0015	0.00011	0.00023	0.55	0.00011	0.0015	0.095	0.022	0.0084	0.11	0.22	0	3	0.17	0.2	0.17
161	0	0	0	0.69	0	0	0.0033	1.9e-05	6.8e-05	0.024	0.28	0	3	0.17	0.2	0.17
162	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0.094	0.067	0.076
163	0.0003	0.001	0.0045	0.57	0.001	0.0003	0.029	0.011	0.055	0.093	0.23	0	3	0.17	0.2	0.17
164	0	3.1e-06	0.0013	0.45	3.1e-06	0	0.004	0.00099	0.37	0.00028	0.18	0	3	0.17	0.2	0.17
165	0.5	0	0	0	0	0.5	0	0	0	0.00069	0	0	0	0.094	0.067	0.076
166	0.5	0	0	0	0	0.5	0	0	0	0.00024	0	0	0	0.094	0.067	0.076
167	1.1e-05	5.3e-05	0	0.51	5.3e-05	1.1e-05	0.00037	1e-05	3.7e-06	0.29	0.2	0	3	0.17	0.2	0.17
168	0.48	1.1e-06	0	0.0001	1.1e-06	0.48	0	0	0	0.045	4e-05	0	0	0.094	0.067	0.076
169	0	0	0	0.51	0	0	0.00015	0	0.29	3.2e-06	0.2	0	3	0.17	0.2	0.17
170	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0.094	0.067	0.076
171	0.5	0	0	0	0	0.5	0	0	0	0.00011	0	0	0	0.094	0.067	0.076
172	0.032	6.2e-05	0	0.12	6.2e-05	0.032	5e-05	1.2e-06	0	0.77	0.048	0	9	0.094	0.2	0.13
173	0	0.00043	0	0.56	0.00043	0	0.021	0.00025	0.031	0.16	0.22	0	3	0.17	0.2	0.17
174	0	0	0	0.71	0	0	0.0014	0	0.00091	0.00021	0.28	0	3	0.17	0.2	0.17
175	0	0.0002	1.8e-06	0.65	0.0002	0	0.0063	0.00024	0.061	0.025	0.26	0	3	0.17	0.2	0.17
176	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0.094	0.067	0.076
177	0	2.2e-05	0	0	2.2e-05	0	0	0	1	0	0	0	8	0.17	0.33	0.17
178	0	0	0	7.9e-06	0	0	0	0	1	0	3.2e-06	0	8	0.17	0.33	0.17
179	0	0	0	0.0076	0	0	0.00017	0	0.99	0	0.003	0	8	0.17	0.33	0.17
180	0.22	0.02	0	0.0039	0.02	0.22	0	0	0.5	0.0031	0.0016	0	8	0.17	0.33	0.17
181	0	0	6e-05	0.16	0	0	0.55	0.037	0.19	2.3e-05	0.065	0	6	0.17	0.2	0.24
182	0.48	0.013	0	0.0006	0.013	0.48	0	0	0.0035	0.011	0.00024	0	0	0.094	0.067	0.076
183	0.5	0	0	0	0	0.5	0	0	0	1.3e-06	0	0	0	0.094	0.067	0.076
184	0	0	2.3e-05	0.15	0	0	0.73	0.055	0.0029	0	0.06	0	6	0.17	0.2	0.24
185	0	0	0.0013	0.66	0	0	0.024	0.011	0.038	1.1e-06	0.26	0	3	0.17	0.2	0.17
186	0	0	0	0.71	0	0	0.00018	8.1e-05	0	0	0.29	0	3	0.17	0.2	0.17
187	0	0	0	0.71	0	0	8.9e-05	0	4.2e-06	0.00055	0.29	0	3	0.17	0.2	0.17
188	0	0	0	0.69	0	0	0.039	3e-05	4.2e-05	0	0.27	0	3	0.17	0.2	0.17
189	0	0	0	0.66	0	0	0.064	0.0084	0	0	0.26	0	3	0.17	0.2	0.17
190	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0.094	0.067	0.076
191	0	0	0	0.54	0	0	0.24	3e-06	0	1e-06	0.22	0	3	0.17	0.2	0.17
192	0	0	0	0.71	0	0	0.0016	1.3e-05	1.4e-05	0.0031	0.28	0	3	0.17	0.2	0.17
193	0	0	0	0.69	0	0	0.015	0	0	0.019	0.28	0	3	0.17	0.2	0.17
194	0	0	0	0.7	0	0	0.017	0.0012	0.0024	0.0034	0.28	0	3	0.17	0.2	0.17
195	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0.094	0.067	0.076
196	0	0	0	0.71	0	0	0.002	0.00018	1e-05	1.8e-05	0.28	0	3	0.17	0.2	0.17
197	0	0	0	0.71	0	0	0.0013	4.6e-06	0	2.4e-05	0.29	0	3	0.17	0.2	0.17
198	0	0	0	0.71	0	0	7e-05	1.1e-06	8.9e-06	4.8e-05	0.29	0	3	0.17	0.2	0.17
199	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0.094	0.067	0.076
200	0	0	0	0.71	0	0	0.00041	0	0.00033	0.0036	0.28	0	3	0.17	0.2	0.17
201	0	0	0	0	0	0	0	0	0	1	0	0	9	0.094	0.2	0.13
202	0	0	0	0.71	0	0	0.0028	0.00067	1.8e-05	9.3e-06	0.28	0	3	0.17	0.2	0.17
203	0	0.018	0	0.022	0.018	0	0	0	0.00065	0.93	0.0088	0	9	0.094	0.2	0.13
204	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0.094	0.067	0.076
205	3.6e-06	0	0	4.7e-05	0	3.6e-06	0	0.00052	0	1	1.9e-05	0	9	0.094	0.2	0.13
206	0	0	0	0.71	0	0	0.0014	9.6e-06	1.1e-05	0.00014	0.29	0	3	0.17	0.2	0.17
207	0	0.0001	0.028	0.46	0.0001	0	0.1	0.014	0.19	0.028	0.18	0	3	0.17	0.2	0.17
208	0	0	0	0.71	0	0	0.00042	0	6.1e-06	4.4e-05	0.29	0	3	0.17	0.2	0.17
209	4e-05	0.00043	0.00011	0.62	0.00043	4e-05	0.015	0.0045	0.017	0.089	0.25	0	3	0.17	0.2	0.17
210	5.8e-06	6.3e-06	0	0.014	6.3e-06	5.8e-06	0.00011	0	0	0.98	0.0057	0	9	0.094	0.2	0.13
211	0	0	0	0	0	0	0	0	0	1	0	0	9	0.094	0.2	0.13
212	0	0.00077	0	0.028	0.00077	0	6.1e-06	0	2.3e-05	0.96	0.011	0	9	0.094	0.2	0.13
213	0	1.4e-05	0	0.0011	1.4e-05	0	0	0	0	1	0.00046	0	9	0.094	0.2	0.13
214	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0.094	0.067	0.076
215	0	0	0	4.3e-05	0	0	2.6e-05	0	1	0	1.7e-05	0	8	0.17	0.33	0.17
216	0	0	0	0.51	0	0	0.28	0.0053	0.00029	5.3e-06	0.2	0	3	0.17	0.2	0.17
217	0	0	0	0.56	0	0	0.00091	0	0.22	6.4e-06	0.22	0	3	0.17	0.2	0.17
218	0	0	1.4e-06	0.71	0	0	0.003	0.00011	0.0033	0.00083	0.28	0	3	0.17	0.2	0.17
219	0	0.14	0.069	0.0021	0.14	0	0	0	7.8e-05	0.64	0.00085	0	9	0.094	0.2	0.13
220	0	0	0	0.64	0	0	0.067	0	0.033	1.2e-05	0.26	0	3	0.17	0.2	0.17
221	0	0.00028	0	0.15	0.00028	0	0.00026	0	0.75	0.035	0.06	0	8	0.17	0.33	0.17
222	0	0	0	0.71	0	0	3.1e-05	1.5e-05	0	0.0023	0.28	0	3	0.17	0.2	0.17
223	0	1.4e-06	0	0.58	1.4e-06	0	0.011	3.8e-05	7.3e-06	0.18	0.23	0	3	0.17	0.2	0.17
224	0	0	0	0.71	0	0	0	0	0	0	0.29	0	3	0.17	0.2	0.17
225	0	0	0	0.7	0	0	0.023	0	0	0.0021	0.28	0	3	0.17	0.2	0.17
226	0	0	0	0.71	0	0	1.7e-06	0	0	0	0.29	0	3	0.17	0.2	0.17
227	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0.094	0.067	0.076
228	0.46	0	0	0.019	0	0.46	0	0	0	0.048	0.0076	0	0	0.094	0.067	0.076
229	0	1.9e-05	0.004	0.64	1.9e-05	0	0.017	0.0045	0.074	0.0037	0.26	0	3	0.17	0.2	0.17
230	0	0	0	0.7	0	0	6e-06	0	0	0.017	0.28	0	3	0.17	0.2	0.17
231	0	0	0	0.71	0	0	0.00066	2.2e-05	0	2.7e-05	0.29	0	3	0.17	0.2	0.17
232	0.48	0.021	0	0	0.021	0.48	0	0	1.3e-05	1.2e-05	0	0	0	0.094	0.067	0.076
233	0.0066	0.0011	0	0.22	0.0011	0.0066	0.00044	1e-05	0.56	0.12	0.086	0	8	0.17	0.33	0.17
234	0	0	0	0.6	0	0	1.9e-05	0	0	0.16	0.24	0	3	0.17	0.2	0.17
235	1e-05	0.023	3.9e-05	0.41	0.023	1e-05	0.0018	0.00016	0.084	0.29	0.16	0	3	0.17	0.2	0.17
236	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0.094	0.067	0.076
237	0.00022	3.4e-05	0	0.058	3.4e-05	0.00022	0	0	0	0.92	0.023	0	9	0.094	0.2	0.13
238	1e-05	0	0	0	0	1e-05	0	0	0	0	0	1	11	0	0.044	0.019
239	5e-05	1.8e-06	0	0.68	1.8e-06	5e-05	0.021	0.016	0.0003	0.013	0.27	0	3	0.17	0.2	0.17
240	2.3e-05	0.031	1e-05	0.25	0.031	2.3e-05	0.00093	5.2e-05	0.048	0.54	0.099	0	9	0.094	0.2	0.13
241	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0.094	0.067	0.076
242	0	0	0	0.62	0	0	2.8e-05	0	0	0.13	0.25	0	3	0.17	0.2	0.17
243	0	0	0	0.65	0	0	0.094	0.00053	2.1e-06	4.7e-05	0.26	0	3	0.17	0.2	0.17
244	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0.094	0.067	0.076
245	0	0	0	0	0	0	0	0	0	0	0	1	11	0	0.044	0.019
246	0.46	0	0	0.056	0	0.46	7.1e-05	2.7e-05	0	0.0046	0.022	0	0	0.094	0.067	0.076
247	0	0	0	0.62	0	0	0.13	0	0.0069	0	0.25	0	3	0.17	0.2	0.17
