SNV	cluster0	cluster1	cluster2	cluster	dcf0	dcf1	dcf2
93	1	0	0	0	0.17	0.2	0.17
94	1	0	0	0	0.17	0.2	0.17
95	1	5.8e-05	0	0	0.17	0.2	0.17
96	1	0.00065	0	0	0.17	0.2	0.17
97	1	0	0	0	0.17	0.2	0.17
98	1	0	0	0	0.17	0.2	0.17
99	1	0	0	0	0.17	0.2	0.17
100	1	0	0	0	0.17	0.2	0.17
101	1	0	0	0	0.17	0.2	0.17
102	1	0.0017	0	0	0.17	0.2	0.17
103	1	0	0	0	0.17	0.2	0.17
104	0	0	1	2	0	0.044	0.019
105	1	0	0	0	0.17	0.2	0.17
106	1	0	0	0	0.17	0.2	0.17
107	1	0	0	0	0.17	0.2	0.17
108	1	0	0	0	0.17	0.2	0.17
109	1	1.9e-05	0	0	0.17	0.2	0.17
110	1	0	0	0	0.17	0.2	0.17
111	1	0	0	0	0.17	0.2	0.17
112	0	0	1	2	0	0.044	0.019
113	1	0	0	0	0.17	0.2	0.17
114	1	0	0	0	0.17	0.2	0.17
115	1	0	0	0	0.17	0.2	0.17
116	1	0	0	0	0.17	0.2	0.17
117	1	0	0	0	0.17	0.2	0.17
118	1	0	0	0	0.17	0.2	0.17
119	1	0	0	0	0.17	0.2	0.17
120	1	0	0	0	0.17	0.2	0.17
121	1	0	0	0	0.17	0.2	0.17
122	0	0	1	2	0	0.044	0.019
123	1	0	0	0	0.17	0.2	0.17
124	1	0	0	0	0.17	0.2	0.17
125	1	0	0	0	0.17	0.2	0.17
126	1	0	0	0	0.17	0.2	0.17
127	1	0	0	0	0.17	0.2	0.17
128	1	0	0	0	0.17	0.2	0.17
129	1	0	0	0	0.17	0.2	0.17
130	1	0.00062	0	0	0.17	0.2	0.17
131	1	0.00066	0	0	0.17	0.2	0.17
132	0.99	0.0051	0	0	0.17	0.2	0.17
133	1	0.00027	0	0	0.17	0.2	0.17
134	1	0.00023	0	0	0.17	0.2	0.17
135	1	0	0	0	0.17	0.2	0.17
136	0	0	1	2	0	0.044	0.019
137	1	0.0015	0	0	0.17	0.2	0.17
138	1	0	0	0	0.17	0.2	0.17
139	1	0	0	0	0.17	0.2	0.17
140	1	0	0	0	0.17	0.2	0.17
141	1	0	0	0	0.17	0.2	0.17
142	1	0	0	0	0.17	0.2	0.17
143	1	0	0	0	0.17	0.2	0.17
144	1	0	0	0	0.17	0.2	0.17
145	1	0	0	0	0.17	0.2	0.17
146	1	0	0	0	0.17	0.2	0.17
147	1	0	0	0	0.17	0.2	0.17
148	1	0	0	0	0.17	0.2	0.17
149	0	1	0	1	0.094	0.089	0.076
150	1	0	0	0	0.17	0.2	0.17
151	1	0	0	0	0.17	0.2	0.17
152	1	0	0	0	0.17	0.2	0.17
153	1	0	0	0	0.17	0.2	0.17
154	1	0	0	0	0.17	0.2	0.17
155	1	0	0	0	0.17	0.2	0.17
156	1	0	0	0	0.17	0.2	0.17
157	1	0	0	0	0.17	0.2	0.17
158	0	1	0	1	0.094	0.089	0.076
159	0	1	0	1	0.094	0.089	0.076
160	0.99	0.0059	0	0	0.17	0.2	0.17
161	1	0	0	0	0.17	0.2	0.17
162	0	1	0	1	0.094	0.089	0.076
163	1	0.0028	0	0	0.17	0.2	0.17
164	1	0	0	0	0.17	0.2	0.17
165	0	1	0	1	0.094	0.089	0.076
166	0	1	0	1	0.094	0.089	0.076
167	1	0.0019	0	0	0.17	0.2	0.17
168	4.5e-05	1	0	1	0.094	0.089	0.076
169	1	0	0	0	0.17	0.2	0.17
170	0	1	0	1	0.094	0.089	0.076
171	0	1	0	1	0.094	0.089	0.076
172	0.29	0.71	0	1	0.094	0.089	0.076
173	1	0	0	0	0.17	0.2	0.17
174	1	0	0	0	0.17	0.2	0.17
175	1	0	0	0	0.17	0.2	0.17
176	0	1	0	1	0.094	0.089	0.076
177	1	0	0	0	0.17	0.2	0.17
178	1	0	0	0	0.17	0.2	0.17
179	1	0	0	0	0.17	0.2	0.17
180	0.0028	1	0	1	0.094	0.089	0.076
181	1	0	0	0	0.17	0.2	0.17
182	0.0002	1	0	1	0.094	0.089	0.076
183	0	1	0	1	0.094	0.089	0.076
184	1	0	0	0	0.17	0.2	0.17
185	1	0	0	0	0.17	0.2	0.17
186	1	0	0	0	0.17	0.2	0.17
187	1	0	0	0	0.17	0.2	0.17
188	1	0	0	0	0.17	0.2	0.17
189	1	0	0	0	0.17	0.2	0.17
190	0	1	0	1	0.094	0.089	0.076
191	1	0	0	0	0.17	0.2	0.17
192	1	0	0	0	0.17	0.2	0.17
193	1	0	0	0	0.17	0.2	0.17
194	1	0	0	0	0.17	0.2	0.17
195	0	1	0	1	0.094	0.089	0.076
196	1	0	0	0	0.17	0.2	0.17
197	1	0	0	0	0.17	0.2	0.17
198	1	0	0	0	0.17	0.2	0.17
199	0	1	0	1	0.094	0.089	0.076
200	1	0	0	0	0.17	0.2	0.17
201	0.039	0.96	0	1	0.094	0.089	0.076
202	1	0	0	0	0.17	0.2	0.17
203	1	0	0	0	0.17	0.2	0.17
204	0	1	0	1	0.094	0.089	0.076
205	0.048	0.95	0	1	0.094	0.089	0.076
206	1	0	0	0	0.17	0.2	0.17
207	1	1.2e-06	0	0	0.17	0.2	0.17
208	1	0	0	0	0.17	0.2	0.17
209	1	0.00066	0	0	0.17	0.2	0.17
210	0.98	0.016	0	0	0.17	0.2	0.17
211	1	0	0	0	0.17	0.2	0.17
212	1	0	0	0	0.17	0.2	0.17
213	0.94	0.061	0	0	0.17	0.2	0.17
214	0	1	0	1	0.094	0.089	0.076
215	1	0	0	0	0.17	0.2	0.17
216	1	0	0	0	0.17	0.2	0.17
217	1	0	0	0	0.17	0.2	0.17
218	1	0	0	0	0.17	0.2	0.17
219	0.92	0.079	0	0	0.17	0.2	0.17
220	1	0	0	0	0.17	0.2	0.17
221	1	0	0	0	0.17	0.2	0.17
222	1	2.6e-05	0	0	0.17	0.2	0.17
223	1	3.1e-06	0	0	0.17	0.2	0.17
224	1	0	0	0	0.17	0.2	0.17
225	1	0	0	0	0.17	0.2	0.17
226	1	0	0	0	0.17	0.2	0.17
227	0	1	0	1	0.094	0.089	0.076
228	0.0015	1	0	1	0.094	0.089	0.076
229	1	0	0	0	0.17	0.2	0.17
230	1	0	0	0	0.17	0.2	0.17
231	1	0	0	0	0.17	0.2	0.17
232	0	1	0	1	0.094	0.089	0.076
233	0.82	0.18	0	0	0.17	0.2	0.17
234	1	0	0	0	0.17	0.2	0.17
235	1	0.001	0	0	0.17	0.2	0.17
236	0	1	0	1	0.094	0.089	0.076
237	0.51	0.49	0	0	0.17	0.2	0.17
238	0	2.2e-05	1	2	0	0.044	0.019
239	1	0.00033	0	0	0.17	0.2	0.17
240	1	0.003	0	0	0.17	0.2	0.17
241	0	1	0	1	0.094	0.089	0.076
242	1	0	0	0	0.17	0.2	0.17
243	1	0	0	0	0.17	0.2	0.17
244	0	1	0	1	0.094	0.089	0.076
245	0	0	1	2	0	0.044	0.019
246	0.11	0.89	0	1	0.094	0.089	0.076
247	1	0	0	0	0.17	0.2	0.17
248	3e-05	1	0	1	0.094	0.089	0.076
249	1	4e-05	0	0	0.17	0.2	0.17
250	1	0	0	0	0.17	0.2	0.17
251	1	0	0	0	0.17	0.2	0.17
252	1	0	0	0	0.17	0.2	0.17
253	1	0	0	0	0.17	0.2	0.17
254	1	0	0	0	0.17	0.2	0.17
255	1	0	0	0	0.17	0.2	0.17
256	1	0	0	0	0.17	0.2	0.17
257	1	0	0	0	0.17	0.2	0.17
258	1	0	0	0	0.17	0.2	0.17
259	0	1	0	1	0.094	0.089	0.076
260	1	0	0	0	0.17	0.2	0.17
261	1	0	0	0	0.17	0.2	0.17
262	1	0	0	0	0.17	0.2	0.17
263	1	0	0	0	0.17	0.2	0.17
264	1	0	0	0	0.17	0.2	0.17
265	1	0	0	0	0.17	0.2	0.17
266	1	0	0	0	0.17	0.2	0.17
267	1	0	0	0	0.17	0.2	0.17
268	0	1	0	1	0.094	0.089	0.076
269	1	0	0	0	0.17	0.2	0.17
270	1	0	0	0	0.17	0.2	0.17
271	1	0	0	0	0.17	0.2	0.17
272	1	0	0	0	0.17	0.2	0.17
273	1	0	0	0	0.17	0.2	0.17
274	0.99	0.006	0	0	0.17	0.2	0.17
275	0	1	0	1	0.094	0.089	0.076
276	1	0	0	0	0.17	0.2	0.17
277	1	0	0	0	0.17	0.2	0.17
278	0	1	0	1	0.094	0.089	0.076
279	1	0	0	0	0.17	0.2	0.17
