SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0	dcf1	dcf2	dcf3
96	0.88	0	0	0.12	0	0	0	0	0	0	0	0.71	0.76	0.6	0.54
97	1	0	0	3.1e-05	0	0	0	0	0	0	0	0.71	0.76	0.6	0.54
98	0.69	0	0	0.31	0	0	0	0	0	0	0	0.71	0.76	0.6	0.54
99	0.77	0	0	0.23	0	0	0	0	0	0	0	0.71	0.76	0.6	0.54
100	0.043	0	0	0.96	0	0	0	0	0	0	3	0.67	0.64	0.6	0.48
101	2.8e-05	0	0	1	0	0	0	0	0	0	3	0.67	0.64	0.6	0.48
102	0.018	0	0	0.98	0	0	0	0	0	0	3	0.67	0.64	0.6	0.48
103	0.00037	0	0	1	0	0	0	0	0	0	3	0.67	0.64	0.6	0.48
104	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0.1
105	1	0	0	0.00042	0	0	0	0	0	0	0	0.71	0.76	0.6	0.54
106	0	0	0	0	0	0	1	0	0	0	6	0.037	0.04	0.27	0.1
107	0.071	0	0	0.93	0	0	0	0	0	0	3	0.67	0.64	0.6	0.48
108	0	0	0	0	0	0	0	0	0	1	9	0.15	0.04	0	0
