SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster	dcf0	dcf1	dcf2	dcf3
89	0	0	0	0	0	0	0	1	0	0	0	0.00082	0	0	0	0	7	0.15	0	0	0
90	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0.037	0.04	0.27	0.1
91	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0.037	0.04	0.27	0.1
92	0	0.019	0	0	0	0	0	0.98	0	0	0	0	0	0	0	0	7	0.15	0	0	0
93	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.78	0.68	0.6	0.54
94	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.78	0.68	0.6	0.54
95	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67	0.64	0.6	0.48
96	0.046	0.27	0.68	0	0	0	0	0	0	0	0	0	0.0061	0	0	0	2	0.67	0.68	0.64	0.54
97	1.1e-06	1	0.0039	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.78	0.68	0.6	0.54
98	0.077	0.0007	0.92	0	0	0	0	0	0	0	0	0	0.00064	0	0	0	2	0.67	0.68	0.64	0.54
99	0.3	0.52	0.11	0	0	0	0	0	0	0	0	0	0.075	0	0	0	1	0.78	0.68	0.6	0.54
100	0.75	0.0039	0.25	0	0	0	0	0	0	0	0	0	0.00011	0	0	0	0	0.67	0.64	0.6	0.48
101	0.92	0.00061	0.081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67	0.64	0.6	0.48
102	0.91	0.012	0.074	0	0	0	0	0	0	0	0	0	2e-05	0	0	0	0	0.67	0.64	0.6	0.48
103	1	0.00017	0.0013	0	0	0	0	0	0	0	0	0	3.9e-06	0	0	0	0	0.67	0.64	0.6	0.48
104	0	0	0	0	0	0	0	0	1	0	0.00037	0	0	0	0	0	8	0	0	0	0.051
105	0.00031	0.0075	0.99	0	0	0	0	0	0	0	0	0	9.6e-06	0	0	0	2	0.67	0.68	0.64	0.54
106	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0.037	0.04	0.27	0.1
107	0.49	0.065	0.45	0	0	0	0	0	0	0	0	0	0.00014	0	0	0	0	0.67	0.64	0.6	0.48
108	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0.15	0.08	0	0
