SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster	dcf0	dcf1	dcf2
22	0.00055	0	0.0018	0	5.3e-05	0	0	0	0	0	0	1	11	0.27	0.43	0.5
23	0	0	0	0	0	0.003	1	0	0	0	0	0	6	0.42	0.43	0.72
24	0	0.0015	0	0	0.0021	0	0	0	0	0	0	1	11	0.27	0.43	0.5
25	0.0037	0	0	0	0	1.4e-05	1	0	0	0	0	0	6	0.42	0.43	0.72
26	0.98	2.2e-05	0	0	0	2.7e-06	0.022	0	0	0	0	0.0021	0	0.53	0.43	0.5
27	0	0	0	0	7.9e-06	0	0	1	0	0	5.7e-06	0	7	0	0.24	0
28	0	0	0	1	0	0	0	0	0	0	0	0	3	0.21	0	0.33
29	0	0	2.8e-05	1	0	0	0	0	0	0	0	0	3	0.21	0	0.33
30	0	1	0	0	0	0	0	0	0	0	0	0	1	0.27	0.57	0.67
31	0	0.025	0	0	0	0	0	0	0	0	0	0.97	11	0.27	0.43	0.5
32	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0.24	0
33	2.9e-06	0	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
34	0	0	0	1	0	0	0	0	0	0	0	0	3	0.21	0	0.33
35	0.03	8e-06	0.00012	0	0	0.47	0.5	0	0	0	0	0.00018	6	0.42	0.43	0.72
36	0	0	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
37	0.98	0	0	0	0	1.5e-06	0.021	0	0	0	0	1.5e-05	0	0.53	0.43	0.5
38	0.00056	0.0013	0.69	0	0	0.00034	0.044	0	0	0	0	0.26	2	0.27	0.19	0.5
39	0	0	1	0	0	0	0	0	0	0	0	0	2	0.27	0.19	0.5
40	0	1	0	0	0	0	0	0	0	0	0	0	1	0.27	0.57	0.67
41	0	0	6.5e-05	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
42	0.91	0	0	0	0	0	0.091	0	0	0	0	0.00091	0	0.53	0.43	0.5
43	0	0	0	1	0	0	0	0	0	0	0	0	3	0.21	0	0.33
44	0	3.6e-05	0.0031	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
45	0	0	0	6.7e-06	0	0	0	0	1	0	2.3e-05	0	8	0	0	0.17
46	0	0	0	0	0	0	0	0.99	0	0	0.0065	0	7	0	0.24	0
47	0	0	0.16	0.84	0	1.5e-06	1.5e-05	0	0	0	0	0.00018	3	0.21	0	0.33
48	0.0013	0	2.8e-06	0	0	0	1	0	0	0	0	3.7e-05	6	0.42	0.43	0.72
49	0	1	0	0	0	0	0	0	0	0	0	0	1	0.27	0.57	0.67
50	0.37	0	0	0	0	2.2e-05	0.63	0	0	0	0	0	6	0.42	0.43	0.72
51	7.4e-05	0.16	4.6e-05	0	0	0.044	0.66	0	0	0	0	0.14	6	0.42	0.43	0.72
52	0	0	0	1	0	0	0	0	0	0	0	0	3	0.21	0	0.33
53	0	0	0	1	0	0	0	0	0	0	0	0	3	0.21	0	0.33
54	0	0	0.017	0	0	0	0	0	0	0	0	0.98	11	0.27	0.43	0.5
55	0	0.99	0	0	0	0	8e-05	0	0	0	0	0.0081	1	0.27	0.57	0.67
56	0.00011	0	0.11	0	0	0	4e-06	0	0	0	0	0.89	11	0.27	0.43	0.5
57	0.0014	2.7e-05	0.0042	0	0	0	4.1e-05	0	0	0	0	0.99	11	0.27	0.43	0.5
58	0.0041	0.0024	0.81	0	0	0.0092	0.031	0	0	0	0	0.15	2	0.27	0.19	0.5
59	0	0	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
60	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0.24	0
61	0	0	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
62	0.009	0.0029	0	0	0	0	0.0019	0	0	0	0	0.99	11	0.27	0.43	0.5
63	0.15	0.026	0	0	0	6.7e-05	0.083	0	0	0	0	0.74	11	0.27	0.43	0.5
64	0	0	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
65	0	2.3e-05	0.0004	0	0	0	5.6e-06	0	0	0	0	1	11	0.27	0.43	0.5
66	5.8e-06	0.31	0	0	0	0	0.00021	0	0	0	0	0.69	11	0.27	0.43	0.5
67	0	0	0	1	0	0	0	0	0	0	0	0	3	0.21	0	0.33
68	0.001	0.024	0	0	0	0	0.00045	0	0	0	0	0.97	11	0.27	0.43	0.5
69	0	0	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
70	3.9e-05	0.0057	0.14	0	0	0.00043	0.028	0	0	0	0	0.82	11	0.27	0.43	0.5
71	0	0	0	0	0	0	0	0	0	0	1	0	10	0	0.14	0.056
72	0	0	0.00019	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
73	0	0	0	0	0	0	0	0	0	1	0	0	9	0.18	0	0
74	0	0	0.38	0.62	0	0	0	0	0	0	0	0	3	0.21	0	0.33
75	0.00022	0	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
76	0	0	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
77	0	0	0	0	0	0	0	0	0	1	0	0	9	0.18	0	0
78	0	0.00055	0	0	0	0	1.8e-06	0	0	0	0	1	11	0.27	0.43	0.5
79	0	0	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
80	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0.24	0
81	0	0	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
82	0	0	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
83	0.00035	0	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
84	0	0	0.066	0	0	0	0	0	0	0	0	0.93	11	0.27	0.43	0.5
85	0.01	0.00055	0.0026	0	0	0	0.0011	0	0	0	0	0.99	11	0.27	0.43	0.5
86	0	0	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
87	0	0	0	0	0	0	0	1	0	0	1.3e-05	0	7	0	0.24	0
88	0	0	0	1	0	0	0	0	0	0	0	0	3	0.21	0	0.33
89	0	0	0	0	0	0	0	0	0	1	0	0	9	0.18	0	0
90	0	2.3e-05	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
91	2.9e-05	0.0066	1.8e-05	0	0	0	0.002	0	0	0	0	0.99	11	0.27	0.43	0.5
92	0	0	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
93	0	0	0	0	0	0	0	1	0	0	4.3e-05	0	7	0	0.24	0
94	0.00036	0.00064	0	0	0	0	1.4e-05	0	0	0	0	1	11	0.27	0.43	0.5
95	0.0028	0.0081	0.0002	0	0	4.6e-06	0.0021	0	0	0	0	0.99	11	0.27	0.43	0.5
96	0	0	0	0	0	0	0	0	0	1	0	0	9	0.18	0	0
97	0	0	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
98	0	8.4e-05	0.052	0	0	0	0	0	0	0	0	0.95	11	0.27	0.43	0.5
99	0	0	0	0	0	0	0	1	0	0	0.00026	0	7	0	0.24	0
100	0	0	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
101	0	0	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
102	0	0	0.94	0	0	0	0	0	0	0	0	0.061	2	0.27	0.19	0.5
103	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0.24	0
104	0.00024	0.00061	0.085	0	0	0	0.00012	0	0	0	0	0.91	11	0.27	0.43	0.5
105	0	0	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
106	0	0	0	0	0	0	0	1	0	0	0.00056	0	7	0	0.24	0
107	0	0	0.0065	0	0	0	0	0	0	0	0	0.99	11	0.27	0.43	0.5
108	0	0	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
109	2.4e-06	3.2e-05	0	0	0	0	4e-06	0	0	0	0	1	11	0.27	0.43	0.5
110	0	0	0	0	1	0	0	0	0	0	0	0	4	0.06	0.24	0.11
111	0	0	0	0	0	0	0	0	1	0	0	0	8	0	0	0.17
112	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0.24	0
113	0.00016	0	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
114	0.01	0.021	0	0	0	5e-05	0.0029	0	0	0	0	0.97	11	0.27	0.43	0.5
115	0.00011	0	0.00043	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
116	0	6.9e-06	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
117	0	0	0	0	1	0	0	0	0	0	0	0	4	0.06	0.24	0.11
118	0	0	0	0	0	0	0	0	1	0	7.9e-06	0	8	0	0	0.17
119	0	0	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
120	0	0	0	1	0	0	0	0	0	0	0	0	3	0.21	0	0.33
121	4.2e-05	0.036	0.0037	0	0	0.00015	0.0033	0	0	0	0	0.96	11	0.27	0.43	0.5
122	0	0	0	1	0	0	0	0	0	0	0	0	3	0.21	0	0.33
123	0.0043	0	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
124	0	0	0	1	0	0	0	0	0	0	0	0	3	0.21	0	0.33
125	0	1.7e-06	0.00055	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
126	0	0	0	1	0	0	0	0	0	0	0	0	3	0.21	0	0.33
127	7.5e-06	0	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
128	0.00049	0	0.92	0	0	0	1.3e-06	0	0	0	0	0.084	2	0.27	0.19	0.5
129	0	7.1e-05	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
130	0.00086	0.014	1.9e-05	0	0	0	0.00015	0	0	0	0	0.98	11	0.27	0.43	0.5
131	0	0.39	0	0	0	0	0.00034	0	0	0	0	0.61	11	0.27	0.43	0.5
132	1.7e-05	0	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
133	0	0	0.001	1	0	0	0	0	0	0	0	0	3	0.21	0	0.33
134	0	0	0	1	0	0	0	0	0	0	0	0	3	0.21	0	0.33
135	5.3e-06	0.1	0	0	0	1.1e-05	0.0011	0	0	0	0	0.9	11	0.27	0.43	0.5
136	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0.24	0
137	0.19	4.9e-05	0	0	0	0	0.0074	0	0	0	0	0.8	11	0.27	0.43	0.5
138	0.083	0.0011	0	0	0	0.00033	0.045	0	0	0	0	0.87	11	0.27	0.43	0.5
139	0.00017	0.0048	0	0	0	0	0.00083	0	0	0	0	0.99	11	0.27	0.43	0.5
140	0	0	0.00055	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
141	0	0	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
142	0	0	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
143	0.00034	0.067	0	0	0	0	0.00018	0	0	0	0	0.93	11	0.27	0.43	0.5
144	0	0	0	1	0	0	0	0	0	0	0	0	3	0.21	0	0.33
145	0	0	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
146	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0.24	0
147	0	0	0	1	0	0	0	0	0	0	0	0	3	0.21	0	0.33
148	0.00011	0.0045	0	0	0	0	0.0011	0	0	0	0	0.99	11	0.27	0.43	0.5
149	0.00034	0	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
150	5.5e-05	0.005	0	0	0	0	7.7e-05	0	0	0	0	0.99	11	0.27	0.43	0.5
151	3.2e-06	0.02	0	0	0	0	6.5e-05	0	0	0	0	0.98	11	0.27	0.43	0.5
152	3.4e-06	3.6e-06	0	0	0	0	0.00013	0	0	0	0	1	11	0.27	0.43	0.5
153	0	0	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
154	0	0	0.61	0	0	0	0	0.39	0	0	0.00053	2e-05	2	0.27	0.19	0.5
155	0	0	0	0	1	0	0	0	0	0	0	0	4	0.06	0.24	0.11
156	0	0	3.3e-05	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
157	0.024	1.6e-06	0.011	0	0	0	0	0	0	0	0	0.97	11	0.27	0.43	0.5
158	0	0	0.0072	0	0	0	0	0.99	0	0	0	0.00085	7	0	0.24	0
159	0	0	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
160	0	0	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
161	0	0	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
162	0	0	0	0	0	0	0	0	1	0	0	0	8	0	0	0.17
163	0	0	0.023	0	0	0	0	0.96	0	0	0	0.013	7	0	0.24	0
164	0	0.94	0	0	0	0	0	0	0	0	0	0.065	1	0.27	0.57	0.67
165	0.02	3e-05	0	0	0	0	0.001	0	0	0	0	0.98	11	0.27	0.43	0.5
166	0.0093	0.057	0	0	0	0	0.0023	0	0	0	0	0.93	11	0.27	0.43	0.5
167	0	0	0	1	0	0	0	0	0	0	0	0	3	0.21	0	0.33
168	0	0	0	0	1	0	0	0	0	0	0	0	4	0.06	0.24	0.11
169	0	0	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
170	0	0	1	0	0	0	0	0	0	0	0	0.0017	2	0.27	0.19	0.5
171	0	0	0.023	0	0	0	0	0.97	0	0	0	0.0055	7	0	0.24	0
172	0	1	0	0	0	0	0	0	0	0	0	0	1	0.27	0.57	0.67
173	0	0	0.0052	0	0	0	0	0	0	0	0	0.99	11	0.27	0.43	0.5
174	5.9e-06	1	0	0	0	0	0.00031	0	0	0	0	0.00063	1	0.27	0.57	0.67
175	0	0	0	0	0	1	0	0	0	0	0	0	5	0.42	0.43	0.94
176	5.1e-05	0.38	0	0	0	0	1.8e-06	0	0	0	0	0.62	11	0.27	0.43	0.5
177	0	0	0	0	0	0	0	0	1	0	0	0	8	0	0	0.17
178	0	0	0	0	0	0	0	0	1	0	0	0	8	0	0	0.17
179	0	1	0	0	0	0	0	0	0	0	0	0	1	0.27	0.57	0.67
180	0	0	0	0	0	1	0	0	0	0	0	0	5	0.42	0.43	0.94
181	0	0	0	0	0	1	2e-06	0	0	0	0	0	5	0.42	0.43	0.94
182	0	0	0	0	0	0.92	0.081	0	0	0	0	0	5	0.42	0.43	0.94
183	0	0	0	0	0	0	0	0	1	0	0	0	8	0	0	0.17
184	0	0.95	0	0	0	0	0	0	0	0	0	0.047	1	0.27	0.57	0.67
185	0	0.85	0	0	0	0	0	0	0	0	0	0.15	1	0.27	0.57	0.67
186	0.00071	1.2e-05	0	0	0	0.36	0.64	0	0	0	0	4.1e-06	6	0.42	0.43	0.72
187	0	0	0	0.9	0.098	0	0	0	0	0	0	0	3	0.21	0	0.33
188	0	0	0	1	0	0	0	0	0	0	0	0	3	0.21	0	0.33
189	0	0.0063	0	0	0	0	0	0	0	0	0	0.99	11	0.27	0.43	0.5
190	0	0.84	0	0	0	0	1.7e-06	0	0	0	0	0.16	1	0.27	0.57	0.67
191	4.2e-06	1	0	0	0	0	0.00018	0	0	0	0	0.0042	1	0.27	0.57	0.67
192	0	0.95	0	0	0	0	0	0	0	0	0	0.049	1	0.27	0.57	0.67
193	0	0	0	0	0	0	0	0	0	1	0	0	9	0.18	0	0
194	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0.24	0
195	0	0	0	1	0	0	0	0	0	0	0	0	3	0.21	0	0.33
196	0	0.98	0	0	0	0	0	0	0	0	0	0.02	1	0.27	0.57	0.67
197	0	1	0	0	0	0	0	0	0	0	0	0.00016	1	0.27	0.57	0.67
198	0	0.0052	0	0	0	0	0	0	0	0	0	0.99	11	0.27	0.43	0.5
199	0	0	8.4e-06	0	0	0.94	0.055	0	0	0	0	0	5	0.42	0.43	0.94
200	0	1	0	0	0	0	0	0	0	0	0	5.7e-05	1	0.27	0.57	0.67
201	0	0.91	0	0	0	0	0	0	0	0	0	0.092	1	0.27	0.57	0.67
202	0	0	0	0	0	0	0	0	1	0	0	0	8	0	0	0.17
203	0	0	0	0	0	1	0.00046	0	0	0	0	0	5	0.42	0.43	0.94
204	0	0	0.0031	0	0	0.76	0.23	0	0	0	0	0	5	0.42	0.43	0.94
205	0	0.99	0	0	0	0	0	0	0	0	0	0.0055	1	0.27	0.57	0.67
206	0	1	0	0	0	0	0	0	0	0	0	9.7e-05	1	0.27	0.57	0.67
207	0	0	0	1	0	0	0	0	0	0	0	0	3	0.21	0	0.33
208	0	0	0	0	4e-06	0	0	1	0	0	0.00014	0	7	0	0.24	0
209	0	1	0	0	0	0	0	0	0	0	0	1.9e-05	1	0.27	0.57	0.67
210	0	0	0	0	1	0	0	0	0	0	0	0	4	0.06	0.24	0.11
211	0	0.99	0	0	0	0	1.5e-05	0	0	0	0	0.0071	1	0.27	0.57	0.67
212	0	0	0	1	0	0	0	0	0	0	0	0	3	0.21	0	0.33
213	0	6e-05	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
214	4.9e-06	0.56	0	0	0	1.5e-05	0.0012	0	0	0	0	0.43	1	0.27	0.57	0.67
215	1.7e-05	0.0018	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
216	0	0	1	0	0	0	0	0	0	0	0	0.00069	2	0.27	0.19	0.5
217	0	0	1	0	0	0	0	0	0	0	0	2.9e-05	2	0.27	0.19	0.5
218	0	0	1	0	0	0	0	0	0	0	0	6.2e-05	2	0.27	0.19	0.5
219	0	0.95	0	0	0	0	0	0	0	0	0	0.05	1	0.27	0.57	0.67
220	0.14	0.00046	0	0	0	0	0.00087	0	0	0	0	0.85	11	0.27	0.43	0.5
221	0	0	0.37	0	2.3e-05	0	0	0.62	0	0	0.0029	0.0057	7	0	0.24	0
222	0	3.6e-06	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
223	0	0	0	1	0	0	0	0	0	0	0	0	3	0.21	0	0.33
224	0	0	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
225	0	0	0.002	0	0	0	0	0.34	0	0	0	0.66	11	0.27	0.43	0.5
226	0	2.9e-05	0	0	2.3e-05	0	0	0.99	0	0	0.0052	0	7	0	0.24	0
227	0	0.00032	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
228	0.0034	2.5e-06	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
229	2.4e-06	0	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
230	1.3e-06	0	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
231	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0.24	0
232	0.028	0	0	0	0	0	0	0	0	0	0	0.97	11	0.27	0.43	0.5
233	0	0	0	0	0	0	0	0	1	0	0	0	8	0	0	0.17
234	6.8e-06	0.00017	0	0	0	0	5.2e-05	0	0	0	0	1	11	0.27	0.43	0.5
235	0	0	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
236	0.0013	1.2e-06	0	0	0	0	3.4e-05	0	0	0	0	1	11	0.27	0.43	0.5
237	9.8e-06	0	0	0	0	0	1e-06	0	0	0	0	1	11	0.27	0.43	0.5
238	0	0	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
239	2e-06	0	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
240	0	0	1	0	0	0	0	0	0	0	0	0.00033	2	0.27	0.19	0.5
241	9.9e-05	4.6e-05	0	0	0	0	7.1e-05	0	0	0	0	1	11	0.27	0.43	0.5
242	7.2e-05	0	0.0061	0	7.1e-05	0	0	0	0	0	0	0.99	11	0.27	0.43	0.5
243	3.4e-05	0.00037	0	0	0	0	5e-06	0	0	0	0	1	11	0.27	0.43	0.5
244	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0.24	0
245	0	0	0	0	0	0	0	1	0	0	2.5e-05	0	7	0	0.24	0
246	0	0	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
247	0	1.6e-06	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
248	9.8e-05	0.024	0	0	0	0	0.00032	0	0	0	0	0.98	11	0.27	0.43	0.5
249	0	0	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
250	0	0	9.5e-06	1	0	0	0	0	0	0	0	0	3	0.21	0	0.33
251	0	0	0	1	0	0	0	0	0	0	0	0	3	0.21	0	0.33
252	0	0	0	1	0	0	0	0	0	0	0	0	3	0.21	0	0.33
253	0	0	0	0	0	0	0	1	0	0	0.0029	0	7	0	0.24	0
254	0	0	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
255	0	0	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
256	0	0	0	0	0	0	0	1	0	0	4.2e-05	0	7	0	0.24	0
257	0	0	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
258	0	0	0	0	0	0	0	0	0	1	0	0	9	0.18	0	0
259	4.9e-06	0	0.03	0	0	0	0	0	0	0	0	0.97	11	0.27	0.43	0.5
260	0.37	0	0	0	0	0	0.00012	0	0	0	0	0.63	11	0.27	0.43	0.5
261	0.0003	0.0066	0	0	0	4.5e-06	0.00081	0	0	0	0	0.99	11	0.27	0.43	0.5
262	0.00093	0	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
263	0	0	0.0061	0	0	0	0	0	0	0	0	0.99	11	0.27	0.43	0.5
264	0	0	0	0	2.2e-05	0	0	0	0	0	1	0	10	0	0.14	0.056
265	0	1.3e-06	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
266	0.00015	0.083	0	0	0	8.4e-06	0.013	0	0	0	0	0.9	11	0.27	0.43	0.5
267	5.4e-06	0.087	0	0	0	0	0.0002	0	0	0	0	0.91	11	0.27	0.43	0.5
268	0	0	0	0	0	0	0	0	1	0	0	0	8	0	0	0.17
269	0	0	0	0	0	0	0	0	1	0	0	0	8	0	0	0.17
270	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0.24	0
271	0.017	0.008	0	0	0	8.2e-06	0.00098	0	0	0	0	0.97	11	0.27	0.43	0.5
272	0	2.6e-05	1.2e-05	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
273	9.4e-05	0.49	0	0	0	0.00013	0.012	0	0	0	0	0.5	11	0.27	0.43	0.5
274	0	0	0	0	0	0	0	1	0	0	0.00034	0	7	0	0.24	0
275	0.0003	0.0001	0.017	0	0	0	0.00055	0	0	0	0	0.98	11	0.27	0.43	0.5
276	4e-06	0.78	0	0	0	0	0.013	0	0	0	0	0.2	1	0.27	0.57	0.67
277	0	0	0	1.9e-06	0	0	0	0	1	0	0	0	8	0	0	0.17
278	3.5e-06	0.28	0	0	0	0.00013	0.48	0	0	0	0	0.24	6	0.42	0.43	0.72
279	0.00014	0.2	0	0	0	0	0.00026	0	0	0	0	0.8	11	0.27	0.43	0.5
280	0.00059	0.43	0	0	0	0	0.0055	0	0	0	0	0.57	11	0.27	0.43	0.5
281	0	0	0.96	0	0	0	0	0	0	0	0	0.041	2	0.27	0.19	0.5
282	0	0	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
283	0.00014	0.0004	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
284	0	0	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
285	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0.24	0
286	0	3.9e-05	0	0	0	0.67	0.33	0	0	0	0	0	5	0.42	0.43	0.94
287	7.9e-05	0.0044	0	0	0	0	0.00066	0	0	0	0	0.99	11	0.27	0.43	0.5
288	0	0	0	0	0	1	0	0	0	0	0	0	5	0.42	0.43	0.94
289	1	0	0	0	0	0	0	0	0	0	0	0	0	0.53	0.43	0.5
290	0	0	0	0	0	0	0	0	1	0	0	0	8	0	0	0.17
291	0.023	0.0073	1.3e-05	0	0	0	0.00029	0	0	0	0	0.97	11	0.27	0.43	0.5
292	0	0	0	0.011	0	0	0	0	0.99	0	0	0	8	0	0	0.17
293	1	0	0	0	0	0	0	0	0	0	0	0	0	0.53	0.43	0.5
294	0	0	0	0	0	0	0	0	1	0	0	0	8	0	0	0.17
295	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0.24	0
296	0	0	0	0	0	0	0	1	0	0	0.00021	0	7	0	0.24	0
297	0.2	0	0	0	0	0	0	0	0	0	0	0.8	11	0.27	0.43	0.5
298	0	0	0.00064	0.084	0	0	0	0	0	0	0	0.92	11	0.27	0.43	0.5
299	0	0	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
300	0	0	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
301	0.0084	5.5e-06	0	0	0	0	3.5e-06	0	0	0	0	0.99	11	0.27	0.43	0.5
302	0	0	0.00098	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
303	0	0	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
304	0	0	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
305	0	0	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
306	0	1.1e-05	0	0	0	0	0	0	0	0	0	1	11	0.27	0.43	0.5
307	0.0014	0.17	0	0	0	0.03	0.44	0	0	0	0	0.36	6	0.42	0.43	0.72
308	0.025	0	0.00021	0	0	0	0	0	0	0	0	0.97	11	0.27	0.43	0.5
309	0.0037	0.0021	0	0	0	6.2e-06	0.011	0	0	0	0	0.98	11	0.27	0.43	0.5
310	0	0	0	0	0	0	0	0	0	0	1	0	10	0	0.14	0.056
311	0.12	0.033	0	0	0	7.8e-05	0.057	0	0	0	0	0.79	11	0.27	0.43	0.5
312	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0.24	0
