SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0	dcf1	dcf2
35	0.00022	0	0	0.00017	0	0.0002	0.63	0	0	0.37	6	0.42	0.43	0.94
36	1	0	0	0	0	0	0	0	0	0	0	0.27	0.43	0.5
37	0.0002	0	0	0	0	6.1e-05	2.3e-05	0	0	1	9	0.42	0.43	0.67
38	0.24	0	0	0.7	0	0.0016	0.00034	0	0	0.057	3	0.27	0.19	0.5
39	0	0	0	1	0	0	0	0	0	0	3	0.27	0.19	0.5
40	0	0	0	0	0	1	0	0	0	0	5	0.32	0.57	0.67
41	1	0	0	7.2e-05	0	0	0	0	0	0	0	0.27	0.43	0.5
42	0.0022	0	0	0	0	5.6e-05	2.3e-06	0	0	1	9	0.42	0.43	0.67
43	0	1	0	0	0	0	0	0	0	0	1	0.21	0	0.33
44	1	0	0	0.0035	0	1.5e-06	0	0	0	0	0	0.27	0.43	0.5
45	0	7.4e-06	0	0	0	0	0	0	1	0	8	0	0	0.17
46	0	0	0	0	1	0	0	0	0	0	4	0.03	0.24	0
47	0.00017	0.84	0	0.16	0	0	1.4e-06	0	0	1.8e-05	1	0.21	0	0.33
48	1.4e-05	0	0	0	0	0	0	0	0	1	9	0.42	0.43	0.67
49	0	0	0	0	0	1	0	0	0	0	5	0.32	0.57	0.67
50	0	0	0	0	0	0	2.4e-05	0	0	1	9	0.42	0.43	0.67
51	0.18	0	0	6.6e-05	0	0.23	0.06	0	0	0.53	9	0.42	0.43	0.67
52	0	1	0	0	0	0	0	0	0	0	1	0.21	0	0.33
53	0	1	0	0	0	0	0	0	0	0	1	0.21	0	0.33
54	0.98	0	0	0.019	0	0	0	0	0	0	0	0.27	0.43	0.5
55	0.005	0	0	0	0	0.99	0	0	0	0.00016	5	0.32	0.57	0.67
56	0.88	0	0	0.12	0	0	0	0	0	7.7e-05	0	0.27	0.43	0.5
57	0.99	0	0	0.0046	0	4.2e-05	0	0	0	0.00041	0	0.27	0.43	0.5
58	0.13	0	0	0.82	0	0.0032	0.0092	0	0	0.03	3	0.27	0.19	0.5
59	0	0	0	0	0	0	0	1	0	0	7	0.68	0.87	1
60	0	0	0	0	1	0	0	0	0	0	4	0.03	0.24	0
61	1	0	0	0	0	0	0	0	0	0	0	0.27	0.43	0.5
62	0.98	0	0	0	0	0.0063	0	0	0	0.018	0	0.27	0.43	0.5
63	0.72	0	0	0	0	0.061	7e-05	0	0	0.22	0	0.27	0.43	0.5
64	1	0	0	0	0	0	0	0	0	0	0	0.27	0.43	0.5
65	1	0	0	0.00045	0	1.1e-05	0	0	0	8.2e-05	0	0.27	0.43	0.5
66	0.84	0	0	0	0	0.16	0	0	0	0.00082	0	0.27	0.43	0.5
67	0	1	0	0	0	0	0	0	0	0	1	0.21	0	0.33
68	0.96	0	0	0	0	0.036	0	0	0	0.0022	0	0.27	0.43	0.5
69	1	0	0	0	0	0	0	0.00042	0	0	0	0.27	0.43	0.5
70	0.81	0	0	0.15	0	0.0034	0.00046	0	0	0.033	0	0.27	0.43	0.5
71	0	0	1	0	0	0	0	0	0	0	2	0.03	0.43	0.11
72	1	0	0	0.00021	0	0	0	0	0	0	0	0.27	0.43	0.5
73	0	0	0	0	1	0	0	0	0	0	4	0.03	0.24	0
74	0	0.62	0	0.38	0	0	0	0	0	0	1	0.21	0	0.33
75	0.97	0	0	0	0	0	0	0.028	0	2.6e-06	0	0.27	0.43	0.5
76	0.53	0	0	0	0	0	0	0.47	0	0	0	0.27	0.43	0.5
77	0	1	0	0	0	0	0	0	0	0	1	0.21	0	0.33
78	1	0	0	0	0	0.00012	0	0	0	1.6e-05	0	0.27	0.43	0.5
79	1	0	0	0	0	0	0	0	0	0	0	0.27	0.43	0.5
80	0	0	0	0	1	0	0	0	0	0	4	0.03	0.24	0
81	1	0	0	0	0	0	0	0	0	0	0	0.27	0.43	0.5
82	1	0	0	0	0	0	0	0.00055	0	0	0	0.27	0.43	0.5
83	1	0	0	0	0	0	0	0	0	3.5e-06	0	0.27	0.43	0.5
84	0.93	0	0	0.073	0	0	0	0	0	0	0	0.27	0.43	0.5
85	0.99	0	0	0.003	0	0.0011	0	0	0	0.0056	0	0.27	0.43	0.5
86	0.00033	0	0	0	0	0	0	1	0	0	7	0.68	0.87	1
87	0	0	3.7e-06	0	1	0	0	0	0	0	4	0.03	0.24	0
88	0	1	0	0	0	0	0	0	0	0	1	0.21	0	0.33
89	0	1	0	0	0	0	0	0	0	0	1	0.21	0	0.33
90	1	0	0	0	0	2.4e-06	0	0	0	0	0	0.27	0.43	0.5
91	0.99	0	0	2e-05	0	0.0063	0	0	0	0.0058	0	0.27	0.43	0.5
92	1	0	0	0	0	0	0	0	0	0	0	0.27	0.43	0.5
93	0	0	0	0	1	0	0	0	0	0	4	0.03	0.24	0
94	1	0	0	0	0	0.0004	0	1.2e-06	0	0.00014	0	0.27	0.43	0.5
95	0.98	0	0	0.00022	0	0.0093	5e-06	0	0	0.0061	0	0.27	0.43	0.5
96	0	0.99	0	0	0.0059	0	0	0	0	0	1	0.21	0	0.33
97	1	0	0	0	0	0	0	0	0	0	0	0.27	0.43	0.5
98	0.94	0	0	0.057	0	3.7e-06	0	0	0	0	0	0.27	0.43	0.5
99	0	0	0	0	1	0	0	0	0	0	4	0.03	0.24	0
100	1	0	0	0	0	0	0	0	0	0	0	0.27	0.43	0.5
101	1	0	0	0	0	0	0	0	0	0	0	0.27	0.43	0.5
102	0.055	0	0	0.94	0	0	0	0	0	0	3	0.27	0.19	0.5
103	0	0	0	0	1	0	0	0	0	0	4	0.03	0.24	0
104	0.91	0	0	0.094	0	0.00035	0	0	0	0.0004	0	0.27	0.43	0.5
105	1	0	0	0	0	0	0	2.8e-05	0	0	0	0.27	0.43	0.5
106	0	0	0	0	1	0	0	0	0	0	4	0.03	0.24	0
107	0.99	0	0	0.0072	0	0	0	0	0	0	0	0.27	0.43	0.5
108	1	0	0	0	0	0	0	0	0	0	0	0.27	0.43	0.5
109	0.98	0	0	0	0	6.7e-06	0	0.02	0	2.4e-05	0	0.27	0.43	0.5
110	0	0	1	0	0	0	0	0	0	0	2	0.03	0.43	0.11
111	0	0	0	0	0	0	0	0	1	0	8	0	0	0.17
112	0	0	8.1e-06	0	1	0	0	0	0	0	4	0.03	0.24	0
113	1	0	0	0	0	0	0	0	0	0	0	0.27	0.43	0.5
114	0.95	0	0	0	0	0.017	5.4e-05	0.022	0	0.0073	0	0.27	0.43	0.5
115	1	0	0	0.00048	0	0	0	0	0	1.7e-05	0	0.27	0.43	0.5
116	1	0	0	0	0	0	0	0	0	0	0	0.27	0.43	0.5
117	0	0	0.00029	0	1	0	0	0	0	0	4	0.03	0.24	0
118	0	0	0	0	0	0	0	0	1	0	8	0	0	0.17
119	1	0	0	0	0	0	0	0	0	0	0	0.27	0.43	0.5
120	0	1	0	0	0	0	0	0	0	0	1	0.21	0	0.33
121	0.98	0	0	0.0042	0	0.015	0.00017	0	0	0.0046	0	0.27	0.43	0.5
122	0	1	0	0	0	0	0	0	0	0	1	0.21	0	0.33
123	1	0	0	0	0	0	0	0.0014	0	0	0	0.27	0.43	0.5
124	0	1	0	0	0	0	0	0	0	0	1	0.21	0	0.33
125	1	0	0	0.00061	0	0	0	0	0	0	0	0.27	0.43	0.5
126	0	1	0	0	0	0	0	0	0	0	1	0.21	0	0.33
127	1	0	0	0	0	0	0	0	0	2.4e-06	0	0.27	0.43	0.5
128	0.076	0	0	0.92	0	0	0	0	0	1.7e-05	3	0.27	0.19	0.5
129	1	0	0	0	0	1.6e-05	0	0	0	0	0	0.27	0.43	0.5
130	0.99	0	0	2.2e-05	0	0.011	0	0	0	0.00058	0	0.27	0.43	0.5
131	0.9	0	0	0	0	0.098	0	0	0	0.0018	0	0.27	0.43	0.5
132	1	0	0	0	0	0	0	0	0	0	0	0.27	0.43	0.5
133	0	1	0	0.0011	0	0	0	0	0	0	1	0.21	0	0.33
134	0	1	0	0	0	0	0	0	0	0	1	0.21	0	0.33
135	0.97	0	0	0	0	0.028	1.3e-05	0	0	0.002	0	0.27	0.43	0.5
136	0	0	0.00043	0	1	0	0	0	0	0	4	0.03	0.24	0
137	0.9	0	0	0	0	0.00038	0	0	0	0.095	0	0.27	0.43	0.5
138	0.89	0	0	0	0	0.0023	0.00037	0	0	0.11	0	0.27	0.43	0.5
139	0.99	0	0	0	0	0.0039	0	0	0	0.0033	0	0.27	0.43	0.5
140	1	0	0	0.00061	0	0	0	0	0	0	0	0.27	0.43	0.5
141	1	0	0	0	0	0	0	0	0	0	0	0.27	0.43	0.5
142	1	0	0	0	0	0	0	0	0	0	0	0.27	0.43	0.5
143	0.96	0	0	0	0	0.034	0	0	0	0.00073	0	0.27	0.43	0.5
144	0	1	0	0	0	0	0	0	0	0	1	0.21	0	0.33
145	1	0	0	0	0	0	0	0	0	0	0	0.27	0.43	0.5
146	0	0	4.6e-05	0	1	0	0	0	0	0	4	0.03	0.24	0
147	0	1	0	0	0	0	0	0	0	0	1	0.21	0	0.33
148	0.99	0	0	0	0	0.0026	0	0	0	0.0035	0	0.27	0.43	0.5
149	1	0	0	0	0	0	0	0	0	0	0	0.27	0.43	0.5
150	1	0	0	0	0	0.0025	0	0	0	0.00039	0	0.27	0.43	0.5
151	1	0	0	0	0	0.0047	0	0	0	0.00021	0	0.27	0.43	0.5
152	1	0	0	0	0	5.8e-06	0	0	0	0.0033	0	0.27	0.43	0.5
153	1	0	0	0	0	0	0	0	0	1e-05	0	0.27	0.43	0.5
154	2.9e-05	0	0	0.98	0.017	0	0	0	0	0	3	0.27	0.19	0.5
155	0	0	0	0	1	0	0	0	0	0	4	0.03	0.24	0
156	1	0	0	3.7e-05	0	0	0	0	0	0	0	0.27	0.43	0.5
157	0.99	0	0	0.012	0	0	0	0	0	1.9e-06	0	0.27	0.43	0.5
158	0.09	0	0	0.85	0.06	0	0	0	0	0	3	0.27	0.19	0.5
159	1	0	0	0	0	0	0	0	0	0	0	0.27	0.43	0.5
160	1	0	0	0	0	0	0	0	0	0	0	0.27	0.43	0.5
161	1	0	0	0	0	0	0	0	0	0	0	0.27	0.43	0.5
162	0	0	0	0	0	0	0	0	1	0	8	0	0	0.17
163	0.3	0	0	0.59	0.12	0	0	0	0	0	3	0.27	0.19	0.5
164	0.12	0	0	0	0	0.88	0	0	0	1.2e-05	5	0.32	0.57	0.67
165	0.98	0	0	0	0	0.00017	0	0	0	0.02	0	0.27	0.43	0.5
166	0.84	0	0	0	0	0.15	0	0	0	0.015	0	0.27	0.43	0.5
167	0	1	0	0	0	0	0	0	0	0	1	0.21	0	0.33
168	0	0	0	0	1	0	0	0	0	0	4	0.03	0.24	0
169	1	0	0	0	0	0	0	0	0	0	0	0.27	0.43	0.5
170	0.0015	0	0	1	0	0	0	0	0	0	3	0.27	0.19	0.5
171	0.15	0	0	0.67	0.18	0	0	0	0	0	3	0.27	0.19	0.5
172	0	0	0	0	0	1	0	0	0	0	5	0.32	0.57	0.67
173	0.99	0	0	0.0058	0	0	0	0	0	0	0	0.27	0.43	0.5
174	0.00017	0	0	0	0	1	0	0	0	0.00019	5	0.32	0.57	0.67
175	0	0	0	0	0	0	1	0	0	0	6	0.42	0.43	0.94
176	0.45	0	0	0	0	0.55	0	0	0	2.9e-05	5	0.32	0.57	0.67
177	0	0	0	0	0	0	0	0	1	0	8	0	0	0.17
178	0	0	0	0	0	0	0	0	1	0	8	0	0	0.17
179	8.1e-06	0	0	0	0	1	0	0	0	0	5	0.32	0.57	0.67
180	0	0	0	0	0	0	1	0	0	0	6	0.42	0.43	0.94
181	0	0	0	0	0	0	1	0	0	0	6	0.42	0.43	0.94
182	0	0	0	0	0	0	0.99	0	0	0.0052	6	0.42	0.43	0.94
183	0	0	0	0	0	0	0	0	1	0	8	0	0	0.17
184	0.34	0	0	0	0	0.66	0	0	0	0	5	0.32	0.57	0.67
185	0.48	0	0	0	0	0.52	0	0	0	0	5	0.32	0.57	0.67
186	6.5e-06	0	0	0	0	0.00052	0.62	0	0	0.38	6	0.42	0.43	0.94
187	0	1	0	0	0	0	0	0	0	0	1	0.21	0	0.33
188	0	1	0	0	0	0	0	0	0	0	1	0.21	0	0.33
189	1	0	0	0	0	0.00088	0	0	0	0	0	0.27	0.43	0.5
190	0.27	0	0	0	0	0.73	0	0	0	2.7e-05	5	0.32	0.57	0.67
191	0.0031	0	0	0	0	1	0	0	0	0.00027	5	0.32	0.57	0.67
192	0.25	0	0	0	0	0.75	0	0	0	1.3e-06	5	0.32	0.57	0.67
193	0	1	0	0	0	0	0	0	0	0	1	0.21	0	0.33
194	0	0	0	0	1	0	0	0	0	0	4	0.03	0.24	0
195	0	1	0	0	0	0	0	0	0	0	1	0.21	0	0.33
196	0.044	0	0	0	0	0.96	0	0	0	0	5	0.32	0.57	0.67
197	0.0009	0	0	0	0	1	0	0	0	0	5	0.32	0.57	0.67
198	1	0	0	0	0	0.00081	0	0	0	0	0	0.27	0.43	0.5
199	0	0	0	9.1e-06	0	0	1	0	0	0.0031	6	0.42	0.43	0.94
200	4.3e-05	0	0	0	0	1	0	0	0	0	5	0.32	0.57	0.67
201	0.27	0	0	0	0	0.73	0	0	0	3.1e-06	5	0.32	0.57	0.67
202	0	0	0	0	0	0	0	0	1	0	8	0	0	0.17
203	0	0	0	0	0	0	1	0	0	4e-06	6	0.42	0.43	0.94
204	0	0	0	0.0039	0	0	0.95	0	0	0.045	6	0.42	0.43	0.94
205	0.059	0	0	0	0	0.94	0	0	0	0	5	0.32	0.57	0.67
206	0.00017	0	0	0	0	1	0	0	0	0	5	0.32	0.57	0.67
207	0	1	0	0	0	0	0	0	0	0	1	0.21	0	0.33
208	0	0	1.4e-05	0	1	0	0	0	0	0	4	0.03	0.24	0
209	2.2e-05	0	0	0	0	1	0	0	0	0	5	0.32	0.57	0.67
210	0	0	0	0	1	0	0	0	0	0	4	0.03	0.24	0
211	0.018	0	0	0	0	0.98	0	0	0	0.00011	5	0.32	0.57	0.67
212	0	1	0	0	0	0	0	0	0	0	1	0.21	0	0.33
213	1	0	0	0	0	8.7e-06	0	0	0	0	0	0.27	0.43	0.5
214	0.71	0	0	0	0	0.29	2.9e-05	0	0	0.003	0	0.27	0.43	0.5
215	1	0	0	0	0	0.0033	0	0	0	0	0	0.27	0.43	0.5
216	0.00062	0	0	1	0	0	0	0	0	0	3	0.27	0.19	0.5
217	2.6e-05	0	0	1	0	0	0	0	0	0	3	0.27	0.19	0.5
218	5.6e-05	0	0	1	0	0	0	0	0	0	3	0.27	0.19	0.5
219	0.022	0	0	0	0	0.98	0	0	0	0	5	0.32	0.57	0.67
220	0.99	0	0	0	0	0.0016	0	0	0	0.01	0	0.27	0.43	0.5
221	0.011	0	0	0.8	0.19	0	0	0	0	0	3	0.27	0.19	0.5
222	1	0	0	0	0	1.2e-06	0	0	0	1.2e-06	0	0.27	0.43	0.5
223	0	1	0	0	0	0	0	0	0	0	1	0.21	0	0.33
224	1	0	0	0	0	0	0	0	0	0	0	0.27	0.43	0.5
225	0.99	0	0	0.0033	0.0068	0	0	0	0	0	0	0.27	0.43	0.5
226	0	0	0	0	1	9.4e-06	0	0	0	0	4	0.03	0.24	0
227	1	0	0	0	0	2.1e-05	0	0	0	1.2e-06	0	0.27	0.43	0.5
228	1	0	0	0	0	3.7e-06	0	0	0	4.8e-05	0	0.27	0.43	0.5
229	1	0	0	0	0	0	0	0	0	9e-06	0	0.27	0.43	0.5
230	1	0	0	0	0	0	0	0	0	2.1e-05	0	0.27	0.43	0.5
231	0	0	0.78	0	0.22	0	0	0	0	0	2	0.03	0.43	0.11
232	0.98	0	0	0	0	0	0	0.015	0	1.5e-05	0	0.27	0.43	0.5
233	0	0	0	0	0	0	0	0	1	0	8	0	0	0.17
234	1	0	0	0	0	6e-05	0	0	0	0.00032	0	0.27	0.43	0.5
235	1	0	0	0	0	0	0	0	0	0	0	0.27	0.43	0.5
236	1	0	0	0	0	1.7e-06	0	0	0	0.00061	0	0.27	0.43	0.5
237	1	0	0	0	0	0	0	0	0	8.8e-05	0	0.27	0.43	0.5
238	1	0	0	0	0	0	0	0	0	0	0	0.27	0.43	0.5
239	1	0	0	0	0	0	0	0	0	0	0	0.27	0.43	0.5
240	0.00029	0	0	1	0	0	0	0	0	0	3	0.27	0.19	0.5
241	1	0	0	0	0	2.4e-05	0	0	0	0.00043	0	0.27	0.43	0.5
242	0.99	0	0.00018	0.0068	0	0	0	0	0	0	0	0.27	0.43	0.5
243	1	0	0	0	0	0.0002	0	0	0	6.6e-05	0	0.27	0.43	0.5
244	0	0	0	0	1	0	0	0	0	0	4	0.03	0.24	0
245	0	0	0	0	1	0	0	0	0	0	4	0.03	0.24	0
246	1	0	0	0	0	0	0	0	0	0	0	0.27	0.43	0.5
247	1	0	0	0	0	0	0	0	0	0	0	0.27	0.43	0.5
248	0.99	0	0	0	0	0.013	0	0	0	0.0013	0	0.27	0.43	0.5
249	1	0	0	0	0	0	0	0	0	0	0	0.27	0.43	0.5
250	0	1	0	9.7e-06	0	0	0	0	0	0	1	0.21	0	0.33
251	0	1	0	0	0	0	0	0	0	0	1	0.21	0	0.33
252	0	1	0	0	0	0	0	0	0	0	1	0.21	0	0.33
253	0	0	0	0	1	0	0	0	0	0	4	0.03	0.24	0
254	1	0	0	0	0	0	0	0	0	0	0	0.27	0.43	0.5
255	1	0	0	0	0	0	0	0	0	0	0	0.27	0.43	0.5
256	0	0	0	0	1	0	0	0	0	0	4	0.03	0.24	0
257	1	0	0	0	0	0	0	0	0	0	0	0.27	0.43	0.5
258	0	0.011	0	0	0.99	0	0	0	0	0	4	0.03	0.24	0
259	0.97	0	0	0.033	0	0	0	0	0	0	0	0.27	0.43	0.5
260	0.98	0	0	0	0	0	0	0	0	0.02	0	0.27	0.43	0.5
261	0.99	0	0	0	0	0.003	5e-06	0	0	0.0021	0	0.27	0.43	0.5
262	1	0	0	0	0	0	0	0	0	1.8e-06	0	0.27	0.43	0.5
263	0.99	0	0	0.0068	0	0	0	0	0	0	0	0.27	0.43	0.5
264	0	0	1	0	0	0	0	0	0	0	2	0.03	0.43	0.11
265	1	0	0	0	0	0	0	0	0	1e-05	0	0.27	0.43	0.5
266	0.91	0	0	0	0	0.063	9.1e-06	0	0	0.029	0	0.27	0.43	0.5
267	0.97	0	0	0	0	0.026	0	0	0	0.00052	0	0.27	0.43	0.5
268	0	0	0	0	0	0	0	0	1	0	8	0	0	0.17
269	0	0	0	0	0	0	0	0	1	0	8	0	0	0.17
270	0	0	0	0	1	0	0	0	0	0	4	0.03	0.24	0
271	0.99	0	0	0	0	0.0064	9.1e-06	0	0	0.003	0	0.27	0.43	0.5
272	1	0	0	1.3e-05	0	1.1e-05	0	0	0	3.4e-05	0	0.27	0.43	0.5
273	0.65	0	0	0	0	0.33	0.00018	8e-06	0	0.023	0	0.27	0.43	0.5
274	0	0	0	0	1	0	0	0	0	0	4	0.03	0.24	0
275	0.97	0	0	0.019	0	0.00019	0	0	0	0.006	0	0.27	0.43	0.5
276	0.01	0	0	0	0	0.99	0	0	0	0.0013	5	0.32	0.57	0.67
277	0	2.1e-06	0	0	0	0	0	0	1	0	8	0	0	0.17
278	0.26	0	0	0	0	0.18	0.00015	0	0	0.56	9	0.42	0.43	0.67
279	0.81	0	0	0	0	0.19	0	0	0	0.0017	0	0.27	0.43	0.5
280	0.52	0	0	0	0	0.46	0	0	0	0.018	0	0.27	0.43	0.5
281	0.037	0	0	0.96	0	0	0	0	0	0	3	0.27	0.19	0.5
282	1	0	0	0	0	0	0	0	0	0	0	0.27	0.43	0.5
283	1	0	0	0	0	4.8e-05	0	0	0	0	0	0.27	0.43	0.5
284	1	0	0	0	0	0	0	0	0	0	0	0.27	0.43	0.5
285	0	0	0.0038	0	1	0	0	0	0	0	4	0.03	0.24	0
286	0	0	0	0	0	0.00041	0.95	0	0	0.051	6	0.42	0.43	0.94
287	0.94	0	0	0	0	0.052	0	0	0	0.0036	0	0.27	0.43	0.5
288	0	0	0	0	0	0	1	0	0	0	6	0.42	0.43	0.94
289	0.00022	0	0	0.012	0	0	0	0	0	0.99	9	0.42	0.43	0.67
290	0	0	0	0	0	0	0	0	1	0	8	0	0	0.17
291	0.99	0	0	1.5e-05	0	0.013	0	0	0	0.0019	0	0.27	0.43	0.5
292	0	0.012	0	0	0	0	0	0	0.99	0	8	0	0	0.17
293	0.99	0	0	0.0084	0	0	0	0	0	1.2e-06	0	0.27	0.43	0.5
294	0	0	1.9e-05	0	0	0	0	0	1	0	8	0	0	0.17
295	0	0	0	0	1	0	0	0	0	0	4	0.03	0.24	0
296	0	0	0	0	1	0	0	0	0	0	4	0.03	0.24	0
297	1	0	0	0	0	0	0	0	0	0	0	0.27	0.43	0.5
298	0.91	0.091	0	0.00071	0	0	0	0	0	0	0	0.27	0.43	0.5
299	1	0	0	0	0	0	0	0	0	0	0	0.27	0.43	0.5
300	1	0	0	0	0	0	0	0	0	0	0	0.27	0.43	0.5
301	1	0	0	0	0	1.4e-05	0	0	0	9.6e-05	0	0.27	0.43	0.5
302	1	0	0	0.0011	0	0	0	0	0	0	0	0.27	0.43	0.5
303	1	0	0	0	0	0	0	0	0	0	0	0.27	0.43	0.5
304	1	0	0	0	0	0	0	0	0	0	0	0.27	0.43	0.5
305	1	0	0	0	0	0	0	0	0	0	0	0.27	0.43	0.5
306	1	0	0	0	0	0	0	0	0	1.4e-05	0	0.27	0.43	0.5
307	0.37	0	0	0	0	0.19	0.032	0	0	0.41	9	0.42	0.43	0.67
308	1	0	0	0.00024	0	0	0	0	0	1.1e-05	0	0.27	0.43	0.5
309	0.96	0	0	0	0	0.0034	6.6e-06	0	0	0.034	0	0.27	0.43	0.5
310	0	0	0	0	0	1	0	0	0	0	5	0.32	0.57	0.67
311	0.79	0	0	0	0	0.062	8.6e-05	0	0	0.14	0	0.27	0.43	0.5
312	0	0	0	0	1	0	0	0	0	0	4	0.03	0.24	0
313	0	0	0	0	1	0	0	0	0	0	4	0.03	0.24	0
314	0	0	0	0	1	0	0	0	0	0	4	0.03	0.24	0
315	0	0	0	0	1	0	0	0	0	0	4	0.03	0.24	0
316	0.0086	0	0	0	0	0	0	0.0021	0	0.99	9	0.42	0.43	0.67
317	0.0029	0	0	0	0	0	0	0	0	1	9	0.42	0.43	0.67
318	1	0	0	0	0	0	0	0	0	0	0	0.27	0.43	0.5
319	1	0	0	0	0	0	0	0	0	0	0	0.27	0.43	0.5
320	0	1	0	0	0	0	0	0	0	0	1	0.21	0	0.33
321	0.85	0	0	0	0	1.8e-06	2e-06	0.023	0	0.12	0	0.27	0.43	0.5
322	1	0	0	0	0	0	0	0	0	0	0	0.27	0.43	0.5
323	0	0	0	0	1	0	0	0	0	0	4	0.03	0.24	0
324	0.72	0	0	0	0	0.073	0.014	4e-06	0	0.19	0	0.27	0.43	0.5
325	0.96	0	0	0	0	0	0.042	0	0	1.6e-05	0	0.27	0.43	0.5
326	0	0	0	0	1	0	0	0	0	0	4	0.03	0.24	0
327	0.45	0	0	0	0	0.12	0.3	0	0	0.14	0	0.27	0.43	0.5
328	0.49	0	0	0	0	0	0.51	0	0	3e-06	6	0.42	0.43	0.94
329	1	0	0	0	0	0	0	0	0	0	0	0.27	0.43	0.5
330	0.94	0	0	0	0	0.057	3.5e-06	0	0	0.0017	0	0.27	0.43	0.5
331	0.92	0	0	0	0	0	0.059	0	0	0.021	0	0.27	0.43	0.5
332	0.38	0	0	0	0	7.1e-06	0.62	0	0	2.3e-05	6	0.42	0.43	0.94
333	0.8	0	0	0	0	0.11	0.0046	3.1e-05	0	0.084	0	0.27	0.43	0.5
334	1	0	0	0	0	6.8e-05	0	0	0	0.00038	0	0.27	0.43	0.5
335	0.54	0	0	0	0	0	0.46	0	0	0	0	0.27	0.43	0.5
336	0.46	0	0	0	0	0	0.47	0	0	0.064	6	0.42	0.43	0.94
337	1	0	0	0	0	0	0	0	0	0	0	0.27	0.43	0.5
338	0.26	0	0	0	0	0.0058	0.38	0	0	0.36	6	0.42	0.43	0.94
339	0	0	0	1	0	0	0	0	0	0	3	0.27	0.19	0.5
340	1	0	0	0	0	0.00067	0.00038	0	0	0.0023	0	0.27	0.43	0.5
341	0	0	0	0	1	0	0	0	0	0	4	0.03	0.24	0
342	0.32	0	0	0.68	0	0	0	0	0	0	3	0.27	0.19	0.5
343	0.92	0	0	0	0	0.029	0.025	0	0	0.026	0	0.27	0.43	0.5
344	1	0	0	2.9e-05	0	0.0025	5.6e-05	0	0	0.0019	0	0.27	0.43	0.5
345	1	0	0	0	0	0	0	0	0	0	0	0.27	0.43	0.5
346	1	0	0	0	0	0	0	0	0	0	0	0.27	0.43	0.5
347	0	0	0	0	1	0	0	0	0	0	4	0.03	0.24	0
348	0	0	0	0	1	0	0	0	0	0	4	0.03	0.24	0
