SNV	cluster0	cluster1	cluster2	cluster	dcf0	dcf1	dcf2
64	1	0	0	0	0.27	0.43	0.5
65	1	0	0	0	0.27	0.43	0.5
66	1	0	0	0	0.27	0.43	0.5
67	0	1	0	1	0.12	0.048	0.22
68	1	0	0	0	0.27	0.43	0.5
69	1	0	0	0	0.27	0.43	0.5
70	1	0	0	0	0.27	0.43	0.5
71	0	1	0	1	0.12	0.048	0.22
72	1	0	0	0	0.27	0.43	0.5
73	0	1	0	1	0.12	0.048	0.22
74	1	6.3e-06	0	0	0.27	0.43	0.5
75	1	0	0	0	0.27	0.43	0.5
76	1	0	0	0	0.27	0.43	0.5
77	0	1	0	1	0.12	0.048	0.22
78	1	0	0	0	0.27	0.43	0.5
79	1	0	0	0	0.27	0.43	0.5
80	0	0	1	2	0	0.24	0
81	1	0	0	0	0.27	0.43	0.5
82	1	0	0	0	0.27	0.43	0.5
83	1	0	0	0	0.27	0.43	0.5
84	1	0	0	0	0.27	0.43	0.5
85	1	0	0	0	0.27	0.43	0.5
86	1	0	0	0	0.27	0.43	0.5
87	0	0	1	2	0	0.24	0
88	0	1	0	1	0.12	0.048	0.22
89	0	1	0	1	0.12	0.048	0.22
90	1	0	0	0	0.27	0.43	0.5
91	1	0	0	0	0.27	0.43	0.5
92	1	0	0	0	0.27	0.43	0.5
93	0	0	1	2	0	0.24	0
94	1	0	0	0	0.27	0.43	0.5
95	1	0	0	0	0.27	0.43	0.5
96	0	1	0	1	0.12	0.048	0.22
97	1	0	0	0	0.27	0.43	0.5
98	1	0	0	0	0.27	0.43	0.5
99	0	0	1	2	0	0.24	0
100	1	0	0	0	0.27	0.43	0.5
101	1	0	0	0	0.27	0.43	0.5
102	1	0	0	0	0.27	0.43	0.5
103	0	0	1	2	0	0.24	0
104	1	0	0	0	0.27	0.43	0.5
105	1	0	0	0	0.27	0.43	0.5
106	0	0	1	2	0	0.24	0
107	1	0	0	0	0.27	0.43	0.5
108	1	0	0	0	0.27	0.43	0.5
109	1	0	0	0	0.27	0.43	0.5
110	1	0	0	0	0.27	0.43	0.5
111	0	1	0	1	0.12	0.048	0.22
112	0	0	1	2	0	0.24	0
113	1	0	0	0	0.27	0.43	0.5
114	1	0	0	0	0.27	0.43	0.5
115	1	0	0	0	0.27	0.43	0.5
116	1	0	0	0	0.27	0.43	0.5
117	1	0	0	0	0.27	0.43	0.5
118	0	1	0	1	0.12	0.048	0.22
119	1	0	0	0	0.27	0.43	0.5
120	0	1	0	1	0.12	0.048	0.22
121	1	0	0	0	0.27	0.43	0.5
122	0	1	0	1	0.12	0.048	0.22
123	1	0	0	0	0.27	0.43	0.5
124	0	1	0	1	0.12	0.048	0.22
125	1	0	0	0	0.27	0.43	0.5
126	0	1	0	1	0.12	0.048	0.22
127	1	0	0	0	0.27	0.43	0.5
128	1	0	0	0	0.27	0.43	0.5
129	1	0	0	0	0.27	0.43	0.5
130	1	0	0	0	0.27	0.43	0.5
131	1	0	0	0	0.27	0.43	0.5
132	1	0	0	0	0.27	0.43	0.5
133	0.003	1	0	1	0.12	0.048	0.22
134	0	1	0	1	0.12	0.048	0.22
135	1	0	0	0	0.27	0.43	0.5
136	0	0	1	2	0	0.24	0
137	1	0	0	0	0.27	0.43	0.5
138	1	0	0	0	0.27	0.43	0.5
139	1	0	0	0	0.27	0.43	0.5
140	1	0	0	0	0.27	0.43	0.5
141	1	0	0	0	0.27	0.43	0.5
142	1	0	0	0	0.27	0.43	0.5
143	1	0	0	0	0.27	0.43	0.5
144	0	1	0	1	0.12	0.048	0.22
145	1	0	0	0	0.27	0.43	0.5
146	0	0	1	2	0	0.24	0
147	0	1	0	1	0.12	0.048	0.22
148	1	0	0	0	0.27	0.43	0.5
149	1	0	0	0	0.27	0.43	0.5
150	1	0	0	0	0.27	0.43	0.5
151	1	0	0	0	0.27	0.43	0.5
152	1	0	0	0	0.27	0.43	0.5
153	1	0	0	0	0.27	0.43	0.5
154	7.7e-05	0	1	2	0	0.24	0
155	2.4e-05	1	0	1	0.12	0.048	0.22
156	1	0	0	0	0.27	0.43	0.5
157	1	0	0	0	0.27	0.43	0.5
158	0.0013	0	1	2	0	0.24	0
159	1	0	0	0	0.27	0.43	0.5
160	1	0	0	0	0.27	0.43	0.5
161	1	0	0	0	0.27	0.43	0.5
162	0	1	0	1	0.12	0.048	0.22
163	0.02	0	0.98	2	0	0.24	0
164	1	0	0	0	0.27	0.43	0.5
165	1	0	0	0	0.27	0.43	0.5
166	1	0	0	0	0.27	0.43	0.5
167	0	1	0	1	0.12	0.048	0.22
168	0	1	0	1	0.12	0.048	0.22
169	1	0	0	0	0.27	0.43	0.5
170	1	0	0	0	0.27	0.43	0.5
171	0.0082	0	0.99	2	0	0.24	0
172	1	0	0	0	0.27	0.43	0.5
173	1	0	0	0	0.27	0.43	0.5
174	1	0	0	0	0.27	0.43	0.5
175	1	0	0	0	0.27	0.43	0.5
176	1	0	0	0	0.27	0.43	0.5
177	0	1	0	1	0.12	0.048	0.22
178	0	1	0	1	0.12	0.048	0.22
179	1	0	0	0	0.27	0.43	0.5
180	1	0	0	0	0.27	0.43	0.5
181	1	0	0	0	0.27	0.43	0.5
182	1	0	0	0	0.27	0.43	0.5
183	0	1	0	1	0.12	0.048	0.22
184	1	0	0	0	0.27	0.43	0.5
185	1	0	0	0	0.27	0.43	0.5
186	1	0	0	0	0.27	0.43	0.5
187	0	1	0	1	0.12	0.048	0.22
188	0	1	0	1	0.12	0.048	0.22
189	1	0	0	0	0.27	0.43	0.5
190	1	0	0	0	0.27	0.43	0.5
191	1	0	0	0	0.27	0.43	0.5
192	1	0	0	0	0.27	0.43	0.5
193	0	1	0	1	0.12	0.048	0.22
194	0	0	1	2	0	0.24	0
195	0	1	0	1	0.12	0.048	0.22
196	1	0	0	0	0.27	0.43	0.5
197	1	0	0	0	0.27	0.43	0.5
198	1	0	0	0	0.27	0.43	0.5
199	1	0	0	0	0.27	0.43	0.5
200	1	0	0	0	0.27	0.43	0.5
201	1	0	0	0	0.27	0.43	0.5
202	0	1	0	1	0.12	0.048	0.22
203	1	0	0	0	0.27	0.43	0.5
204	1	0	0	0	0.27	0.43	0.5
205	1	0	0	0	0.27	0.43	0.5
206	1	0	0	0	0.27	0.43	0.5
207	0	1	0	1	0.12	0.048	0.22
208	0	0	1	2	0	0.24	0
209	1	0	0	0	0.27	0.43	0.5
210	0	1	0	1	0.12	0.048	0.22
211	1	0	0	0	0.27	0.43	0.5
212	0	1	0	1	0.12	0.048	0.22
213	1	0	0	0	0.27	0.43	0.5
214	1	0	0	0	0.27	0.43	0.5
215	1	0	0	0	0.27	0.43	0.5
216	1	0	0	0	0.27	0.43	0.5
217	0.00032	1	0	1	0.12	0.048	0.22
218	1	0	0	0	0.27	0.43	0.5
219	1	0	0	0	0.27	0.43	0.5
220	1	0	0	0	0.27	0.43	0.5
221	0.013	0	0.99	2	0	0.24	0
222	1	0	0	0	0.27	0.43	0.5
223	0	1	0	1	0.12	0.048	0.22
224	1	0	0	0	0.27	0.43	0.5
225	0.74	0	0.26	0	0.27	0.43	0.5
226	0	0	1	2	0	0.24	0
227	1	0	0	0	0.27	0.43	0.5
228	1	0	0	0	0.27	0.43	0.5
229	1	0	0	0	0.27	0.43	0.5
230	1	0	0	0	0.27	0.43	0.5
231	0	0	1	2	0	0.24	0
232	1	0	0	0	0.27	0.43	0.5
233	0	1	0	1	0.12	0.048	0.22
234	1	0	0	0	0.27	0.43	0.5
235	1	0	0	0	0.27	0.43	0.5
236	1	0	0	0	0.27	0.43	0.5
237	1	0	0	0	0.27	0.43	0.5
238	1	0	0	0	0.27	0.43	0.5
239	1	0	0	0	0.27	0.43	0.5
240	0.98	0.024	0	0	0.27	0.43	0.5
241	1	0	0	0	0.27	0.43	0.5
242	1	0	0	0	0.27	0.43	0.5
243	1	0	0	0	0.27	0.43	0.5
244	0	0	1	2	0	0.24	0
245	0	0	1	2	0	0.24	0
246	1	0	0	0	0.27	0.43	0.5
247	1	0	0	0	0.27	0.43	0.5
248	1	0	0	0	0.27	0.43	0.5
249	1	0	0	0	0.27	0.43	0.5
250	0	1	0	1	0.12	0.048	0.22
251	0	1	0	1	0.12	0.048	0.22
252	0	1	0	1	0.12	0.048	0.22
253	0	0	1	2	0	0.24	0
254	1	0	0	0	0.27	0.43	0.5
255	1	0	0	0	0.27	0.43	0.5
256	0	0	1	2	0	0.24	0
257	1	0	0	0	0.27	0.43	0.5
258	0	1	0	1	0.12	0.048	0.22
259	1	0	0	0	0.27	0.43	0.5
260	1	0	0	0	0.27	0.43	0.5
261	1	0	0	0	0.27	0.43	0.5
262	1	0	0	0	0.27	0.43	0.5
263	1	0	0	0	0.27	0.43	0.5
264	0	1	0	1	0.12	0.048	0.22
265	1	0	0	0	0.27	0.43	0.5
266	1	0	0	0	0.27	0.43	0.5
267	1	0	0	0	0.27	0.43	0.5
268	0	1	0	1	0.12	0.048	0.22
269	0	1	0	1	0.12	0.048	0.22
270	0	0	1	2	0	0.24	0
271	1	0	0	0	0.27	0.43	0.5
272	1	0	0	0	0.27	0.43	0.5
273	1	0	0	0	0.27	0.43	0.5
274	0	0	1	2	0	0.24	0
275	1	0	0	0	0.27	0.43	0.5
276	1	0	0	0	0.27	0.43	0.5
277	0	1	0	1	0.12	0.048	0.22
278	1	0	0	0	0.27	0.43	0.5
279	1	0	0	0	0.27	0.43	0.5
280	1	0	0	0	0.27	0.43	0.5
281	1	0	0	0	0.27	0.43	0.5
282	1	0	0	0	0.27	0.43	0.5
283	1	0	0	0	0.27	0.43	0.5
284	1	0	0	0	0.27	0.43	0.5
285	0	0	1	2	0	0.24	0
286	1	0	0	0	0.27	0.43	0.5
287	1	0	0	0	0.27	0.43	0.5
288	1	0	0	0	0.27	0.43	0.5
289	1	0	0	0	0.27	0.43	0.5
290	0	1	0	1	0.12	0.048	0.22
291	1	0	0	0	0.27	0.43	0.5
292	0	1	0	1	0.12	0.048	0.22
293	1	0	0	0	0.27	0.43	0.5
294	0	1	0	1	0.12	0.048	0.22
295	0	0	1	2	0	0.24	0
296	0	0	1	2	0	0.24	0
297	1	0	0	0	0.27	0.43	0.5
298	1	3.4e-05	0	0	0.27	0.43	0.5
299	1	0	0	0	0.27	0.43	0.5
300	1	0	0	0	0.27	0.43	0.5
301	1	0	0	0	0.27	0.43	0.5
302	1	0	0	0	0.27	0.43	0.5
303	1	0	0	0	0.27	0.43	0.5
304	1	0	0	0	0.27	0.43	0.5
305	1	0	0	0	0.27	0.43	0.5
306	1	0	0	0	0.27	0.43	0.5
307	1	0	0	0	0.27	0.43	0.5
308	1	0	0	0	0.27	0.43	0.5
309	1	0	0	0	0.27	0.43	0.5
310	0	1	0	1	0.12	0.048	0.22
311	1	0	0	0	0.27	0.43	0.5
312	0	0	1	2	0	0.24	0
313	0	0	1	2	0	0.24	0
314	0	0	1	2	0	0.24	0
315	0	0	1	2	0	0.24	0
316	1	0	0	0	0.27	0.43	0.5
317	1	0	0	0	0.27	0.43	0.5
318	1	0	0	0	0.27	0.43	0.5
319	1	0	0	0	0.27	0.43	0.5
320	0	1	0	1	0.12	0.048	0.22
321	1	0	0	0	0.27	0.43	0.5
322	1	0	0	0	0.27	0.43	0.5
323	0	0	1	2	0	0.24	0
324	1	0	0	0	0.27	0.43	0.5
325	1	0	0	0	0.27	0.43	0.5
326	0	0	1	2	0	0.24	0
327	1	0	0	0	0.27	0.43	0.5
328	1	0	0	0	0.27	0.43	0.5
329	1	0	0	0	0.27	0.43	0.5
330	1	0	0	0	0.27	0.43	0.5
331	1	0	0	0	0.27	0.43	0.5
332	1	0	0	0	0.27	0.43	0.5
333	1	0	0	0	0.27	0.43	0.5
334	1	0	0	0	0.27	0.43	0.5
335	1	0	0	0	0.27	0.43	0.5
336	1	0	0	0	0.27	0.43	0.5
337	1	0	0	0	0.27	0.43	0.5
338	1	0	0	0	0.27	0.43	0.5
339	1	0	0	0	0.27	0.43	0.5
340	1	0	0	0	0.27	0.43	0.5
341	0	1	0	1	0.12	0.048	0.22
342	1	0	0	0	0.27	0.43	0.5
343	1	0	0	0	0.27	0.43	0.5
344	1	0	0	0	0.27	0.43	0.5
345	1	0	0	0	0.27	0.43	0.5
346	1	0	0	0	0.27	0.43	0.5
347	0	0	1	2	0	0.24	0
348	0	1	0	1	0.12	0.048	0.22
349	0	0	1	2	0	0.24	0
350	1	0	0	0	0.27	0.43	0.5
351	0	0	1	2	0	0.24	0
352	1	0	0	0	0.27	0.43	0.5
353	0	1	0	1	0.12	0.048	0.22
354	0	0	1	2	0	0.24	0
355	1	0	0	0	0.27	0.43	0.5
356	0	1	0	1	0.12	0.048	0.22
357	1	0	0	0	0.27	0.43	0.5
358	1	0	0	0	0.27	0.43	0.5
359	1	0	0	0	0.27	0.43	0.5
360	1	0	0	0	0.27	0.43	0.5
361	1	0	0	0	0.27	0.43	0.5
362	1	0	0	0	0.27	0.43	0.5
363	1	0	0	0	0.27	0.43	0.5
364	1	0	0	0	0.27	0.43	0.5
365	1	0	0	0	0.27	0.43	0.5
366	1	0	0	0	0.27	0.43	0.5
367	1	0	0	0	0.27	0.43	0.5
368	0	1	0	1	0.12	0.048	0.22
369	1	0	0	0	0.27	0.43	0.5
370	1	0	0	0	0.27	0.43	0.5
371	0	0	1	2	0	0.24	0
372	0	1	0	1	0.12	0.048	0.22
373	1	0	0	0	0.27	0.43	0.5
374	1	0	0	0	0.27	0.43	0.5
375	1	0	0	0	0.27	0.43	0.5
376	1	0	0	0	0.27	0.43	0.5
377	1	0	0	0	0.27	0.43	0.5
378	1	0.00034	0	0	0.27	0.43	0.5
379	0	1	0	1	0.12	0.048	0.22
380	0	1	0	1	0.12	0.048	0.22
381	0	0	1	2	0	0.24	0
382	1	0	0	0	0.27	0.43	0.5
383	0	1	0	1	0.12	0.048	0.22
384	1	0	0	0	0.27	0.43	0.5
385	0	1	0	1	0.12	0.048	0.22
386	1	0	0	0	0.27	0.43	0.5
387	0	1	0	1	0.12	0.048	0.22
388	1	0	0	0	0.27	0.43	0.5
389	1	0	0	0	0.27	0.43	0.5
390	1	0	0	0	0.27	0.43	0.5
391	0	1	0	1	0.12	0.048	0.22
392	1	0	0	0	0.27	0.43	0.5
393	1	0	0	0	0.27	0.43	0.5
394	1	0	0	0	0.27	0.43	0.5
395	1	0	0	0	0.27	0.43	0.5
396	1	0	0	0	0.27	0.43	0.5
397	1	0	0	0	0.27	0.43	0.5
398	1	0	0	0	0.27	0.43	0.5
399	1	0	0	0	0.27	0.43	0.5
400	0	0	1	2	0	0.24	0
401	1	0	0	0	0.27	0.43	0.5
402	0	0	1	2	0	0.24	0
403	1	0	0	0	0.27	0.43	0.5
404	0	1	0	1	0.12	0.048	0.22
405	1	0	0	0	0.27	0.43	0.5
406	0	1	0	1	0.12	0.048	0.22
407	0	1	0	1	0.12	0.048	0.22
408	0	1	0	1	0.12	0.048	0.22
409	0	1	0	1	0.12	0.048	0.22
410	0	1	0	1	0.12	0.048	0.22
411	0	1	0	1	0.12	0.048	0.22
412	0	0	1	2	0	0.24	0
413	1	0	0	0	0.27	0.43	0.5
414	0	1	0	1	0.12	0.048	0.22
415	1	0	0	0	0.27	0.43	0.5
416	1	0	0	0	0.27	0.43	0.5
417	1	0	0	0	0.27	0.43	0.5
418	1	0	0	0	0.27	0.43	0.5
419	1	0	0	0	0.27	0.43	0.5
420	1	0	0	0	0.27	0.43	0.5
421	1	0	0	0	0.27	0.43	0.5
422	1	0	0	0	0.27	0.43	0.5
423	0	1	0	1	0.12	0.048	0.22
424	1	0	0	0	0.27	0.43	0.5
425	1	0	0	0	0.27	0.43	0.5
426	1	0	0	0	0.27	0.43	0.5
427	0	1	0	1	0.12	0.048	0.22
428	1	0	0	0	0.27	0.43	0.5
429	1	0	0	0	0.27	0.43	0.5
430	1	0	0	0	0.27	0.43	0.5
431	0	0	1	2	0	0.24	0
432	0.97	0.029	0	0	0.27	0.43	0.5
433	1	0	0	0	0.27	0.43	0.5
434	1	0	0	0	0.27	0.43	0.5
435	1	0	0	0	0.27	0.43	0.5
436	1	0	0	0	0.27	0.43	0.5
437	1	0	0	0	0.27	0.43	0.5
438	0	1	0	1	0.12	0.048	0.22
439	1	0	0	0	0.27	0.43	0.5
440	1	0	0	0	0.27	0.43	0.5
441	0	0	1	2	0	0.24	0
442	1	0	0	0	0.27	0.43	0.5
443	1	0	0	0	0.27	0.43	0.5
444	1	0	0	0	0.27	0.43	0.5
445	1	0	0	0	0.27	0.43	0.5
446	0	0	1	2	0	0.24	0
447	1	0	0	0	0.27	0.43	0.5
448	0	0	1	2	0	0.24	0
449	1	0	0	0	0.27	0.43	0.5
450	1	0	0	0	0.27	0.43	0.5
451	1	0	0	0	0.27	0.43	0.5
452	0	1	0	1	0.12	0.048	0.22
453	0.034	0.97	0	1	0.12	0.048	0.22
454	1	0	0	0	0.27	0.43	0.5
455	1	0	0	0	0.27	0.43	0.5
456	1	0	0	0	0.27	0.43	0.5
457	1	0	0	0	0.27	0.43	0.5
458	1	0	0	0	0.27	0.43	0.5
459	1	0	0	0	0.27	0.43	0.5
460	0	1	0	1	0.12	0.048	0.22
461	0	0	1	2	0	0.24	0
462	1	0	0	0	0.27	0.43	0.5
463	1	0	0	0	0.27	0.43	0.5
464	1	0	0	0	0.27	0.43	0.5
465	1	0	0	0	0.27	0.43	0.5
466	1.2e-05	1	0	1	0.12	0.048	0.22
467	0	0	1	2	0	0.24	0
468	0	1	0	1	0.12	0.048	0.22
469	0	0	1	2	0	0.24	0
470	1	0	0	0	0.27	0.43	0.5
471	1	0	0	0	0.27	0.43	0.5
472	1	0	0	0	0.27	0.43	0.5
473	1	0	0	0	0.27	0.43	0.5
474	1	0	0	0	0.27	0.43	0.5
475	0	1	0	1	0.12	0.048	0.22
476	1	0	0	0	0.27	0.43	0.5
477	1	0	0	0	0.27	0.43	0.5
478	1	0	0	0	0.27	0.43	0.5
479	1	0	0	0	0.27	0.43	0.5
480	0	1	0	1	0.12	0.048	0.22
481	0	1	0	1	0.12	0.048	0.22
482	0	1	0	1	0.12	0.048	0.22
483	1	0	0	0	0.27	0.43	0.5
484	0	0	1	2	0	0.24	0
485	1	0	0	0	0.27	0.43	0.5
486	0	1	0	1	0.12	0.048	0.22
487	1	0	0	0	0.27	0.43	0.5
488	1	0	0	0	0.27	0.43	0.5
489	1	0	0	0	0.27	0.43	0.5
490	1	0	0	0	0.27	0.43	0.5
491	1	0	0	0	0.27	0.43	0.5
492	1	0	0	0	0.27	0.43	0.5
493	0	0	1	2	0	0.24	0
494	1	0	0	0	0.27	0.43	0.5
495	1	0	0	0	0.27	0.43	0.5
496	1	0	0	0	0.27	0.43	0.5
497	0	1	0	1	0.12	0.048	0.22
498	1	0	0	0	0.27	0.43	0.5
499	0	0	1	2	0	0.24	0
500	1	0.0012	0	0	0.27	0.43	0.5
501	0	0	1	2	0	0.24	0
502	1	0	0	0	0.27	0.43	0.5
503	1	0	0	0	0.27	0.43	0.5
504	1	0	0	0	0.27	0.43	0.5
505	0	1	0	1	0.12	0.048	0.22
506	1	0	0	0	0.27	0.43	0.5
507	1	0	0	0	0.27	0.43	0.5
508	0	1	0	1	0.12	0.048	0.22
509	1	0	0	0	0.27	0.43	0.5
510	1	0	0	0	0.27	0.43	0.5
511	1	0	0	0	0.27	0.43	0.5
512	1	0	0	0	0.27	0.43	0.5
513	1	0	0	0	0.27	0.43	0.5
514	1	0	0	0	0.27	0.43	0.5
515	1	0	0	0	0.27	0.43	0.5
516	1	0	0	0	0.27	0.43	0.5
517	1	0	0	0	0.27	0.43	0.5
518	1	0	0	0	0.27	0.43	0.5
519	0	0	1	2	0	0.24	0
520	1	0	0	0	0.27	0.43	0.5
521	0	1	0	1	0.12	0.048	0.22
522	0	1	0	1	0.12	0.048	0.22
523	1	0	0	0	0.27	0.43	0.5
524	1	0	0	0	0.27	0.43	0.5
525	1	0	0	0	0.27	0.43	0.5
526	0	0	1	2	0	0.24	0
527	1	0	0	0	0.27	0.43	0.5
528	0	0	1	2	0	0.24	0
529	1	0	0	0	0.27	0.43	0.5
530	1	0	0	0	0.27	0.43	0.5
531	0	0	1	2	0	0.24	0
532	0	1	0	1	0.12	0.048	0.22
533	1	0	0	0	0.27	0.43	0.5
534	0	1	0	1	0.12	0.048	0.22
535	1	0	0	0	0.27	0.43	0.5
536	1	0	0	0	0.27	0.43	0.5
537	1	0	0	0	0.27	0.43	0.5
538	1	0	0	0	0.27	0.43	0.5
539	1	0	0	0	0.27	0.43	0.5
540	1	0	0	0	0.27	0.43	0.5
541	1	0	0	0	0.27	0.43	0.5
542	0	0	1	2	0	0.24	0
543	0	0	1	2	0	0.24	0
544	0	1	0	1	0.12	0.048	0.22
545	1	0	0	0	0.27	0.43	0.5
546	0	0	1	2	0	0.24	0
547	0.00042	1	0	1	0.12	0.048	0.22
548	1	0	0	0	0.27	0.43	0.5
549	1	0	0	0	0.27	0.43	0.5
550	1	0	0	0	0.27	0.43	0.5
551	0	0	1	2	0	0.24	0
552	0	0	1	2	0	0.24	0
553	1	0	0	0	0.27	0.43	0.5
554	0	1	0	1	0.12	0.048	0.22
555	1	0	0	0	0.27	0.43	0.5
556	1	0	0	0	0.27	0.43	0.5
557	1	0	0	0	0.27	0.43	0.5
558	0	1	0	1	0.12	0.048	0.22
559	0	0	1	2	0	0.24	0
560	1	0	0	0	0.27	0.43	0.5
561	1	0	0	0	0.27	0.43	0.5
562	1	0	0	0	0.27	0.43	0.5
563	1	0	0	0	0.27	0.43	0.5
564	1	0	0	0	0.27	0.43	0.5
565	0	1	0	1	0.12	0.048	0.22
566	1	0	0	0	0.27	0.43	0.5
567	1	0	0	0	0.27	0.43	0.5
568	1	0	0	0	0.27	0.43	0.5
569	0	0	1	2	0	0.24	0
570	1	0	0	0	0.27	0.43	0.5
571	1	0	0	0	0.27	0.43	0.5
572	1	0	0	0	0.27	0.43	0.5
573	1	0	0	0	0.27	0.43	0.5
574	1	0	0	0	0.27	0.43	0.5
575	1	0	0	0	0.27	0.43	0.5
576	1	0	0	0	0.27	0.43	0.5
577	0	1	0	1	0.12	0.048	0.22
578	1	0	0	0	0.27	0.43	0.5
579	0	1	0	1	0.12	0.048	0.22
580	0	1	0	1	0.12	0.048	0.22
581	1	0	0	0	0.27	0.43	0.5
582	0	1	0	1	0.12	0.048	0.22
583	1	0	0	0	0.27	0.43	0.5
584	1	0	0	0	0.27	0.43	0.5
585	1	0	0	0	0.27	0.43	0.5
586	0	1	0	1	0.12	0.048	0.22
587	1	0	0	0	0.27	0.43	0.5
588	0	0	1	2	0	0.24	0
589	1	0	0	0	0.27	0.43	0.5
590	1	0	0	0	0.27	0.43	0.5
591	1	0	0	0	0.27	0.43	0.5
592	1.7e-05	1	0	1	0.12	0.048	0.22
593	0	1	0	1	0.12	0.048	0.22
594	0	1	0	1	0.12	0.048	0.22
595	1	0	0	0	0.27	0.43	0.5
596	1	0	0	0	0.27	0.43	0.5
597	0	1	0	1	0.12	0.048	0.22
598	1	0	0	0	0.27	0.43	0.5
599	0	1	0	1	0.12	0.048	0.22
600	1	0	0	0	0.27	0.43	0.5
601	0.98	0	0.019	0	0.27	0.43	0.5
602	0.97	0	0.034	0	0.27	0.43	0.5
603	1	0	0	0	0.27	0.43	0.5
604	1	0	0	0	0.27	0.43	0.5
605	1	0	0	0	0.27	0.43	0.5
606	1	0	0	0	0.27	0.43	0.5
607	1	0	0	0	0.27	0.43	0.5
608	1	0	0	0	0.27	0.43	0.5
609	1	0	0	0	0.27	0.43	0.5
610	1	0	0	0	0.27	0.43	0.5
611	0	1	0	1	0.12	0.048	0.22
612	1	0	0	0	0.27	0.43	0.5
613	0	0	1	2	0	0.24	0
614	1	0	0	0	0.27	0.43	0.5
615	1	0	0	0	0.27	0.43	0.5
616	0.71	0	0.29	0	0.27	0.43	0.5
617	0.98	0	0.017	0	0.27	0.43	0.5
618	0	1	0	1	0.12	0.048	0.22
619	1	0	0	0	0.27	0.43	0.5
620	0	1	0	1	0.12	0.048	0.22
621	0	0	1	2	0	0.24	0
622	1	0	0	0	0.27	0.43	0.5
623	1	0	0	0	0.27	0.43	0.5
624	1	0	0	0	0.27	0.43	0.5
625	1	0	0	0	0.27	0.43	0.5
626	1	0	0	0	0.27	0.43	0.5
627	1	0	0	0	0.27	0.43	0.5
628	0	1	0	1	0.12	0.048	0.22
629	1	0	0	0	0.27	0.43	0.5
630	1	0	0	0	0.27	0.43	0.5
631	1	0	0	0	0.27	0.43	0.5
632	0	0	1	2	0	0.24	0
633	1	0	0	0	0.27	0.43	0.5
634	1	0	0	0	0.27	0.43	0.5
635	0	0	1	2	0	0.24	0
636	1	0	0	0	0.27	0.43	0.5
637	1	0	0	0	0.27	0.43	0.5
638	0	1	0	1	0.12	0.048	0.22
639	1	0	0	0	0.27	0.43	0.5
640	1	0	0	0	0.27	0.43	0.5
