SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster	dcf0
138	0.67	0.2	4.5e-06	4.5e-06	0.13	0.0052	0	0	0.11
139	0.5	0.12	0.024	0.00083	0.078	0.27	0	0	0.11
140	0.72	0.16	5.2e-05	1e-05	0.1	0.018	0	0	0.11
141	0.52	0.11	0.023	0.00044	0.067	0.28	0	0	0.11
142	0.51	0.3	0	0	0.19	0.00032	0	0	0.11
143	0.65	0.21	0	0	0.13	0.00033	0	0	0.11
144	0.37	0.33	0.0028	0.01	0.21	0.066	0	0	0.11
145	0.66	0.2	2e-05	1.3e-05	0.13	0.011	0	0	0.11
146	0.28	0.43	6.3e-05	0.0036	0.27	0.0085	0	1	0.16
147	0.54	0.03	0.025	8.1e-06	0.019	0.38	0	0	0.11
148	0.18	0.0012	0.12	0	0.00074	0.69	0	5	0.071
149	0.013	0.59	0	0.02	0.37	4e-06	0	1	0.16
150	0.094	0.55	1.3e-06	0.011	0.35	0.00058	0	1	0.16
151	0.021	0	0.12	0	0	0.86	0	5	0.071
152	0.013	0.6	0	5.3e-06	0.38	0	0	1	0.16
153	0.85	0.085	3.8e-06	0	0.054	0.0068	0	0	0.11
154	0.42	0.28	0.0076	0.0081	0.17	0.12	0	0	0.11
155	0.15	0.5	4.9e-05	0.031	0.32	0.0046	0	1	0.16
156	0.36	0.39	5.7e-06	0.00024	0.25	0.0033	0	1	0.16
157	0.4	0.31	0.0035	0.0076	0.2	0.078	0	0	0.11
158	0.023	0.6	0	0.00049	0.38	1.4e-06	0	1	0.16
159	0.21	0.44	0.0014	0.026	0.28	0.032	0	1	0.16
160	0.67	0.11	0.0026	0.023	0.069	0.13	0	0	0.11
161	0	0.017	0	0.97	0.011	0	0	3	0.24
162	0.14	1.4e-05	0.034	0.096	9.1e-06	0.73	0	5	0.071
163	0.076	0.0004	0.22	0.065	0.00026	0.64	0	5	0.071
164	0.083	0	0.0064	0.12	0	0.79	0	5	0.071
165	0.41	0.36	0	2.4e-06	0.23	0	0	0	0.11
166	2.7e-05	0.61	0.00075	5.6e-05	0.39	0.00069	0	1	0.16
167	0.026	0.6	0	0.0018	0.38	1.1e-05	0	1	0.16
168	0	0.61	0	0	0.39	0	0	1	0.16
169	0.5	0.28	0.00043	0.0079	0.18	0.038	0	0	0.11
170	0.51	0.1	0.017	0.039	0.066	0.26	0	0	0.11
171	0.59	0.25	0	2.1e-06	0.16	0.0014	0	0	0.11
172	0.34	0.4	0	8.2e-05	0.26	0.0013	0	1	0.16
173	5.2e-05	0.61	0	0.00022	0.39	0	0	1	0.16
174	0.038	0.54	0	0.079	0.34	0.0002	0	1	0.16
175	0.0047	0.59	0	0.032	0.37	0	0	1	0.16
176	0.3	0.42	5.1e-06	0.00047	0.27	0.0027	0	1	0.16
177	0.6	0.16	0.0046	0.00033	0.099	0.14	0	0	0.11
178	0.014	0.52	0	0.13	0.33	2.3e-05	0	1	0.16
179	0.076	0.56	0	0.0058	0.36	0.0002	0	1	0.16
180	0.0076	0.43	0	0.29	0.27	1.9e-05	0	1	0.16
181	0.074	0.53	6.6e-06	0.061	0.34	0.0011	0	1	0.16
182	0.029	0.46	1.7e-06	0.22	0.29	0.0003	0	1	0.16
183	0.65	0.19	0.0003	7.2e-05	0.12	0.038	0	0	0.11
184	0.35	0.38	0.00026	0.0036	0.24	0.02	0	1	0.16
185	5.9e-06	0.56	0	0.082	0.36	0	0	1	0.16
186	0.59	0.022	0.016	1.8e-06	0.014	0.35	0	0	0.11
187	0.12	0.54	0	0.00019	0.34	6.7e-05	0	1	0.16
188	0.32	0.42	5.6e-06	0.00042	0.26	0.003	0	1	0.16
189	0.84	0.074	0.00011	0	0.047	0.034	0	0	0.11
190	0.77	0.073	0.0014	6.6e-06	0.046	0.11	0	0	0.11
191	0.38	0.38	0	1.1e-05	0.24	0.00052	0	0	0.11
192	0.24	0.4	0.0025	0.055	0.25	0.044	0	1	0.16
193	0.0027	0.55	0	0.095	0.35	0	0	1	0.16
194	0.96	0.013	6.6e-06	0	0.0084	0.014	0	0	0.11
195	0.52	0.23	0.0031	0.0013	0.15	0.095	0	0	0.11
196	0.51	0.23	0.0041	0.0017	0.15	0.11	0	0	0.11
197	0.47	0.27	0.0029	0.0029	0.17	0.081	0	0	0.11
198	0.45	0.33	0	1.8e-05	0.21	0.0015	0	0	0.11
199	0.00058	0.51	0	0.17	0.32	0	0	1	0.16
200	0.88	0.029	0.0003	0	0.019	0.068	0	0	0.11
201	0.91	0.02	0.00011	0.013	0.013	0.05	0	0	0.11
202	0.23	0.0012	0.061	0.08	0.00074	0.63	0	5	0.071
203	0.36	0.32	0.0053	0.019	0.2	0.094	0	0	0.11
204	0.013	0	0.15	0.073	0	0.76	0	5	0.071
205	0.2	0.45	0.0016	0.035	0.28	0.032	0	1	0.16
206	0.0011	0.6	0	0.021	0.38	0	0	1	0.16
207	0.0082	0	0.25	0.059	0	0.68	0	5	0.071
208	0.013	0	0.27	0.058	0	0.66	0	5	0.071
209	0.038	8e-06	0.17	0.073	5e-06	0.72	0	5	0.071
210	0.38	0.35	0.00091	0.0092	0.22	0.042	0	0	0.11
211	0.2	0	0.0036	0.12	0	0.68	0	5	0.071
212	0.24	0.0012	0.08	0	0.00078	0.68	0	5	0.071
213	0.94	0.034	0	0	0.022	0.0041	0	0	0.11
214	0.058	0.54	2.3e-06	0.062	0.34	0.00054	0	1	0.16
215	0.25	0.46	0	0.00015	0.29	0.00058	0	1	0.16
216	0.77	0.071	0.0015	6.2e-06	0.045	0.11	0	0	0.11
217	0.014	0	0.27	0	0	0.72	0	5	0.071
218	0.098	1.4e-05	0.075	0	8.7e-06	0.83	0	5	0.071
219	0.041	0.58	0	0.0046	0.37	3e-05	0	1	0.16
220	0.0074	0.61	0	0.0022	0.38	0	0	1	0.16
221	0.064	0.56	0	0.014	0.36	0.00023	0	1	0.16
222	0.00059	0.48	0	0.22	0.3	0	0	1	0.16
223	0	0.038	0	0.94	0.024	0	0	3	0.24
224	0.041	0.54	0	0.07	0.34	0.00023	0	1	0.16
225	0.05	0.49	6e-06	0.14	0.31	0.00079	0	1	0.16
226	0.27	0.43	0.00036	0.013	0.27	0.019	0	1	0.16
227	0.59	0.25	0	0	0.16	2.6e-05	0	0	0.11
228	0.78	0.12	1.8e-05	1.6e-06	0.079	0.012	0	0	0.11
229	0.27	0.00024	0.035	0	0.00015	0.69	0	5	0.071
230	0.64	0.15	0.003	0.00017	0.092	0.12	0	0	0.11
231	0.61	0.2	0.0011	0.00025	0.12	0.067	0	0	0.11
232	0.5	0.19	0.012	0.002	0.12	0.18	0	0	0.11
233	0.7	0.0011	0.0026	0	0.0007	0.3	0	0	0.11
234	0.28	0.44	6e-05	0.0038	0.28	0.0082	0	1	0.16
235	0.85	0.089	0	0	0.056	0.0018	0	0	0.11
236	0.043	6.7e-06	0.18	0	4.2e-06	0.78	0	5	0.071
237	0.41	0.32	0.0019	0.0052	0.2	0.059	0	0	0.11
238	0.15	6.2e-05	0.044	0.092	3.9e-05	0.71	0	5	0.071
239	0.013	0	0.12	0.077	0	0.79	0	5	0.071
240	0.37	0.0029	0.028	0.074	0.0018	0.52	0	5	0.071
241	0.014	0	0.3	0.055	0	0.64	0	5	0.071
242	0.0011	0	0.33	0.046	0	0.63	0	5	0.071
243	0.046	0	0.019	0.11	0	0.83	0	5	0.071
244	0.44	0.18	0.019	0.033	0.11	0.22	0	0	0.11
245	0.0002	0	0.63	0.021	0	0.35	0	2	0.053
246	0.22	0.00011	0.028	0.092	6.9e-05	0.66	0	5	0.071
247	0.057	2.3e-05	0.14	0.077	1.4e-05	0.73	0	5	0.071
248	0.11	7.4e-06	0.037	0.098	4.7e-06	0.76	0	5	0.071
249	0.061	0.00019	0.23	0.065	0.00012	0.65	0	5	0.071
250	0.31	0.00011	0.013	0.091	6.7e-05	0.59	0	5	0.071
251	0.012	0	0.19	0.067	0	0.73	0	5	0.071
252	0.17	0.0019	0.12	0.073	0.0012	0.64	0	5	0.071
253	0.03	4.5e-06	0.18	0.07	0	0.72	0	5	0.071
254	0.19	0.48	9.7e-05	0.0073	0.31	0.0084	0	1	0.16
255	0.53	0.2	0.004	0.02	0.13	0.12	0	0	0.11
256	0.55	0.028	0.016	0.052	0.018	0.34	0	0	0.11
257	0.16	0.48	0.00072	0.042	0.3	0.019	0	1	0.16
258	0.3	0.0035	0.05	0.075	0.0022	0.57	0	5	0.071
259	0.86	0.026	0.00035	0.018	0.016	0.078	0	0	0.11
260	0.19	0.0014	0.089	0.077	0.00091	0.64	0	5	0.071
261	0.5	0.16	0.012	0.031	0.099	0.2	0	0	0.11
262	0.24	0.0021	0.069	0.077	0.0013	0.62	0	5	0.071
263	0.12	0.00044	0.12	0.076	0.00028	0.68	0	5	0.071
264	0.43	0.0016	0.015	0.073	0.001	0.48	0	5	0.071
265	0.005	0	0.23	0.059	0	0.7	0	5	0.071
266	0.6	0.013	0.0088	0.052	0.0084	0.32	0	0	0.11
267	0.0037	0	0.048	0.087	0	0.86	0	5	0.071
268	0.082	0.00014	0.15	0.074	9.2e-05	0.69	0	5	0.071
269	0.3	0.0033	0.051	0.075	0.0021	0.57	0	5	0.071
270	0.34	0.4	0.0001	0.0037	0.25	0.014	0	1	0.16
271	0.031	0.57	0	0.041	0.36	7.1e-05	0	1	0.16
272	0.55	0.16	0.009	0.00078	0.1	0.17	0	0	0.11
273	0.26	0.41	0.0015	0.035	0.26	0.037	0	1	0.16
274	0.87	0.077	4.3e-06	0	0.049	0.0075	0	0	0.11
275	0.98	0.0079	1.4e-06	0	0.005	0.0073	0	0	0.11
276	0.54	0.23	0.0025	0.00098	0.14	0.088	0	0	0.11
277	0.42	0.35	3.5e-06	7.8e-05	0.22	0.003	0	0	0.11
278	0.13	0.53	0	1.2e-05	0.34	1.5e-05	0	1	0.16
279	0.49	0.3	0.00019	0.00053	0.19	0.023	0	0	0.11
280	0.14	0.53	0	0.00026	0.33	0.00014	0	1	0.16
281	0.16	0.47	0.00029	0.064	0.3	0.012	0	1	0.16
282	0.57	0.084	0.018	0.00015	0.053	0.28	0	0	0.11
283	0.074	0.00014	0.22	0	8.9e-05	0.71	0	5	0.071
284	0.17	0.48	0.00018	0.04	0.3	0.0095	0	1	0.16
285	0.0018	0.61	0	0.00078	0.39	0	0	1	0.16
286	0.26	9.4e-06	0.011	0	6e-06	0.73	0	5	0.071
287	0.00044	0.61	0	0.005	0.39	0	0	1	0.16
288	0.41	0.36	0	5.7e-06	0.23	0.00046	0	0	0.11
289	0.0002	0.2	0	0.67	0.13	0	0	3	0.24
290	0.034	0.59	0	0.00022	0.37	2.3e-06	0	1	0.16
291	0.083	0.56	0	0.0075	0.35	0.00031	0	1	0.16
292	0.13	0.53	0	8.5e-05	0.34	5.1e-05	0	1	0.16
293	0.0085	0.61	0	0	0.38	0	0	1	0.16
294	0.068	0.54	2.2e-06	0.042	0.35	0.0006	0	1	0.16
295	0.55	0.12	0.016	0.00046	0.076	0.24	0	0	0.11
296	0.11	7.1e-06	0.052	0	4.5e-06	0.84	0	5	0.071
297	0.14	0.48	0.00016	0.066	0.3	0.008	0	1	0.16
298	0.49	8e-05	0.0049	0	5.1e-05	0.51	0	5	0.071
299	0.46	0.022	0.043	7.6e-06	0.014	0.46	0	5	0.071
300	0.0014	0.43	0	0.3	0.27	0	0	1	0.16
301	0.74	0.028	0.0044	0	0.018	0.21	0	0	0.11
302	0.48	0.28	0.0012	0.0017	0.18	0.054	0	0	0.11
303	0.011	0.4	0	0.34	0.25	4.1e-05	0	1	0.16
304	0.62	0.17	0.0025	0.00025	0.11	0.1	0	0	0.11
305	0.42	0.0094	0.045	0	0.006	0.52	0	5	0.071
306	0.015	0.53	0	0.12	0.33	2.6e-05	0	1	0.16
307	0.14	0.53	0	2.1e-06	0.33	5.4e-06	0	1	0.16
308	0.56	0.081	0.018	0.00014	0.052	0.28	0	0	0.11
309	0.71	0.16	0.00024	2.6e-05	0.098	0.037	0	0	0.11
310	0	0.00069	0	1	0.00044	0	0	3	0.24
311	0.93	0.042	0	0	0.026	0.00012	0	0	0.11
312	0.38	0.31	0.0057	0.012	0.2	0.095	0	0	0.11
313	0.56	0.24	0.00057	0.00039	0.15	0.044	0	0	0.11
314	0.55	0.26	0.00011	0.00018	0.17	0.02	0	0	0.11
315	0.73	0.06	0.0037	8.4e-06	0.038	0.17	0	0	0.11
316	0.053	0.5	6.8e-06	0.13	0.31	0.00087	0	1	0.16
317	0.043	0.00029	0.4	0	0.00018	0.56	0	5	0.071
318	0.91	0.027	0.00014	0	0.017	0.049	0	0	0.11
319	0.011	0.61	0	0.00036	0.38	0	0	1	0.16
320	0.94	0.029	7.1e-06	0	0.018	0.012	0	0	0.11
321	0.72	0.16	1.6e-05	4.3e-06	0.1	0.011	0	0	0.11
322	0.64	0.021	0.011	0	0.013	0.31	0	0	0.11
323	0.16	1.8e-05	0.036	0	1.1e-05	0.8	0	5	0.071
324	0.58	0.18	0.0036	0.00053	0.12	0.11	0	0	0.11
325	0.29	0.43	3.4e-06	0.00043	0.27	0.0022	0	1	0.16
326	0.39	0.27	0.012	0.013	0.17	0.14	0	0	0.11
327	0.0026	0.61	0	0.0002	0.39	0	0	1	0.16
328	0.48	0.31	1.3e-05	9.1e-05	0.2	0.0062	0	0	0.11
329	0.79	0.084	0.00071	6e-06	0.053	0.076	0	0	0.11
330	0.062	0.57	0	0.00011	0.36	1.8e-05	0	1	0.16
331	0.0045	0.61	0	0.002	0.39	0	0	1	0.16
332	0.82	0.1	1.4e-05	0.0039	0.063	0.013	0	0	0.11
333	0.16	0.51	1.4e-05	0.0036	0.32	0.0029	0	1	0.16
334	0.039	4.8e-05	0.26	0.061	3e-05	0.64	0	5	0.071
335	0.0042	0	0.08	0.08	0	0.84	0	5	0.071
336	0.033	0.59	0	5.2e-05	0.38	2.1e-06	0	1	0.16
337	0.48	0.18	0.012	0.029	0.11	0.19	0	0	0.11
338	0.0026	0.61	0	0.0015	0.39	0	0	1	0.16
339	0.39	0.36	8.2e-05	0.0034	0.23	0.013	0	0	0.11
340	0.00073	0.6	0	0.026	0.38	0	0	1	0.16
341	0.34	0.4	2.1e-06	0.00073	0.26	0.0021	0	1	0.16
342	0.27	0.44	7.4e-06	0.0012	0.28	0.0032	0	1	0.16
343	2.2e-06	0.14	0	0.77	0.09	0	0	3	0.24
344	0.0022	0.61	0	0.0056	0.38	0	0	1	0.16
345	0.21	0.45	0.00038	0.032	0.29	0.016	0	1	0.16
346	0.17	2e-06	0.015	0	1.3e-06	0.82	0	5	0.071
347	0.94	0.033	2.6e-06	0	0.021	0.0072	0	0	0.11
348	0.035	0.56	0	0.042	0.36	9.9e-05	0	1	0.16
349	0.099	0.55	0	0.0011	0.35	0.00013	0	1	0.16
350	0.25	0.43	0.00056	0.022	0.27	0.022	0	1	0.16
351	0.16	0.51	0	0.00035	0.32	0.00028	0	1	0.16
352	0.037	0.55	0	0.068	0.35	0.00017	0	1	0.16
353	0.2	0.47	0.00018	0.025	0.3	0.011	0	1	0.16
354	0.46	0.24	0.0077	0.0042	0.15	0.13	0	0	0.11
355	0.22	0.48	0	0.00054	0.3	0.00097	0	1	0.16
356	0.56	0.15	0.0099	0.00064	0.095	0.19	0	0	0.11
357	0.17	2.1e-06	0.015	0	1.4e-06	0.82	0	5	0.071
358	0.52	0.015	0.025	0	0.0092	0.43	0	0	0.11
359	1.7e-05	0.29	0	0.52	0.19	0	0	3	0.24
360	0.87	0.048	0.00024	0	0.03	0.055	0	0	0.11
361	0.00047	0.28	0	0.54	0.18	0	0	3	0.24
362	0.12	0.00096	0.16	0.07	0.00061	0.65	0	5	0.071
363	0.11	0.00028	0.13	0.076	0.00018	0.69	0	5	0.071
364	0.0023	0	0.35	0.046	0	0.6	0	5	0.071
365	0.48	0.22	0.0092	0.0031	0.14	0.15	0	0	0.11
366	0.23	0.47	0	0.00034	0.3	0.00074	0	1	0.16
367	0.89	0.067	0	0.0011	0.042	0.0026	0	0	0.11
368	0.34	0.35	0.0033	0.016	0.22	0.072	0	1	0.16
369	0.0011	0.59	0	0.041	0.37	0	0	1	0.16
370	0.29	0.0016	0.041	0.079	0.001	0.59	0	5	0.071
371	0.49	0.31	5.5e-06	0.0014	0.2	0.0045	0	0	0.11
372	0.086	0.56	0	1.1e-06	0.35	0	0	1	0.16
373	0.75	0.0023	0.002	0	0.0015	0.24	0	0	0.11
374	0.0042	0.56	0	0.077	0.36	0	0	1	0.16
375	0.67	0.096	0.0049	5.7e-05	0.061	0.17	0	0	0.11
376	2.8e-05	0.29	0	0.53	0.18	0	0	3	0.24
377	0.24	0.45	0.00011	0.0091	0.29	0.01	0	1	0.16
378	0.2	0.43	0.0011	0.074	0.27	0.025	0	1	0.16
379	0.33	1.5e-05	0.0048	0.098	9.7e-06	0.57	0	5	0.071
380	0.0026	0	0.41	0	0	0.58	0	5	0.071
381	0	0.11	0	0.83	0.067	0	0	3	0.24
382	0.6	0.25	0	0	0.16	0.00046	0	0	0.11
383	0.47	0.003	0.022	0	0.0019	0.5	0	5	0.071
384	0.83	0.09	5e-05	1e-06	0.057	0.022	0	0	0.11
385	0.13	0.53	5.8e-06	0.013	0.33	0.0015	0	1	0.16
386	0.31	0.42	0	0	0.27	3.6e-05	0	1	0.16
387	0.51	0.25	0.002	0.0014	0.16	0.074	0	0	0.11
388	0.27	0.0011	0.062	0	0.00071	0.67	0	5	0.071
389	0.59	0.0065	0.012	0	0.0041	0.39	0	0	0.11
390	0.45	0.31	0.00097	0.0022	0.2	0.046	0	0	0.11
391	0.03	0.58	0	0.02	0.37	3.6e-05	0	1	0.16
392	0.094	7.8e-05	0.14	0	5e-05	0.77	0	5	0.071
393	1	0.001	0	0	0.00064	6.6e-05	0	0	0.11
394	0.3	0.0013	0.05	0	0.00083	0.64	0	5	0.071
395	0.04	0.58	0	0.013	0.37	5.8e-05	0	1	0.16
396	0.00047	0.48	0	0.21	0.31	0	0	1	0.16
397	0	0.6	0	0.022	0.38	0	0	1	0.16
