SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster	dcf0
43	0.035	0.035	0.035	9.4e-05	0.0055	0.0029	0.0057	0.0086	0.13	0.035	0.0057	0.7	11	0.16
44	0.11	0.11	0.11	0.0028	0	0.061	0	0.45	0.033	0.11	0	0.00027	7	0.071
45	0.046	0.046	0.046	0.0011	0.0093	0.0059	0.0097	0.034	0.13	0.046	0.0097	0.61	11	0.16
46	0.066	0.066	0.066	0.0015	0.0022	0.0092	0.0023	0.053	0.16	0.066	0.0023	0.5	11	0.16
47	1.6e-06	1.6e-06	1.6e-06	0	0.26	0	0.28	0	0.00022	1.6e-06	0.28	0.19	6	0.24
48	0.00039	0.00039	0.00039	0	0.013	1.4e-06	0.014	0	0.013	0.00039	0.014	0.94	11	0.16
49	0.056	0.056	0.056	0.0065	0.0099	0.0099	0.01	0.095	0.13	0.056	0.01	0.51	11	0.16
50	0.12	0.12	0.12	0.0087	4.2e-06	0.03	4.4e-06	0.27	0.14	0.12	4.4e-06	0.079	7	0.071
51	0.028	0.028	0.028	4.2e-05	0.0073	0.002	0.0076	0.0049	0.12	0.028	0.0076	0.74	11	0.16
52	0.00034	0.00034	0.00034	0	0.0033	0	0.0034	0	0.014	0.00034	0.0034	0.97	11	0.16
53	0.15	0.15	0.15	2.1e-05	0	0.013	0	0.017	0.28	0.15	0	0.1	8	0.12
54	0.0015	0.0015	0.0015	0	0.0051	1.1e-05	0.0053	1e-06	0.03	0.0015	0.0053	0.95	11	0.16
55	0.15	0.15	0.15	0.0019	0	0.037	0	0.2	0.14	0.15	0	0.022	7	0.071
56	0.0014	0.0014	0.0014	0	0.0045	1e-05	0.0047	0	0.029	0.0014	0.0047	0.95	11	0.16
57	0.11	0.11	0.11	0.00045	4.2e-05	0.013	4.4e-05	0.047	0.23	0.11	4.4e-05	0.29	11	0.16
58	0.05	0.05	0.05	0.0014	0.0072	0.0068	0.0075	0.041	0.14	0.05	0.0075	0.59	11	0.16
59	0.12	0.12	0.12	0.0082	2e-06	0.031	2.1e-06	0.27	0.14	0.12	2.1e-06	0.065	7	0.071
60	0.052	0.052	0.052	0.0028	0.0094	0.0079	0.0098	0.059	0.13	0.052	0.0098	0.56	11	0.16
61	0.033	0.033	0.033	0.083	0	0.026	0	0.74	0.013	0.033	0	0.0008	7	0.071
62	6.1e-05	6.1e-05	6.1e-05	0	0.0023	0	0.0024	0	0.0061	6.1e-05	0.0024	0.99	11	0.16
63	0.012	0.012	0.012	0	0.001	0.00027	0.0011	0.0001	0.097	0.012	0.0011	0.85	11	0.16
64	0.15	0.15	0.15	0.0026	0	0.036	0	0.22	0.14	0.15	0	0.026	7	0.071
65	0.00016	0.00016	0.00016	0	0.052	0	0.054	0	0.0068	0.00016	0.054	0.83	11	0.16
66	0.049	0.049	0.049	1.4e-06	6e-05	0.0021	6.3e-05	0.0016	0.22	0.049	6.3e-05	0.58	11	0.16
67	0.18	0.18	0.18	0	0	0.012	0	0.0047	0.24	0.18	0	0.013	8	0.12
68	0.00048	0.00048	0.00048	0	0.0056	1.6e-06	0.0058	0	0.016	0.00048	0.0058	0.96	11	0.16
69	2.7e-05	2.7e-05	2.7e-05	0	0.14	0	0.15	0	0.0019	2.7e-05	0.15	0.56	11	0.16
70	0.095	0.095	0.095	0	0	0.00093	0	2.5e-05	0.5	0.095	0	0.12	8	0.12
71	0.0004	0.0004	0.0004	0	0.056	2.5e-06	0.059	0	0.011	0.0004	0.059	0.81	11	0.16
72	0.0011	0.0011	0.0011	0	0.014	8.8e-06	0.015	0	0.023	0.0011	0.015	0.93	11	0.16
73	0.02	0.02	0.02	0.091	0	0.023	0	0.8	0.0051	0.02	0	0.00011	7	0.071
74	0.077	0.077	0.077	0.043	0	0.032	0	0.53	0.065	0.077	0	0.022	7	0.071
75	0.019	0.019	0.019	0.21	0	0.016	0	0.69	0.0098	0.019	0	0.0017	7	0.071
76	0.0024	0.0024	0.0024	0.25	0	0.0073	0	0.73	0.00023	0.0024	0	0	7	0.071
77	0.034	0.034	0.034	0.076	0	0.027	0	0.75	0.013	0.034	0	0.00067	7	0.071
78	0.098	0.098	0.098	0.017	0	0.039	0	0.47	0.07	0.098	0	0.011	7	0.071
79	0.037	0.037	0.037	8e-05	0.0039	0.003	0.0041	0.0084	0.14	0.037	0.0041	0.69	11	0.16
80	0.0068	0.0068	0.0068	0	0.00026	7.3e-05	0.00027	8.2e-06	0.085	0.0068	0.00027	0.89	11	0.16
81	0.14	0.14	0.14	0.0021	0	0.05	0	0.3	0.076	0.14	0	0.0027	7	0.071
82	0.013	0.013	0.013	0.08	0.028	0.019	0.03	0.76	0.0023	0.013	0.03	2.8e-05	7	0.071
83	0.00039	0.00039	0.00039	0	0.011	0	0.011	0	0.011	0.00039	0.011	0.95	11	0.16
84	0.11	0.11	0.11	0.0087	0.021	0.04	0.022	0.39	0.069	0.11	0.022	0.011	7	0.071
85	0.059	0.059	0.059	0.048	0.024	0.029	0.025	0.56	0.04	0.059	0.025	0.012	7	0.071
86	0.056	0.056	0.056	0.0003	0.0021	0.0062	0.0022	0.023	0.15	0.056	0.0022	0.59	11	0.16
87	0.11	0.11	0.11	0	0.00037	0.0056	0.00038	0.003	0.31	0.11	0.00038	0.23	8	0.12
88	0.15	0.15	0.15	0.00039	0	0.023	0	0.074	0.22	0.15	0	0.079	8	0.12
89	0.15	0.15	0.15	3.7e-06	0	0.011	0	0.0084	0.29	0.15	0	0.072	8	0.12
90	0.12	0.12	0.12	0.0076	2.5e-06	0.031	2.6e-06	0.26	0.14	0.12	2.6e-06	0.071	7	0.071
91	0.0078	0.0078	0.0078	0.13	0	0.015	0	0.83	0.0011	0.0078	0	6e-06	7	0.071
92	0.029	0.029	0.029	2.5e-05	0.0045	0.0019	0.0046	0.004	0.12	0.029	0.0046	0.74	11	0.16
93	0.00025	0.00025	0.00025	0	0.18	2.7e-06	0.19	0	0.0051	0.00025	0.19	0.43	11	0.16
94	0.04	0.04	0.04	0	1.8e-05	0.001	1.9e-05	0.00034	0.23	0.04	1.9e-05	0.61	11	0.16
95	0.017	0.017	0.017	0	0.0015	0.00056	0.0016	0.00038	0.11	0.017	0.0016	0.82	11	0.16
96	0.091	0.091	0.091	8e-05	4.2e-05	0.0083	4.4e-05	0.018	0.24	0.091	4.4e-05	0.37	11	0.16
97	0.16	0.16	0.16	0.00027	0	0.026	0	0.074	0.2	0.16	0	0.041	8	0.12
98	0.0046	0.0046	0.0046	0	0.018	0.00012	0.019	8.5e-05	0.042	0.0046	0.019	0.88	11	0.16
99	0.039	0.039	0.039	6.9e-05	0.002	0.0031	0.0021	0.0081	0.15	0.039	0.0021	0.68	11	0.16
100	0.029	0.029	0.029	0.00022	0.017	0.0028	0.017	0.011	0.11	0.029	0.017	0.71	11	0.16
101	0.13	0.13	0.13	0.0064	0	0.033	0	0.26	0.14	0.13	0	0.05	7	0.071
102	0.17	0.17	0.17	8.3e-05	0	0.024	0	0.046	0.21	0.17	0	0.032	8	0.12
103	0.08	0.08	0.08	6.8e-06	1.5e-05	0.0047	1.6e-05	0.005	0.26	0.08	1.6e-05	0.41	11	0.16
104	0.00083	0.00083	0.00083	0	0.018	5.6e-06	0.019	0	0.019	0.00083	0.019	0.92	11	0.16
105	0.034	0.034	0.034	8.4e-06	0.0011	0.0019	0.0011	0.0027	0.15	0.034	0.0011	0.7	11	0.16
106	0.0019	0.0019	0.0019	0	0.0019	1.4e-05	0.002	0	0.037	0.0019	0.002	0.95	11	0.16
107	0.05	0.05	0.05	1.5e-06	5.7e-05	0.0022	6e-05	0.0016	0.22	0.05	6e-05	0.58	11	0.16
108	0.16	0.16	0.16	0.00079	0	0.051	0	0.21	0.083	0.16	0	0.0021	7	0.071
109	0.014	0.014	0.014	0	0.0011	0.00038	0.0012	0.00018	0.11	0.014	0.0012	0.83	11	0.16
110	0.14	0.14	0.14	0.00032	1.9e-06	0.018	2e-06	0.056	0.24	0.14	2e-06	0.14	8	0.12
111	0.14	0.14	0.14	0.0026	0	0.042	0	0.26	0.11	0.14	0	0.01	7	0.071
112	0.042	0.042	0.042	0.047	0	0.033	0	0.74	0.014	0.042	0	0.0005	7	0.071
113	0.054	0.054	0.054	0.029	0	0.038	0	0.7	0.019	0.054	0	0.00055	7	0.071
114	0.0078	0.0078	0.0078	0	0.011	0.00023	0.011	0.00015	0.063	0.0078	0.011	0.87	11	0.16
115	0.14	0.14	0.14	0.0024	0	0.03	0	0.17	0.17	0.14	0	0.067	8	0.12
116	0.026	0.026	0.026	0.052	0	0.029	0	0.81	0.0058	0.026	0	6.7e-05	7	0.071
117	0.11	0.11	0.11	0.012	0	0.039	0	0.41	0.085	0.11	0	0.014	7	0.071
118	0.064	0.064	0.064	0.00055	0.0014	0.0075	0.0014	0.032	0.17	0.064	0.0014	0.53	11	0.16
119	0.085	0.085	0.085	0.031	0	0.034	0	0.5	0.071	0.085	0	0.02	7	0.071
120	0.023	0.023	0.023	0.097	0	0.023	0	0.78	0.007	0.023	0	0.00024	7	0.071
121	0.086	0.086	0.086	1.1e-06	2.2e-06	0.0038	2.3e-06	0.0023	0.3	0.086	2.3e-06	0.35	11	0.16
122	0.0089	0.0089	0.0089	0	4.5e-05	7.8e-05	4.7e-05	5.6e-06	0.11	0.0089	4.7e-05	0.85	11	0.16
123	0.077	0.077	0.077	0.00096	0.00067	0.01	0.0007	0.05	0.19	0.077	0.0007	0.44	11	0.16
124	0.19	0.19	0.19	0	0	0.0093	0	0.0017	0.24	0.19	0	0.0057	8	0.12
125	0.058	0.058	0.058	0.078	1.1e-06	0.027	1.2e-06	0.6	0.046	0.058	1.2e-06	0.017	7	0.071
126	0.026	0.026	0.026	0.018	0	0.039	0	0.84	0.0029	0.026	0	3.8e-06	7	0.071
127	0.0084	0.0084	0.0084	0	2.1e-05	6e-05	2.2e-05	2.9e-06	0.12	0.0084	2.2e-05	0.85	11	0.16
128	0.00038	0.00038	0.00038	0.32	0	0.0032	0	0.68	1.1e-05	0.00038	0	0	7	0.071
129	0.11	0.11	0.11	0.0057	2.9e-05	0.024	3e-05	0.19	0.17	0.11	3e-05	0.16	7	0.071
130	0.16	0.16	0.16	0.0012	0	0.036	0	0.17	0.14	0.16	0	0.02	7	0.071
131	0.017	0.017	0.017	0.11	0	0.02	0	0.8	0.0042	0.017	0	8.7e-05	7	0.071
132	0.015	0.015	0.015	0.11	0	0.02	0	0.81	0.0034	0.015	0	5.3e-05	7	0.071
133	0.00014	0.00014	0.00014	0.46	0	0.0016	0	0.54	2.9e-06	0.00014	0	0	7	0.071
134	0.072	0.072	0.072	0.00058	0.00073	0.0087	0.00076	0.037	0.19	0.072	0.00076	0.48	11	0.16
135	0.00046	0.00046	0.00046	0	0.0086	1.7e-06	0.0089	0	0.015	0.00046	0.0089	0.96	11	0.16
136	0.00041	0.00041	0.00041	0	0.025	2e-06	0.026	0	0.013	0.00041	0.026	0.91	11	0.16
137	0.0043	0.0043	0.0043	0.3	0	0.0081	0	0.67	0.00083	0.0043	0	1.6e-05	7	0.071
138	0.1	0.1	0.1	3.8e-06	1.4e-06	0.0059	1.4e-06	0.0049	0.3	0.1	1.4e-06	0.27	8	0.12
139	0.087	0.087	0.087	0.023	0.00029	0.023	0.0003	0.29	0.13	0.087	0.0003	0.19	7	0.071
140	0.12	0.12	0.12	4.6e-05	3.2e-06	0.01	3.4e-06	0.018	0.27	0.12	3.4e-06	0.23	8	0.12
141	0.091	0.091	0.091	0.021	0.00015	0.024	0.00016	0.3	0.13	0.091	0.00016	0.16	7	0.071
142	0.071	0.071	0.071	0	0	0.0016	0	0.00026	0.35	0.071	0	0.36	11	0.16
143	0.089	0.089	0.089	0	0	0.0019	0	0.00027	0.39	0.089	0	0.25	8	0.12
144	0.064	0.064	0.064	0.0026	0.0034	0.0098	0.0035	0.068	0.15	0.064	0.0035	0.5	11	0.16
145	0.11	0.11	0.11	1.7e-05	4e-06	0.0078	4.2e-06	0.01	0.28	0.11	4.2e-06	0.28	11	0.16
146	0.047	0.047	0.047	5.7e-05	0.0012	0.0037	0.0012	0.0086	0.17	0.047	0.0012	0.63	11	0.16
147	0.097	0.097	0.097	0.024	2.9e-06	0.032	3e-06	0.41	0.099	0.097	3e-06	0.047	7	0.071
148	0.031	0.031	0.031	0.11	0	0.023	0	0.72	0.015	0.031	0	0.0018	7	0.071
149	0.0024	0.0024	0.0024	0	0.0072	2.6e-05	0.0075	4.3e-06	0.036	0.0024	0.0075	0.93	11	0.16
150	0.016	0.016	0.016	1.2e-06	0.0039	0.00063	0.0041	0.0006	0.098	0.016	0.0041	0.82	11	0.16
151	0.0036	0.0036	0.0036	0.11	0	0.012	0	0.87	0.00023	0.0036	0	0	7	0.071
152	0.0022	0.0022	0.0022	0	1.8e-06	3.3e-06	1.9e-06	0	0.077	0.0022	1.9e-06	0.91	11	0.16
153	0.14	0.14	0.14	3.3e-06	0	0.0089	0	0.0067	0.31	0.14	0	0.12	8	0.12
154	0.071	0.071	0.071	0.007	0.0028	0.013	0.0029	0.12	0.15	0.071	0.0029	0.41	11	0.16
155	0.025	0.025	0.025	4.6e-05	0.011	0.0018	0.011	0.0048	0.11	0.025	0.011	0.75	11	0.16
156	0.057	0.057	0.057	4.9e-06	7.6e-05	0.0031	8e-05	0.0032	0.22	0.057	8e-05	0.54	11	0.16
157	0.069	0.069	0.069	0.0032	0.0026	0.011	0.0027	0.08	0.16	0.069	0.0027	0.46	11	0.16
158	0.004	0.004	0.004	0	0.00017	2.7e-05	0.00018	1.5e-06	0.068	0.004	0.00018	0.91	11	0.16
159	0.037	0.037	0.037	0.0013	0.0091	0.0052	0.0095	0.034	0.1	0.037	0.0095	0.68	11	0.16
160	0.12	0.12	0.12	0.0024	0.0081	0.023	0.0085	0.14	0.17	0.12	0.0085	0.17	8	0.12
161	0	0	0	0	0.32	0	0.33	0	3.5e-06	0	0.33	0.025	6	0.24
162	0.024	0.024	0.024	0.031	0.032	0.029	0.034	0.74	0.0041	0.024	0.034	2.1e-05	7	0.071
163	0.013	0.013	0.013	0.2	0.022	0.013	0.023	0.66	0.0048	0.013	0.023	0.0006	7	0.071
164	0.014	0.014	0.014	0.0057	0.04	0.037	0.042	0.78	0.00053	0.014	0.042	0	7	0.071
165	0.046	0.046	0.046	0	0	0.00017	0	0	0.47	0.046	0	0.35	8	0.12
166	5e-06	5e-06	5e-06	0.00076	2.1e-05	7.7e-06	2.2e-05	0.00077	0	5e-06	2.2e-05	1	11	0.16
167	0.0046	0.0046	0.0046	0	0.00063	6.5e-05	0.00065	1.2e-05	0.051	0.0046	0.00065	0.93	11	0.16
168	0	0	0	0	0	0	0	0	0	0	0	1	11	0.16
169	0.085	0.085	0.085	0.0004	0.0027	0.011	0.0028	0.039	0.19	0.085	0.0028	0.41	11	0.16
170	0.09	0.09	0.09	0.016	0.014	0.024	0.014	0.28	0.12	0.09	0.014	0.16	7	0.071
171	0.087	0.087	0.087	0	0	0.0032	0	0.0012	0.33	0.087	0	0.32	8	0.12
172	0.053	0.053	0.053	0	2.5e-05	0.002	2.6e-05	0.0012	0.24	0.053	2.6e-05	0.55	11	0.16
173	9.8e-06	9.8e-06	9.8e-06	0	8.2e-05	0	8.6e-05	0	0.0032	9.8e-06	8.6e-05	1	11	0.16
174	0.0067	0.0067	0.0067	0	0.028	0.00023	0.029	0.00021	0.051	0.0067	0.029	0.84	11	0.16
175	0.00086	0.00086	0.00086	0	0.012	5.3e-06	0.012	0	0.02	0.00086	0.012	0.94	11	0.16
176	0.049	0.049	0.049	4.4e-06	0.00015	0.0025	0.00016	0.0027	0.2	0.049	0.00016	0.6	11	0.16
177	0.1	0.1	0.1	0.0043	0.00011	0.02	0.00012	0.14	0.18	0.1	0.00012	0.24	11	0.16
178	0.0025	0.0025	0.0025	0	0.046	5.2e-05	0.048	2.5e-05	0.029	0.0025	0.048	0.82	11	0.16
179	0.013	0.013	0.013	0	0.002	0.00038	0.0021	0.00021	0.096	0.013	0.0021	0.85	11	0.16
180	0.0013	0.0013	0.0013	0	0.1	3.1e-05	0.11	2.1e-05	0.016	0.0013	0.11	0.67	11	0.16
181	0.013	0.013	0.013	6.2e-06	0.021	0.00067	0.022	0.0011	0.073	0.013	0.022	0.81	11	0.16
182	0.0052	0.0052	0.0052	1.6e-06	0.075	0.00022	0.079	0.00032	0.037	0.0052	0.079	0.71	11	0.16
183	0.11	0.11	0.11	0.00027	2.4e-05	0.013	2.5e-05	0.039	0.24	0.11	2.5e-05	0.28	11	0.16
184	0.058	0.058	0.058	0.00024	0.0012	0.0059	0.0013	0.02	0.17	0.058	0.0013	0.56	11	0.16
185	1.1e-06	1.1e-06	1.1e-06	0	0.03	0	0.031	0	0.00054	1.1e-06	0.031	0.91	11	0.16
186	0.11	0.11	0.11	0.016	0	0.034	0	0.38	0.1	0.11	0	0.035	7	0.071
187	0.019	0.019	0.019	0	6e-05	0.00033	6.2e-05	6.6e-05	0.16	0.019	6.2e-05	0.77	11	0.16
188	0.051	0.051	0.051	4.8e-06	0.00014	0.0027	0.00014	0.0029	0.21	0.051	0.00014	0.59	11	0.16
189	0.15	0.15	0.15	0.00011	0	0.017	0	0.036	0.25	0.15	0	0.11	8	0.12
190	0.14	0.14	0.14	0.0014	2.3e-06	0.024	2.4e-06	0.12	0.2	0.14	2.4e-06	0.11	8	0.12
191	0.057	0.057	0.057	0	3.2e-06	0.0016	3.4e-06	0.00046	0.28	0.057	3.4e-06	0.49	11	0.16
192	0.042	0.042	0.042	0.0023	0.019	0.0061	0.02	0.046	0.12	0.042	0.02	0.6	11	0.16
193	0.00048	0.00048	0.00048	0	0.034	2.8e-06	0.036	0	0.013	0.00048	0.036	0.88	11	0.16
194	0.18	0.18	0.18	6.6e-06	0	0.017	0	0.015	0.23	0.18	0	0.022	8	0.12
195	0.089	0.089	0.089	0.0029	0.00045	0.015	0.00047	0.098	0.18	0.089	0.00047	0.35	11	0.16
196	0.087	0.087	0.087	0.0038	0.00058	0.015	0.0006	0.11	0.18	0.087	0.0006	0.35	11	0.16
197	0.079	0.079	0.079	0.0027	0.00099	0.013	0.001	0.083	0.17	0.079	0.001	0.41	11	0.16
198	0.068	0.068	0.068	0	5.5e-06	0.0026	5.7e-06	0.0014	0.28	0.068	5.7e-06	0.44	11	0.16
199	0.00011	0.00011	0.00011	0	0.061	0	0.063	0	0.0052	0.00011	0.063	0.81	11	0.16
200	0.16	0.16	0.16	0.0003	0	0.026	0	0.075	0.2	0.16	0	0.047	8	0.12
201	0.17	0.17	0.17	0.00011	0.0048	0.026	0.005	0.057	0.18	0.17	0.005	0.033	8	0.12
202	0.039	0.039	0.039	0.057	0.027	0.027	0.028	0.66	0.017	0.039	0.028	0.0018	7	0.071
203	0.062	0.062	0.062	0.005	0.0066	0.011	0.0069	0.099	0.13	0.062	0.0069	0.49	11	0.16
204	0.0022	0.0022	0.0022	0.14	0.024	0.0085	0.025	0.77	0.00013	0.0022	0.025	0	7	0.071
205	0.034	0.034	0.034	0.0015	0.012	0.0049	0.013	0.034	0.095	0.034	0.013	0.69	11	0.16
206	0.00021	0.00021	0.00021	0	0.0078	0	0.0082	0	0.0081	0.00021	0.0082	0.97	11	0.16
207	0.0014	0.0014	0.0014	0.23	0.02	0.0059	0.021	0.7	8.8e-05	0.0014	0.021	0	7	0.071
208	0.0022	0.0022	0.0022	0.25	0.02	0.0066	0.02	0.68	0.00022	0.0022	0.02	0	7	0.071
209	0.0064	0.0064	0.0064	0.15	0.024	0.012	0.025	0.73	0.00099	0.0064	0.025	1.2e-05	7	0.071
210	0.065	0.065	0.065	0.00084	0.0031	0.0088	0.0033	0.043	0.15	0.065	0.0033	0.52	11	0.16
211	0.034	0.034	0.034	0.0033	0.04	0.054	0.041	0.68	0.0023	0.034	0.041	0	7	0.071
212	0.041	0.041	0.041	0.076	0	0.028	0	0.71	0.02	0.041	0	0.0019	7	0.071
213	0.16	0.16	0.16	0	0	0.009	0	0.0041	0.3	0.16	0	0.05	8	0.12
214	0.01	0.01	0.01	2.1e-06	0.022	0.00044	0.023	0.00057	0.065	0.01	0.023	0.83	11	0.16
215	0.039	0.039	0.039	0	4.7e-05	0.0012	4.9e-05	0.00056	0.21	0.039	4.9e-05	0.64	11	0.16
216	0.14	0.14	0.14	0.0014	2.2e-06	0.024	2.3e-06	0.12	0.2	0.14	2.3e-06	0.11	8	0.12
217	0.0024	0.0024	0.0024	0.25	0	0.0074	0	0.74	0.00024	0.0024	0	0	7	0.071
218	0.017	0.017	0.017	0.069	0	0.023	0	0.84	0.0029	0.017	0	2e-05	7	0.071
219	0.0072	0.0072	0.0072	0	0.0016	0.00012	0.0016	3.2e-05	0.073	0.0072	0.0016	0.89	11	0.16
220	0.0013	0.0013	0.0013	0	0.00078	5.9e-06	0.00082	0	0.034	0.0013	0.00082	0.96	11	0.16
221	0.011	0.011	0.011	0	0.0049	0.00035	0.0051	0.00024	0.081	0.011	0.0051	0.86	11	0.16
222	0.00011	0.00011	0.00011	0	0.078	0	0.081	0	0.0049	0.00011	0.081	0.75	11	0.16
223	0	0	0	0	0.31	0	0.32	0	1.5e-06	0	0.32	0.055	6	0.24
224	0.0073	0.0073	0.0073	0	0.025	0.00026	0.026	0.00025	0.055	0.0073	0.026	0.84	11	0.16
225	0.0088	0.0088	0.0088	5.7e-06	0.05	0.00045	0.052	0.00083	0.053	0.0088	0.052	0.76	11	0.16
226	0.046	0.046	0.046	0.00033	0.0043	0.0048	0.0045	0.019	0.15	0.046	0.0045	0.63	11	0.16
227	0.069	0.069	0.069	0	0	0.00062	0	1.8e-05	0.46	0.069	0	0.26	8	0.12
228	0.13	0.13	0.13	1.6e-05	0	0.0099	0	0.012	0.29	0.13	0	0.18	8	0.12
229	0.047	0.047	0.047	0.033	0	0.037	0	0.73	0.015	0.047	0	0.00036	7	0.071
230	0.11	0.11	0.11	0.0028	5.8e-05	0.02	6e-05	0.12	0.19	0.11	6e-05	0.22	11	0.16
231	0.1	0.1	0.1	0.001	8.5e-05	0.015	8.9e-05	0.069	0.21	0.1	8.9e-05	0.29	11	0.16
232	0.086	0.086	0.086	0.011	0.00067	0.018	0.0007	0.19	0.15	0.086	0.0007	0.28	11	0.16
233	0.13	0.13	0.13	0.0027	0	0.052	0	0.34	0.064	0.13	0	0.0019	7	0.071
234	0.046	0.046	0.046	5.4e-05	0.0012	0.0036	0.0013	0.0082	0.16	0.046	0.0013	0.64	11	0.16
