SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0
46	0.071	0.0042	0.0025	0.071	0.071	0.51	0.055	0.15	0.0014	0.069	5	0.16
47	1.7e-06	0.51	0.3	1.7e-06	1.7e-06	0.19	0	0.0002	0	1.7e-06	1	0.24
48	0.00042	0.026	0.015	0.00042	0.00042	0.95	0	0.012	0	0.00041	5	0.16
49	0.061	0.019	0.011	0.061	0.061	0.51	0.098	0.12	0.0061	0.059	5	0.16
50	0.13	8.1e-06	4.8e-06	0.13	0.13	0.08	0.27	0.13	0.0081	0.12	6	0.071
51	0.03	0.014	0.0083	0.03	0.03	0.75	0.0051	0.1	3.9e-05	0.029	5	0.16
52	0.00037	0.0063	0.0037	0.00037	0.00037	0.98	0	0.013	0	0.00036	5	0.16
53	0.16	0	0	0.16	0.16	0.1	0.018	0.25	1.9e-05	0.16	7	0.12
54	0.0017	0.0097	0.0058	0.0017	0.0017	0.95	1.1e-06	0.027	0	0.0016	5	0.16
55	0.16	0	0	0.16	0.16	0.022	0.2	0.12	0.0017	0.16	6	0.071
56	0.0016	0.0087	0.0052	0.0016	0.0016	0.95	0	0.026	0	0.0015	5	0.16
57	0.12	8.2e-05	4.8e-05	0.12	0.12	0.29	0.049	0.2	0.00042	0.11	5	0.16
58	0.055	0.014	0.0082	0.055	0.055	0.59	0.043	0.13	0.0013	0.053	5	0.16
59	0.13	3.9e-06	2.3e-06	0.13	0.13	0.065	0.28	0.12	0.0077	0.13	6	0.071
60	0.056	0.018	0.011	0.056	0.056	0.56	0.061	0.12	0.0026	0.055	5	0.16
61	0.036	0	0	0.036	0.036	0.0008	0.77	0.012	0.077	0.035	6	0.071
62	6.6e-05	0.0044	0.0026	6.6e-05	6.6e-05	0.99	0	0.0054	0	6.4e-05	5	0.16
63	0.013	0.002	0.0012	0.013	0.013	0.86	0.0001	0.087	0	0.013	5	0.16
64	0.16	0	0	0.16	0.16	0.026	0.22	0.12	0.0025	0.15	6	0.071
65	0.00018	0.1	0.059	0.00018	0.00018	0.83	0	0.0061	0	0.00017	5	0.16
66	0.054	0.00012	6.9e-05	0.054	0.054	0.59	0.0016	0.2	1.3e-06	0.052	5	0.16
67	0.19	0	0	0.19	0.19	0.013	0.0047	0.22	0	0.19	7	0.12
68	0.00051	0.011	0.0063	0.00051	0.00051	0.97	0	0.015	0	0.0005	5	0.16
69	3e-05	0.28	0.16	3e-05	3e-05	0.56	0	0.0017	0	2.9e-05	5	0.16
70	0.11	0	0	0.11	0.11	0.13	2.6e-05	0.45	0	0.1	7	0.12
71	0.00044	0.11	0.064	0.00044	0.00044	0.82	0	0.0097	0	0.00043	5	0.16
72	0.0012	0.028	0.016	0.0012	0.0012	0.93	0	0.02	0	0.0012	5	0.16
73	0.022	0	0	0.022	0.022	0.00011	0.82	0.0046	0.085	0.021	6	0.071
74	0.083	1.5e-06	0	0.083	0.083	0.022	0.55	0.058	0.04	0.081	6	0.071
75	0.021	0	0	0.021	0.021	0.0017	0.71	0.0088	0.2	0.021	6	0.071
76	0.0026	0	0	0.0026	0.0026	0	0.76	0.0002	0.23	0.0025	6	0.071
77	0.037	0	0	0.037	0.037	0.00068	0.77	0.011	0.071	0.036	6	0.071
78	0.11	0	0	0.11	0.11	0.011	0.49	0.063	0.016	0.1	6	0.071
79	0.04	0.0075	0.0045	0.04	0.04	0.69	0.0087	0.12	7.6e-05	0.039	5	0.16
80	0.0074	0.0005	0.0003	0.0074	0.0074	0.89	8.4e-06	0.076	0	0.0072	5	0.16
81	0.16	0	0	0.16	0.16	0.0027	0.31	0.068	0.002	0.15	6	0.071
82	0.014	0.055	0.032	0.014	0.014	2.8e-05	0.78	0.002	0.074	0.013	6	0.071
83	0.00042	0.021	0.012	0.00042	0.00042	0.96	0	0.0096	0	0.00041	5	0.16
84	0.11	0.04	0.024	0.11	0.11	0.011	0.4	0.062	0.0081	0.11	6	0.071
85	0.064	0.047	0.028	0.064	0.064	0.012	0.58	0.036	0.045	0.062	6	0.071
86	0.06	0.004	0.0024	0.06	0.06	0.59	0.024	0.14	0.00028	0.059	5	0.16
87	0.12	0.00071	0.00042	0.12	0.12	0.23	0.0031	0.28	0	0.12	7	0.12
88	0.16	0	0	0.16	0.16	0.079	0.076	0.19	0.00037	0.16	7	0.12
89	0.17	0	0	0.17	0.17	0.072	0.0086	0.26	3.5e-06	0.16	7	0.12
90	0.13	4.9e-06	2.9e-06	0.13	0.13	0.071	0.27	0.13	0.0071	0.13	6	0.071
91	0.0084	0	0	0.0084	0.0084	6e-06	0.85	0.00098	0.12	0.0082	6	0.071
92	0.031	0.0086	0.0051	0.031	0.031	0.75	0.0041	0.11	2.3e-05	0.031	5	0.16
93	0.00027	0.36	0.21	0.00027	0.00027	0.43	0	0.0046	0	0.00026	5	0.16
94	0.044	3.5e-05	2.1e-05	0.044	0.044	0.62	0.00035	0.2	0	0.042	5	0.16
95	0.018	0.003	0.0018	0.018	0.018	0.82	0.00039	0.099	0	0.018	5	0.16
96	0.099	8.1e-05	4.8e-05	0.099	0.099	0.37	0.019	0.22	7.5e-05	0.097	5	0.16
97	0.18	0	0	0.18	0.18	0.041	0.076	0.18	0.00025	0.17	0	0.11
98	0.005	0.035	0.021	0.005	0.005	0.89	8.8e-05	0.038	0	0.0049	5	0.16
99	0.043	0.0039	0.0023	0.043	0.043	0.68	0.0084	0.13	6.5e-05	0.042	5	0.16
100	0.032	0.032	0.019	0.032	0.032	0.71	0.012	0.097	0.00021	0.031	5	0.16
101	0.14	1.3e-06	0	0.14	0.14	0.051	0.27	0.12	0.006	0.13	6	0.071
102	0.19	0	0	0.19	0.19	0.032	0.047	0.19	7.7e-05	0.18	7	0.12
103	0.087	3e-05	1.8e-05	0.087	0.087	0.41	0.0052	0.24	6.4e-06	0.085	5	0.16
104	0.00089	0.034	0.02	0.00089	0.00089	0.93	0	0.017	0	0.00087	5	0.16
105	0.037	0.0021	0.0012	0.037	0.037	0.71	0.0028	0.14	7.9e-06	0.036	5	0.16
106	0.0021	0.0037	0.0022	0.0021	0.0021	0.95	1e-06	0.034	0	0.0021	5	0.16
107	0.055	0.00011	6.6e-05	0.055	0.055	0.58	0.0017	0.2	1.4e-06	0.053	5	0.16
108	0.18	0	0	0.18	0.18	0.0021	0.22	0.075	0.00074	0.17	6	0.071
109	0.016	0.0021	0.0013	0.016	0.016	0.84	0.00019	0.095	0	0.015	5	0.16
110	0.15	3.6e-06	2.1e-06	0.15	0.15	0.14	0.057	0.21	0.0003	0.14	7	0.12
111	0.16	0	0	0.16	0.16	0.01	0.27	0.096	0.0025	0.15	6	0.071
112	0.045	0	0	0.045	0.045	0.0005	0.76	0.013	0.044	0.044	6	0.071
113	0.059	0	0	0.059	0.059	0.00056	0.72	0.017	0.027	0.057	6	0.071
114	0.0085	0.02	0.012	0.0085	0.0085	0.88	0.00016	0.057	0	0.0083	5	0.16
115	0.15	1.2e-06	0	0.15	0.15	0.067	0.17	0.15	0.0022	0.15	6	0.071
116	0.028	0	0	0.028	0.028	6.7e-05	0.83	0.0052	0.049	0.027	6	0.071
117	0.12	0	0	0.12	0.12	0.014	0.42	0.076	0.011	0.12	6	0.071
118	0.069	0.0027	0.0016	0.069	0.069	0.53	0.033	0.16	0.00052	0.067	5	0.16
119	0.093	0	0	0.093	0.093	0.02	0.52	0.063	0.029	0.09	6	0.071
120	0.025	0	0	0.025	0.025	0.00024	0.8	0.0063	0.091	0.024	6	0.071
121	0.093	4.3e-06	2.6e-06	0.093	0.093	0.35	0.0024	0.27	1.1e-06	0.091	5	0.16
122	0.0097	8.7e-05	5.2e-05	0.0097	0.0097	0.86	5.8e-06	0.1	0	0.0094	5	0.16
123	0.084	0.0013	0.00076	0.084	0.084	0.44	0.052	0.17	0.0009	0.082	5	0.16
124	0.2	0	0	0.2	0.2	0.0056	0.0017	0.21	0	0.19	7	0.12
125	0.062	2.2e-06	1.3e-06	0.062	0.062	0.017	0.62	0.041	0.073	0.061	6	0.071
126	0.028	0	0	0.028	0.028	3.8e-06	0.87	0.0026	0.017	0.027	6	0.071
127	0.0092	4.1e-05	2.4e-05	0.0092	0.0092	0.86	3e-06	0.11	0	0.0089	5	0.16
128	0.00041	0	0	0.00041	0.00041	0	0.7	9.8e-06	0.3	0.0004	6	0.071
129	0.12	5.6e-05	3.3e-05	0.12	0.12	0.16	0.19	0.15	0.0053	0.12	6	0.071
130	0.17	0	0	0.17	0.17	0.02	0.17	0.13	0.0011	0.17	6	0.071
131	0.018	0	0	0.018	0.018	8.7e-05	0.82	0.0038	0.1	0.018	6	0.071
132	0.017	0	0	0.017	0.017	5.3e-05	0.83	0.003	0.098	0.016	6	0.071
133	0.00015	0	0	0.00015	0.00015	0	0.57	2.6e-06	0.43	0.00015	6	0.071
134	0.078	0.0014	0.00083	0.078	0.078	0.48	0.038	0.17	0.00054	0.076	5	0.16
135	0.0005	0.016	0.0098	0.0005	0.0005	0.96	0	0.014	0	0.00049	5	0.16
136	0.00045	0.048	0.029	0.00045	0.00045	0.91	0	0.011	0	0.00044	5	0.16
137	0.0047	0	0	0.0047	0.0047	1.6e-05	0.7	0.00075	0.28	0.0046	6	0.071
138	0.11	2.7e-06	1.6e-06	0.11	0.11	0.28	0.0051	0.27	3.5e-06	0.11	5	0.16
139	0.095	0.00055	0.00033	0.095	0.095	0.19	0.3	0.12	0.021	0.092	6	0.071
140	0.13	6.3e-06	3.7e-06	0.13	0.13	0.23	0.019	0.24	4.3e-05	0.12	7	0.12
141	0.099	0.00029	0.00017	0.099	0.099	0.16	0.31	0.12	0.02	0.096	6	0.071
142	0.078	0	0	0.078	0.078	0.37	0.00028	0.32	0	0.076	5	0.16
143	0.097	0	0	0.097	0.097	0.26	0.00028	0.36	0	0.095	7	0.12
144	0.069	0.0066	0.0039	0.069	0.069	0.5	0.07	0.14	0.0024	0.068	5	0.16
145	0.11	7.7e-06	4.6e-06	0.11	0.11	0.28	0.01	0.25	1.6e-05	0.11	5	0.16
146	0.051	0.0023	0.0014	0.051	0.051	0.63	0.0089	0.15	5.4e-05	0.05	5	0.16
147	0.1	5.5e-06	3.3e-06	0.1	0.1	0.047	0.43	0.089	0.023	0.1	6	0.071
148	0.034	0	0	0.034	0.034	0.0018	0.74	0.014	0.11	0.033	6	0.071
149	0.0026	0.014	0.0082	0.0026	0.0026	0.94	4.5e-06	0.032	0	0.0025	5	0.16
150	0.017	0.0075	0.0045	0.017	0.017	0.83	0.00062	0.088	1.1e-06	0.017	5	0.16
151	0.0038	0	0	0.0038	0.0038	0	0.88	0.0002	0.1	0.0037	6	0.071
152	0.0024	3.5e-06	2.1e-06	0.0024	0.0024	0.92	0	0.07	0	0.0024	5	0.16
153	0.15	0	0	0.15	0.15	0.12	0.0069	0.28	3.1e-06	0.15	7	0.12
154	0.077	0.0053	0.0032	0.077	0.077	0.42	0.13	0.13	0.0066	0.075	5	0.16
155	0.027	0.02	0.012	0.027	0.027	0.76	0.0049	0.096	4.3e-05	0.027	5	0.16
156	0.062	0.00015	8.8e-05	0.062	0.062	0.55	0.0033	0.2	4.6e-06	0.061	5	0.16
157	0.075	0.005	0.0029	0.075	0.075	0.47	0.083	0.14	0.003	0.073	5	0.16
158	0.0044	0.00033	0.0002	0.0044	0.0044	0.92	1.5e-06	0.061	0	0.0043	5	0.16
159	0.04	0.017	0.01	0.04	0.04	0.68	0.035	0.092	0.0012	0.039	5	0.16
160	0.13	0.016	0.0093	0.13	0.13	0.17	0.14	0.15	0.0023	0.12	5	0.16
161	0	0.61	0.36	0	0	0.025	0	3.2e-06	0	0	1	0.24
162	0.026	0.062	0.037	0.026	0.026	2.1e-05	0.77	0.0037	0.029	0.025	6	0.071
163	0.014	0.042	0.025	0.014	0.014	0.00061	0.68	0.0044	0.19	0.014	6	0.071
164	0.015	0.078	0.046	0.015	0.015	0	0.81	0.00048	0.0054	0.015	6	0.071
165	0.052	1.1e-06	0	0.052	0.052	0.36	0	0.43	0	0.05	7	0.12
166	5.4e-06	4e-05	2.4e-05	5.4e-06	5.4e-06	1	0.00079	0	0.00071	5.2e-06	5	0.16
167	0.005	0.0012	0.00072	0.005	0.005	0.93	1.3e-05	0.046	0	0.0048	5	0.16
168	0	0	0	0	0	1	0	0	0	0	5	0.16
169	0.092	0.0052	0.0031	0.092	0.092	0.42	0.04	0.17	0.00038	0.09	5	0.16
170	0.097	0.026	0.016	0.097	0.097	0.16	0.29	0.11	0.015	0.095	6	0.071
171	0.095	1.2e-06	0	0.095	0.095	0.32	0.0013	0.3	0	0.093	5	0.16
172	0.058	4.9e-05	2.9e-05	0.058	0.058	0.55	0.0012	0.21	0	0.056	5	0.16
173	1.1e-05	0.00016	9.4e-05	1.1e-05	1.1e-05	1	0	0.0029	0	1e-05	5	0.16
174	0.0072	0.053	0.032	0.0072	0.0072	0.84	0.00022	0.046	0	0.007	5	0.16
175	0.00093	0.022	0.013	0.00093	0.00093	0.94	0	0.018	0	0.0009	5	0.16
176	0.053	0.00029	0.00017	0.053	0.053	0.6	0.0028	0.18	4.2e-06	0.052	5	0.16
177	0.11	0.00022	0.00013	0.11	0.11	0.24	0.15	0.16	0.004	0.11	5	0.16
178	0.0028	0.089	0.053	0.0028	0.0028	0.82	2.6e-05	0.026	0	0.0027	5	0.16
179	0.014	0.0038	0.0023	0.014	0.014	0.85	0.00022	0.086	0	0.014	5	0.16
180	0.0015	0.19	0.12	0.0015	0.0015	0.67	2.1e-05	0.014	0	0.0014	5	0.16
181	0.014	0.041	0.024	0.014	0.014	0.81	0.0012	0.066	5.8e-06	0.014	5	0.16
182	0.0056	0.15	0.086	0.0056	0.0056	0.71	0.00033	0.033	1.5e-06	0.0055	5	0.16
183	0.12	4.6e-05	2.7e-05	0.12	0.12	0.28	0.04	0.21	0.00026	0.12	5	0.16
184	0.064	0.0023	0.0014	0.064	0.064	0.57	0.021	0.16	0.00022	0.062	5	0.16
185	1.2e-06	0.057	0.034	1.2e-06	1.2e-06	0.91	0	0.00048	0	1.1e-06	5	0.16
186	0.12	1.3e-06	0	0.12	0.12	0.035	0.4	0.092	0.015	0.11	6	0.071
187	0.021	0.00012	6.9e-05	0.021	0.021	0.78	6.9e-05	0.14	0	0.02	5	0.16
188	0.055	0.00026	0.00016	0.055	0.055	0.59	0.003	0.19	4.6e-06	0.054	5	0.16
189	0.16	0	0	0.16	0.16	0.11	0.037	0.22	9.9e-05	0.15	7	0.12
190	0.15	4.5e-06	2.7e-06	0.15	0.15	0.11	0.12	0.18	0.0013	0.14	7	0.12
191	0.062	6.3e-06	3.8e-06	0.062	0.062	0.5	0.00048	0.26	0	0.061	5	0.16
192	0.046	0.036	0.022	0.046	0.046	0.61	0.047	0.1	0.0022	0.044	5	0.16
193	0.00052	0.066	0.039	0.00052	0.00052	0.88	0	0.012	0	0.00051	5	0.16
194	0.19	0	0	0.19	0.19	0.021	0.016	0.2	6.1e-06	0.19	7	0.12
195	0.097	0.00087	0.00052	0.097	0.097	0.35	0.1	0.16	0.0027	0.094	5	0.16
196	0.095	0.0011	0.00066	0.095	0.095	0.35	0.11	0.16	0.0035	0.092	5	0.16
197	0.086	0.0019	0.0011	0.086	0.086	0.41	0.086	0.16	0.0025	0.084	5	0.16
198	0.075	1.1e-05	6.3e-06	0.075	0.075	0.45	0.0014	0.25	0	0.073	5	0.16
199	0.00011	0.12	0.069	0.00011	0.00011	0.81	0	0.0047	0	0.00011	5	0.16
200	0.17	0	0	0.17	0.17	0.047	0.077	0.18	0.00028	0.17	7	0.12
201	0.18	0.0091	0.0054	0.18	0.18	0.033	0.058	0.16	0.00011	0.18	0	0.11
202	0.042	0.053	0.031	0.042	0.042	0.0018	0.68	0.015	0.054	0.041	6	0.071
203	0.067	0.013	0.0075	0.067	0.067	0.49	0.1	0.12	0.0047	0.066	5	0.16
204	0.0023	0.046	0.027	0.0023	0.0023	0	0.79	0.00011	0.13	0.0023	6	0.071
205	0.037	0.023	0.014	0.037	0.037	0.69	0.035	0.086	0.0014	0.036	5	0.16
206	0.00023	0.015	0.0089	0.00023	0.00023	0.97	0	0.0072	0	0.00022	5	0.16
207	0.0015	0.038	0.023	0.0015	0.0015	0	0.72	7.9e-05	0.21	0.0015	6	0.071
208	0.0024	0.038	0.022	0.0024	0.0024	0	0.7	0.0002	0.23	0.0023	6	0.071
209	0.0069	0.047	0.028	0.0069	0.0069	1.2e-05	0.76	0.00088	0.14	0.0067	6	0.071
210	0.071	0.006	0.0036	0.071	0.071	0.53	0.045	0.14	0.00079	0.069	5	0.16
211	0.038	0.078	0.046	0.038	0.038	0	0.72	0.0021	0.0032	0.037	6	0.071
212	0.045	0	0	0.045	0.045	0.0019	0.73	0.018	0.071	0.043	6	0.071
213	0.17	0	0	0.17	0.17	0.05	0.0042	0.27	0	0.17	7	0.12
214	0.011	0.042	0.025	0.011	0.011	0.83	0.00059	0.059	2e-06	0.011	5	0.16
215	0.042	9.1e-05	5.4e-05	0.042	0.042	0.64	0.00058	0.19	0	0.041	5	0.16
216	0.15	4.2e-06	2.5e-06	0.15	0.15	0.11	0.12	0.18	0.0013	0.14	7	0.12
217	0.0026	0	0	0.0026	0.0026	0	0.76	0.00021	0.23	0.0026	6	0.071
218	0.018	0	0	0.018	0.018	2e-05	0.86	0.0026	0.064	0.017	6	0.071
219	0.0078	0.003	0.0018	0.0078	0.0078	0.9	3.3e-05	0.066	0	0.0076	5	0.16
220	0.0015	0.0015	0.00089	0.0015	0.0015	0.96	0	0.03	0	0.0014	5	0.16
221	0.012	0.0095	0.0056	0.012	0.012	0.86	0.00025	0.073	0	0.012	5	0.16
222	0.00011	0.15	0.089	0.00011	0.00011	0.76	0	0.0044	0	0.00011	5	0.16
223	0	0.59	0.35	0	0	0.056	0	1.4e-06	0	0	1	0.24
224	0.0079	0.047	0.028	0.0079	0.0079	0.84	0.00025	0.049	0	0.0077	5	0.16
225	0.0095	0.097	0.058	0.0095	0.0095	0.76	0.00086	0.047	5.4e-06	0.0092	5	0.16
226	0.05	0.0083	0.0049	0.05	0.05	0.64	0.02	0.13	0.00031	0.049	5	0.16
227	0.077	0	0	0.077	0.077	0.27	1.9e-05	0.43	0	0.075	7	0.12
228	0.14	1e-06	0	0.14	0.14	0.18	0.013	0.26	1.5e-05	0.13	7	0.12
229	0.051	0	0	0.051	0.051	0.00036	0.75	0.014	0.031	0.05	6	0.071
230	0.12	0.00011	6.6e-05	0.12	0.12	0.22	0.13	0.17	0.0027	0.12	5	0.16
231	0.11	0.00016	9.7e-05	0.11	0.11	0.29	0.071	0.19	0.00097	0.11	5	0.16
232	0.094	0.0013	0.00077	0.094	0.094	0.29	0.19	0.14	0.01	0.091	5	0.16
233	0.15	0	0	0.15	0.15	0.0019	0.36	0.058	0.0025	0.14	6	0.071
234	0.05	0.0024	0.0014	0.05	0.05	0.64	0.0085	0.15	5.1e-05	0.049	5	0.16
235	0.14	0	0	0.14	0.14	0.12	0.0018	0.32	0	0.14	7	0.12
236	0.0078	0	0	0.0078	0.0078	9.9e-06	0.82	0.001	0.15	0.0076	6	0.071
237	0.076	0.0034	0.002	0.076	0.076	0.48	0.063	0.15	0.0017	0.074	5	0.16
238	0.028	0.059	0.035	0.028	0.028	9.2e-05	0.75	0.0052	0.038	0.027	6	0.071
239	0.0023	0.049	0.029	0.0023	0.0023	0	0.81	9.6e-05	0.1	0.0023	6	0.071
240	0.072	0.05	0.03	0.072	0.072	0.0045	0.57	0.031	0.025	0.07	6	0.071
241	0.0025	0.036	0.021	0.0025	0.0025	0	0.68	0.00024	0.26	0.0024	6	0.071
242	0.00019	0.03	0.018	0.00019	0.00019	0	0.67	2.6e-06	0.28	0.00019	6	0.071
243	0.0082	0.069	0.041	0.0082	0.0082	0	0.84	0.00028	0.016	0.0079	6	0.071
244	0.083	0.022	0.013	0.083	0.083	0.27	0.24	0.11	0.017	0.08	5	0.16
245	4e-05	0.014	0.0085	4e-05	4e-05	0	0.4	0	0.58	3.9e-05	8	0.053
246	0.041	0.06	0.036	0.041	0.041	0.00017	0.71	0.0084	0.024	0.04	6	0.071
247	0.01	0.049	0.029	0.01	0.01	3.3e-05	0.76	0.0016	0.12	0.01	6	0.071
248	0.019	0.062	0.037	0.019	0.019	1.1e-05	0.79	0.0022	0.032	0.019	6	0.071
249	0.011	0.042	0.025	0.011	0.011	0.00028	0.69	0.003	0.2	0.011	6	0.071
250	0.059	0.061	0.036	0.059	0.059	0.00016	0.65	0.012	0.011	0.057	6	0.071
251	0.0022	0.043	0.025	0.0022	0.0022	0	0.76	0.00012	0.16	0.0021	6	0.071
252	0.031	0.048	0.028	0.031	0.031	0.0029	0.68	0.013	0.11	0.03	6	0.071
253	0.0054	0.045	0.027	0.0054	0.0054	6.6e-06	0.75	0.00062	0.16	0.0053	6	0.071
254	0.036	0.0048	0.0029	0.036	0.036	0.74	0.0091	0.1	8.5e-05	0.035	5	0.16
255	0.099	0.013	0.008	0.099	0.099	0.31	0.13	0.14	0.0035	0.097	5	0.16
256	0.11	0.035	0.021	0.11	0.11	0.045	0.38	0.082	0.014	0.1	6	0.071
257	0.03	0.028	0.017	0.03	0.03	0.74	0.021	0.077	0.00064	0.029	5	0.16
258	0.057	0.05	0.03	0.057	0.057	0.0053	0.62	0.026	0.044	0.055	6	0.071
259	0.17	0.013	0.0075	0.17	0.17	0.042	0.091	0.16	0.00033	0.17	0	0.11
260	0.036	0.05	0.03	0.036	0.036	0.0022	0.68	0.014	0.077	0.035	6	0.071
261	0.096	0.021	0.012	0.096	0.096	0.24	0.22	0.12	0.01	0.093	5	0.16
262	0.044	0.051	0.03	0.044	0.044	0.0031	0.66	0.018	0.061	0.043	6	0.071
263	0.023	0.05	0.03	0.023	0.023	0.00066	0.72	0.0069	0.1	0.022	6	0.071
264	0.085	0.051	0.03	0.085	0.085	0.0026	0.53	0.032	0.013	0.082	6	0.071
265	0.00091	0.038	0.023	0.00091	0.00091	0	0.74	3e-05	0.2	0.00089	6	0.071
266	0.12	0.036	0.022	0.12	0.12	0.021	0.36	0.077	0.0082	0.12	6	0.071
267	0.00065	0.054	0.032	0.00065	0.00065	0	0.87	5e-06	0.04	0.00063	6	0.071
268	0.015	0.048	0.028	0.015	0.015	0.00022	0.73	0.0036	0.13	0.015	6	0.071
269	0.056	0.05	0.03	0.056	0.056	0.0051	0.62	0.026	0.045	0.055	6	0.071
270	0.062	0.0024	0.0014	0.062	0.062	0.59	0.014	0.15	9e-05	0.06	5	0.16
271	0.0061	0.028	0.016	0.0061	0.0061	0.89	7.8e-05	0.046	0	0.0059	5	0.16
272	0.1	0.00051	0.00031	0.1	0.1	0.25	0.19	0.15	0.0079	0.1	5	0.16
273	0.048	0.023	0.014	0.048	0.048	0.62	0.039	0.11	0.0013	0.047	5	0.16
274	0.15	0	0	0.15	0.15	0.11	0.0076	0.27	3.6e-06	0.15	7	0.12
275	0.2	0	0	0.2	0.2	0.013	0.0084	0.2	1.3e-06	0.19	7	0.12
