SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster	dcf0
21	0.1	0.022	0.003	0.1	0.1	0.0002	0.16	0.1	0.092	0.0002	0.17	0.003	0	0.13	10	0.12
22	0.1	0.022	0.0039	0.1	0.1	0.00023	0.18	0.1	0.09	0.00023	0.16	0.0039	0	0.13	6	0.071
23	0.048	0.04	0.014	0.048	0.048	0	0.73	0.048	9.4e-05	0	0.013	0.014	0	0.00014	6	0.071
24	0.095	0.013	0.00036	0.095	0.095	0.00024	0.051	0.095	0.14	0.00024	0.2	0.00036	0	0.21	13	0.16
25	0.011	0.019	0.052	0.011	0.011	0	0.83	0.011	4e-06	0	0.0015	0.052	0	5.8e-06	6	0.071
26	0.092	0.022	0.0079	0.092	0.092	0.0005	0.24	0.092	0.089	0.0005	0.14	0.0079	0	0.13	6	0.071
27	0.0087	0.00019	0	0.0087	0.0087	0.0034	6.5e-05	0.0087	0.36	0.0034	0.074	0	0	0.52	13	0.16
28	0.0063	5e-05	0	0.0063	0.0063	0.00013	3e-06	0.0063	0.36	0.00013	0.086	0	0	0.53	13	0.16
29	0.074	0.011	0.00076	0.074	0.074	0.0019	0.058	0.074	0.19	0.0019	0.17	0.00076	0	0.27	13	0.16
30	0.066	0.04	0.015	0.066	0.066	0	0.63	0.066	0.00079	0	0.029	0.015	0	0.0011	6	0.071
31	0.0077	0.013	0.099	0.0077	0.0077	0	0.76	0.0077	9.3e-06	0	0.0014	0.099	0	1.3e-05	6	0.071
32	0.14	0.031	0.0015	0.14	0.14	1.3e-06	0.18	0.14	0.028	1.3e-06	0.16	0.0015	0	0.041	6	0.071
33	0.1	0.028	0.0073	0.1	0.1	5.5e-05	0.28	0.1	0.051	5.5e-05	0.13	0.0073	0	0.073	6	0.071
34	0.12	0.017	0.00044	0.12	0.12	4.2e-05	0.071	0.12	0.096	4.2e-05	0.21	0.00044	0	0.14	10	0.12
35	0.14	0.025	0.00059	0.14	0.14	2.3e-06	0.11	0.14	0.042	2.3e-06	0.19	0.00059	0	0.061	10	0.12
36	0.12	0.018	0.00046	0.12	0.12	4e-05	0.073	0.12	0.094	4e-05	0.21	0.00046	0	0.14	10	0.12
37	0.043	0.028	0.043	0.043	0.043	0	0.69	0.043	0.0013	0	0.022	0.043	0	0.0019	6	0.071
38	0.14	0.015	3.1e-05	0.14	0.14	0	0.026	0.14	0.055	0	0.25	3.1e-05	0	0.079	10	0.12
39	0.14	0.044	0.0019	0.14	0.14	0	0.28	0.14	0.0048	0	0.099	0.0019	0	0.007	6	0.071
40	0.12	0.0071	1.4e-06	0.12	0.12	0	0.0048	0.12	0.083	0	0.31	1.4e-06	0	0.12	10	0.12
41	0.0018	3e-05	0	0.0018	0.0018	0.066	9.2e-06	0.0018	0.34	0.066	0.024	0	0	0.49	13	0.16
42	0.019	0.0016	4.4e-05	0.019	0.019	0.054	0.0052	0.019	0.3	0.054	0.077	4.4e-05	0	0.43	13	0.16
43	0.035	0.0031	4.8e-05	0.035	0.035	0.0085	0.0085	0.035	0.29	0.0085	0.13	4.8e-05	0	0.42	13	0.16
44	0.11	0.064	0.0014	0.11	0.11	0	0.44	0.11	0.00011	0	0.032	0.0014	0	0.00016	6	0.071
45	0.047	0.0062	0.00056	0.047	0.047	0.014	0.034	0.047	0.25	0.014	0.13	0.00056	0	0.36	13	0.16
46	0.067	0.0096	0.00076	0.067	0.067	0.0034	0.053	0.067	0.21	0.0034	0.16	0.00076	0	0.3	13	0.16
47	1.6e-06	0	0	1.6e-06	1.6e-06	0.41	0	1.6e-06	0.076	0.41	0.00021	0	0	0.11	5	0.24
48	0.00039	1.5e-06	0	0.00039	0.00039	0.02	0	0.00039	0.39	0.02	0.013	0	0	0.56	13	0.16
49	0.057	0.01	0.0033	0.057	0.057	0.015	0.094	0.057	0.21	0.015	0.13	0.0033	0	0.3	13	0.16
50	0.12	0.031	0.0044	0.12	0.12	6.5e-06	0.26	0.12	0.032	6.5e-06	0.14	0.0044	0	0.047	6	0.071
51	0.028	0.0021	2.1e-05	0.028	0.028	0.011	0.0049	0.028	0.31	0.011	0.11	2.1e-05	0	0.44	13	0.16
52	0.00035	0	0	0.00035	0.00035	0.005	0	0.00035	0.4	0.005	0.014	0	0	0.58	13	0.16
53	0.15	0.014	1e-05	0.15	0.15	0	0.017	0.15	0.041	0	0.27	1e-05	0	0.059	10	0.12
54	0.0016	1.2e-05	0	0.0016	0.0016	0.0078	1e-06	0.0016	0.39	0.0078	0.029	0	0	0.56	13	0.16
55	0.15	0.038	0.00094	0.15	0.15	0	0.19	0.15	0.0089	0	0.13	0.00094	0	0.013	6	0.071
56	0.0015	1.1e-05	0	0.0015	0.0015	0.0069	0	0.0015	0.39	0.0069	0.028	0	0	0.56	13	0.16
57	0.11	0.014	0.00023	0.11	0.11	6.5e-05	0.047	0.11	0.12	6.5e-05	0.22	0.00023	0	0.17	10	0.12
58	0.051	0.0071	0.00071	0.051	0.051	0.011	0.041	0.051	0.24	0.011	0.13	0.00071	0	0.35	13	0.16
59	0.12	0.033	0.0041	0.12	0.12	3.1e-06	0.27	0.12	0.027	3.1e-06	0.13	0.0041	0	0.038	6	0.071
60	0.052	0.0082	0.0014	0.052	0.052	0.015	0.058	0.052	0.23	0.015	0.13	0.0014	0	0.33	13	0.16
61	0.034	0.027	0.042	0.034	0.034	0	0.74	0.034	0.00033	0	0.013	0.042	0	0.00048	6	0.071
62	6.2e-05	0	0	6.2e-05	6.2e-05	0.0035	0	6.2e-05	0.4	0.0035	0.0058	0	0	0.58	13	0.16
63	0.012	0.00028	0	0.012	0.012	0.0016	0.0001	0.012	0.35	0.0016	0.093	0	0	0.51	13	0.16
64	0.15	0.038	0.0013	0.15	0.15	0	0.21	0.15	0.011	0	0.13	0.0013	0	0.015	6	0.071
65	0.00017	0	0	0.00017	0.00017	0.08	0	0.00017	0.34	0.08	0.0066	0	0	0.49	13	0.16
66	0.05	0.0022	0	0.05	0.05	9.3e-05	0.0015	0.05	0.24	9.3e-05	0.21	0	0	0.35	13	0.16
67	0.18	0.013	0	0.18	0.18	0	0.0046	0.18	0.0052	0	0.23	0	0	0.0075	10	0.12
68	0.00048	1.7e-06	0	0.00048	0.00048	0.0085	0	0.00048	0.39	0.0085	0.016	0	0	0.57	13	0.16
69	2.8e-05	0	0	2.8e-05	2.8e-05	0.22	0	2.8e-05	0.23	0.22	0.0018	0	0	0.33	13	0.16
70	0.098	0.00099	0	0.098	0.098	0	2.5e-05	0.098	0.052	0	0.48	0	0	0.075	10	0.12
71	0.00041	2.6e-06	0	0.00041	0.00041	0.087	0	0.00041	0.33	0.087	0.01	0	0	0.48	13	0.16
72	0.0011	9.2e-06	0	0.0011	0.0011	0.022	0	0.0011	0.38	0.022	0.022	0	0	0.55	13	0.16
73	0.02	0.024	0.046	0.02	0.02	0	0.8	0.02	4.4e-05	0	0.0049	0.046	0	6.3e-05	6	0.071
74	0.078	0.033	0.022	0.078	0.078	1.2e-06	0.53	0.078	0.009	1.2e-06	0.062	0.022	0	0.013	6	0.071
75	0.02	0.017	0.11	0.02	0.02	0	0.68	0.02	0.00069	0	0.0094	0.11	0	0.00099	6	0.071
76	0.0024	0.0077	0.13	0.0024	0.0024	0	0.73	0.0024	0	0	0.00022	0.13	0	0	6	0.071
77	0.034	0.028	0.038	0.034	0.034	0	0.74	0.034	0.00028	0	0.012	0.038	0	0.0004	6	0.071
78	0.1	0.041	0.0087	0.1	0.1	0	0.47	0.1	0.0044	0	0.067	0.0087	0	0.0064	6	0.071
79	0.038	0.0032	4.1e-05	0.038	0.038	0.006	0.0083	0.038	0.28	0.006	0.13	4.1e-05	0	0.41	13	0.16
80	0.0069	7.6e-05	0	0.0069	0.0069	0.0004	8.1e-06	0.0069	0.36	0.0004	0.081	0	0	0.53	13	0.16
81	0.14	0.052	0.0011	0.14	0.14	0	0.29	0.14	0.0011	0	0.072	0.0011	0	0.0016	6	0.071
82	0.013	0.02	0.041	0.013	0.013	0.044	0.76	0.013	1.1e-05	0.044	0.0022	0.041	0	1.6e-05	6	0.071
83	0.00039	2.1e-06	0	0.00039	0.00039	0.017	0	0.00039	0.39	0.017	0.01	0	0	0.56	13	0.16
84	0.11	0.042	0.0044	0.11	0.11	0.032	0.38	0.11	0.0043	0.032	0.066	0.0044	0	0.0062	6	0.071
85	0.06	0.03	0.024	0.06	0.06	0.037	0.56	0.06	0.005	0.037	0.039	0.024	0	0.0073	6	0.071
86	0.057	0.0065	0.00015	0.057	0.057	0.0032	0.023	0.057	0.24	0.0032	0.14	0.00015	0	0.35	13	0.16
87	0.12	0.0059	0	0.12	0.12	0.00057	0.003	0.12	0.095	0.00057	0.3	0	0	0.14	10	0.12
88	0.15	0.024	0.0002	0.15	0.15	0	0.073	0.15	0.033	0	0.21	0.0002	0	0.047	10	0.12
89	0.16	0.011	1.9e-06	0.16	0.16	0	0.0083	0.16	0.03	0	0.28	1.9e-06	0	0.043	10	0.12
90	0.12	0.032	0.0038	0.12	0.12	3.9e-06	0.26	0.12	0.029	3.9e-06	0.14	0.0038	0	0.042	6	0.071
91	0.008	0.016	0.065	0.008	0.008	0	0.82	0.008	2.5e-06	0	0.0011	0.065	0	3.6e-06	6	0.071
92	0.029	0.002	1.3e-05	0.029	0.029	0.0069	0.0039	0.029	0.3	0.0069	0.12	1.3e-05	0	0.44	13	0.16
93	0.00025	2.8e-06	0	0.00025	0.00025	0.28	0	0.00025	0.17	0.28	0.0049	0	0	0.25	5	0.24
94	0.041	0.0011	0	0.041	0.041	2.8e-05	0.00034	0.041	0.25	2.8e-05	0.22	0	0	0.37	13	0.16
95	0.017	0.00059	0	0.017	0.017	0.0024	0.00037	0.017	0.34	0.0024	0.11	0	0	0.48	13	0.16
96	0.093	0.0087	4.1e-05	0.093	0.093	6.4e-05	0.018	0.093	0.15	6.4e-05	0.23	4.1e-05	0	0.22	10	0.12
97	0.17	0.027	0.00014	0.17	0.17	0	0.073	0.17	0.017	0	0.19	0.00014	0	0.024	10	0.12
98	0.0047	0.00013	0	0.0047	0.0047	0.028	8.4e-05	0.0047	0.36	0.028	0.041	0	0	0.52	13	0.16
99	0.04	0.0033	3.5e-05	0.04	0.04	0.0031	0.0081	0.04	0.28	0.0031	0.14	3.5e-05	0	0.4	13	0.16
100	0.03	0.003	0.00011	0.03	0.03	0.026	0.011	0.03	0.29	0.026	0.1	0.00011	0	0.42	13	0.16
101	0.13	0.035	0.0032	0.13	0.13	1e-06	0.26	0.13	0.021	1e-06	0.13	0.0032	0	0.03	6	0.071
102	0.17	0.025	4.2e-05	0.17	0.17	0	0.045	0.17	0.013	0	0.2	4.2e-05	0	0.019	10	0.12
103	0.081	0.005	3.5e-06	0.081	0.081	2.4e-05	0.005	0.081	0.17	2.4e-05	0.25	3.5e-06	0	0.24	10	0.12
104	0.00084	5.9e-06	0	0.00084	0.00084	0.027	0	0.00084	0.38	0.027	0.018	0	0	0.55	13	0.16
105	0.035	0.002	4.3e-06	0.035	0.035	0.0016	0.0027	0.035	0.29	0.0016	0.15	4.3e-06	0	0.42	13	0.16
106	0.002	1.4e-05	0	0.002	0.002	0.0029	0	0.002	0.39	0.0029	0.036	0	0	0.56	13	0.16
107	0.051	0.0023	0	0.051	0.051	8.8e-05	0.0016	0.051	0.24	8.8e-05	0.21	0	0	0.34	13	0.16
108	0.16	0.053	0.0004	0.16	0.16	0	0.21	0.16	0.00084	0	0.079	0.0004	0	0.0012	6	0.071
109	0.015	0.0004	0	0.015	0.015	0.0017	0.00018	0.015	0.34	0.0017	0.1	0	0	0.49	13	0.16
110	0.14	0.019	0.00016	0.14	0.14	2.9e-06	0.055	0.14	0.059	2.9e-06	0.23	0.00016	0	0.086	10	0.12
111	0.15	0.044	0.0013	0.15	0.15	0	0.26	0.15	0.0042	0	0.1	0.0013	0	0.0061	6	0.071
112	0.042	0.034	0.024	0.042	0.042	0	0.73	0.042	0.0002	0	0.014	0.024	0	0.00029	6	0.071
113	0.055	0.04	0.015	0.055	0.055	0	0.69	0.055	0.00023	0	0.018	0.015	0	0.00033	6	0.071
114	0.008	0.00024	0	0.008	0.008	0.016	0.00015	0.008	0.36	0.016	0.06	0	0	0.52	13	0.16
115	0.14	0.031	0.0012	0.14	0.14	0	0.17	0.14	0.027	0	0.16	0.0012	0	0.04	6	0.071
116	0.026	0.03	0.027	0.026	0.026	0	0.81	0.026	2.7e-05	0	0.0056	0.027	0	4e-05	6	0.071
117	0.11	0.041	0.0061	0.11	0.11	0	0.4	0.11	0.0059	0	0.081	0.0061	0	0.0085	6	0.071
118	0.065	0.0079	0.00028	0.065	0.065	0.0021	0.032	0.065	0.22	0.0021	0.17	0.00028	0	0.31	13	0.16
119	0.087	0.035	0.016	0.087	0.087	0	0.5	0.087	0.0083	0	0.068	0.016	0	0.012	6	0.071
120	0.023	0.024	0.05	0.023	0.023	0	0.78	0.023	9.8e-05	0	0.0068	0.05	0	0.00014	6	0.071
121	0.087	0.004	0	0.087	0.087	3.4e-06	0.0023	0.087	0.14	3.4e-06	0.29	0	0	0.21	10	0.12
122	0.009	8.2e-05	0	0.009	0.009	7e-05	5.6e-06	0.009	0.35	7e-05	0.11	0	0	0.51	13	0.16
123	0.079	0.011	0.00049	0.079	0.079	0.001	0.05	0.079	0.18	0.001	0.18	0.00049	0	0.26	13	0.16
124	0.19	0.0097	0	0.19	0.19	0	0.0017	0.19	0.0023	0	0.23	0	0	0.0034	10	0.12
125	0.058	0.029	0.039	0.058	0.058	1.7e-06	0.6	0.058	0.0069	1.7e-06	0.044	0.039	0	0.0099	6	0.071
126	0.026	0.04	0.009	0.026	0.026	0	0.83	0.026	1.6e-06	0	0.0028	0.009	0	2.2e-06	6	0.071
127	0.0086	6.3e-05	0	0.0086	0.0086	3.2e-05	2.9e-06	0.0086	0.35	3.2e-05	0.11	0	0	0.5	13	0.16
128	0.00039	0.0034	0.16	0.00039	0.00039	0	0.67	0.00039	0	0	1.1e-05	0.16	0	0	6	0.071
129	0.12	0.025	0.0029	0.12	0.12	4.5e-05	0.18	0.12	0.064	4.5e-05	0.16	0.0029	0	0.092	6	0.071
130	0.16	0.038	0.00061	0.16	0.16	0	0.17	0.16	0.0081	0	0.14	0.00061	0	0.012	6	0.071
131	0.017	0.021	0.054	0.017	0.017	0	0.8	0.017	3.6e-05	0	0.0041	0.054	0	5.2e-05	6	0.071
132	0.016	0.021	0.053	0.016	0.016	0	0.81	0.016	2.2e-05	0	0.0033	0.053	0	3.1e-05	6	0.071
133	0.00014	0.0017	0.23	0.00014	0.00014	0	0.54	0.00014	0	0	2.7e-06	0.23	0	0	6	0.071
134	0.073	0.0091	0.00029	0.073	0.073	0.0011	0.036	0.073	0.2	0.0011	0.18	0.00029	0	0.28	13	0.16
135	0.00047	1.8e-06	0	0.00047	0.00047	0.013	0	0.00047	0.39	0.013	0.015	0	0	0.57	13	0.16
136	0.00042	2e-06	0	0.00042	0.00042	0.039	0	0.00042	0.37	0.039	0.012	0	0	0.54	13	0.16
137	0.0044	0.0085	0.15	0.0044	0.0044	0	0.67	0.0044	6.5e-06	0	0.0008	0.15	0	9.4e-06	6	0.071
138	0.11	0.0062	1.9e-06	0.11	0.11	2.1e-06	0.0049	0.11	0.11	2.1e-06	0.29	1.9e-06	0	0.16	10	0.12
139	0.089	0.024	0.012	0.089	0.089	0.00044	0.28	0.089	0.076	0.00044	0.13	0.012	0	0.11	6	0.071
140	0.12	0.011	2.3e-05	0.12	0.12	5e-06	0.018	0.12	0.095	5e-06	0.26	2.3e-05	0	0.14	10	0.12
141	0.093	0.025	0.011	0.093	0.093	0.00023	0.29	0.093	0.066	0.00023	0.13	0.011	0	0.095	6	0.071
142	0.073	0.0017	0	0.073	0.073	0	0.00026	0.073	0.15	0	0.34	0	0	0.22	10	0.12
143	0.091	0.002	0	0.091	0.091	0	0.00027	0.091	0.1	0	0.38	0	0	0.15	10	0.12
144	0.065	0.01	0.0013	0.065	0.065	0.0052	0.068	0.065	0.2	0.0052	0.15	0.0013	0	0.3	13	0.16
145	0.11	0.0081	8.7e-06	0.11	0.11	6.2e-06	0.01	0.11	0.12	6.2e-06	0.27	8.7e-06	0	0.17	10	0.12
146	0.048	0.0039	2.9e-05	0.048	0.048	0.0018	0.0085	0.048	0.26	0.0018	0.16	2.9e-05	0	0.37	13	0.16
147	0.098	0.033	0.012	0.098	0.098	4.4e-06	0.41	0.098	0.019	4.4e-06	0.095	0.012	0	0.028	6	0.071
148	0.032	0.024	0.058	0.032	0.032	0	0.72	0.032	0.00072	0	0.015	0.058	0	0.001	6	0.071
149	0.0024	2.8e-05	0	0.0024	0.0024	0.011	4.3e-06	0.0024	0.38	0.011	0.035	0	0	0.55	13	0.16
150	0.016	0.00066	0	0.016	0.016	0.006	0.0006	0.016	0.34	0.006	0.094	0	0	0.49	13	0.16
151	0.0037	0.013	0.055	0.0037	0.0037	0	0.86	0.0037	0	0	0.00022	0.055	0	0	6	0.071
152	0.0023	3.5e-06	0	0.0023	0.0023	2.8e-06	0	0.0023	0.37	2.8e-06	0.074	0	0	0.54	13	0.16
153	0.14	0.0094	1.7e-06	0.14	0.14	0	0.0066	0.14	0.049	0	0.3	1.7e-06	0	0.071	10	0.12
154	0.072	0.014	0.0036	0.072	0.072	0.0043	0.12	0.072	0.17	0.0043	0.14	0.0036	0	0.25	13	0.16
155	0.026	0.0019	2.3e-05	0.026	0.026	0.016	0.0047	0.026	0.31	0.016	0.1	2.3e-05	0	0.45	13	0.16
156	0.058	0.0032	2.5e-06	0.058	0.058	0.00012	0.0032	0.058	0.22	0.00012	0.21	2.5e-06	0	0.32	13	0.16
157	0.07	0.012	0.0016	0.07	0.07	0.004	0.08	0.07	0.19	0.004	0.15	0.0016	0	0.28	13	0.16
158	0.0041	2.8e-05	0	0.0041	0.0041	0.00026	1.4e-06	0.0041	0.38	0.00026	0.066	0	0	0.54	13	0.16
159	0.038	0.0055	0.00067	0.038	0.038	0.014	0.034	0.038	0.28	0.014	0.098	0.00067	0	0.4	13	0.16
160	0.12	0.024	0.0012	0.12	0.12	0.013	0.13	0.12	0.069	0.013	0.16	0.0012	0	0.1	10	0.12
161	0	0	0	0	0	0.49	0	0	0.01	0.49	3.4e-06	0	0	0.015	5	0.24
162	0.024	0.031	0.016	0.024	0.024	0.05	0.74	0.024	8.7e-06	0.05	0.0039	0.016	0	1.3e-05	6	0.071
163	0.013	0.014	0.1	0.013	0.013	0.034	0.66	0.013	0.00025	0.034	0.0047	0.1	0	0.00036	6	0.071
164	0.014	0.039	0.0029	0.014	0.014	0.062	0.77	0.014	0	0.062	0.00051	0.0029	0	0	6	0.071
165	0.048	0.00019	0	0.048	0.048	0	0	0.048	0.15	0	0.45	0	0	0.21	10	0.12
166	5e-06	8e-06	0.00038	5e-06	5e-06	3.2e-05	0.00076	5e-06	0.41	3.2e-05	0	0.00038	0	0.59	13	0.16
167	0.0046	6.8e-05	0	0.0046	0.0046	0.00096	1.2e-05	0.0046	0.38	0.00096	0.049	0	0	0.55	13	0.16
168	0	0	0	0	0	0	0	0	0.41	0	0	0	0	0.59	13	0.16
169	0.086	0.011	0.0002	0.086	0.086	0.0041	0.038	0.086	0.17	0.0041	0.18	0.0002	0	0.25	13	0.16
170	0.091	0.025	0.0084	0.091	0.091	0.021	0.28	0.091	0.066	0.021	0.11	0.0084	0	0.096	6	0.071
171	0.089	0.0033	0	0.089	0.089	0	0.0012	0.089	0.13	0	0.32	0	0	0.19	10	0.12
172	0.054	0.0021	0	0.054	0.054	3.9e-05	0.0012	0.054	0.23	3.9e-05	0.23	0	0	0.33	13	0.16
173	9.9e-06	0	0	9.9e-06	9.9e-06	0.00013	0	9.9e-06	0.41	0.00013	0.0031	0	0	0.59	13	0.16
174	0.0068	0.00024	0	0.0068	0.0068	0.043	0.00021	0.0068	0.34	0.043	0.049	0	0	0.5	13	0.16
175	0.00087	5.6e-06	0	0.00087	0.00087	0.018	0	0.00087	0.38	0.018	0.019	0	0	0.56	13	0.16
176	0.05	0.0027	2.2e-06	0.05	0.05	0.00023	0.0026	0.05	0.25	0.00023	0.19	2.2e-06	0	0.35	13	0.16
177	0.11	0.021	0.0022	0.11	0.11	0.00018	0.14	0.11	0.097	0.00018	0.17	0.0022	0	0.14	10	0.12
178	0.0026	5.5e-05	0	0.0026	0.0026	0.071	2.5e-05	0.0026	0.33	0.071	0.028	0	0	0.48	13	0.16
179	0.013	0.00039	0	0.013	0.013	0.003	0.00021	0.013	0.35	0.003	0.092	0	0	0.5	13	0.16
180	0.0014	3.2e-05	0	0.0014	0.0014	0.16	2e-05	0.0014	0.27	0.16	0.015	0	0	0.39	13	0.16
181	0.013	0.0007	3.2e-06	0.013	0.013	0.032	0.0011	0.013	0.33	0.032	0.07	3.2e-06	0	0.48	13	0.16
182	0.0052	0.00023	0	0.0052	0.0052	0.12	0.00031	0.0052	0.29	0.12	0.036	0	0	0.42	13	0.16
183	0.11	0.013	0.00014	0.11	0.11	3.7e-05	0.038	0.11	0.11	3.7e-05	0.23	0.00014	0	0.16	10	0.12
184	0.059	0.0062	0.00012	0.059	0.059	0.0019	0.02	0.059	0.23	0.0019	0.17	0.00012	0	0.33	13	0.16
185	1.1e-06	0	0	1.1e-06	1.1e-06	0.046	0	1.1e-06	0.37	0.046	0.00052	0	0	0.54	13	0.16
186	0.11	0.036	0.008	0.11	0.11	1e-06	0.38	0.11	0.014	1e-06	0.098	0.008	0	0.021	6	0.071
187	0.02	0.00035	0	0.02	0.02	9.2e-05	6.6e-05	0.02	0.32	9.2e-05	0.15	0	0	0.46	13	0.16
188	0.052	0.0028	2.5e-06	0.052	0.052	0.00021	0.0028	0.052	0.24	0.00021	0.2	2.5e-06	0	0.35	13	0.16
189	0.15	0.018	5.4e-05	0.15	0.15	0	0.036	0.15	0.046	0	0.24	5.4e-05	0	0.067	10	0.12
190	0.14	0.025	0.00069	0.14	0.14	3.6e-06	0.11	0.14	0.046	3.6e-06	0.19	0.00069	0	0.067	10	0.12
191	0.058	0.0016	0	0.058	0.058	5e-06	0.00046	0.058	0.2	5e-06	0.27	0	0	0.29	13	0.16
192	0.043	0.0064	0.0012	0.043	0.043	0.029	0.045	0.043	0.25	0.029	0.11	0.0012	0	0.36	13	0.16
193	0.00049	2.9e-06	0	0.00049	0.00049	0.053	0	0.00049	0.36	0.053	0.012	0	0	0.52	13	0.16
194	0.18	0.018	3.3e-06	0.18	0.18	0	0.015	0.18	0.0088	0	0.22	3.3e-06	0	0.013	10	0.12
195	0.09	0.016	0.0015	0.09	0.09	0.0007	0.097	0.09	0.14	0.0007	0.17	0.0015	0	0.21	13	0.16
196	0.089	0.016	0.0019	0.089	0.089	0.00089	0.11	0.089	0.14	0.00089	0.17	0.0019	0	0.21	13	0.16
197	0.081	0.013	0.0014	0.081	0.081	0.0015	0.083	0.081	0.17	0.0015	0.17	0.0014	0	0.24	13	0.16
198	0.07	0.0028	0	0.07	0.07	8.5e-06	0.0014	0.07	0.18	8.5e-06	0.27	0	0	0.26	10	0.12
199	0.00011	0	0	0.00011	0.00011	0.093	0	0.00011	0.33	0.093	0.005	0	0	0.48	13	0.16
200	0.16	0.027	0.00015	0.16	0.16	0	0.074	0.16	0.019	0	0.19	0.00015	0	0.028	10	0.12
201	0.17	0.027	5.7e-05	0.17	0.17	0.0073	0.056	0.17	0.013	0.0073	0.18	5.7e-05	0	0.019	10	0.12
202	0.04	0.029	0.029	0.04	0.04	0.042	0.65	0.04	0.00072	0.042	0.016	0.029	0	0.001	6	0.071
203	0.063	0.012	0.0025	0.063	0.063	0.01	0.098	0.063	0.2	0.01	0.12	0.0025	0	0.29	13	0.16
204	0.0022	0.009	0.07	0.0022	0.0022	0.037	0.77	0.0022	0	0.037	0.00012	0.07	0	0	6	0.071
205	0.035	0.0051	0.00076	0.035	0.035	0.019	0.034	0.035	0.28	0.019	0.092	0.00076	0	0.41	13	0.16
206	0.00021	0	0	0.00021	0.00021	0.012	0	0.00021	0.4	0.012	0.0078	0	0	0.57	13	0.16
207	0.0014	0.0061	0.12	0.0014	0.0014	0.031	0.69	0.0014	0	0.031	8.5e-05	0.12	0	0	6	0.071
208	0.0022	0.007	0.13	0.0022	0.0022	0.03	0.67	0.0022	0	0.03	0.00021	0.13	0	0	6	0.071
209	0.0065	0.013	0.078	0.0065	0.0065	0.038	0.73	0.0065	4.8e-06	0.038	0.00095	0.078	0	7e-06	6	0.071
210	0.066	0.0092	0.00043	0.066	0.066	0.0048	0.043	0.066	0.21	0.0048	0.15	0.00043	0	0.31	13	0.16
211	0.034	0.056	0.0017	0.034	0.034	0.061	0.68	0.034	0	0.061	0.0022	0.0017	0	0	6	0.071
