SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster	dcf0
12	0.097	0.011	0.02	0	0.0032	0.013	0.43	5.2e-06	0.013	0.095	0.0012	0.097	0.097	8e-06	0.097	0	0.011	0.011	0	6	0.071
13	0.00032	0	0.36	0	0	0.25	0	0.057	0.25	0.00031	0.002	0.00032	0.00032	0.088	0.00032	0	0	0	0	2	0.16
14	0.043	0.00011	0.31	0	3.2e-05	0.21	0.016	0.013	0.21	0.042	0.0056	0.043	0.043	0.019	0.043	0	0.00011	0.00011	0	2	0.16
15	0.14	0	0.12	0	0	0.082	0.00076	0	0.082	0.14	0.0094	0.14	0.14	0	0.14	0	0	0	0	0	0.11
16	0.13	0.0022	0.059	0	0.0006	0.04	0.2	2.2e-05	0.04	0.13	0.0029	0.13	0.13	3.3e-05	0.13	0	0.0022	0.0022	0	6	0.071
17	0.021	0	0.37	0	0	0.25	3.7e-06	1.7e-06	0.25	0.02	0.013	0.021	0.021	2.6e-06	0.021	0	0	0	0	2	0.16
18	0.0096	0.066	1.6e-05	0	0.018	1.1e-05	0.74	0	1.1e-05	0.0094	5e-06	0.0096	0.0096	0	0.0096	0	0.066	0.066	0	6	0.071
19	0.11	0.005	0.08	0	0.0014	0.055	0.25	0.00017	0.055	0.11	0.003	0.11	0.11	0.00026	0.11	0	0.005	0.005	0	6	0.071
20	0.028	1.6e-06	0.36	0	0	0.24	0.0015	0.0034	0.24	0.027	0.0065	0.028	0.028	0.0053	0.028	0	1.6e-06	1.6e-06	0	2	0.16
21	0.12	0.0019	0.1	0	0.00053	0.07	0.16	0.00015	0.07	0.12	0.0039	0.12	0.12	0.00023	0.12	0	0.0019	0.0019	0	6	0.071
22	0.12	0.0025	0.099	0	0.00069	0.067	0.18	0.00017	0.067	0.11	0.0037	0.12	0.12	0.00027	0.12	0	0.0025	0.0025	0	6	0.071
23	0.054	0.0091	0.0001	0	0.0025	7.1e-05	0.7	0	7.1e-05	0.053	3.8e-05	0.054	0.054	0	0.054	0	0.0091	0.0091	0	6	0.071
24	0.11	0.00024	0.16	0	6.5e-05	0.11	0.051	0.00018	0.11	0.11	0.0057	0.11	0.11	0.00028	0.11	0	0.00024	0.00024	0	2	0.16
25	0.012	0.034	4.6e-06	0	0.0095	3.1e-06	0.83	0	3.1e-06	0.012	2.7e-06	0.012	0.012	0	0.012	0	0.034	0.034	0	6	0.071
26	0.1	0.005	0.098	0	0.0014	0.067	0.23	0.00037	0.067	0.1	0.0033	0.1	0.1	0.00057	0.1	0	0.005	0.005	0	6	0.071
27	0.0098	0	0.4	0	0	0.27	6.2e-05	0.0025	0.27	0.0096	0.006	0.0098	0.0098	0.0039	0.0098	0	0	0	0	2	0.16
28	0.0072	0	0.41	0	0	0.28	2.9e-06	9.8e-05	0.28	0.0071	0.0076	0.0072	0.0072	0.00015	0.0072	0	0	0	0	2	0.16
29	0.086	0.00049	0.21	0	0.00014	0.15	0.057	0.0014	0.15	0.084	0.0056	0.086	0.086	0.0022	0.086	0	0.00049	0.00049	0	2	0.16
30	0.074	0.0096	0.00086	0	0.0026	0.00058	0.6	0	0.00058	0.072	0.00016	0.074	0.074	0	0.074	0	0.0096	0.0096	0	6	0.071
31	0.0089	0.064	1e-05	0	0.018	7.1e-06	0.75	0	7.1e-06	0.0087	3.7e-06	0.0089	0.0089	0	0.0089	0	0.064	0.064	0	6	0.071
32	0.15	0.00093	0.03	0	0.00026	0.02	0.17	0	0.02	0.15	0.0022	0.15	0.15	1.4e-06	0.15	0	0.00093	0.00093	0	6	0.071
33	0.12	0.0046	0.055	0	0.0013	0.038	0.27	4e-05	0.038	0.12	0.0025	0.12	0.12	6.2e-05	0.12	0	0.0046	0.0046	0	6	0.071
34	0.13	0.00029	0.11	0	7.9e-05	0.073	0.07	3.2e-05	0.073	0.13	0.0047	0.13	0.13	5e-05	0.13	0	0.00029	0.00029	0	0	0.11
35	0.16	0.00037	0.046	0	0.0001	0.031	0.1	1.7e-06	0.031	0.15	0.003	0.16	0.16	2.6e-06	0.16	0	0.00037	0.00037	0	0	0.11
36	0.14	0.0003	0.11	0	8.2e-05	0.072	0.071	3e-05	0.072	0.13	0.0047	0.14	0.14	4.6e-05	0.14	0	0.0003	0.0003	0	0	0.11
37	0.049	0.027	0.0015	0	0.0076	0.001	0.66	0	0.001	0.048	0.00017	0.049	0.049	0	0.049	0	0.027	0.027	0	6	0.071
38	0.17	2e-05	0.062	0	5.7e-06	0.042	0.026	0	0.042	0.16	0.0044	0.17	0.17	0	0.17	0	2e-05	2e-05	0	0	0.11
39	0.15	0.0011	0.0049	0	0.00031	0.0033	0.25	0	0.0033	0.14	0.0007	0.15	0.15	0	0.15	0	0.0011	0.0011	0	6	0.071
40	0.15	0	0.1	0	0	0.069	0.0052	0	0.069	0.15	0.0068	0.15	0.15	0	0.15	0	0	0	0	0	0.11
41	0.002	0	0.37	0	0	0.25	8.6e-06	0.048	0.25	0.002	0.0031	0.002	0.002	0.074	0.002	0	0	0	0	2	0.16
42	0.022	2.8e-05	0.33	0	7.8e-06	0.23	0.005	0.04	0.23	0.021	0.0046	0.022	0.022	0.062	0.022	0	2.8e-05	2.8e-05	0	2	0.16
43	0.041	3.1e-05	0.32	0	8.6e-06	0.22	0.0084	0.0064	0.22	0.04	0.0061	0.041	0.041	0.0099	0.041	0	3.1e-05	3.1e-05	0	2	0.16
44	0.12	0.00084	0.00011	0	0.00023	7.6e-05	0.4	0	7.6e-05	0.12	6.7e-05	0.12	0.12	0	0.12	0	0.00084	0.00084	0	6	0.071
45	0.053	0.00036	0.28	0	0.0001	0.19	0.033	0.011	0.19	0.052	0.0055	0.053	0.053	0.017	0.053	0	0.00036	0.00036	0	2	0.16
46	0.077	0.00049	0.23	0	0.00014	0.16	0.052	0.0026	0.16	0.076	0.0056	0.077	0.077	0.004	0.077	0	0.00049	0.00049	0	2	0.16
47	1.9e-06	0	0.087	0	0	0.059	0	0.31	0.059	1.9e-06	0.00017	1.9e-06	1.9e-06	0.48	1.9e-06	0	0	0	0	13	0.24
48	0.00042	0	0.41	0	0	0.28	0	0.014	0.28	0.00042	0.0027	0.00042	0.00042	0.022	0.00042	0	0	0	0	2	0.16
49	0.065	0.0021	0.23	0	0.00058	0.16	0.092	0.011	0.16	0.064	0.0047	0.065	0.065	0.018	0.065	0	0.0021	0.0021	0	2	0.16
50	0.13	0.0027	0.035	0	0.00075	0.024	0.25	4.7e-06	0.024	0.13	0.0021	0.13	0.13	7.3e-06	0.13	0	0.0027	0.0027	0	6	0.071
51	0.032	1.4e-05	0.34	0	3.8e-06	0.23	0.0047	0.0084	0.23	0.032	0.006	0.032	0.032	0.013	0.032	0	1.4e-05	1.4e-05	0	2	0.16
52	0.00037	0	0.42	0	0	0.28	0	0.0035	0.28	0.00036	0.0031	0.00037	0.00037	0.0055	0.00037	0	0	0	0	2	0.16
53	0.17	6.8e-06	0.046	0	1.9e-06	0.031	0.017	0	0.031	0.17	0.0041	0.17	0.17	0	0.17	0	6.8e-06	6.8e-06	0	0	0.11
54	0.0017	0	0.41	0	0	0.28	0	0.0056	0.28	0.0017	0.004	0.0017	0.0017	0.0086	0.0017	0	0	0	0	2	0.16
55	0.16	0.00055	0.0091	0	0.00015	0.0062	0.17	0	0.0062	0.16	0.0011	0.16	0.16	0	0.16	0	0.00055	0.00055	0	6	0.071
56	0.0016	0	0.41	0	0	0.28	0	0.005	0.28	0.0016	0.004	0.0016	0.0016	0.0077	0.0016	0	0	0	0	2	0.16
57	0.13	0.00015	0.13	0	4.1e-05	0.092	0.047	5e-05	0.092	0.12	0.0055	0.13	0.13	7.7e-05	0.13	0	0.00015	0.00015	0	2	0.16
58	0.059	0.00046	0.27	0	0.00013	0.18	0.04	0.0084	0.18	0.058	0.0055	0.059	0.059	0.013	0.059	0	0.00046	0.00046	0	2	0.16
59	0.13	0.0026	0.028	0	0.00071	0.019	0.25	2.2e-06	0.019	0.13	0.0019	0.13	0.13	3.5e-06	0.13	0	0.0026	0.0026	0	6	0.071
60	0.06	0.0009	0.26	0	0.00025	0.18	0.057	0.011	0.18	0.059	0.0052	0.06	0.06	0.017	0.06	0	0.0009	0.0009	0	2	0.16
61	0.038	0.027	0.00037	0	0.0075	0.00025	0.72	0	0.00025	0.038	6.5e-05	0.038	0.038	0	0.038	0	0.027	0.027	0	6	0.071
62	6.6e-05	0	0.42	0	0	0.29	0	0.0025	0.29	6.5e-05	0.0022	6.6e-05	6.6e-05	0.0038	6.6e-05	0	0	0	0	2	0.16
63	0.014	0	0.39	0	0	0.27	9.7e-05	0.0012	0.27	0.014	0.0067	0.014	0.014	0.0018	0.014	0	0	0	0	2	0.16
64	0.16	0.00079	0.011	0	0.00022	0.0075	0.19	0	0.0075	0.15	0.0012	0.16	0.16	0	0.16	0	0.00079	0.00079	0	6	0.071
65	0.00018	0	0.36	0	0	0.25	0	0.057	0.25	0.00018	0.0018	0.00018	0.00018	0.088	0.00018	0	0	0	0	2	0.16
66	0.062	0	0.29	0	0	0.2	0.0016	7.5e-05	0.2	0.061	0.0089	0.062	0.062	0.00012	0.062	0	0	0	0	2	0.16
67	0.2	0	0.0054	0	0	0.0037	0.0042	0	0.0037	0.19	0.0015	0.2	0.2	0	0.2	0	0	0	0	0	0.11
68	0.00052	0	0.41	0	0	0.28	0	0.006	0.28	0.00051	0.0031	0.00052	0.00052	0.0093	0.00052	0	0	0	0	2	0.16
69	3.1e-05	0	0.25	0	0	0.17	0	0.16	0.17	3.1e-05	0.00083	3.1e-05	3.1e-05	0.25	3.1e-05	0	0	0	0	13	0.24
70	0.16	0	0.083	0	0	0.056	3.4e-05	0	0.056	0.16	0.012	0.16	0.16	0	0.16	0	0	0	0	0	0.11
71	0.00045	0	0.36	0	0	0.24	0	0.062	0.24	0.00044	0.0021	0.00045	0.00045	0.096	0.00045	0	0	0	0	2	0.16
72	0.0012	0	0.4	0	0	0.27	0	0.016	0.27	0.0012	0.0033	0.0012	0.0012	0.024	0.0012	0	0	0	0	2	0.16
73	0.024	0.03	4.9e-05	0	0.0083	3.3e-05	0.78	0	3.3e-05	0.023	1.5e-05	0.024	0.024	0	0.024	0	0.03	0.03	0	6	0.071
74	0.087	0.014	0.0098	0	0.0037	0.0067	0.5	0	0.0067	0.085	0.00072	0.087	0.087	1.3e-06	0.087	0	0.014	0.014	0	6	0.071
75	0.023	0.068	0.00076	0	0.019	0.00052	0.66	0	0.00052	0.022	7.5e-05	0.023	0.023	0	0.023	0	0.068	0.068	0	6	0.071
76	0.0028	0.082	0	0	0.023	0	0.72	0	0	0.0028	0	0.0028	0.0028	0	0.0028	0	0.082	0.082	0	6	0.071
77	0.039	0.025	0.00031	0	0.0068	0.00021	0.72	0	0.00021	0.038	6e-05	0.039	0.039	0	0.039	0	0.025	0.025	0	6	0.071
78	0.11	0.0053	0.0047	0	0.0015	0.0032	0.43	0	0.0032	0.11	0.00054	0.11	0.11	0	0.11	0	0.0053	0.0053	0	6	0.071
79	0.044	2.7e-05	0.32	0	7.4e-06	0.22	0.0082	0.0046	0.22	0.043	0.0063	0.044	0.044	0.0071	0.044	0	2.7e-05	2.7e-05	0	2	0.16
80	0.0078	0	0.4	0	0	0.27	7.9e-06	0.0003	0.27	0.0077	0.007	0.0078	0.0078	0.00046	0.0078	0	0	0	0	2	0.16
81	0.15	0.00061	0.0011	0	0.00017	0.00075	0.26	0	0.00075	0.15	0.0003	0.15	0.15	0	0.15	0	0.00061	0.00061	0	6	0.071
82	0.015	0.027	1.3e-05	0	0.0074	8.8e-06	0.75	0.034	8.8e-06	0.015	4.5e-06	0.015	0.015	0.052	0.015	0	0.027	0.027	0	6	0.071
83	0.00042	0	0.41	0	0	0.28	0	0.012	0.28	0.00041	0.0019	0.00042	0.00042	0.018	0.00042	0	0	0	0	2	0.16
84	0.11	0.0026	0.0045	0	0.00073	0.0031	0.35	0.023	0.0031	0.11	0.00045	0.11	0.11	0.035	0.11	0	0.0026	0.0026	0	6	0.071
85	0.067	0.015	0.0055	0	0.0043	0.0037	0.53	0.028	0.0037	0.066	0.00035	0.067	0.067	0.042	0.067	0	0.015	0.015	0	6	0.071
86	0.065	9.9e-05	0.27	0	2.7e-05	0.18	0.023	0.0024	0.18	0.064	0.005	0.065	0.065	0.0037	0.065	0	9.9e-05	9.9e-05	0	2	0.16
87	0.14	0	0.12	0	0	0.079	0.0031	0.00047	0.079	0.14	0.0061	0.14	0.14	0.00072	0.14	0	0	0	0	0	0.11
88	0.17	0.00012	0.035	0	3.4e-05	0.024	0.069	0	0.024	0.17	0.0028	0.17	0.17	0	0.17	0	0.00012	0.00012	0	0	0.11
89	0.18	1.2e-06	0.034	0	0	0.023	0.0082	0	0.023	0.18	0.0038	0.18	0.18	0	0.18	0	1.2e-06	1.2e-06	0	0	0.11
90	0.14	0.0024	0.031	0	0.00066	0.021	0.24	2.8e-06	0.021	0.13	0.002	0.14	0.14	4.3e-06	0.14	0	0.0024	0.0024	0	6	0.071
91	0.0093	0.042	2.8e-06	0	0.012	1.9e-06	0.82	0	1.9e-06	0.0091	1.7e-06	0.0093	0.0093	0	0.0093	0	0.042	0.042	0	6	0.071
92	0.034	8.2e-06	0.34	0	2.3e-06	0.23	0.0039	0.0052	0.23	0.033	0.0063	0.034	0.034	0.008	0.034	0	8.2e-06	8.2e-06	0	2	0.16
93	0.00029	0	0.19	0	0	0.13	0	0.21	0.13	0.00028	0.001	0.00029	0.00029	0.33	0.00029	0	0	0	0	13	0.24
94	0.051	0	0.31	0	0	0.21	0.00036	2.3e-05	0.21	0.05	0.01	0.051	0.051	3.5e-05	0.051	0	0	0	0	2	0.16
95	0.02	0	0.38	0	0	0.26	0.00037	0.0018	0.26	0.02	0.0068	0.02	0.02	0.0028	0.02	0	0	0	0	2	0.16
96	0.11	2.7e-05	0.18	0	7.6e-06	0.12	0.018	5.1e-05	0.12	0.11	0.0068	0.11	0.11	7.9e-05	0.11	0	2.7e-05	2.7e-05	0	2	0.16
97	0.18	8.1e-05	0.017	0	2.3e-05	0.012	0.067	0	0.012	0.18	0.0019	0.18	0.18	0	0.18	0	8.1e-05	8.1e-05	0	0	0.11
98	0.0052	0	0.39	0	0	0.26	7.9e-05	0.02	0.26	0.0051	0.004	0.0052	0.0052	0.031	0.0052	0	0	0	0	2	0.16
99	0.047	2.3e-05	0.32	0	6.3e-06	0.22	0.008	0.0024	0.22	0.046	0.0065	0.047	0.047	0.0037	0.047	0	2.3e-05	2.3e-05	0	2	0.16
100	0.034	7.2e-05	0.32	0	2e-05	0.22	0.011	0.019	0.22	0.034	0.0053	0.034	0.034	0.03	0.034	0	7.2e-05	7.2e-05	0	2	0.16
101	0.14	0.002	0.022	0	0.00054	0.015	0.24	0	0.015	0.14	0.0016	0.14	0.14	1.1e-06	0.14	0	0.002	0.002	0	6	0.071
102	0.19	2.5e-05	0.014	0	6.9e-06	0.0092	0.041	0	0.0092	0.18	0.0018	0.19	0.19	0	0.19	0	2.5e-05	2.5e-05	0	0	0.11
103	0.1	2.4e-06	0.2	0	0	0.14	0.0053	1.9e-05	0.14	0.099	0.0082	0.1	0.1	3e-05	0.1	0	2.4e-06	2.4e-06	0	2	0.16
104	0.00091	0	0.4	0	0	0.27	0	0.019	0.27	0.00089	0.0031	0.00091	0.00091	0.03	0.00091	0	0	0	0	2	0.16
105	0.041	2.8e-06	0.33	0	0	0.23	0.0027	0.0013	0.23	0.04	0.0072	0.041	0.041	0.002	0.041	0	2.8e-06	2.8e-06	0	2	0.16
106	0.0022	0	0.42	0	0	0.28	0	0.0021	0.28	0.0021	0.0046	0.0022	0.0022	0.0033	0.0022	0	0	0	0	2	0.16
107	0.063	0	0.29	0	0	0.19	0.0017	7.2e-05	0.19	0.062	0.009	0.063	0.063	0.00011	0.063	0	0	0	0	2	0.16
108	0.16	0.00022	0.00082	0	6.2e-05	0.00056	0.18	0	0.00056	0.16	0.00028	0.16	0.16	0	0.16	0	0.00022	0.00022	0	6	0.071
109	0.017	0	0.38	0	0	0.26	0.00018	0.0013	0.26	0.016	0.0068	0.017	0.017	0.002	0.017	0	0	0	0	2	0.16
110	0.16	0.00011	0.066	0	2.9e-05	0.045	0.054	2.2e-06	0.045	0.15	0.004	0.16	0.16	3.3e-06	0.16	0	0.00011	0.00011	0	0	0.11
111	0.15	0.00078	0.0043	0	0.00021	0.0029	0.23	0	0.0029	0.15	0.00067	0.15	0.15	0	0.15	0	0.00078	0.00078	0	6	0.071
112	0.048	0.015	0.00022	0	0.0042	0.00015	0.71	0	0.00015	0.047	5.6e-05	0.048	0.048	0	0.048	0	0.015	0.015	0	6	0.071
113	0.062	0.0093	0.00025	0	0.0026	0.00017	0.66	0	0.00017	0.061	6.9e-05	0.062	0.062	0	0.062	0	0.0093	0.0093	0	6	0.071
114	0.0089	0	0.39	0	0	0.27	0.00015	0.012	0.27	0.0087	0.005	0.0089	0.0089	0.018	0.0089	0	0	0	0	2	0.16
115	0.15	0.00074	0.029	0	0.0002	0.02	0.15	0	0.02	0.15	0.0022	0.15	0.15	1.1e-06	0.15	0	0.00074	0.00074	0	0	0.11
116	0.03	0.017	3.1e-05	0	0.0048	2.1e-05	0.79	0	2.1e-05	0.03	1.4e-05	0.03	0.03	0	0.03	0	0.017	0.017	0	6	0.071
117	0.12	0.0037	0.0062	0	0.001	0.0042	0.37	0	0.0042	0.12	0.00069	0.12	0.12	0	0.12	0	0.0037	0.0037	0	6	0.071
118	0.076	0.00018	0.25	0	5.1e-05	0.17	0.032	0.0016	0.17	0.074	0.0062	0.076	0.076	0.0025	0.076	0	0.00018	0.00018	0	2	0.16
119	0.096	0.0099	0.0089	0	0.0027	0.0061	0.47	0	0.0061	0.094	0.00073	0.096	0.096	0	0.096	0	0.0099	0.0099	0	6	0.071
120	0.027	0.032	0.00011	0	0.0088	7.4e-05	0.76	0	7.4e-05	0.026	2.6e-05	0.027	0.027	0	0.027	0	0.032	0.032	0	6	0.071
121	0.11	0	0.18	0	0	0.12	0.0025	2.9e-06	0.12	0.11	0.009	0.11	0.11	4.5e-06	0.11	0	0	0	0	2	0.16
122	0.011	0	0.4	0	0	0.27	5.5e-06	5.3e-05	0.27	0.01	0.0085	0.011	0.011	8.2e-05	0.011	0	0	0	0	2	0.16
123	0.092	0.00032	0.21	0	8.8e-05	0.14	0.049	0.00079	0.14	0.09	0.0058	0.092	0.092	0.0012	0.092	0	0.00032	0.00032	0	2	0.16
124	0.2	0	0.0024	0	0	0.0016	0.0015	0	0.0016	0.2	0.0011	0.2	0.2	0	0.2	0	0	0	0	0	0.11
125	0.066	0.025	0.0075	0	0.0069	0.0051	0.57	1.3e-06	0.0051	0.065	0.00052	0.066	0.066	2e-06	0.066	0	0.025	0.025	0	6	0.071
126	0.031	0.0059	1.8e-06	0	0.0016	1.2e-06	0.83	0	1.2e-06	0.03	2.6e-06	0.031	0.031	0	0.031	0	0.0059	0.0059	0	6	0.071
127	0.01	0	0.4	0	0	0.27	2.9e-06	2.5e-05	0.27	0.0099	0.0091	0.01	0.01	3.9e-05	0.01	0	0	0	0	2	0.16
128	0.00044	0.1	0	0	0.029	0	0.66	0	0	0.00044	0	0.00044	0.00044	0	0.00044	0	0.1	0.1	0	6	0.071
129	0.13	0.0018	0.07	0	0.0005	0.048	0.18	3.3e-05	0.048	0.13	0.0032	0.13	0.13	5.1e-05	0.13	0	0.0018	0.0018	0	6	0.071
130	0.17	0.00036	0.0083	0	9.9e-05	0.0056	0.15	0	0.0056	0.16	0.0011	0.17	0.17	0	0.17	0	0.00036	0.00036	0	0	0.11
131	0.02	0.035	4e-05	0	0.0098	2.7e-05	0.78	0	2.7e-05	0.02	1.3e-05	0.02	0.02	0	0.02	0	0.035	0.035	0	6	0.071
132	0.018	0.035	2.5e-05	0	0.0096	1.7e-05	0.8	0	1.7e-05	0.018	8.9e-06	0.018	0.018	0	0.018	0	0.035	0.035	0	6	0.071
133	0.00016	0.15	0	0	0.041	0	0.52	0	0	0.00015	0	0.00016	0.00016	0	0.00016	0	0.15	0.15	0	6	0.071
134	0.086	0.00019	0.22	0	5.3e-05	0.15	0.036	0.00086	0.15	0.084	0.0061	0.086	0.086	0.0013	0.086	0	0.00019	0.00019	0	2	0.16
135	0.00051	0	0.41	0	0	0.28	0	0.0093	0.28	0.0005	0.003	0.00051	0.00051	0.014	0.00051	0	0	0	0	2	0.16
136	0.00046	0	0.39	0	0	0.27	0	0.027	0.27	0.00045	0.0025	0.00046	0.00046	0.042	0.00046	0	0	0	0	2	0.16
137	0.005	0.098	7.3e-06	0	0.027	5e-06	0.65	0	5e-06	0.0049	2.2e-06	0.005	0.005	0	0.005	0	0.098	0.098	0	6	0.071
138	0.13	1.4e-06	0.14	0	0	0.094	0.0052	1.8e-06	0.094	0.13	0.0076	0.13	0.13	2.7e-06	0.13	0	1.4e-06	1.4e-06	0	2	0.16
139	0.1	0.0073	0.084	0	0.002	0.057	0.27	0.00033	0.057	0.098	0.0029	0.1	0.1	0.00051	0.1	0	0.0073	0.0073	0	6	0.071
140	0.14	1.6e-05	0.11	0	4.4e-06	0.075	0.018	3.9e-06	0.075	0.14	0.006	0.14	0.14	6.1e-06	0.14	0	1.6e-05	1.6e-05	0	0	0.11
141	0.1	0.0069	0.072	0	0.0019	0.049	0.28	0.00017	0.049	0.1	0.0027	0.1	0.1	0.00027	0.1	0	0.0069	0.0069	0	6	0.071
142	0.1	0	0.2	0	0	0.14	0.00031	0	0.14	0.1	0.012	0.1	0.1	0	0.1	0	0	0	0	2	0.16
143	0.13	0	0.15	0	0	0.099	0.00033	0	0.099	0.13	0.011	0.13	0.13	0	0.13	0	0	0	0	2	0.16
144	0.075	0.00085	0.23	0	0.00024	0.16	0.066	0.004	0.16	0.073	0.0053	0.075	0.075	0.0061	0.075	0	0.00085	0.00085	0	2	0.16
145	0.13	6e-06	0.14	0	1.7e-06	0.094	0.011	5e-06	0.094	0.13	0.0069	0.13	0.13	7.7e-06	0.13	0	6e-06	6e-06	0	2	0.16
146	0.056	1.9e-05	0.3	0	5.3e-06	0.2	0.0085	0.0014	0.2	0.055	0.0069	0.056	0.056	0.0022	0.056	0	1.9e-05	1.9e-05	0	2	0.16
147	0.11	0.0076	0.021	0	0.0021	0.014	0.39	3.2e-06	0.014	0.11	0.0013	0.11	0.11	4.9e-06	0.11	0	0.0076	0.0076	0	6	0.071
148	0.036	0.037	0.0008	0	0.01	0.00054	0.69	0	0.00054	0.036	0.0001	0.036	0.036	0	0.036	0	0.037	0.037	0	6	0.071
149	0.0026	0	0.41	0	0	0.28	4e-06	0.008	0.28	0.0026	0.0042	0.0026	0.0026	0.012	0.0026	0	0	0	0	2	0.16
150	0.019	0	0.38	0	0	0.26	0.00058	0.0045	0.26	0.018	0.0061	0.019	0.019	0.007	0.019	0	0	0	0	2	0.16
151	0.0043	0.036	0	0	0.01	0	0.86	0	0	0.0042	0	0.0043	0.0043	0	0.0043	0	0.036	0.036	0	6	0.071
152	0.0026	0	0.41	0	0	0.28	0	2.1e-06	0.28	0.0025	0.0089	0.0026	0.0026	3.2e-06	0.0026	0	0	0	0	2	0.16
153	0.17	1.2e-06	0.058	0	0	0.04	0.0068	0	0.04	0.17	0.0051	0.17	0.17	0	0.17	0	1.2e-06	1.2e-06	0	0	0.11
154	0.083	0.0023	0.19	0	0.00064	0.13	0.12	0.0032	0.13	0.081	0.0047	0.083	0.083	0.0049	0.083	0	0.0023	0.0023	0	2	0.16
155	0.029	1.5e-05	0.34	0	4.1e-06	0.23	0.0046	0.012	0.23	0.029	0.0057	0.029	0.029	0.019	0.029	0	1.5e-05	1.5e-05	0	2	0.16
156	0.072	1.7e-06	0.27	0	0	0.18	0.0033	9.5e-05	0.18	0.07	0.0084	0.072	0.072	0.00015	0.072	0	1.7e-06	1.7e-06	0	2	0.16
157	0.08	0.0011	0.21	0	0.00029	0.15	0.078	0.003	0.15	0.079	0.0052	0.08	0.08	0.0046	0.08	0	0.0011	0.0011	0	2	0.16
158	0.0046	0	0.41	0	0	0.28	1.4e-06	0.00019	0.28	0.0045	0.0066	0.0046	0.0046	0.0003	0.0046	0	0	0	0	2	0.16
159	0.043	0.00043	0.31	0	0.00012	0.21	0.033	0.01	0.21	0.042	0.004	0.043	0.043	0.016	0.043	0	0.00043	0.00043	0	2	0.16
160	0.13	0.00078	0.075	0	0.00021	0.051	0.13	0.0092	0.051	0.13	0.0028	0.13	0.13	0.014	0.13	0	0.00078	0.00078	0	0	0.11
161	0	0	0.012	0	0	0.0081	0	0.38	0.0081	0	9e-06	0	0	0.59	0	0	0	0	0	13	0.24
162	0.028	0.01	9.8e-06	0	0.0029	6.7e-06	0.73	0.038	6.7e-06	0.027	6.7e-06	0.028	0.028	0.059	0.028	0	0.01	0.01	0	6	0.071
163	0.015	0.066	0.00028	0	0.018	0.00019	0.64	0.026	0.00019	0.015	2.7e-05	0.015	0.015	0.04	0.015	0	0.066	0.066	0	6	0.071
164	0.017	0.0019	0	0	0.00054	0	0.79	0.048	0	0.016	0	0.017	0.017	0.075	0.017	0	0.0019	0.0019	0	6	0.071
165	0.082	0	0.24	0	0	0.17	0	0	0.17	0.08	0.019	0.082	0.082	1.4e-06	0.082	0	0	0	0	2	0.16
166	5.4e-06	0.00023	0.42	0	6.3e-05	0.29	0.00069	2.2e-05	0.29	5.3e-06	0	5.4e-06	5.4e-06	3.5e-05	5.4e-06	0	0.00023	0.00023	0	2	0.16
