SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster	dcf0
68	0.00039	0.00039	0.00039	0.0085	0	0.00039	0.57	0	0	1.5e-06	0.015	0	0.0085	0.4	0.00039	6	0.16
69	2.3e-05	2.3e-05	2.3e-05	0.22	0	2.3e-05	0.33	0	0	0	0.0017	0	0.22	0.23	2.3e-05	6	0.16
70	0.081	0.081	0.081	0	0	0.081	0.076	0	2.5e-05	0.00087	0.46	0	0	0.054	0.081	10	0.12
71	0.00034	0.00034	0.00034	0.086	0	0.00034	0.48	0	0	2.3e-06	0.0098	0	0.086	0.34	0.00034	6	0.16
72	0.00092	0.00092	0.00092	0.022	0	0.00092	0.55	0	0	7.9e-06	0.021	0	0.022	0.39	0.00092	6	0.16
73	0.017	0.017	0.017	0	0.046	0.017	6.3e-05	0	0.8	0.021	0.0047	0.046	0	4.4e-05	0.017	8	0.071
74	0.064	0.064	0.064	1.2e-06	0.022	0.064	0.013	0	0.53	0.029	0.059	0.022	1.2e-06	0.0092	0.064	8	0.071
75	0.016	0.016	0.016	0	0.11	0.016	0.00099	0	0.68	0.014	0.0089	0.11	0	0.0007	0.016	8	0.071
76	0.002	0.002	0.002	0	0.13	0.002	0	0	0.73	0.0067	0.00021	0.13	0	0	0.002	8	0.071
77	0.028	0.028	0.028	0	0.038	0.028	0.0004	0	0.75	0.025	0.012	0.038	0	0.00028	0.028	8	0.071
78	0.082	0.082	0.082	0	0.0087	0.082	0.0063	0	0.47	0.035	0.063	0.0087	0	0.0045	0.082	8	0.071
79	0.031	0.031	0.031	0.006	4.1e-05	0.031	0.41	0	0.0083	0.0028	0.13	4.1e-05	0.006	0.29	0.031	6	0.16
80	0.0057	0.0057	0.0057	0.0004	0	0.0057	0.52	0	8.1e-06	6.6e-05	0.077	0	0.0004	0.37	0.0057	6	0.16
81	0.12	0.12	0.12	0	0.0011	0.12	0.0016	0	0.29	0.045	0.068	0.0011	0	0.0011	0.12	8	0.071
82	0.011	0.011	0.011	0.044	0.041	0.011	1.6e-05	0	0.76	0.017	0.0021	0.041	0.044	1.2e-05	0.011	8	0.071
83	0.00032	0.00032	0.00032	0.017	0	0.00032	0.56	0	0	0	0.0097	0	0.017	0.4	0.00032	6	0.16
84	0.087	0.087	0.087	0.032	0.0044	0.087	0.0062	0	0.38	0.036	0.063	0.0044	0.032	0.0044	0.087	8	0.071
85	0.049	0.049	0.049	0.037	0.024	0.049	0.0072	0	0.56	0.026	0.037	0.024	0.037	0.0051	0.049	8	0.071
86	0.046	0.046	0.046	0.0032	0.00015	0.046	0.35	0	0.023	0.0056	0.14	0.00015	0.0032	0.25	0.046	6	0.16
87	0.095	0.095	0.095	0.00057	0	0.095	0.14	0	0.003	0.0051	0.28	0	0.00057	0.097	0.095	10	0.12
88	0.13	0.13	0.13	0	0.0002	0.13	0.047	0	0.073	0.021	0.2	0.0002	0	0.033	0.13	10	0.12
89	0.13	0.13	0.13	0	1.9e-06	0.13	0.042	0	0.0083	0.01	0.27	1.9e-06	0	0.03	0.13	10	0.12
90	0.1	0.1	0.1	3.9e-06	0.0038	0.1	0.042	0	0.26	0.028	0.13	0.0038	3.9e-06	0.03	0.1	8	0.071
91	0.0065	0.0065	0.0065	0	0.065	0.0065	3.5e-06	0	0.82	0.014	0.001	0.065	0	2.5e-06	0.0065	8	0.071
92	0.024	0.024	0.024	0.0069	1.3e-05	0.024	0.44	0	0.0039	0.0017	0.11	1.3e-05	0.0069	0.31	0.024	6	0.16
93	0.00021	0.00021	0.00021	0.28	0	0.00021	0.25	0	0	2.5e-06	0.0047	0	0.28	0.18	0.00021	3	0.24
94	0.033	0.033	0.033	2.8e-05	0	0.033	0.37	0	0.00034	0.00096	0.21	0	2.8e-05	0.26	0.033	6	0.16
95	0.014	0.014	0.014	0.0024	0	0.014	0.48	0	0.00037	0.00051	0.1	0	0.0024	0.34	0.014	6	0.16
96	0.077	0.077	0.077	6.4e-05	4.1e-05	0.077	0.22	0	0.018	0.0075	0.22	4.1e-05	6.4e-05	0.15	0.077	10	0.12
97	0.14	0.14	0.14	0	0.00014	0.14	0.024	0	0.073	0.024	0.18	0.00014	0	0.017	0.14	10	0.12
98	0.0038	0.0038	0.0038	0.028	0	0.0038	0.52	0	8.4e-05	0.00011	0.039	0	0.028	0.37	0.0038	6	0.16
99	0.033	0.033	0.033	0.0031	3.5e-05	0.033	0.4	0	0.0081	0.0029	0.13	3.5e-05	0.0031	0.28	0.033	6	0.16
100	0.025	0.025	0.025	0.026	0.00011	0.025	0.42	0	0.011	0.0026	0.098	0.00011	0.026	0.3	0.025	6	0.16
101	0.11	0.11	0.11	1e-06	0.0032	0.11	0.03	0	0.26	0.03	0.12	0.0032	1e-06	0.021	0.11	8	0.071
102	0.14	0.14	0.14	0	4.2e-05	0.14	0.019	0	0.045	0.021	0.19	4.2e-05	0	0.013	0.14	10	0.12
103	0.067	0.067	0.067	2.4e-05	3.5e-06	0.067	0.24	0	0.005	0.0043	0.24	3.5e-06	2.4e-05	0.17	0.067	6	0.16
104	0.00069	0.00069	0.00069	0.027	0	0.00069	0.54	0	0	5.1e-06	0.017	0	0.027	0.38	0.00069	6	0.16
105	0.029	0.029	0.029	0.0016	4.3e-06	0.029	0.42	0	0.0027	0.0018	0.14	4.3e-06	0.0016	0.29	0.029	6	0.16
106	0.0016	0.0016	0.0016	0.0029	0	0.0016	0.56	0	0	1.2e-05	0.034	0	0.0029	0.39	0.0016	6	0.16
107	0.042	0.042	0.042	8.8e-05	0	0.042	0.34	0	0.0016	0.002	0.2	0	8.8e-05	0.24	0.042	6	0.16
108	0.13	0.13	0.13	0	0.00039	0.13	0.0012	0	0.21	0.045	0.075	0.00039	0	0.00085	0.13	8	0.071
109	0.012	0.012	0.012	0.0017	0	0.012	0.49	0	0.00018	0.00035	0.096	0	0.0017	0.35	0.012	6	0.16
110	0.11	0.11	0.11	2.9e-06	0.00016	0.11	0.085	0	0.055	0.017	0.21	0.00016	2.9e-06	0.06	0.11	10	0.12
111	0.12	0.12	0.12	0	0.0013	0.12	0.006	0	0.25	0.038	0.096	0.0013	0	0.0042	0.12	8	0.071
112	0.035	0.035	0.035	0	0.024	0.035	0.00029	0	0.73	0.03	0.013	0.024	0	0.00021	0.035	8	0.071
113	0.045	0.045	0.045	0	0.015	0.045	0.00033	0	0.69	0.035	0.017	0.015	0	0.00023	0.045	8	0.071
114	0.0065	0.0065	0.0065	0.016	0	0.0065	0.51	0	0.00015	0.00021	0.057	0	0.016	0.36	0.0065	6	0.16
115	0.12	0.12	0.12	0	0.0012	0.12	0.039	0	0.17	0.027	0.16	0.0012	0	0.028	0.12	8	0.071
116	0.022	0.022	0.022	0	0.027	0.022	3.9e-05	0	0.81	0.026	0.0053	0.027	0	2.8e-05	0.022	8	0.071
117	0.091	0.091	0.091	0	0.0061	0.091	0.0085	0	0.4	0.035	0.077	0.0061	0	0.006	0.091	8	0.071
118	0.053	0.053	0.053	0.0021	0.00028	0.053	0.31	0	0.032	0.0068	0.16	0.00028	0.0021	0.22	0.053	6	0.16
119	0.071	0.071	0.071	0	0.016	0.071	0.012	0	0.5	0.031	0.064	0.016	0	0.0084	0.071	8	0.071
120	0.019	0.019	0.019	0	0.05	0.019	0.00014	0	0.78	0.021	0.0064	0.05	0	9.9e-05	0.019	8	0.071
121	0.072	0.072	0.072	3.4e-06	0	0.072	0.21	0	0.0023	0.0035	0.28	0	3.4e-06	0.15	0.072	10	0.12
122	0.0074	0.0074	0.0074	7e-05	0	0.0074	0.5	0	5.6e-06	7.1e-05	0.1	0	7e-05	0.36	0.0074	6	0.16
123	0.065	0.065	0.065	0.001	0.00049	0.065	0.26	0	0.05	0.0094	0.17	0.00049	0.001	0.18	0.065	6	0.16
124	0.15	0.15	0.15	0	0	0.15	0.0033	0	0.0017	0.0084	0.22	0	0	0.0024	0.15	10	0.12
125	0.048	0.048	0.048	1.7e-06	0.039	0.048	0.0098	0	0.6	0.025	0.042	0.039	1.7e-06	0.007	0.048	8	0.071
126	0.022	0.022	0.022	0	0.009	0.022	2.2e-06	0	0.84	0.035	0.0027	0.009	0	1.6e-06	0.022	8	0.071
127	0.007	0.007	0.007	3.2e-05	0	0.007	0.5	0	2.9e-06	5.4e-05	0.11	0	3.2e-05	0.36	0.007	6	0.16
128	0.00032	0.00032	0.00032	0	0.16	0.00032	0	0	0.67	0.0029	1e-05	0.16	0	0	0.00032	8	0.071
129	0.095	0.095	0.095	4.4e-05	0.0029	0.095	0.092	0	0.18	0.022	0.16	0.0029	4.4e-05	0.065	0.095	8	0.071
130	0.13	0.13	0.13	0	0.00061	0.13	0.012	0	0.17	0.033	0.13	0.00061	0	0.0082	0.13	8	0.071
131	0.014	0.014	0.014	0	0.055	0.014	5.1e-05	0	0.8	0.019	0.0039	0.055	0	3.6e-05	0.014	8	0.071
132	0.013	0.013	0.013	0	0.054	0.013	3.1e-05	0	0.81	0.018	0.0031	0.054	0	2.2e-05	0.013	8	0.071
133	0.00011	0.00011	0.00011	0	0.23	0.00011	0	0	0.54	0.0015	2.6e-06	0.23	0	0	0.00011	8	0.071
134	0.06	0.06	0.06	0.0011	0.00029	0.06	0.28	0	0.037	0.0079	0.17	0.00029	0.0011	0.2	0.06	6	0.16
135	0.00038	0.00038	0.00038	0.013	0	0.00038	0.56	0	0	1.6e-06	0.014	0	0.013	0.4	0.00038	6	0.16
136	0.00034	0.00034	0.00034	0.038	0	0.00034	0.53	0	0	1.8e-06	0.011	0	0.038	0.38	0.00034	6	0.16
137	0.0036	0.0036	0.0036	0	0.15	0.0036	9.4e-06	0	0.67	0.0074	0.00076	0.15	0	6.6e-06	0.0036	8	0.071
138	0.087	0.087	0.087	2.1e-06	1.9e-06	0.087	0.16	0	0.0049	0.0054	0.28	1.9e-06	2.1e-06	0.12	0.087	10	0.12
139	0.073	0.073	0.073	0.00044	0.012	0.073	0.11	0	0.28	0.021	0.12	0.012	0.00044	0.078	0.073	8	0.071
140	0.098	0.098	0.098	5e-06	2.4e-05	0.098	0.14	0	0.018	0.0096	0.25	2.4e-05	5e-06	0.097	0.098	10	0.12
141	0.076	0.076	0.076	0.00023	0.011	0.076	0.094	0	0.29	0.022	0.12	0.011	0.00023	0.067	0.076	8	0.071
142	0.061	0.061	0.061	0	0	0.061	0.22	0	0.00027	0.0014	0.32	0	0	0.15	0.061	10	0.12
143	0.075	0.075	0.075	0	0	0.075	0.15	0	0.00027	0.0018	0.36	0	0	0.11	0.075	10	0.12
144	0.053	0.053	0.053	0.0052	0.0013	0.053	0.29	0	0.068	0.0089	0.14	0.0013	0.0052	0.21	0.053	6	0.16
145	0.089	0.089	0.089	6.2e-06	8.8e-06	0.089	0.17	0	0.01	0.0071	0.26	8.8e-06	6.2e-06	0.12	0.089	10	0.12
146	0.039	0.039	0.039	0.0018	2.9e-05	0.039	0.37	0	0.0085	0.0034	0.15	2.9e-05	0.0018	0.26	0.039	6	0.16
147	0.08	0.08	0.08	4.4e-06	0.012	0.08	0.027	0	0.41	0.029	0.09	0.012	4.4e-06	0.019	0.08	8	0.071
148	0.026	0.026	0.026	0	0.058	0.026	0.001	0	0.72	0.021	0.014	0.058	0	0.00073	0.026	8	0.071
149	0.002	0.002	0.002	0.011	0	0.002	0.55	0	4.3e-06	2.4e-05	0.033	0	0.011	0.39	0.002	6	0.16
150	0.013	0.013	0.013	0.006	0	0.013	0.49	0	0.0006	0.00058	0.089	0	0.006	0.34	0.013	6	0.16
151	0.003	0.003	0.003	0	0.055	0.003	0	0	0.86	0.011	0.00021	0.055	0	0	0.003	8	0.071
152	0.0019	0.0019	0.0019	2.8e-06	0	0.0019	0.54	0	0	3e-06	0.07	0	2.8e-06	0.38	0.0019	6	0.16
153	0.12	0.12	0.12	0	1.7e-06	0.12	0.071	0	0.0067	0.0081	0.28	1.7e-06	0	0.05	0.12	10	0.12
154	0.06	0.06	0.06	0.0042	0.0036	0.06	0.24	0	0.12	0.012	0.14	0.0036	0.0042	0.17	0.06	6	0.16
155	0.021	0.021	0.021	0.016	2.3e-05	0.021	0.44	0	0.0047	0.0017	0.097	2.3e-05	0.016	0.31	0.021	6	0.16
156	0.048	0.048	0.048	0.00012	2.5e-06	0.048	0.32	0	0.0032	0.0028	0.2	2.5e-06	0.00012	0.23	0.048	6	0.16
157	0.057	0.057	0.057	0.0039	0.0016	0.057	0.27	0	0.08	0.01	0.14	0.0016	0.0039	0.19	0.057	6	0.16
158	0.0034	0.0034	0.0034	0.00026	0	0.0034	0.54	0	1.4e-06	2.4e-05	0.062	0	0.00026	0.38	0.0034	6	0.16
159	0.031	0.031	0.031	0.014	0.00067	0.031	0.4	0	0.034	0.0047	0.093	0.00067	0.014	0.28	0.031	6	0.16
160	0.098	0.098	0.098	0.012	0.0012	0.098	0.1	0	0.13	0.021	0.16	0.0012	0.012	0.071	0.098	10	0.12
161	0	0	0	0.49	0	0	0.015	0	0	0	3.2e-06	0	0.49	0.01	0	3	0.24
162	0.02	0.02	0.02	0.05	0.016	0.02	1.2e-05	0	0.74	0.027	0.0037	0.016	0.05	8.8e-06	0.02	8	0.071
163	0.011	0.011	0.011	0.034	0.1	0.011	0.00036	0	0.66	0.012	0.0044	0.1	0.034	0.00025	0.011	8	0.071
164	0.011	0.011	0.011	0.062	0.0029	0.011	0	0	0.78	0.034	0.00048	0.0029	0.062	0	0.011	8	0.071
165	0.04	0.04	0.04	0	0	0.04	0.21	0	0	0.00016	0.44	0	0	0.15	0.04	10	0.12
166	4.1e-06	4.1e-06	4.1e-06	3.2e-05	0.00038	4.1e-06	0.58	0	0.00076	7e-06	0	0.00038	3.2e-05	0.41	4.1e-06	6	0.16
167	0.0038	0.0038	0.0038	0.00096	0	0.0038	0.55	0	1.2e-05	5.9e-05	0.046	0	0.00096	0.39	0.0038	6	0.16
168	0	0	0	0	0	0	0.59	0	0	0	0	0	0	0.41	0	6	0.16
169	0.071	0.071	0.071	0.0041	0.0002	0.071	0.24	0	0.038	0.0096	0.17	0.0002	0.0041	0.17	0.071	6	0.16
170	0.075	0.075	0.075	0.021	0.0084	0.075	0.095	0	0.28	0.022	0.11	0.0084	0.021	0.067	0.075	8	0.071
171	0.074	0.074	0.074	0	0	0.074	0.19	0	0.0012	0.0029	0.3	0	0	0.13	0.074	10	0.12
172	0.044	0.044	0.044	3.9e-05	0	0.044	0.33	0	0.0012	0.0019	0.22	0	3.9e-05	0.23	0.044	6	0.16
173	8.1e-06	8.1e-06	8.1e-06	0.00013	0	8.1e-06	0.58	0	0	0	0.0029	0	0.00013	0.41	8.1e-06	6	0.16
174	0.0055	0.0055	0.0055	0.042	0	0.0055	0.49	0	0.00021	0.00021	0.047	0	0.042	0.35	0.0055	6	0.16
175	0.00071	0.00071	0.00071	0.018	0	0.00071	0.55	0	0	4.8e-06	0.018	0	0.018	0.39	0.00071	6	0.16
176	0.041	0.041	0.041	0.00023	2.3e-06	0.041	0.35	0	0.0027	0.0023	0.18	2.3e-06	0.00023	0.25	0.041	6	0.16
177	0.087	0.087	0.087	0.00018	0.0022	0.087	0.14	0	0.14	0.018	0.17	0.0022	0.00018	0.099	0.087	10	0.12
178	0.0021	0.0021	0.0021	0.071	0	0.0021	0.48	0	2.5e-05	4.8e-05	0.026	0	0.071	0.34	0.0021	6	0.16
179	0.011	0.011	0.011	0.003	0	0.011	0.5	0	0.00021	0.00034	0.087	0	0.003	0.35	0.011	6	0.16
180	0.0011	0.0011	0.0011	0.15	0	0.0011	0.39	0	2e-05	2.8e-05	0.015	0	0.15	0.28	0.0011	6	0.16
181	0.011	0.011	0.011	0.032	3.2e-06	0.011	0.48	0	0.0011	0.00061	0.067	3.2e-06	0.032	0.34	0.011	6	0.16
182	0.0043	0.0043	0.0043	0.12	0	0.0043	0.42	0	0.00031	0.0002	0.034	0	0.12	0.3	0.0043	6	0.16
183	0.091	0.091	0.091	3.7e-05	0.00014	0.091	0.16	0	0.038	0.012	0.22	0.00014	3.7e-05	0.12	0.091	10	0.12
184	0.049	0.049	0.049	0.0019	0.00012	0.049	0.33	0	0.02	0.0054	0.16	0.00012	0.0019	0.24	0.049	6	0.16
185	0	0	0	0.046	0	0	0.53	0	0	0	0.00049	0	0.046	0.38	0	6	0.16
186	0.089	0.089	0.089	1e-06	0.008	0.089	0.021	0	0.38	0.031	0.093	0.008	1e-06	0.015	0.089	8	0.071
187	0.016	0.016	0.016	9.2e-05	0	0.016	0.45	0	6.6e-05	0.00031	0.14	0	9.2e-05	0.32	0.016	6	0.16
188	0.043	0.043	0.043	0.00021	2.5e-06	0.043	0.35	0	0.0029	0.0024	0.19	2.5e-06	0.00021	0.25	0.043	6	0.16
189	0.12	0.12	0.12	0	5.4e-05	0.12	0.066	0	0.036	0.015	0.23	5.4e-05	0	0.047	0.12	10	0.12
190	0.11	0.11	0.11	3.6e-06	0.00069	0.11	0.066	0	0.11	0.022	0.18	0.00069	3.6e-06	0.047	0.11	10	0.12
191	0.048	0.048	0.048	5e-06	0	0.048	0.29	0	0.00046	0.0014	0.26	0	5e-06	0.21	0.048	6	0.16
192	0.035	0.035	0.035	0.029	0.0012	0.035	0.36	0	0.045	0.0056	0.11	0.0012	0.029	0.25	0.035	6	0.16
193	0.0004	0.0004	0.0004	0.053	0	0.0004	0.52	0	0	2.5e-06	0.012	0	0.053	0.37	0.0004	6	0.16
194	0.15	0.15	0.15	0	3.3e-06	0.15	0.013	0	0.015	0.015	0.21	3.3e-06	0	0.0089	0.15	10	0.12
195	0.074	0.074	0.074	0.0007	0.0015	0.074	0.2	0	0.097	0.013	0.17	0.0015	0.0007	0.14	0.074	6	0.16
196	0.073	0.073	0.073	0.00089	0.0019	0.073	0.2	0	0.11	0.014	0.16	0.0019	0.00089	0.14	0.073	6	0.16
197	0.066	0.066	0.066	0.0015	0.0014	0.066	0.24	0	0.083	0.011	0.16	0.0014	0.0015	0.17	0.066	6	0.16
198	0.058	0.058	0.058	8.5e-06	0	0.058	0.26	0	0.0014	0.0024	0.26	0	8.5e-06	0.19	0.058	6	0.16
