SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster	dcf0
85	0.2	0.072	0.047	0.012	0.67	4	0.071
86	0.2	0.0064	0.18	0.58	0.029	3	0.16
87	0.39	0.0011	0.37	0.23	0.0037	0	0.11
88	0.55	0	0.27	0.081	0.095	0	0.11
89	0.55	0	0.37	0.072	0.011	0	0.11
90	0.43	7.8e-06	0.18	0.07	0.33	0	0.11
91	0.026	0	0.0013	5.5e-06	0.97	4	0.071
92	0.1	0.014	0.15	0.73	0.0049	3	0.16
93	0.00088	0.57	0.0063	0.42	0	1	0.24
94	0.14	5.4e-05	0.27	0.59	0.00041	3	0.16
95	0.06	0.0047	0.13	0.8	0.00047	3	0.16
96	0.32	0.00013	0.29	0.36	0.022	3	0.16
97	0.61	0	0.25	0.042	0.097	0	0.11
98	0.016	0.057	0.052	0.87	0.00011	3	0.16
99	0.14	0.0063	0.18	0.67	0.01	3	0.16
100	0.1	0.052	0.13	0.7	0.014	3	0.16
101	0.45	2.1e-06	0.17	0.05	0.33	0	0.11
102	0.64	0	0.27	0.033	0.06	0	0.11
103	0.28	4.7e-05	0.32	0.4	0.0062	3	0.16
104	0.0029	0.056	0.023	0.92	0	3	0.16
105	0.12	0.0033	0.18	0.69	0.0034	3	0.16
106	0.0069	0.0059	0.046	0.94	1.3e-06	3	0.16
107	0.17	0.00017	0.27	0.56	0.002	3	0.16
108	0.6	0	0.11	0.0022	0.29	0	0.11
109	0.05	0.0034	0.13	0.82	0.00023	3	0.16
110	0.49	5.9e-06	0.29	0.14	0.071	0	0.11
111	0.52	0	0.13	0.01	0.33	0	0.11
112	0.13	0	0.016	0.00045	0.85	4	0.071
113	0.18	0	0.021	0.0005	0.8	4	0.071
114	0.028	0.033	0.077	0.86	0.00019	3	0.16
115	0.5	2e-06	0.21	0.067	0.21	0	0.11
116	0.082	0	0.0064	5.9e-05	0.91	4	0.071
117	0.38	0	0.1	0.014	0.5	4	0.071
118	0.22	0.0043	0.21	0.52	0.04	3	0.16
119	0.29	1.1e-06	0.084	0.019	0.61	4	0.071
120	0.076	0	0.0081	0.00022	0.92	4	0.071
121	0.3	6.8e-06	0.36	0.34	0.0028	2	0.12
122	0.031	0.00014	0.14	0.83	6.9e-06	3	0.16
123	0.27	0.0021	0.23	0.43	0.063	3	0.16
124	0.69	0	0.31	0.0059	0.0023	0	0.11
125	0.2	3.4e-06	0.055	0.016	0.73	4	0.071
126	0.08	0	0.0031	3.3e-06	0.92	4	0.071
127	0.029	6.5e-05	0.14	0.83	3.6e-06	3	0.16
128	0.0016	0	1.6e-05	0	1	4	0.071
129	0.4	9e-05	0.21	0.15	0.23	0	0.11
130	0.58	0	0.18	0.02	0.22	0	0.11
131	0.056	0	0.0048	8e-05	0.94	4	0.071
132	0.051	0	0.0039	4.9e-05	0.95	4	0.071
133	0.0007	0	5.2e-06	0	1	4	0.071
134	0.25	0.0023	0.23	0.47	0.046	3	0.16
135	0.0017	0.027	0.019	0.95	0	3	0.16
136	0.0015	0.079	0.016	0.9	0	3	0.16
137	0.018	0	0.0012	1.8e-05	0.98	4	0.071
138	0.36	4.2e-06	0.37	0.27	0.0061	2	0.12
139	0.3	0.00088	0.16	0.18	0.35	4	0.071
140	0.42	1e-05	0.33	0.23	0.023	0	0.11
141	0.32	0.00046	0.16	0.16	0.37	4	0.071
142	0.24	0	0.41	0.34	0.00032	2	0.12
143	0.3	0	0.46	0.24	0.00033	2	0.12
144	0.22	0.011	0.19	0.49	0.085	3	0.16
145	0.37	1.2e-05	0.34	0.27	0.013	0	0.11
146	0.16	0.0037	0.2	0.62	0.011	3	0.16
147	0.33	8.7e-06	0.12	0.045	0.5	4	0.071
148	0.11	0	0.018	0.0017	0.87	4	0.071
149	0.0084	0.023	0.045	0.92	5.5e-06	3	0.16
150	0.057	0.012	0.12	0.81	0.00075	3	0.16
151	0.012	0	0.00026	0	0.99	4	0.071
152	0.0078	5.7e-06	0.095	0.9	0	3	0.16
153	0.49	0	0.38	0.12	0.0084	0	0.11
154	0.25	0.0085	0.18	0.41	0.15	3	0.16
155	0.088	0.033	0.13	0.74	0.006	3	0.16
156	0.2	0.00023	0.27	0.53	0.0039	3	0.16
157	0.24	0.0079	0.19	0.46	0.1	3	0.16
158	0.014	0.00053	0.084	0.9	1.8e-06	3	0.16
159	0.13	0.028	0.13	0.67	0.043	3	0.16
160	0.42	0.026	0.21	0.17	0.17	0	0.11
161	0	0.98	4.3e-06	0.024	0	1	0.24
162	0.074	0.09	0.0045	1.9e-05	0.83	4	0.071
163	0.048	0.072	0.0063	0.00063	0.87	4	0.071
164	0.042	0.11	0.00056	0	0.85	4	0.071
165	0.15	1.5e-06	0.53	0.32	0	2	0.12
166	1.8e-05	6.6e-05	0	1	0.00098	3	0.16
167	0.016	0.002	0.063	0.92	1.5e-05	3	0.16
168	0	0	0	1	0	3	0.16
169	0.3	0.0084	0.23	0.41	0.049	3	0.16
170	0.31	0.042	0.14	0.16	0.34	4	0.071
171	0.3	1.8e-06	0.39	0.31	0.0015	2	0.12
172	0.18	7.7e-05	0.29	0.53	0.0015	3	0.16
173	3.5e-05	0.00026	0.004	1	0	3	0.16
174	0.024	0.086	0.063	0.83	0.00027	3	0.16
175	0.0031	0.036	0.025	0.94	0	3	0.16
176	0.17	0.00046	0.24	0.58	0.0033	3	0.16
177	0.37	0.00035	0.22	0.23	0.18	0	0.11
178	0.009	0.15	0.036	0.81	3.2e-05	3	0.16
179	0.046	0.0061	0.12	0.83	0.00026	3	0.16
180	0.0048	0.32	0.02	0.66	2.6e-05	3	0.16
181	0.046	0.065	0.09	0.8	0.0014	3	0.16
182	0.018	0.24	0.046	0.7	0.0004	3	0.16
183	0.39	7.5e-05	0.29	0.27	0.049	0	0.11
184	0.21	0.0038	0.21	0.55	0.025	3	0.16
185	3.9e-06	0.094	0.00067	0.91	0	3	0.16
186	0.37	2e-06	0.12	0.034	0.47	4	0.071
187	0.067	0.00018	0.19	0.75	8.1e-05	3	0.16
188	0.18	0.00041	0.25	0.57	0.0035	3	0.16
189	0.53	1e-06	0.32	0.11	0.046	0	0.11
190	0.49	7.3e-06	0.25	0.11	0.15	0	0.11
191	0.19	9.8e-06	0.34	0.47	0.00056	3	0.16
192	0.15	0.058	0.14	0.59	0.057	3	0.16
193	0.0017	0.11	0.016	0.87	0	3	0.16
194	0.66	0	0.3	0.022	0.02	0	0.11
195	0.31	0.0014	0.22	0.34	0.12	3	0.16
196	0.31	0.0018	0.21	0.34	0.14	3	0.16
197	0.28	0.0031	0.21	0.4	0.1	3	0.16
198	0.24	1.7e-05	0.34	0.43	0.0017	3	0.16
199	0.00038	0.19	0.0065	0.8	0	3	0.16
200	0.59	0	0.26	0.049	0.098	0	0.11
201	0.64	0.016	0.24	0.034	0.075	0	0.11
202	0.13	0.079	0.02	0.0016	0.77	4	0.071
203	0.22	0.02	0.16	0.48	0.12	3	0.16
204	0.0073	0.071	0.00015	0	0.92	4	0.071
205	0.12	0.038	0.12	0.68	0.043	3	0.16
206	0.00075	0.025	0.01	0.96	0	3	0.16
207	0.0052	0.066	0.00012	0	0.93	4	0.071
208	0.0085	0.067	0.0003	0	0.92	4	0.071
209	0.022	0.074	0.0012	1.1e-05	0.9	4	0.071
210	0.23	0.0097	0.19	0.52	0.054	3	0.16
211	0.11	0.11	0.0026	0	0.78	4	0.071
212	0.14	0	0.023	0.0017	0.84	4	0.071
213	0.57	0	0.38	0.05	0.0052	0	0.11
214	0.036	0.068	0.08	0.82	0.00072	3	0.16
215	0.13	0.00014	0.25	0.62	0.00068	3	0.16
216	0.49	6.9e-06	0.25	0.11	0.15	0	0.11
217	0.0092	0	0.00031	0	0.99	4	0.071
218	0.052	0	0.0032	1.8e-05	0.94	4	0.071
219	0.025	0.0049	0.09	0.88	4e-05	3	0.16
220	0.0048	0.0024	0.042	0.95	0	3	0.16
221	0.039	0.015	0.099	0.85	0.0003	3	0.16
222	0.00038	0.24	0.0061	0.75	0	3	0.16
223	0	0.95	1.8e-06	0.054	0	1	0.24
224	0.026	0.076	0.067	0.83	0.00031	3	0.16
225	0.031	0.16	0.065	0.75	0.001	3	0.16
226	0.16	0.013	0.18	0.62	0.024	3	0.16
227	0.23	0	0.53	0.24	2.1e-05	2	0.12
228	0.45	1.7e-06	0.36	0.18	0.015	0	0.11
229	0.15	0	0.017	0.00032	0.83	4	0.071
230	0.39	0.00018	0.24	0.22	0.15	0	0.11
231	0.37	0.00027	0.26	0.29	0.086	0	0.11
232	0.3	0.0021	0.19	0.28	0.23	0	0.11
233	0.48	0	0.08	0.0019	0.44	0	0.11
234	0.16	0.0038	0.2	0.62	0.01	3	0.16
235	0.45	0	0.43	0.12	0.0021	0	0.11
236	0.025	0	0.0014	9.5e-06	0.97	4	0.071
237	0.24	0.0055	0.21	0.47	0.076	3	0.16
238	0.083	0.087	0.0064	8.2e-05	0.82	4	0.071
239	0.0071	0.073	0.00012	0	0.92	4	0.071
240	0.22	0.076	0.041	0.0041	0.66	4	0.071
241	0.0092	0.066	0.00037	0	0.92	4	0.071
242	0.00074	0.056	4.2e-06	0	0.94	4	0.071
243	0.023	0.095	0.00033	0	0.88	4	0.071
244	0.27	0.035	0.15	0.27	0.29	4	0.071
245	0.00026	0.046	0	0	0.95	4	0.071
246	0.12	0.088	0.01	0.00015	0.78	4	0.071
247	0.032	0.077	0.0022	3.1e-05	0.89	4	0.071
248	0.056	0.089	0.0027	9.5e-06	0.85	4	0.071
249	0.039	0.072	0.0043	0.00029	0.88	4	0.071
250	0.18	0.091	0.015	0.00015	0.72	4	0.071
251	0.007	0.069	0.00016	0	0.92	4	0.071
252	0.098	0.075	0.017	0.0028	0.81	4	0.071
253	0.018	0.073	0.00085	6.5e-06	0.91	4	0.071
254	0.12	0.0077	0.14	0.72	0.011	3	0.16
255	0.32	0.022	0.2	0.3	0.16	0	0.11
256	0.34	0.056	0.11	0.043	0.45	4	0.071
257	0.098	0.045	0.11	0.73	0.025	3	0.16
258	0.18	0.076	0.034	0.005	0.71	4	0.071
259	0.59	0.022	0.22	0.044	0.12	0	0.11
260	0.11	0.077	0.018	0.002	0.79	4	0.071
261	0.31	0.033	0.16	0.23	0.26	0	0.11
262	0.14	0.077	0.024	0.0029	0.76	4	0.071
263	0.072	0.077	0.0091	0.00062	0.84	4	0.071
264	0.26	0.077	0.042	0.0024	0.62	4	0.071
265	0.0031	0.064	4.2e-05	0	0.93	4	0.071
266	0.38	0.058	0.1	0.021	0.43	4	0.071
267	0.0018	0.076	6e-06	0	0.92	4	0.071
268	0.048	0.076	0.0048	0.00021	0.87	4	0.071
269	0.17	0.076	0.033	0.0047	0.71	4	0.071
270	0.2	0.0038	0.2	0.58	0.017	3	0.16
271	0.02	0.045	0.063	0.87	9.5e-05	3	0.16
272	0.33	0.00082	0.2	0.24	0.23	0	0.11
273	0.16	0.037	0.16	0.6	0.047	3	0.16
274	0.5	0	0.38	0.11	0.0093	0	0.11
275	0.68	0	0.3	0.013	0.011	0	0.11
276	0.32	0.001	0.23	0.33	0.11	3	0.16
277	0.23	7.4e-05	0.3	0.47	0.0035	3	0.16
278	0.07	1.1e-05	0.24	0.69	1.7e-05	3	0.16
279	0.28	0.00054	0.26	0.43	0.029	3	0.16
280	0.078	0.00025	0.19	0.73	0.00017	3	0.16
281	0.098	0.068	0.12	0.69	0.015	3	0.16
282	0.35	0.00016	0.16	0.13	0.37	4	0.071
283	0.046	0	0.0051	0.00022	0.95	4	0.071
284	0.1	0.043	0.14	0.71	0.012	3	0.16
285	0.0012	0.00089	0.022	0.98	0	3	0.16
286	0.14	0	0.0073	1.3e-05	0.85	4	0.071
287	0.00029	0.0058	0.009	0.98	0	3	0.16
288	0.21	5e-06	0.36	0.44	0.00049	3	0.16
289	0.00012	0.7	0.0018	0.3	0	1	0.24
290	0.02	0.00023	0.11	0.87	2.9e-06	3	0.16
291	0.05	0.008	0.12	0.82	0.0004	3	0.16
292	0.071	8.2e-05	0.21	0.72	6.1e-05	3	0.16
293	0.0051	0	0.1	0.89	0	3	0.16
294	0.042	0.045	0.091	0.82	0.00079	3	0.16
295	0.33	0.00049	0.18	0.18	0.31	0	0.11
296	0.056	0	0.0029	9.1e-06	0.94	4	0.071
297	0.087	0.071	0.12	0.71	0.01	3	0.16
298	0.3	0	0.026	0.00012	0.67	4	0.071
299	0.28	8e-06	0.09	0.033	0.6	4	0.071
300	0.00089	0.33	0.0087	0.66	0	3	0.16
301	0.48	0	0.18	0.045	0.3	0	0.11
302	0.28	0.0017	0.23	0.41	0.069	3	0.16
303	0.0067	0.37	0.024	0.6	5.5e-05	3	0.16
304	0.38	0.00026	0.24	0.25	0.13	0	0.11
305	0.25	0	0.066	0.014	0.67	4	0.071
306	0.0097	0.13	0.038	0.82	3.5e-05	3	0.16
307	0.071	1.8e-06	0.28	0.65	5.9e-06	3	0.16
308	0.34	0.00015	0.16	0.12	0.37	4	0.071
309	0.42	2.7e-05	0.3	0.23	0.048	0	0.11
310	0	1	0	0.00097	0	1	0.24
311	0.44	0	0.51	0.048	0.00012	2	0.12
312	0.23	0.013	0.18	0.45	0.12	3	0.16
313	0.33	0.0004	0.26	0.35	0.056	3	0.16
314	0.31	0.00018	0.29	0.37	0.024	3	0.16
315	0.46	9.4e-06	0.21	0.093	0.23	0	0.11
316	0.033	0.15	0.068	0.75	0.0012	3	0.16
317	0.034	0	0.0049	0.00057	0.96	4	0.071
318	0.61	0	0.27	0.045	0.07	0	0.11
319	0.0068	0.0004	0.059	0.93	0	3	0.16
320	0.6	0	0.33	0.046	0.017	0	0.11
321	0.41	4.3e-06	0.35	0.22	0.013	0	0.11
322	0.41	1e-06	0.14	0.033	0.43	4	0.071
323	0.086	0	0.0053	2.3e-05	0.91	4	0.071
324	0.35	0.00056	0.23	0.27	0.15	0	0.11
325	0.16	0.00042	0.24	0.59	0.0026	3	0.16
326	0.24	0.014	0.17	0.4	0.18	3	0.16
327	0.0017	0.00022	0.031	0.97	0	3	0.16
328	0.27	8.8e-05	0.3	0.42	0.0073	3	0.16
329	0.49	6.6e-06	0.27	0.13	0.1	0	0.11
330	0.037	0.00012	0.12	0.84	2.4e-05	3	0.16
331	0.0029	0.0022	0.026	0.97	0	3	0.16
332	0.5	0.0041	0.34	0.15	0.017	0	0.11
333	0.097	0.0038	0.14	0.76	0.0038	3	0.16
334	0.025	0.07	0.0021	7.6e-05	0.9	4	0.071
335	0.0022	0.072	1.1e-05	0	0.93	4	0.071
336	0.02	5.6e-05	0.098	0.88	2.7e-06	3	0.16
337	0.29	0.032	0.16	0.27	0.25	0	0.11
338	0.0017	0.0017	0.02	0.98	0	3	0.16
339	0.23	0.0035	0.22	0.53	0.017	3	0.16
340	0.00048	0.031	0.0078	0.96	0	3	0.16
341	0.19	0.00071	0.25	0.56	0.0025	3	0.16
342	0.16	0.0012	0.2	0.63	0.004	3	0.16
343	0	0.79	0.0001	0.21	0	1	0.24
344	0.0014	0.0065	0.016	0.98	0	3	0.16
345	0.13	0.034	0.15	0.67	0.021	3	0.16
346	0.086	0	0.0032	2.6e-06	0.91	4	0.071
347	0.58	0	0.36	0.05	0.0096	0	0.11
348	0.022	0.046	0.067	0.87	0.00013	3	0.16
349	0.058	0.0011	0.15	0.79	0.00017	3	0.16
350	0.15	0.023	0.16	0.63	0.029	3	0.16
351	0.092	0.00035	0.2	0.71	0.00033	3	0.16
352	0.023	0.075	0.064	0.84	0.00022	3	0.16
353	0.12	0.026	0.15	0.69	0.014	3	0.16
354	0.28	0.0044	0.19	0.36	0.17	3	0.16
355	0.12	0.00053	0.22	0.66	0.0012	3	0.16
356	0.34	0.00067	0.2	0.22	0.24	0	0.11
357	0.088	0	0.0033	2.7e-06	0.91	4	0.071
358	0.32	1e-06	0.095	0.022	0.57	4	0.071
359	1e-05	0.56	0.00063	0.44	0	1	0.24
360	0.56	0	0.28	0.076	0.077	0	0.11
361	0.00029	0.57	0.0035	0.42	0	1	0.24
362	0.071	0.074	0.011	0.0014	0.84	4	0.071
363	0.061	0.077	0.007	0.0004	0.85	4	0.071
364	0.0017	0.058	2e-05	0	0.94	4	0.071
365	0.29	0.0032	0.19	0.32	0.19	3	0.16
366	0.13	0.00034	0.21	0.66	0.0009	3	0.16
367	0.51	0.0011	0.39	0.094	0.0032	0	0.11
368	0.21	0.017	0.16	0.52	0.094	3	0.16
369	0.00071	0.047	0.009	0.94	0	3	0.16
370	0.17	0.079	0.027	0.0022	0.72	4	0.071
371	0.27	0.0014	0.29	0.43	0.0055	3	0.16
372	0.046	1e-06	0.22	0.73	0	3	0.16
373	0.53	0	0.11	0.0039	0.36	0	0.11
374	0.0027	0.087	0.021	0.89	0	3	0.16
375	0.42	6.2e-05	0.22	0.15	0.22	0	0.11
376	1.7e-05	0.57	0.00081	0.43	0	1	0.24
377	0.15	0.0094	0.18	0.65	0.013	3	0.16
378	0.12	0.078	0.13	0.64	0.033	3	0.16
379	0.19	0.099	0.01	2.2e-05	0.7	4	0.071
380	0.0021	0	3.1e-05	0	1	4	0.071
381	0	0.85	3.6e-05	0.15	0	1	0.24
382	0.28	0	0.43	0.29	0.00047	2	0.12
383	0.28	0	0.057	0.0044	0.65	4	0.071
384	0.5	1.1e-06	0.34	0.13	0.029	0	0.11
385	0.075	0.013	0.13	0.77	0.0019	3	0.16
386	0.14	0	0.38	0.47	3.5e-05	3	0.16
387	0.3	0.0015	0.23	0.37	0.095	3	0.16
388	0.15	0	0.025	0.0016	0.82	4	0.071
389	0.37	0	0.092	0.01	0.52	4	0.071
390	0.27	0.0023	0.23	0.45	0.059	3	0.16
391	0.019	0.022	0.067	0.89	4.9e-05	3	0.16
392	0.054	0	0.005	0.00011	0.94	4	0.071
393	0.66	0	0.34	0.0016	9.3e-05	0	0.11
394	0.18	0	0.029	0.0018	0.79	4	0.071
395	0.025	0.015	0.08	0.88	7.7e-05	3	0.16
396	0.0003	0.24	0.005	0.76	0	3	0.16
397	0	0.026	0	0.97	0	3	0.16
398	3.2e-05	0.19	0.00015	0.81	0	3	0.16
399	0.089	0	0.012	0.00065	0.9	4	0.071
400	0.34	0.024	0.21	0.25	0.17	0	0.11
401	0.032	0.014	0.091	0.86	0.00016	3	0.16
402	0.18	0.00093	0.23	0.58	0.0065	3	0.16
403	0.051	2e-06	0.25	0.7	2.1e-06	3	0.16
404	0.54	0	0.1	0.0034	0.35	0	0.11
405	0.56	0	0.24	0.059	0.14	0	0.11
406	0.29	8.4e-05	0.12	0.074	0.52	4	0.071
407	0.16	0.0037	0.2	0.62	0.011	3	0.16
408	0.0053	0	0.00015	0	0.99	4	0.071
409	0.64	0	0.27	0.033	0.06	0	0.11
410	0.13	0.014	0.17	0.67	0.013	3	0.16
411	0.019	0.015	0.069	0.9	3.6e-05	3	0.16
412	0.23	2.8e-05	0.32	0.44	0.0021	3	0.16
413	0.2	2.5e-05	0.32	0.49	0.00097	3	0.16
414	0.11	0.0049	0.17	0.71	0.0033	3	0.16
415	1.1e-06	0.97	3.9e-05	0.029	0	1	0.24
416	0.33	0.001	0.2	0.26	0.21	0	0.11
417	0.1	0.011	0.16	0.73	0.0044	3	0.16
418	0.53	0	0.11	0.0041	0.36	0	0.11
419	0.53	0	0.12	0.0063	0.35	0	0.11
420	0.21	0.019	0.17	0.47	0.12	3	0.16
421	0.11	1.2e-05	0.29	0.6	8.2e-05	3	0.16
422	0.37	4.9e-06	0.13	0.045	0.45	4	0.071
423	0	0.98	1.5e-05	0.017	0	1	0.24
424	0.093	0.074	0.12	0.7	0.014	3	0.16
425	0.0022	0.057	4.1e-05	0	0.94	4	0.071
426	0.45	0.026	0.22	0.14	0.17	0	0.11
427	0.005	0.077	4.5e-05	0	0.92	4	0.071
428	0.00027	0.052	0	0	0.95	4	0.071
429	0.056	0.077	0.0058	0.00025	0.86	4	0.071
430	2.5e-05	0.039	0	0	0.96	4	0.071
431	0.18	0.068	0.051	0.026	0.68	4	0.071
432	0.0054	0.062	0.00016	0	0.93	4	0.071
433	0.039	0.075	0.0035	0.00012	0.88	4	0.071
434	0.17	0.072	0.04	0.013	0.71	4	0.071
435	0.025	0.077	0.0012	7.9e-06	0.9	4	0.071
436	0.35	0.044	0.15	0.11	0.35	0	0.11
437	0.23	0.0047	0.22	0.52	0.024	3	0.16
438	0.62	0.024	0.21	0.027	0.13	0	0.11
439	0.34	0.032	0.18	0.21	0.24	0	0.11
440	0.22	4.3e-06	0.57	0.21	4.3e-06	2	0.12
441	0.4	0.047	0.14	0.061	0.35	0	0.11
442	0.027	0.08	0.0012	5e-06	0.89	4	0.071
443	0.0064	0.073	9.9e-05	0	0.92	4	0.071
444	0.36	0.038	0.17	0.15	0.29	0	0.11
445	0.057	0.074	0.0077	0.00079	0.86	4	0.071
446	0.042	0.074	0.0044	0.00023	0.88	4	0.071
447	0.017	0.07	0.001	1.5e-05	0.91	4	0.071
448	0.0028	0.058	5.9e-05	0	0.94	4	0.071
449	0.004	0.057	0.00014	0	0.94	4	0.071
450	0.11	0.076	0.02	0.0033	0.79	4	0.071
451	3.8e-05	0.041	0	0	0.96	4	0.071
452	0.29	0.011	0.21	0.42	0.068	3	0.16
453	0.16	0.076	0.032	0.0051	0.72	4	0.071
454	0.0065	0.061	0.00027	0	0.93	4	0.071
455	0.66	0.015	0.23	0.023	0.068	0	0.11
456	0.13	0.076	0.023	0.0037	0.77	4	0.071
457	0.02	0.074	0.001	7.4e-06	0.9	4	0.071
458	0.044	0.073	0.0049	0.00031	0.88	4	0.071
459	0.27	0.083	0.032	0.00067	0.62	4	0.071
460	0.0018	0.06	2e-05	0	0.94	4	0.071
461	0.036	0.083	0.0018	9e-06	0.88	4	0.071
462	0.12	0.036	0.12	0.68	0.045	3	0.16
463	0.36	0.0046	0.29	0.32	0.022	0	0.11
464	0.17	0.077	0.032	0.0038	0.71	4	0.071
465	0.012	0.36	0.032	0.6	0.00026	3	0.16
466	6e-05	0.19	0.0025	0.81	0	3	0.16
467	0.15	0.009	0.18	0.65	0.013	3	0.16
468	0.00046	0.0029	0.012	0.98	0	3	0.16
469	0.0055	0.0084	0.04	0.95	0	3	0.16
470	0.22	0	0.041	0.0035	0.74	4	0.071
471	0.0046	0.054	0.029	0.91	2e-06	3	0.16
472	0.34	0.00029	0.27	0.34	0.052	3	0.16
473	0.52	0	0.37	0.098	0.012	0	0.11
474	0.00047	0.13	0.0063	0.86	0	3	0.16
475	0.09	0.014	0.12	0.77	0.0077	3	0.16
476	0.00048	0.014	0.0084	0.98	0	3	0.16
477	0.2	0.022	0.15	0.52	0.11	3	0.16
478	0.053	0.058	0.079	0.8	0.0048	3	0.16
479	0.25	0.0014	0.27	0.47	0.0059	3	0.16
480	0.047	0.089	0.0019	4.9e-06	0.86	4	0.071
481	1.2e-05	0.78	0.00045	0.22	0	1	0.24
