SNV	cluster0	cluster1	cluster	dcf0
93	0.00018	1	1	0.16
94	0.047	0.95	1	0.16
95	0.019	0.98	1	0.16
96	0.39	0.61	1	0.16
97	0.95	0.051	0	0.089
98	0.004	1	1	0.16
99	0.12	0.88	1	0.16
100	0.1	0.9	1	0.16
101	0.95	0.05	0	0.089
102	0.95	0.045	0	0.089
103	0.25	0.75	1	0.16
104	0.00018	1	1	0.16
105	0.073	0.93	1	0.16
106	0.00041	1	1	0.16
107	0.098	0.9	1	0.16
108	1	0.0014	0	0.089
109	0.013	0.99	1	0.16
110	0.78	0.22	0	0.089
111	0.99	0.0084	0	0.089
112	1	0.00053	0	0.089
113	1	0.0005	0	0.089
114	0.0074	0.99	1	0.16
115	0.93	0.073	0	0.089
116	1	8.1e-05	0	0.089
117	0.99	0.013	0	0.089
118	0.29	0.71	1	0.16
119	0.98	0.021	0	0.089
120	1	0.00036	0	0.089
121	0.24	0.76	1	0.16
122	0.0026	1	1	0.16
123	0.4	0.6	1	0.16
124	0.98	0.021	0	0.089
125	0.98	0.021	0	0.089
126	1	3.4e-06	0	0.089
127	0.002	1	1	0.16
128	1	0	0	0.089
129	0.82	0.18	0	0.089
130	0.98	0.019	0	0.089
131	1	0.00015	0	0.089
132	1	9.3e-05	0	0.089
133	1	0	0	0.089
134	0.34	0.66	1	0.16
135	5.2e-05	1	1	0.16
136	6.2e-05	1	1	0.16
137	1	6.8e-05	0	0.089
138	0.38	0.62	1	0.16
139	0.78	0.22	0	0.089
140	0.57	0.43	0	0.089
141	0.81	0.19	0	0.089
142	0.11	0.89	1	0.16
143	0.18	0.82	1	0.16
144	0.36	0.64	1	0.16
145	0.44	0.56	1	0.16
146	0.14	0.86	1	0.16
147	0.95	0.049	0	0.089
148	1	0.0026	0	0.089
149	0.00081	1	1	0.16
150	0.022	0.98	1	0.16
151	1	0	0	0.089
152	0.0001	1	1	0.16
153	0.68	0.32	0	0.089
154	0.48	0.52	1	0.16
155	0.066	0.93	1	0.16
156	0.14	0.86	1	0.16
157	0.41	0.59	1	0.16
158	0.00084	1	1	0.16
159	0.18	0.82	1	0.16
160	0.79	0.21	0	0.089
161	0	1	1	0.16
162	1	2.5e-05	0	0.089
163	1	0.0016	0	0.089
164	1	0	0	0.089
165	0.014	0.99	1	0.16
166	0.00022	1	1	0.16
167	0.002	1	1	0.16
168	0	1	1	0.16
169	0.42	0.58	1	0.16
170	0.81	0.19	0	0.089
171	0.22	0.78	1	0.16
172	0.096	0.9	1	0.16
173	0	1	1	0.16
174	0.0077	0.99	1	0.16
175	0.00016	1	1	0.16
176	0.11	0.89	1	0.16
177	0.7	0.3	0	0.089
178	0.0018	1	1	0.16
179	0.013	0.99	1	0.16
180	0.0013	1	1	0.16
181	0.023	0.98	1	0.16
182	0.0088	0.99	1	0.16
183	0.57	0.43	0	0.089
184	0.23	0.77	1	0.16
185	0	1	1	0.16
186	0.97	0.034	0	0.089
187	0.012	0.99	1	0.16
188	0.12	0.88	1	0.16
189	0.81	0.19	0	0.089
190	0.86	0.14	0	0.089
191	0.084	0.92	1	0.16
192	0.23	0.77	1	0.16
193	9.2e-05	1	1	0.16
194	0.96	0.042	0	0.089
195	0.55	0.45	0	0.089
196	0.56	0.44	0	0.089
197	0.47	0.53	1	0.16
198	0.15	0.85	1	0.16
199	9.6e-06	1	1	0.16
200	0.94	0.06	0	0.089
201	0.96	0.042	0	0.089
202	1	0.0022	0	0.089
203	0.4	0.6	1	0.16
204	1	0	0	0.089
205	0.17	0.83	1	0.16
206	1.9e-05	1	1	0.16
207	1	0	0	0.089
208	1	6e-06	0	0.089
209	1	3.4e-05	0	0.089
210	0.33	0.67	1	0.16
211	1	0	0	0.089
212	1	0.0023	0	0.089
213	0.84	0.16	0	0.089
214	0.015	0.98	1	0.16
215	0.052	0.95	1	0.16
216	0.86	0.14	0	0.089
217	1	3.4e-06	0	0.089
218	1	3e-05	0	0.089
219	0.0039	1	1	0.16
220	0.00018	1	1	0.16
221	0.011	0.99	1	0.16
222	1.2e-05	1	1	0.16
223	0	1	1	0.16
224	0.0086	0.99	1	0.16
225	0.017	0.98	1	0.16
226	0.18	0.82	1	0.16
227	0.063	0.94	1	0.16
228	0.62	0.38	0	0.089
229	1	0.00034	0	0.089
230	0.72	0.28	0	0.089
231	0.59	0.41	0	0.089
232	0.65	0.35	0	0.089
233	1	0.0012	0	0.089
234	0.14	0.86	1	0.16
235	0.56	0.44	0	0.089
236	1	2.6e-05	0	0.089
237	0.38	0.62	1	0.16
238	1	0.00012	0	0.089
239	1	0	0	0.089
240	1	0.0044	0	0.089
241	1	1.1e-05	0	0.089
242	1	0	0	0.089
243	1	0	0	0.089
244	0.67	0.33	0	0.089
245	1	0	0	0.089
246	1	0.00017	0	0.089
247	1	7.8e-05	0	0.089
248	1	1.4e-05	0	0.089
249	1	0.00078	0	0.089
250	1	0.00013	0	0.089
251	1	0	0	0.089
252	1	0.0049	0	0.089
253	1	2.2e-05	0	0.089
254	0.1	0.9	1	0.16
255	0.62	0.38	0	0.089
256	0.95	0.046	0	0.089
257	0.12	0.88	1	0.16
258	0.99	0.0062	0	0.089
259	0.95	0.049	0	0.089
260	1	0.0032	0	0.089
261	0.71	0.29	0	0.089
262	1	0.0041	0	0.089
263	1	0.0012	0	0.089
264	1	0.0022	0	0.089
265	1	0	0	0.089
266	0.98	0.02	0	0.089
267	1	0	0	0.089
268	1	0.00047	0	0.089
269	0.99	0.006	0	0.089
270	0.21	0.79	1	0.16
271	0.0045	1	1	0.16
272	0.7	0.3	0	0.089
273	0.22	0.78	1	0.16
274	0.71	0.29	0	0.089
275	0.97	0.03	0	0.089
276	0.56	0.44	0	0.089
277	0.17	0.83	1	0.16
278	0.0082	0.99	1	0.16
279	0.35	0.65	1	0.16
280	0.018	0.98	1	0.16
281	0.1	0.9	1	0.16
282	0.85	0.15	0	0.089
283	1	0.00051	0	0.089
284	0.098	0.9	1	0.16
285	1.3e-05	1	1	0.16
286	1	1e-05	0	0.089
287	1.8e-06	1	1	0.16
288	0.09	0.91	1	0.16
289	1.3e-05	1	1	0.16
290	0.0014	1	1	0.16
291	0.016	0.98	1	0.16
292	0.012	0.99	1	0.16
293	2.3e-05	1	1	0.16
294	0.017	0.98	1	0.16
295	0.78	0.22	0	0.089
296	1	1.4e-05	0	0.089
297	0.081	0.92	1	0.16
298	1	7.5e-05	0	0.089
299	0.96	0.038	0	0.089
300	6.8e-05	1	1	0.16
301	0.95	0.045	0	0.089
302	0.43	0.57	1	0.16
303	0.0025	1	1	0.16
304	0.67	0.33	0	0.089
305	0.98	0.016	0	0.089
306	0.002	1	1	0.16
307	0.006	0.99	1	0.16
308	0.86	0.14	0	0.089
309	0.63	0.37	0	0.089
310	0	1	1	0.16
311	0.54	0.46	0	0.089
312	0.41	0.59	1	0.16
313	0.49	0.51	1	0.16
314	0.39	0.61	1	0.16
315	0.89	0.11	0	0.089
316	0.018	0.98	1	0.16
317	1	0.0018	0	0.089
318	0.94	0.061	0	0.089
319	0.00021	1	1	0.16
320	0.9	0.1	0	0.089
321	0.52	0.48	0	0.089
322	0.97	0.032	0	0.089
323	1	2.8e-05	0	0.089
324	0.65	0.35	0	0.089
325	0.096	0.9	1	0.16
326	0.49	0.51	1	0.16
327	1.7e-05	1	1	0.16
328	0.24	0.76	1	0.16
329	0.83	0.17	0	0.089
330	0.0047	1	1	0.16
331	0.0001	1	1	0.16
332	0.69	0.31	0	0.089
333	0.061	0.94	1	0.16
334	1	0.00025	0	0.089
335	1	0	0	0.089
336	0.0013	1	1	0.16
337	0.67	0.33	0	0.089
338	4.1e-05	1	1	0.16
339	0.24	0.76	1	0.16
340	9.9e-06	1	1	0.16
341	0.12	0.88	1	0.16
342	0.1	0.9	1	0.16
343	0	1	1	0.16
344	4e-05	1	1	0.16
345	0.14	0.86	1	0.16
346	1	2.5e-06	0	0.089
347	0.87	0.13	0	0.089
348	0.0055	0.99	1	0.16
349	0.014	0.99	1	0.16
350	0.18	0.82	1	0.16
351	0.027	0.97	1	0.16
352	0.007	0.99	1	0.16
353	0.11	0.89	1	0.16
354	0.54	0.46	0	0.089
355	0.055	0.95	1	0.16
356	0.72	0.28	0	0.089
357	1	2.6e-06	0	0.089
358	0.98	0.023	0	0.089
359	0	1	1	0.16
360	0.89	0.11	0	0.089
361	2.7e-05	1	1	0.16
362	1	0.003	0	0.089
363	1	0.00081	0	0.089
364	1	0	0	0.089
365	0.59	0.41	0	0.089
366	0.053	0.95	1	0.16
367	0.68	0.32	0	0.089
368	0.35	0.65	1	0.16
369	2.2e-05	1	1	0.16
370	1	0.0027	0	0.089
371	0.23	0.77	1	0.16
372	0.0023	1	1	0.16
373	1	0.0028	0	0.089
374	0.00018	1	1	0.16
375	0.83	0.17	0	0.089
376	0	1	1	0.16
377	0.13	0.87	1	0.16
378	0.16	0.84	1	0.16
379	1	1.5e-05	0	0.089
380	1	0	0	0.089
381	0	1	1	0.16
382	0.16	0.84	1	0.16
383	1	0.0041	0	0.089
384	0.75	0.25	0	0.089
385	0.038	0.96	1	0.16
386	0.026	0.97	1	0.16
387	0.5	0.5	1	0.16
388	1	0.0019	0	0.089
389	0.99	0.0089	0	0.089
390	0.38	0.62	1	0.16
391	0.0033	1	1	0.16
392	1	0.00022	0	0.089
393	0.98	0.016	0	0.089
394	1	0.0021	0	0.089
395	0.0048	1	1	0.16
396	9.7e-06	1	1	0.16
397	0	1	1	0.16
398	7.6e-06	1	1	0.16
399	1	0.0011	0	0.089
400	0.68	0.32	0	0.089
401	0.0079	0.99	1	0.16
402	0.14	0.86	1	0.16
403	0.003	1	1	0.16
404	1	0.0024	0	0.089
405	0.93	0.07	0	0.089
406	0.91	0.089	0	0.089
407	0.14	0.86	1	0.16
408	1	2.2e-06	0	0.089
409	0.95	0.045	0	0.089
410	0.12	0.88	1	0.16
411	0.0029	1	1	0.16
412	0.15	0.85	1	0.16
413	0.096	0.9	1	0.16
414	0.067	0.93	1	0.16
415	0	1	1	0.16
416	0.68	0.32	0	0.089
417	0.068	0.93	1	0.16
418	1	0.0029	0	0.089
419	1	0.0048	0	0.089
420	0.39	0.61	1	0.16
421	0.023	0.98	1	0.16
422	0.95	0.047	0	0.089
423	0	1	1	0.16
424	0.095	0.91	1	0.16
425	1	0	0	0.089
426	0.84	0.16	0	0.089
427	1	0	0	0.089
428	1	0	0	0.089
429	1	0.00052	0	0.089
430	1	0	0	0.089
431	0.96	0.037	0	0.089
432	1	3.7e-06	0	0.089
433	1	0.0003	0	0.089
434	0.98	0.018	0	0.089
435	1	2.1e-05	0	0.089
436	0.88	0.12	0	0.089
437	0.26	0.74	1	0.16
438	0.97	0.029	0	0.089
439	0.74	0.26	0	0.089
440	0.043	0.96	1	0.16
441	0.94	0.064	0	0.089
442	1	1.2e-05	0	0.089
443	1	0	0	0.089
444	0.83	0.17	0	0.089
445	1	0.0018	0	0.089
446	1	0.00057	0	0.089
447	1	5.5e-05	0	0.089
448	1	0	0	0.089
449	1	8.5e-06	0	0.089
450	0.99	0.0053	0	0.089
451	1	0	0	0.089
452	0.44	0.56	1	0.16
453	0.99	0.0067	0	0.089
454	1	1.4e-05	0	0.089
455	0.97	0.028	0	0.089
456	0.99	0.0056	0	0.089
457	1	2.3e-05	0	0.089
458	1	0.00079	0	0.089
459	1	0.00053	0	0.089
460	1	0	0	0.089
461	1	1.9e-05	0	0.089
462	0.18	0.82	1	0.16
463	0.46	0.54	1	0.16
464	1	0.0047	0	0.089
465	0.0066	0.99	1	0.16
466	0	1	1	0.16
467	0.14	0.86	1	0.16
468	3.4e-06	1	1	0.16
469	0.0003	1	1	0.16
470	1	0.0037	0	0.089
471	0.00037	1	1	0.16
472	0.49	0.51	1	0.16
473	0.76	0.24	0	0.089
474	1.7e-05	1	1	0.16
475	0.072	0.93	1	0.16
476	7.8e-06	1	1	0.16
477	0.36	0.64	1	0.16
478	0.041	0.96	1	0.16
479	0.21	0.79	1	0.16
480	1	7.8e-06	0	0.089
481	0	1	1	0.16
482	0.00012	1	1	0.16
483	0.93	0.066	0	0.089
484	1.1e-06	1	1	0.16
485	0.0065	0.99	1	0.16
486	1	0.0019	0	0.089
487	0.094	0.91	1	0.16
488	0.0013	1	1	0.16
489	0.93	0.069	0	0.089
490	0.027	0.97	1	0.16
491	0.078	0.92	1	0.16
492	0.039	0.96	1	0.16
493	0.31	0.69	1	0.16
494	0.0032	1	1	0.16
495	1	0.0022	0	0.089
496	1	0	0	0.089
497	0.19	0.81	1	0.16
498	1	0.0011	0	0.089
499	0.01	0.99	1	0.16
500	0.89	0.11	0	0.089
501	0.018	0.98	1	0.16
502	0.68	0.32	0	0.089
503	0.75	0.25	0	0.089
504	0.11	0.89	1	0.16
505	0.077	0.92	1	0.16
506	0.19	0.81	1	0.16
507	0.11	0.89	1	0.16
508	0.11	0.89	1	0.16
509	0.64	0.36	0	0.089
510	0.0011	1	1	0.16
511	1	0.0021	0	0.089
512	0.2	0.8	1	0.16
513	0.83	0.17	0	0.089
514	0.02	0.98	1	0.16
515	0.98	0.015	0	0.089
516	0.13	0.87	1	0.16
517	0.0018	1	1	0.16
518	0.004	1	1	0.16
519	0.99	0.0064	0	0.089
520	1	0.00044	0	0.089
521	0.046	0.95	1	0.16
522	1	0	0	0.089
523	1	0.0001	0	0.089
524	0.81	0.19	0	0.089
525	1	8.3e-06	0	0.089
526	0.00027	1	1	0.16
527	0.036	0.96	1	0.16
528	0.58	0.42	0	0.089
529	1	0.0039	0	0.089
530	0	1	1	0.16
531	0.34	0.66	1	0.16
532	0.005	0.99	1	0.16
533	0.75	0.25	0	0.089
534	0.98	0.025	0	0.089
535	1	0.00011	0	0.089
536	1	1e-05	0	0.089
537	0.099	0.9	1	0.16
538	0.24	0.76	1	0.16
539	0.49	0.51	1	0.16
540	1	0	0	0.089
541	0.33	0.67	1	0.16
542	0.013	0.99	1	0.16
543	0.4	0.6	1	0.16
544	1	0.00025	0	0.089
545	0.083	0.92	1	0.16
546	0.47	0.53	1	0.16
547	0.99	0.011	0	0.089
548	0.31	0.69	1	0.16
549	1	0.00032	0	0.089
550	0.17	0.83	1	0.16
551	1	0.00027	0	0.089
552	0.5	0.5	0	0.089
553	1	3.6e-05	0	0.089
554	0.00012	1	1	0.16
555	0.46	0.54	1	0.16
556	0.26	0.74	1	0.16
557	0.98	0.021	0	0.089
558	0	1	1	0.16
559	0.38	0.62	1	0.16
560	0.012	0.99	1	0.16
561	0.011	0.99	1	0.16
562	0.00034	1	1	0.16
563	0.67	0.33	0	0.089
564	1	0	0	0.089
565	0.017	0.98	1	0.16
566	0.031	0.97	1	0.16
567	0	1	1	0.16
568	0.82	0.18	0	0.089
569	1	0.0018	0	0.089
570	0.001	1	1	0.16
571	0.99	0.0069	0	0.089
572	1	0.00027	0	0.089
573	0.74	0.26	0	0.089
574	1.1e-05	1	1	0.16
575	1	0	0	0.089
576	0.99	0.0052	0	0.089
577	0.64	0.36	0	0.089
578	0	1	1	0.16
579	0.13	0.87	1	0.16
580	0	1	1	0.16
581	2.8e-06	1	1	0.16
582	0.0076	0.99	1	0.16
583	0.92	0.08	0	0.089
584	0.33	0.67	1	0.16
585	0.011	0.99	1	0.16
586	0.4	0.6	1	0.16
587	0	1	1	0.16
588	0.96	0.042	0	0.089
589	1	0.0012	0	0.089
590	1	0.0011	0	0.089
591	0	1	1	0.16
592	0.003	1	1	0.16
593	0.23	0.77	1	0.16
594	0.11	0.89	1	0.16
595	0.98	0.024	0	0.089
596	0.0093	0.99	1	0.16
597	0.97	0.028	0	0.089
598	8.8e-06	1	1	0.16
599	0.065	0.93	1	0.16
600	0.055	0.95	1	0.16
601	1	0	0	0.089
602	0.12	0.88	1	0.16
603	0.14	0.86	1	0.16
604	2.8e-06	1	1	0.16
605	0.84	0.16	0	0.089
606	1	0.0042	0	0.089
607	0.38	0.62	1	0.16
608	1	7.5e-05	0	0.089
609	0.86	0.14	0	0.089
610	0.77	0.23	0	0.089
611	0.0014	1	1	0.16
612	0.99	0.013	0	0.089
613	0.1	0.9	1	0.16
614	1	0	0	0.089
615	0.42	0.58	1	0.16
616	0.03	0.97	1	0.16
617	1	0.0017	0	0.089
618	0.0093	0.99	1	0.16
619	0.9	0.098	0	0.089
620	0.41	0.59	1	0.16
621	0.41	0.59	1	0.16
622	0.32	0.68	1	0.16
623	0.1	0.9	1	0.16
624	0.88	0.12	0	0.089
625	1	2.9e-05	0	0.089
626	0.00069	1	1	0.16
627	0.53	0.47	0	0.089
628	0.13	0.87	1	0.16
629	0.055	0.95	1	0.16
630	0.41	0.59	1	0.16
631	3.6e-05	1	1	0.16
632	0.15	0.85	1	0.16
633	0.00066	1	1	0.16
634	3.6e-05	1	1	0.16
635	0.98	0.025	0	0.089
636	0.63	0.37	0	0.089
637	6.8e-06	1	1	0.16
638	0.88	0.12	0	0.089
639	0.3	0.7	1	0.16
640	0.049	0.95	1	0.16
641	7.4e-06	1	1	0.16
642	0.85	0.15	0	0.089
643	0.52	0.48	0	0.089
644	0.47	0.53	1	0.16
645	8e-05	1	1	0.16
646	1	1.9e-05	0	0.089
647	1.2e-06	1	1	0.16
648	0.96	0.038	0	0.089
649	0.8	0.2	0	0.089
650	1	0.00048	0	0.089
651	0.00023	1	1	0.16
652	0.0014	1	1	0.16
653	0	1	1	0.16
654	0	1	1	0.16
655	0.00063	1	1	0.16
656	0.89	0.11	0	0.089
657	0.13	0.87	1	0.16
658	9.5e-05	1	1	0.16
659	2.2e-05	1	1	0.16
660	0	1	1	0.16
661	0.0049	1	1	0.16
662	0	1	1	0.16
663	0	1	1	0.16
664	0.028	0.97	1	0.16
665	0.73	0.27	0	0.089
666	3.6e-06	1	1	0.16
667	1	0	0	0.089
668	0	1	1	0.16
669	0.001	1	1	0.16
670	0.014	0.99	1	0.16
671	0.81	0.19	0	0.089
672	1	0.0033	0	0.089
673	6.1e-06	1	1	0.16
674	0.0011	1	1	0.16
675	0.45	0.55	1	0.16
676	0.0012	1	1	0.16
677	1	0	0	0.089
678	1	1.1e-05	0	0.089
679	0.51	0.49	0	0.089
680	0.88	0.12	0	0.089
681	0.011	0.99	1	0.16
682	0.96	0.039	0	0.089
683	0.99	0.0061	0	0.089
684	0.29	0.71	1	0.16
685	1	0.0012	0	0.089
686	0.92	0.079	0	0.089
687	0.00058	1	1	0.16
688	0.001	1	1	0.16
689	0.095	0.91	1	0.16
690	0.93	0.066	0	0.089
691	0.99	0.005	0	0.089
692	0.0018	1	1	0.16
693	0.00013	1	1	0.16
694	0.064	0.94	1	0.16
695	0.00013	1	1	0.16
696	0.12	0.88	1	0.16
697	0.14	0.86	1	0.16
698	0.0015	1	1	0.16
699	1	0	0	0.089
700	1	0.0035	0	0.089
701	0.28	0.72	1	0.16
702	0.01	0.99	1	0.16
703	1	0	0	0.089
704	1	0.0001	0	0.089
705	0.78	0.22	0	0.089
706	0.0045	1	1	0.16
707	0.82	0.18	0	0.089
708	0.063	0.94	1	0.16
709	1	0	0	0.089
710	1	0.0012	0	0.089
711	1	0.0049	0	0.089
712	0.96	0.037	0	0.089
713	0.016	0.98	1	0.16
714	0.012	0.99	1	0.16
715	0.84	0.16	0	0.089
716	1	0.0035	0	0.089
717	1	0.00021	0	0.089
718	1	0.00092	0	0.089
719	0.051	0.95	1	0.16
720	2e-05	1	1	0.16
721	0.87	0.13	0	0.089
722	0.4	0.6	1	0.16
723	4.6e-05	1	1	0.16
724	2.8e-05	1	1	0.16
725	1	2.4e-05	0	0.089
726	1	0.00057	0	0.089
727	0.24	0.76	1	0.16
728	0.46	0.54	1	0.16
729	1	3.1e-06	0	0.089
730	0.98	0.023	0	0.089
731	0.047	0.95	1	0.16
732	0.42	0.58	1	0.16
733	0.99	0.014	0	0.089
734	0.52	0.48	0	0.089
735	0.3	0.7	1	0.16
736	0.5	0.5	0	0.089
737	0.15	0.85	1	0.16
738	0	1	1	0.16
739	0.82	0.18	0	0.089
740	0.21	0.79	1	0.16
741	0	1	1	0.16
742	1.9e-05	1	1	0.16
743	0	1	1	0.16
744	0	1	1	0.16
745	8.2e-05	1	1	0.16
746	0.013	0.99	1	0.16
747	0	1	1	0.16
748	0	1	1	0.16
749	0	1	1	0.16
750	0.015	0.99	1	0.16
751	0	1	1	0.16
752	0	1	1	0.16
753	0.28	0.72	1	0.16
754	0.42	0.58	1	0.16
755	0.99	0.014	0	0.089
756	0.99	0.009	0	0.089
757	0.77	0.23	0	0.089
758	0.00012	1	1	0.16
759	0.97	0.029	0	0.089
760	0	1	1	0.16
761	0.13	0.87	1	0.16
762	0.89	0.11	0	0.089
763	0.00065	1	1	0.16
764	0.02	0.98	1	0.16
765	0.96	0.035	0	0.089
766	1	0	0	0.089
767	0.98	0.016	0	0.089
768	0.34	0.66	1	0.16
769	0.94	0.055	0	0.089
770	0	1	1	0.16
771	0.98	0.023	0	0.089
772	0.019	0.98	1	0.16
773	1	0.0041	0	0.089
774	1	0	0	0.089
775	1	0.0009	0	0.089
776	0.078	0.92	1	0.16
777	0.91	0.09	0	0.089
778	0.01	0.99	1	0.16
779	1	0.0026	0	0.089
780	0.99	0.0059	0	0.089
781	0.033	0.97	1	0.16
782	0.00011	1	1	0.16
783	0.011	0.99	1	0.16
784	0	1	1	0.16
785	0.00018	1	1	0.16
786	2.5e-05	1	1	0.16
787	0.98	0.025	0	0.089
788	1	0.00092	0	0.089
789	0	1	1	0.16
790	0.5	0.5	0	0.089
791	0.095	0.91	1	0.16
792	0.00024	1	1	0.16
793	2.4e-05	1	1	0.16
794	0.1	0.9	1	0.16
795	1	0.0011	0	0.089
796	0.014	0.99	1	0.16
797	0.092	0.91	1	0.16
798	0.15	0.85	1	0.16
799	0.98	0.019	0	0.089
800	0.33	0.67	1	0.16
801	0.1	0.9	1	0.16
802	0.12	0.88	1	0.16
803	0.74	0.26	0	0.089
804	0.00054	1	1	0.16
805	1	0	0	0.089
806	1	0.0021	0	0.089
807	1	0.00021	0	0.089
808	0.89	0.11	0	0.089
809	3.1e-05	1	1	0.16
810	1	0	0	0.089
811	0	1	1	0.16
812	0.00026	1	1	0.16
813	1	3.2e-06	0	0.089
814	0.0021	1	1	0.16
815	2.4e-05	1	1	0.16
816	0.99	0.012	0	0.089
817	0.98	0.016	0	0.089
818	4e-06	1	1	0.16
819	0.0078	0.99	1	0.16
820	0.077	0.92	1	0.16
821	0.72	0.28	0	0.089
822	0.64	0.36	0	0.089
823	0.4	0.6	1	0.16
824	0.009	0.99	1	0.16
825	0.098	0.9	1	0.16
826	0.051	0.95	1	0.16
827	0.0083	0.99	1	0.16
828	0.37	0.63	1	0.16
829	0.041	0.96	1	0.16
830	0.00048	1	1	0.16
831	0.93	0.069	0	0.089
832	0.02	0.98	1	0.16
833	1	0.0019	0	0.089
834	2.1e-06	1	1	0.16
835	0.65	0.35	0	0.089
836	0.99	0.011	0	0.089
837	0.011	0.99	1	0.16
838	0.04	0.96	1	0.16
839	4.3e-05	1	1	0.16
840	0.15	0.85	1	0.16
841	0.76	0.24	0	0.089
842	1	2.4e-05	0	0.089
843	0.86	0.14	0	0.089
844	0.71	0.29	0	0.089
845	0.0027	1	1	0.16
846	0.074	0.93	1	0.16
847	0.072	0.93	1	0.16
848	0.99	0.014	0	0.089
849	0.11	0.89	1	0.16
850	1	0	0	0.089
851	0.0024	1	1	0.16
852	0.62	0.38	0	0.089
853	0.81	0.19	0	0.089
854	0.99	0.0056	0	0.089
855	0	1	1	0.16
856	2.9e-05	1	1	0.16
857	0	1	1	0.16
858	0.0059	0.99	1	0.16
859	1	4.7e-06	0	0.089
860	0.99	0.014	0	0.089
861	0.0019	1	1	0.16
862	0	1	1	0.16
863	0.67	0.33	0	0.089
864	1	0.0012	0	0.089
865	0.87	0.13	0	0.089
866	0.94	0.058	0	0.089
867	0.086	0.91	1	0.16
868	0	1	1	0.16
869	0	1	1	0.16
870	0.51	0.49	0	0.089
871	0	1	1	0.16
872	0.00056	1	1	0.16
873	0	1	1	0.16
874	0	1	1	0.16
875	0.13	0.87	1	0.16
876	0.00013	1	1	0.16
877	0.04	0.96	1	0.16
878	1	0	0	0.089
879	1	0.0012	0	0.089
880	0.9	0.1	0	0.089
881	0.013	0.99	1	0.16
882	0.22	0.78	1	0.16
883	0	1	1	0.16
884	0	1	1	0.16
885	1	4.4e-05	0	0.089
886	0.99	0.0071	0	0.089
887	0.99	0.012	0	0.089
888	0.068	0.93	1	0.16
889	0	1	1	0.16
890	0.93	0.071	0	0.089
891	0.63	0.37	0	0.089
892	0.42	0.58	1	0.16
893	0.093	0.91	1	0.16
894	0.93	0.075	0	0.089
895	0.091	0.91	1	0.16
896	0.29	0.71	1	0.16
897	0.73	0.27	0	0.089
898	6.3e-06	1	1	0.16
899	1	0	0	0.089
