SNV	cluster0	cluster1	cluster2	cluster	dcf0
285	0.0014	1	0	1	0.16
286	0.2	1.5e-05	0.8	2	0.071
287	0.00035	1	0	1	0.16
288	0.36	0.64	0.00058	1	0.16
289	0.00048	1	0	1	0.16
290	0.027	0.97	2.6e-06	1	0.16
291	0.068	0.93	0.00037	1	0.16
292	0.1	0.9	6e-05	1	0.16
293	0.0068	0.99	0	1	0.16
294	0.057	0.94	0.00073	1	0.16
295	0.48	0.22	0.3	0	0.11
296	0.082	1.1e-05	0.92	2	0.071
297	0.13	0.86	0.01	1	0.16
298	0.4	0.00013	0.6	2	0.071
299	0.39	0.039	0.57	2	0.071
300	0.0016	1	0	1	0.16
301	0.67	0.053	0.28	0	0.11
302	0.42	0.51	0.068	1	0.16
303	0.013	0.99	7.3e-05	1	0.16
304	0.56	0.31	0.13	0	0.11
305	0.35	0.016	0.63	2	0.071
306	0.014	0.99	3.4e-05	1	0.16
307	0.12	0.88	6.4e-06	1	0.16
308	0.49	0.15	0.36	0	0.11
309	0.66	0.29	0.05	0	0.11
310	0	1	0	1	0.16
311	0.92	0.084	0.00017	0	0.11
312	0.33	0.55	0.12	1	0.16
313	0.5	0.44	0.057	0	0.11
314	0.49	0.49	0.026	0	0.11
315	0.66	0.11	0.22	0	0.11
316	0.05	0.95	0.0012	1	0.16
317	0.05	0.00071	0.95	2	0.071
318	0.88	0.055	0.068	0	0.11
319	0.0086	0.99	0	1	0.16
320	0.92	0.059	0.017	0	0.11
321	0.68	0.31	0.014	0	0.11
322	0.56	0.038	0.4	0	0.11
323	0.12	2.8e-05	0.88	2	0.071
324	0.52	0.34	0.15	0	0.11
325	0.25	0.75	0.0027	1	0.16
326	0.34	0.48	0.18	1	0.16
327	0.0021	1	0	1	0.16
328	0.43	0.57	0.0079	1	0.16
329	0.74	0.16	0.1	0	0.11
330	0.05	0.95	2.1e-05	1	0.16
331	0.0035	1	0	1	0.16
332	0.79	0.2	0.018	0	0.11
333	0.13	0.86	0.0035	1	0.16
334	0.04	0.0001	0.96	2	0.071
335	0.0035	0	1	2	0.071
336	0.026	0.97	2.4e-06	1	0.16
337	0.43	0.33	0.25	0	0.11
338	0.0021	1	0	1	0.16
339	0.33	0.65	0.017	1	0.16
340	0.0006	1	0	1	0.16
341	0.29	0.71	0.0026	1	0.16
342	0.23	0.77	0.0039	1	0.16
343	7.4e-06	1	0	1	0.16
344	0.0017	1	0	1	0.16
345	0.18	0.8	0.02	1	0.16
346	0.12	3.1e-06	0.88	2	0.071
347	0.92	0.067	0.01	0	0.11
348	0.03	0.97	0.00012	1	0.16
349	0.081	0.92	0.00016	1	0.16
350	0.22	0.76	0.028	1	0.16
351	0.13	0.87	0.00033	1	0.16
352	0.032	0.97	0.00021	1	0.16
353	0.17	0.82	0.013	1	0.16
354	0.4	0.44	0.16	1	0.16
355	0.18	0.82	0.0012	1	0.16
356	0.49	0.27	0.24	0	0.11
357	0.13	3.3e-06	0.87	2	0.071
358	0.44	0.026	0.53	2	0.071
359	2.8e-05	1	0	1	0.16
360	0.83	0.095	0.076	0	0.11
361	0.00081	1	0	1	0.16
362	0.11	0.0019	0.89	2	0.071
363	0.096	0.00053	0.9	2	0.071
364	0.0027	0	1	2	0.071
365	0.42	0.39	0.19	0	0.11
366	0.19	0.81	0.00088	1	0.16
367	0.86	0.13	0.0036	0	0.11
368	0.3	0.62	0.09	1	0.16
369	0.0009	1	0	1	0.16
370	0.26	0.0029	0.74	2	0.071
371	0.43	0.57	0.0058	1	0.16
372	0.07	0.93	0	1	0.16
373	0.68	0.0043	0.31	0	0.11
374	0.0036	1	0	1	0.16
375	0.6	0.18	0.22	0	0.11
376	4.8e-05	1	0	1	0.16
377	0.21	0.78	0.012	1	0.16
378	0.18	0.79	0.033	1	0.16
379	0.29	2.7e-05	0.71	2	0.071
380	0.0031	0	1	2	0.071
381	1.2e-06	1	0	1	0.16
382	0.54	0.46	0.0006	0	0.11
383	0.39	0.0051	0.6	2	0.071
384	0.79	0.18	0.031	0	0.11
385	0.1	0.89	0.0018	1	0.16
386	0.26	0.74	4.4e-05	1	0.16
387	0.45	0.46	0.094	1	0.16
388	0.22	0.0019	0.78	2	0.071
389	0.51	0.011	0.48	0	0.11
390	0.39	0.55	0.058	1	0.16
391	0.024	0.98	4.3e-05	1	0.16
392	0.078	0.00013	0.92	2	0.071
393	1	0.0021	9.5e-05	0	0.11
394	0.25	0.0022	0.75	2	0.071
395	0.032	0.97	6.8e-05	1	0.16
396	0.00048	1	0	1	0.16
397	0	1	0	1	0.16
398	4.8e-05	1	0	1	0.16
399	0.13	0.00079	0.87	2	0.071
400	0.51	0.31	0.17	0	0.11
401	0.043	0.96	0.00015	1	0.16
402	0.27	0.72	0.0065	1	0.16
403	0.079	0.92	2.2e-06	1	0.16
404	0.69	0.0037	0.31	0	0.11
405	0.8	0.071	0.13	0	0.11
406	0.42	0.089	0.49	2	0.071
407	0.24	0.75	0.01	1	0.16
408	0.0078	0	0.99	2	0.071
409	0.9	0.039	0.058	0	0.11
410	0.19	0.8	0.012	1	0.16
411	0.024	0.98	3.2e-05	1	0.16
412	0.38	0.61	0.0024	1	0.16
413	0.32	0.68	0.0011	1	0.16
414	0.16	0.84	0.0032	1	0.16
415	4.5e-05	1	0	1	0.16
416	0.48	0.32	0.21	0	0.11
417	0.14	0.85	0.0042	1	0.16
418	0.69	0.0044	0.31	0	0.11
419	0.69	0.0069	0.31	0	0.11
420	0.31	0.57	0.12	1	0.16
421	0.18	0.82	8.9e-05	1	0.16
422	0.52	0.053	0.43	0	0.11
423	2.3e-05	1	0	1	0.16
424	0.14	0.85	0.013	1	0.16
425	0.0035	0	1	2	0.071
426	0.67	0.17	0.17	0	0.11
427	0.008	0	0.99	2	0.071
428	0.00043	0	1	2	0.071
429	0.088	0.00033	0.91	2	0.071
430	3.8e-05	0	1	2	0.071
431	0.27	0.033	0.69	2	0.071
432	0.0085	0	0.99	2	0.071
433	0.061	0.00016	0.94	2	0.071
434	0.25	0.016	0.73	2	0.071
435	0.039	1.1e-05	0.96	2	0.071
436	0.52	0.13	0.35	0	0.11
437	0.34	0.64	0.023	1	0.16
438	0.85	0.032	0.12	0	0.11
439	0.5	0.26	0.24	0	0.11
440	0.55	0.45	7.3e-06	0	0.11
441	0.58	0.074	0.35	0	0.11
442	0.042	6.7e-06	0.96	2	0.071
443	0.01	0	0.99	2	0.071
444	0.53	0.18	0.29	0	0.11
445	0.089	0.001	0.91	2	0.071
446	0.066	0.0003	0.93	2	0.071
447	0.028	2e-05	0.97	2	0.071
448	0.0045	0	1	2	0.071
449	0.0063	0	0.99	2	0.071
450	0.17	0.0043	0.82	2	0.071
451	5.9e-05	0	1	2	0.071
452	0.42	0.51	0.067	1	0.16
453	0.25	0.0066	0.74	2	0.071
454	0.01	0	0.99	2	0.071
455	0.91	0.026	0.063	0	0.11
456	0.2	0.0048	0.8	2	0.071
457	0.032	9.9e-06	0.97	2	0.071
458	0.069	0.00042	0.93	2	0.071
459	0.39	0.00083	0.61	2	0.071
460	0.0029	0	1	2	0.071
461	0.058	1.2e-05	0.94	2	0.071
462	0.17	0.79	0.042	1	0.16
463	0.56	0.41	0.023	0	0.11
464	0.26	0.0049	0.73	2	0.071
465	0.024	0.98	0.00034	1	0.16
466	8.8e-05	1	0	1	0.16
467	0.21	0.78	0.013	1	0.16
468	0.00056	1	0	1	0.16
469	0.0069	0.99	0	1	0.16
470	0.3	0.0041	0.69	2	0.071
471	0.0059	0.99	1.7e-06	1	0.16
472	0.51	0.43	0.053	0	0.11
473	0.85	0.13	0.013	0	0.11
474	0.00065	1	0	1	0.16
475	0.12	0.87	0.007	1	0.16
476	0.00058	1	0	1	0.16
477	0.28	0.62	0.11	1	0.16
478	0.073	0.92	0.0044	1	0.16
479	0.38	0.61	0.0061	1	0.16
480	0.075	6.5e-06	0.93	2	0.071
481	6.6e-05	1	0	1	0.16
482	0.0043	1	0	1	0.16
483	0.3	0.06	0.64	2	0.071
484	0.00012	1	0	1	0.16
485	0.024	0.98	0.0003	1	0.16
486	0.36	0.0025	0.64	2	0.071
487	0.45	0.55	0.00026	1	0.16
488	0.013	0.99	1.1e-05	1	0.16
489	0.4	0.069	0.54	2	0.071
490	0.062	0.94	0.0023	1	0.16
491	0.23	0.77	0.0018	1	0.16
492	0.15	0.85	0.00071	1	0.16
493	0.3	0.64	0.06	1	0.16
494	0.051	0.95	7.6e-06	1	0.16
495	0.32	0.0026	0.68	2	0.071
496	0.0051	0	0.99	2	0.071
497	0.24	0.73	0.025	1	0.16
498	0.95	0.0013	0.053	0	0.11
499	0.043	0.96	0.00029	1	0.16
500	0.95	0.048	0.0057	0	0.11
501	0.081	0.92	0.00037	1	0.16
502	0.84	0.15	0.0069	0	0.11
503	0.5	0.25	0.26	0	0.11
504	0.28	0.71	0.0026	1	0.16
505	0.2	0.8	0.0027	1	0.16
506	0.44	0.56	0.0031	1	0.16
507	0.14	0.84	0.019	1	0.16
508	0.19	0.8	0.0089	1	0.16
509	0.45	0.35	0.2	0	0.11
510	0.013	0.99	8.4e-06	1	0.16
511	0.14	0.0015	0.86	2	0.071
512	0.51	0.49	0.0016	0	0.11
513	0.62	0.18	0.2	0	0.11
514	0.18	0.82	6.4e-05	1	0.16
515	0.49	0.019	0.5	2	0.071
516	0.27	0.72	0.0056	1	0.16
517	0.06	0.94	1e-06	1	0.16
518	0.032	0.97	3.9e-05	1	0.16
519	0.61	0.009	0.38	0	0.11
520	0.96	0.00052	0.041	0	0.11
521	0.22	0.78	0.00039	1	0.16
522	7.7e-05	0	1	2	0.071
523	0.17	0.00011	0.83	2	0.071
524	0.52	0.19	0.29	0	0.11
525	0.081	7.1e-06	0.92	2	0.071
526	0.0048	1	1.1e-06	1	0.16
527	0.13	0.87	0.00092	1	0.16
528	0.43	0.4	0.17	0	0.11
529	0.61	0.0058	0.38	0	0.11
530	3.7e-05	1	0	1	0.16
531	0.3	0.62	0.082	1	0.16
532	0.031	0.97	8.3e-05	1	0.16
533	0.59	0.24	0.17	0	0.11
534	0.97	0.014	0.012	0	0.11
535	0.047	5.3e-05	0.95	2	0.071
536	0.041	5.5e-06	0.96	2	0.071
537	0.36	0.64	0.00077	1	0.16
538	0.35	0.63	0.017	1	0.16
539	0.34	0.48	0.18	1	0.16
540	0.017	0	0.98	2	0.071
541	0.48	0.51	0.013	1	0.16
542	0.066	0.93	0.00022	1	0.16
543	0.42	0.53	0.05	1	0.16
544	0.53	0.00046	0.47	0	0.11
545	0.13	0.86	0.0084	1	0.16
546	0.61	0.38	0.018	0	0.11
547	0.32	0.011	0.67	2	0.071
548	0.81	0.19	0.00019	0	0.11
549	0.11	0.00024	0.89	2	0.071
550	0.19	0.78	0.033	1	0.16
551	0.062	0.00014	0.94	2	0.071
552	0.51	0.43	0.06	0	0.11
553	0.048	1.9e-05	0.95	2	0.071
554	0.0024	1	0	1	0.16
555	0.36	0.51	0.13	1	0.16
556	0.3	0.66	0.038	1	0.16
557	0.46	0.024	0.51	2	0.071
558	2.7e-05	1	0	1	0.16
559	0.71	0.29	0.0018	0	0.11
560	0.14	0.86	2.4e-05	1	0.16
561	0.15	0.85	1.5e-05	1	0.16
562	0.011	0.99	0	1	0.16
563	0.86	0.14	0.0033	0	0.11
564	0.015	0	0.99	2	0.071
565	0.096	0.9	0.00019	1	0.16
566	0.18	0.82	0.0002	1	0.16
567	0	1	0	1	0.16
568	0.31	0.16	0.53	2	0.071
569	0.05	0.00071	0.95	2	0.071
570	0.0076	0.99	1.9e-05	1	0.16
571	0.29	0.0071	0.7	2	0.071
572	0.13	0.00023	0.87	2	0.071
573	0.75	0.2	0.046	0	0.11
574	0.00048	1	0	1	0.16
575	0.011	0	0.99	2	0.071
576	0.49	0.0072	0.5	2	0.071
577	0.54	0.34	0.12	0	0.11
578	0	1	0	1	0.16
579	0.15	0.83	0.027	1	0.16
580	0.00014	1	0	1	0.16
581	3.8e-05	1	0	1	0.16
582	0.066	0.93	4.2e-05	1	0.16
583	0.46	0.087	0.45	0	0.11
584	0.42	0.56	0.023	1	0.16
585	0.036	0.96	0.00058	1	0.16
586	0.43	0.53	0.044	1	0.16
587	0.00017	1	0	1	0.16
588	0.56	0.049	0.39	0	0.11
589	0.72	0.002	0.28	0	0.11
590	0.19	0.001	0.81	2	0.071
591	0	1	0	1	0.16
592	0.016	0.98	7.8e-05	1	0.16
593	0.23	0.72	0.048	1	0.16
594	0.27	0.72	0.0028	1	0.16
595	0.34	0.024	0.63	2	0.071
596	0.062	0.94	0.0001	1	0.16
597	0.78	0.032	0.18	0	0.11
598	0.0013	1	0	1	0.16
599	0.55	0.45	2.8e-05	0	0.11
600	0.23	0.77	0.00058	1	0.16
601	0.0017	0	1	2	0.071
602	0.22	0.77	0.0076	1	0.16
603	0.18	0.8	0.022	1	0.16
604	0.00022	1	0	1	0.16
605	0.96	0.037	0.00083	0	0.11
606	0.68	0.0062	0.32	0	0.11
607	0.5	0.48	0.02	0	0.11
608	0.031	2.7e-05	0.97	2	0.071
609	0.88	0.093	0.027	0	0.11
610	0.54	0.23	0.23	0	0.11
611	0.026	0.97	3.2e-06	1	0.16
612	0.31	0.013	0.68	2	0.071
613	0.19	0.8	0.0077	1	0.16
614	0.013	0	0.99	2	0.071
615	0.5	0.47	0.031	0	0.11
616	0.2	0.8	0.00016	1	0.16
617	0.14	0.0013	0.86	2	0.071
618	0.11	0.89	2.7e-05	1	0.16
619	0.42	0.099	0.48	2	0.071
620	0.47	0.49	0.041	1	0.16
621	0.4	0.53	0.071	1	0.16
622	0.33	0.62	0.054	1	0.16
623	0.13	0.85	0.017	1	0.16
624	0.81	0.11	0.079	0	0.11
625	0.093	2.4e-05	0.91	2	0.071
626	0.0091	0.99	4.1e-06	1	0.16
627	0.82	0.18	0.0019	0	0.11
628	0.22	0.77	0.0092	1	0.16
629	0.16	0.84	0.0016	1	0.16
630	0.4	0.53	0.071	1	0.16
631	0.0015	1	0	1	0.16
632	0.2	0.78	0.023	1	0.16
633	0.0071	0.99	6.3e-06	1	0.16
634	0.0011	1	0	1	0.16
635	0.43	0.027	0.55	2	0.071
636	0.68	0.28	0.041	0	0.11
637	0.00046	1	0	1	0.16
638	0.49	0.12	0.39	0	0.11
639	0.31	0.64	0.054	1	0.16
640	0.12	0.87	0.0024	1	0.16
641	0.00029	1	0	1	0.16
642	0.9	0.084	0.013	0	0.11
643	0.64	0.34	0.021	0	0.11
644	0.37	0.5	0.13	1	0.16
645	0.0078	0.99	0	1	0.16
646	0.018	5.4e-06	0.98	2	0.071
647	0.0006	1	0	1	0.16
648	0.36	0.038	0.6	2	0.071
649	0.58	0.2	0.22	0	0.11
650	0.14	0.0004	0.86	2	0.071
651	0.001	1	9.5e-06	1	0.16
652	0.0054	0.99	6.8e-05	1	0.16
653	0	1	0	1	0.16
654	0	1	0	1	0.16
655	0.0059	0.99	7.7e-06	1	0.16
656	0.96	0.036	0.0023	0	0.11
657	0.24	0.75	0.0077	1	0.16
658	0.0005	1	3.3e-06	1	0.16
659	0.00068	1	0	1	0.16
660	0	1	0	1	0.16
661	0.027	0.97	0.0001	1	0.16
662	0	1	0	1	0.16
663	2.8e-05	1	0	1	0.16
664	0.11	0.89	0.00058	1	0.16
665	0.71	0.23	0.059	0	0.11
666	0.00042	1	0	1	0.16
667	0.044	0	0.96	2	0.071
668	0	1	0	1	0.16
669	0.0037	1	5.6e-05	1	0.16
670	0.096	0.9	9.1e-05	1	0.16
671	0.58	0.19	0.22	0	0.11
672	0.2	0.0029	0.79	2	0.071
673	0.00049	1	0	1	0.16
674	0.01	0.99	1.2e-05	1	0.16
675	0.45	0.49	0.061	1	0.16
676	0.014	0.99	8.3e-06	1	0.16
677	8.4e-06	0	1	2	0.071
678	0.11	1.1e-05	0.89	2	0.071
679	0.61	0.37	0.029	0	0.11
680	0.46	0.12	0.42	0	0.11
681	0.04	0.96	0.0004	1	0.16
682	0.96	0.022	0.013	0	0.11
683	0.73	0.0086	0.26	0	0.11
684	0.4	0.58	0.019	1	0.16
685	0.39	0.0017	0.61	2	0.071
686	0.63	0.087	0.28	0	0.11
687	0.011	0.99	1.6e-06	1	0.16
688	0.017	0.98	3.3e-06	1	0.16
