SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster19	cluster	dcf0	dcf1	dcf2
57	0	0.0017	0	1.7e-05	0	0	0.00025	0	0.99	0	3.3e-06	4.7e-06	0	0	0.0019	0	9.4e-05	0.0013	0	0	8	0.35	0.13	0.15
58	0.53	0.014	0	0.063	0	1.5e-05	0.055	0	0.093	0	0.013	0.13	0	0	0.064	0.00025	0	0.00021	0	0.04	0	0.58	0.29	0.23
59	0	0	0	0	0.00019	0	0	1	0	0	0	0	0	0	0	0	0	0	0.0019	0	7	0	0	0.1
60	0.41	0.0096	0	0.017	0	0	0.00074	0	0.47	0	0.0093	6.2e-05	0	0	0.0093	0	0	0	0	0.078	8	0.35	0.13	0.15
61	0	0	0	0	0	0	0	0	0.93	0	0	0	0	0	0	0	0	0.066	0	0	8	0.35	0.13	0.15
62	0	0	0	0	0	0	0.00012	0	0.96	0	0.0016	0	0	0	0.0059	0	0.00036	0.028	0	0	8	0.35	0.13	0.15
63	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.00011	0	0	0.0011	0	0	8	0.35	0.13	0.15
64	0	0	0	0	0	0	0	0	0.57	0	0	0	0	0.0022	0	0	0	0.43	0	0	8	0.35	0.13	0.15
65	0.00011	0.0085	0	0.00062	0	0	0.00056	0	0.96	0	0.00091	9.9e-06	0	0	0.026	0	0	0	0	0.005	8	0.35	0.13	0.15
66	0.0033	0.082	0	0.0075	0	0.0012	0.0094	0	0.86	0	0.00062	0.0018	0	0.00017	0.014	0	0.0018	0.019	0	0.0034	8	0.35	0.13	0.15
67	0	4.6e-05	0	0	0	0	0	0	0.94	0	0	0	0	0	4.8e-06	0	4.8e-06	0.055	0	0	8	0.35	0.13	0.15
68	0	0	0	0	0	0	0	0	0.35	0	0	0	0	0.091	0.00025	0	0	0.56	0	0	17	0.23	0.13	0.15
69	0	3.7e-06	0	0	0	0	0	0	0.36	0	0	0	0	8.1e-05	0.00026	0	1.6e-05	0.64	0	0	17	0.23	0.13	0.15
70	0	0.001	0	0	0	0	1.1e-05	0	1	0	0	0	0	0	0.00011	0	0.00015	0.002	0	0	8	0.35	0.13	0.15
71	0	0	0	0	0	0	0	0	0.89	0	0	0	0	0	0	0	0	0.11	0	0	8	0.35	0.13	0.15
72	1.3e-05	0.0018	0	0.00019	0	9.4e-06	0.0014	0	0.91	0	0.00019	0.00073	0	3.2e-06	0.017	0	5.2e-05	0.066	0	1.1e-05	8	0.35	0.13	0.15
73	0	0	0	0	0	0	6.9e-05	0	0.85	0	0.00025	0	0	0	0.074	0	0.00022	0.074	0	0	8	0.35	0.13	0.15
74	0	0	0	0	0	0	0	0	0.87	0	0	0	0	0	0	0	0	0.13	0	0	8	0.35	0.13	0.15
75	0.09	0.11	0	0.055	0	0.0033	0.046	0	0.59	0	0.0041	0.019	0	0	0.039	0	0.0022	0.005	0	0.036	8	0.35	0.13	0.15
76	8.2e-06	0.00026	0	0.00018	0	0	0.0023	0	0.69	0	0.0035	0.0018	0	0	0.077	0	0.00015	0.22	0	6.1e-06	8	0.35	0.13	0.15
77	0	0	0	0	0	0	0	0	0.86	0	0	0	0	0	2.2e-05	0	0	0.14	0	0	8	0.35	0.13	0.15
78	0.012	0.099	0	0.025	0	0.002	0.036	0	0.77	0	0.00076	0.011	0	0	0.036	0	0.00026	0.0018	0	0.0073	8	0.35	0.13	0.15
79	0.013	0.033	0	0.022	0	0.00019	0.042	0	0.76	0	0.0038	0.021	0	0	0.086	0	0.00063	0.01	0	0.0059	8	0.35	0.13	0.15
80	0.23	0.022	0	0.019	0	7.1e-05	0.01	0	0.63	0	0.00094	0.003	0	0	0.034	0	0	0	0	0.043	8	0.35	0.13	0.15
81	0	3.1e-06	0	1.9e-05	0	0	0.0017	0	0.93	0	0.0032	9.1e-06	0	0	0.068	0	0.00056	0.00086	0	0	8	0.35	0.13	0.15
82	0	0.0014	0	6.1e-05	0	0	0.00063	0	0.96	0	0.00015	2.6e-05	0	0	0.0079	0	0.00047	0.027	0	0	8	0.35	0.13	0.15
83	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0034	0	0.00033	3.1e-05	0	0	8	0.35	0.13	0.15
84	0	3.6e-05	0	0	0	0	0	0	1	0	3.5e-06	0	0	0	0	0	0	0	0	0	8	0.35	0.13	0.15
85	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0.12	0	0.15
86	0	3.7e-06	0	0	0	0	0.00011	0	0.72	0	0.0015	6.7e-06	0	0	0.027	0	7.7e-05	0.25	0	0	8	0.35	0.13	0.15
87	0.62	0.00034	0	0.00046	0	0	0.0011	0	0.35	0	2.8e-05	0.00076	0	0	0.024	0	0	0	0	0.0021	0	0.58	0.29	0.23
88	0.0004	2.7e-05	0	5.6e-05	0	0	0.011	0	0.55	0	0.00015	0.006	0	0	0.43	0	0	0	0	0.00077	8	0.35	0.13	0.15
89	0.98	3.6e-05	0	0.00062	0	0.00033	3.4e-05	0	0.014	0	0	0.00023	0	0	0.0001	9.1e-05	0	0	0	0.0026	0	0.58	0.29	0.23
90	0	5.2e-05	0	0.00022	0	0	0.011	0	0.55	0	0.0065	0.0029	0	0	0.43	0	4.1e-05	0.0029	0	0	8	0.35	0.13	0.15
91	0	4.2e-05	0	9.4e-06	0	0	0.00021	0	0.42	0	9.7e-05	0.0002	0	0.00023	0.017	0	2.8e-06	0.57	0	0	17	0.23	0.13	0.15
92	0	0.12	0	1.7e-06	0	0	6.4e-06	0	0.87	0	0	0	0	0	4.6e-06	0	0.0021	4.3e-05	0	0	8	0.35	0.13	0.15
93	0	1.1e-06	0	0	0	0	0.00033	0	0.64	0	0.0017	2.5e-05	0	0	0.22	0	9.2e-06	0.14	0	0	8	0.35	0.13	0.15
94	0	7.6e-06	0	0	0	0	0	0	0.96	0	0	0	0	0	2.4e-06	0	1.7e-06	0.04	0	0	8	0.35	0.13	0.15
95	0	0	0	0	0	0	0	0	0.4	0	0	0	0	1.3e-06	0.0011	0	0	0.6	0	0	17	0.23	0.13	0.15
96	0	0.021	0	0.0003	0	0	0.0034	0	0.97	0	2.5e-06	1.1e-05	0	0	0.0051	0	0.0013	1.3e-05	0	3.5e-06	8	0.35	0.13	0.15
97	0	0.0013	0	1.9e-06	0	0	4.7e-05	0	1	0	0	0	0	0	0.00056	0	0.00088	0.0014	0	0	8	0.35	0.13	0.15
98	0	0	0	0	0	0	9e-05	0	0.59	0	0.00046	0	0	0	0.26	0	4.8e-05	0.15	0	0	8	0.35	0.13	0.15
99	0	0.0035	0	1.1e-05	0	0	9.3e-05	0	0.99	0	3.9e-06	0	0	0	0.00074	0	0.00049	0.007	0	0	8	0.35	0.13	0.15
100	0	1.7e-05	0	0.00029	0	0	0.082	0	0.12	0	0.0044	3.7e-05	0	0	0.79	0	0.00026	0	0	0	14	0.35	0.21	0.23
101	0	0	0	0	0	0	0	0	0.99	0	2e-06	0	0	0	0.0022	0	7.4e-05	0.0087	0	0	8	0.35	0.13	0.15
102	0	0	0	0	0	0	0	0	0.0062	0	0	0	0	0.00055	0	0	0	0.99	0	0	17	0.23	0.13	0.15
103	0.95	1.4e-05	0	0.00078	0	5e-06	6.4e-06	0	0.041	0	0	5e-06	0	0	2.2e-05	0	0	0	0	0.0085	0	0.58	0.29	0.23
104	0	1.9e-05	0	0	0	0	3.3e-06	0	0.55	0	0	0	0	0.00026	0.00059	0	3.1e-06	0.45	0	0	8	0.35	0.13	0.15
105	0	0	0	0	0	0	4.7e-05	0	0.063	0	0.0093	2.6e-06	0	0	0.022	0	0.00056	0.9	0	0	17	0.23	0.13	0.15
106	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2.4e-05	0	1.4e-05	0.00012	0	0	8	0.35	0.13	0.15
107	0.00026	0.016	0	0.021	0	0	0.11	0	0.54	0	0.019	0.0073	0	0	0.27	0	0.0094	0.00076	0	0.0012	8	0.35	0.13	0.15
108	0	0.054	0	3.4e-06	0	0	0.0011	0	0.9	0	0	0	0	0	2.1e-05	0	0.047	0	0	0	8	0.35	0.13	0.15
109	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1.7e-06	0	0	0	0	0	8	0.35	0.13	0.15
110	5.8e-06	0.0025	0	0.0096	0	0	0.12	0	0.32	0	0.046	0.002	0	0	0.47	0	0.024	8.8e-05	0	0.00014	14	0.35	0.21	0.23
111	0	0	0	0	0	0	0	0	0.99	0	0	0	0	0	0	0	0	0.0063	0	0	8	0.35	0.13	0.15
112	1e-05	0.017	0	0.00031	0	6.8e-06	0.0014	0	0.97	0	6.1e-06	0.00021	0	0	0.0046	0	0.0001	0.0025	0	2.3e-05	8	0.35	0.13	0.15
113	5.8e-05	0.023	0	0.00036	0	0.00021	0.001	0	0.94	0	2.8e-05	0.00025	0	0.0072	0.0038	0	0.00016	0.025	0	6.6e-05	8	0.35	0.13	0.15
114	0.41	0.037	0	0.098	0	0	0.095	0	0.089	0	0.0035	0.12	0	0	0.089	1.1e-05	0	0	0	0.055	0	0.58	0.29	0.23
115	0.027	0.15	0	0.045	0	0	0.075	0	0.61	0	0.00091	0.017	0	0	0.069	0	0	0	0	0.0098	8	0.35	0.13	0.15
116	0.99	0	0	0.0022	0	0	7.6e-06	0	0.00081	0	0	0	0	0	0	0	0	0	0	0.0084	0	0.58	0.29	0.23
117	0	0.0046	0	2.5e-05	0	0	0.00023	0	0.99	0	0	3e-06	0	0	0.0014	0	4.4e-05	0.0024	0	0	8	0.35	0.13	0.15
118	0.84	0.00024	0	0.038	0	0.00092	0.016	0	0.026	0	5.7e-05	0.045	0	0	0.0021	2.5e-05	0	0	0	0.028	0	0.58	0.29	0.23
119	4.4e-06	0.051	0	0.0038	0	4.8e-05	0.03	0	0.9	0	0	0.00062	0	0	0.017	0	0	0	0	5.5e-05	8	0.35	0.13	0.15
120	1	0	0	0	0	0	0	0	3.9e-06	0	0	0	0	0	0	0	0	0	0	0	0	0.58	0.29	0.23
121	0	0	1	0	0.00078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0.13	0
122	0.62	0.018	0	0.088	0	0.0065	0.029	0	0.11	0	9.5e-05	0.014	0	0	0.0035	6e-06	7.1e-06	0	0	0.11	0	0.58	0.29	0.23
123	0	1.7e-05	0	0	0	7.2e-06	3e-05	0	0.99	0	0	3e-05	0	1.1e-05	0.0036	0	0	0.011	0	0	8	0.35	0.13	0.15
124	0.15	1.5e-05	0	8.7e-06	0	0	6e-05	0	0.84	0	1.7e-06	1.7e-06	0	0	0.0078	0	0	0	0	0.00036	8	0.35	0.13	0.15
125	0.24	0.0004	0	0.12	0	2.8e-06	0.17	0	0.014	0	0.028	0.25	0	0	0.14	0	1.5e-05	2.1e-06	0	0.031	11	0.42	0.29	0.23
126	0.99	1.3e-06	0	0.0006	0	0.00064	6e-05	0	0.0053	0	0	0.0016	0	0	0.00021	2.1e-05	0	0	0	0.0011	0	0.58	0.29	0.23
127	0	0	0	0	0	0	0	0	0.89	0	0	0	0	0	0.00021	0	0	0.11	0	0	8	0.35	0.13	0.15
128	0	0	0	0	0	0	0	0	0	1	0	0	0	0.0031	0	0	0	0	0	0	9	0.12	0	0.15
129	0	2.3e-05	0	2.2e-06	0	0	5.3e-05	0	0.23	0	8.5e-05	5.4e-05	0	0.27	0.0058	0	4.3e-06	0.49	0	0	17	0.23	0.13	0.15
130	0.54	1.6e-06	0	0.0069	0	0	7e-05	0	0.42	0	0	6.7e-06	0	0	0.00067	0	0	0	0	0.035	0	0.58	0.29	0.23
131	0	0	0	0	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0.89	0	18	0	0.13	0.15
132	0.35	0.034	0	0.062	0	0.00028	0.014	0	0.42	0	8.1e-05	0.0032	0	0	0.0051	0	6.3e-06	0	0	0.11	8	0.35	0.13	0.15
133	0.99	0	0	0.0035	0	0	9.1e-06	0	0.00056	0	0	0	0	0	0	0	0	0	0	0.0047	0	0.58	0.29	0.23
134	0.51	0.024	0	0.0022	0	5.8e-05	0.0016	0	0.44	0	5.3e-06	0.00033	0	0	0.0037	0	0	0	0	0.015	0	0.58	0.29	0.23
135	0.64	0.00095	0	0.023	0	2.2e-05	0.023	0	0.0013	0	0.0002	0.26	0	0	0.012	0.021	0	0	0	0.0089	0	0.58	0.29	0.23
136	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0.1
137	0.99	0	0	0.00033	0	0	3.6e-05	0	0.00083	0	0	0.0036	0	0	6.7e-05	0	0	0	0	0.00025	0	0.58	0.29	0.23
138	1	0	0	0	0	1.5e-05	0	0	0.00049	0	0	0	0	0	6.1e-06	0	0	0	0	1.7e-05	0	0.58	0.29	0.23
139	0.12	0.092	0	0.049	0	2.8e-06	0.063	0	0.52	0	0.0077	0.026	0	0	0.1	0	0	0	0	0.027	8	0.35	0.13	0.15
140	0	0.0022	0	2.3e-05	0	0	0.00037	0	0.98	0	5.1e-05	0	0	0	0.0026	0	0.018	0.00061	0	0	8	0.35	0.13	0.15
141	0.072	0.053	0	0.1	0	2.1e-06	0.019	0	0.56	0	0.00082	0.00051	0	0	0.0074	0	0.0018	0	0	0.18	8	0.35	0.13	0.15
142	0	0	0	0	0	0	0	0	0.054	0	0	0	0	0.19	1.6e-05	0	0	0.75	0	0	17	0.23	0.13	0.15
143	0.5	0.0029	0	0.014	0	0.002	0.033	0	0.081	0	0.0069	0.2	0	0	0.14	0.019	0	0	0	0.0041	0	0.58	0.29	0.23
144	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0.1
145	0.025	0.1	0	0.0029	0	0	0.0051	0	0.85	0	7.5e-05	0.00017	0	0	0.0077	0	0	0	0	0.0074	8	0.35	0.13	0.15
146	0.091	0.064	0	0.089	0	0.004	0.12	0	0.38	0	0.0053	0.075	0	0	0.13	0	0.00031	0.0013	0	0.03	8	0.35	0.13	0.15
147	0.19	0.11	0	0.062	0	0.0017	0.0063	0	0.41	0	1.7e-05	0.00024	0	0	0.0011	0	1.8e-05	0	0	0.22	8	0.35	0.13	0.15
148	0	0.00067	0	0	0	0	0	0	0.99	0	0	0	0	0	1.1e-05	0	2.1e-05	0.011	0	0	8	0.35	0.13	0.15
149	0.0008	0.2	0	0.0022	0	0.031	0.0034	0	0.76	0	1.1e-06	0.0011	0	0	0.0016	0	8.1e-06	9e-05	0	0.00041	8	0.35	0.13	0.15
150	0.83	0.00023	0	0.00081	0	9.6e-06	0.0013	0	0.14	0	0.00016	0.0014	0	0	0.024	0	0	0	0	0.0021	0	0.58	0.29	0.23
151	0.97	0	0	0.012	0	0.00071	0.00067	0	0.00011	0	0	0.00082	0	0	0	0	0	0	0	0.013	0	0.58	0.29	0.23
152	0.72	0	0	0.043	0	0	0.00035	0	0.039	0	0	6e-06	0	0	0	0	0	0	0	0.2	0	0.58	0.29	0.23
153	0	8.5e-05	0	0	0	0	0	0	0.97	0	0	0	0	0	0	0	0.00046	0.027	0	0	8	0.35	0.13	0.15
154	0	1.6e-05	0	0.0001	0	0	0.0044	0	0.3	0	0.11	0.0011	0	0	0.49	0	0.00056	0.094	0	0	14	0.35	0.21	0.23
155	0	0.0002	0	0	0	0	6.4e-06	0	0.8	0	0	0	0	0.0011	0.00032	0	4.3e-06	0.2	0	0	8	0.35	0.13	0.15
156	0.43	0.018	0	0.078	0	0.055	0.0021	0	0.024	0	0	3.7e-05	0	0	0	0	0	0	0	0.4	0	0.58	0.29	0.23
157	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	8.6e-05	0	1.1e-06	0.1	0	0	8	0.35	0.13	0.15
158	0	2.1e-06	0	0	0	0	0	0	0.99	0	0	0	0	0	3.8e-05	0	0	0.0059	0	0	8	0.35	0.13	0.15
159	0.56	0.0004	0	0.12	0	0.001	0.096	0	0.012	0	0.0018	0.16	0	0	0.014	0	0	0	0	0.039	0	0.58	0.29	0.23
160	0.99	0	0	0.0006	0	0.0019	1.9e-05	0	0.00079	0	0	0.00015	0	0	0	0	0	0	0	0.0018	0	0.58	0.29	0.23
161	0.21	0.037	0	0.038	0	4e-05	0.036	0	0.51	0	0.0059	0.027	0	0	0.087	1.2e-05	7.3e-06	0	0	0.041	8	0.35	0.13	0.15
162	0.017	0.32	0	0.072	0	0.023	0.079	0	0.43	0	9.3e-05	0.0093	0	0	0.024	0	3.9e-05	4.4e-05	0	0.021	8	0.35	0.13	0.15
163	0.057	0	0	0.0047	0	0	0.019	0	8.3e-06	0	0.034	0.84	0	0	0.049	0	0	0	0	0.00036	11	0.42	0.29	0.23
164	4.8e-05	0.016	0	0.015	0	0	0.089	0	0.71	0	0.0012	0.0022	0	0	0.17	0	0.0013	0.00011	0	0.00058	8	0.35	0.13	0.15
165	0	0	0	0	0	0	0	1	0	2.2e-06	0	0	0	0	0	0	0	0	0	0	7	0	0	0.1
166	0.76	4.4e-05	0	9.7e-05	0	0	0.00044	0	0.22	0	2.9e-05	0.00019	0	0	0.021	0	0	0	0	0.0007	0	0.58	0.29	0.23
167	0.00076	0.16	0	0.3	0	0	0.39	0	0.063	0	0.0032	0.00097	0	0	0.031	0	0.015	0	0	0.037	6	0.45	0.21	0.23
168	0.85	0	0	0.054	0	0	0.0025	0	0.0095	0	0	0.0004	0	0	0	0	0	0	0	0.083	0	0.58	0.29	0.23
169	0	0.0025	0	0.018	0	0	0.55	0	0.15	0	2.2e-05	0.00078	0	0	0.28	0	9.7e-06	0	0	3e-05	6	0.45	0.21	0.23
170	0.26	0.26	0	0.12	0	0.027	0.058	0	0.14	0	0.00056	0.016	0	0	0.011	3.9e-06	0.00045	2.4e-05	0	0.11	0	0.58	0.29	0.23
171	0	3e-06	0	4.3e-06	0	0	0.0023	0	0.73	0	0.0023	0	0	0	0.27	0	0.0012	4.1e-05	0	0	8	0.35	0.13	0.15
172	0.99	0	0	0.0017	0	0	8.3e-06	0	0.0028	0	0	3.4e-06	0	0	0	0	0	0	0	0.0069	0	0.58	0.29	0.23
173	0.34	4.2e-06	0	0.05	0	0.49	0.028	0	0	0	0	0.091	0	0	5.2e-05	0	0	0	0	0.0052	5	0.58	0.29	0.094
174	0	0.00028	0	0	0	0	0	0	0.017	0	0	0	0	0	0	0	0.98	0	0	0	16	0.42	0.097	0.23
175	0	0	0.99	0	0.012	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3e-05	0	2	0	0.13	0
176	0.15	0.00019	0	0.55	0	0.0009	0.029	0	0	0	0	0.00017	0	0	0	0	0	0	0	0.27	3	0.52	0.21	0.23
177	0	0.0027	0	0	0	0	0	0	1	0	0	0	0	0	3.3e-06	0	2.7e-06	0	0	0	8	0.35	0.13	0.15
178	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0.1
