SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster	dcf0	dcf1	dcf2
66	0.032	0.96	2.3e-05	0.0033	0	1	0.35	0.13	0.15
67	0	1	0	0	0	1	0.35	0.13	0.15
68	0	0.99	0.01	0	0	1	0.35	0.13	0.15
69	0	1	1.7e-05	0	0	1	0.35	0.13	0.15
70	9.9e-06	1	0	0	0	1	0.35	0.13	0.15
71	0	1	0	0	0	1	0.35	0.13	0.15
72	0.0019	1	0	1.3e-05	0	1	0.35	0.13	0.15
73	1.2e-05	1	0	0	0	1	0.35	0.13	0.15
74	0	1	0	0	0	1	0.35	0.13	0.15
75	0.2	0.7	0	0.097	0	1	0.35	0.13	0.15
76	0.0033	1	0	1.1e-05	0	1	0.35	0.13	0.15
77	0	1	0	0	0	1	0.35	0.13	0.15
78	0.12	0.87	0	0.012	0	1	0.35	0.13	0.15
79	0.12	0.87	0	0.013	0	1	0.35	0.13	0.15
80	0.042	0.72	0	0.24	0	1	0.35	0.13	0.15
81	0.00078	1	0	0	0	1	0.35	0.13	0.15
82	0.00073	1	0	0	0	1	0.35	0.13	0.15
83	0	1	0	0	0	1	0.35	0.13	0.15
84	0	1	0	0	0	1	0.35	0.13	0.15
85	0	1	6e-05	0	0	1	0.35	0.13	0.15
86	5.8e-05	1	0	0	0	1	0.35	0.13	0.15
87	0.0013	0.38	0	0.62	0	3	0.58	0.29	0.23
88	0.0063	0.99	0	0.00065	0	1	0.35	0.13	0.15
89	0.00057	0.016	0	0.98	0	3	0.58	0.29	0.23
90	0.011	0.99	0	0	0	1	0.35	0.13	0.15
91	0.00037	1	0.00014	0	0	1	0.35	0.13	0.15
92	1.5e-05	1	0	0	0	1	0.35	0.13	0.15
93	0.00011	1	0	0	0	1	0.35	0.13	0.15
94	0	1	0	0	0	1	0.35	0.13	0.15
95	0	1	0	0	0	1	0.35	0.13	0.15
96	0.0043	1	0	0	0	1	0.35	0.13	0.15
97	3.7e-05	1	0	0	0	1	0.35	0.13	0.15
98	1.6e-05	1	0	0	0	1	0.35	0.13	0.15
99	0.00012	1	0	0	0	1	0.35	0.13	0.15
100	0.16	0.84	0	0	0	1	0.35	0.13	0.15
101	0	1	0	0	0	1	0.35	0.13	0.15
102	0	1	3.6e-05	0	0	1	0.35	0.13	0.15
103	0.00034	0.045	0	0.95	0	3	0.58	0.29	0.23
104	2.7e-06	1	1.9e-05	0	0	1	0.35	0.13	0.15
105	0.00031	1	0	0	0	1	0.35	0.13	0.15
106	0	1	0	0	0	1	0.35	0.13	0.15
107	0.24	0.76	0	0.00033	0	1	0.35	0.13	0.15
108	0.00049	1	0	0	0	1	0.35	0.13	0.15
109	0	1	0	0	0	1	0.35	0.13	0.15
110	0.29	0.71	0	1.2e-05	0	1	0.35	0.13	0.15
111	0	1	0	0	0	1	0.35	0.13	0.15
112	0.0025	1	0	9.8e-06	0	1	0.35	0.13	0.15
113	0.0022	1	0.00056	5.6e-05	0	1	0.35	0.13	0.15
114	0.42	0.11	0	0.47	0	3	0.58	0.29	0.23
115	0.25	0.72	0	0.029	0	1	0.35	0.13	0.15
116	0.00081	0.00091	0	1	0	3	0.58	0.29	0.23
117	0.00028	1	0	0	0	1	0.35	0.13	0.15
118	0.1	0.029	0	0.87	0	3	0.58	0.29	0.23
119	0.048	0.95	0	4.3e-06	0	1	0.35	0.13	0.15
120	0	4.3e-06	0	1	0	3	0.58	0.29	0.23
121	0	0	1	0	0	2	0.12	0.13	0.017
122	0.21	0.13	0	0.66	0	3	0.58	0.29	0.23
123	1.1e-05	1	0	0	0	1	0.35	0.13	0.15
124	2e-05	0.86	0	0.14	0	1	0.35	0.13	0.15
125	0.69	0.019	0	0.29	0	0	0.48	0.21	0.23
126	0.00081	0.0058	0	0.99	0	3	0.58	0.29	0.23
127	0	1	0	0	0	1	0.35	0.13	0.15
128	0	0	1	0	0	2	0.12	0.13	0.017
129	9.2e-05	0.58	0.42	0	0	1	0.35	0.13	0.15
130	0.0036	0.46	0	0.54	0	3	0.58	0.29	0.23
131	0	0	1	0	0	2	0.12	0.13	0.017
132	0.12	0.5	0	0.38	0	1	0.35	0.13	0.15
133	0.0014	0.00063	0	1	0	3	0.58	0.29	0.23
134	0.0046	0.48	0	0.51	0	3	0.58	0.29	0.23
135	0.12	0.002	0	0.87	0	3	0.58	0.29	0.23
136	0	0	0	0	1	4	0	0	0.083
137	0.00053	0.00092	0	1	0	3	0.58	0.29	0.23
138	0	0.00054	0	1	0	3	0.58	0.29	0.23
139	0.23	0.64	0	0.13	0	1	0.35	0.13	0.15
140	0.00037	1	0	0	0	1	0.35	0.13	0.15
141	0.2	0.72	0	0.083	0	1	0.35	0.13	0.15
142	0	0.15	0.85	0	0	2	0.12	0.13	0.017
143	0.12	0.13	0	0.75	0	3	0.58	0.29	0.23
144	0	0	0	0	1	4	0	0	0.083
145	0.014	0.96	0	0.026	0	1	0.35	0.13	0.15
146	0.44	0.46	0	0.1	0	1	0.35	0.13	0.15
147	0.11	0.63	0	0.26	0	1	0.35	0.13	0.15
148	0	1	0	0	0	1	0.35	0.13	0.15
149	0.013	0.99	0	0.00094	0	1	0.35	0.13	0.15
150	0.0023	0.16	0	0.84	0	3	0.58	0.29	0.23
151	0.014	0.00012	0	0.99	0	3	0.58	0.29	0.23
152	0.027	0.054	0	0.92	0	3	0.58	0.29	0.23
153	0	1	0	0	0	1	0.35	0.13	0.15
154	0.0082	0.99	0	0	0	1	0.35	0.13	0.15
155	6.2e-06	1	9.2e-05	0	0	1	0.35	0.13	0.15
156	0.11	0.053	0	0.83	0	3	0.58	0.29	0.23
157	0	1	0	0	0	1	0.35	0.13	0.15
158	0	1	0	0	0	1	0.35	0.13	0.15
159	0.43	0.013	0	0.55	0	3	0.58	0.29	0.23
160	0.00051	0.00087	0	1	0	3	0.58	0.29	0.23
161	0.14	0.62	0	0.24	0	1	0.35	0.13	0.15
162	0.38	0.6	0	0.021	0	1	0.35	0.13	0.15
163	0.4	9.7e-05	0	0.6	0	3	0.58	0.29	0.23
164	0.16	0.84	0	5.2e-05	0	1	0.35	0.13	0.15
165	0	0	0	0	1	4	0	0	0.083
166	0.00033	0.24	0	0.76	0	3	0.58	0.29	0.23
167	0.96	0.044	0	0.00048	0	0	0.48	0.21	0.23
168	0.063	0.011	0	0.93	0	3	0.58	0.29	0.23
169	0.76	0.24	0	0	0	0	0.48	0.21	0.23
170	0.44	0.21	0	0.35	0	0	0.48	0.21	0.23
171	0.0006	1	0	0	0	1	0.35	0.13	0.15
172	0.0007	0.0032	0	1	0	3	0.58	0.29	0.23
173	0.36	0	0	0.64	0	3	0.58	0.29	0.23
174	0	1	0	0	0	1	0.35	0.13	0.15
175	0	0	1	0	0	2	0.12	0.13	0.017
176	0.83	0	0	0.17	0	0	0.48	0.21	0.23
177	0	1	0	0	0	1	0.35	0.13	0.15
178	0	0	0	0	1	4	0	0	0.083
179	0.013	0.092	0	0.9	0	3	0.58	0.29	0.23
180	0	0	1	0	0	2	0.12	0.13	0.017
181	0	0	0	0	1	4	0	0	0.083
182	0.015	0.11	0	0.87	0	3	0.58	0.29	0.23
183	0.87	0.11	0	0.013	0	0	0.48	0.21	0.23
184	0.13	5.3e-06	0	0.87	0	3	0.58	0.29	0.23
185	0	0	1	0	0	2	0.12	0.13	0.017
186	0.0091	0.0016	0	0.99	0	3	0.58	0.29	0.23
187	0.077	0.5	0	0.43	0	1	0.35	0.13	0.15
188	0.32	0.1	0	0.58	0	3	0.58	0.29	0.23
189	0.17	0.18	0	0.65	0	3	0.58	0.29	0.23
190	6e-06	1	0	0	0	1	0.35	0.13	0.15
191	0	1	0	0	0	1	0.35	0.13	0.15
192	0	1	0	0	0	1	0.35	0.13	0.15
193	0.41	0.022	0	0.57	0	3	0.58	0.29	0.23
194	0	0	1	0	0	2	0.12	0.13	0.017
195	0.93	0.0036	0	0.068	0	0	0.48	0.21	0.23
196	0.0043	9.6e-06	0	1	0	3	0.58	0.29	0.23
197	0.017	0.29	0	0.69	0	3	0.58	0.29	0.23
198	0.0011	1	0	0	0	1	0.35	0.13	0.15
199	0.33	0.00046	0	0.67	0	3	0.58	0.29	0.23
200	0.48	0.51	0	0.0041	0	1	0.35	0.13	0.15
201	0.77	0.21	0	0.025	0	0	0.48	0.21	0.23
202	0.076	0.016	0	0.91	0	3	0.58	0.29	0.23
203	0.011	0.99	0	0	0	1	0.35	0.13	0.15
204	0	0	1	0	0	2	0.12	0.13	0.017
205	0.14	0.85	0	0.019	0	1	0.35	0.13	0.15
206	0.035	0.97	0	1.8e-06	0	1	0.35	0.13	0.15
207	0.048	0.95	0	1.7e-05	0	1	0.35	0.13	0.15
208	0.84	0.076	0	0.086	0	0	0.48	0.21	0.23
209	0.089	0.91	0	0.00025	0	1	0.35	0.13	0.15
210	0	0	1	0	0	2	0.12	0.13	0.017
211	0.17	0.0091	0	0.82	0	3	0.58	0.29	0.23
212	0	0	0	0	1	4	0	0	0.083
213	0	0	0	0	1	4	0	0	0.083
214	0.12	0.88	0	0	0	1	0.35	0.13	0.15
215	0.41	0.57	0	0.022	0	1	0.35	0.13	0.15
216	0.0034	1	0	0	0	1	0.35	0.13	0.15
217	0	1	0	0	0	1	0.35	0.13	0.15
218	0.34	0	0	0.66	0	3	0.58	0.29	0.23
219	0	0	0	0	1	4	0	0	0.083
220	0.04	0.96	0	2.3e-05	0	1	0.35	0.13	0.15
221	0.34	0.43	0	0.23	0	1	0.35	0.13	0.15
222	0.61	0.077	0	0.31	0	0	0.48	0.21	0.23
223	1	5.9e-06	0	2.3e-05	0	0	0.48	0.21	0.23
224	0.025	0.0059	0	0.97	0	3	0.58	0.29	0.23
225	0.17	0.77	0.011	0.049	0	1	0.35	0.13	0.15
226	0	0	1	0	0	2	0.12	0.13	0.017
227	0.066	0.46	0	0.47	0	3	0.58	0.29	0.23
228	0.22	0.76	0	0.017	0	1	0.35	0.13	0.15
229	0	0.0012	0	1	0	3	0.58	0.29	0.23
230	0.0038	0.45	0	0.55	0	3	0.58	0.29	0.23
231	0	1	0	0	0	1	0.35	0.13	0.15
232	6.6e-05	1	0	0	0	1	0.35	0.13	0.15
233	0	0.0026	1	0	0	2	0.12	0.13	0.017
234	0.011	0.99	0	0	0	1	0.35	0.13	0.15
235	8.3e-06	1	0	0	0	1	0.35	0.13	0.15
236	0.52	0.34	0	0.14	0	0	0.48	0.21	0.23
237	0.00013	0.79	0	0.21	0	1	0.35	0.13	0.15
238	0.074	0.64	0	0.29	0	1	0.35	0.13	0.15
239	0.017	0.22	0	0.76	0	3	0.58	0.29	0.23
240	0	0	1	0	0	2	0.12	0.13	0.017
241	0.026	0.0064	0	0.97	0	3	0.58	0.29	0.23
242	0	0.00065	1	0	0	2	0.12	0.13	0.017
243	0	0	1	0	0	2	0.12	0.13	0.017
244	0.15	0.32	0	0.53	0	3	0.58	0.29	0.23
245	0.00094	0.52	0	0.48	0	1	0.35	0.13	0.15
246	0.26	0.099	0	0.64	0	3	0.58	0.29	0.23
247	0	0	0	0	1	4	0	0	0.083
248	0	1	0	0	0	1	0.35	0.13	0.15
249	0.011	0.22	0	0.77	0	3	0.58	0.29	0.23
250	0	1	0.00016	0	0	1	0.35	0.13	0.15
251	0.0016	1	0	1.3e-05	0	1	0.35	0.13	0.15
252	0.0067	0.28	0	0.72	0	3	0.58	0.29	0.23
253	0.00095	2.5e-06	0	1	0	3	0.58	0.29	0.23
254	0	1	9.2e-05	0	0	1	0.35	0.13	0.15
255	0.2	0.087	0	0.71	0	3	0.58	0.29	0.23
256	0.98	0.023	0	0	0	0	0.48	0.21	0.23
257	0	0	0	0	1	4	0	0	0.083
258	0.015	0.54	0	0.45	0	1	0.35	0.13	0.15
259	0	0	1	0	0	2	0.12	0.13	0.017
260	0	0	1	0	0	2	0.12	0.13	0.017
261	0	1	0.00075	0	0	1	0.35	0.13	0.15
262	0	1	0	0	0	1	0.35	0.13	0.15
263	0	1	0	0	0	1	0.35	0.13	0.15
264	2.7e-05	0.021	0	0.98	0	3	0.58	0.29	0.23
265	0	0	1	0	0	2	0.12	0.13	0.017
266	0.044	0.49	0	0.47	0	1	0.35	0.13	0.15
267	0.39	0.095	0	0.52	0	3	0.58	0.29	0.23
268	0.78	0.00042	0	0.22	0	0	0.48	0.21	0.23
269	0	1	0	0	0	1	0.35	0.13	0.15
270	0	0	1	0	0	2	0.12	0.13	0.017
271	0	1	2.5e-06	0	0	1	0.35	0.13	0.15
272	0	1	0	0	0	1	0.35	0.13	0.15
273	0.35	0.012	0	0.63	0	3	0.58	0.29	0.23
274	0.0019	1	0	2.4e-06	0	1	0.35	0.13	0.15
275	0.0085	4.6e-05	0	0.99	0	3	0.58	0.29	0.23
276	0	1	0	0	0	1	0.35	0.13	0.15
277	0	0	0	0	1	4	0	0	0.083
278	0.00055	0.0013	0	1	0	3	0.58	0.29	0.23
279	0.01	0.12	0	0.87	0	3	0.58	0.29	0.23
280	0.48	0.002	0	0.52	0	3	0.58	0.29	0.23
281	0.11	0.73	0	0.17	0	1	0.35	0.13	0.15
282	0	0	1	0	0	2	0.12	0.13	0.017
283	0.98	0.0013	0	0.02	0	0	0.48	0.21	0.23
284	1	3.8e-05	0	0	0	0	0.48	0.21	0.23
285	0.11	1.5e-06	0	0.89	0	3	0.58	0.29	0.23
286	0.5	0.31	0	0.19	0	0	0.48	0.21	0.23
287	0.1	0.9	0	0.00019	0	1	0.35	0.13	0.15
288	0.83	0.00075	0	0.17	0	0	0.48	0.21	0.23
289	0.73	0.012	0	0.25	0	0	0.48	0.21	0.23
290	0.46	0.46	0	0.087	0	1	0.35	0.13	0.15
291	0.24	0.64	0	0.12	0	1	0.35	0.13	0.15
292	1	0.00019	0	0.0023	0	0	0.48	0.21	0.23
293	0.49	0	0	0.51	0	3	0.58	0.29	0.23
294	0.91	0.089	0	0	0	0	0.48	0.21	0.23
295	0.0013	1	0	0	0	1	0.35	0.13	0.15
296	0.9	0.044	0	0.059	0	0	0.48	0.21	0.23
297	1	0.00038	0	0	0	0	0.48	0.21	0.23
298	1	0	0	1.3e-05	0	0	0.48	0.21	0.23
299	1	0.0027	0	0.0002	0	0	0.48	0.21	0.23
300	0.79	0.21	0	0.0035	0	0	0.48	0.21	0.23
301	0.42	0.16	0	0.42	0	3	0.58	0.29	0.23
302	0.35	2.4e-05	0	0.65	0	3	0.58	0.29	0.23
303	0.97	0.022	0	0.0055	0	0	0.48	0.21	0.23
304	0.99	0.00054	0	0.0081	0	0	0.48	0.21	0.23
305	0.0063	0.76	0	0.24	0	1	0.35	0.13	0.15
306	0.59	0	0	0.41	0	0	0.48	0.21	0.23
307	0.021	0.77	0	0.2	0	1	0.35	0.13	0.15
308	0.24	0.72	0	0.036	0	1	0.35	0.13	0.15
309	0.71	0.0044	0	0.29	0	0	0.48	0.21	0.23
310	0	0	1	0	0	2	0.12	0.13	0.017
311	0.86	0.041	0	0.095	0	0	0.48	0.21	0.23
312	0	0	0	0	1	4	0	0	0.083
313	0	1	0	0	0	1	0.35	0.13	0.15
314	0.21	0.79	0	0.0024	0	1	0.35	0.13	0.15
315	0.89	0.08	0	0.029	0	0	0.48	0.21	0.23
316	1	0.00047	0	0.00015	0	0	0.48	0.21	0.23
317	0.86	0.0019	0	0.14	0	0	0.48	0.21	0.23
318	0	0	1	0	0	2	0.12	0.13	0.017
319	0.99	0.0013	0	0.007	0	0	0.48	0.21	0.23
320	0.2	0.78	0	0.024	0	1	0.35	0.13	0.15
321	0.0079	0.99	0	8.2e-05	0	1	0.35	0.13	0.15
322	0.99	0.00061	0	0.0086	0	0	0.48	0.21	0.23
323	0.6	0.31	0	0.087	0	0	0.48	0.21	0.23
324	0.53	0.052	0	0.42	0	0	0.48	0.21	0.23
325	0.98	0.0098	0	0.0071	0	0	0.48	0.21	0.23
326	0.0035	1	0	0	0	1	0.35	0.13	0.15
327	1.9e-05	1	0	0	0	1	0.35	0.13	0.15
328	1	0.00027	0	0.00023	0	0	0.48	0.21	0.23
329	0.069	0.3	0	0.63	0	3	0.58	0.29	0.23
330	0.078	0.91	0	0.008	0	1	0.35	0.13	0.15
331	0.53	0.11	0	0.36	0	0	0.48	0.21	0.23
332	0.39	0.48	0	0.13	0	1	0.35	0.13	0.15
333	0.89	0	0	0.11	0	0	0.48	0.21	0.23
334	1	0.0034	0	0	0	0	0.48	0.21	0.23
335	0.21	0.71	0	0.076	0	1	0.35	0.13	0.15
336	0.72	8.9e-06	0	0.28	0	0	0.48	0.21	0.23
337	0	0	1	0	0	2	0.12	0.13	0.017
338	0.99	0.0058	0	0.0027	0	0	0.48	0.21	0.23
339	0.98	0.022	0	0.0015	0	0	0.48	0.21	0.23
340	0.49	0.5	0	0.013	0	1	0.35	0.13	0.15
341	0	1	0	0	0	1	0.35	0.13	0.15
342	0.94	0	0	0.062	0	0	0.48	0.21	0.23
343	0.041	0.96	0	0.00011	0	1	0.35	0.13	0.15
344	1	0.00081	0	6.7e-06	0	0	0.48	0.21	0.23
345	0	0	0	0	1	4	0	0	0.083
346	1	0	0	4.6e-06	0	0	0.48	0.21	0.23
347	0.98	0.021	0	0.00067	0	0	0.48	0.21	0.23
348	0.32	0.68	0	0	0	1	0.35	0.13	0.15
349	0.99	0.0036	0	0.0049	0	0	0.48	0.21	0.23
350	1	0.0041	0	6.7e-05	0	0	0.48	0.21	0.23
351	1	0.00016	0	0	0	0	0.48	0.21	0.23
352	0.032	0.0022	0	0.97	0	3	0.58	0.29	0.23
353	0.87	0.044	0	0.081	0	0	0.48	0.21	0.23
354	0.27	0.028	0	0.71	0	3	0.58	0.29	0.23
355	0.053	0.008	0	0.94	0	3	0.58	0.29	0.23
356	0.97	0.021	0	0.0065	0	0	0.48	0.21	0.23
357	0.04	1.4e-05	0	0.96	0	3	0.58	0.29	0.23
358	0	0	1	0	0	2	0.12	0.13	0.017
359	0.99	0	0	0.0082	0	0	0.48	0.21	0.23
360	0	0	0	0	1	4	0	0	0.083
361	0.43	0.21	0	0.36	0	0	0.48	0.21	0.23
362	0	0.82	0	0.18	0	1	0.35	0.13	0.15
363	0.14	0.74	0	0.12	0	1	0.35	0.13	0.15
364	0.3	0.11	0	0.59	0	3	0.58	0.29	0.23
365	0.019	0.28	0	0.7	0	3	0.58	0.29	0.23
366	0.18	0.3	0	0.52	0	3	0.58	0.29	0.23
367	0.00021	0.99	0	0.0099	0	1	0.35	0.13	0.15
368	0	0.22	0	0	0.78	4	0	0	0.083
369	0.06	0.0091	0	0.93	0	3	0.58	0.29	0.23
370	0.00047	1	0	8.1e-05	0	1	0.35	0.13	0.15
371	0.14	0.77	0	0.093	0	1	0.35	0.13	0.15
372	0	0	1	0	0	2	0.12	0.13	0.017
373	0.19	0.8	0	0.012	0	1	0.35	0.13	0.15
374	0	0	1	0	0	2	0.12	0.13	0.017
375	0.0051	0.13	0	0.86	0	3	0.58	0.29	0.23
376	0.00014	0.31	0	0.69	0	3	0.58	0.29	0.23
377	0.067	0.92	0	0.0099	0	1	0.35	0.13	0.15
378	0	8.5e-05	1	0	0	2	0.12	0.13	0.017
379	0.02	0.97	0	0.0054	0	1	0.35	0.13	0.15
380	0	1	0	0	0	1	0.35	0.13	0.15
381	0.02	0.62	0	0.36	0	1	0.35	0.13	0.15
382	5.7e-05	0.74	0	0.26	0	1	0.35	0.13	0.15
383	0	0.24	0	0.76	0	3	0.58	0.29	0.23
384	0.026	0.97	0	0.0089	0	1	0.35	0.13	0.15
385	0.076	0.17	0	0.75	0	3	0.58	0.29	0.23
386	0.74	0.095	0	0.16	0	0	0.48	0.21	0.23
387	0.35	0.3	0	0.35	0	0	0.48	0.21	0.23
388	0	0.061	0	0	0.94	4	0	0	0.083
389	0.012	0.93	0	0.057	0	1	0.35	0.13	0.15
390	0	1	0	0	0	1	0.35	0.13	0.15
391	4.3e-05	1	0	0	0	1	0.35	0.13	0.15
392	0.045	0.95	0	0.0011	0	1	0.35	0.13	0.15
393	0	0.39	0	0	0.61	4	0	0	0.083
394	0.081	0.87	0	0.049	0	1	0.35	0.13	0.15
395	0.0075	0.02	0	0.97	0	3	0.58	0.29	0.23
396	0.19	0.14	0	0.66	0	3	0.58	0.29	0.23
397	0.99	0.0013	0	0.0091	0	0	0.48	0.21	0.23
398	0.034	0.38	0	0.59	0	3	0.58	0.29	0.23
399	0.6	0.3	0	0.099	0	0	0.48	0.21	0.23
400	0.077	0.37	0	0.55	0	3	0.58	0.29	0.23
401	0.098	0.083	0	0.82	0	3	0.58	0.29	0.23
402	0.14	0.15	0	0.71	0	3	0.58	0.29	0.23
403	0	1	0.00025	0	0	1	0.35	0.13	0.15
404	0.00068	0.0067	0	0.99	0	3	0.58	0.29	0.23
405	0.0096	0.18	0	0.81	0	3	0.58	0.29	0.23
406	0	0	0	0	1	4	0	0	0.083
407	0.0014	0	0	1	0	3	0.58	0.29	0.23
408	0.11	0.0011	0	0.89	0	3	0.58	0.29	0.23
409	0.019	0.98	0	0.00017	0	1	0.35	0.13	0.15
410	0.00026	0.00022	0	1	0	3	0.58	0.29	0.23
411	1.1e-05	1.4e-05	0	1	0	3	0.58	0.29	0.23
412	0.00028	0.024	0	0.98	0	3	0.58	0.29	0.23
413	0.008	0.00018	0	0.99	0	3	0.58	0.29	0.23
414	0.19	0.58	0	0.23	0	1	0.35	0.13	0.15
415	0.23	0.0061	0	0.77	0	3	0.58	0.29	0.23
416	0.99	0.001	0	0.005	0	0	0.48	0.21	0.23
417	0.53	0.021	0	0.45	0	0	0.48	0.21	0.23
418	0	0	3.9e-05	0	1	4	0	0	0.083
419	0.078	4.3e-05	0	0.92	0	3	0.58	0.29	0.23
420	0	0	0	0	1	4	0	0	0.083
421	0.92	0.0066	0	0.076	0	0	0.48	0.21	0.23
422	0	1	0.00023	0	0	1	0.35	0.13	0.15
423	0.25	0.22	0	0.54	0	3	0.58	0.29	0.23
424	0.0082	3.4e-06	0	0.99	0	3	0.58	0.29	0.23
425	0.77	0.006	0	0.23	0	0	0.48	0.21	0.23
426	0.058	0.35	0	0.59	0	3	0.58	0.29	0.23
427	0	0.69	0	0	0.31	1	0.35	0.13	0.15
428	0	0.98	0.019	0	0	1	0.35	0.13	0.15
429	0.0005	0.0067	0	0.99	0	3	0.58	0.29	0.23
430	0.012	0.35	0	0.64	0	3	0.58	0.29	0.23
431	0.0033	0.55	0	0.45	0	1	0.35	0.13	0.15
432	0	0	0	0	1	4	0	0	0.083
433	0.065	0.043	0	0.89	0	3	0.58	0.29	0.23
434	0.0016	0.0039	0	0.99	0	3	0.58	0.29	0.23
435	9.8e-05	0.00015	0	1	0	3	0.58	0.29	0.23
436	0.0031	0.56	0	0.44	0	1	0.35	0.13	0.15
437	0.00095	1	0	2.7e-05	0	1	0.35	0.13	0.15
438	0.013	0.00024	0	0.99	0	3	0.58	0.29	0.23
439	0.085	2.6e-05	0	0.92	0	3	0.58	0.29	0.23
440	0	0	0.61	0.39	0	2	0.12	0.13	0.017
441	0.0021	0.65	0	0.35	0	1	0.35	0.13	0.15
442	0.59	0.00025	0	0.41	0	0	0.48	0.21	0.23
443	0.0086	0.022	0	0.97	0	3	0.58	0.29	0.23
444	0.0042	0.2	0	0.8	0	3	0.58	0.29	0.23
445	0.074	0.011	0	0.92	0	3	0.58	0.29	0.23
446	0.7	0.00054	0	0.3	0	0	0.48	0.21	0.23
447	0.006	0.97	0	0.023	0	1	0.35	0.13	0.15
448	0.19	0.038	0	0.77	0	3	0.58	0.29	0.23
449	0.31	0.0037	0	0.69	0	3	0.58	0.29	0.23
450	0.073	0.063	0	0.86	0	3	0.58	0.29	0.23
451	0	0	1	0	0	2	0.12	0.13	0.017
452	0.075	0.93	0	0	0	1	0.35	0.13	0.15
