SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster	dcf0	dcf1	dcf2
55	0.0014	0	0.0012	0.97	0	4.6e-06	0.0009	0.00066	0	2.7e-05	9.9e-06	0	0	0	0.027	3	0.35	0.13	0.15
56	1.5e-05	0	0.39	0.56	0	0.0097	0.039	0	0	9.4e-05	5.4e-06	0	0	0	1.9e-05	3	0.35	0.13	0.15
57	6.4e-05	0	0.00096	0.99	0	4.3e-06	0.0064	0	0	0	0	0	0	0	1.3e-05	3	0.35	0.13	0.15
58	0.12	0.051	0.083	0.1	0	0.064	0.029	0.031	0	0.0068	0.51	0	0	0	0.0094	10	0.55	0.29	0.23
59	0	0	0	0	0	0	0	0	0.0016	0	0	0	0.99	0.0042	0	12	0	0	0.1
60	0.008	0.0054	0.0017	0.52	0	4e-05	0.0037	0.23	0	0.0018	0.17	0	0	0	0.065	3	0.35	0.13	0.15
61	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0.35	0.13	0.15
62	0	0	0.00083	1	0	0	6.5e-06	0	0	0	0	0	0	0	4.3e-06	3	0.35	0.13	0.15
63	0	0	4.1e-06	1	0	0	0.00053	0	0	0	0	0	0	0	0	3	0.35	0.13	0.15
64	0	0	0	1	0.004	0	0	0	0	0	0	0	0	0	0	3	0.35	0.13	0.15
65	0.003	0	0.0036	0.96	0	1.6e-05	0.0022	0.00044	0	6e-05	3.2e-05	0	0	0	0.034	3	0.35	0.13	0.15
66	0.034	1.7e-05	0.016	0.91	0.0002	0.00099	0.014	0.00042	0	0.0008	0.0035	0	0	0	0.016	3	0.35	0.13	0.15
67	0	0	0	1	0	0	0.00016	0	0	0	0	0	0	0	0	3	0.35	0.13	0.15
68	0	0	1.7e-05	0.78	0.22	0	0.006	0	0	0	0	0	0	0	0	3	0.35	0.13	0.15
69	0	0	2.8e-05	1	0.00024	0	0.00047	0	0	0	0	0	0	0	0	3	0.35	0.13	0.15
70	3.3e-06	0	4.6e-05	1	0	0	0.00052	0	0	0	0	0	0	0	5.1e-06	3	0.35	0.13	0.15
71	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0.35	0.13	0.15
72	0.00068	0	0.0052	0.97	3.6e-06	0.00083	0.02	0	0	1.9e-05	4e-05	0	0	0	5.9e-05	3	0.35	0.13	0.15
73	0	0	0.0018	1	0	5.2e-06	0.00052	0	0	0	0	0	0	0	0	3	0.35	0.13	0.15
74	0	0	0	1	0	0	1.2e-05	0	0	0	0	0	0	0	0	3	0.35	0.13	0.15
75	0.1	0.0022	0.066	0.63	0	0.0087	0.016	0.011	0	0.0058	0.081	0	0	0	0.075	3	0.35	0.13	0.15
76	9e-05	0	0.016	0.97	0	0.0037	0.011	0	0	2.4e-05	4.3e-05	0	0	0	6.2e-05	3	0.35	0.13	0.15
77	0	0	0	1	0	0	4.5e-05	0	0	0	0	0	0	0	0	3	0.35	0.13	0.15
78	0.09	2.8e-05	0.056	0.77	0	0.0052	0.044	0.0004	0	0.0025	0.015	0	0	0	0.014	3	0.35	0.13	0.15
79	0.027	6e-05	0.084	0.81	0	0.013	0.028	0.00071	0	0.0023	0.018	0	0	0	0.014	3	0.35	0.13	0.15
80	0.019	0.016	0.023	0.73	0	0.0022	0.028	0.022	0	0.0022	0.12	0	0	0	0.033	3	0.35	0.13	0.15
81	0	0	0.014	0.99	0	1.5e-05	0.00024	0	0	0	0	0	0	0	6.3e-06	3	0.35	0.13	0.15
82	6.8e-05	0	0.0025	0.99	0	2.9e-05	0.0038	0	0	6.2e-06	0	0	0	0	8.2e-05	3	0.35	0.13	0.15
83	0	0	3.5e-05	1	0	0	0	0	0	0	0	0	0	0	0	3	0.35	0.13	0.15
84	0	0	0	1	0	0	0.00022	0	0	0	0	0	0	0	0	3	0.35	0.13	0.15
85	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0.35	0.13	0.15
86	0	0	0.0017	1	0	2.6e-05	0.0016	0	0	0	0	0	0	0	0	3	0.35	0.13	0.15
87	0.00039	0.16	0.0068	0.47	0	0.0012	0.075	0.0018	0	6e-05	0.29	0	0	0	3.3e-06	3	0.35	0.13	0.15
88	0.00066	0	0.028	0.16	0	0.0028	0.8	0	0	0	3.2e-06	0	0	0	0	6	0.38	0.21	0.15
89	0.0034	0.49	4.2e-05	0.018	0	2.5e-05	0.0058	4.8e-05	0	7.9e-05	0.48	0	0	0	0	1	0.65	0.38	0.23
90	2.8e-05	0	0.11	0.83	0	0.0067	0.056	0	0	3.2e-05	4.9e-06	0	0	0	5.5e-06	3	0.35	0.13	0.15
91	7.5e-05	0	0.0032	0.96	0.00057	0.00093	0.039	0	0	2.1e-06	2.6e-06	0	0	0	0	3	0.35	0.13	0.15
92	7.4e-05	0	1.3e-05	1	0	0	0.00021	0	0	0	0	0	0	0	0.00044	3	0.35	0.13	0.15
93	0	0	0.0087	0.97	0	0.00015	0.023	0	0	0	0	0	0	0	0	3	0.35	0.13	0.15
94	0	0	0	1	0	0	0.00014	0	0	0	0	0	0	0	0	3	0.35	0.13	0.15
95	0	0	2.8e-05	0.99	3.4e-06	0	0.015	0	0	0	0	0	0	0	0	3	0.35	0.13	0.15
96	0.00045	0	0.0091	0.97	0	6e-06	0.015	0	0	3e-05	0	0	0	0	0.00039	3	0.35	0.13	0.15
97	3.1e-06	0	0.00022	1	0	0	0.00099	0	0	0	0	0	0	0	1.3e-05	3	0.35	0.13	0.15
98	0	0	0.0048	0.99	0	8e-06	0.0022	0	0	0	0	0	0	0	0	3	0.35	0.13	0.15
99	3.2e-05	0	0.00032	1	0	0	0.0011	0	0	0	0	0	0	0	8.5e-05	3	0.35	0.13	0.15
100	0	0	0.82	0.16	0	5e-05	0.017	0	0	3.7e-05	0	0	0	0	7.6e-06	2	0.42	0.21	0.23
101	0	0	2.7e-05	1	0	0	5.4e-05	0	0	0	0	0	0	0	0	3	0.35	0.13	0.15
102	0	0	0	0.91	0.087	0	2.1e-06	0	0	0	0	0	0	0	0	3	0.35	0.13	0.15
103	0.0039	0.15	1.1e-05	0.12	0	0	0.0046	0.00039	0	0.00023	0.72	0	0	0	0	10	0.55	0.29	0.23
104	1.2e-06	0	5.5e-05	0.99	0.0005	4e-06	0.0061	0	0	0	0	0	0	0	0	3	0.35	0.13	0.15
105	0	0	0.0084	0.99	0	0.00015	0.00074	0	0	1e-06	0	0	0	0	1.7e-05	3	0.35	0.13	0.15
106	0	0	0	1	0	0	2e-06	0	0	0	0	0	0	0	0	3	0.35	0.13	0.15
107	0.0037	0	0.31	0.64	0	0.0054	0.03	0.00025	0	0.0024	0.00097	0	0	0	0.014	3	0.35	0.13	0.15
108	0	0	0.0032	1	0	0	0.0002	0	0	0	0	0	0	0	0.00028	3	0.35	0.13	0.15
109	0	0	0	1	0	0	0.00015	0	0	0	0	0	0	0	0	3	0.35	0.13	0.15
110	0.00018	0	0.53	0.44	0	0.002	0.01	4.9e-05	0	0.0013	5.1e-05	0	0	0	0.0082	2	0.42	0.21	0.23
111	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0.35	0.13	0.15
112	0.0036	0	0.0035	0.97	0	0.00014	0.026	0	0	3e-05	2.8e-05	0	0	0	0.0002	3	0.35	0.13	0.15
113	0.0058	0	0.0024	0.97	0.0079	0.00019	0.016	0	0	3.7e-05	9.7e-05	0	0	0	0.00047	3	0.35	0.13	0.15
114	0.23	0.02	0.14	0.091	0	0.056	0.05	0.0089	0	0.0099	0.38	0	0	0	0.015	10	0.55	0.29	0.23
115	0.14	0.01	0.11	0.59	0	0.0073	0.09	0.00069	0	0.0043	0.019	0	0	0	0.017	3	0.35	0.13	0.15
116	5.2e-06	0.00043	0	0.0015	0	0	0	0.00075	0	0.00041	1	0	0	0	0	10	0.55	0.29	0.23
117	0.00022	0	0.00074	0.99	0	2.6e-06	0.0073	0	0	2.5e-06	0	0	0	0	3.3e-05	3	0.35	0.13	0.15
118	0.046	0.048	0.014	0.03	0	0.011	0.0025	0.0036	0	0.0044	0.84	0	0	0	0.00034	10	0.55	0.29	0.23
119	0.063	0	0.013	0.19	0	5.1e-05	0.73	0	0	8.1e-05	6.5e-06	0	0	0	4.9e-06	6	0.38	0.21	0.15
120	0	0.051	0	2.3e-05	0	0	1.4e-06	0	0	0	0.95	0	0	0	0	10	0.55	0.29	0.23
121	0	0	0	0	0	0	0	0	0	0	0	1	0	0.00012	0	11	0	0.13	0
122	0.31	0.022	0.024	0.13	0	0.0034	0.0061	0.012	0	0.01	0.47	0	0	0	0.014	10	0.55	0.29	0.23
123	4.2e-05	0	9.4e-05	0.31	3.7e-06	2.1e-05	0.69	0	0	0	0	0	0	0	0	6	0.38	0.21	0.15
124	0	0.0049	0.00071	0.95	0	4.3e-06	0.021	0.00089	0	0	0.025	0	0	0	0	3	0.35	0.13	0.15
125	0.011	0.0018	0.35	0.019	0	0.14	0.0053	0.021	0	0.015	0.44	0	0	0	0.0036	10	0.55	0.29	0.23
126	0.0019	0.26	4.8e-05	0.0068	0	0.00013	0.0021	4.8e-05	0	7.6e-05	0.73	0	0	0	0	10	0.55	0.29	0.23
127	0	0	7.1e-06	1	0	0	0.0028	0	0	0	0	0	0	0	0	3	0.35	0.13	0.15
128	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0.16	0.13	0.017
129	9.9e-06	0	0.0007	0.45	0.55	0.00022	0.0064	0	0	0	0	0	0	0	0	4	0.16	0.13	0.017
130	4e-06	0.0024	2.8e-05	0.57	0	0	0.0023	0.057	0	0.00092	0.29	0	0	0	0.076	3	0.35	0.13	0.15
131	0	0	0	0	0	0	0	0	0.22	0	0	0	0	0.78	0	13	0	0.13	0.05
132	0.071	0.012	0.012	0.53	0	0.00076	0.0096	0.025	0	0.0076	0.24	0	0	0	0.1	3	0.35	0.13	0.15
133	0	0	0	0.00053	0	0	0	0.0077	0	0.00033	0.99	0	0	0	0	10	0.55	0.29	0.23
134	0.025	0.13	0.0044	0.6	0	0.00026	0.05	0.0015	0	0.0003	0.18	0	0	0	0.00031	3	0.35	0.13	0.15
135	0.16	0.13	0.023	0.001	0	0.076	0.031	0.00029	0	0.0018	0.58	0	0	0	5.7e-05	10	0.55	0.29	0.23
136	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	12	0	0	0.1
137	1.2e-05	0.034	7.4e-06	0.00083	0	0.00012	0.00012	4e-05	0	3.3e-05	0.96	0	0	0	0	10	0.55	0.29	0.23
138	7e-06	0.68	0	0.00059	0	0	0.00064	0	0	0	0.32	0	0	0	0	1	0.65	0.38	0.23
139	0.08	0.013	0.12	0.59	0	0.015	0.039	0.014	0	0.0055	0.083	0	0	0	0.047	3	0.35	0.13	0.15
140	0	0	0.0014	1	0	0	0.00021	0	0	2.4e-06	0	0	0	0	0.00078	3	0.35	0.13	0.15
141	0.0099	0.00021	0.0068	0.32	0	6.3e-05	0.00082	0.13	0	0.0056	0.022	0	0	0	0.5	14	0.55	0.13	0.23
142	0	0	0	0.21	0.79	0	8.6e-05	0	0	0	0	0	0	0	0	4	0.16	0.13	0.017
143	0.026	0.39	0.061	0.067	0	0.12	0.06	0.00067	0	0.0011	0.28	0	0	0	0.00036	1	0.65	0.38	0.23
144	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	12	0	0	0.1
145	0.011	0.0013	0.01	0.94	0	0.0001	0.013	0.0056	0	0.00031	0.0058	0	0	0	0.0088	3	0.35	0.13	0.15
146	0.2	0.0005	0.18	0.36	0	0.033	0.091	0.0029	0	0.0083	0.11	0	0	0	0.015	3	0.35	0.13	0.15
147	0.29	0.0025	0.0031	0.45	0	3.4e-05	0.0025	0.03	0	0.0067	0.079	0	0	0	0.14	3	0.35	0.13	0.15
148	0	0	2.7e-06	1	0	0	0.00027	0	0	0	0	0	0	0	0	3	0.35	0.13	0.15
149	0.16	0	0.0046	0.76	0	0.0004	0.072	0	0	0.00021	0.0013	0	0	0	0.00092	3	0.35	0.13	0.15
150	0.00076	0.2	0.0079	0.2	0	0.0016	0.041	0.00095	0	0.00012	0.54	0	0	0	6.1e-06	10	0.55	0.29	0.23
151	0.082	0.00047	9.8e-05	0.00012	0	1.8e-05	2.3e-06	3.7e-05	0	0.0013	0.92	0	0	0	0	10	0.55	0.29	0.23
152	0.0023	0.00013	3.4e-05	0.1	0	0	1.2e-05	0.057	0	0.011	0.83	0	0	0	7.2e-06	10	0.55	0.29	0.23
153	0	0	0	1	0	0	3.1e-06	0	0	0	0	0	0	0	0	3	0.35	0.13	0.15
154	3.9e-06	0	0.1	0.88	0	0.0071	0.0077	0	0	3.1e-05	5.2e-06	0	0	0	6e-05	3	0.35	0.13	0.15
155	5.1e-06	0	4.6e-05	1	0.0015	0	0.0018	0	0	0	0	0	0	0	0	3	0.35	0.13	0.15
156	0.95	0.00015	6.7e-05	0.006	0	0	1.4e-05	0.00056	0	0.0019	0.037	0	0	0	0.001	0	0.55	0.21	0.15
157	0	0	0	1	0	0	8.9e-05	0	0	0	0	0	0	0	0	3	0.35	0.13	0.15
158	0	0	0	1	0	0	0.00083	0	0	0	0	0	0	0	0	3	0.35	0.13	0.15
159	0.063	0.0031	0.095	0.013	0	0.041	0.0051	0.014	0	0.012	0.75	0	0	0	0.00052	10	0.55	0.29	0.23
160	0.013	0.066	4.3e-06	0.0015	0	5.9e-06	9.4e-05	1.3e-05	0	0.00011	0.92	0	0	0	0	10	0.55	0.29	0.23
161	0.038	0.022	0.072	0.59	0	0.019	0.035	0.033	0	0.0044	0.15	0	0	0	0.038	3	0.35	0.13	0.15
162	0.63	3e-06	0.042	0.2	0	0.0013	0.12	9.4e-05	0	0.0032	0.01	0	0	0	0.0042	0	0.55	0.21	0.15
163	0.00022	0.00077	0.059	1.2e-05	0	0.73	0.0011	0.00089	0	0.00065	0.21	0	0	0	1.8e-06	5	0.38	0.29	0.23
164	0.0037	0	0.22	0.73	0	0.0013	0.036	1.1e-05	0	0.0015	0.00019	0	0	0	0.0054	3	0.35	0.13	0.15
165	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	12	0	0	0.1
166	5.8e-05	0.21	0.0046	0.35	0	0.00048	0.067	0.00053	0	1.6e-05	0.36	0	0	0	0	10	0.55	0.29	0.23
167	0.014	0	0.3	0.051	0	0.00015	0.0022	0.0079	0	0.024	0.0014	0	0	0	0.6	14	0.55	0.13	0.23
168	0.0011	0.00063	0.00051	0.015	0	1.3e-05	1.4e-05	0.01	0	0.0087	0.96	0	0	0	1.3e-05	10	0.55	0.29	0.23
169	0.00095	0	0.78	0.078	0	0.00016	0.14	0	0	0.00095	0	0	0	0	6.2e-05	2	0.42	0.21	0.23
170	0.51	0.0041	0.048	0.13	0	0.0039	0.016	0.013	0	0.011	0.18	0	0	0	0.079	0	0.55	0.21	0.15
171	0	0	0.042	0.96	0	4e-06	0.0015	0	0	0	0	0	0	0	0	3	0.35	0.13	0.15
172	6.7e-05	0.00035	0	0.0058	0	0	3.8e-06	0.00099	0	0.00034	0.99	0	0	0	0	10	0.55	0.29	0.23
173	0.87	0	0.0014	0	0	0.00065	0.0072	0	0	0.00062	0.12	0	0	0	0	0	0.55	0.21	0.15
174	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.0041	3	0.35	0.13	0.15
175	0	0	0	0	0	0	0	0	1.1e-05	0	0	0.99	0	0.0076	0	11	0	0.13	0
176	0.99	0	8.7e-05	0	0	0	1e-05	0	0	0.002	0.0074	0	0	0	0	0	0.55	0.21	0.15
177	0	0	4.6e-06	1	0	0	0.00063	0	0	0	0	0	0	0	0	3	0.35	0.13	0.15
178	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	12	0	0	0.1
179	0.0012	0.42	0.025	0.062	0	0.045	0.045	0.00047	0	0.00014	0.41	0	0	0	9.9e-06	1	0.65	0.38	0.23
180	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0.16	0.13	0.017
181	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	12	0	0	0.1
182	0.047	0.6	0.0054	0.068	0	0.0056	0.036	0.00026	0	0.0003	0.24	0	0	0	0.00013	1	0.65	0.38	0.23
183	0.036	0	0.64	0.076	0	0.072	0.14	0.00036	0	0.0078	0.027	0	0	0	0.001	2	0.42	0.21	0.23
184	0.00093	1.2e-05	0.0033	1.8e-06	0	0.0072	1e-05	2.6e-05	0	0.0012	0.99	0	0	0	0	10	0.55	0.29	0.23
185	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0.16	0.13	0.017
186	0.00091	0.0052	0.00016	0.0016	0	0.00017	2.4e-05	0.00029	0	0.0006	0.99	0	0	0	0	10	0.55	0.29	0.23
187	0.024	0.27	0.08	0.32	0	0.011	0.23	9.1e-05	0	0.00059	0.071	0	0	0	0.00017	3	0.35	0.13	0.15
188	0.75	0.0076	0.015	0.034	0	0.0016	0.013	0.0013	0	0.005	0.14	0	0	0	0.033	0	0.55	0.21	0.15
189	0.02	0.026	0.036	0.21	0	0.013	0.007	0.024	0	0.0083	0.66	0	0	0	0.0023	10	0.55	0.29	0.23
190	3.5e-05	0	2.9e-06	1	0	0	4.6e-05	0	0	0	0	0	0	0	0.001	3	0.35	0.13	0.15
191	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0.35	0.13	0.15
192	0	0	0	1	0	0	4.8e-06	0	0	0	0	0	0	0	0	3	0.35	0.13	0.15
193	0.12	0.0022	0.09	0.0059	0	0.3	0.19	0.00012	0	0.002	0.29	0	0	0	1.8e-05	5	0.38	0.29	0.23
194	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0.16	0.13	0.017
195	0.13	2.9e-05	0.36	0.01	0	0.0051	0.0036	0.089	0	0.084	0.27	0	0	0	0.04	2	0.42	0.21	0.23
196	0.00066	0.0004	3.5e-05	6.1e-06	0	0.00011	0	3.4e-06	0	0.00016	1	0	0	0	0	10	0.55	0.29	0.23
197	0.0033	0.16	0.029	0.31	0	0.014	0.049	0.0053	0	0.00059	0.42	0	0	0	0.00011	10	0.55	0.29	0.23
198	7.1e-06	0	0.0021	0.99	0	0	0.0003	0	0	5.7e-06	0	0	0	0	0.0034	3	0.35	0.13	0.15
199	0.028	2.7e-05	0.0035	0.0003	0	0.00011	6.4e-06	0.0011	0	0.012	0.63	0	0	0	0.32	10	0.55	0.29	0.23
200	0.0077	0	0.46	0.44	0	0.026	0.029	0.0012	0	0.0058	0.01	0	0	0	0.016	2	0.42	0.21	0.23
201	0.024	2e-05	0.34	0.22	0	0.0072	0.0066	0.042	0	0.021	0.038	0	0	0	0.3	2	0.42	0.21	0.23
202	0.054	0.012	0.0014	0.02	0	7.2e-05	0.00034	0.0047	0	0.0076	0.76	0	0	0	0.14	10	0.55	0.29	0.23
203	0	0	0.22	0.77	0	0.00066	0.005	0	0	2.1e-05	0	0	0	0	2.7e-05	3	0.35	0.13	0.15
204	0	0	0	0	0	0	0	0	0	0	0	1	0	9.8e-06	0	11	0	0.13	0
205	0.25	4.6e-05	0.019	0.57	0	0.00037	0.012	0.0017	0	0.0034	0.011	0	0	0	0.13	3	0.35	0.13	0.15
206	7.1e-06	0	0.33	0.63	0	0.024	0.019	1.4e-06	0	8.2e-05	1.4e-05	0	0	0	3.7e-05	3	0.35	0.13	0.15
207	0.00018	0	0.13	0.86	0	0.0023	0.008	3.4e-05	0	0.00037	7.4e-05	0	0	0	0.0026	3	0.35	0.13	0.15
208	0.037	0.0002	0.4	0.1	0	0.022	0.007	0.055	0	0.03	0.17	0	0	0	0.18	2	0.42	0.21	0.23
209	0.0024	0	0.06	0.83	0	0.00038	0.003	0.00041	0	0.0015	0.00045	0	0	0	0.1	3	0.35	0.13	0.15
210	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0.16	0.13	0.017
211	0.00058	0.021	0.0011	0.01	0	1.3e-05	0.00072	0.13	0	0.019	0.77	0	0	0	0.041	10	0.55	0.29	0.23
212	0	0	0	0	0	0	0	0	3.5e-05	0	0	0	1	0.0001	0	12	0	0	0.1
213	0	0	0	0	0	0	0	0	0.00056	0	0	0	0.92	0.079	0	12	0	0	0.1
214	0.003	0	0.049	0.77	0	1.1e-06	0.0029	3.5e-06	0	0.0013	1.6e-06	0	0	0	0.18	3	0.35	0.13	0.15
215	0.021	3.8e-05	0.11	0.41	0	0.0024	0.004	0.017	0	0.0085	0.018	0	0	0	0.41	3	0.35	0.13	0.15
216	6.3e-06	0	0.023	0.97	0	0.00023	0.0029	0	0	1.6e-05	0	0	0	0	0.00015	3	0.35	0.13	0.15
217	0	0	1.4e-06	1	0	0	0.00011	0	0	0	0	0	0	0	0	3	0.35	0.13	0.15
218	0.0014	0	0.00015	0	0	1.6e-06	0	0	0	0.0075	0.99	0	0	0	0	10	0.55	0.29	0.23
