SNV	cluster0	cluster1	cluster2	cluster	dcf0	dcf1	dcf2	dcf3	dcf4
201	1	0	0	0	0.39	0.35	0.2	0.4	0.17
202	1	0	0	0	0.39	0.35	0.2	0.4	0.17
203	1	0	0	0	0.39	0.35	0.2	0.4	0.17
204	1	0	0	0	0.39	0.35	0.2	0.4	0.17
205	1	0	0	0	0.39	0.35	0.2	0.4	0.17
206	0	0	1	2	0	0	0	0.089	0.076
207	1	0	0	0	0.39	0.35	0.2	0.4	0.17
208	0	1	0	1	0.13	0.12	0.044	0.13	0.019
209	1	0	0	0	0.39	0.35	0.2	0.4	0.17
210	0	1	0	1	0.13	0.12	0.044	0.13	0.019
211	1	0	0	0	0.39	0.35	0.2	0.4	0.17
212	1	0	0	0	0.39	0.35	0.2	0.4	0.17
213	1	0	0	0	0.39	0.35	0.2	0.4	0.17
214	1	0	0	0	0.39	0.35	0.2	0.4	0.17
215	1	0	0	0	0.39	0.35	0.2	0.4	0.17
216	1	0	0	0	0.39	0.35	0.2	0.4	0.17
217	1	0	0	0	0.39	0.35	0.2	0.4	0.17
218	1	0	0	0	0.39	0.35	0.2	0.4	0.17
219	1	0	0	0	0.39	0.35	0.2	0.4	0.17
220	1	0	0	0	0.39	0.35	0.2	0.4	0.17
221	1	0	0	0	0.39	0.35	0.2	0.4	0.17
222	1	0	0	0	0.39	0.35	0.2	0.4	0.17
223	1	0	0	0	0.39	0.35	0.2	0.4	0.17
224	1	0	0	0	0.39	0.35	0.2	0.4	0.17
225	1	0	0	0	0.39	0.35	0.2	0.4	0.17
226	0.44	0.56	0	1	0.13	0.12	0.044	0.13	0.019
227	1	0	0	0	0.39	0.35	0.2	0.4	0.17
228	0	2.6e-06	1	2	0	0	0	0.089	0.076
229	0	0	1	2	0	0	0	0.089	0.076
230	1	0	0	0	0.39	0.35	0.2	0.4	0.17
231	1	0	0	0	0.39	0.35	0.2	0.4	0.17
232	1	0	0	0	0.39	0.35	0.2	0.4	0.17
233	1	0	0	0	0.39	0.35	0.2	0.4	0.17
234	1	0	0	0	0.39	0.35	0.2	0.4	0.17
235	1	0	0	0	0.39	0.35	0.2	0.4	0.17
236	1	0	0	0	0.39	0.35	0.2	0.4	0.17
237	0	0	1	2	0	0	0	0.089	0.076
238	1	0	0	0	0.39	0.35	0.2	0.4	0.17
239	1	0	0	0	0.39	0.35	0.2	0.4	0.17
240	1	0	0	0	0.39	0.35	0.2	0.4	0.17
241	1	0	0	0	0.39	0.35	0.2	0.4	0.17
242	1	0	0	0	0.39	0.35	0.2	0.4	0.17
243	1	0	0	0	0.39	0.35	0.2	0.4	0.17
244	1	0	0	0	0.39	0.35	0.2	0.4	0.17
245	1	0	0	0	0.39	0.35	0.2	0.4	0.17
246	1	0	0	0	0.39	0.35	0.2	0.4	0.17
247	1	0	0	0	0.39	0.35	0.2	0.4	0.17
248	0	0	1	2	0	0	0	0.089	0.076
249	1	0	0	0	0.39	0.35	0.2	0.4	0.17
250	1	0	0	0	0.39	0.35	0.2	0.4	0.17
251	1	0	0	0	0.39	0.35	0.2	0.4	0.17
252	1	0	0	0	0.39	0.35	0.2	0.4	0.17
253	1	0	0	0	0.39	0.35	0.2	0.4	0.17
254	1	0	0	0	0.39	0.35	0.2	0.4	0.17
255	1	0	0	0	0.39	0.35	0.2	0.4	0.17
256	1	0	0	0	0.39	0.35	0.2	0.4	0.17
257	1	0	0	0	0.39	0.35	0.2	0.4	0.17
258	1	0	0	0	0.39	0.35	0.2	0.4	0.17
259	1	0	0	0	0.39	0.35	0.2	0.4	0.17
260	1	0	0	0	0.39	0.35	0.2	0.4	0.17
261	1	0	0	0	0.39	0.35	0.2	0.4	0.17
262	1	0	0	0	0.39	0.35	0.2	0.4	0.17
263	1	0	0	0	0.39	0.35	0.2	0.4	0.17
264	1	0	0	0	0.39	0.35	0.2	0.4	0.17
265	1	0	0	0	0.39	0.35	0.2	0.4	0.17
266	1	0	0	0	0.39	0.35	0.2	0.4	0.17
267	1	0	0	0	0.39	0.35	0.2	0.4	0.17
268	1	0	0	0	0.39	0.35	0.2	0.4	0.17
269	1	0	0	0	0.39	0.35	0.2	0.4	0.17
270	1	0	0	0	0.39	0.35	0.2	0.4	0.17
271	1	0	0	0	0.39	0.35	0.2	0.4	0.17
272	1	0	0	0	0.39	0.35	0.2	0.4	0.17
273	0	1.3e-05	1	2	0	0	0	0.089	0.076
274	1	0	0	0	0.39	0.35	0.2	0.4	0.17
275	1	0	0	0	0.39	0.35	0.2	0.4	0.17
276	1	0	0	0	0.39	0.35	0.2	0.4	0.17
277	1	0	0	0	0.39	0.35	0.2	0.4	0.17
278	1	0	0	0	0.39	0.35	0.2	0.4	0.17
279	0	0	1	2	0	0	0	0.089	0.076
280	1	0	0	0	0.39	0.35	0.2	0.4	0.17
281	1	0	0	0	0.39	0.35	0.2	0.4	0.17
282	1	0	0	0	0.39	0.35	0.2	0.4	0.17
283	1	0	0	0	0.39	0.35	0.2	0.4	0.17
284	1	0	0	0	0.39	0.35	0.2	0.4	0.17
285	1	0	0	0	0.39	0.35	0.2	0.4	0.17
286	1	0	0	0	0.39	0.35	0.2	0.4	0.17
287	1	0	0	0	0.39	0.35	0.2	0.4	0.17
288	1	0	0	0	0.39	0.35	0.2	0.4	0.17
289	1	0	0	0	0.39	0.35	0.2	0.4	0.17
290	1	0	0	0	0.39	0.35	0.2	0.4	0.17
291	1	0	0	0	0.39	0.35	0.2	0.4	0.17
292	1	0	0	0	0.39	0.35	0.2	0.4	0.17
293	1	0	0	0	0.39	0.35	0.2	0.4	0.17
294	1	0	0	0	0.39	0.35	0.2	0.4	0.17
295	1	0	0	0	0.39	0.35	0.2	0.4	0.17
296	0	1	0	1	0.13	0.12	0.044	0.13	0.019
297	1	0	0	0	0.39	0.35	0.2	0.4	0.17
298	1	0	0	0	0.39	0.35	0.2	0.4	0.17
299	1	0	0	0	0.39	0.35	0.2	0.4	0.17
300	1	0	0	0	0.39	0.35	0.2	0.4	0.17
301	1	0	0	0	0.39	0.35	0.2	0.4	0.17
302	1	0	0	0	0.39	0.35	0.2	0.4	0.17
303	1	0	0	0	0.39	0.35	0.2	0.4	0.17
304	1	0	0	0	0.39	0.35	0.2	0.4	0.17
305	1	0	0	0	0.39	0.35	0.2	0.4	0.17
306	1	0	0	0	0.39	0.35	0.2	0.4	0.17
307	1	0	0	0	0.39	0.35	0.2	0.4	0.17
308	0	0	1	2	0	0	0	0.089	0.076
309	1	0	0	0	0.39	0.35	0.2	0.4	0.17
310	1	0	0	0	0.39	0.35	0.2	0.4	0.17
311	1	0	0	0	0.39	0.35	0.2	0.4	0.17
312	1	0	0	0	0.39	0.35	0.2	0.4	0.17
313	1	0	0	0	0.39	0.35	0.2	0.4	0.17
314	1	0	0	0	0.39	0.35	0.2	0.4	0.17
315	1	0	0	0	0.39	0.35	0.2	0.4	0.17
316	1	0	0	0	0.39	0.35	0.2	0.4	0.17
317	0	0	1	2	0	0	0	0.089	0.076
318	1	0	0	0	0.39	0.35	0.2	0.4	0.17
319	0	1	0	1	0.13	0.12	0.044	0.13	0.019
320	1	0	0	0	0.39	0.35	0.2	0.4	0.17
321	1	0	0	0	0.39	0.35	0.2	0.4	0.17
322	1	0	0	0	0.39	0.35	0.2	0.4	0.17
323	1	0	0	0	0.39	0.35	0.2	0.4	0.17
324	1	0	0	0	0.39	0.35	0.2	0.4	0.17
325	1	0	0	0	0.39	0.35	0.2	0.4	0.17
326	1	0	0	0	0.39	0.35	0.2	0.4	0.17
327	1	0	0	0	0.39	0.35	0.2	0.4	0.17
328	0	1	0	1	0.13	0.12	0.044	0.13	0.019
329	1	0	0	0	0.39	0.35	0.2	0.4	0.17
330	1	0.001	0	0	0.39	0.35	0.2	0.4	0.17
331	0.093	0.91	0	1	0.13	0.12	0.044	0.13	0.019
332	1	0	0	0	0.39	0.35	0.2	0.4	0.17
333	1	0	0	0	0.39	0.35	0.2	0.4	0.17
334	1	0	0	0	0.39	0.35	0.2	0.4	0.17
335	1	0	0	0	0.39	0.35	0.2	0.4	0.17
336	1	0	0	0	0.39	0.35	0.2	0.4	0.17
337	1	0	0	0	0.39	0.35	0.2	0.4	0.17
338	0	1	0	1	0.13	0.12	0.044	0.13	0.019
339	1	0	0	0	0.39	0.35	0.2	0.4	0.17
340	0	1	0	1	0.13	0.12	0.044	0.13	0.019
341	1	0	0	0	0.39	0.35	0.2	0.4	0.17
342	1	0	0	0	0.39	0.35	0.2	0.4	0.17
343	1	0	0	0	0.39	0.35	0.2	0.4	0.17
344	1	0	0	0	0.39	0.35	0.2	0.4	0.17
345	1	0	0	0	0.39	0.35	0.2	0.4	0.17
346	0	1	0	1	0.13	0.12	0.044	0.13	0.019
347	1	0	0	0	0.39	0.35	0.2	0.4	0.17
348	1	0	0	0	0.39	0.35	0.2	0.4	0.17
349	1.3e-05	1	0	1	0.13	0.12	0.044	0.13	0.019
350	1	0	0	0	0.39	0.35	0.2	0.4	0.17
351	1	0	0	0	0.39	0.35	0.2	0.4	0.17
352	1	0	0	0	0.39	0.35	0.2	0.4	0.17
353	1	0	0	0	0.39	0.35	0.2	0.4	0.17
354	1	0	0	0	0.39	0.35	0.2	0.4	0.17
355	1	0	0	0	0.39	0.35	0.2	0.4	0.17
356	1	0	0	0	0.39	0.35	0.2	0.4	0.17
357	1	0	0	0	0.39	0.35	0.2	0.4	0.17
358	0	1	0	1	0.13	0.12	0.044	0.13	0.019
359	1	0	0	0	0.39	0.35	0.2	0.4	0.17
360	0	1	0	1	0.13	0.12	0.044	0.13	0.019
361	1	0	0	0	0.39	0.35	0.2	0.4	0.17
362	1	0	0	0	0.39	0.35	0.2	0.4	0.17
363	0.0029	1	0	1	0.13	0.12	0.044	0.13	0.019
364	1	0	0	0	0.39	0.35	0.2	0.4	0.17
365	1	0	0	0	0.39	0.35	0.2	0.4	0.17
366	1	2e-05	0	0	0.39	0.35	0.2	0.4	0.17
367	1	0	0	0	0.39	0.35	0.2	0.4	0.17
368	1	0	0	0	0.39	0.35	0.2	0.4	0.17
369	1	0	0	0	0.39	0.35	0.2	0.4	0.17
370	1	0	0	0	0.39	0.35	0.2	0.4	0.17
371	0	1	0	1	0.13	0.12	0.044	0.13	0.019
372	1	0	0	0	0.39	0.35	0.2	0.4	0.17
373	1	0	0	0	0.39	0.35	0.2	0.4	0.17
374	1	0	0	0	0.39	0.35	0.2	0.4	0.17
375	1	0	0	0	0.39	0.35	0.2	0.4	0.17
376	1	0	0	0	0.39	0.35	0.2	0.4	0.17
377	1	0	0	0	0.39	0.35	0.2	0.4	0.17
378	1	0	0	0	0.39	0.35	0.2	0.4	0.17
379	1	0.00017	0	0	0.39	0.35	0.2	0.4	0.17
380	1	0	0	0	0.39	0.35	0.2	0.4	0.17
381	1	0	0	0	0.39	0.35	0.2	0.4	0.17
382	1	0	0.00021	0	0.39	0.35	0.2	0.4	0.17
383	0	1	0	1	0.13	0.12	0.044	0.13	0.019
384	1	0	0	0	0.39	0.35	0.2	0.4	0.17
385	1	0	0	0	0.39	0.35	0.2	0.4	0.17
386	0	1	0	1	0.13	0.12	0.044	0.13	0.019
387	1	0	0	0	0.39	0.35	0.2	0.4	0.17
388	1	0	0	0	0.39	0.35	0.2	0.4	0.17
389	1	0	0	0	0.39	0.35	0.2	0.4	0.17
390	1	0	0	0	0.39	0.35	0.2	0.4	0.17
391	1	0	0	0	0.39	0.35	0.2	0.4	0.17
392	1	0	0	0	0.39	0.35	0.2	0.4	0.17
393	1	0	0	0	0.39	0.35	0.2	0.4	0.17
394	0	1	0	1	0.13	0.12	0.044	0.13	0.019
395	1	0	0	0	0.39	0.35	0.2	0.4	0.17
396	0	1	0	1	0.13	0.12	0.044	0.13	0.019
397	1	0	0	0	0.39	0.35	0.2	0.4	0.17
398	1	0	0	0	0.39	0.35	0.2	0.4	0.17
399	1	0	0	0	0.39	0.35	0.2	0.4	0.17
400	1	0	0	0	0.39	0.35	0.2	0.4	0.17
401	0	1	0	1	0.13	0.12	0.044	0.13	0.019
402	1	0	0	0	0.39	0.35	0.2	0.4	0.17
403	1	0	0	0	0.39	0.35	0.2	0.4	0.17
404	1	0	0	0	0.39	0.35	0.2	0.4	0.17
405	1	0	0	0	0.39	0.35	0.2	0.4	0.17
406	1	0	0	0	0.39	0.35	0.2	0.4	0.17
407	1	0	0	0	0.39	0.35	0.2	0.4	0.17
408	1	0	0	0	0.39	0.35	0.2	0.4	0.17
409	1	0	0	0	0.39	0.35	0.2	0.4	0.17
410	1	0	0	0	0.39	0.35	0.2	0.4	0.17
411	1	0	0	0	0.39	0.35	0.2	0.4	0.17
412	0	1	0	1	0.13	0.12	0.044	0.13	0.019
413	1	0	0	0	0.39	0.35	0.2	0.4	0.17
414	1	0	0	0	0.39	0.35	0.2	0.4	0.17
415	0	1	0	1	0.13	0.12	0.044	0.13	0.019
416	0	1	0	1	0.13	0.12	0.044	0.13	0.019
417	1	0	0	0	0.39	0.35	0.2	0.4	0.17
418	1	0	0	0	0.39	0.35	0.2	0.4	0.17
419	1	0	0	0	0.39	0.35	0.2	0.4	0.17
420	1	0	0	0	0.39	0.35	0.2	0.4	0.17
421	1	0	0	0	0.39	0.35	0.2	0.4	0.17
422	1	0	0	0	0.39	0.35	0.2	0.4	0.17
423	4.9e-05	1	0	1	0.13	0.12	0.044	0.13	0.019
424	1	0	0	0	0.39	0.35	0.2	0.4	0.17
425	1	0	0	0	0.39	0.35	0.2	0.4	0.17
426	1	0	0	0	0.39	0.35	0.2	0.4	0.17
427	1	0	0	0	0.39	0.35	0.2	0.4	0.17
428	1	0	0	0	0.39	0.35	0.2	0.4	0.17
429	1	0	0	0	0.39	0.35	0.2	0.4	0.17
430	1	0	0	0	0.39	0.35	0.2	0.4	0.17
431	1	0	0	0	0.39	0.35	0.2	0.4	0.17
432	1	0	0	0	0.39	0.35	0.2	0.4	0.17
433	1	0	0	0	0.39	0.35	0.2	0.4	0.17
434	1	0	0	0	0.39	0.35	0.2	0.4	0.17
435	1	0	0	0	0.39	0.35	0.2	0.4	0.17
436	1	0	0	0	0.39	0.35	0.2	0.4	0.17
437	1	0	0	0	0.39	0.35	0.2	0.4	0.17
438	0	1	0	1	0.13	0.12	0.044	0.13	0.019
439	1	0	0	0	0.39	0.35	0.2	0.4	0.17
440	1	0	0	0	0.39	0.35	0.2	0.4	0.17
441	1	0	0	0	0.39	0.35	0.2	0.4	0.17
442	1	0	0	0	0.39	0.35	0.2	0.4	0.17
443	1	0	0	0	0.39	0.35	0.2	0.4	0.17
444	1	0	0	0	0.39	0.35	0.2	0.4	0.17
445	1	0	0	0	0.39	0.35	0.2	0.4	0.17
446	1	0	0	0	0.39	0.35	0.2	0.4	0.17
447	1	0	0	0	0.39	0.35	0.2	0.4	0.17
448	1	0	0	0	0.39	0.35	0.2	0.4	0.17
449	1	0	0	0	0.39	0.35	0.2	0.4	0.17
450	1	0	0	0	0.39	0.35	0.2	0.4	0.17
451	1	0	0	0	0.39	0.35	0.2	0.4	0.17
452	1	0	0	0	0.39	0.35	0.2	0.4	0.17
453	0	1	0	1	0.13	0.12	0.044	0.13	0.019
454	1	0.0033	0	0	0.39	0.35	0.2	0.4	0.17
455	1	0	0	0	0.39	0.35	0.2	0.4	0.17
456	1	0	0	0	0.39	0.35	0.2	0.4	0.17
457	1	0	0	0	0.39	0.35	0.2	0.4	0.17
458	1	0	0	0	0.39	0.35	0.2	0.4	0.17
459	1	0	0	0	0.39	0.35	0.2	0.4	0.17
460	1	0	0	0	0.39	0.35	0.2	0.4	0.17
461	1	0	0	0	0.39	0.35	0.2	0.4	0.17
462	1	0	0	0	0.39	0.35	0.2	0.4	0.17
