SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster	dcf0	dcf1	dcf2	dcf3	dcf4
34	0.0056	0.98	0	0.0045	0.005	0	0	0	1	0.39	0.35	0.2	0.4	0.17
35	0.13	0.65	0	0.22	5.1e-05	0	0	0	1	0.39	0.35	0.2	0.4	0.17
36	0.066	0.52	0	0.41	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
37	0.11	0.46	0	0.43	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
38	0	0	1	0	0	0	0.0012	0	2	0.13	0.12	0.022	0.13	0
39	0.017	0.12	0	0.86	0.00037	0	0	0	3	0.39	0.35	0.27	0.4	0.32
40	0.086	0.85	0	0.067	0.0012	0	0	0	1	0.39	0.35	0.2	0.4	0.17
41	1.1e-05	0.0026	0	0.00039	0	0	1	0	6	0.2	0.14	0.089	0.42	0.17
42	0	4.9e-06	1	0	0	1.6e-05	7.6e-06	2.4e-05	2	0.13	0.12	0.022	0.13	0
43	0.0033	0.98	0	0.016	0.0031	0	0	0	1	0.39	0.35	0.2	0.4	0.17
44	0.039	0.95	0	0.014	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
45	0.0079	0.98	0	0.0013	0.0082	0	0	0	1	0.39	0.35	0.2	0.4	0.17
46	0.041	0.9	0	0.052	0.0036	0	0	0	1	0.39	0.35	0.2	0.4	0.17
47	0.01	0.99	0	0.00024	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
48	0.012	0.98	0	0.0097	0.00019	0	0	0	1	0.39	0.35	0.2	0.4	0.17
49	0.00039	0.12	5.1e-06	3.9e-05	0	0	0.00018	0.88	7	0.39	0.35	0.089	0.47	0
50	0.003	0.99	0	0.0023	4.8e-05	0	0	0	1	0.39	0.35	0.2	0.4	0.17
51	0.021	0.97	0	0.0055	2.1e-06	0	0	0	1	0.39	0.35	0.2	0.4	0.17
52	0.021	0.85	0	0.13	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
53	0.065	0.78	0	0.15	4.6e-06	0	0	0	1	0.39	0.35	0.2	0.4	0.17
54	0.0057	0.99	0	0.00092	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
55	0	0	0	0	0	1	0	0	5	0.043	0.039	0.16	0	0.057
56	0.046	0.87	0	0.084	0.00012	0	0	0	1	0.39	0.35	0.2	0.4	0.17
57	0.037	0.82	0	0.15	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
58	0.018	0.93	0	0.05	8.2e-06	0	0	0	1	0.39	0.35	0.2	0.4	0.17
59	0.05	0.85	0	0.1	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
60	0.024	0.97	0	0.0081	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
61	0.011	0.99	0	0.0004	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
62	0.0043	0.99	0	0.00079	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
63	0.029	0.79	0	0.18	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
64	0.025	0.89	0	0.087	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
65	0.045	0.52	0	0.43	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
66	0.014	0.95	0	0.038	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
67	0.026	0.81	0	0.17	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
68	0.23	0.63	0	0.13	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
69	0.095	0.77	0	0.13	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
70	0.0036	1	0	0.00059	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
71	0.0024	0.96	0	0.042	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
72	0.045	0.63	0	0.33	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
73	0.00054	1	0	0.00026	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
74	0.024	0.96	0	0.013	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
75	0.2	0.74	0	0.055	0.001	0	0	0	1	0.39	0.35	0.2	0.4	0.17
76	0.0039	1	0	0.00082	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
77	0.058	0.82	0	0.12	1.1e-06	0	0	0	1	0.39	0.35	0.2	0.4	0.17
78	0.0087	0.99	0	0.0042	0.0014	0	0	0	1	0.39	0.35	0.2	0.4	0.17
79	0.078	0.67	0	0.24	0.013	0	0	0	1	0.39	0.35	0.2	0.4	0.17
80	0.0041	0.99	0	0.0083	1.3e-06	0	0	0	1	0.39	0.35	0.2	0.4	0.17
81	0	0	1	0	0	0	0.0018	0	2	0.13	0.12	0.022	0.13	0
82	0.027	0.96	0	0.014	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
83	0.0054	0.98	0	0.016	1.8e-06	0	0	0	1	0.39	0.35	0.2	0.4	0.17
84	0.014	0.96	0	0.021	0.0016	0	0	0	1	0.39	0.35	0.2	0.4	0.17
85	0.037	0.69	0	0.27	0.0012	0	0	0	1	0.39	0.35	0.2	0.4	0.17
86	0.015	0.45	0	0.54	0	0	0	0	3	0.39	0.35	0.27	0.4	0.32
87	0.0096	0.98	0	0.0095	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
88	0.0055	0.99	0	0.0021	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
89	0.027	0.65	0	0.33	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
90	0	0	0	0	0	1	0	0	5	0.043	0.039	0.16	0	0.057
91	0.07	0.63	0	0.3	0.0033	0	0	0	1	0.39	0.35	0.2	0.4	0.17
92	0.033	0.94	0	0.024	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
93	0	0	1	0	0	0	6.5e-05	0	2	0.13	0.12	0.022	0.13	0
94	0.012	0.97	0	0.02	9.8e-05	0	0	0	1	0.39	0.35	0.2	0.4	0.17
95	0	0.0015	0.43	0	0	0	0.55	0.015	6	0.2	0.14	0.089	0.42	0.17
96	0.19	0.33	0	0.49	0	0	0	0	3	0.39	0.35	0.27	0.4	0.32
97	0.011	0.98	0	0.011	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
98	1.5e-05	1	0	0	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
99	0.0012	0.00026	0	1	0	0	0	0	3	0.39	0.35	0.27	0.4	0.32
100	0.00064	1	0	0.0016	0	0.00039	0	0	1	0.39	0.35	0.2	0.4	0.17
101	0	0	0.0002	0	0	0	0	1	7	0.39	0.35	0.089	0.47	0
102	0.00036	3.1e-05	0	0.98	0.021	0	0	0	3	0.39	0.35	0.27	0.4	0.32
103	0.0067	0.028	0	0.96	0.0024	0	0	0	3	0.39	0.35	0.27	0.4	0.32
104	0.012	0.068	0	0.92	0	0	0	0	3	0.39	0.35	0.27	0.4	0.32
105	0.00016	0.22	0	6.1e-05	0	0	0	0.78	7	0.39	0.35	0.089	0.47	0
106	0	0	1	0	0	0	5.2e-06	0	2	0.13	0.12	0.022	0.13	0
107	0	0	1	0	0	0	0	0	2	0.13	0.12	0.022	0.13	0
108	0.006	0.99	0	0.0028	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
109	0.004	1	0	0.00034	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
110	0.17	0.58	0	0.25	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
111	0.16	0.75	0	0.093	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
112	0.21	0.16	0	0.63	0	0	0	0	3	0.39	0.35	0.27	0.4	0.32
113	0.017	0.96	0	0.024	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
114	0.029	0.89	0	0.078	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
115	0	0	0.056	0	0	0.94	0	0	5	0.043	0.039	0.16	0	0.057
116	0.032	0.96	0	0.0035	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
117	0.0019	1	0	0.0021	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
118	0.01	0.98	0	0.0065	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
119	0.066	0.013	0	0.92	0	0	0	0	3	0.39	0.35	0.27	0.4	0.32
120	0	0	1	0	0	0.001	0	0	2	0.13	0.12	0.022	0.13	0
121	0.11	0.76	0	0.14	2.6e-05	0	0	0	1	0.39	0.35	0.2	0.4	0.17
122	0.0097	0.98	0	0.006	8e-06	0	0	0	1	0.39	0.35	0.2	0.4	0.17
123	0.0092	0.99	0	0.0057	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
124	0.045	0.94	0	0.011	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
125	0.042	0.89	0	0.066	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
126	0.016	0.021	0	0.96	0	0	0	0	3	0.39	0.35	0.27	0.4	0.32
127	0.19	0.59	0	0.21	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
128	0.006	0.2	0	0.0015	0.00015	0	5.4e-05	0.79	7	0.39	0.35	0.089	0.47	0
129	0.048	0.54	0	0.41	0.00031	0	0	0	1	0.39	0.35	0.2	0.4	0.17
130	0	0	1	0	0	0	1.8e-06	0	2	0.13	0.12	0.022	0.13	0
131	0.21	0.11	0	0.68	1.5e-05	0	0	0	3	0.39	0.35	0.27	0.4	0.32
132	0.0062	0.0041	0	0.99	0	0	0	0	3	0.39	0.35	0.27	0.4	0.32
133	0.054	0.5	0	0.44	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
134	0.079	0.069	0	0.85	0	0	0	0	3	0.39	0.35	0.27	0.4	0.32
135	0.13	0.4	0	0.47	0.00042	0	0	0	3	0.39	0.35	0.27	0.4	0.32
136	0.00079	0.32	0	2.4e-05	0	0	0	0.68	7	0.39	0.35	0.089	0.47	0
137	0.11	0.34	0	0.55	5.3e-05	0	0	0	3	0.39	0.35	0.27	0.4	0.32
138	0.06	0.86	0	0.079	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
139	0.065	0.85	0	0.082	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
140	0.053	0.54	0	0.4	0.0011	0	0	0	1	0.39	0.35	0.2	0.4	0.17
141	0.061	0.83	0	0.11	0.00061	0	0	0	1	0.39	0.35	0.2	0.4	0.17
142	0.046	0.65	0	0.3	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
143	0.021	0.97	0	0.0055	2.3e-05	0	0.0012	0	1	0.39	0.35	0.2	0.4	0.17
144	0	0.0018	0	0	0	0.00043	1	0	6	0.2	0.14	0.089	0.42	0.17
145	0.092	0.84	0	0.036	0.031	0	0	0	1	0.39	0.35	0.2	0.4	0.17
146	0.00036	1	0	0.0013	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
147	0	0	1	0	0	0	0	0	2	0.13	0.12	0.022	0.13	0
148	0.0089	0.98	0	0.0063	3.1e-06	0	0	0	1	0.39	0.35	0.2	0.4	0.17
149	0	0	1	0	0	0	0	0	2	0.13	0.12	0.022	0.13	0
150	0.0019	1	0	0.0012	0	0	1.5e-05	0	1	0.39	0.35	0.2	0.4	0.17
151	0.017	0.97	0	0.01	0.0036	0	0	0	1	0.39	0.35	0.2	0.4	0.17
152	0.0096	0.96	0	0.012	0.015	0	0	0	1	0.39	0.35	0.2	0.4	0.17
153	0.015	0.76	0	0.072	0.15	0	0	0	1	0.39	0.35	0.2	0.4	0.17
154	4.7e-05	1	0	0	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
155	0.0049	0.99	0	0.0071	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
156	0.038	0.24	0	0.73	6.1e-05	0	0	0	3	0.39	0.35	0.27	0.4	0.32
157	0.023	0.97	0	0.0027	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
158	0.031	0.95	0	0.014	1.7e-05	0	0	0	1	0.39	0.35	0.2	0.4	0.17
159	0.083	0.84	0	0.031	0.047	0	0	0	1	0.39	0.35	0.2	0.4	0.17
160	0.18	0.18	0	0.64	0.0023	0	0	0	3	0.39	0.35	0.27	0.4	0.32
161	0.0023	1	0	0.00028	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
162	0.00081	1	0	0.00039	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
163	0.025	0.91	0	0.068	7e-05	0	0	0	1	0.39	0.35	0.2	0.4	0.17
164	0.24	0.67	0	0.083	1.4e-06	0	7.5e-06	0	1	0.39	0.35	0.2	0.4	0.17
165	4.3e-05	0.94	0	1e-05	0	0	0.063	0	1	0.39	0.35	0.2	0.4	0.17
166	0	0	0	0	0	1	0	0	5	0.043	0.039	0.16	0	0.057
167	0.036	0.93	0	0.035	0.00021	0	0	0	1	0.39	0.35	0.2	0.4	0.17
168	0.037	0.85	0	0.11	0.0006	0	0	0	1	0.39	0.35	0.2	0.4	0.17
169	0.015	0.98	0	0.003	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
170	0.0088	0.98	0	0.012	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
171	0.072	0.87	0	0.057	0.0033	0	0	0	1	0.39	0.35	0.2	0.4	0.17
172	0	0	0	0	0	1	0	0	5	0.043	0.039	0.16	0	0.057
173	0	0.99	0	0	0	0	0	0.0061	1	0.39	0.35	0.2	0.4	0.17
174	0.036	0.96	0	0.0038	0.00028	0	0	0	1	0.39	0.35	0.2	0.4	0.17
175	0.039	0.86	0	0.098	1.1e-05	0	0	0	1	0.39	0.35	0.2	0.4	0.17
176	0	0	0	0	0	1	0	0	5	0.043	0.039	0.16	0	0.057
177	0.028	0.94	0	0.015	0	0	0.018	0	1	0.39	0.35	0.2	0.4	0.17
178	0.028	0.9	0	0.076	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
179	0.02	0.97	0	0.0063	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
180	0.027	0.93	0	0.04	0.00049	0	0	0	1	0.39	0.35	0.2	0.4	0.17
181	0.026	0.87	0	0.011	0.095	0	0	0	1	0.39	0.35	0.2	0.4	0.17
182	0.018	0.94	0	0.039	0.0056	0	0	0	1	0.39	0.35	0.2	0.4	0.17
183	0.039	0.86	0	0.099	1.5e-05	0	5e-06	0	1	0.39	0.35	0.2	0.4	0.17
184	0	0	0	0	0	1	0	0	5	0.043	0.039	0.16	0	0.057
185	0.013	0.9	0	0.082	0	0	0.001	0	1	0.39	0.35	0.2	0.4	0.17
186	0.0093	0.7	0	0.29	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
187	0.036	0.96	0	0.0018	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
188	0.015	0.97	0	0.01	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
189	0.025	0.92	0	0.059	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
190	0.024	0.94	0	0.039	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
191	0.0049	0.99	0	0.0047	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
192	0.0045	0.66	0	0.33	0	0	5.2e-06	0	1	0.39	0.35	0.2	0.4	0.17
193	0.022	0.72	0	0.26	5.5e-05	0	0	0	1	0.39	0.35	0.2	0.4	0.17
194	0.017	0.89	0	0.092	0.00069	0	0	0	1	0.39	0.35	0.2	0.4	0.17
195	0.0012	1	0	0.00014	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
196	0.00043	0.79	0	6.2e-05	0	0	0	0.21	1	0.39	0.35	0.2	0.4	0.17
197	0.031	0.77	0	0.2	0.0055	0	0	0	1	0.39	0.35	0.2	0.4	0.17
198	0.013	0.96	0	0.024	0.0014	0	0	0	1	0.39	0.35	0.2	0.4	0.17
199	0.039	0.75	0	0.022	0.19	0	0	0	1	0.39	0.35	0.2	0.4	0.17
200	0.12	0.67	0	0.2	0.0089	0	0	0	1	0.39	0.35	0.2	0.4	0.17
201	0.068	0.76	0	0.16	0.0031	0	0	0	1	0.39	0.35	0.2	0.4	0.17
202	0.042	0.85	0	0.081	0.023	0	0	0	1	0.39	0.35	0.2	0.4	0.17
203	8.7e-06	1	0	0	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
204	0	1	0	0	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
205	0.0067	0.99	0	0.00037	8.6e-05	0	0	0	1	0.39	0.35	0.2	0.4	0.17
206	0	0	0	0	0	1	0	0	5	0.043	0.039	0.16	0	0.057
207	0.13	0.76	0	0.1	0.00096	0	0	0	1	0.39	0.35	0.2	0.4	0.17
208	0	0	1	0	0	0	0.0017	0	2	0.13	0.12	0.022	0.13	0
209	0.26	0.39	0	0.35	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
210	0	0	1	0	0	3.7e-06	0	0	2	0.13	0.12	0.022	0.13	0
211	0.0092	0.98	0	0.0072	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
212	0.02	0.96	0	0.021	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
213	0.032	0.79	0	0.18	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
214	0.14	0.53	0	0.33	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
215	0.00091	0.99	0	0.0052	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
216	0.052	0.64	0	0.31	3.7e-06	0	0	0	1	0.39	0.35	0.2	0.4	0.17
217	0.012	0.98	0	0.0051	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
218	0.067	0.78	0	0.16	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
219	0.059	0.3	0	0.64	0	0	0	0	3	0.39	0.35	0.27	0.4	0.32
220	0.033	0.62	0	0.35	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
221	0.044	0.014	0	0.94	0	0	0	0	3	0.39	0.35	0.27	0.4	0.32
222	0.0053	0.0033	0	0.99	0	0	0	0	3	0.39	0.35	0.27	0.4	0.32
223	0.034	0.0027	0	0.96	0	0	0	0	3	0.39	0.35	0.27	0.4	0.32
224	0.091	0.073	0	0.84	0.00023	0	0	0	3	0.39	0.35	0.27	0.4	0.32
225	0.32	0.31	0	0.38	0.001	0	0	0	3	0.39	0.35	0.27	0.4	0.32
226	2.3e-05	0.0072	0.021	2.5e-06	0	0	0.044	0.93	7	0.39	0.35	0.089	0.47	0
227	0.031	0.86	0	0.11	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
228	0	0	0.00016	0	0	0	0	1	7	0.39	0.35	0.089	0.47	0
229	0	0	0	0	0	0	0	1	7	0.39	0.35	0.089	0.47	0
230	0.0003	0.00011	0	1	0	0	0	0	3	0.39	0.35	0.27	0.4	0.32
231	0.012	0.015	0	0.97	0	0	0	0	3	0.39	0.35	0.27	0.4	0.32
232	0.00029	7.7e-05	0	1	0	0	0	0	3	0.39	0.35	0.27	0.4	0.32
233	0.00015	0.00016	0	1	0	0	0	0	3	0.39	0.35	0.27	0.4	0.32
234	0	0.0009	0	7.8e-06	0.0011	0	1	0	6	0.2	0.14	0.089	0.42	0.17
235	0.0017	0.0017	0	1	0	0	0	0	3	0.39	0.35	0.27	0.4	0.32
236	0.014	0.19	0	0.79	0	0	0	0	3	0.39	0.35	0.27	0.4	0.32
237	0	0	0	0	0	1	0	0	5	0.043	0.039	0.16	0	0.057
238	0.0033	0.98	0	0.016	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
239	0.034	0.96	0	0.011	0.0004	0	0	0	1	0.39	0.35	0.2	0.4	0.17
240	0.058	0.82	0	0.12	0.003	0	0	0	1	0.39	0.35	0.2	0.4	0.17
241	0.03	0.97	0	0.004	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
242	0.026	0.91	0	0.054	0.013	0	0	0	1	0.39	0.35	0.2	0.4	0.17
243	0.009	0.99	0	0.00068	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
244	0.021	0.91	0	0.063	0.0036	0	0	0	1	0.39	0.35	0.2	0.4	0.17
245	0	2.6e-05	0	0	0	0	0	1	7	0.39	0.35	0.089	0.47	0
246	0.017	0.52	0	0.47	0	0	3.6e-05	0	1	0.39	0.35	0.2	0.4	0.17
247	1.1e-05	1	0	0	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
248	0	0	0	0	0	1	0	0	5	0.043	0.039	0.16	0	0.057
249	0.11	0.46	0	0.42	0	0	0.0085	0	1	0.39	0.35	0.2	0.4	0.17
250	0.0067	0.99	0	0.0015	0	0	4.9e-05	0	1	0.39	0.35	0.2	0.4	0.17
251	0.069	0.9	0	0.028	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
252	0.031	0.52	0	0.45	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
253	0.08	0.82	0	0.1	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
254	0.012	0.94	0	0.047	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
255	0.0022	0.99	0	0.012	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
256	0.042	0.75	0	0.21	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
257	0.034	0.95	0	0.017	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
258	0.0086	0.94	0	0.054	0	0	0.00041	0	1	0.39	0.35	0.2	0.4	0.17
259	0.16	0.53	0	0.31	0.00034	0	0	0	1	0.39	0.35	0.2	0.4	0.17
260	0.0032	0.98	0	0.019	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
261	0.0035	1	0	9.8e-05	6.3e-06	0	0	0	1	0.39	0.35	0.2	0.4	0.17
262	0.019	0.96	0	0.02	6.6e-05	0	0	0	1	0.39	0.35	0.2	0.4	0.17
263	0.0049	0.97	0	0.022	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
264	0.0059	0.97	0	0.02	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
265	0.059	0.79	0	0.16	0.00014	0	0	0	1	0.39	0.35	0.2	0.4	0.17
266	0.00069	0.041	0	0.00029	0	0	0.96	0	6	0.2	0.14	0.089	0.42	0.17
267	0.014	0.98	0	0.0094	0.0011	0	0	0	1	0.39	0.35	0.2	0.4	0.17
268	0.016	0.96	0	0.021	0.00086	0	0	0	1	0.39	0.35	0.2	0.4	0.17
269	0.025	0.97	0	0.0027	0.00097	0	0	0	1	0.39	0.35	0.2	0.4	0.17
270	0.034	0.95	0	0.017	0.00017	0	0	0	1	0.39	0.35	0.2	0.4	0.17
271	0.028	0.95	0	0.023	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
272	0.0015	1	0	0.00016	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
273	0	0	1	0	0	0	0	0	2	0.13	0.12	0.022	0.13	0
274	0.014	0.93	0	0.057	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
275	0.19	0.76	0	0.046	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
276	0.015	0.98	0	0.0026	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
277	0.028	0.96	0	0.015	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
278	0.077	0.89	0	0.038	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
279	1	0	0	0	0	0	0	0	0	0.39	0.38	0.2	0.47	0.24
280	0.018	0.97	0	0.012	0.00095	0	0	0	1	0.39	0.35	0.2	0.4	0.17
281	0.00098	1	0	6.2e-05	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
282	0.0063	0.99	0	0.0007	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
283	0.027	0.94	0	0.019	0	0	0.0097	0	1	0.39	0.35	0.2	0.4	0.17
284	0.012	0.97	0	0.013	7.1e-05	0	0	0	1	0.39	0.35	0.2	0.4	0.17
285	0.00049	1	0	4.1e-05	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
286	0.007	0.99	0	0.0069	0	0	9e-05	0	1	0.39	0.35	0.2	0.4	0.17
287	0.019	0.89	0	0.089	0	0	3e-05	0	1	0.39	0.35	0.2	0.4	0.17
288	0.019	0.98	0	0.00086	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
289	0.02	0.96	0	0.017	0	0	5.7e-05	0	1	0.39	0.35	0.2	0.4	0.17
290	0.081	0.65	0	0.27	1.5e-05	0	0	0	1	0.39	0.35	0.2	0.4	0.17
291	0.0018	1	0	0.00056	0	0	0	0	1	0.39	0.35	0.2	0.4	0.17
