SNV	cluster0	cluster	dcf0	dcf1	dcf2	dcf3	dcf4
217	1	0	0.41	0.38	0.2	0.42	0.17
218	1	0	0.41	0.38	0.2	0.42	0.17
219	1	0	0.41	0.38	0.2	0.42	0.17
220	1	0	0.41	0.38	0.2	0.42	0.17
221	1	0	0.41	0.38	0.2	0.42	0.17
222	1	0	0.41	0.38	0.2	0.42	0.17
223	1	0	0.41	0.38	0.2	0.42	0.17
224	1	0	0.41	0.38	0.2	0.42	0.17
225	1	0	0.41	0.38	0.2	0.42	0.17
226	1	0	0.41	0.38	0.2	0.42	0.17
227	1	0	0.41	0.38	0.2	0.42	0.17
228	1	0	0.41	0.38	0.2	0.42	0.17
229	1	0	0.41	0.38	0.2	0.42	0.17
230	1	0	0.41	0.38	0.2	0.42	0.17
231	1	0	0.41	0.38	0.2	0.42	0.17
232	1	0	0.41	0.38	0.2	0.42	0.17
233	1	0	0.41	0.38	0.2	0.42	0.17
234	1	0	0.41	0.38	0.2	0.42	0.17
235	1	0	0.41	0.38	0.2	0.42	0.17
236	1	0	0.41	0.38	0.2	0.42	0.17
237	1	0	0.41	0.38	0.2	0.42	0.17
238	1	0	0.41	0.38	0.2	0.42	0.17
239	1	0	0.41	0.38	0.2	0.42	0.17
240	1	0	0.41	0.38	0.2	0.42	0.17
241	1	0	0.41	0.38	0.2	0.42	0.17
242	1	0	0.41	0.38	0.2	0.42	0.17
243	1	0	0.41	0.38	0.2	0.42	0.17
244	1	0	0.41	0.38	0.2	0.42	0.17
245	1	0	0.41	0.38	0.2	0.42	0.17
246	1	0	0.41	0.38	0.2	0.42	0.17
247	1	0	0.41	0.38	0.2	0.42	0.17
248	1	0	0.41	0.38	0.2	0.42	0.17
249	1	0	0.41	0.38	0.2	0.42	0.17
250	1	0	0.41	0.38	0.2	0.42	0.17
251	1	0	0.41	0.38	0.2	0.42	0.17
252	1	0	0.41	0.38	0.2	0.42	0.17
253	1	0	0.41	0.38	0.2	0.42	0.17
254	1	0	0.41	0.38	0.2	0.42	0.17
255	1	0	0.41	0.38	0.2	0.42	0.17
256	1	0	0.41	0.38	0.2	0.42	0.17
257	1	0	0.41	0.38	0.2	0.42	0.17
258	1	0	0.41	0.38	0.2	0.42	0.17
259	1	0	0.41	0.38	0.2	0.42	0.17
260	1	0	0.41	0.38	0.2	0.42	0.17
261	1	0	0.41	0.38	0.2	0.42	0.17
262	1	0	0.41	0.38	0.2	0.42	0.17
263	1	0	0.41	0.38	0.2	0.42	0.17
264	1	0	0.41	0.38	0.2	0.42	0.17
265	1	0	0.41	0.38	0.2	0.42	0.17
266	1	0	0.41	0.38	0.2	0.42	0.17
267	1	0	0.41	0.38	0.2	0.42	0.17
268	1	0	0.41	0.38	0.2	0.42	0.17
269	1	0	0.41	0.38	0.2	0.42	0.17
270	1	0	0.41	0.38	0.2	0.42	0.17
271	1	0	0.41	0.38	0.2	0.42	0.17
272	1	0	0.41	0.38	0.2	0.42	0.17
273	1	0	0.41	0.38	0.2	0.42	0.17
274	1	0	0.41	0.38	0.2	0.42	0.17
275	1	0	0.41	0.38	0.2	0.42	0.17
276	1	0	0.41	0.38	0.2	0.42	0.17
277	1	0	0.41	0.38	0.2	0.42	0.17
278	1	0	0.41	0.38	0.2	0.42	0.17
279	1	0	0.41	0.38	0.2	0.42	0.17
280	1	0	0.41	0.38	0.2	0.42	0.17
281	1	0	0.41	0.38	0.2	0.42	0.17
282	1	0	0.41	0.38	0.2	0.42	0.17
283	1	0	0.41	0.38	0.2	0.42	0.17
284	1	0	0.41	0.38	0.2	0.42	0.17
285	1	0	0.41	0.38	0.2	0.42	0.17
286	1	0	0.41	0.38	0.2	0.42	0.17
287	1	0	0.41	0.38	0.2	0.42	0.17
288	1	0	0.41	0.38	0.2	0.42	0.17
289	1	0	0.41	0.38	0.2	0.42	0.17
290	1	0	0.41	0.38	0.2	0.42	0.17
291	1	0	0.41	0.38	0.2	0.42	0.17
292	1	0	0.41	0.38	0.2	0.42	0.17
293	1	0	0.41	0.38	0.2	0.42	0.17
294	1	0	0.41	0.38	0.2	0.42	0.17
295	1	0	0.41	0.38	0.2	0.42	0.17
296	1	0	0.41	0.38	0.2	0.42	0.17
297	1	0	0.41	0.38	0.2	0.42	0.17
298	1	0	0.41	0.38	0.2	0.42	0.17
299	1	0	0.41	0.38	0.2	0.42	0.17
300	1	0	0.41	0.38	0.2	0.42	0.17
301	1	0	0.41	0.38	0.2	0.42	0.17
302	1	0	0.41	0.38	0.2	0.42	0.17
303	1	0	0.41	0.38	0.2	0.42	0.17
304	1	0	0.41	0.38	0.2	0.42	0.17
305	1	0	0.41	0.38	0.2	0.42	0.17
306	1	0	0.41	0.38	0.2	0.42	0.17
307	1	0	0.41	0.38	0.2	0.42	0.17
308	1	0	0.41	0.38	0.2	0.42	0.17
309	1	0	0.41	0.38	0.2	0.42	0.17
310	1	0	0.41	0.38	0.2	0.42	0.17
311	1	0	0.41	0.38	0.2	0.42	0.17
312	1	0	0.41	0.38	0.2	0.42	0.17
313	1	0	0.41	0.38	0.2	0.42	0.17
314	1	0	0.41	0.38	0.2	0.42	0.17
315	1	0	0.41	0.38	0.2	0.42	0.17
316	1	0	0.41	0.38	0.2	0.42	0.17
317	1	0	0.41	0.38	0.2	0.42	0.17
318	1	0	0.41	0.38	0.2	0.42	0.17
319	1	0	0.41	0.38	0.2	0.42	0.17
320	1	0	0.41	0.38	0.2	0.42	0.17
321	1	0	0.41	0.38	0.2	0.42	0.17
322	1	0	0.41	0.38	0.2	0.42	0.17
323	1	0	0.41	0.38	0.2	0.42	0.17
324	1	0	0.41	0.38	0.2	0.42	0.17
325	1	0	0.41	0.38	0.2	0.42	0.17
326	1	0	0.41	0.38	0.2	0.42	0.17
327	1	0	0.41	0.38	0.2	0.42	0.17
328	1	0	0.41	0.38	0.2	0.42	0.17
329	1	0	0.41	0.38	0.2	0.42	0.17
330	1	0	0.41	0.38	0.2	0.42	0.17
331	1	0	0.41	0.38	0.2	0.42	0.17
332	1	0	0.41	0.38	0.2	0.42	0.17
333	1	0	0.41	0.38	0.2	0.42	0.17
334	1	0	0.41	0.38	0.2	0.42	0.17
335	1	0	0.41	0.38	0.2	0.42	0.17
336	1	0	0.41	0.38	0.2	0.42	0.17
337	1	0	0.41	0.38	0.2	0.42	0.17
338	1	0	0.41	0.38	0.2	0.42	0.17
339	1	0	0.41	0.38	0.2	0.42	0.17
340	1	0	0.41	0.38	0.2	0.42	0.17
341	1	0	0.41	0.38	0.2	0.42	0.17
342	1	0	0.41	0.38	0.2	0.42	0.17
343	1	0	0.41	0.38	0.2	0.42	0.17
344	1	0	0.41	0.38	0.2	0.42	0.17
345	1	0	0.41	0.38	0.2	0.42	0.17
346	1	0	0.41	0.38	0.2	0.42	0.17
347	1	0	0.41	0.38	0.2	0.42	0.17
348	1	0	0.41	0.38	0.2	0.42	0.17
349	1	0	0.41	0.38	0.2	0.42	0.17
350	1	0	0.41	0.38	0.2	0.42	0.17
351	1	0	0.41	0.38	0.2	0.42	0.17
352	1	0	0.41	0.38	0.2	0.42	0.17
353	1	0	0.41	0.38	0.2	0.42	0.17
354	1	0	0.41	0.38	0.2	0.42	0.17
355	1	0	0.41	0.38	0.2	0.42	0.17
356	1	0	0.41	0.38	0.2	0.42	0.17
357	1	0	0.41	0.38	0.2	0.42	0.17
358	1	0	0.41	0.38	0.2	0.42	0.17
359	1	0	0.41	0.38	0.2	0.42	0.17
360	1	0	0.41	0.38	0.2	0.42	0.17
361	1	0	0.41	0.38	0.2	0.42	0.17
362	1	0	0.41	0.38	0.2	0.42	0.17
363	1	0	0.41	0.38	0.2	0.42	0.17
364	1	0	0.41	0.38	0.2	0.42	0.17
365	1	0	0.41	0.38	0.2	0.42	0.17
366	1	0	0.41	0.38	0.2	0.42	0.17
367	1	0	0.41	0.38	0.2	0.42	0.17
368	1	0	0.41	0.38	0.2	0.42	0.17
369	1	0	0.41	0.38	0.2	0.42	0.17
370	1	0	0.41	0.38	0.2	0.42	0.17
371	1	0	0.41	0.38	0.2	0.42	0.17
372	1	0	0.41	0.38	0.2	0.42	0.17
373	1	0	0.41	0.38	0.2	0.42	0.17
374	1	0	0.41	0.38	0.2	0.42	0.17
375	1	0	0.41	0.38	0.2	0.42	0.17
376	1	0	0.41	0.38	0.2	0.42	0.17
377	1	0	0.41	0.38	0.2	0.42	0.17
378	1	0	0.41	0.38	0.2	0.42	0.17
379	1	0	0.41	0.38	0.2	0.42	0.17
380	1	0	0.41	0.38	0.2	0.42	0.17
381	1	0	0.41	0.38	0.2	0.42	0.17
382	1	0	0.41	0.38	0.2	0.42	0.17
383	1	0	0.41	0.38	0.2	0.42	0.17
384	1	0	0.41	0.38	0.2	0.42	0.17
385	1	0	0.41	0.38	0.2	0.42	0.17
386	1	0	0.41	0.38	0.2	0.42	0.17
387	1	0	0.41	0.38	0.2	0.42	0.17
388	1	0	0.41	0.38	0.2	0.42	0.17
389	1	0	0.41	0.38	0.2	0.42	0.17
390	1	0	0.41	0.38	0.2	0.42	0.17
391	1	0	0.41	0.38	0.2	0.42	0.17
392	1	0	0.41	0.38	0.2	0.42	0.17
393	1	0	0.41	0.38	0.2	0.42	0.17
394	1	0	0.41	0.38	0.2	0.42	0.17
395	1	0	0.41	0.38	0.2	0.42	0.17
396	1	0	0.41	0.38	0.2	0.42	0.17
397	1	0	0.41	0.38	0.2	0.42	0.17
398	1	0	0.41	0.38	0.2	0.42	0.17
399	1	0	0.41	0.38	0.2	0.42	0.17
400	1	0	0.41	0.38	0.2	0.42	0.17
401	1	0	0.41	0.38	0.2	0.42	0.17
402	1	0	0.41	0.38	0.2	0.42	0.17
403	1	0	0.41	0.38	0.2	0.42	0.17
404	1	0	0.41	0.38	0.2	0.42	0.17
405	1	0	0.41	0.38	0.2	0.42	0.17
406	1	0	0.41	0.38	0.2	0.42	0.17
407	1	0	0.41	0.38	0.2	0.42	0.17
408	1	0	0.41	0.38	0.2	0.42	0.17
409	1	0	0.41	0.38	0.2	0.42	0.17
410	1	0	0.41	0.38	0.2	0.42	0.17
411	1	0	0.41	0.38	0.2	0.42	0.17
412	1	0	0.41	0.38	0.2	0.42	0.17
413	1	0	0.41	0.38	0.2	0.42	0.17
414	1	0	0.41	0.38	0.2	0.42	0.17
415	1	0	0.41	0.38	0.2	0.42	0.17
416	1	0	0.41	0.38	0.2	0.42	0.17
417	1	0	0.41	0.38	0.2	0.42	0.17
418	1	0	0.41	0.38	0.2	0.42	0.17
419	1	0	0.41	0.38	0.2	0.42	0.17
420	1	0	0.41	0.38	0.2	0.42	0.17
421	1	0	0.41	0.38	0.2	0.42	0.17
422	1	0	0.41	0.38	0.2	0.42	0.17
423	1	0	0.41	0.38	0.2	0.42	0.17
424	1	0	0.41	0.38	0.2	0.42	0.17
425	1	0	0.41	0.38	0.2	0.42	0.17
426	1	0	0.41	0.38	0.2	0.42	0.17
427	1	0	0.41	0.38	0.2	0.42	0.17
428	1	0	0.41	0.38	0.2	0.42	0.17
429	1	0	0.41	0.38	0.2	0.42	0.17
430	1	0	0.41	0.38	0.2	0.42	0.17
431	1	0	0.41	0.38	0.2	0.42	0.17
432	1	0	0.41	0.38	0.2	0.42	0.17
433	1	0	0.41	0.38	0.2	0.42	0.17
434	1	0	0.41	0.38	0.2	0.42	0.17
435	1	0	0.41	0.38	0.2	0.42	0.17
436	1	0	0.41	0.38	0.2	0.42	0.17
437	1	0	0.41	0.38	0.2	0.42	0.17
438	1	0	0.41	0.38	0.2	0.42	0.17
439	1	0	0.41	0.38	0.2	0.42	0.17
440	1	0	0.41	0.38	0.2	0.42	0.17
441	1	0	0.41	0.38	0.2	0.42	0.17
442	1	0	0.41	0.38	0.2	0.42	0.17
443	1	0	0.41	0.38	0.2	0.42	0.17
444	1	0	0.41	0.38	0.2	0.42	0.17
445	1	0	0.41	0.38	0.2	0.42	0.17
446	1	0	0.41	0.38	0.2	0.42	0.17
447	1	0	0.41	0.38	0.2	0.42	0.17
448	1	0	0.41	0.38	0.2	0.42	0.17
449	1	0	0.41	0.38	0.2	0.42	0.17
450	1	0	0.41	0.38	0.2	0.42	0.17
451	1	0	0.41	0.38	0.2	0.42	0.17
452	1	0	0.41	0.38	0.2	0.42	0.17
453	1	0	0.41	0.38	0.2	0.42	0.17
454	1	0	0.41	0.38	0.2	0.42	0.17
455	1	0	0.41	0.38	0.2	0.42	0.17
456	1	0	0.41	0.38	0.2	0.42	0.17
457	1	0	0.41	0.38	0.2	0.42	0.17
458	1	0	0.41	0.38	0.2	0.42	0.17
459	1	0	0.41	0.38	0.2	0.42	0.17
460	1	0	0.41	0.38	0.2	0.42	0.17
461	1	0	0.41	0.38	0.2	0.42	0.17
462	1	0	0.41	0.38	0.2	0.42	0.17
463	1	0	0.41	0.38	0.2	0.42	0.17
464	1	0	0.41	0.38	0.2	0.42	0.17
465	1	0	0.41	0.38	0.2	0.42	0.17
466	1	0	0.41	0.38	0.2	0.42	0.17
467	1	0	0.41	0.38	0.2	0.42	0.17
468	1	0	0.41	0.38	0.2	0.42	0.17
469	1	0	0.41	0.38	0.2	0.42	0.17
470	1	0	0.41	0.38	0.2	0.42	0.17
471	1	0	0.41	0.38	0.2	0.42	0.17
472	1	0	0.41	0.38	0.2	0.42	0.17
473	1	0	0.41	0.38	0.2	0.42	0.17
474	1	0	0.41	0.38	0.2	0.42	0.17
475	1	0	0.41	0.38	0.2	0.42	0.17
476	1	0	0.41	0.38	0.2	0.42	0.17
477	1	0	0.41	0.38	0.2	0.42	0.17
478	1	0	0.41	0.38	0.2	0.42	0.17
479	1	0	0.41	0.38	0.2	0.42	0.17
480	1	0	0.41	0.38	0.2	0.42	0.17
481	1	0	0.41	0.38	0.2	0.42	0.17
482	1	0	0.41	0.38	0.2	0.42	0.17
483	1	0	0.41	0.38	0.2	0.42	0.17
484	1	0	0.41	0.38	0.2	0.42	0.17
485	1	0	0.41	0.38	0.2	0.42	0.17
486	1	0	0.41	0.38	0.2	0.42	0.17
487	1	0	0.41	0.38	0.2	0.42	0.17
488	1	0	0.41	0.38	0.2	0.42	0.17
489	1	0	0.41	0.38	0.2	0.42	0.17
490	1	0	0.41	0.38	0.2	0.42	0.17
491	1	0	0.41	0.38	0.2	0.42	0.17
492	1	0	0.41	0.38	0.2	0.42	0.17
493	1	0	0.41	0.38	0.2	0.42	0.17
494	1	0	0.41	0.38	0.2	0.42	0.17
495	1	0	0.41	0.38	0.2	0.42	0.17
496	1	0	0.41	0.38	0.2	0.42	0.17
497	1	0	0.41	0.38	0.2	0.42	0.17
498	1	0	0.41	0.38	0.2	0.42	0.17
499	1	0	0.41	0.38	0.2	0.42	0.17
500	1	0	0.41	0.38	0.2	0.42	0.17
501	1	0	0.41	0.38	0.2	0.42	0.17
502	1	0	0.41	0.38	0.2	0.42	0.17
503	1	0	0.41	0.38	0.2	0.42	0.17
504	1	0	0.41	0.38	0.2	0.42	0.17
505	1	0	0.41	0.38	0.2	0.42	0.17
506	1	0	0.41	0.38	0.2	0.42	0.17
507	1	0	0.41	0.38	0.2	0.42	0.17
508	1	0	0.41	0.38	0.2	0.42	0.17
509	1	0	0.41	0.38	0.2	0.42	0.17
