SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster19	cluster	dcf0	dcf1	dcf2	dcf3	dcf4
70	0.0025	0	0	0	0.064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.93	19	0.39	0.35	0.2	0.4	0.17
71	0.063	0	0	0	0.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49	19	0.39	0.35	0.2	0.4	0.17
72	0.28	0	2.4e-06	0	0.00044	0	0	0	0	0	0	0	0	0	0	0	0	0.0028	0	0.72	19	0.39	0.35	0.2	0.4	0.17
73	0.00017	0	0	0	0.00071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	0.39	0.35	0.2	0.4	0.17
74	0.13	0	0	0	0.022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.84	19	0.39	0.35	0.2	0.4	0.17
75	0.2	0	8.1e-05	0	0.0059	0	0	0	0	0	0	0	0	0	0	0.00011	0.03	4.9e-05	0	0.76	19	0.39	0.35	0.2	0.4	0.17
76	0.0018	0	1.1e-06	0	0.013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99	19	0.39	0.35	0.2	0.4	0.17
77	0.19	0	5e-06	0	0.0005	0	0	0	0	0	0	0	0	0	0	0	4e-06	0.00044	0	0.81	19	0.39	0.35	0.2	0.4	0.17
78	0.00022	0	0	0	0.73	0	0	0	0	0	0	0	0	0	0	0	1.5e-06	5.8e-05	0	0.27	4	0.61	0.65	0.33	0.6	0.24
79	0.18	0	1.8e-05	0	0.17	0	0	0	0	0	0	0	0	0	0	2.8e-05	0.0048	0.043	0	0.6	19	0.39	0.35	0.2	0.4	0.17
80	0.0058	0	0	0	0.0011	0	0	0	0	0	0	0	0	0	0	0	0	3.9e-05	0	0.99	19	0.39	0.35	0.2	0.4	0.17
81	0	0	0	0	0	0.0023	0	0	0	0	0	0.24	0.76	0	0	0	0	0	0	0	12	0.043	0.039	0.2	0.089	0
82	0.11	0	1.7e-06	0	0.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51	19	0.39	0.35	0.2	0.4	0.17
83	0.013	0	0	0	0.0022	0	0	0	0	0	0	0	0	0	0	0	0	0.00018	0	0.98	19	0.39	0.35	0.2	0.4	0.17
84	0.017	0	1.5e-06	0	0.035	0	0	0	0	0	0	0	0	0	0	9.7e-05	8.9e-05	0.00058	0	0.95	19	0.39	0.35	0.2	0.4	0.17
85	0.13	0	2.7e-06	0	0.045	0	0	0	0	0	0	0	0	0	0	1.8e-05	0.00022	0.086	0	0.74	19	0.39	0.35	0.2	0.4	0.17
86	0.4	0	0	0	0	0	0	0	1.1e-05	0	0	0	0	0	0	0	0	0.0039	0.0005	0.6	19	0.39	0.35	0.2	0.4	0.17
87	0.0092	0	0	0	0.00017	0	0	0	0	0	0	0	0	0	0	0	0	2.2e-06	2.2e-06	0.99	19	0.39	0.35	0.2	0.4	0.17
88	0.0014	0	0	0	0.0045	0	0	0	6.1e-06	0	0	0	0	0	0	0	0	4.6e-06	0.00015	0.99	19	0.39	0.35	0.2	0.4	0.17
89	0.27	0	9.6e-06	0	0.00032	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0.71	19	0.39	0.35	0.2	0.4	0.17
90	0	0	0	0	0	0	0	0	0	0.97	0.025	0	0	0	0	0	0	0	0	0	9	0.13	0.12	0	0	0.019
91	0.22	0	0	3.2e-05	0.077	0	0	0	0	0	0	0	0	0	0	3.3e-05	0.00062	0.038	0	0.66	19	0.39	0.35	0.2	0.4	0.17
92	0.033	0	4.8e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1e-05	0	0.97	19	0.39	0.35	0.2	0.4	0.17
93	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1.1e-05	0	0	0	0	0	5	0.2	0.14	0.089	0.42	0.17
94	0.01	0	0	0	0.0037	0	0	0	0	0	0	0	0	0	0	0	0	0.00038	0	0.99	19	0.39	0.35	0.2	0.4	0.17
95	0	0	0	0	0	0.99	0	0	0	0	0	0	0	0.00017	0.0068	0	0	0	0	0.0024	5	0.2	0.14	0.089	0.42	0.17
96	0.45	0	0.00013	0	0.00075	0	0	0	0	0	0	0	0	0	0	0	0.00028	0.021	0	0.53	19	0.39	0.35	0.2	0.4	0.17
97	0.011	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	7.9e-06	0	0.84	19	0.39	0.35	0.2	0.4	0.17
98	0	0	1.1e-06	0	0	0	0	0	0.21	0	0	0	0	0.044	0	0	0	0	0	0.74	19	0.39	0.35	0.2	0.4	0.17
99	0.017	0	0	0.025	0.00077	0	0	1.9e-05	0	0	0	0	0	0	0	0	0	0.96	0	5.1e-05	17	0.46	0.35	0.47	0.44	0.39
100	0.00047	0	0	0	0	0	0	0	3.7e-05	0	0	0.97	0	0	0	0	0	0	0	0.033	11	0	0	0	0.044	0.094
101	0	0	0	0	0	0	0	0	0	0	0	0.028	0.00023	0	0.97	0	0	0	0	0	14	0.39	0.35	0.089	0.58	0
102	0	0	0	0	0.00027	0	0	0	0	0	0	0	0	0	0	0	1.1e-06	1	0	0	17	0.46	0.35	0.47	0.44	0.39
103	0.0011	0	0	0.0024	0.017	0	0	8.4e-06	0	0	0	0	0	0	0	0	1.9e-06	0.98	0	0.00083	17	0.46	0.35	0.47	0.44	0.39
104	0.043	0	0	0.05	0.087	0	0	0.0003	1.8e-05	0	0	0	0	0	0	0	0	0.76	0	0.055	17	0.46	0.35	0.47	0.44	0.39
105	1.5e-05	0	0	0	0	0	0	0	0.0066	0	0	0	0	0.93	0.012	0	0	0	2.7e-06	0.053	13	0.39	0.35	0.18	0.31	0.019
106	0	0	0	0	1e-05	0.0012	0	0	0	0	0	0	1	0	0	0	0.0023	0	0	0	12	0.043	0.039	0.2	0.089	0
107	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0.13	0.12	0	0	0.019
108	0.0033	0	9.8e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.1e-06	0	1	19	0.39	0.35	0.2	0.4	0.17
109	0.00095	0	2.2e-06	0.0009	0.0061	0	0	2.5e-06	0	0	0	0	0	0	0	0	0	0	0	0.99	19	0.39	0.35	0.2	0.4	0.17
110	0.37	0	1.2e-06	0.00035	0.052	0	0	6.2e-06	2.4e-05	0	0	0	0	0	0	0	0	2.7e-06	0	0.58	19	0.39	0.35	0.2	0.4	0.17
111	0.28	0	1.4e-06	0	3.9e-06	0	0	0	2.4e-05	0	0	0	0	0	0	0	0	0	0	0.72	19	0.39	0.35	0.2	0.4	0.17
112	0.0029	0	0	0.58	0.41	0	0	0.0019	0	0	0	0	0	0	0	0	0	6.6e-05	0	0.00037	3	1	1	0.47	1	0.39
113	0.019	0	1.1e-06	5.4e-06	0.00039	0	0	0	0	0	0	0	0	0	0	0	0	6.6e-06	0	0.98	19	0.39	0.35	0.2	0.4	0.17
114	0.0037	0	0	0.018	0.94	0	1.2e-05	0.00018	9.3e-05	0	0	0	0	0	0	0	0	0.0001	0	0.039	4	0.61	0.65	0.33	0.6	0.24
115	0	0	0	0	0	0	0	0	0	0	0.0042	0	1	0	0	0	0	0	0	0	12	0.043	0.039	0.2	0.089	0
116	0.062	0	0	0.00026	0.00089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.94	19	0.39	0.35	0.2	0.4	0.17
117	0.00064	0	0	0.015	0.62	0	0	2.4e-06	0	0	0	0	0	0	0	0	0	0	0	0.36	4	0.61	0.65	0.33	0.6	0.24
118	0.0011	0	0	0.056	0.86	0	0	1.5e-05	0	0	0	0	0	0	0	0	0	0	0	0.084	4	0.61	0.65	0.33	0.6	0.24
119	0.00027	0	0	0.029	0.96	0	0	1.8e-06	0	0	0	0	0	0	0	0	0	0.008	0	7e-05	4	0.61	0.65	0.33	0.6	0.24
120	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0.13	0.12	0	0	0.019
121	0.17	0	3e-06	0	0.0062	0	0	0	0	0	0	0	0	0	0	0	8.7e-06	0.00038	0	0.83	19	0.39	0.35	0.2	0.4	0.17
122	0.01	0	2.1e-06	0	0.0015	0	0	0	0	0	0	0	0	0	0	0	0	1.3e-05	0	0.99	19	0.39	0.35	0.2	0.4	0.17
123	0.0048	0	4.9e-06	0	0.00016	0	0	0	0	0	0	0	0	0	0	0	0	0.00053	0	0.99	19	0.39	0.35	0.2	0.4	0.17
124	0.028	0	6.1e-05	0.0016	0.0087	0	0	3e-06	0	0	0	0	0	0	0	0	3.2e-06	5.6e-06	0	0.96	19	0.39	0.35	0.2	0.4	0.17
125	0.055	0	0	0.068	0.54	0	0	0.00058	0.00056	0	0	0	0	0	0	0	0	1.1e-05	0	0.33	4	0.61	0.65	0.33	0.6	0.24
126	0.88	0	0	0.0034	0.0021	0	0	4.4e-06	0	0	0	0	0	0	0	0	0	0.089	0	0.024	0	0.39	0.35	0.2	0.42	0.32
127	0.31	0	3.9e-06	0.00083	0.045	0	0	9.6e-06	0.00018	0	0	0	0	0	0	0	0	3.7e-05	0	0.64	19	0.39	0.35	0.2	0.4	0.17
128	0.0049	0	7.3e-06	1.2e-05	0.00045	8.3e-05	0.00036	0	0.011	0	0	0	0	0.055	0.65	0	0	5.8e-06	4.6e-06	0.28	14	0.39	0.35	0.089	0.58	0
129	0.3	0	0	0.00013	0.031	0	0	0	0.00049	0	0	0	0	0	0	3.8e-06	5.6e-06	0.043	0	0.63	19	0.39	0.35	0.2	0.4	0.17
130	0	0	0	0	1.7e-06	0.45	0	0	0	0	0	0	0.55	0	0	0	0.00059	0	0	0	12	0.043	0.039	0.2	0.089	0
131	0.91	0	4.5e-06	0.00026	0.00075	0	0	0	3.6e-06	0	0	0	0	0	0	0	7e-05	0.0057	0	0.079	0	0.39	0.35	0.2	0.42	0.32
132	0.88	0	0	0.069	0.034	0	0	6.7e-05	0	0	0	0	0	0	0	0	0	0.007	0	0.0055	0	0.39	0.35	0.2	0.42	0.32
133	0.38	0	9.5e-06	2.1e-06	0.00036	0	0	0	3.8e-05	0	0	0	0	0	0	0	0	0.0034	0	0.61	19	0.39	0.35	0.2	0.4	0.17
134	0.3	0	0	0.51	0.19	0	0	0.0019	0	0	0	0	0	0	0	0	0	0	0	0.0038	3	1	1	0.47	1	0.39
135	0.059	0	0	0.39	0.52	0	0	0.0014	1.5e-05	0	0	0	0	0	0	0	0	0.00087	0.00041	0.037	4	0.61	0.65	0.33	0.6	0.24
136	0	0	0	0	6.8e-05	0	0.0013	0	0.065	0	0	0	0	0.89	0.015	0	0	0	1.3e-05	0.032	13	0.39	0.35	0.18	0.31	0.019
137	0.75	0	0	0.00047	0.004	0	0	1.8e-06	1.9e-05	0	0	0	0	0	0	0	0	0.0015	0	0.25	0	0.39	0.35	0.2	0.42	0.32
138	0.072	0	3.3e-06	0	0.00021	0	1.4e-06	0	0.0005	0	0	0	0	0	0	0	0	0.00033	2.2e-05	0.93	19	0.39	0.35	0.2	0.4	0.17
139	0.12	0	4e-06	0	3e-05	0	2e-05	0	0.00042	0	0	0	0	0	0	0	0	8.1e-05	5.3e-06	0.88	19	0.39	0.35	0.2	0.4	0.17
140	0.49	0	0	0	0.0034	0	0	0	0	0	0	0	0	0	0	4.3e-06	6.1e-06	0.00045	0	0.51	19	0.39	0.35	0.2	0.4	0.17
141	0.15	0	1.4e-05	0.00091	0.004	0	0	2.9e-06	0	0	0	0	0	0	0	3.6e-06	0.00037	0.0019	0	0.84	19	0.39	0.35	0.2	0.4	0.17
142	0.18	0	0	0	7.7e-05	0	0	0	6.7e-05	0	0	0	0	0	0	0	0	0.005	0.00016	0.81	19	0.39	0.35	0.2	0.4	0.17
143	0.015	0	2.3e-05	0	0.00051	0.0014	0.00035	0	0.007	0	0	0	0	0.019	0	1.4e-06	6.1e-05	1.2e-05	2.7e-06	0.96	19	0.39	0.35	0.2	0.4	0.17
144	0	0	0	0	0	1.1e-05	0	0	0	0	1	0	0	0.0026	0	0	0	0	0	0	10	0.17	0.35	0.11	0.044	0.17
145	0.12	0	1.1e-05	0	0.0097	0	0	0	0	0	0	0	0	0	0	0.001	0.00026	0	0	0.87	19	0.39	0.35	0.2	0.4	0.17
146	0.00025	0	0	0	0	0	0	0	0.00075	0	0	0	0	0	0	0	0	0	8.8e-06	1	19	0.39	0.35	0.2	0.4	0.17
147	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0.043	0.039	0.2	0.089	0
148	0.0016	0	1.3e-06	4.7e-05	0.00022	0	0	1.1e-06	0	0	0	0	0	0	0	0	0	2.1e-05	0	1	19	0.39	0.35	0.2	0.4	0.17
149	0	0	0	0	0	0	0	0	0	0	0	1	5.8e-05	0	0	0	0	0	0	0	11	0	0	0	0.044	0.094
150	0.0053	0	0	0	0	1.7e-05	0	0	0.00025	0	0	0	0	0	0	0	0	0	0	0.99	19	0.39	0.35	0.2	0.4	0.17
151	0.019	0	4.4e-06	7.7e-06	0.0025	0	0	0	0	0	0	0	0	0	0	1.9e-05	5.8e-06	9.3e-06	0	0.98	19	0.39	0.35	0.2	0.4	0.17
152	0.0094	0	2.3e-06	0	0.1	0	0	0	0	0	0	0	0	0	0	3.2e-05	0.00036	1.3e-05	0	0.89	19	0.39	0.35	0.2	0.4	0.17
153	0.062	0	0	0	0.67	0	0	0	0	0	0	0	0	0	0	0.0019	2.8e-05	5.4e-05	0	0.27	4	0.61	0.65	0.33	0.6	0.24
154	4.5e-06	0	0	0	0	0	0	0	0.00092	0	0	0	0	0	0	0	0	0	0	1	19	0.39	0.35	0.2	0.4	0.17
155	0.0094	0	0	0	0	0	0	0	1.2e-05	0	0	0	0	0	0	0	0	0	0	0.99	19	0.39	0.35	0.2	0.4	0.17
156	0.63	0	2.4e-06	0	0.00025	0	0	0	0	0	0	0	0	0	0	0	1.5e-05	0.045	0	0.33	0	0.39	0.35	0.2	0.42	0.32
157	0.002	0	0	0	0	0	0.00036	0	0.0019	0	0	0	0	0	0	0	0	0	0.00015	1	19	0.39	0.35	0.2	0.4	0.17
158	0.027	0	0	0	0.004	0	3.2e-06	0	0.0034	0	0	0	0	7.3e-05	0	3.8e-06	0	8.9e-06	0.0016	0.96	19	0.39	0.35	0.2	0.4	0.17
159	0.25	0	3.2e-06	1.3e-06	0.0065	0	0	0	0	0	0	0	0	0	0	0.017	0.0001	0	0	0.73	19	0.39	0.35	0.2	0.4	0.17
160	0.85	0	1.5e-06	0.03	0.0085	0	0	6.2e-05	0	0	0	0	0	0	0	4.2e-05	4.5e-05	0.0057	0	0.11	0	0.39	0.35	0.2	0.42	0.32
161	0.00076	0	0	0	0	0	0	0	0.0041	0	0	0	0	7.2e-06	0	0	0	0	0.00015	0.99	19	0.39	0.35	0.2	0.4	0.17
162	0.00081	0	0	0	0	0	0	0	0.0019	0	0	0	0	3.3e-06	0	0	0	0	0.00053	1	19	0.39	0.35	0.2	0.4	0.17
163	0.021	0	0	0.00011	0.00091	0	0	0	0	0	0	0	0	0	0	0	0	0.00044	0	0.98	19	0.39	0.35	0.2	0.4	0.17
164	0.31	0	0.00014	0	8.9e-05	8.7e-06	1.4e-05	0	0.00013	0	0	0	0	0	0	0	0.00024	0.00014	0	0.68	19	0.39	0.35	0.2	0.4	0.17
165	0	0	0	0	0	0.00028	3.8e-05	0	0.00052	0	0.0017	0	0	0.99	0	0	0	0	3.5e-06	0.0037	13	0.39	0.35	0.18	0.31	0.019
166	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0	0	0	0.044	0.094
167	0.045	0	1.1e-06	0	5.2e-05	0	0	0	0	0	0	0	0	0	0	0	0	2.8e-06	0	0.95	19	0.39	0.35	0.2	0.4	0.17
168	0.073	0	2.5e-06	0.00021	0.0026	0	0	0	0	0	0	0	0	0	0	5.2e-06	1.9e-06	0.0014	0	0.92	19	0.39	0.35	0.2	0.4	0.17
169	0.0024	0	3.4e-06	0	0	0	0	0	0.00052	0	0	0	0	0	0	0	0	0	0	1	19	0.39	0.35	0.2	0.4	0.17
170	0.0099	0	0	0	0	0	5.5e-06	0	0.0018	0	0	0	0	1.9e-05	0	0	0	0	9.8e-05	0.99	19	0.39	0.35	0.2	0.4	0.17
171	0.16	0	3.9e-06	3e-05	0.00061	0	0	0	0	0	0	0	0	0	0	0.00044	0	2.3e-05	0	0.84	19	0.39	0.35	0.2	0.4	0.17
