SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster	dcf0	dcf1	dcf2	dcf3	dcf4
68	0	0.0069	9.9e-06	0	0	0	0.61	0	0.18	0.2	0	6	0.39	0.35	0.2	0.4	0.17
69	0	0.026	1.1e-05	0	0	0	0.75	0	0.16	0.06	0	6	0.39	0.35	0.2	0.4	0.17
70	0	0.00017	0	0	0	0	0.99	0	0.00063	0.011	0	6	0.39	0.35	0.2	0.4	0.17
71	0	3.9e-06	0	0	0	0	0.94	0	0.031	0.025	0	6	0.39	0.35	0.2	0.4	0.17
72	0	0.0052	2.1e-05	0	0	0	0.58	0	0.34	0.076	0	6	0.39	0.35	0.2	0.4	0.17
73	0	0.0064	0	0	0	0	0.99	0	0.00018	0.0021	0	6	0.39	0.35	0.2	0.4	0.17
74	0	0.0019	0	0	0	0	0.94	0	0.012	0.049	0	6	0.39	0.35	0.2	0.4	0.17
75	0	0.041	5e-06	0	0.00097	0	0.78	0	0.093	0.086	0	6	0.39	0.35	0.2	0.4	0.17
76	0	0.00085	0	0	0	0	0.99	0	0.00087	0.0082	0	6	0.39	0.35	0.2	0.4	0.17
77	0	0.037	8.6e-06	0	6.4e-06	0	0.77	0	0.13	0.07	0	6	0.39	0.35	0.2	0.4	0.17
78	0	0.87	0	0	0.0031	0	0.13	0	0.0006	0.00074	0	1	0.49	0.45	0.2	0.4	0.17
79	0	0.12	1.4e-05	0	0.049	0	0.51	0	0.26	0.058	0	6	0.39	0.35	0.2	0.4	0.17
80	0	0.09	2.5e-06	0	5.4e-06	0	0.89	0	0.0063	0.0089	0	6	0.39	0.35	0.2	0.4	0.17
81	0.99	0	0	0.011	0	0	0	0	0	0	0	0	0	0	0	0.089	0.076
82	0	2.1e-05	1e-06	0	0	0	0.9	0	0.016	0.086	0	6	0.39	0.35	0.2	0.4	0.17
83	0	0.039	3.2e-06	0	8.8e-06	0	0.93	0	0.014	0.014	0	6	0.39	0.35	0.2	0.4	0.17
84	0	0.16	3.4e-06	0	0.0037	0	0.81	0	0.018	0.015	0	6	0.39	0.35	0.2	0.4	0.17
85	0	0.064	2.1e-05	0	0.0046	0	0.62	0	0.27	0.046	0	6	0.39	0.35	0.2	0.4	0.17
86	0	0.0057	2.9e-05	0	0	0	0.47	0	0.45	0.078	0.0014	6	0.39	0.35	0.2	0.4	0.17
87	0	0.0081	3.4e-06	0	0	0	0.97	0	0.008	0.016	1.1e-06	6	0.39	0.35	0.2	0.4	0.17
88	0	0.024	1.6e-06	0	0	0	0.97	0	0.0019	0.0053	4.7e-05	6	0.39	0.35	0.2	0.4	0.17
89	0	0.00099	1.8e-05	0	0	0	0.54	0	0.4	0.067	0	6	0.39	0.35	0.2	0.4	0.17
90	0	0	0	1	0	0	0	0	0	0	0	3	0.13	0.16	0.044	0.13	0.019
91	0	0.09	2e-05	0	0.011	0	0.53	0	0.3	0.069	0	6	0.39	0.35	0.2	0.4	0.17
92	0	0.0036	0	0	0	0	0.91	0	0.037	0.047	0	6	0.39	0.35	0.2	0.4	0.17
93	0	0	0	1	0	0	0	0	0	0	0	3	0.13	0.16	0.044	0.13	0.019
94	0	0.11	0	0	0.00076	0	0.85	0	0.017	0.016	0	6	0.39	0.35	0.2	0.4	0.17
95	0	0	0	1	0	0.00085	0.0025	0	0	0	0	3	0.13	0.16	0.044	0.13	0.019
96	0	0.0048	3.6e-05	0	1.8e-05	0	0.22	0	0.67	0.1	0	8	0.39	0.35	0.27	0.42	0.32
97	0	0.012	4e-06	0	0	0	0.96	0	0.011	0.021	0	6	0.39	0.35	0.2	0.4	0.17
98	0	0.00043	0	0	0	0.56	0.44	0	0	2.7e-05	0	5	0.39	0.35	0.18	0.4	0.019
99	0	1.1e-06	4e-06	0	0	0	0.0002	0	1	0.0017	0	8	0.39	0.35	0.27	0.42	0.32
100	0.83	0	0	0	0	5.8e-05	0.17	0	0.00014	0.0032	0	0	0	0	0	0.089	0.076
101	1	0	0	8.6e-06	0	0	0	0	0	0	0	0	0	0	0	0.089	0.076
102	0	9.9e-06	1.6e-06	0	0.62	0	7.2e-06	0	0.38	8.9e-05	0	4	0.66	0.64	0.33	0.73	0.24
103	0	0.0039	3.7e-05	0	0.022	0	0.024	0	0.94	0.0069	0	8	0.39	0.35	0.27	0.42	0.32
104	0	0.0012	5.4e-05	0	3e-06	0	0.061	0	0.92	0.015	0	8	0.39	0.35	0.27	0.42	0.32
105	0	0.0013	0	0	0	0.96	0.036	0	9.9e-06	0.00011	8.5e-06	5	0.39	0.35	0.18	0.4	0.019
106	0	0	0	1	0	0	0	0	0	0	0	3	0.13	0.16	0.044	0.13	0.019
107	0	1	0	0	0	0	0	0	0	0	0	1	0.49	0.45	0.2	0.4	0.17
108	0	0.036	2.6e-06	0	0	0	0.94	0	0.0037	0.015	0	6	0.39	0.35	0.2	0.4	0.17
109	0	0.0058	0	0	0	0	0.99	0	0.00038	0.0071	0	6	0.39	0.35	0.2	0.4	0.17
110	0	0.0011	2.6e-05	0	0	0	0.55	0	0.26	0.19	0	6	0.39	0.35	0.2	0.4	0.17
111	0	0.046	1.3e-05	0	0	0	0.66	0	0.097	0.19	0	6	0.39	0.35	0.2	0.4	0.17
112	0	0.44	8.2e-06	0	0	0	0.084	0	0.39	0.08	0	1	0.49	0.45	0.2	0.4	0.17
113	0	0.0054	8.9e-06	0	0	0	0.94	0	0.025	0.033	0	6	0.39	0.35	0.2	0.4	0.17
114	0	0.051	9.1e-06	0	0	0	0.82	0	0.071	0.054	0	6	0.39	0.35	0.2	0.4	0.17
115	0	0	0	1	0	0	0	0	0	0	0	3	0.13	0.16	0.044	0.13	0.019
116	0	0.0054	0	0	0	0	0.93	0	0.003	0.063	0	6	0.39	0.35	0.2	0.4	0.17
117	0	0.034	1.8e-06	0	0	0	0.96	0	0.00096	0.0071	0	6	0.39	0.35	0.2	0.4	0.17
118	0	0.00063	2.3e-06	0	0	0	0.97	0	0.0049	0.022	0	6	0.39	0.35	0.2	0.4	0.17
119	0	0.69	1.1e-05	0	0	0	0.0026	0	0.31	0.0028	0	1	0.49	0.45	0.2	0.4	0.17
120	0	0	0	1	0	0	0	0	0	0	0	3	0.13	0.16	0.044	0.13	0.019
121	0	0.28	1.2e-05	0	9e-05	0	0.55	0	0.11	0.065	0	6	0.39	0.35	0.2	0.4	0.17
122	0	0.19	1.9e-06	0	2.7e-05	0	0.79	0	0.0049	0.015	0	6	0.39	0.35	0.2	0.4	0.17
123	0	0.13	3.1e-06	0	4.7e-06	0	0.85	0	0.0058	0.014	0	6	0.39	0.35	0.2	0.4	0.17
124	0	0.0051	3.1e-06	0	0	0	0.94	0	0.017	0.039	0	6	0.39	0.35	0.2	0.4	0.17
125	0	0.042	6.7e-06	0	0	0	0.83	0	0.057	0.074	0	6	0.39	0.35	0.2	0.4	0.17
126	0	0.0017	1.1e-05	0	1.9e-06	0	0.022	0	0.93	0.043	0	8	0.39	0.35	0.27	0.42	0.32
127	0	0.0046	2.2e-05	0	0	0	0.59	0	0.26	0.14	0	6	0.39	0.35	0.2	0.4	0.17
128	0	0.042	1e-06	0	0.00043	0.47	0.47	0	0.0046	0.012	7.3e-06	5	0.39	0.35	0.18	0.4	0.019
129	0	0.14	2.4e-05	0	0.00093	0	0.46	0	0.32	0.073	0	6	0.39	0.35	0.2	0.4	0.17
130	0	0	0	1	0	0	0	0	0	0	0	3	0.13	0.16	0.044	0.13	0.019
131	0	0.002	1.2e-05	0	2.3e-05	0	0.085	0	0.8	0.11	0	8	0.39	0.35	0.27	0.42	0.32
132	0	0.00016	7.7e-06	0	0	0	0.0053	0	0.97	0.025	0	8	0.39	0.35	0.27	0.42	0.32
133	0	0.00088	3.3e-05	0	0	0	0.41	0	0.48	0.12	0	8	0.39	0.35	0.27	0.42	0.32
134	0	1.2e-05	9.7e-06	0	0	0	0.056	0	0.64	0.3	0	8	0.39	0.35	0.27	0.42	0.32
135	0	0.52	9.6e-06	0	4.4e-05	0	0.2	0	0.22	0.062	0.00037	1	0.49	0.45	0.2	0.4	0.17
136	0	0.0067	0	0	0	0.99	0.0059	0	0	6.9e-06	0	5	0.39	0.35	0.18	0.4	0.019
137	0	0.13	1.6e-05	0	6.5e-05	0	0.29	0	0.44	0.15	0	8	0.39	0.35	0.27	0.42	0.32
138	0	0.078	1.2e-05	0	0	0	0.78	0	0.09	0.051	1.3e-05	6	0.39	0.35	0.2	0.4	0.17
139	0	0.017	9.7e-06	0	0	0	0.82	0	0.1	0.066	4.4e-06	6	0.39	0.35	0.2	0.4	0.17
140	0	0.0028	1.9e-05	0	0.0013	0	0.51	0	0.37	0.12	0	6	0.39	0.35	0.2	0.4	0.17
141	0	0.061	1.1e-05	0	0.0014	0	0.74	0	0.13	0.07	0	6	0.39	0.35	0.2	0.4	0.17
142	0	0.018	3.1e-05	0	0	0	0.6	0	0.31	0.072	0.00018	6	0.39	0.35	0.2	0.4	0.17
143	0	0.028	0	0	5.4e-05	0.096	0.85	0	0.0069	0.018	2.9e-06	6	0.39	0.35	0.2	0.4	0.17
144	0	0	0	1	0	0	0	0	0	0	0	3	0.13	0.16	0.044	0.13	0.019
145	0	0.0057	5.2e-06	0	0.011	0	0.86	0	0.046	0.081	0	6	0.39	0.35	0.2	0.4	0.17
146	0	7.4e-05	3.7e-06	0	0	0	1	0	0.001	0.0036	0.00016	6	0.39	0.35	0.2	0.4	0.17
147	0	0	0	1	0	0	0	0	0	0	0	3	0.13	0.16	0.044	0.13	0.019
148	0	0.31	5.5e-06	0	8.6e-06	0	0.68	0	0.0047	0.0067	0	6	0.39	0.35	0.2	0.4	0.17
149	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.089	0.076
150	0	0.00057	0	0	0	0	0.98	0	0.001	0.015	2.5e-06	6	0.39	0.35	0.2	0.4	0.17
151	0	0.046	3e-06	0	0.0065	0	0.91	0	0.011	0.026	0	6	0.39	0.35	0.2	0.4	0.17
152	0	0.011	4.1e-06	0	0.067	0	0.89	0	0.012	0.017	0	6	0.39	0.35	0.2	0.4	0.17
153	0	0.045	4.7e-06	0	0.21	0	0.65	0	0.045	0.056	0	6	0.39	0.35	0.2	0.4	0.17
154	0	0.00018	0	0	0	0	1	0	0	0.0006	0	6	0.39	0.35	0.2	0.4	0.17
155	0	1e-05	4.6e-06	0	0	0	0.96	0	0.0057	0.03	1.1e-06	6	0.39	0.35	0.2	0.4	0.17
156	0	0.00053	2.2e-05	0	0.00022	0	0.2	0	0.73	0.068	0	8	0.39	0.35	0.27	0.42	0.32
157	0	0.044	3.3e-06	0	0	0	0.94	0	0.0026	0.012	1.4e-05	6	0.39	0.35	0.2	0.4	0.17
158	0	0.46	0	0	1.2e-05	3.5e-05	0.52	0	0.0069	0.015	0.00016	6	0.39	0.35	0.2	0.4	0.17
159	0	0.021	2.4e-06	0	0.01	0	0.82	0	0.034	0.11	0	6	0.39	0.35	0.2	0.4	0.17
160	0	0.039	1.1e-05	0	0.0014	0	0.15	0	0.69	0.12	0	8	0.39	0.35	0.27	0.42	0.32
161	0	0.084	0	0	0	2.6e-06	0.91	0	0.00018	0.0047	5.9e-05	6	0.39	0.35	0.2	0.4	0.17
162	0	0.019	0	0	0	0	0.98	0	0.00019	0.0046	0.00043	6	0.39	0.35	0.2	0.4	0.17
163	0	0.12	1.9e-05	0	0.00014	0	0.8	0	0.06	0.027	0	6	0.39	0.35	0.2	0.4	0.17
164	0	0.0066	7.5e-06	0	5.3e-06	0	0.69	0	0.17	0.14	0	6	0.39	0.35	0.2	0.4	0.17
165	0	0	0	0.4	0	0.59	0.014	0	0	5.1e-06	3.5e-05	5	0.39	0.35	0.18	0.4	0.019
166	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.089	0.076
167	0	0.026	8.7e-06	0	0.00017	0	0.89	0	0.034	0.054	0	6	0.39	0.35	0.2	0.4	0.17
168	0	0.062	1.6e-05	0	0.00099	0	0.78	0	0.11	0.047	0	6	0.39	0.35	0.2	0.4	0.17
169	0	0.13	3.8e-06	0	0	0	0.85	0	0.004	0.014	0	6	0.39	0.35	0.2	0.4	0.17
170	0	0.01	4.3e-06	0	0	2.4e-05	0.96	0	0.011	0.018	0.00012	6	0.39	0.35	0.2	0.4	0.17
171	0	0.053	5.7e-06	0	0.0012	0	0.8	0	0.06	0.082	0	6	0.39	0.35	0.2	0.4	0.17
172	0	0	0	0	0	0	0	1	0	0	0	7	0.068	0	0.36	0	0
173	0	6e-05	0	0	0	0.075	0.93	0	0	0	0	6	0.39	0.35	0.2	0.4	0.17
174	0	0.21	0	0	0.00052	0	0.77	0	0.0041	0.02	0	6	0.39	0.35	0.2	0.4	0.17
175	0	0.015	8.6e-06	0	3.5e-05	0	0.82	0	0.1	0.057	0	6	0.39	0.35	0.2	0.4	0.17
176	0	0	0	1	0	0	0	0	0	0	0	3	0.13	0.16	0.044	0.13	0.019
177	0	0.0036	0	0	0	0.00028	0.93	0	0.02	0.041	0	6	0.39	0.35	0.2	0.4	0.17
178	0	0.0097	7.5e-06	0	0	0	0.87	0	0.079	0.045	0	6	0.39	0.35	0.2	0.4	0.17
179	0	0.0084	0	0	0	0	0.95	0	0.0091	0.028	0	6	0.39	0.35	0.2	0.4	0.17
180	0	0.06	6.4e-06	0	0.00061	0	0.87	0	0.038	0.034	0	6	0.39	0.35	0.2	0.4	0.17
181	0	0.01	0	0	0.4	0	0.56	0	0.0095	0.015	0	6	0.39	0.35	0.2	0.4	0.17
182	0	0.079	4.6e-06	0	0.022	0	0.84	0	0.043	0.021	0	6	0.39	0.35	0.2	0.4	0.17
183	0	0.049	7.8e-06	0	3.4e-05	0	0.8	0	0.1	0.051	4.2e-05	6	0.39	0.35	0.2	0.4	0.17
184	0	0	0	0	0	0	0	1	0	0	0	7	0.068	0	0.36	0	0
185	0	1.1e-05	6.8e-06	0	0	0	0.85	0	0.09	0.06	0	6	0.39	0.35	0.2	0.4	0.17
186	0	0.0046	2.4e-05	0	0	0	0.7	0	0.26	0.036	0.00048	6	0.39	0.35	0.2	0.4	0.17
187	0	1.4e-05	0	0	0	0	0.91	0	0.0018	0.084	0	6	0.39	0.35	0.2	0.4	0.17
188	0	0.0041	0	0	0	0	0.94	0	0.011	0.043	0	6	0.39	0.35	0.2	0.4	0.17
189	0	0.12	0	0	0	0	0.79	0	0.05	0.041	1.2e-05	6	0.39	0.35	0.2	0.4	0.17
190	0	0.0026	9e-06	0	0	0	0.91	0	0.044	0.043	0	6	0.39	0.35	0.2	0.4	0.17
191	0	0.00041	0	0	0	0	0.97	0	0.004	0.024	0	6	0.39	0.35	0.2	0.4	0.17
192	0	0.00043	2.9e-05	0	0	0	0.71	0	0.26	0.029	0.0072	6	0.39	0.35	0.2	0.4	0.17
193	0	0.0029	3.8e-05	0	0.0014	0	0.66	0	0.24	0.094	0	6	0.39	0.35	0.2	0.4	0.17
194	0	0.17	1.3e-05	0	0.0027	0	0.73	0	0.071	0.03	0	6	0.39	0.35	0.2	0.4	0.17
195	0	0.038	0	0	3e-06	0	0.96	0	0.00014	0.0015	0	6	0.39	0.35	0.2	0.4	0.17
196	0	0.0018	0	0	0	0.12	0.88	0	0.00011	0.00042	0	6	0.39	0.35	0.2	0.4	0.17
197	0	0.015	2e-05	0	0.024	0	0.71	0	0.2	0.048	0	6	0.39	0.35	0.2	0.4	0.17
198	0	0.051	4.4e-06	0	0.0095	0	0.9	0	0.027	0.017	0	6	0.39	0.35	0.2	0.4	0.17
199	0	0.41	0	0	0.13	0	0.42	0	0.015	0.021	0	6	0.39	0.35	0.2	0.4	0.17
200	0	0.058	1.4e-05	0	0.02	0	0.59	0	0.25	0.087	0	6	0.39	0.35	0.2	0.4	0.17
201	0	0.037	1.5e-05	0	0.0057	0	0.7	0	0.17	0.09	0	6	0.39	0.35	0.2	0.4	0.17
202	0	0.053	7.3e-06	0	0.023	0	0.78	0	0.077	0.063	0	6	0.39	0.35	0.2	0.4	0.17
203	0	5.8e-05	0	0	0	0	1	0	0	2.5e-05	0	6	0.39	0.35	0.2	0.4	0.17
204	0	0	0	0	0	0	1	0	0	4.9e-06	0	6	0.39	0.35	0.2	0.4	0.17
205	0	0.0017	0	0	0.00081	0	0.99	0	0.00052	0.0097	0	6	0.39	0.35	0.2	0.4	0.17
206	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.089	0.076
207	0	0.17	1.2e-05	0	0.0024	0	0.64	0	0.12	0.076	0	6	0.39	0.35	0.2	0.4	0.17
208	0	0	0	1	0	0	0	0	0	0	0	3	0.13	0.16	0.044	0.13	0.019
209	0	4.8e-05	1.3e-05	0	0	0	0.26	0	0.27	0.47	0	9	0.39	0.35	0.2	0.42	0.24
210	0	0.97	0	0.034	0	0	0	0	0	0	0	1	0.49	0.45	0.2	0.4	0.17
211	0	0.04	3.5e-06	0	0	0	0.93	0	0.0083	0.019	0	6	0.39	0.35	0.2	0.4	0.17
212	0	0.019	3.3e-06	0	0	0	0.92	0	0.021	0.043	0	6	0.39	0.35	0.2	0.4	0.17
213	0	0.0035	2e-05	0	0	0	0.76	0	0.18	0.055	0	6	0.39	0.35	0.2	0.4	0.17
214	0	0.0021	2.5e-05	0	0	0	0.4	0	0.48	0.12	0	8	0.39	0.35	0.27	0.42	0.32
215	0	0.0077	1.1e-05	0	0	0	0.99	0	0.0034	0.0037	0	6	0.39	0.35	0.2	0.4	0.17
216	0	0.065	2e-05	0	2.1e-05	0	0.57	0	0.3	0.071	0	6	0.39	0.35	0.2	0.4	0.17
217	0	0.059	3.9e-06	0	0	0	0.92	0	0.0052	0.011	0	6	0.39	0.35	0.2	0.4	0.17
218	0	0.0048	1.8e-05	0	1.2e-06	0	0.73	0	0.2	0.067	0	6	0.39	0.35	0.2	0.4	0.17
219	0	0.012	3e-05	0	0	0	0.28	0	0.56	0.14	0	8	0.39	0.35	0.27	0.42	0.32
220	0	0.015	2.6e-05	0	0	0	0.58	0	0.31	0.098	0	6	0.39	0.35	0.2	0.4	0.17
221	0	0.0022	1.1e-05	0	0	0	0.015	0	0.91	0.076	0	8	0.39	0.35	0.27	0.42	0.32
222	0	3.8e-06	1.2e-05	0	0	0	0.0051	0	0.94	0.055	0	8	0.39	0.35	0.27	0.42	0.32
223	0	0	4.8e-06	0	0	0	0.0028	0	0.82	0.18	0	8	0.39	0.35	0.27	0.42	0.32
224	0	0.012	1.6e-05	0	0.00056	0	0.059	0	0.85	0.079	0	8	0.39	0.35	0.27	0.42	0.32
225	0	0.018	1.7e-05	0	0.0031	0	0.26	0	0.56	0.15	0	8	0.39	0.35	0.27	0.42	0.32
226	0	0.00016	0	0.082	2.2e-05	0.85	0.067	0	2.9e-05	0.00048	0	5	0.39	0.35	0.18	0.4	0.019
227	0	0.004	1.7e-05	0	0	0	0.81	0	0.093	0.091	0	6	0.39	0.35	0.2	0.4	0.17
228	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.089	0.076
229	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.089	0.076
230	0	0.00017	3e-05	0	0	0	0.00012	0	1	0.00036	0	8	0.39	0.35	0.27	0.42	0.32
231	0	0	3.1e-05	0	0	0	0.011	0	0.97	0.018	0	8	0.39	0.35	0.27	0.42	0.32
232	0	0	8.3e-06	0	0	0	7.7e-05	0	1	0.0015	0	8	0.39	0.35	0.27	0.42	0.32
233	0	1e-06	3.2e-05	0	0	0	0.0001	0	1	0.00013	0	8	0.39	0.35	0.27	0.42	0.32
