SNV	cluster0	cluster1	cluster2	cluster3	cluster	dcf0	dcf1	dcf2	dcf3	dcf4
33	0.00039	1	0	0	1	0.39	0.35	0.2	0.4	0.17
34	0.00042	1	0	0	1	0.39	0.35	0.2	0.4	0.17
35	0.18	0.82	0	0	1	0.39	0.35	0.2	0.4	0.17
36	0.24	0.76	0	0	1	0.39	0.35	0.2	0.4	0.17
37	0.23	0.77	0	0	1	0.39	0.35	0.2	0.4	0.17
38	0	0	0	1	3	0.13	0.12	0.067	0.089	0.019
39	0.84	0.16	0	0	0	0.39	0.38	0.33	0.4	0.32
40	0.014	0.99	0	0	1	0.39	0.35	0.2	0.4	0.17
41	0.005	0.99	0	0.0006	1	0.39	0.35	0.2	0.4	0.17
42	0	6.7e-06	0	1	3	0.13	0.12	0.067	0.089	0.019
43	0.014	0.99	0	0	1	0.39	0.35	0.2	0.4	0.17
44	0.004	1	0	0	1	0.39	0.35	0.2	0.4	0.17
45	0.00058	1	0	0	1	0.39	0.35	0.2	0.4	0.17
46	0.0079	0.99	0	0	1	0.39	0.35	0.2	0.4	0.17
47	6.9e-05	1	0	0	1	0.39	0.35	0.2	0.4	0.17
48	0.016	0.98	0	0	1	0.39	0.35	0.2	0.4	0.17
49	7.7e-05	1	0	2e-05	1	0.39	0.35	0.2	0.4	0.17
50	0.0014	1	0	0	1	0.39	0.35	0.2	0.4	0.17
51	0.0039	1	0	0	1	0.39	0.35	0.2	0.4	0.17
52	0.034	0.97	0	0	1	0.39	0.35	0.2	0.4	0.17
53	0.078	0.92	0	0	1	0.39	0.35	0.2	0.4	0.17
54	0.00064	1	0	0	1	0.39	0.35	0.2	0.4	0.17
55	0	0	0	1	3	0.13	0.12	0.067	0.089	0.019
56	0.071	0.93	0	0	1	0.39	0.35	0.2	0.4	0.17
57	0.048	0.95	0	0	1	0.39	0.35	0.2	0.4	0.17
58	0.024	0.98	0	0	1	0.39	0.35	0.2	0.4	0.17
59	0.022	0.98	0	0	1	0.39	0.35	0.2	0.4	0.17
60	0.0026	1	0	0	1	0.39	0.35	0.2	0.4	0.17
61	6e-06	1	0	0	1	0.39	0.35	0.2	0.4	0.17
62	5.7e-05	1	0	0	1	0.39	0.35	0.2	0.4	0.17
63	0.074	0.93	0	0	1	0.39	0.35	0.2	0.4	0.17
64	0.046	0.95	0	0	1	0.39	0.35	0.2	0.4	0.17
65	0.34	0.66	0	0	1	0.39	0.35	0.2	0.4	0.17
66	0.02	0.98	0	0	1	0.39	0.35	0.2	0.4	0.17
67	0.063	0.94	0	0	1	0.39	0.35	0.2	0.4	0.17
68	0.024	0.98	0	0	1	0.39	0.35	0.2	0.4	0.17
69	0.098	0.9	0	0	1	0.39	0.35	0.2	0.4	0.17
70	3e-05	1	0	0	1	0.39	0.35	0.2	0.4	0.17
71	0.00087	1	0	0	1	0.39	0.35	0.2	0.4	0.17
72	0.19	0.81	0	0	1	0.39	0.35	0.2	0.4	0.17
73	8e-05	1	0	0	1	0.39	0.35	0.2	0.4	0.17
74	0.00033	1	0	0	1	0.39	0.35	0.2	0.4	0.17
75	0.026	0.97	0	0	1	0.39	0.35	0.2	0.4	0.17
76	0.00011	1	0	0	1	0.39	0.35	0.2	0.4	0.17
77	0.042	0.96	0	0	1	0.39	0.35	0.2	0.4	0.17
78	0.015	0.98	0	0	1	0.39	0.35	0.2	0.4	0.17
79	0.19	0.81	0	0	1	0.39	0.35	0.2	0.4	0.17
80	0.0044	1	0	0	1	0.39	0.35	0.2	0.4	0.17
81	0	0	1	0.0044	2	0	0	0	0.089	0.076
82	0.00014	1	0	0	1	0.39	0.35	0.2	0.4	0.17
83	0.0059	0.99	0	0	1	0.39	0.35	0.2	0.4	0.17
84	0.016	0.98	0	0	1	0.39	0.35	0.2	0.4	0.17
85	0.31	0.69	0	0	1	0.39	0.35	0.2	0.4	0.17
86	0.24	0.76	0	0	1	0.39	0.35	0.2	0.4	0.17
87	0.0048	1	0	0	1	0.39	0.35	0.2	0.4	0.17
88	0.0023	1	0	0	1	0.39	0.35	0.2	0.4	0.17
89	0.086	0.91	0	0	1	0.39	0.35	0.2	0.4	0.17
90	0	0	0	1	3	0.13	0.12	0.067	0.089	0.019
91	0.26	0.74	0	0	1	0.39	0.35	0.2	0.4	0.17
92	0.0052	0.99	0	0	1	0.39	0.35	0.2	0.4	0.17
93	0	0	0	1	3	0.13	0.12	0.067	0.089	0.019
94	0.019	0.98	0	0	1	0.39	0.35	0.2	0.4	0.17
95	0	0.78	0	0.22	1	0.39	0.35	0.2	0.4	0.17
96	0.43	0.57	0	0	1	0.39	0.35	0.2	0.4	0.17
97	0.0041	1	0	0	1	0.39	0.35	0.2	0.4	0.17
98	0	1	0	0	1	0.39	0.35	0.2	0.4	0.17
99	1	0.00014	0	0	0	0.39	0.38	0.33	0.4	0.32
100	2e-06	0.21	0.79	0	2	0	0	0	0.089	0.076
101	0	0	1	8.5e-06	2	0	0	0	0.089	0.076
102	1	3.3e-06	0	0	0	0.39	0.38	0.33	0.4	0.32
103	1	0.0037	0	0	0	0.39	0.38	0.33	0.4	0.32
104	0.98	0.018	0	0	0	0.39	0.38	0.33	0.4	0.32
105	4.6e-05	1	0	0	1	0.39	0.35	0.2	0.4	0.17
106	0	0	0	1	3	0.13	0.12	0.067	0.089	0.019
107	0	0	0	1	3	0.13	0.12	0.067	0.089	0.019
108	0.00036	1	0	0	1	0.39	0.35	0.2	0.4	0.17
109	4.2e-05	1	0	0	1	0.39	0.35	0.2	0.4	0.17
110	0.11	0.89	0	0	1	0.39	0.35	0.2	0.4	0.17
111	0.013	0.99	0	0	1	0.39	0.35	0.2	0.4	0.17
112	0.74	0.26	0	0	0	0.39	0.38	0.33	0.4	0.32
113	0.0096	0.99	0	0	1	0.39	0.35	0.2	0.4	0.17
114	0.057	0.94	0	0	1	0.39	0.35	0.2	0.4	0.17
115	0	0	0	1	3	0.13	0.12	0.067	0.089	0.019
116	7.2e-05	1	0	0	1	0.39	0.35	0.2	0.4	0.17
117	0.00072	1	0	0	1	0.39	0.35	0.2	0.4	0.17
118	0.0013	1	0	0	1	0.39	0.35	0.2	0.4	0.17
119	1	0.0015	0	0	0	0.39	0.38	0.33	0.4	0.32
120	0	0	0	1	3	0.13	0.12	0.067	0.089	0.019
121	0.094	0.91	0	0	1	0.39	0.35	0.2	0.4	0.17
122	0.0015	1	0	0	1	0.39	0.35	0.2	0.4	0.17
123	0.0025	1	0	0	1	0.39	0.35	0.2	0.4	0.17
124	0.003	1	0	0	1	0.39	0.35	0.2	0.4	0.17
125	0.016	0.98	0	0	1	0.39	0.35	0.2	0.4	0.17
126	0.95	0.055	0	0	0	0.39	0.38	0.33	0.4	0.32
127	0.17	0.83	0	0	1	0.39	0.35	0.2	0.4	0.17
128	0.0022	1	0	0	1	0.39	0.35	0.2	0.4	0.17
129	0.37	0.63	0	0	1	0.39	0.35	0.2	0.4	0.17
130	0	0	0	1	3	0.13	0.12	0.067	0.089	0.019
131	0.72	0.28	0	0	0	0.39	0.38	0.33	0.4	0.32
132	0.99	0.011	0	0	0	0.39	0.38	0.33	0.4	0.32
133	0.17	0.83	0	0	1	0.39	0.35	0.2	0.4	0.17
134	0.24	0.76	0	0	1	0.39	0.35	0.2	0.4	0.17
135	0.46	0.54	0	0	1	0.39	0.35	0.2	0.4	0.17
136	0.00013	1	0	0	1	0.39	0.35	0.2	0.4	0.17
137	0.31	0.69	0	0	1	0.39	0.35	0.2	0.4	0.17
138	0.05	0.95	0	0	1	0.39	0.35	0.2	0.4	0.17
139	0.033	0.97	0	0	1	0.39	0.35	0.2	0.4	0.17
140	0.16	0.84	0	0	1	0.39	0.35	0.2	0.4	0.17
141	0.049	0.95	0	0	1	0.39	0.35	0.2	0.4	0.17
142	0.22	0.78	0	0	1	0.39	0.35	0.2	0.4	0.17
143	0.0014	1	0	0	1	0.39	0.35	0.2	0.4	0.17
144	0	0	0	1	3	0.13	0.12	0.067	0.089	0.019
145	0.0084	0.99	0	0	1	0.39	0.35	0.2	0.4	0.17
146	0.00015	1	0	0	1	0.39	0.35	0.2	0.4	0.17
147	0	0	0	1	3	0.13	0.12	0.067	0.089	0.019
148	0.01	0.99	0	0	1	0.39	0.35	0.2	0.4	0.17
149	0	0	1	0	2	0	0	0	0.089	0.076
150	2.9e-05	1	0	0	1	0.39	0.35	0.2	0.4	0.17
151	0.0024	1	0	0	1	0.39	0.35	0.2	0.4	0.17
152	0.0049	1	0	0	1	0.39	0.35	0.2	0.4	0.17
153	0.0092	0.99	0	0	1	0.39	0.35	0.2	0.4	0.17
154	0	1	0	0	1	0.39	0.35	0.2	0.4	0.17
155	0.00039	1	0	0	1	0.39	0.35	0.2	0.4	0.17
156	0.6	0.4	0	0	0	0.39	0.38	0.33	0.4	0.32
157	0.0031	1	0	0	1	0.39	0.35	0.2	0.4	0.17
158	0.0076	0.99	0	0	1	0.39	0.35	0.2	0.4	0.17
159	0.002	1	0	0	1	0.39	0.35	0.2	0.4	0.17
160	0.52	0.48	0	0	0	0.39	0.38	0.33	0.4	0.32
161	4e-05	1	0	0	1	0.39	0.35	0.2	0.4	0.17
162	2.6e-05	1	0	0	1	0.39	0.35	0.2	0.4	0.17
163	0.1	0.9	0	0	1	0.39	0.35	0.2	0.4	0.17
164	0.024	0.98	0	0	1	0.39	0.35	0.2	0.4	0.17
165	0	0.085	0	0.92	3	0.13	0.12	0.067	0.089	0.019
166	0	0	1	0	2	0	0	0	0.089	0.076
167	0.01	0.99	0	0	1	0.39	0.35	0.2	0.4	0.17
168	0.091	0.91	0	0	1	0.39	0.35	0.2	0.4	0.17
169	0.00099	1	0	0	1	0.39	0.35	0.2	0.4	0.17
170	0.0039	1	0	0	1	0.39	0.35	0.2	0.4	0.17
171	0.013	0.99	0	0	1	0.39	0.35	0.2	0.4	0.17
172	0.00011	1	0	0	1	0.39	0.35	0.2	0.4	0.17
173	0	1	0	0	1	0.39	0.35	0.2	0.4	0.17
174	0.0012	1	0	0	1	0.39	0.35	0.2	0.4	0.17
175	0.053	0.95	0	0	1	0.39	0.35	0.2	0.4	0.17
176	0	0	0	1	3	0.13	0.12	0.067	0.089	0.019
177	0.0024	1	0	0	1	0.39	0.35	0.2	0.4	0.17
178	0.033	0.97	0	0	1	0.39	0.35	0.2	0.4	0.17
179	0.00071	1	0	0	1	0.39	0.35	0.2	0.4	0.17
180	0.023	0.98	0	0	1	0.39	0.35	0.2	0.4	0.17
181	0.0065	0.99	0	0	1	0.39	0.35	0.2	0.4	0.17
182	0.026	0.97	0	0	1	0.39	0.35	0.2	0.4	0.17
183	0.043	0.96	0	0	1	0.39	0.35	0.2	0.4	0.17
184	0	0	0	1	3	0.13	0.12	0.067	0.089	0.019
185	0.006	0.99	0	0	1	0.39	0.35	0.2	0.4	0.17
186	0.16	0.84	0	0	1	0.39	0.35	0.2	0.4	0.17
187	2.1e-05	1	0	0	1	0.39	0.35	0.2	0.4	0.17
188	0.00069	1	0	0	1	0.39	0.35	0.2	0.4	0.17
189	0.014	0.99	0	0	1	0.39	0.35	0.2	0.4	0.17
190	0.014	0.99	0	0	1	0.39	0.35	0.2	0.4	0.17
191	0.00039	1	0	0	1	0.39	0.35	0.2	0.4	0.17
192	0.22	0.78	0	0	1	0.39	0.35	0.2	0.4	0.17
193	0.08	0.92	0	0	1	0.39	0.35	0.2	0.4	0.17
194	0.08	0.92	0	0	1	0.39	0.35	0.2	0.4	0.17
195	2.7e-05	1	0	0	1	0.39	0.35	0.2	0.4	0.17
196	2.7e-05	1	0	0	1	0.39	0.35	0.2	0.4	0.17
197	0.22	0.78	0	0	1	0.39	0.35	0.2	0.4	0.17
198	0.02	0.98	0	0	1	0.39	0.35	0.2	0.4	0.17
199	0.012	0.99	0	0	1	0.39	0.35	0.2	0.4	0.17
200	0.14	0.86	0	0	1	0.39	0.35	0.2	0.4	0.17
201	0.069	0.93	0	0	1	0.39	0.35	0.2	0.4	0.17
202	0.026	0.97	0	0	1	0.39	0.35	0.2	0.4	0.17
203	0	1	0	0	1	0.39	0.35	0.2	0.4	0.17
204	0	1	0	0	1	0.39	0.35	0.2	0.4	0.17
205	3.5e-05	1	0	0	1	0.39	0.35	0.2	0.4	0.17
206	0	0	1	0	2	0	0	0	0.089	0.076
207	0.069	0.93	0	0	1	0.39	0.35	0.2	0.4	0.17
208	0	0	0	1	3	0.13	0.12	0.067	0.089	0.019
209	0.018	0.98	0	0	1	0.39	0.35	0.2	0.4	0.17
210	0	0	0	1	3	0.13	0.12	0.067	0.089	0.019
211	0.0017	1	0	0	1	0.39	0.35	0.2	0.4	0.17
212	0.003	1	0	0	1	0.39	0.35	0.2	0.4	0.17
213	0.15	0.85	0	0	1	0.39	0.35	0.2	0.4	0.17
214	0.13	0.87	0	0	1	0.39	0.35	0.2	0.4	0.17
215	0.015	0.99	0	0	1	0.39	0.35	0.2	0.4	0.17
216	0.21	0.79	0	0	1	0.39	0.35	0.2	0.4	0.17
217	0.0051	0.99	0	0	1	0.39	0.35	0.2	0.4	0.17
218	0.12	0.88	0	0	1	0.39	0.35	0.2	0.4	0.17
219	0.41	0.59	0	0	1	0.39	0.35	0.2	0.4	0.17
220	0.15	0.85	0	0	1	0.39	0.35	0.2	0.4	0.17
221	0.96	0.043	0	0	0	0.39	0.38	0.33	0.4	0.32
222	0.97	0.028	0	0	0	0.39	0.38	0.33	0.4	0.32
223	0.83	0.17	0	0	0	0.39	0.38	0.33	0.4	0.32
224	0.87	0.13	0	0	0	0.39	0.38	0.33	0.4	0.32
225	0.34	0.66	0	0	1	0.39	0.35	0.2	0.4	0.17
226	3e-05	0.94	0	0.057	1	0.39	0.35	0.2	0.4	0.17
227	0.021	0.98	0	0	1	0.39	0.35	0.2	0.4	0.17
228	0	0	1	0	2	0	0	0	0.089	0.076
229	0	0	1	0	2	0	0	0	0.089	0.076
230	1	5.1e-06	0	0	0	0.39	0.38	0.33	0.4	0.32
231	0.99	0.013	0	0	0	0.39	0.38	0.33	0.4	0.32
232	1	8.4e-05	0	0	0	0.39	0.38	0.33	0.4	0.32
233	1	4.1e-06	0	0	0	0.39	0.38	0.33	0.4	0.32
234	0.0001	1	0	0	1	0.39	0.35	0.2	0.4	0.17
235	1	0.00078	0	0	0	0.39	0.38	0.33	0.4	0.32
236	0.83	0.17	0	0	0	0.39	0.38	0.33	0.4	0.32
237	0	0	1	0	2	0	0	0	0.089	0.076
238	0.0049	1	0	0	1	0.39	0.35	0.2	0.4	0.17
239	0.0019	1	0	0	1	0.39	0.35	0.2	0.4	0.17
240	0.027	0.97	0	0	1	0.39	0.35	0.2	0.4	0.17
241	0.0018	1	0	0	1	0.39	0.35	0.2	0.4	0.17
242	0.028	0.97	0	0	1	0.39	0.35	0.2	0.4	0.17
243	1.7e-05	1	0	0	1	0.39	0.35	0.2	0.4	0.17
244	0.024	0.98	0	0	1	0.39	0.35	0.2	0.4	0.17
245	0	1	0	0	1	0.39	0.35	0.2	0.4	0.17
246	0.14	0.86	0	0	1	0.39	0.35	0.2	0.4	0.17
247	0	1	0	0	1	0.39	0.35	0.2	0.4	0.17
248	0	0	1	0	2	0	0	0	0.089	0.076
249	0.12	0.88	0	0	1	0.39	0.35	0.2	0.4	0.17
250	0.0003	1	0	0	1	0.39	0.35	0.2	0.4	0.17
251	0.003	1	0	0	1	0.39	0.35	0.2	0.4	0.17
252	0.22	0.78	0	0	1	0.39	0.35	0.2	0.4	0.17
253	0.1	0.9	0	0	1	0.39	0.35	0.2	0.4	0.17
254	0.028	0.97	0	0	1	0.39	0.35	0.2	0.4	0.17
255	0.0026	1	0	0	1	0.39	0.35	0.2	0.4	0.17
256	0.088	0.91	0	0	1	0.39	0.35	0.2	0.4	0.17
257	0.011	0.99	0	0	1	0.39	0.35	0.2	0.4	0.17
258	0.02	0.98	0	0	1	0.39	0.35	0.2	0.4	0.17
259	0.18	0.82	0	0	1	0.39	0.35	0.2	0.4	0.17
260	0.0032	1	0	0	1	0.39	0.35	0.2	0.4	0.17
261	1.1e-05	1	0	0	1	0.39	0.35	0.2	0.4	0.17
262	0.012	0.99	0	0	1	0.39	0.35	0.2	0.4	0.17
263	0.00035	1	0	0	1	0.39	0.35	0.2	0.4	0.17
264	0.00059	1	0	0	1	0.39	0.35	0.2	0.4	0.17
265	0.09	0.91	0	0	1	0.39	0.35	0.2	0.4	0.17
266	0.00031	1	0	0	1	0.39	0.35	0.2	0.4	0.17
267	0.002	1	0	0	1	0.39	0.35	0.2	0.4	0.17
268	0.0045	1	0	0	1	0.39	0.35	0.2	0.4	0.17
269	0.00027	1	0	0	1	0.39	0.35	0.2	0.4	0.17
270	0.0089	0.99	0	0	1	0.39	0.35	0.2	0.4	0.17
271	0.021	0.98	0	0	1	0.39	0.35	0.2	0.4	0.17
272	2.8e-05	1	0	0	1	0.39	0.35	0.2	0.4	0.17
273	0	0	1	2.4e-06	2	0	0	0	0.089	0.076
274	0.015	0.98	0	0	1	0.39	0.35	0.2	0.4	0.17
275	0.052	0.95	0	0	1	0.39	0.35	0.2	0.4	0.17
276	0.00057	1	0	0	1	0.39	0.35	0.2	0.4	0.17
277	0.0061	0.99	0	0	1	0.39	0.35	0.2	0.4	0.17
278	0.0048	1	0	0	1	0.39	0.35	0.2	0.4	0.17
279	0	0	1	0	2	0	0	0	0.089	0.076
280	0.02	0.98	0	0	1	0.39	0.35	0.2	0.4	0.17
281	0	1	0	0	1	0.39	0.35	0.2	0.4	0.17
282	0.00012	1	0	0	1	0.39	0.35	0.2	0.4	0.17
283	0.0059	0.99	0	0	1	0.39	0.35	0.2	0.4	0.17
284	0.0093	0.99	0	0	1	0.39	0.35	0.2	0.4	0.17
285	2.2e-06	1	0	0	1	0.39	0.35	0.2	0.4	0.17
286	0.0025	1	0	0	1	0.39	0.35	0.2	0.4	0.17
287	0.065	0.93	0	0	1	0.39	0.35	0.2	0.4	0.17
288	1.8e-05	1	0	0	1	0.39	0.35	0.2	0.4	0.17
289	0.0054	0.99	0	0	1	0.39	0.35	0.2	0.4	0.17
290	0.37	0.63	0	0	1	0.39	0.35	0.2	0.4	0.17
291	9.9e-05	1	0	0	1	0.39	0.35	0.2	0.4	0.17
292	0.00073	1	0	0	1	0.39	0.35	0.2	0.4	0.17
293	0.018	0.98	0	0	1	0.39	0.35	0.2	0.4	0.17
294	0.0004	1	0	0	1	0.39	0.35	0.2	0.4	0.17
295	0.085	0.92	0	0	1	0.39	0.35	0.2	0.4	0.17
296	0	0	0	1	3	0.13	0.12	0.067	0.089	0.019
297	0.013	0.99	0	0	1	0.39	0.35	0.2	0.4	0.17
298	0.0081	0.99	0	0	1	0.39	0.35	0.2	0.4	0.17
299	0.004	1	0	0	1	0.39	0.35	0.2	0.4	0.17
300	3.2e-05	1	0	0	1	0.39	0.35	0.2	0.4	0.17
301	0.00077	1	0	0	1	0.39	0.35	0.2	0.4	0.17
302	0.0029	1	0	0	1	0.39	0.35	0.2	0.4	0.17
303	4.7e-05	1	0	0	1	0.39	0.35	0.2	0.4	0.17
304	0.045	0.96	0	0	1	0.39	0.35	0.2	0.4	0.17
305	0.003	1	0	0	1	0.39	0.35	0.2	0.4	0.17
306	0.00025	1	0	0	1	0.39	0.35	0.2	0.4	0.17
307	0.02	0.98	0	0	1	0.39	0.35	0.2	0.4	0.17
308	0	0	1	0	2	0	0	0	0.089	0.076
309	0.00055	1	0	0	1	0.39	0.35	0.2	0.4	0.17
310	7.8e-06	1	0	0	1	0.39	0.35	0.2	0.4	0.17
311	6.6e-05	1	0	0	1	0.39	0.35	0.2	0.4	0.17
312	7.1e-06	1	0	0	1	0.39	0.35	0.2	0.4	0.17
313	0.051	0.95	0	0	1	0.39	0.35	0.2	0.4	0.17
314	0.004	1	0	0	1	0.39	0.35	0.2	0.4	0.17
315	0.15	0.85	0	0	1	0.39	0.35	0.2	0.4	0.17
316	2.1e-06	1	0	0	1	0.39	0.35	0.2	0.4	0.17
317	0	0	1	0	2	0	0	0	0.089	0.076
318	0.0021	1	0	0	1	0.39	0.35	0.2	0.4	0.17
319	0	0	0	1	3	0.13	0.12	0.067	0.089	0.019
320	0.063	0.94	0	0	1	0.39	0.35	0.2	0.4	0.17
321	0.13	0.87	0	0	1	0.39	0.35	0.2	0.4	0.17
322	0.0021	1	0	0	1	0.39	0.35	0.2	0.4	0.17
323	0.0027	1	0	0	1	0.39	0.35	0.2	0.4	0.17
324	0.012	0.99	0	0	1	0.39	0.35	0.2	0.4	0.17
325	8.9e-05	1	0	0	1	0.39	0.35	0.2	0.4	0.17
326	0	1	0	0	1	0.39	0.35	0.2	0.4	0.17
327	0.08	0.92	0	7e-06	1	0.39	0.35	0.2	0.4	0.17
328	0	0	0	1	3	0.13	0.12	0.067	0.089	0.019
329	0	1	0	0	1	0.39	0.35	0.2	0.4	0.17
330	0.00018	0.94	0	0.061	1	0.39	0.35	0.2	0.4	0.17
331	0	0.0076	0	0.99	3	0.13	0.12	0.067	0.089	0.019
332	0.056	0.94	0	0	1	0.39	0.35	0.2	0.4	0.17
333	0.005	1	0	0	1	0.39	0.35	0.2	0.4	0.17
334	4.4e-06	1	0	0	1	0.39	0.35	0.2	0.4	0.17
335	0.18	0.82	0	0	1	0.39	0.35	0.2	0.4	0.17
336	0.91	0.086	0	0	0	0.39	0.38	0.33	0.4	0.32
337	0.99	0.0078	0	0	0	0.39	0.38	0.33	0.4	0.32
338	0	0	0	1	3	0.13	0.12	0.067	0.089	0.019
339	0.035	0.96	0	0	1	0.39	0.35	0.2	0.4	0.17
340	0	0	0	1	3	0.13	0.12	0.067	0.089	0.019
341	0.0019	1	0	0	1	0.39	0.35	0.2	0.4	0.17
342	0.0038	1	0	0	1	0.39	0.35	0.2	0.4	0.17
343	0.0013	1	0	0	1	0.39	0.35	0.2	0.4	0.17
344	0.035	0.96	0	0	1	0.39	0.35	0.2	0.4	0.17
345	0.096	0.9	0	0	1	0.39	0.35	0.2	0.4	0.17
346	0	0	0	1	3	0.13	0.12	0.067	0.089	0.019
347	0.96	0.043	0	0	0	0.39	0.38	0.33	0.4	0.32
348	0.051	0.95	0	0	1	0.39	0.35	0.2	0.4	0.17
349	0	0.00025	0	1	3	0.13	0.12	0.067	0.089	0.019
350	0.034	0.97	0	0	1	0.39	0.35	0.2	0.4	0.17
351	0.016	0.98	0	0	1	0.39	0.35	0.2	0.4	0.17
352	0.14	0.86	0	0	1	0.39	0.35	0.2	0.4	0.17
353	0.0092	0.99	0	0	1	0.39	0.35	0.2	0.4	0.17
354	0.00075	1	0	0	1	0.39	0.35	0.2	0.4	0.17
355	0.0011	1	0	0	1	0.39	0.35	0.2	0.4	0.17
356	0.23	0.77	0	0	1	0.39	0.35	0.2	0.4	0.17
357	0.021	0.98	0	0	1	0.39	0.35	0.2	0.4	0.17
358	0	0	0	1	3	0.13	0.12	0.067	0.089	0.019
359	0.82	0.18	0	0	0	0.39	0.38	0.33	0.4	0.32
360	0	0	0	1	3	0.13	0.12	0.067	0.089	0.019
361	9.2e-06	1	0	0	1	0.39	0.35	0.2	0.4	0.17
362	0.0014	1	0	0	1	0.39	0.35	0.2	0.4	0.17
363	0	0.37	0	0.63	3	0.13	0.12	0.067	0.089	0.019
364	1.5e-06	1	0	0	1	0.39	0.35	0.2	0.4	0.17
365	0.00036	1	0	0	1	0.39	0.35	0.2	0.4	0.17
366	1.4e-06	1	0	1.4e-06	1	0.39	0.35	0.2	0.4	0.17
367	0.25	0.75	0	0	1	0.39	0.35	0.2	0.4	0.17
368	4.4e-06	1	0	0	1	0.39	0.35	0.2	0.4	0.17
369	0.00021	1	0	0	1	0.39	0.35	0.2	0.4	0.17
370	2.8e-05	1	0	0	1	0.39	0.35	0.2	0.4	0.17
371	0	0	0	1	3	0.13	0.12	0.067	0.089	0.019
372	0	1	0	0	1	0.39	0.35	0.2	0.4	0.17
373	0.11	0.89	0	0	1	0.39	0.35	0.2	0.4	0.17
374	0	1	0	0	1	0.39	0.35	0.2	0.4	0.17
375	0	1	0	0	1	0.39	0.35	0.2	0.4	0.17
376	0.39	0.61	0	0	1	0.39	0.35	0.2	0.4	0.17
377	0.83	0.17	0	0	0	0.39	0.38	0.33	0.4	0.32
378	0	1	0	0	1	0.39	0.35	0.2	0.4	0.17
379	0.0013	1	0	0.00031	1	0.39	0.35	0.2	0.4	0.17
380	0.00027	1	0	0	1	0.39	0.35	0.2	0.4	0.17
381	0.98	0.016	0	0	0	0.39	0.38	0.33	0.4	0.32
382	2.8e-05	1	0.00024	0	1	0.39	0.35	0.2	0.4	0.17
383	0	0	0	1	3	0.13	0.12	0.067	0.089	0.019
384	0.025	0.98	0	0	1	0.39	0.35	0.2	0.4	0.17
385	0.98	0.022	0	0	0	0.39	0.38	0.33	0.4	0.32
386	0	7.1e-06	0	1	3	0.13	0.12	0.067	0.089	0.019
387	0.97	0.034	0	0	0	0.39	0.38	0.33	0.4	0.32
388	0.99	0.0095	0	0	0	0.39	0.38	0.33	0.4	0.32
389	0.83	0.17	0	0	0	0.39	0.38	0.33	0.4	0.32
390	0.15	0.85	0	0	1	0.39	0.35	0.2	0.4	0.17
391	1	0.00095	0	0	0	0.39	0.38	0.33	0.4	0.32
392	0.0032	1	0	0	1	0.39	0.35	0.2	0.4	0.17
393	0.2	0.8	0	0	1	0.39	0.35	0.2	0.4	0.17
394	0	0	0	1	3	0.13	0.12	0.067	0.089	0.019
