SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster	dcf0	dcf1	dcf2	dcf3	dcf4
192	0.66	0	0	0.34	0	0	0	0.39	0.35	0.2	0.4	0.17
193	0.73	4.7e-05	0	0.27	0	0	0	0.39	0.35	0.2	0.4	0.17
194	0.88	0.024	0	0.093	0	0	0	0.39	0.35	0.2	0.4	0.17
195	0.99	0.014	0	0.00014	0	0	0	0.39	0.35	0.2	0.4	0.17
196	0.75	0.0053	0	6e-05	0.25	0	0	0.39	0.35	0.2	0.4	0.17
197	0.78	0.018	0	0.21	0	0	0	0.39	0.35	0.2	0.4	0.17
198	0.9	0.08	0	0.023	0	0	0	0.39	0.35	0.2	0.4	0.17
199	0.42	0.56	0	0.013	0	0	1	0.49	0.48	0.2	0.6	0.17
200	0.57	0.26	0	0.17	0	0	0	0.39	0.35	0.2	0.4	0.17
201	0.8	0.019	0	0.18	0	0	0	0.39	0.35	0.2	0.4	0.17
202	0.89	0.018	0	0.088	0	0	0	0.39	0.35	0.2	0.4	0.17
203	1	0	0	0	0	0	0	0.39	0.35	0.2	0.4	0.17
204	1	3.1e-05	0	0	0	0	0	0.39	0.35	0.2	0.4	0.17
205	1	0.0014	0	0.00038	0	0	0	0.39	0.35	0.2	0.4	0.17
206	0	0	1	0	0	0	2	0	0	0	0.044	0.094
207	0.56	0.37	0	0.077	0	0	0	0.39	0.35	0.2	0.4	0.17
208	0	1	0	0	0.00019	0	1	0.49	0.48	0.2	0.6	0.17
209	0.52	5.2e-06	0	0.48	0	0	0	0.39	0.35	0.2	0.4	0.17
210	0	0.0015	0	0	0	1	5	0.13	0.078	0.067	0	0.019
211	0.98	0.012	0	0.0074	0	0	0	0.39	0.35	0.2	0.4	0.17
212	0.97	0.0034	0	0.022	0	0	0	0.39	0.35	0.2	0.4	0.17
213	0.81	0.00067	0	0.19	0	0	0	0.39	0.35	0.2	0.4	0.17
214	0.6	0.012	0	0.38	0	0	0	0.39	0.35	0.2	0.4	0.17
215	0.99	6.6e-06	0	0.0054	0	0	0	0.39	0.35	0.2	0.4	0.17
216	0.66	0.02	0	0.32	0	0	0	0.39	0.35	0.2	0.4	0.17
217	0.98	0.016	0	0.0052	0	0	0	0.39	0.35	0.2	0.4	0.17
218	0.82	0.013	0	0.17	0	0	0	0.39	0.35	0.2	0.4	0.17
219	0.31	0.00065	0	0.68	0	0	3	0.39	0.35	0.27	0.4	0.32
220	0.63	0.00095	0	0.37	0	0	0	0.39	0.35	0.2	0.4	0.17
221	0.014	7.3e-05	0	0.99	0	0	3	0.39	0.35	0.27	0.4	0.32
222	0.0033	0	0	1	0	0	3	0.39	0.35	0.27	0.4	0.32
223	0.0027	0	0	1	0	0	3	0.39	0.35	0.27	0.4	0.32
224	0.077	0.014	0	0.91	0	0	3	0.39	0.35	0.27	0.4	0.32
225	0.31	0.3	0	0.39	0	0	3	0.39	0.35	0.27	0.4	0.32
226	0.0051	8.2e-06	0	1.8e-06	0.99	0	4	0.39	0.35	0.089	0.44	0
227	0.88	0.00016	0	0.12	0	0	0	0.39	0.35	0.2	0.4	0.17
228	0	0	0.15	0	0.85	0	4	0.39	0.35	0.089	0.44	0
229	0	0	0.021	0	0.98	0	4	0.39	0.35	0.089	0.44	0
230	0.00011	3.8e-06	0	1	0	0	3	0.39	0.35	0.27	0.4	0.32
231	0.015	0.0013	0	0.98	0	0	3	0.39	0.35	0.27	0.4	0.32
232	7.5e-05	0	0	1	0	0	3	0.39	0.35	0.27	0.4	0.32
233	0.00016	1.8e-06	0	1	0	0	3	0.39	0.35	0.27	0.4	0.32
234	0.03	0.97	0	0.00027	0	0	1	0.49	0.48	0.2	0.6	0.17
235	0.0017	0	0	1	0	0	3	0.39	0.35	0.27	0.4	0.32
236	0.19	0.0025	0	0.81	0	0	3	0.39	0.35	0.27	0.4	0.32
237	0	0	1	0	0	0	2	0	0	0	0.044	0.094
238	0.98	0.0009	0	0.017	0	0	0	0.39	0.35	0.2	0.4	0.17
239	0.97	0.015	0	0.011	0	0	0	0.39	0.35	0.2	0.4	0.17
240	0.86	0.0074	0	0.13	0	0	0	0.39	0.35	0.2	0.4	0.17
241	0.91	0.085	0	0.0039	0	0	0	0.39	0.35	0.2	0.4	0.17
242	0.94	0.0055	0	0.058	0	0	0	0.39	0.35	0.2	0.4	0.17
243	1	4.1e-06	0	0.00071	0	0	0	0.39	0.35	0.2	0.4	0.17
244	0.93	0.0008	0	0.066	0	0	0	0.39	0.35	0.2	0.4	0.17
245	1.1e-05	0	0	0	1	0	4	0.39	0.35	0.089	0.44	0
246	0.52	5.2e-06	0	0.48	0	0	0	0.39	0.35	0.2	0.4	0.17
247	1	0	0	0	0	0	0	0.39	0.35	0.2	0.4	0.17
248	0	0	1	0	0	0	2	0	0	0	0.044	0.094
249	0.52	0.0018	0	0.48	0	0	0	0.39	0.35	0.2	0.4	0.17
250	1	0.00059	0	0.0016	0	0	0	0.39	0.35	0.2	0.4	0.17
251	0.96	0.0058	0	0.031	0	0	0	0.39	0.35	0.2	0.4	0.17
252	0.53	1e-05	0	0.47	0	0	0	0.39	0.35	0.2	0.4	0.17
253	0.83	0.062	0	0.11	0	0	0	0.39	0.35	0.2	0.4	0.17
254	0.95	0.0058	0	0.048	0	0	0	0.39	0.35	0.2	0.4	0.17
255	0.99	1.1e-05	0	0.012	0	0	0	0.39	0.35	0.2	0.4	0.17
256	0.77	0.002	0	0.23	0	0	0	0.39	0.35	0.2	0.4	0.17
257	0.97	0.016	0	0.018	0	0	0	0.39	0.35	0.2	0.4	0.17
258	0.94	2.1e-05	0	0.056	0	0	0	0.39	0.35	0.2	0.4	0.17
259	0.58	0.073	0	0.34	0	0	0	0.39	0.35	0.2	0.4	0.17
260	0.98	5e-06	0	0.02	0	0	0	0.39	0.35	0.2	0.4	0.17
261	0.99	0.014	0	9.9e-05	0	0	0	0.39	0.35	0.2	0.4	0.17
262	0.98	0.00044	0	0.021	0	0	0	0.39	0.35	0.2	0.4	0.17
263	0.98	3.5e-06	0	0.023	0	0	0	0.39	0.35	0.2	0.4	0.17
264	0.98	0	0	0.021	0	0	0	0.39	0.35	0.2	0.4	0.17
265	0.79	0.048	0	0.16	0	0	0	0.39	0.35	0.2	0.4	0.17
266	0.99	4.5e-06	0	0.0072	0	0	0	0.39	0.35	0.2	0.4	0.17
267	0.99	0.0039	0	0.0097	0	0	0	0.39	0.35	0.2	0.4	0.17
268	0.98	0.0007	0	0.022	0	0	0	0.39	0.35	0.2	0.4	0.17
269	1	0.00037	0	0.0029	0	0	0	0.39	0.35	0.2	0.4	0.17
270	0.97	0.01	0	0.018	0	0	0	0.39	0.35	0.2	0.4	0.17
271	0.92	0.062	0	0.023	0	0	0	0.39	0.35	0.2	0.4	0.17
272	0.99	0.0076	0	0.00016	0	0	0	0.39	0.35	0.2	0.4	0.17
273	0	0	1	0	0	0	2	0	0	0	0.044	0.094
274	0.94	0.00018	0	0.059	0	0	0	0.39	0.35	0.2	0.4	0.17
275	0.42	0.56	0	0.026	0	0	1	0.49	0.48	0.2	0.6	0.17
276	1	0.0009	0	0.0028	0	0	0	0.39	0.35	0.2	0.4	0.17
277	0.95	0.034	0	0.015	0	0	0	0.39	0.35	0.2	0.4	0.17
278	0.5	0.48	0	0.022	0	0	0	0.39	0.35	0.2	0.4	0.17
279	0	0	1	0	0	0	2	0	0	0	0.044	0.094
280	0.64	0.35	0	0.0079	0	0	0	0.39	0.35	0.2	0.4	0.17
281	1	0	0	6.4e-05	0	0	0	0.39	0.35	0.2	0.4	0.17
282	1	0.002	0	0.00073	0	0	0	0.39	0.35	0.2	0.4	0.17
283	0.98	0.0014	0	0.021	0	0	0	0.39	0.35	0.2	0.4	0.17
284	0.93	0.054	0	0.013	0	0	0	0.39	0.35	0.2	0.4	0.17
285	1	7.1e-06	0	4.2e-05	0	0	0	0.39	0.35	0.2	0.4	0.17
286	0.99	0.0032	0	0.0071	0	0	0	0.39	0.35	0.2	0.4	0.17
287	0.91	0.0024	0	0.092	0	0	0	0.39	0.35	0.2	0.4	0.17
288	1	0.0012	0	0.0009	0	0	0	0.39	0.35	0.2	0.4	0.17
289	0.97	0.0089	0	0.018	0	0	0	0.39	0.35	0.2	0.4	0.17
290	0.68	0.024	0	0.29	0	0	0	0.39	0.35	0.2	0.4	0.17
291	1	0.00037	0	0.00058	0	0	0	0.39	0.35	0.2	0.4	0.17
292	0.99	0.0013	0	0.0041	0	0	0	0.39	0.35	0.2	0.4	0.17
293	0.85	0.12	0	0.028	0	0	0	0.39	0.35	0.2	0.4	0.17
294	1	5.3e-05	0	0.0043	0	0	0	0.39	0.35	0.2	0.4	0.17
295	0.84	0.00067	0	0.16	0	0	0	0.39	0.35	0.2	0.4	0.17
296	0.00015	0	0	0	1	0	4	0.39	0.35	0.089	0.44	0
297	0.9	0.083	0	0.016	0	0	0	0.39	0.35	0.2	0.4	0.17
298	0.99	0.00053	0	0.01	0	0	0	0.39	0.35	0.2	0.4	0.17
299	0.92	0.051	0	0.026	0	0	0	0.39	0.35	0.2	0.4	0.17
300	1	3.2e-05	0	0.00023	0	0	0	0.39	0.35	0.2	0.4	0.17
301	1	0.0011	0	0.002	0	0	0	0.39	0.35	0.2	0.4	0.17
302	0.98	0.012	0	0.0029	0	0	0	0.39	0.35	0.2	0.4	0.17
303	1	0.00038	0	0.0011	0	0	0	0.39	0.35	0.2	0.4	0.17
304	0.92	0.0033	0	0.078	0	0	0	0.39	0.35	0.2	0.4	0.17
305	1	7.2e-05	0	0.0036	0	0	0	0.39	0.35	0.2	0.4	0.17
306	1	0.0022	0	0.00098	0	0	0	0.39	0.35	0.2	0.4	0.17
307	0.91	0	0	0.091	0	0	0	0.39	0.35	0.2	0.4	0.17
308	0	0	1	0	0	0	2	0	0	0	0.044	0.094
309	1	2e-05	0	0.0028	0	0	0	0.39	0.35	0.2	0.4	0.17
310	0.99	0.011	0	0.00017	0	0	0	0.39	0.35	0.2	0.4	0.17
311	1	0.00045	0	0.00058	0	0	0	0.39	0.35	0.2	0.4	0.17
312	1	0	0	0.00031	0	0	0	0.39	0.35	0.2	0.4	0.17
313	0.88	0.029	0	0.091	0	0	0	0.39	0.35	0.2	0.4	0.17
314	0.97	0.013	0	0.015	0	0	0	0.39	0.35	0.2	0.4	0.17
315	0.77	0.0063	0	0.22	0	0	0	0.39	0.35	0.2	0.4	0.17
316	1	0.00031	0	2.8e-05	0	0	0	0.39	0.35	0.2	0.4	0.17
317	0	0	1	0	0	0	2	0	0	0	0.044	0.094
318	0.99	0.00011	0	0.0068	0	0	0	0.39	0.35	0.2	0.4	0.17
319	0	0	0	0	0	1	5	0.13	0.078	0.067	0	0.019
320	0.77	0.00029	0	0.23	0	0	0	0.39	0.35	0.2	0.4	0.17
321	0.81	0.0068	0	0.18	0	0	0	0.39	0.35	0.2	0.4	0.17
322	0.91	2.5e-06	0	0.086	0	0	0	0.39	0.35	0.2	0.4	0.17
323	0.96	0.038	0	0.0064	0	0	0	0.39	0.35	0.2	0.4	0.17
324	0.99	0.0015	0	0.011	0	0	0	0.39	0.35	0.2	0.4	0.17
325	1	4.4e-06	0	0.0025	0	0	0	0.39	0.35	0.2	0.4	0.17
326	0	0	0	0	1	0	4	0.39	0.35	0.089	0.44	0
327	0.32	0.00017	0	0.68	0	0	3	0.39	0.35	0.27	0.4	0.32
328	0	0	0	0	1	0	4	0.39	0.35	0.089	0.44	0
329	0.99	0.0081	0	0	0	0	0	0.39	0.35	0.2	0.4	0.17
330	0.98	0.0095	0	0.0087	0	0	0	0.39	0.35	0.2	0.4	0.17
331	1	4.3e-05	0	0.0033	0	0	0	0.39	0.35	0.2	0.4	0.17
332	0.31	0.0016	0	0.69	0	0	3	0.39	0.35	0.27	0.4	0.32
