SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster	dcf0
50	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0	2	0
51	0	0	0.5	0	0	0	0	5.3e-06	0	0	0.5	5.3e-06	0	0	2	0
52	0.0011	0.12	0	0.12	0	0.31	0	0	0	0.012	0	0	0.31	0.12	5	0.26
53	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0	2	0
54	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0	2	0
55	0.055	0.14	0	0.14	0	0.071	0	2.3e-06	0	0.39	0	2.3e-06	0.071	0.14	9	0.14
56	0	0.061	0	0.061	0	0.41	0	0	0	1.7e-05	0	0	0.41	0.061	5	0.26
57	0.0023	0	0	0	0	0	0	0.5	0	2.5e-05	0	0.5	0	0	7	0.058
58	0.00016	0.14	0	0.14	0	0.28	0	0	0	0.0055	0	0	0.28	0.14	5	0.26
59	0.0006	0.14	0	0.14	0	0.28	0	0	0	0.012	0	0	0.28	0.14	5	0.26
60	0	0.045	0	0.045	0	0.43	0	0	0	8.3e-06	0	0	0.43	0.045	5	0.26
61	0.041	1.7e-05	0	1.7e-05	0	3.8e-06	0	0.47	0	0.01	0	0.47	3.8e-06	1.7e-05	7	0.058
62	0	0	0.5	0	0	0	0	0.00078	0	0	0.5	0.00078	0	0	2	0
63	0	0.22	0	0.22	0	0.17	0	0	0	0.00038	0	0	0.17	0.22	1	0.23
64	7.1e-06	0.23	0	0.23	0	0.15	0	0	0	0.0033	0	0	0.15	0.23	1	0.23
65	1.2e-06	0.28	0	0.28	0	0.075	0	0	0	0.0032	0	0	0.075	0.28	1	0.23
66	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0	2	0
67	0	0.2	0	0.2	0	0.2	0	0	0	0	0	0	0.2	0.2	1	0.23
68	0	0.058	0	0.058	0	0.41	0	0	0	6.2e-05	0	0	0.41	0.058	5	0.26
69	0	0.16	0	0.16	0	0.26	0	0	0	0.00012	0	0	0.26	0.16	5	0.26
70	9.5e-05	0.11	0	0.11	0	0.34	0	0	0	0.0024	0	0	0.34	0.11	5	0.26
71	1.8e-06	0	0	0	0	0	0	0.5	0	0	0	0.5	0	0	7	0.058
72	0	0.044	0	0.044	0	0.43	0	0	0	0	0	0	0.43	0.044	5	0.26
73	1.6e-06	0	0	0	0	0	0	0.5	0	0	0	0.5	0	0	7	0.058
74	1e-06	0.14	0	0.14	0	0.28	0	0	0	0.00038	0	0	0.28	0.14	5	0.26
75	0.0044	0	0	0	0	0	0	0.5	0	0.00015	0	0.5	0	0	7	0.058
76	0	0.13	0	0.13	0	0.31	0	0	0	6.9e-06	0	0	0.31	0.13	5	0.26
77	5.4e-05	0	0	0	0	0	0	0.5	0	0	0	0.5	0	0	7	0.058
78	0	0.033	0	0.033	0	0.45	0	0	0	0	0	0	0.45	0.033	5	0.26
79	0	0.15	0	0.15	0	0.27	0	0	0	0.00018	0	0	0.27	0.15	5	0.26
80	2.1e-06	0.15	0	0.15	0	0.28	0	0	0	0.00059	0	0	0.28	0.15	5	0.26
81	0	0.045	0	0.045	0	0.43	0	0	0	0	0	0	0.43	0.045	5	0.26
82	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0	2	0
83	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0	2	0
84	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0	2	0
85	1.8e-05	0.13	0	0.13	0	0.3	0	0	0	0.0015	0	0	0.3	0.13	5	0.26
86	0	0.041	0	0.041	0	0.44	0	0	0	0	0	0	0.44	0.041	5	0.26
87	0.042	0.14	0	0.14	0	0.19	0	0.00025	0	0.15	0	0.00025	0.19	0.14	5	0.26
88	0.0018	0.1	0	0.1	0	0.34	0	8.6e-06	0	0.011	0	8.6e-06	0.34	0.1	5	0.26
89	1.1e-06	0.07	0	0.07	0	0.4	0	0	0	0.00011	0	0	0.4	0.07	5	0.26
90	0	0.042	0	0.042	0	0.44	0	0	0	1.2e-06	0	0	0.44	0.042	5	0.26
91	6.2e-05	0.11	0	0.11	0	0.34	0	0	0	0.0019	0	0	0.34	0.11	5	0.26
92	3e-05	0.072	0	0.072	0	0.39	0	0	0	0.0007	0	0	0.39	0.072	5	0.26
93	0	0.086	0	0.086	0	0.37	0	0	0	1.8e-05	0	0	0.37	0.086	5	0.26
94	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0	2	0
95	6.7e-05	0.14	0	0.14	0	0.29	0	0	0	0.0032	0	0	0.29	0.14	5	0.26
96	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0	2	0
97	0	0	0.5	0	0	0	0	2.3e-06	0	0	0.5	2.3e-06	0	0	2	0
98	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0	2	0
99	0	0.13	0	0.13	0	0.31	0	0	0	2e-05	0	0	0.31	0.13	5	0.26
100	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0	2	0
101	3e-05	0	0	0	0	0	0	0.5	0	0	0	0.5	0	0	7	0.058
102	0.055	0	0	0	0	0	0	0.47	0	0.007	0	0.47	0	0	7	0.058
103	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0	2	0
104	0.0062	0	0	0	0	0	0	0.5	0	0.00019	0	0.5	0	0	7	0.058
105	0.0014	0.2	0	0.2	0	0.17	0	0	0	0.042	0	0	0.17	0.2	1	0.23
