SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster	dcf0
59	0.14	0.14	0	0	0	0	0	0.0006	0	0.55	0.14	0.012	0	0	0	0	0	0	9	0.26
60	0.045	0.045	0	0	0	0	0	0	0	0.86	0.045	8.3e-06	0	0	0	0	0	0	9	0.26
61	1.7e-05	1.7e-05	0	0	0	0	0	0.041	0	7.6e-06	1.7e-05	0.01	0	0	0	0.95	0	0	15	0.058
62	0	0	0.17	0.17	0	0	0	0	0.17	0	0	0	0	0	0.17	0.0016	0.17	0.17	2	0
63	0.22	0.22	0	0	0	0	0	0	0	0.34	0.22	0.00038	0	0	0	0	0	0	9	0.26
64	0.23	0.23	0	0	0	0	0	7.1e-06	0	0.31	0.23	0.0033	0	0	0	0	0	0	9	0.26
65	0.28	0.28	0	0	0	0	0	1.2e-06	0	0.15	0.28	0.0032	0	0	0	0	0	0	0	0.23
66	0	0	0.17	0.17	0	0	0	0	0.17	0	0	0	0	0	0.17	0	0.17	0.17	2	0
67	0.2	0.2	0	0	0	0	0	0	0	0.39	0.2	0	0	0	0	0	0	0	9	0.26
68	0.058	0.058	0	0	0	0	0	0	0	0.83	0.058	6.2e-05	0	0	0	0	0	0	9	0.26
69	0.16	0.16	0	0	0	0	0	0	0	0.52	0.16	0.00012	0	0	0	0	0	0	9	0.26
70	0.11	0.11	0	0	0	0	0	9.5e-05	0	0.68	0.11	0.0024	0	0	0	0	0	0	9	0.26
71	0	0	0	0	0	0	0	1.8e-06	0	0	0	0	0	0	0	1	0	0	15	0.058
72	0.044	0.044	0	0	0	0	0	0	0	0.87	0.044	0	0	0	0	0	0	0	9	0.26
73	0	0	0	0	0	0	0	1.6e-06	0	0	0	0	0	0	0	1	0	0	15	0.058
74	0.14	0.14	0	0	0	0	0	1e-06	0	0.57	0.14	0.00038	0	0	0	0	0	0	9	0.26
75	0	0	0	0	0	0	0	0.0044	0	0	0	0.00015	0	0	0	1	0	0	15	0.058
76	0.13	0.13	0	0	0	0	0	0	0	0.61	0.13	6.9e-06	0	0	0	0	0	0	9	0.26
77	0	0	0	0	0	0	0	5.4e-05	0	0	0	0	0	0	0	1	0	0	15	0.058
78	0.033	0.033	0	0	0	0	0	0	0	0.9	0.033	0	0	0	0	0	0	0	9	0.26
79	0.15	0.15	0	0	0	0	0	0	0	0.54	0.15	0.00018	0	0	0	0	0	0	9	0.26
80	0.15	0.15	0	0	0	0	0	2.1e-06	0	0.55	0.15	0.00059	0	0	0	0	0	0	9	0.26
81	0.045	0.045	0	0	0	0	0	0	0	0.86	0.045	0	0	0	0	0	0	0	9	0.26
82	0	0	0.17	0.17	0	0	0	0	0.17	0	0	0	0	0	0.17	0	0.17	0.17	2	0
83	0	0	0.17	0.17	0	0	0	0	0.17	0	0	0	0	0	0.17	0	0.17	0.17	2	0
84	0	0	0.17	0.17	0	0	0	0	0.17	0	0	0	0	0	0.17	1.9e-06	0.17	0.17	2	0
85	0.13	0.13	0	0	0	0	0	1.8e-05	0	0.61	0.13	0.0015	0	0	0	0	0	0	9	0.26
86	0.041	0.041	0	0	0	0	0	0	0	0.88	0.041	0	0	0	0	0	0	0	9	0.26
87	0.14	0.14	0	0	0	0	0	0.042	0	0.38	0.14	0.15	0	0	0	0.0005	0	0	9	0.26
88	0.1	0.1	0	0	0	0	0	0.0019	0	0.68	0.1	0.011	0	0	0	1.7e-05	0	0	9	0.26
89	0.07	0.07	0	0	0	0	0	1.1e-06	0	0.79	0.07	0.00011	0	0	0	0	0	0	9	0.26
90	0.042	0.042	0	0	0	0	0	0	0	0.87	0.042	1.1e-06	0	0	0	0	0	0	9	0.26
91	0.11	0.11	0	0	0	0	0	6.2e-05	0	0.68	0.11	0.0019	0	0	0	0	0	0	9	0.26
92	0.072	0.072	0	0	0	0	0	3e-05	0	0.78	0.072	0.0007	0	0	0	0	0	0	9	0.26
93	0.086	0.086	0	0	0	0	0	0	0	0.74	0.086	1.8e-05	0	0	0	0	0	0	9	0.26
94	0	0	0.17	0.17	0	0	0	0	0.17	0	0	0	0	0	0.17	0	0.17	0.17	2	0
95	0.14	0.14	0	0	0	0	0	6.7e-05	0	0.59	0.14	0.0032	0	0	0	0	0	0	9	0.26
96	0	0	0.17	0.17	0	0	0	0	0.17	0	0	0	0	0	0.17	0	0.17	0.17	2	0
97	0	0	0.17	0.17	0	0	0	0	0.17	0	0	0	0	0	0.17	4.6e-06	0.17	0.17	2	0
98	0	0	0.17	0.17	0	0	0	0	0.17	0	0	0	0	0	0.17	1.8e-06	0.17	0.17	2	0
99	0.13	0.13	0	0	0	0	0	0	0	0.61	0.13	2e-05	0	0	0	0	0	0	9	0.26
100	0	0	0.17	0.17	0	0	0	0	0.17	0	0	0	0	0	0.17	0	0.17	0.17	2	0
101	0	0	0	0	0	0	0	3e-05	0	0	0	0	0	0	0	1	0	0	15	0.058
102	0	0	0	0	0	0	0	0.055	0	0	0	0.007	0	0	0	0.94	0	0	15	0.058
103	0	0	0.17	0.17	0	0	0	0	0.17	0	0	0	0	0	0.17	0	0.17	0.17	2	0
104	0	0	0	0	0	0	0	0.0062	0	0	0	0.00019	0	0	0	0.99	0	0	15	0.058
105	0.2	0.2	0	0	0	0	0	0.0014	0	0.35	0.2	0.042	0	0	0	0	0	0	9	0.26
