SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster	dcf0
33	0.18	0.023	0	0.023	0.54	0	0.023	0	0	0.16	0.053	0	0	0	0	4	0.058
34	0.38	0.0018	0	0.0018	0.00045	0	0.0018	0	0	0.61	0.00034	0	0	0	0	9	0.14
35	0	0.028	0	0.028	0	0	0.028	0	0	1.7e-06	0.92	0	0	0	0	10	0.26
36	0	0	0.17	0	0.00011	0.17	0	0.17	0.17	0	0	0.17	0	0.17	0	2	0
37	0	0.066	0	0.066	0	0	0.066	0	0	0	0.8	0	0	0	0	10	0.26
38	2.1e-05	0.18	0	0.18	0	0	0.18	0	0	0.003	0.46	0	0	0	0	10	0.26
39	0.47	0.005	0	0.005	0.12	0	0.005	0	0	0.39	0.0032	0	0	0	0	0	0.12
40	0	0	0.17	0	0	0.17	0	0.17	0.17	0	0	0.17	0	0.17	0	2	0
41	0	0.12	0	0.12	0	0	0.12	0	0	2.8e-06	0.65	0	0	0	0	10	0.26
42	0.00043	0.067	0	0.067	1.5e-05	0	0.067	0	0	0.0025	0.8	0	0	0	7.1e-05	10	0.26
43	0.015	0.13	0	0.13	0.00033	0	0.13	0	0	0.056	0.54	0	0	0	0	10	0.26
44	0.0091	0.12	0	0.12	0.00016	0	0.12	0	0	0.039	0.58	0	0	0	0	10	0.26
45	0.0036	0	0	0	1	0	0	0	0	6.6e-05	0	0	0	0	0	4	0.058
46	2.4e-06	0.044	0	0.044	0	0	0.044	0	0	8.8e-05	0.87	0	0	0	0	10	0.26
47	0	0	0.17	0	2.4e-06	0.17	0	0.17	0.17	0	0	0.17	0	0.17	0	2	0
48	0	0.11	0	0.11	0	0	0.11	0	0	8.6e-05	0.66	0	0	0	0	10	0.26
49	0	0.05	0	0.05	0	0	0.05	0	0	1.1e-05	0.85	0	0	0	0	10	0.26
50	0	0	0.17	0	0	0.17	0	0.17	0.17	0	0	0.17	0	0.17	0	2	0
51	0	0	0.17	0	1.1e-05	0.17	0	0.17	0.17	0	0	0.17	0	0.17	0	2	0
52	0.0011	0.12	0	0.12	0	0	0.12	0	0	0.012	0.62	0	0	0	0	10	0.26
53	0	0	0.17	0	0	0.17	0	0.17	0.17	0	0	0.17	0	0.17	0	2	0
54	0	0	0.17	0	1.2e-06	0.17	0	0.17	0.17	0	0	0.17	0	0.17	0	2	0
55	0.055	0.14	0	0.14	4.7e-06	0	0.14	0	0	0.39	0.14	0	0	0	0	9	0.14
56	0	0.061	0	0.061	0	0	0.061	0	0	1.7e-05	0.82	0	0	0	0	10	0.26
57	0.0023	0	0	0	1	0	0	0	0	2.5e-05	0	0	0	0	0	4	0.058
58	0.00016	0.14	0	0.14	0	0	0.14	0	0	0.0055	0.56	0	0	0	0	10	0.26
59	0.0006	0.14	0	0.14	0	0	0.14	0	0	0.012	0.55	0	0	0	0	10	0.26
60	0	0.045	0	0.045	0	0	0.045	0	0	8.3e-06	0.86	0	0	0	0	10	0.26
61	0.041	1.7e-05	0	1.7e-05	0.95	0	1.7e-05	0	0	0.01	7.6e-06	0	0	0	0	4	0.058
62	0	0	0.17	0	0.0016	0.17	0	0.17	0.17	0	0	0.17	0	0.17	0	2	0
63	0	0.22	0	0.22	0	0	0.22	0	0	0.00038	0.34	0	0	0	0	10	0.26
64	7.1e-06	0.23	0	0.23	0	0	0.23	0	0	0.0033	0.31	0	0	0	0	10	0.26
65	1.2e-06	0.28	0	0.28	0	0	0.28	0	0	0.0032	0.15	0	0	0	0	1	0.23
66	0	0	0.17	0	0	0.17	0	0.17	0.17	0	0	0.17	0	0.17	0	2	0
67	0	0.2	0	0.2	0	0	0.2	0	0	0	0.39	0	0	0	0	10	0.26
68	0	0.058	0	0.058	0	0	0.058	0	0	6.2e-05	0.83	0	0	0	0	10	0.26
69	0	0.16	0	0.16	0	0	0.16	0	0	0.00012	0.52	0	0	0	0	10	0.26
70	9.5e-05	0.11	0	0.11	0	0	0.11	0	0	0.0024	0.68	0	0	0	0	10	0.26
71	1.8e-06	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0.058
72	0	0.044	0	0.044	0	0	0.044	0	0	0	0.87	0	0	0	0	10	0.26
73	1.6e-06	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0.058
74	1e-06	0.14	0	0.14	0	0	0.14	0	0	0.00038	0.57	0	0	0	0	10	0.26
75	0.0044	0	0	0	1	0	0	0	0	0.00015	0	0	0	0	0	4	0.058
76	0	0.13	0	0.13	0	0	0.13	0	0	6.9e-06	0.61	0	0	0	0	10	0.26
77	5.4e-05	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0.058
78	0	0.033	0	0.033	0	0	0.033	0	0	0	0.9	0	0	0	0	10	0.26
79	0	0.15	0	0.15	0	0	0.15	0	0	0.00018	0.54	0	0	0	0	10	0.26
80	2.1e-06	0.15	0	0.15	0	0	0.15	0	0	0.00059	0.55	0	0	0	0	10	0.26
81	0	0.045	0	0.045	0	0	0.045	0	0	0	0.86	0	0	0	0	10	0.26
82	0	0	0.17	0	0	0.17	0	0.17	0.17	0	0	0.17	0	0.17	0	2	0
83	0	0	0.17	0	0	0.17	0	0.17	0.17	0	0	0.17	0	0.17	0	2	0
84	0	0	0.17	0	1.9e-06	0.17	0	0.17	0.17	0	0	0.17	0	0.17	0	2	0
85	1.8e-05	0.13	0	0.13	0	0	0.13	0	0	0.0015	0.61	0	0	0	0	10	0.26
86	0	0.041	0	0.041	0	0	0.041	0	0	0	0.88	0	0	0	0	10	0.26
87	0.042	0.14	0	0.14	0.0005	0	0.14	0	0	0.15	0.38	0	0	0	0	10	0.26
88	0.0018	0.1	0	0.1	1.7e-05	0	0.1	0	0	0.011	0.68	0	0	0	0	10	0.26
89	1.1e-06	0.07	0	0.07	0	0	0.07	0	0	0.00011	0.79	0	0	0	0	10	0.26
90	0	0.042	0	0.042	0	0	0.042	0	0	1.2e-06	0.87	0	0	0	0	10	0.26
91	6.2e-05	0.11	0	0.11	0	0	0.11	0	0	0.0019	0.68	0	0	0	0	10	0.26
92	3e-05	0.072	0	0.072	0	0	0.072	0	0	0.0007	0.78	0	0	0	0	10	0.26
93	0	0.086	0	0.086	0	0	0.086	0	0	1.8e-05	0.74	0	0	0	0	10	0.26
94	0	0	0.17	0	0	0.17	0	0.17	0.17	0	0	0.17	0	0.17	0	2	0
95	6.7e-05	0.14	0	0.14	0	0	0.14	0	0	0.0032	0.59	0	0	0	0	10	0.26
96	0	0	0.17	0	0	0.17	0	0.17	0.17	0	0	0.17	0	0.17	0	2	0
97	0	0	0.17	0	4.6e-06	0.17	0	0.17	0.17	0	0	0.17	0	0.17	0	2	0
98	0	0	0.17	0	1.8e-06	0.17	0	0.17	0.17	0	0	0.17	0	0.17	0	2	0
99	0	0.13	0	0.13	0	0	0.13	0	0	2e-05	0.61	0	0	0	0	10	0.26
100	0	0	0.17	0	0	0.17	0	0.17	0.17	0	0	0.17	0	0.17	0	2	0
101	3e-05	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0.058
102	0.055	0	0	0	0.94	0	0	0	0	0.007	0	0	0	0	0	4	0.058
103	0	0	0.17	0	0	0.17	0	0.17	0.17	0	0	0.17	0	0.17	0	2	0
104	0.0062	0	0	0	0.99	0	0	0	0	0.00019	0	0	0	0	0	4	0.058
105	0.0014	0.2	0	0.2	0	0	0.2	0	0	0.042	0.35	0	0	0	0	10	0.26
