SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster	dcf0	dcf1	dcf2
104	0.025	0	0.0035	0.31	0	0.31	0.31	0	0.025	0	0	0.00056	0	0.00028	0.0024	3	0.49	0.61	0.34
105	0.0065	0	6.6e-06	0.33	0	0.33	0.33	0	0.0026	0	0	2e-06	0	0	0	3	0.49	0.61	0.34
106	0.015	0	0.00067	0.32	0	0.32	0.32	0	0.016	0	0	0.0011	0	1.9e-06	0	3	0.49	0.61	0.34
107	0	0	0	0	0	0	0	0	0	1	0	0	1.2e-05	0	0	9	0.27	0	0.038
108	0.016	0	0.00081	0.32	0	0.32	0.32	0	0.019	0	0	0	0	0	0	3	0.49	0.61	0.34
109	0	0	0	0.33	0	0.33	0.33	0	8e-05	0	0	0	0	0	0	3	0.49	0.61	0.34
110	0.058	0	0.00029	0.31	0	0.31	0.31	0	0.011	0	0	0	0	0	0	3	0.49	0.61	0.34
111	0.0013	0	1.1e-05	0.33	0	0.33	0.33	0	0.0044	0	0	2.1e-06	0	0	0	3	0.49	0.61	0.34
112	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10	0	0	0.11
113	0	0	0	0.33	0	0.33	0.33	0	1.7e-06	0	0	0	0	0	0	3	0.49	0.61	0.34
114	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.11	0	0
115	0.00034	0	0.0086	0.00062	0	0.00062	0.00062	0	0.00027	0	0	0.1	0	0.0025	0.88	14	0.55	1	0.34
116	0.036	0	0.0013	0.31	0	0.31	0.31	0	0.018	0	0	0.025	0	0.00027	1.2e-05	3	0.49	0.61	0.34
117	2.2e-05	0	1.8e-05	0.33	0	0.33	0.33	0	0.014	0	0	0	0	0	0	3	0.49	0.61	0.34
118	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0.39	0
119	0	0	0	0	0	0	0	0	0	0.94	0	0	0.059	0	0	9	0.27	0	0.038
120	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	12	0.27	0.043	0.34
121	0.98	0	1e-05	0.0056	0	0.0056	0.0056	0	5.8e-05	0	0	0	0	0	0	0	0.55	0.61	0.45
122	0.1	0	0.78	0.019	0	0.019	0.019	0	0.066	0	0	0	0	1.2e-06	0.00023	2	0.49	0.78	0.38
123	0	1	0	0	0	0	0	0	0	0.0039	0	0	0	0	0	1	0.11	0	0
124	7.9e-06	0	4e-06	0.33	0	0.33	0.33	0	0.0066	0	0	0.0022	0	0	0	3	0.49	0.61	0.34
125	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0.39	0
126	0.00046	0	4.4e-05	0.33	0	0.33	0.33	0	0.0099	0	0	1.1e-06	0	0	0	3	0.49	0.61	0.34
127	1	0	0	2.3e-05	0	2.3e-05	2.3e-05	0	0	0	0	0	0	1.8e-05	0	0	0.55	0.61	0.45
128	0	1	0	0	0	0	0	0	0	4.4e-05	0	0	0	0	0	1	0.11	0	0
129	6.1e-06	0	0.025	5.3e-06	0	5.3e-06	5.3e-06	0	0.00039	0	0	1.3e-05	0	0	0.97	14	0.55	1	0.34
130	0	1	0	0	0	0	0	0	0	1.8e-05	0	0	0	0	0	1	0.11	0	0
131	0.74	0	0.006	0.061	0	0.061	0.061	0	0.006	0	0	0.0034	0	0.062	5e-06	0	0.55	0.61	0.45
132	1e-05	0	0	0.33	0	0.33	0.33	0	0.00021	0	0	0	0	0	0	3	0.49	0.61	0.34
133	0.086	0	0.043	0.26	0	0.26	0.26	0	0.093	0	0	0.0026	0	6.5e-05	6.3e-05	3	0.49	0.61	0.34
134	0.00022	0	0	0.33	0	0.33	0.33	0	0.0014	0	0	3.1e-06	0	0	0	3	0.49	0.61	0.34
135	0.018	0	1.3e-06	0.33	0	0.33	0.33	0	0.0012	0	0	1e-05	0	0	0	3	0.49	0.61	0.34
136	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0.49	0.78	0.38
137	0.068	0	0.24	0.16	0	0.16	0.16	0	0.22	0	0	2.2e-06	0	0	1.2e-06	2	0.49	0.78	0.38
138	0.05	0	0	0.32	0	0.32	0.32	0	1.9e-06	0	0	0	0	0	0	3	0.49	0.61	0.34
139	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	12	0.27	0.043	0.34
140	0.00058	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10	0	0	0.11
141	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	12	0.27	0.043	0.34
142	0.29	0	0.00012	0.24	0	0.24	0.24	0	0.0046	0	0	3.1e-05	0	2.6e-05	0	0	0.55	0.61	0.45
143	0	1	0	0	0	0	0	0	0	8.9e-05	0	0.00083	0	0	0	1	0.11	0	0
144	0	1	0	0	0	0	0	0	0	2.6e-06	0	0.00019	0	0	0	1	0.11	0	0
145	0.94	0	0.004	0.016	0	0.016	0.016	0	0.0042	0	0	7.4e-06	0	0.0044	0	0	0.55	0.61	0.45
146	0.1	0	0.0024	0.28	0	0.28	0.28	0	0.025	0	0	0.022	0	0.0005	0	3	0.49	0.61	0.34
147	0.01	0	0	0.33	0	0.33	0.33	0	0.0032	0	0	0	0	0	0	3	0.49	0.61	0.34
148	0.89	0	4.1e-06	0.037	0	0.037	0.037	0	0.0012	0	0	0	0	0	0	0	0.55	0.61	0.45
149	1.1e-05	0	0.00048	0.29	0	0.29	0.29	0	0.12	0	0	0	0	0	0	3	0.49	0.61	0.34
150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0.55	1	0.34
151	0.00079	0	0.0058	0.27	0	0.27	0.27	0	0.17	0	0	0	0	0	0	3	0.49	0.61	0.34
152	5.4e-06	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10	0	0	0.11
153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0.55	1	0.34
154	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10	0	0	0.11
155	0.0016	0	0.003	0.3	0	0.3	0.3	0	0.082	0	0	0.0082	0	0	0	3	0.49	0.61	0.34
156	0	1	0	0	0	0	0	0	0	0	0	1.7e-06	0	0	0	1	0.11	0	0
157	7.2e-05	0	0.00012	0.33	0	0.33	0.33	0	0.021	0	0	0	0	0	0	3	0.49	0.61	0.34
158	0.00011	0	1.4e-06	0.33	0	0.33	0.33	0	0.0037	0	0	0	0	0	0	3	0.49	0.61	0.34
159	0.71	0	0	0.096	0	0.096	0.096	0	0.00027	0	0	0	0	0	0	0	0.55	0.61	0.45
160	0.00014	0	0.0007	0.32	0	0.32	0.32	0	0.032	0	0	0	0	0	0	3	0.49	0.61	0.34
161	0	0	0	0.33	0	0.33	0.33	0	3.7e-05	0	0	0	0	0	0	3	0.49	0.61	0.34
162	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	12	0.27	0.043	0.34
163	0.001	0	0.001	0.31	0	0.31	0.31	0	0.055	0	0	0	0	0	0	3	0.49	0.61	0.34
164	0.0045	0	0.13	0.17	0	0.17	0.17	0	0.36	0	0	0	0	0	0	8	0.49	0.7	0.34
165	0.14	0	4.7e-05	0.28	0	0.28	0.28	0	0.0052	0	0	0	0	0	0	3	0.49	0.61	0.34
166	0	0.22	0	0	0	0	0	0	0	0.78	0	0	0	0	0	9	0.27	0	0.038
167	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0.49	0.47	0.038
168	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0.39	0
169	0.14	0	0.011	0.27	0	0.27	0.27	0	0.034	0	0	0.0048	0	0.0013	0.00017	3	0.49	0.61	0.34
170	1.6e-05	0	1.6e-06	0.33	0	0.33	0.33	0	0.0047	0	0	0	0	0	0	3	0.49	0.61	0.34
171	0.0045	0	1.8e-05	0.33	0	0.33	0.33	0	0.0046	0	0	0.0057	0	0	0	3	0.49	0.61	0.34
172	0.098	0	0.03	0.24	0	0.24	0.24	0	0.059	0	0	0.089	0	0.0061	0.0069	3	0.49	0.61	0.34
173	0	0.83	0	0	0	0	0	0	0	0.17	0	0	0	0	0	1	0.11	0	0
174	0.34	0	0.0026	0.21	0	0.21	0.21	0	0.028	0	0	0	0	0	0	0	0.55	0.61	0.45
175	0.0007	0	0	0.33	0	0.33	0.33	0	0.0021	0	0	1.6e-05	0	0	0	3	0.49	0.61	0.34
176	8.1e-05	0	1.9e-05	0.33	0	0.33	0.33	0	0.011	0	0	0	0	0	0	3	0.49	0.61	0.34
177	0.022	0	0.013	0.31	0	0.31	0.31	0	0.049	0	0	0.00027	0	6.6e-06	0.00034	3	0.49	0.61	0.34
178	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9	0.27	0	0.038
179	0.036	0	0	0.32	0	0.32	0.32	0	0.00057	0	0	0.0053	0	3.6e-06	0	3	0.49	0.61	0.34
180	0.14	0	0.0013	0.24	0	0.24	0.24	0	0.016	0	0	0.11	0	0.0086	0	3	0.49	0.61	0.34
181	0.00017	0	0	0.33	0	0.33	0.33	0	0.00051	0	0	0	0	0	0	3	0.49	0.61	0.34
182	0	2.7e-06	0	0	0	0	0	0	0	0.11	0	0.89	0	0	0	11	0.77	0.61	0.34
183	0	0	0	0.33	0	0.33	0.33	0	1.5e-05	0	0	0	0	0	0	3	0.49	0.61	0.34
184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0.55	1	0.34
185	0.0011	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10	0	0	0.11
186	0	0	1	0	0	0	0	0	0	0	0	0	6.7e-06	0	0	2	0.49	0.78	0.38
187	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0.39	0
188	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.11	0	0
189	0.00076	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10	0	0	0.11
190	0.0072	0	3.9e-05	0.33	0	0.33	0.33	0	0.014	0	0	0	0	0	0	3	0.49	0.61	0.34
191	4.6e-06	0	0	0.33	0	0.33	0.33	0	0	0	0	0	0	0	0	3	0.49	0.61	0.34
192	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.11	0	0
193	0.041	0	0.00011	0.31	0	0.31	0.31	0	0.022	0	0	3.1e-06	0	0	0	3	0.49	0.61	0.34
194	0.027	0	0.00016	0.31	0	0.31	0.31	0	0.028	0	0	2.8e-05	0	0	0	3	0.49	0.61	0.34
195	0	0	0	0.33	0	0.33	0.33	0	0	0	0	0	0	0	0	3	0.49	0.61	0.34
196	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.11	0	0
197	0.013	0	0	0.33	0	0.33	0.33	0	5.1e-06	0	0	0	0	0	0	3	0.49	0.61	0.34
198	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10	0	0	0.11
199	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9	0.27	0	0.038
200	0.16	0	0.00088	0.23	0	0.23	0.23	0	0.011	0	0	0.13	0	0.0053	0	3	0.49	0.61	0.34
201	0	0	0	0.33	0	0.33	0.33	0	0.00027	0	0	0	0	0	0	3	0.49	0.61	0.34
202	0	0	0	0.33	0	0.33	0.33	0	0.0026	0	0	0	0	0	0	3	0.49	0.61	0.34
203	0.52	0	0.00026	0.037	0	0.037	0.037	0	0.002	0	0	0.12	0	0.24	0	0	0.55	0.61	0.45
204	0.00053	0	0.0046	0.31	0	0.31	0.31	0	0.051	0	0	0.00024	0	0	7.5e-05	3	0.49	0.61	0.34
205	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.11	0	0
206	1.1e-05	0	8.3e-06	0.33	0	0.33	0.33	0.001	0.0051	0	0	3e-06	0	0	0	3	0.49	0.61	0.34
207	0	0	8.8e-05	0.26	0	0.26	0.26	0	0.21	0	0	6.7e-05	0	0	0	3	0.49	0.61	0.34
208	0	0.91	0	0	0	0	0	0	0	0.092	0	0	0	0	0	1	0.11	0	0
209	0.0028	0	0	0.33	0	0.33	0.33	0	0.00073	0	0	0	0	0	0	3	0.49	0.61	0.34
210	0	0	0	0.33	0	0.33	0.33	0	2.4e-05	0	0	0	0	0	0	3	0.49	0.61	0.34
211	3.6e-06	0	0	0.33	0	0.33	0.33	0	0	0	0	0	0	0	0	3	0.49	0.61	0.34
212	0.014	0	0.05	0.28	0	0.28	0.28	0	0.084	0	0	0.003	0	1.1e-05	0.0072	3	0.49	0.61	0.34
213	0.4	0	3.6e-05	0.2	0	0.2	0.2	0	0.0064	0	0	0	0	0	0	0	0.55	0.61	0.45
214	1.5e-05	0	8.8e-05	0.31	0	0.31	0.31	0	0.062	0	0	0	0	0	0	3	0.49	0.61	0.34
215	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0.39	0
216	0.00014	0	1.6e-05	0.33	0	0.33	0.33	0	0.0061	0	0	0	0	0	0	3	0.49	0.61	0.34
217	0	0	0	0.33	0	0.33	0.33	0	0.0044	0	0	0	0	0	0	3	0.49	0.61	0.34
218	2.9e-05	0	1e-06	0.33	0	0.33	0.33	0	0.0022	0	0	1.3e-06	0	0	0	3	0.49	0.61	0.34
219	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.11	0	0
220	0.0055	0	0.00011	0.33	0	0.33	0.33	0	0.0044	0	0	1e-05	0	0	0	3	0.49	0.61	0.34
221	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0.49	0.47	0.038
222	0	0.082	0	0	0	0	0	0	0	0.92	0	0	0	0	0	9	0.27	0	0.038
223	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.11	0	0
224	0.016	0	0.012	0.29	0	0.29	0.29	0	0.089	0	0	0.006	0	0	5.9e-06	3	0.49	0.61	0.34
225	0.00071	0	0.0011	0.32	0	0.32	0.32	0	0.033	0	0	0	0	0	0	3	0.49	0.61	0.34
226	0.046	0	0.0027	0.28	0	0.28	0.28	0	0.022	0	0	0.09	0	0.0011	8.2e-05	3	0.49	0.61	0.34
227	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0.39	0
228	0.01	0	0	0.33	0	0.33	0.33	0	0.00015	0	0	3.3e-06	0	0	0	3	0.49	0.61	0.34
229	5.3e-05	0	0	0.33	0	0.33	0.33	0	8.4e-06	0	0	0	0	0	0	3	0.49	0.61	0.34
230	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0.39	0
231	0	1	0	0	0	0	0	0	0	0.0036	0	0	0	0	0	1	0.11	0	0
232	0.067	0	0.0057	0.3	0	0.3	0.3	0	0.028	0	0	0.00077	0	8.8e-05	2.7e-05	3	0.49	0.61	0.34
233	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	12	0.27	0.043	0.34
234	0.0081	0	0.41	0.11	0	0.11	0.11	0	0.25	0	0	2e-06	0	0	0.0036	2	0.49	0.78	0.38
235	0.00098	0	0.16	0.0038	0	0.0038	0.0038	0	0.019	0	0	2e-06	0	0	0.8	14	0.55	1	0.34
236	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0.39	0
237	0.019	0	0.00049	0.32	0	0.32	0.32	0	0.012	0	0	0.0048	0	1.4e-05	0	3	0.49	0.61	0.34
238	0.036	0	0.00044	0.31	0	0.31	0.31	0	0.0092	0	0	0.012	0	0.00016	0	3	0.49	0.61	0.34
239	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	12	0.27	0.043	0.34
240	0.00064	0	0.066	0.25	0	0.25	0.25	0	0.18	0	0	0	0	0	0.0019	3	0.49	0.61	0.34
241	0.11	0	0.0014	0.29	0	0.29	0.29	0	0.015	0	0	0.00015	0	2.2e-05	0	3	0.49	0.61	0.34
242	0	0	0	0.33	0	0.33	0.33	0	0	0	0	0	0	0	0	3	0.49	0.61	0.34
243	0	0	0	0.33	0	0.33	0.33	0	0	0	0	0	0	0	0	3	0.49	0.61	0.34
244	0.032	0	0.16	0.16	0	0.16	0.16	0	0.2	0	0	0.13	0	0.00011	0.02	8	0.49	0.7	0.34
