SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0	dcf1	dcf2
47	0.5	0	0	0.5	0.0064	0	1.5e-05	0	0.00045	0	0	0.49	0.61	0.34
48	0	0	1	0	0	0	0	0	0	0	2	0.054	0.39	0.038
49	0.28	0	0	0.28	0.23	0	0.2	0	0	0	0	0.49	0.61	0.34
50	0	0	0	0	0	0	0	1	0	0	7	0	0	0.11
51	0.5	0	0	0.5	8.1e-06	0	0	0	0	0	0	0.49	0.61	0.34
52	0.49	0	0	0.49	0.022	0	9.1e-05	0	1.9e-05	0	0	0.49	0.61	0.34
53	0.5	0	0	0.5	0	0	0	0	0	0	0	0.49	0.61	0.34
54	0.35	0	0	0.35	0.014	0	0.28	0	2.4e-05	0	0	0.49	0.61	0.34
55	0.47	0	0	0.47	0	0	0.00018	0	0.062	0	0	0.49	0.61	0.34
56	0.5	0	0	0.5	0	0	0	0	0	0	0	0.49	0.61	0.34
57	0.5	0	0	0.5	0	0	0	0	0	0	0	0.49	0.61	0.34
58	0.5	0	0	0.5	0	0	0	0	0	0	0	0.49	0.61	0.34
59	0	0	0	0	0	0	0	1	0	0	7	0	0	0.11
60	0.5	0	0	0.5	6.1e-06	0	3e-05	0	1.6e-05	0	0	0.49	0.61	0.34
61	3.4e-05	0	1	3.4e-05	0	0	0	0	0	0.0043	2	0.054	0.39	0.038
62	0	0	1	0	0	0	0	0	0	0	2	0.054	0.39	0.038
63	0	0	0	0	0	0	0	1	0	0	7	0	0	0.11
64	0	0	0	0	0	0	0	0	0	1	9	0	0.087	0
65	0	0	1	0	0	0	0	0	0	0	2	0.054	0.39	0.038
66	0	0	0	0	0	1	0	0	0	0	5	0.11	0	0
67	0.5	0	0	0.5	0.00038	0	0.00063	0	0	0	0	0.49	0.61	0.34
68	0.47	0	0	0.47	0.05	0	0.00041	0	0	0	0	0.49	0.61	0.34
69	0	0	0	0	0	1	0	0	0	0	5	0.11	0	0
70	0.5	0	0	0.5	0	0	0	0	0	0	0	0.49	0.61	0.34
71	0.46	0	0	0.46	0.0025	0	0.061	0	0.017	0	0	0.49	0.61	0.34
72	0.48	0	0	0.48	0.0014	0	0.004	0	0.041	0	0	0.49	0.61	0.34
73	0.5	0	0	0.5	3.9e-06	0	0.00084	0	0	0	0	0.49	0.61	0.34
74	0.5	0	0	0.5	0	0	0	0	0	0	0	0.49	0.61	0.34
75	0	0	1	0	0	0	0	0	0	0	2	0.054	0.39	0.038
76	3e-05	0	0	3e-05	1	0	0	0	0	0	4	0.55	0.61	0.52
77	0.5	0	0	0.5	0	0	1.5e-06	0	3.3e-05	0	0	0.49	0.61	0.34
78	0	0	0	0	0	0	0	1	0	0	7	0	0	0.11
79	0.5	0	0	0.5	0	0	0.0041	0	0.00037	0	0	0.49	0.61	0.34
80	0.5	0	0	0.5	0	0	0	0	0	0	0	0.49	0.61	0.34
81	0.5	0	0	0.5	0	0	0	0	0	0	0	0.49	0.61	0.34
82	0.00029	0	0	0.00029	1	0	0	0	0	0	4	0.55	0.61	0.52
83	0.31	0	0	0.31	0.37	0	3.5e-05	0	0.0088	0	4	0.55	0.61	0.52
84	0.5	0	0	0.5	0.0021	0	0	0	0	0	0	0.49	0.61	0.34
85	0.38	0	0	0.38	0	0	0.25	0	0.00013	0	0	0.49	0.61	0.34
86	0.5	0	0	0.5	0	0	0	0	0	0	0	0.49	0.61	0.34
87	0.29	0	0	0.29	0.013	0	0.38	0	0.032	0	6	0.49	0.83	0.34
88	0.5	0	0	0.5	1.3e-05	0	8.1e-06	0	0	0	0	0.49	0.61	0.34
89	0.5	0	0	0.5	0	0	0	0	1.6e-05	0	0	0.49	0.61	0.34
90	0	2.3e-06	0	0	0	0	0	1	0	0	7	0	0	0.11
91	0	1	0	0	0	0	0	0	0	0	1	0.27	0.043	0.076
92	0.5	0	0	0.5	2.3e-05	0	0.00044	0	0.0024	0	0	0.49	0.61	0.34
93	0.5	0	0	0.5	1.9e-06	0	8.4e-05	0	1.1e-05	0	0	0.49	0.61	0.34
94	0	0	0	0	0	1	0	0	0	0	5	0.11	0	0
95	0.5	0	0	0.5	0.0016	0	5.2e-05	0	5.8e-06	0	0	0.49	0.61	0.34
96	0	1	0	0	0	0	0	0	0	0	1	0.27	0.043	0.076
97	0	0	0	0	0	0	0	0	0	1	9	0	0.087	0
98	0.5	0	0	0.5	2.6e-05	0	8e-06	0	1.3e-05	0	0	0.49	0.61	0.34
99	0	1	0	0	0	0	0	0	0	0	1	0.27	0.043	0.076
100	0.5	0	0	0.5	0	0	0	0	0	0	0	0.49	0.61	0.34
101	0.5	0	0	0.5	0	0	0	0	0	0	0	0.49	0.61	0.34
102	0.5	0	0	0.5	0	0	0	0	0	0	0	0.49	0.61	0.34
103	0.46	0	0	0.46	0.061	0	0.015	0	0	0	0	0.49	0.61	0.34
104	0.5	0	0	0.5	0.005	0	0.0025	0	0.0007	0	0	0.49	0.61	0.34
105	0.5	0	0	0.5	5.9e-05	0	0	0	2.5e-06	0	0	0.49	0.61	0.34
106	0.5	0	0	0.5	0.0012	0	0.00037	0	0.0013	0	0	0.49	0.61	0.34
107	0	1	0	0	0	0	0	0	0	0	1	0.27	0.043	0.076
108	0.5	0	0	0.5	0.00077	0	8.2e-05	0	0	0	0	0.49	0.61	0.34
109	0.5	0	0	0.5	0	0	0	0	0	0	0	0.49	0.61	0.34
110	0.5	0	0	0.5	0.0036	0	3.9e-06	0	0	0	0	0.49	0.61	0.34
111	0.5	0	0	0.5	4.7e-06	0	1.1e-06	0	2.5e-06	0	0	0.49	0.61	0.34
112	0	0	0	0	0	0	0	1	0	0	7	0	0	0.11
113	0.5	0	0	0.5	0	0	0	0	0	0	0	0.49	0.61	0.34
114	0	0	0	0	0	1	0	0	0	0	5	0.11	0	0
115	0.0066	0	0	0.0066	0.00024	0	0.12	0	0.87	0	8	0.77	0.61	0.34
116	0.48	0	0	0.48	0.0051	0	0.00082	0	0.031	0	0	0.49	0.61	0.34
117	0.5	0	0	0.5	0	0	6.6e-06	0	0	0	0	0.49	0.61	0.34
118	0	0	0	0	0	0	0	0	0	1	9	0	0.087	0
119	0	1	0	0	0	0	0	0	0	0	1	0.27	0.043	0.076
120	0	1	0	0	0	0	0	0	0	0	1	0.27	0.043	0.076
121	0.0013	0	0	0.0013	1	0	0	0	0	0	4	0.55	0.61	0.52
122	0.092	0	0	0.092	0.4	0	0.42	0	0	0	6	0.49	0.83	0.34
123	0	4.1e-05	0	0	0	1	0	0	0	0	5	0.11	0	0
124	0.5	0	0	0.5	0	0	9.6e-06	0	0.0027	0	0	0.49	0.61	0.34
125	0	0	0	0	0	0	0	0	0	1	9	0	0.087	0
126	0.5	0	0	0.5	3.6e-06	0	1.4e-05	0	1.4e-06	0	0	0.49	0.61	0.34
127	9.7e-06	0	0	9.7e-06	1	0	0	0	0	0	4	0.55	0.61	0.52
128	0	0	0	0	0	1	0	0	0	0	5	0.11	0	0
129	9.3e-05	0	0	9.3e-05	5.9e-06	0	1	0	0.00018	0	6	0.49	0.83	0.34
130	0	0	0	0	0	1	0	0	0	0	5	0.11	0	0
131	0.084	0	0	0.084	0.83	0	0.00069	0	0.0037	0	4	0.55	0.61	0.52
132	0.5	0	0	0.5	0	0	0	0	0	0	0	0.49	0.61	0.34
133	0.47	0	0	0.47	0.018	0	0.032	0	0.0038	0	0	0.49	0.61	0.34
134	0.5	0	0	0.5	0	0	0	0	3.7e-06	0	0	0.49	0.61	0.34
135	0.5	0	0	0.5	0.00064	0	0	0	1.2e-05	0	0	0.49	0.61	0.34
136	0	0	1	0	0	0	0	0	0	0	2	0.054	0.39	0.038
137	0.42	0	0	0.42	0.028	0	0.13	0	4.6e-06	0	0	0.49	0.61	0.34
138	0.5	0	0	0.5	0.00094	0	0	0	0	0	0	0.49	0.61	0.34
139	0	1	0	0	0	0	0	0	0	0	1	0.27	0.043	0.076
140	0	0	0	0	0.00058	0	0	1	0	0	7	0	0	0.11
141	0	1	0	0	0	0	0	0	0	0	1	0.27	0.043	0.076
142	0.42	0	0	0.42	0.17	0	5.1e-06	0	4.3e-05	0	0	0.49	0.61	0.34
143	0	0	0	0	0	1	0	0	0.001	0	5	0.11	0	0
144	0	0	0	0	0	1	0	0	0.00023	0	5	0.11	0	0
145	0.0064	0	0	0.0064	0.99	0	3.4e-05	0	2.4e-06	0	4	0.55	0.61	0.52
146	0.47	0	0	0.47	0.02	0	0.0009	0	0.029	0	0	0.49	0.61	0.34
147	0.5	0	0	0.5	0.00011	0	0	0	0	0	0	0.49	0.61	0.34
148	0.2	0	0	0.2	0.61	0	0	0	0	0	4	0.55	0.61	0.52
149	0.5	0	0	0.5	0	0	9e-05	0	0	0	0	0.49	0.61	0.34
150	0	0	1	0	0	0	0	0	0	0	2	0.054	0.39	0.038
151	0.5	0	0	0.5	1.6e-05	0	8.7e-05	0	0	0	0	0.49	0.61	0.34
152	0	0	0	0	2e-06	0	0	1	0	0	7	0	0	0.11
153	0	0	0	0	0	0	1	0	0	0	6	0.49	0.83	0.34
154	0	0	0	0	0	0	0	1	0	0	7	0	0	0.11
155	0.49	0	0	0.49	9e-06	0	0.0043	0	0.011	0	0	0.49	0.61	0.34
156	0	0	0	0	0	1	0	0	2.1e-06	0	5	0.11	0	0
157	0.5	0	0	0.5	0	0	4.9e-05	0	0	0	0	0.49	0.61	0.34
158	0.5	0	0	0.5	0	0	0	0	0	0	0	0.49	0.61	0.34
159	0.36	0	0	0.36	0.27	0	0	0	0	0	0	0.49	0.61	0.34
160	0.5	0	0	0.5	1.1e-06	0	0.00054	0	0	0	0	0.49	0.61	0.34
161	0.5	0	0	0.5	0	0	0	0	0	0	0	0.49	0.61	0.34
162	0	1	0	0	0	0	0	0	0	0	1	0.27	0.043	0.076
163	0.5	0	0	0.5	3e-06	0	0.00042	0	1.1e-06	0	0	0.49	0.61	0.34
164	0.44	0	0	0.44	8.6e-05	0	0.11	0	0	0	0	0.49	0.61	0.34
165	0.5	0	0	0.5	0.0065	0	0	0	0	0	0	0.49	0.61	0.34
166	0	0.059	0	0	0	0.94	0	0	0	0	5	0.11	0	0
167	0	0	1	0	0	0	0	0	0	0	2	0.054	0.39	0.038
168	0	0	1	0	0	0	0	0	0	0	2	0.054	0.39	0.038
169	0.46	0	0	0.46	0.073	0	0.007	0	0.0064	0	0	0.49	0.61	0.34
170	0.5	0	0	0.5	0	0	0	0	0	0	0	0.49	0.61	0.34
171	0.5	0	0	0.5	6.9e-05	0	6.1e-06	0	0.0069	0	0	0.49	0.61	0.34
172	0.4	0	0	0.4	0.034	0	0.037	0	0.12	0	0	0.49	0.61	0.34
173	0	2.3e-05	0	0	0	1	0	0	0	0	5	0.11	0	0
174	0.48	0	0	0.48	0.037	0	0.00013	0	0	0	0	0.49	0.61	0.34
175	0.5	0	0	0.5	0	0	0	0	2e-05	0	0	0.49	0.61	0.34
176	0.5	0	0	0.5	0	0	3.4e-06	0	0	0	0	0.49	0.61	0.34
177	0.49	0	0	0.49	0.0051	0	0.014	0	0.00034	0	0	0.49	0.61	0.34
178	0	1	0	0	0	0	0	0	0	0	1	0.27	0.043	0.076
179	0.5	0	0	0.5	0.0018	0	0	0	0.0065	0	0	0.49	0.61	0.34
180	0.41	0	0	0.41	0.048	0	0.0004	0	0.14	0	0	0.49	0.61	0.34
181	0.5	0	0	0.5	0	0	0	0	0	0	0	0.49	0.61	0.34
182	0	5.1e-05	0	0	0	2.5e-06	0	0	1	0	8	0.77	0.61	0.34
183	0.5	0	0	0.5	0	0	0	0	0	0	0	0.49	0.61	0.34
184	0	0	1	0	0	0	0	0	0	0	2	0.054	0.39	0.038
185	0	0	0	0	1.2e-05	0	0	1	0	0	7	0	0	0.11
186	0	1	0	0	0	0	0	0	0	0	1	0.27	0.043	0.076
187	0	0	1	0	0	0	0	0	0	0	2	0.054	0.39	0.038
188	0	0	0	0	0	1	0	0	0	0	5	0.11	0	0
189	0	0	0	0	0.00018	0	0	1	0	0	7	0	0	0.11
190	0.5	0	0	0.5	8.6e-05	0	1.6e-06	0	0	0	0	0.49	0.61	0.34
191	0.5	0	0	0.5	0	0	0	0	0	0	0	0.49	0.61	0.34
192	0	0	0	0	0	1	0	0	0	0	5	0.11	0	0
193	0.5	0	0	0.5	0.0012	0	2.7e-06	0	3.9e-06	0	0	0.49	0.61	0.34
194	0.5	0	0	0.5	0.00056	0	7.2e-06	0	3.5e-05	0	0	0.49	0.61	0.34
195	0.5	0	0	0.5	0	0	0	0	0	0	0	0.49	0.61	0.34
196	0	0	0	0	0	1	0	0	0	0	5	0.11	0	0
197	0.5	0	0	0.5	7.7e-05	0	0	0	0	0	0	0.49	0.61	0.34
198	0	0	0	0	0	0	0	1	0	0	7	0	0	0.11
199	0	1	0	0	0	0	0	0	0	0	1	0.27	0.043	0.076
200	0.39	0	0	0.39	0.038	0	0.00031	0	0.18	0	0	0.49	0.61	0.34
201	0.5	0	0	0.5	0	0	0	0	0	0	0	0.49	0.61	0.34
202	0.5	0	0	0.5	0	0	0	0	0	0	0	0.49	0.61	0.34
203	0.094	0	0	0.094	0.57	0	3.8e-05	0	0.25	0	4	0.55	0.61	0.52
204	0.49	0	0	0.49	6.3e-06	0	0.012	0	0.0003	0	0	0.49	0.61	0.34
205	0	0	0	0	0	1	0	0	0	0	5	0.11	0	0
206	0.5	0	0	0.5	0	0	1.1e-05	0	3.6e-06	0	0	0.49	0.61	0.34
207	0.5	0	0	0.5	0	0	0.00081	0	0.0001	0	0	0.49	0.61	0.34
208	0	0	0	0	0	1	0	0	0	0	5	0.11	0	0
209	0.5	0	0	0.5	1.8e-05	0	0	0	0	0	0	0.49	0.61	0.34
210	0.5	0	0	0.5	0	0	0	0	0	0	0	0.49	0.61	0.34
211	0.5	0	0	0.5	0	0	0	0	0	0	0	0.49	0.61	0.34
212	0.46	0	0	0.46	0.0014	0	0.081	0	0.0039	0	0	0.49	0.61	0.34
213	0.47	0	0	0.47	0.062	0	0	0	0	0	0	0.49	0.61	0.34
214	0.5	0	0	0.5	0	0	3.4e-05	0	0	0	0	0.49	0.61	0.34
215	0	0	0	0	0	0	0	0	0	1	9	0	0.087	0
216	0.5	0	0	0.5	0	0	2.7e-06	0	0	0	0	0.49	0.61	0.34
217	0.5	0	0	0.5	0	0	0	0	0	0	0	0.49	0.61	0.34
218	0.5	0	0	0.5	0	0	0	0	1.6e-06	0	0	0.49	0.61	0.34
219	0	0	0	0	0	1	0	0	0	0	5	0.11	0	0
220	0.5	0	0	0.5	0.00047	0	3.3e-05	0	1.3e-05	0	0	0.49	0.61	0.34
221	0	0	1	0	0	0	0	0	0	0	2	0.054	0.39	0.038
222	0	0.46	0	0	0	0.54	0	0	0	0	5	0.11	0	0
223	0	0	0	0	0	1	0	0	0	0	5	0.11	0	0
224	0.49	0	0	0.49	0.00035	0	0.01	0	0.0081	0	0	0.49	0.61	0.34
225	0.5	0	0	0.5	1e-05	0	0.00067	0	0	0	0	0.49	0.61	0.34
226	0.44	0	0	0.44	0.0085	0	0.0025	0	0.11	0	0	0.49	0.61	0.34
227	0	0	1	0	0	0	0	0	0	0	2	0.054	0.39	0.038
228	0.5	0	0	0.5	0.00013	0	0	0	4e-06	0	0	0.49	0.61	0.34
229	0.5	0	0	0.5	0	0	0	0	0	0	0	0.49	0.61	0.34
230	0	0	1	0	0	0	0	0	0	0	2	0.054	0.39	0.038
231	0	2.3e-05	0	0	0	1	0	0	0	0	5	0.11	0	0
232	0.49	0	0	0.49	0.025	0	0.0033	0	0.00099	0	0	0.49	0.61	0.34
233	0	1	0	0	0	0	0	0	0	0	1	0.27	0.043	0.076
234	0.21	0	0	0.21	0.001	0	0.58	0	3.1e-06	0	6	0.49	0.83	0.34
235	0.015	0	0	0.015	0.00063	0	0.97	0	6e-06	0	6	0.49	0.83	0.34
236	0	0	1	0	0	0	0	0	0	0	2	0.054	0.39	0.038
237	0.5	0	0	0.5	0.0019	0	0.00029	0	0.0059	0	0	0.49	0.61	0.34
238	0.49	0	0	0.49	0.0066	0	0.00023	0	0.015	0	0	0.49	0.61	0.34
239	0	1	0	0	0	0	0	0	0	0	1	0.27	0.043	0.076
240	0.41	0	0	0.41	2.1e-05	0	0.18	0	0	0	0	0.49	0.61	0.34
241	0.48	0	0	0.48	0.039	0	0.00033	0	0.0002	0	0	0.49	0.61	0.34
242	0.5	0	0	0.5	0	0	0	0	0	0	0	0.49	0.61	0.34
243	0.5	0	0	0.5	0	0	0	0	0	0	0	0.49	0.61	0.34
244	0.27	0	0	0.27	0.0018	0	0.29	0	0.17	0	6	0.49	0.83	0.34
245	0	1	0	0	0	0	0	0	0	0	1	0.27	0.043	0.076
246	0.5	0	0	0.5	0	0	0.0015	0	1.2e-06	0	0	0.49	0.61	0.34
247	0	0	0	0	0	1	0	0	0	0	5	0.11	0	0
248	0.5	0	0	0.5	0	0	1.7e-05	0	0	0	0	0.49	0.61	0.34
249	0	1	0	0	0	0	0	0	0	0	1	0.27	0.043	0.076
250	0	1	0	0	0	0	0	0	0	0	1	0.27	0.043	0.076
251	0	0	1	0	0	0	0	0	0	0	2	0.054	0.39	0.038
252	0.49	0	0	0.49	0.018	0	0	0	0.0024	0	0	0.49	0.61	0.34
253	0.5	0	0	0.5	0	0	0.0014	0	0	0	0	0.49	0.61	0.34
254	0.46	0	0	0.46	0.082	0	1.7e-06	0	0.00017	0	0	0.49	0.61	0.34
255	0.5	0	0	0.5	0.0059	0	0.0035	0	7e-05	0	0	0.49	0.61	0.34
256	0	2.5e-06	0	0	0	1	0	0	0	0	5	0.11	0	0
257	0	0	0	0	0	1	0	0	0	0	5	0.11	0	0
258	0.5	0	0	0.5	0	0	0	0	0	0	0	0.49	0.61	0.34
259	0.49	0	0	0.49	3.4e-05	0	0.027	0	0	0	0	0.49	0.61	0.34
260	0.48	0	0	0.48	0.0029	0	0.021	0	0.012	0	0	0.49	0.61	0.34
261	0.0098	0	0	0.0098	0	0	0.98	0	0	0	6	0.49	0.83	0.34
262	0.0026	0	0	0.0026	0	0	0.99	0	0	0	6	0.49	0.83	0.34
263	0.39	0	0	0.39	0.016	0	0.18	0	0.021	0	0	0.49	0.61	0.34
264	0.15	0	0	0.15	0.007	0	0.69	0	0	0	6	0.49	0.83	0.34
265	0.4	0	0	0.4	0.0008	0	0.2	0	0.0033	0	0	0.49	0.61	0.34
266	0.35	0	0	0.35	0.015	0	0.25	0	0.038	0	0	0.49	0.61	0.34
267	0	8.5e-05	0	0	0	0	0	1	0	0	7	0	0	0.11
268	0.043	0	0	0.043	0.00023	0	0.91	0	0.00085	0	6	0.49	0.83	0.34
269	0	1	0	0	0	0	0	0	0	0	1	0.27	0.043	0.076
270	0.5	0	0	0.5	4.4e-05	0	0.00013	0	0	0	0	0.49	0.61	0.34
271	0	1	0	0	0	0	0	0	0	0	1	0.27	0.043	0.076
272	0	1	0	0	0	0	0	0	0	0	1	0.27	0.043	0.076
273	0	1	0	0	0	0	0	0	0	0	1	0.27	0.043	0.076
274	0.5	0	0	0.5	0	0	0.00041	0	2.6e-05	0	0	0.49	0.61	0.34
275	0.4	0	0	0.4	0	0	0.049	0	0.16	0	0	0.49	0.61	0.34
276	0.39	0	0	0.39	0.056	0	0.13	0	0.026	0	0	0.49	0.61	0.34
277	0	0	0	0	0	1	0	0	0	0	5	0.11	0	0
278	0	0	1	0	0	0	0	0	0	0	2	0.054	0.39	0.038
279	0	0	1	0	0	0	0	0	0	0	2	0.054	0.39	0.038
280	0	0	1	0	0	0	0	0	0	0	2	0.054	0.39	0.038
281	0.33	0	0	0.33	0.27	0	0.05	0	0.027	0	0	0.49	0.61	0.34
282	0	0	1	0	0	0	0	0	0	0	2	0.054	0.39	0.038
283	0	0	1	0	1e-05	0	0	0	0	0	2	0.054	0.39	0.038
284	0	0	1	0	0	0	0	0	0	0	2	0.054	0.39	0.038
285	0	0	1	0	0	0	0	0	0	0	2	0.054	0.39	0.038
286	0.49	0	0	0.49	0	0	0.023	0	0.0049	0	0	0.49	0.61	0.34
287	0.5	0	0	0.5	1.6e-05	0	0.00053	0	0	0	0	0.49	0.61	0.34
288	0	0	0	0	1	0	0	0	0	0	4	0.55	0.61	0.52
289	0.49	0	0	0.49	0	0	1.3e-05	0	0.018	0	0	0.49	0.61	0.34
290	0.33	0	0	0.33	0.0026	0	0.33	0	0.00077	0	0	0.49	0.61	0.34
291	0	1	0	0	0	0	0	0	0	0	1	0.27	0.043	0.076
292	0	1	0	0	0	0	0	0	0	0	1	0.27	0.043	0.076
293	0	0	0	0	0	1	0	0	0	0	5	0.11	0	0
294	0.05	0	0	0.05	1.4e-05	0	0.9	0	0	0	6	0.49	0.83	0.34
295	0.16	0	0	0.16	0	0	0.67	0	0.0053	0	6	0.49	0.83	0.34
296	0.046	0	0	0.046	0.00019	0	0.91	0	0.00039	0	6	0.49	0.83	0.34
297	0.5	0	0	0.5	0	0	0	0	0	0	0	0.49	0.61	0.34
298	0.5	0	0	0.5	0	0	0	0	0	0	0	0.49	0.61	0.34
299	0	0.66	0	0	0	0.34	0	0	0	0	1	0.27	0.043	0.076
300	0	0	0	0	0	0	0	0	0	1	9	0	0.087	0
301	0.5	0	0	0.5	4.9e-06	0	0.00073	0	8.8e-05	0	0	0.49	0.61	0.34
302	0.5	0	0	0.5	0	0	0	0	0	0	0	0.49	0.61	0.34
303	0.45	0	0	0.45	0.025	0	0.065	0	0.00061	0	0	0.49	0.61	0.34
304	0.5	0	0	0.5	0	0	8.5e-06	0	3.2e-06	0	0	0.49	0.61	0.34
305	0	0	1	0	0	0	0	0	0	0	2	0.054	0.39	0.038
306	0	0	0	0	0	1	0	0	0	0	5	0.11	0	0
307	0.49	0	0	0.49	2.6e-06	0	0.015	0	0	0	0	0.49	0.61	0.34
308	0	0	0	0	0	1	0	0	0	0	5	0.11	0	0
309	0.14	0	0	0.14	8.4e-05	0	1.4e-05	0	0.72	0	8	0.77	0.61	0.34
310	0	1	0	0	0	0	0	0	0	0	1	0.27	0.043	0.076
311	0.48	0	0	0.48	0.021	0	0.015	0	4.7e-05	0	0	0.49	0.61	0.34
312	0.5	0	0	0.5	0	0	8.1e-06	0	0	0	0	0.49	0.61	0.34
313	0.5	0	0	0.5	0.00068	0	0.0049	0	0	0	0	0.49	0.61	0.34
314	0.43	0	0	0.43	0.037	0	0.092	0	0.016	0	0	0.49	0.61	0.34
315	0.5	0	0	0.5	1.4e-05	0	8.4e-05	0	0	0	0	0.49	0.61	0.34
316	0.46	0	0	0.46	0.021	0	0.064	0	0.0026	0	0	0.49	0.61	0.34
317	0.5	0	0	0.5	1.2e-05	0	0	0	6.8e-05	0	0	0.49	0.61	0.34
318	0.5	0	0	0.5	0.0005	0	6.8e-06	0	1.5e-06	0	0	0.49	0.61	0.34
319	0.5	0	0	0.5	0	0	0	0	0	0	0	0.49	0.61	0.34
320	0.5	0	0	0.5	0	0	0	0	0	0	0	0.49	0.61	0.34
321	0.5	0	0	0.5	0	0	0	0	0	0	0	0.49	0.61	0.34
322	0.5	0	0	0.5	0	0	0	0	0	0	0	0.49	0.61	0.34
323	0.46	0	0	0.46	0.024	0	0.011	0	0.037	0	0	0.49	0.61	0.34
324	0	0	0	0	0.0008	0	0	1	0	0	7	0	0	0.11
325	0	1	0	0	0	0	0	0	0	0	1	0.27	0.043	0.076
326	0.5	0	0	0.5	0.0086	0	4.5e-06	0	0.00048	0	0	0.49	0.61	0.34
327	0.5	0	0	0.5	0	0	0	0	0	0	0	0.49	0.61	0.34
328	0.44	0	0	0.44	0.078	0	0.044	0	0.0017	0	0	0.49	0.61	0.34
