SNV	cluster0	cluster	dcf0	dcf1	dcf2
108	1	0	0.49	0.61	0.34
109	1	0	0.49	0.61	0.34
110	1	0	0.49	0.61	0.34
111	1	0	0.49	0.61	0.34
112	1	0	0.49	0.61	0.34
113	1	0	0.49	0.61	0.34
114	1	0	0.49	0.61	0.34
115	1	0	0.49	0.61	0.34
116	1	0	0.49	0.61	0.34
117	1	0	0.49	0.61	0.34
118	1	0	0.49	0.61	0.34
119	1	0	0.49	0.61	0.34
120	1	0	0.49	0.61	0.34
121	1	0	0.49	0.61	0.34
122	1	0	0.49	0.61	0.34
123	1	0	0.49	0.61	0.34
124	1	0	0.49	0.61	0.34
125	1	0	0.49	0.61	0.34
126	1	0	0.49	0.61	0.34
127	1	0	0.49	0.61	0.34
128	1	0	0.49	0.61	0.34
129	1	0	0.49	0.61	0.34
130	1	0	0.49	0.61	0.34
131	1	0	0.49	0.61	0.34
132	1	0	0.49	0.61	0.34
133	1	0	0.49	0.61	0.34
134	1	0	0.49	0.61	0.34
135	1	0	0.49	0.61	0.34
136	1	0	0.49	0.61	0.34
137	1	0	0.49	0.61	0.34
138	1	0	0.49	0.61	0.34
139	1	0	0.49	0.61	0.34
140	1	0	0.49	0.61	0.34
141	1	0	0.49	0.61	0.34
142	1	0	0.49	0.61	0.34
143	1	0	0.49	0.61	0.34
144	1	0	0.49	0.61	0.34
145	1	0	0.49	0.61	0.34
146	1	0	0.49	0.61	0.34
147	1	0	0.49	0.61	0.34
148	1	0	0.49	0.61	0.34
149	1	0	0.49	0.61	0.34
150	1	0	0.49	0.61	0.34
151	1	0	0.49	0.61	0.34
152	1	0	0.49	0.61	0.34
153	1	0	0.49	0.61	0.34
154	1	0	0.49	0.61	0.34
155	1	0	0.49	0.61	0.34
156	1	0	0.49	0.61	0.34
157	1	0	0.49	0.61	0.34
158	1	0	0.49	0.61	0.34
159	1	0	0.49	0.61	0.34
160	1	0	0.49	0.61	0.34
161	1	0	0.49	0.61	0.34
162	1	0	0.49	0.61	0.34
163	1	0	0.49	0.61	0.34
164	1	0	0.49	0.61	0.34
165	1	0	0.49	0.61	0.34
166	1	0	0.49	0.61	0.34
167	1	0	0.49	0.61	0.34
168	1	0	0.49	0.61	0.34
169	1	0	0.49	0.61	0.34
170	1	0	0.49	0.61	0.34
171	1	0	0.49	0.61	0.34
172	1	0	0.49	0.61	0.34
173	1	0	0.49	0.61	0.34
174	1	0	0.49	0.61	0.34
175	1	0	0.49	0.61	0.34
176	1	0	0.49	0.61	0.34
177	1	0	0.49	0.61	0.34
178	1	0	0.49	0.61	0.34
179	1	0	0.49	0.61	0.34
180	1	0	0.49	0.61	0.34
181	1	0	0.49	0.61	0.34
182	1	0	0.49	0.61	0.34
183	1	0	0.49	0.61	0.34
184	1	0	0.49	0.61	0.34
185	1	0	0.49	0.61	0.34
186	1	0	0.49	0.61	0.34
187	1	0	0.49	0.61	0.34
188	1	0	0.49	0.61	0.34
189	1	0	0.49	0.61	0.34
190	1	0	0.49	0.61	0.34
191	1	0	0.49	0.61	0.34
192	1	0	0.49	0.61	0.34
193	1	0	0.49	0.61	0.34
194	1	0	0.49	0.61	0.34
195	1	0	0.49	0.61	0.34
196	1	0	0.49	0.61	0.34
197	1	0	0.49	0.61	0.34
198	1	0	0.49	0.61	0.34
199	1	0	0.49	0.61	0.34
200	1	0	0.49	0.61	0.34
201	1	0	0.49	0.61	0.34
202	1	0	0.49	0.61	0.34
203	1	0	0.49	0.61	0.34
204	1	0	0.49	0.61	0.34
205	1	0	0.49	0.61	0.34
206	1	0	0.49	0.61	0.34
207	1	0	0.49	0.61	0.34
208	1	0	0.49	0.61	0.34
209	1	0	0.49	0.61	0.34
210	1	0	0.49	0.61	0.34
211	1	0	0.49	0.61	0.34
212	1	0	0.49	0.61	0.34
213	1	0	0.49	0.61	0.34
214	1	0	0.49	0.61	0.34
215	1	0	0.49	0.61	0.34
216	1	0	0.49	0.61	0.34
217	1	0	0.49	0.61	0.34
218	1	0	0.49	0.61	0.34
219	1	0	0.49	0.61	0.34
220	1	0	0.49	0.61	0.34
221	1	0	0.49	0.61	0.34
222	1	0	0.49	0.61	0.34
223	1	0	0.49	0.61	0.34
224	1	0	0.49	0.61	0.34
225	1	0	0.49	0.61	0.34
226	1	0	0.49	0.61	0.34
227	1	0	0.49	0.61	0.34
228	1	0	0.49	0.61	0.34
229	1	0	0.49	0.61	0.34
230	1	0	0.49	0.61	0.34
231	1	0	0.49	0.61	0.34
232	1	0	0.49	0.61	0.34
233	1	0	0.49	0.61	0.34
234	1	0	0.49	0.61	0.34
235	1	0	0.49	0.61	0.34
236	1	0	0.49	0.61	0.34
237	1	0	0.49	0.61	0.34
238	1	0	0.49	0.61	0.34
239	1	0	0.49	0.61	0.34
240	1	0	0.49	0.61	0.34
241	1	0	0.49	0.61	0.34
242	1	0	0.49	0.61	0.34
243	1	0	0.49	0.61	0.34
244	1	0	0.49	0.61	0.34
245	1	0	0.49	0.61	0.34
246	1	0	0.49	0.61	0.34
247	1	0	0.49	0.61	0.34
248	1	0	0.49	0.61	0.34
249	1	0	0.49	0.61	0.34
250	1	0	0.49	0.61	0.34
251	1	0	0.49	0.61	0.34
252	1	0	0.49	0.61	0.34
253	1	0	0.49	0.61	0.34
254	1	0	0.49	0.61	0.34
255	1	0	0.49	0.61	0.34
256	1	0	0.49	0.61	0.34
257	1	0	0.49	0.61	0.34
258	1	0	0.49	0.61	0.34
259	1	0	0.49	0.61	0.34
260	1	0	0.49	0.61	0.34
261	1	0	0.49	0.61	0.34
262	1	0	0.49	0.61	0.34
263	1	0	0.49	0.61	0.34
264	1	0	0.49	0.61	0.34
265	1	0	0.49	0.61	0.34
266	1	0	0.49	0.61	0.34
267	1	0	0.49	0.61	0.34
268	1	0	0.49	0.61	0.34
269	1	0	0.49	0.61	0.34
270	1	0	0.49	0.61	0.34
271	1	0	0.49	0.61	0.34
272	1	0	0.49	0.61	0.34
273	1	0	0.49	0.61	0.34
274	1	0	0.49	0.61	0.34
275	1	0	0.49	0.61	0.34
276	1	0	0.49	0.61	0.34
277	1	0	0.49	0.61	0.34
278	1	0	0.49	0.61	0.34
279	1	0	0.49	0.61	0.34
280	1	0	0.49	0.61	0.34
281	1	0	0.49	0.61	0.34
282	1	0	0.49	0.61	0.34
283	1	0	0.49	0.61	0.34
284	1	0	0.49	0.61	0.34
285	1	0	0.49	0.61	0.34
286	1	0	0.49	0.61	0.34
287	1	0	0.49	0.61	0.34
288	1	0	0.49	0.61	0.34
289	1	0	0.49	0.61	0.34
290	1	0	0.49	0.61	0.34
291	1	0	0.49	0.61	0.34
292	1	0	0.49	0.61	0.34
293	1	0	0.49	0.61	0.34
294	1	0	0.49	0.61	0.34
295	1	0	0.49	0.61	0.34
296	1	0	0.49	0.61	0.34
297	1	0	0.49	0.61	0.34
298	1	0	0.49	0.61	0.34
299	1	0	0.49	0.61	0.34
300	1	0	0.49	0.61	0.34
301	1	0	0.49	0.61	0.34
302	1	0	0.49	0.61	0.34
303	1	0	0.49	0.61	0.34
304	1	0	0.49	0.61	0.34
305	1	0	0.49	0.61	0.34
306	1	0	0.49	0.61	0.34
307	1	0	0.49	0.61	0.34
308	1	0	0.49	0.61	0.34
309	1	0	0.49	0.61	0.34
310	1	0	0.49	0.61	0.34
311	1	0	0.49	0.61	0.34
312	1	0	0.49	0.61	0.34
313	1	0	0.49	0.61	0.34
314	1	0	0.49	0.61	0.34
315	1	0	0.49	0.61	0.34
316	1	0	0.49	0.61	0.34
317	1	0	0.49	0.61	0.34
318	1	0	0.49	0.61	0.34
319	1	0	0.49	0.61	0.34
320	1	0	0.49	0.61	0.34
321	1	0	0.49	0.61	0.34
322	1	0	0.49	0.61	0.34
323	1	0	0.49	0.61	0.34
324	1	0	0.49	0.61	0.34
325	1	0	0.49	0.61	0.34
326	1	0	0.49	0.61	0.34
327	1	0	0.49	0.61	0.34
328	1	0	0.49	0.61	0.34
329	1	0	0.49	0.61	0.34
330	1	0	0.49	0.61	0.34
331	1	0	0.49	0.61	0.34
332	1	0	0.49	0.61	0.34
333	1	0	0.49	0.61	0.34
334	1	0	0.49	0.61	0.34
335	1	0	0.49	0.61	0.34
336	1	0	0.49	0.61	0.34
337	1	0	0.49	0.61	0.34
338	1	0	0.49	0.61	0.34
339	1	0	0.49	0.61	0.34
340	1	0	0.49	0.61	0.34
341	1	0	0.49	0.61	0.34
342	1	0	0.49	0.61	0.34
343	1	0	0.49	0.61	0.34
344	1	0	0.49	0.61	0.34
345	1	0	0.49	0.61	0.34
346	1	0	0.49	0.61	0.34
347	1	0	0.49	0.61	0.34
348	1	0	0.49	0.61	0.34
349	1	0	0.49	0.61	0.34
350	1	0	0.49	0.61	0.34
351	1	0	0.49	0.61	0.34
352	1	0	0.49	0.61	0.34
353	1	0	0.49	0.61	0.34
354	1	0	0.49	0.61	0.34
355	1	0	0.49	0.61	0.34
356	1	0	0.49	0.61	0.34
357	1	0	0.49	0.61	0.34
358	1	0	0.49	0.61	0.34
359	1	0	0.49	0.61	0.34
360	1	0	0.49	0.61	0.34
361	1	0	0.49	0.61	0.34
362	1	0	0.49	0.61	0.34
363	1	0	0.49	0.61	0.34
364	1	0	0.49	0.61	0.34
365	1	0	0.49	0.61	0.34
366	1	0	0.49	0.61	0.34
367	1	0	0.49	0.61	0.34
368	1	0	0.49	0.61	0.34
369	1	0	0.49	0.61	0.34
370	1	0	0.49	0.61	0.34
371	1	0	0.49	0.61	0.34
372	1	0	0.49	0.61	0.34
373	1	0	0.49	0.61	0.34
374	1	0	0.49	0.61	0.34
375	1	0	0.49	0.61	0.34
376	1	0	0.49	0.61	0.34
377	1	0	0.49	0.61	0.34
378	1	0	0.49	0.61	0.34
379	1	0	0.49	0.61	0.34
380	1	0	0.49	0.61	0.34
381	1	0	0.49	0.61	0.34
382	1	0	0.49	0.61	0.34
383	1	0	0.49	0.61	0.34
384	1	0	0.49	0.61	0.34
385	1	0	0.49	0.61	0.34
386	1	0	0.49	0.61	0.34
387	1	0	0.49	0.61	0.34
388	1	0	0.49	0.61	0.34
389	1	0	0.49	0.61	0.34
390	1	0	0.49	0.61	0.34
391	1	0	0.49	0.61	0.34
392	1	0	0.49	0.61	0.34
393	1	0	0.49	0.61	0.34
394	1	0	0.49	0.61	0.34
395	1	0	0.49	0.61	0.34
396	1	0	0.49	0.61	0.34
397	1	0	0.49	0.61	0.34
398	1	0	0.49	0.61	0.34
399	1	0	0.49	0.61	0.34
400	1	0	0.49	0.61	0.34
401	1	0	0.49	0.61	0.34
402	1	0	0.49	0.61	0.34
403	1	0	0.49	0.61	0.34
404	1	0	0.49	0.61	0.34
405	1	0	0.49	0.61	0.34
406	1	0	0.49	0.61	0.34
407	1	0	0.49	0.61	0.34
408	1	0	0.49	0.61	0.34
409	1	0	0.49	0.61	0.34
410	1	0	0.49	0.61	0.34
411	1	0	0.49	0.61	0.34
412	1	0	0.49	0.61	0.34
413	1	0	0.49	0.61	0.34
414	1	0	0.49	0.61	0.34
415	1	0	0.49	0.61	0.34
416	1	0	0.49	0.61	0.34
417	1	0	0.49	0.61	0.34
418	1	0	0.49	0.61	0.34
419	1	0	0.49	0.61	0.34
420	1	0	0.49	0.61	0.34
421	1	0	0.49	0.61	0.34
422	1	0	0.49	0.61	0.34
423	1	0	0.49	0.61	0.34
424	1	0	0.49	0.61	0.34
425	1	0	0.49	0.61	0.34
426	1	0	0.49	0.61	0.34
427	1	0	0.49	0.61	0.34
428	1	0	0.49	0.61	0.34
429	1	0	0.49	0.61	0.34
430	1	0	0.49	0.61	0.34
431	1	0	0.49	0.61	0.34
432	1	0	0.49	0.61	0.34
433	1	0	0.49	0.61	0.34
434	1	0	0.49	0.61	0.34
435	1	0	0.49	0.61	0.34
436	1	0	0.49	0.61	0.34
437	1	0	0.49	0.61	0.34
438	1	0	0.49	0.61	0.34
439	1	0	0.49	0.61	0.34
440	1	0	0.49	0.61	0.34
441	1	0	0.49	0.61	0.34
442	1	0	0.49	0.61	0.34
443	1	0	0.49	0.61	0.34
444	1	0	0.49	0.61	0.34
445	1	0	0.49	0.61	0.34
446	1	0	0.49	0.61	0.34
447	1	0	0.49	0.61	0.34
448	1	0	0.49	0.61	0.34
449	1	0	0.49	0.61	0.34
450	1	0	0.49	0.61	0.34
451	1	0	0.49	0.61	0.34
452	1	0	0.49	0.61	0.34
453	1	0	0.49	0.61	0.34
454	1	0	0.49	0.61	0.34
455	1	0	0.49	0.61	0.34
456	1	0	0.49	0.61	0.34
457	1	0	0.49	0.61	0.34
458	1	0	0.49	0.61	0.34
459	1	0	0.49	0.61	0.34
460	1	0	0.49	0.61	0.34
461	1	0	0.49	0.61	0.34
462	1	0	0.49	0.61	0.34
463	1	0	0.49	0.61	0.34
464	1	0	0.49	0.61	0.34
465	1	0	0.49	0.61	0.34
466	1	0	0.49	0.61	0.34
467	1	0	0.49	0.61	0.34
468	1	0	0.49	0.61	0.34
469	1	0	0.49	0.61	0.34
470	1	0	0.49	0.61	0.34
471	1	0	0.49	0.61	0.34
472	1	0	0.49	0.61	0.34
473	1	0	0.49	0.61	0.34
474	1	0	0.49	0.61	0.34
475	1	0	0.49	0.61	0.34
476	1	0	0.49	0.61	0.34
477	1	0	0.49	0.61	0.34
478	1	0	0.49	0.61	0.34
479	1	0	0.49	0.61	0.34
480	1	0	0.49	0.61	0.34
481	1	0	0.49	0.61	0.34
482	1	0	0.49	0.61	0.34
483	1	0	0.49	0.61	0.34
484	1	0	0.49	0.61	0.34
485	1	0	0.49	0.61	0.34
486	1	0	0.49	0.61	0.34
487	1	0	0.49	0.61	0.34
488	1	0	0.49	0.61	0.34
489	1	0	0.49	0.61	0.34
490	1	0	0.49	0.61	0.34
491	1	0	0.49	0.61	0.34
492	1	0	0.49	0.61	0.34
493	1	0	0.49	0.61	0.34
494	1	0	0.49	0.61	0.34
495	1	0	0.49	0.61	0.34
496	1	0	0.49	0.61	0.34
497	1	0	0.49	0.61	0.34
498	1	0	0.49	0.61	0.34
499	1	0	0.49	0.61	0.34
500	1	0	0.49	0.61	0.34
501	1	0	0.49	0.61	0.34
502	1	0	0.49	0.61	0.34
503	1	0	0.49	0.61	0.34
504	1	0	0.49	0.61	0.34
505	1	0	0.49	0.61	0.34
506	1	0	0.49	0.61	0.34
507	1	0	0.49	0.61	0.34
508	1	0	0.49	0.61	0.34
509	1	0	0.49	0.61	0.34
510	1	0	0.49	0.61	0.34
511	1	0	0.49	0.61	0.34
512	1	0	0.49	0.61	0.34
513	1	0	0.49	0.61	0.34
514	1	0	0.49	0.61	0.34
515	1	0	0.49	0.61	0.34
516	1	0	0.49	0.61	0.34
517	1	0	0.49	0.61	0.34
518	1	0	0.49	0.61	0.34
519	1	0	0.49	0.61	0.34
520	1	0	0.49	0.61	0.34
521	1	0	0.49	0.61	0.34
522	1	0	0.49	0.61	0.34
523	1	0	0.49	0.61	0.34
524	1	0	0.49	0.61	0.34
525	1	0	0.49	0.61	0.34
526	1	0	0.49	0.61	0.34
527	1	0	0.49	0.61	0.34
528	1	0	0.49	0.61	0.34
529	1	0	0.49	0.61	0.34
530	1	0	0.49	0.61	0.34
531	1	0	0.49	0.61	0.34
532	1	0	0.49	0.61	0.34
533	1	0	0.49	0.61	0.34
534	1	0	0.49	0.61	0.34
535	1	0	0.49	0.61	0.34
536	1	0	0.49	0.61	0.34
537	1	0	0.49	0.61	0.34
538	1	0	0.49	0.61	0.34
