SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster	dcf0	dcf1	dcf2	dcf3
24	1	2.2e-05	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
25	0.99	0	0.0078	0	0	0	0	0	0	0.28	0.33	0.41	0.41
26	0	0	1	0	0	0	0	0	2	0.38	0.44	0.49	0.43
27	0.97	0.013	0.02	0	0	0	0	0	0	0.28	0.33	0.41	0.41
28	0.96	0.0039	0.032	0	0	0	0	0	0	0.28	0.33	0.41	0.41
29	1	0.00016	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
30	0.96	0.035	0.00063	0	0	0	0	0	0	0.28	0.33	0.41	0.41
31	1	0	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
32	1	0	4.4e-05	0	0	0	0	0	0	0.28	0.33	0.41	0.41
33	0.96	0.018	0.024	0	0	0	0	0	0	0.28	0.33	0.41	0.41
34	1	1.3e-05	6.6e-06	0	0	0	0	0	0	0.28	0.33	0.41	0.41
35	1	0.0042	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
36	1	0.0019	0.0023	0	0	0	0	0	0	0.28	0.33	0.41	0.41
37	1	0	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
38	0	0	0	0	0	1	0	0	5	0.22	0.26	0.091	0.32
39	1	0.00015	0.00011	0	0	0	0	0	0	0.28	0.33	0.41	0.41
40	0.97	2.2e-06	0.028	0	0	0	0	0	0	0.28	0.33	0.41	0.41
41	1	0	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
42	1	0	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
43	1	0	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
44	0.92	0.00017	0.085	0	0	0	0	0	0	0.28	0.33	0.41	0.41
45	1	0.00032	8.3e-06	0	0	0	0	0	0	0.28	0.33	0.41	0.41
46	1	0	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
47	1	0.00014	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
48	1	0.001	3.7e-05	0	0	0	0	0	0	0.28	0.33	0.41	0.41
49	0	0	0	1	0	0	0	0	3	0	0	0.23	0
50	0	0	0	1	0	0	0	0	3	0	0	0.23	0
51	1	7e-05	0.00079	0	0	0	0	0	0	0.28	0.33	0.41	0.41
52	0	0	0	0	0	1	0	0	5	0.22	0.26	0.091	0.32
53	1	1.8e-05	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
54	0.72	0.17	0.11	0	0	0	0	0	0	0.28	0.33	0.41	0.41
55	0.81	0.066	0.12	0	0	0	0	0	0	0.28	0.33	0.41	0.41
56	0.97	0.024	0.0012	0	0	0	0	0	0	0.28	0.33	0.41	0.41
57	0.71	0.29	0.0061	0	0	0	0	0	0	0.28	0.33	0.41	0.41
58	1	0	2e-06	0	0	0	0	0	0	0.28	0.33	0.41	0.41
59	0.031	0	0	0	0	0.97	0	0	5	0.22	0.26	0.091	0.32
60	0	0	0	0	0	0	0	1	7	0.28	0	0	0
61	0.9	0.088	0.014	0	0	0	0	0	0	0.28	0.33	0.41	0.41
62	0.99	0.014	0.00037	0	0	0	0	0	0	0.28	0.33	0.41	0.41
63	1	0	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
64	1	0	3.8e-06	0	0	0	0	0	0	0.28	0.33	0.41	0.41
65	0	0	0	1	0	0	0	0	3	0	0	0.23	0
66	0.63	0.16	0.21	0	0	0	0	0	0	0.28	0.33	0.41	0.41
67	0.99	0.0051	0.0066	0	0	0	0	0	0	0.28	0.33	0.41	0.41
68	1	5.5e-05	2.4e-06	0	0	0	0	0	0	0.28	0.33	0.41	0.41
69	0.93	0.043	0.028	0	0	0	0	0	0	0.28	0.33	0.41	0.41
70	0.99	0.0055	0.0036	0	0	0	0	0	0	0.28	0.33	0.41	0.41
71	0.95	0.031	0.016	0	0	0	0	0	0	0.28	0.33	0.41	0.41
72	1	0.00014	2.7e-05	0	0	0	0	0	0	0.28	0.33	0.41	0.41
73	0.63	0.26	0.11	0	0	0	0	0	0	0.28	0.33	0.41	0.41
74	1	0	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
75	0	0	1	0	0	0	0	0	2	0.38	0.44	0.49	0.43
76	0.11	0.00065	0.89	0	0	0	0	0	2	0.38	0.44	0.49	0.43
77	0.98	0.016	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
78	0.95	0.023	0.026	0	0	0	0	0	0	0.28	0.33	0.41	0.41
79	0.84	0.11	0.047	0	0	0	0	0	0	0.28	0.33	0.41	0.41
80	1	0	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
81	0	0.64	0	0.36	0	0	0	0	1	0.28	0.33	0.61	0.41
82	0.2	0.68	0.12	0	0	0	0	0	1	0.28	0.33	0.61	0.41
83	0	0	1	0	0	0	0.00016	0	2	0.38	0.44	0.49	0.43
84	1	0	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
85	1	0	0.00011	0	0	0	0	0	0	0.28	0.33	0.41	0.41
86	0	0.6	0	0.4	0	0	0	0	1	0.28	0.33	0.61	0.41
87	1	0.00059	0.0011	0	0	0	0	0	0	0.28	0.33	0.41	0.41
88	0	0.00099	0	1	0	0	0	0	3	0	0	0.23	0
89	0.91	0.026	0.067	0	0	0	0	0	0	0.28	0.33	0.41	0.41
90	1	0.00016	6.5e-05	0	0	0	0	0	0	0.28	0.33	0.41	0.41
91	1	0	4.4e-05	0	0	9.2e-05	0	0	0	0.28	0.33	0.41	0.41
92	0.96	0.024	0.016	0	0	0	0	0	0	0.28	0.33	0.41	0.41
93	5.4e-05	0	0	0	0	1	0	0	5	0.22	0.26	0.091	0.32
94	0.48	0.4	0.12	0	0	0	0	0	0	0.28	0.33	0.41	0.41
95	1	0	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
96	0	0	1	0	0	0	0	0	2	0.38	0.44	0.49	0.43
97	1	0	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
98	0.95	0.05	0.0039	0	0	0	0	0	0	0.28	0.33	0.41	0.41
99	0	0.4	0	0.6	0	0	0	0	3	0	0	0.23	0
100	1	5.4e-05	4.6e-06	0	0	0	0	0	0	0.28	0.33	0.41	0.41
101	0.99	0.0028	0.0081	0	0	0	0	0	0	0.28	0.33	0.41	0.41
102	0.9	0.084	0.011	0	0	0	0	0	0	0.28	0.33	0.41	0.41
103	0.89	0.039	0.074	0	0	0	0	0	0	0.28	0.33	0.41	0.41
104	0.25	0.0071	0.75	0	0	0	0	0	2	0.38	0.44	0.49	0.43
105	0.99	0	0.0053	0	0	0	0	0	0	0.28	0.33	0.41	0.41
106	0	0	0	0	1	0	0	0	4	0	0	0	0.18
107	1	0	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
108	0.99	0.0065	0.0034	0	0	0	0	0	0	0.28	0.33	0.41	0.41
109	0.00046	0	0	0	0	1	0	0	5	0.22	0.26	0.091	0.32
110	1	0	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
111	1	0	1.5e-06	0	0	0	0	0	0	0.28	0.33	0.41	0.41
112	0.76	0.24	0.0022	0	0	0	0	0	0	0.28	0.33	0.41	0.41
113	0.92	0	0.077	0	0	0	0	0	0	0.28	0.33	0.41	0.41
114	9.5e-05	0	0	0	0	1	0	0	5	0.22	0.26	0.091	0.32
115	0.99	0.0081	4.2e-05	0	0	0	0	0	0	0.28	0.33	0.41	0.41
116	0	0	0	1	0	0	0	0	3	0	0	0.23	0
117	0.027	0.97	0	0	0	0	0	0	1	0.28	0.33	0.61	0.41
118	1	0	6.1e-06	0	0	0	0	0	0	0.28	0.33	0.41	0.41
119	1	0	1.1e-06	0	0	0	0	0	0	0.28	0.33	0.41	0.41
120	1	0	0.0015	0	0	0	0	0	0	0.28	0.33	0.41	0.41
121	1	0.00041	0.001	0	0	0	0	0	0	0.28	0.33	0.41	0.41
122	0.96	0.011	0.028	0	0	0	0	0	0	0.28	0.33	0.41	0.41
123	0.97	0.00099	0.026	0	0	0	0	0	0	0.28	0.33	0.41	0.41
124	1	0	2.8e-05	0	0	0	0	0	0	0.28	0.33	0.41	0.41
125	0.96	0.034	0.0043	0	0	0	0	0	0	0.28	0.33	0.41	0.41
126	0.82	0	0.18	0	0	0	0	0	0	0.28	0.33	0.41	0.41
127	0.98	0	0.017	0	0	0	0	0	0	0.28	0.33	0.41	0.41
128	0.94	0.00017	0.055	0	0	0	0	0	0	0.28	0.33	0.41	0.41
129	0.8	0.0049	0.2	0	0	0	0	0	0	0.28	0.33	0.41	0.41
130	0.99	0.0044	0.00099	0	0	0	0	0	0	0.28	0.33	0.41	0.41
131	0.99	0.0044	0.0047	0	0	0	0	0	0	0.28	0.33	0.41	0.41
132	0.97	0.02	0.015	0	0	0	0	0	0	0.28	0.33	0.41	0.41
133	0.4	1.1e-05	0	0	0	0.6	0	0	5	0.22	0.26	0.091	0.32
134	0	0	0	0	0	1	0	0	5	0.22	0.26	0.091	0.32
135	0.002	1	0.0015	0	0	0	0	0	1	0.28	0.33	0.61	0.41
136	1	0.00065	0.00084	0	0	0	0	0	0	0.28	0.33	0.41	0.41
137	1	0	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
138	1	0	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
139	0	0	0	0	0	1	0	0	5	0.22	0.26	0.091	0.32
140	1	0.00058	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
141	0.73	0.24	0.021	0	0	0	0	0	0	0.28	0.33	0.41	0.41
142	0.98	0.017	0.0013	0	0	0	0	0	0	0.28	0.33	0.41	0.41
143	0	0	0	0	0	0	0	1	7	0.28	0	0	0
144	0.98	0.015	0.0042	0	0	0	0	0	0	0.28	0.33	0.41	0.41
145	0	0	0	0	0	0	0	1	7	0.28	0	0	0
146	0.24	0.00025	0.76	0	0	0	0	0	2	0.38	0.44	0.49	0.43
147	0	0	0	0	1	0	0	0	4	0	0	0	0.18
148	0.99	0	0.013	0	0	0	0	0	0	0.28	0.33	0.41	0.41
149	0.41	0.0082	0.58	0	0	0	0	0	2	0.38	0.44	0.49	0.43
150	1	0	0.00035	0	0	0	0	0	0	0.28	0.33	0.41	0.41
151	0	0	0	0	0	0	1	0	6	0	0.15	0.41	0.046
152	0	0	0	0	0	1	0	0	5	0.22	0.26	0.091	0.32
153	0	0	0	1	0	0	0	0	3	0	0	0.23	0
154	1	5.8e-05	4e-06	0	0	0	0	0	0	0.28	0.33	0.41	0.41
155	0.91	0.09	0.00048	0	0	0	0	0	0	0.28	0.33	0.41	0.41
156	0	0	0	0	0	0	0	1	7	0.28	0	0	0
157	0.89	0.0021	0.1	0	0	0	0	0	0	0.28	0.33	0.41	0.41
158	1	0.0023	0.0013	0	0	0	0	0	0	0.28	0.33	0.41	0.41
159	0.015	0	0	0	0	0.99	0	0	5	0.22	0.26	0.091	0.32
160	1	2.1e-05	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
161	1	0.00035	3.4e-05	0	0	0	0	0	0	0.28	0.33	0.41	0.41
162	0	0	0	0	0	0	1	0	6	0	0.15	0.41	0.046
163	0.61	0.0045	0.39	0	0	0	0	0	0	0.28	0.33	0.41	0.41
164	0	0	0	0	0	0	1	0	6	0	0.15	0.41	0.046
165	1	0	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
166	0	0.38	0	0.62	0	0	0	0	3	0	0	0.23	0
167	0	0.21	0	0.79	0	0	0	0	3	0	0	0.23	0
168	0.06	0	0.94	0	0	0	0	0	2	0.38	0.44	0.49	0.43
169	0	0.98	0	0.018	0	0	0	0	1	0.28	0.33	0.61	0.41
170	0.92	0.02	0.063	0	0	0	0	0	0	0.28	0.33	0.41	0.41
171	1	0	9.2e-06	0	0	0	0	0	0	0.28	0.33	0.41	0.41
172	0.92	0.0039	0.075	0	0	0	0	0	0	0.28	0.33	0.41	0.41
173	1	0	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
174	0	0.95	0.023	0	0	0.028	0	0	1	0.28	0.33	0.61	0.41
175	1	0	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
176	0.93	0.071	0.00098	0	0	0	0	0	0	0.28	0.33	0.41	0.41
177	1	0	5.9e-05	0	0	0	0	0	0	0.28	0.33	0.41	0.41
178	0.29	0.53	0.18	0	0	0	0	0	1	0.28	0.33	0.61	0.41
179	0.96	0.039	0.001	0	0	0	0	0	0	0.28	0.33	0.41	0.41
180	0.00011	0	0	0	0	1	0	0	5	0.22	0.26	0.091	0.32
181	0	0	0	0	1	0	0	0	4	0	0	0	0.18
182	1	0	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
183	1	2.4e-05	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
184	1	0	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
185	0	0	0	1	0	0	0	0	3	0	0	0.23	0
186	0.98	0.019	0.00017	0	0	0	0	0	0	0.28	0.33	0.41	0.41
187	0.76	0.2	0.039	0	0	0	0	0	0	0.28	0.33	0.41	0.41
188	1	0	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
189	1	0	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
190	0.97	0.0058	0.02	0	0	0	0	0	0	0.28	0.33	0.41	0.41
191	1	0	9.4e-06	0	0	0	0	0	0	0.28	0.33	0.41	0.41
192	1	9.5e-05	0.00039	0	0	0	0	0	0	0.28	0.33	0.41	0.41
193	1	2.8e-05	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
194	0	0	0	0	0	0	0	1	7	0.28	0	0	0
195	0.8	0.035	0.16	0	0	0	0	0	0	0.28	0.33	0.41	0.41
196	0	0	0	1	0	0	0	0	3	0	0	0.23	0
197	0.98	0.021	5e-05	0	0	0	0	0	0	0.28	0.33	0.41	0.41
198	0.0025	0	1	0	0	0	0	0	2	0.38	0.44	0.49	0.43
199	0.79	0	0	0.21	0	0	0	0	0	0.28	0.33	0.41	0.41
200	1	0	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
201	0.68	0.31	0.013	0	0	0	0	0	0	0.28	0.33	0.41	0.41
202	0	0	0	0	0	0	0	1	7	0.28	0	0	0
203	0	0	0	0	0	0	1	0	6	0	0.15	0.41	0.046
204	1	4.9e-05	0.00023	0	0	0	0	0	0	0.28	0.33	0.41	0.41
205	1	0	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
206	0.99	7.7e-05	0.0064	0	0	0	0	0	0	0.28	0.33	0.41	0.41
207	1	9.7e-06	0.00072	0	0	0	0	0	0	0.28	0.33	0.41	0.41
208	0.97	6.5e-05	0.027	0	0	0	0	0	0	0.28	0.33	0.41	0.41
209	0.76	0.0021	0.23	0	0	0	0	0	0	0.28	0.33	0.41	0.41
210	1	0	5.4e-05	0	0	0	0	0	0	0.28	0.33	0.41	0.41
211	1	0.00014	2.5e-06	0	0	0	0	0	0	0.28	0.33	0.41	0.41
212	0	0	0	0	1	0	0	0	4	0	0	0	0.18
213	1	0	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
214	1	0.00076	8e-05	0	0	0	0	0	0	0.28	0.33	0.41	0.41
215	0.96	0.042	7.9e-05	0	0	0	0	0	0	0.28	0.33	0.41	0.41
216	1	0	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
217	1	0	0.00017	0	0	0	0	0	0	0.28	0.33	0.41	0.41
218	1	2e-06	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
219	1	0.00099	4.6e-05	0	0	0	0	0	0	0.28	0.33	0.41	0.41
220	0.96	0.00051	0.044	0	0	0	0	0	0	0.28	0.33	0.41	0.41
221	1	0	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
222	0.99	0.0079	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
223	1	0.0027	0.00027	0	0	0	0	0	0	0.28	0.33	0.41	0.41
224	1	0	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
225	1	0	5.1e-06	0	0	0	0	0	0	0.28	0.33	0.41	0.41
226	0.99	4.3e-05	0.0077	0	0	0	0	0	0	0.28	0.33	0.41	0.41
227	0.46	0.54	0.0019	0	0	0	0	0	1	0.28	0.33	0.61	0.41
228	0.025	0.97	0.0024	0	0	0	0	0	1	0.28	0.33	0.61	0.41
229	1	2.6e-05	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
230	0	0	0	0.98	0	0	0.021	0	3	0	0	0.23	0
231	0.94	0.056	0.0018	0	0	0	0	0	0	0.28	0.33	0.41	0.41
232	0	0	0	0	1	0	0	0	4	0	0	0	0.18
233	0.037	0.96	0.00028	0	0	0	0	0	1	0.28	0.33	0.61	0.41
234	0.96	0.031	0.01	0	0	0	0	0	0	0.28	0.33	0.41	0.41
235	0	0	0	0	1	0	0	0	4	0	0	0	0.18
236	1	6.9e-06	1.1e-06	0	0	0	0	0	0	0.28	0.33	0.41	0.41
237	0.21	0.3	0.49	0	0	0	0	0	2	0.38	0.44	0.49	0.43
238	0.99	0.0067	0.0052	0	0	0	0	0	0	0.28	0.33	0.41	0.41
239	1	1.5e-05	0.004	0	0	0	0	0	0	0.28	0.33	0.41	0.41
240	0.94	0.00011	0.056	0	0	0	0	0	0	0.28	0.33	0.41	0.41
241	0.25	0.75	0.00036	0	0	0	0	0	1	0.28	0.33	0.61	0.41
242	0.00026	1	0	0	0	0	0	0	1	0.28	0.33	0.61	0.41
243	1	0.00095	0.00031	0	0	0	0	0	0	0.28	0.33	0.41	0.41
244	0.75	0.25	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
245	1	0.00054	0.0014	0	0	0	0	0	0	0.28	0.33	0.41	0.41
246	1	0	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
247	0.023	0.98	4.8e-06	0	0	0	0	0	1	0.28	0.33	0.61	0.41
248	1	5.2e-06	0.003	0	0	0	0	0	0	0.28	0.33	0.41	0.41
249	1	0.00014	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
250	0	0	0	1	0	0	0	0	3	0	0	0.23	0
251	0	0	0	0	0	0	0	1	7	0.28	0	0	0
252	0.32	0.68	0.00071	0	0	0	0	0	1	0.28	0.33	0.61	0.41
253	1	0	5.7e-06	0	0	0	0	0	0	0.28	0.33	0.41	0.41
254	0.71	0.29	0.0046	0	0	0	0	0	0	0.28	0.33	0.41	0.41
255	1	0	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
256	1	5.9e-06	2.9e-05	0	0	0	0	0	0	0.28	0.33	0.41	0.41
257	0	0	0	0	0	1	0	0	5	0.22	0.26	0.091	0.32
258	0.67	0.26	0.072	0	0	0	0	0	0	0.28	0.33	0.41	0.41
259	0.99	0.0048	0.0026	0	0	0	0	0	0	0.28	0.33	0.41	0.41
260	1	0	7.9e-06	0	0	0	0	0	0	0.28	0.33	0.41	0.41
261	0.13	0.87	8.6e-05	0	0	0	0	0	1	0.28	0.33	0.61	0.41
262	0.91	0.04	0.053	0	0	0	0	0	0	0.28	0.33	0.41	0.41
263	1	1.8e-05	8.5e-05	0	0	0	0	0	0	0.28	0.33	0.41	0.41
264	0.98	0.0035	0.012	0	0	0	0	0	0	0.28	0.33	0.41	0.41
265	0	0	0	0	0	0	1	0	6	0	0.15	0.41	0.046
266	1	3.6e-05	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
267	0	0	0	0	0	1	0	0	5	0.22	0.26	0.091	0.32
268	0	0	0	1	0	0	0	0	3	0	0	0.23	0
269	0.51	5.2e-05	0.49	0	0	0	0	0	0	0.28	0.33	0.41	0.41
270	0.3	0.69	0.014	0	0	0	0	0	1	0.28	0.33	0.61	0.41
271	0	0	0	0	0	0	1	0	6	0	0.15	0.41	0.046
272	1	0	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
273	1	0.0033	0.00073	0	0	0	0	0	0	0.28	0.33	0.41	0.41
274	0.98	0.023	0.0004	0	0	0	0	0	0	0.28	0.33	0.41	0.41
275	1	0.0043	3.2e-06	0	0	0	0	0	0	0.28	0.33	0.41	0.41
276	0.96	0.00063	0.038	0	0	0	0	0	0	0.28	0.33	0.41	0.41
277	0	0	0	1	0	0	0	0	3	0	0	0.23	0
278	1	6.7e-05	0.00021	0	0	0	0	0	0	0.28	0.33	0.41	0.41
279	1	0	0.00045	0	0	0	0	0	0	0.28	0.33	0.41	0.41
280	1	0.00058	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
281	0.97	0.023	0.0051	0	0	0	0	0	0	0.28	0.33	0.41	0.41
282	1	3e-05	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
283	1	0	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
284	0.6	0.23	0.17	0	0	0	0	0	0	0.28	0.33	0.41	0.41
285	0.92	0.052	0.024	0	0	0	0	0	0	0.28	0.33	0.41	0.41
286	1	0	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
287	0	0	0	0	0	1	0	0	5	0.22	0.26	0.091	0.32
288	0	0.96	0	0.039	0	0	0	0	1	0.28	0.33	0.61	0.41
289	1	0	3.1e-06	0	0	0	0	0	0	0.28	0.33	0.41	0.41
290	1	1e-05	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
291	1	2.5e-06	0.00022	0	0	0	0	0	0	0.28	0.33	0.41	0.41
292	0.74	0.2	0.057	0	0	0	0	0	0	0.28	0.33	0.41	0.41
293	0.99	0	0.0072	0	0	0	0	0	0	0.28	0.33	0.41	0.41
294	1	3.7e-06	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
295	1	0	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
296	1	0	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
297	1	0	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
298	1	0	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
299	1	0.0003	0.0032	0	0	0	0	0	0	0.28	0.33	0.41	0.41
300	0.99	0.011	0.0038	0	0	0	0	0	0	0.28	0.33	0.41	0.41
301	1	0.00031	0.00041	0	0	0	0	0	0	0.28	0.33	0.41	0.41
302	0.17	0	0.83	0	0	0	0	0	2	0.38	0.44	0.49	0.43
303	0.8	0.19	0.015	0	0	0	0	0	0	0.28	0.33	0.41	0.41
304	1	2e-05	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
305	1	0.00038	8.2e-05	0	0	0	0	0	0	0.28	0.33	0.41	0.41
306	1	1.2e-05	2.2e-05	0	0	0	0	0	0	0.28	0.33	0.41	0.41
307	1	0	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
308	1	0	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
309	0.98	0.011	0.01	0	0	0	0	0	0	0.28	0.33	0.41	0.41
310	0.99	0	0.013	0	0	0	0	0	0	0.28	0.33	0.41	0.41
311	0.87	0	0.13	0	0	0	0	0	0	0.28	0.33	0.41	0.41
312	1	0	6.6e-06	0	0	0	0	0	0	0.28	0.33	0.41	0.41
313	0	0	0	0	0	0	1	0	6	0	0.15	0.41	0.046
314	0.99	0	0.0093	0	0	0	0	0	0	0.28	0.33	0.41	0.41
315	0.95	0.0084	0.039	0	0	0	0	0	0	0.28	0.33	0.41	0.41
316	0.99	0.00059	0.0068	0	0	0	0	0	0	0.28	0.33	0.41	0.41
317	0.98	0.013	0.0033	0	0	0	0	0	0	0.28	0.33	0.41	0.41
318	1	4.3e-05	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
319	1	0	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
320	1	0	0	0.00012	0	0	0	0	0	0.28	0.33	0.41	0.41
321	0.039	0	0	0.96	0	0	0	0	3	0	0	0.23	0
322	1	0.00032	2.3e-06	0	0	0	0	0	0	0.28	0.33	0.41	0.41
323	0.98	0.022	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
324	1	0	0.00051	0	0	4.8e-06	0	0	0	0.28	0.33	0.41	0.41
325	0	0	0	1	0	0	0	0	3	0	0	0.23	0
326	0	0	0	0	0	0	1	0	6	0	0.15	0.41	0.046
327	0.96	0.022	0.019	0	0	0	0	0	0	0.28	0.33	0.41	0.41
328	1	3.7e-06	2.1e-05	0	0	0	0	0	0	0.28	0.33	0.41	0.41
329	0.99	0.0035	0.0011	0	0	0.001	0	0	0	0.28	0.33	0.41	0.41
330	0.0039	1	0.00064	0	0	0	0	0	1	0.28	0.33	0.61	0.41
331	1	0	1.3e-05	0	0	0	0	0	0	0.28	0.33	0.41	0.41
332	0.99	0	0.011	0	0	0	0	0	0	0.28	0.33	0.41	0.41
333	1	0.0043	0	0	0	0	0	0	0	0.28	0.33	0.41	0.41
334	0.44	0.52	0.034	0	0	0	0	0	1	0.28	0.33	0.61	0.41
335	0.0004	1	2.2e-05	0	0	0	0	0	1	0.28	0.33	0.61	0.41
336	0.21	0.011	0.78	0	0	0	0	0	2	0.38	0.44	0.49	0.43
337	1	0.00012	0.00021	0	0	0	0	0	0	0.28	0.33	0.41	0.41
338	0.83	0.15	0.017	0	0	0	0	0	0	0.28	0.33	0.41	0.41
339	0.44	0.56	0.00064	0	0	0	0	0	1	0.28	0.33	0.61	0.41
340	1	0.00092	3.3e-05	0	0	0	0	0	0	0.28	0.33	0.41	0.41
341	1	0	0.00026	0	0	0	0	0	0	0.28	0.33	0.41	0.41
342	0.042	0.96	0	0	0	0	0	0	1	0.28	0.33	0.61	0.41
343	0.64	0.36	1.7e-05	0	0	0	0	0	0	0.28	0.33	0.41	0.41
344	1	0.00016	0.00076	0	0	0	0	0	0	0.28	0.33	0.41	0.41
345	0.93	0	0.045	0	0	0.023	0	0	0	0.28	0.33	0.41	0.41
346	1	0.00091	0.00023	0	0	0	0	0	0	0.28	0.33	0.41	0.41
