SNV	cluster0	cluster1	cluster2	cluster3	cluster	dcf0	dcf1	dcf2	dcf3
172	1	0	0	0	0	0.28	0.33	0.41	0.41
173	1	0	0	0	0	0.28	0.33	0.41	0.41
174	1	0	0	0	0	0.28	0.33	0.41	0.41
175	1	0	0	0	0	0.28	0.33	0.41	0.41
176	1	0	0	0	0	0.28	0.33	0.41	0.41
177	1	0	0	0	0	0.28	0.33	0.41	0.41
178	1	0	0	0	0	0.28	0.33	0.41	0.41
179	1	0	0	0	0	0.28	0.33	0.41	0.41
180	1	0	0	0	0	0.28	0.33	0.41	0.41
181	0	1	0	0	1	0.031	0.073	0.091	0.091
182	1	0	0	0	0	0.28	0.33	0.41	0.41
183	1	0	0	0	0	0.28	0.33	0.41	0.41
184	1	0	0	0	0	0.28	0.33	0.41	0.41
185	0	0	1	0	2	0	0	0.18	0
186	1	0	0	0	0	0.28	0.33	0.41	0.41
187	1	0	0	0	0	0.28	0.33	0.41	0.41
188	1	0	0	0	0	0.28	0.33	0.41	0.41
189	1	0	0	0	0	0.28	0.33	0.41	0.41
190	1	0	0	0	0	0.28	0.33	0.41	0.41
191	1	0	0	0	0	0.28	0.33	0.41	0.41
192	1	0	0	0	0	0.28	0.33	0.41	0.41
193	1	0	0	0	0	0.28	0.33	0.41	0.41
194	0	0	0	1	3	0.28	0	0	0
195	1	0	0	0	0	0.28	0.33	0.41	0.41
196	0	0	1	0	2	0	0	0.18	0
197	1	0	0	0	0	0.28	0.33	0.41	0.41
198	1	0	0	0	0	0.28	0.33	0.41	0.41
199	1	0	0.00098	0	0	0.28	0.33	0.41	0.41
200	1	0	0	0	0	0.28	0.33	0.41	0.41
201	1	0	0	0	0	0.28	0.33	0.41	0.41
202	0	0	0	1	3	0.28	0	0	0
203	0	1	0	0	1	0.031	0.073	0.091	0.091
204	1	0	0	0	0	0.28	0.33	0.41	0.41
205	1	0	0	0	0	0.28	0.33	0.41	0.41
206	1	0	0	0	0	0.28	0.33	0.41	0.41
207	1	0	0	0	0	0.28	0.33	0.41	0.41
208	1	0	0	0	0	0.28	0.33	0.41	0.41
209	1	0	0	0	0	0.28	0.33	0.41	0.41
210	1	0	0	0	0	0.28	0.33	0.41	0.41
211	1	0	0	0	0	0.28	0.33	0.41	0.41
212	0	1	0	0	1	0.031	0.073	0.091	0.091
213	1	0	0	0	0	0.28	0.33	0.41	0.41
214	1	0	0	0	0	0.28	0.33	0.41	0.41
215	1	0	0	0	0	0.28	0.33	0.41	0.41
216	1	0	0	0	0	0.28	0.33	0.41	0.41
217	1	0	0	0	0	0.28	0.33	0.41	0.41
218	1	0	0	0	0	0.28	0.33	0.41	0.41
219	1	0	0	0	0	0.28	0.33	0.41	0.41
220	1	0	0	0	0	0.28	0.33	0.41	0.41
221	1	0	0	0	0	0.28	0.33	0.41	0.41
222	1	0	0	0	0	0.28	0.33	0.41	0.41
223	1	0	0	0	0	0.28	0.33	0.41	0.41
224	1	0	0	0	0	0.28	0.33	0.41	0.41
225	1	0	0	0	0	0.28	0.33	0.41	0.41
226	1	0	0	0	0	0.28	0.33	0.41	0.41
227	1	0	0	0	0	0.28	0.33	0.41	0.41
228	1	0	0	0	0	0.28	0.33	0.41	0.41
229	1	0	0	0	0	0.28	0.33	0.41	0.41
230	0	0	1	0	2	0	0	0.18	0
231	1	0	0	0	0	0.28	0.33	0.41	0.41
232	0	1	0	0	1	0.031	0.073	0.091	0.091
233	1	0	0	0	0	0.28	0.33	0.41	0.41
234	1	0	0	0	0	0.28	0.33	0.41	0.41
235	0	1	0	0	1	0.031	0.073	0.091	0.091
236	1	0	0	0	0	0.28	0.33	0.41	0.41
237	1	0	0	0	0	0.28	0.33	0.41	0.41
238	1	0	0	0	0	0.28	0.33	0.41	0.41
239	1	0	0	0	0	0.28	0.33	0.41	0.41
240	1	0	0	0	0	0.28	0.33	0.41	0.41
241	1	0	0	0	0	0.28	0.33	0.41	0.41
242	1	0	0	0	0	0.28	0.33	0.41	0.41
243	1	0	0	0	0	0.28	0.33	0.41	0.41
244	1	0	0	0	0	0.28	0.33	0.41	0.41
245	1	0	0	0	0	0.28	0.33	0.41	0.41
246	1	0	0	0	0	0.28	0.33	0.41	0.41
247	1	0	0	0	0	0.28	0.33	0.41	0.41
248	1	0	0	0	0	0.28	0.33	0.41	0.41
249	1	0	0	0	0	0.28	0.33	0.41	0.41
250	0	0	1	0	2	0	0	0.18	0
251	0	0	0	1	3	0.28	0	0	0
252	1	0	0	0	0	0.28	0.33	0.41	0.41
253	1	0	0	0	0	0.28	0.33	0.41	0.41
254	1	0	0	0	0	0.28	0.33	0.41	0.41
255	1	0	0	0	0	0.28	0.33	0.41	0.41
256	1	0	0	0	0	0.28	0.33	0.41	0.41
257	1	0	0	0	0	0.28	0.33	0.41	0.41
258	1	0	0	0	0	0.28	0.33	0.41	0.41
259	1	0	0	0	0	0.28	0.33	0.41	0.41
260	1	0	0	0	0	0.28	0.33	0.41	0.41
261	1	0	0	0	0	0.28	0.33	0.41	0.41
262	1	0	0	0	0	0.28	0.33	0.41	0.41
263	1	0	0	0	0	0.28	0.33	0.41	0.41
264	1	0	0	0	0	0.28	0.33	0.41	0.41
265	0	1	0	0	1	0.031	0.073	0.091	0.091
266	1	0	0	0	0	0.28	0.33	0.41	0.41
267	1	0	0	0	0	0.28	0.33	0.41	0.41
268	0	0	1	0	2	0	0	0.18	0
269	1	0	0	0	0	0.28	0.33	0.41	0.41
270	1	0	0	0	0	0.28	0.33	0.41	0.41
271	0	1	0	0	1	0.031	0.073	0.091	0.091
272	1	0	0	0	0	0.28	0.33	0.41	0.41
273	1	0	0	0	0	0.28	0.33	0.41	0.41
274	1	0	0	0	0	0.28	0.33	0.41	0.41
275	1	0	0	0	0	0.28	0.33	0.41	0.41
276	1	0	0	0	0	0.28	0.33	0.41	0.41
277	0	0	1	0	2	0	0	0.18	0
278	1	0	0	0	0	0.28	0.33	0.41	0.41
279	1	0	0	0	0	0.28	0.33	0.41	0.41
280	1	0	0	0	0	0.28	0.33	0.41	0.41
281	1	0	0	0	0	0.28	0.33	0.41	0.41
282	1	0	0	0	0	0.28	0.33	0.41	0.41
283	1	0	0	0	0	0.28	0.33	0.41	0.41
284	1	0	0	0	0	0.28	0.33	0.41	0.41
285	1	0	0	0	0	0.28	0.33	0.41	0.41
286	1	0	0	0	0	0.28	0.33	0.41	0.41
287	1	0	0	0	0	0.28	0.33	0.41	0.41
288	0	0	1	0	2	0	0	0.18	0
289	1	0	0	0	0	0.28	0.33	0.41	0.41
290	1	0	0	0	0	0.28	0.33	0.41	0.41
291	1	0	0	0	0	0.28	0.33	0.41	0.41
292	1	0	0	0	0	0.28	0.33	0.41	0.41
293	1	0	0	0	0	0.28	0.33	0.41	0.41
294	1	0	0	0	0	0.28	0.33	0.41	0.41
295	1	0	0	0	0	0.28	0.33	0.41	0.41
296	1	0	0	0	0	0.28	0.33	0.41	0.41
297	1	0	0	0	0	0.28	0.33	0.41	0.41
298	1	0	0	0	0	0.28	0.33	0.41	0.41
299	1	0	0	0	0	0.28	0.33	0.41	0.41
300	1	0	0	0	0	0.28	0.33	0.41	0.41
301	1	0	0	0	0	0.28	0.33	0.41	0.41
302	1	0	0	0	0	0.28	0.33	0.41	0.41
303	1	0	0	0	0	0.28	0.33	0.41	0.41
304	1	0	0	0	0	0.28	0.33	0.41	0.41
305	1	0	0	0	0	0.28	0.33	0.41	0.41
306	1	0	0	0	0	0.28	0.33	0.41	0.41
307	1	0	0	0	0	0.28	0.33	0.41	0.41
308	1	0	0	0	0	0.28	0.33	0.41	0.41
309	1	0	0	0	0	0.28	0.33	0.41	0.41
310	1	0	0	0	0	0.28	0.33	0.41	0.41
311	1	0	0	0	0	0.28	0.33	0.41	0.41
312	1	0	0	0	0	0.28	0.33	0.41	0.41
313	0	1	0	0	1	0.031	0.073	0.091	0.091
314	1	0	0	0	0	0.28	0.33	0.41	0.41
315	1	0	0	0	0	0.28	0.33	0.41	0.41
316	1	0	0	0	0	0.28	0.33	0.41	0.41
317	1	0	0	0	0	0.28	0.33	0.41	0.41
318	1	0	0	0	0	0.28	0.33	0.41	0.41
319	1	0	0	0	0	0.28	0.33	0.41	0.41
320	1	0	0	0	0	0.28	0.33	0.41	0.41
321	0.2	0	0.8	0	2	0	0	0.18	0
322	1	0	0	0	0	0.28	0.33	0.41	0.41
323	1	0	0	0	0	0.28	0.33	0.41	0.41
324	1	0	0	0	0	0.28	0.33	0.41	0.41
325	0	0	1	0	2	0	0	0.18	0
326	0	1	0	0	1	0.031	0.073	0.091	0.091
327	1	0	0	0	0	0.28	0.33	0.41	0.41
328	1	0	0	0	0	0.28	0.33	0.41	0.41
329	1	0	0	0	0	0.28	0.33	0.41	0.41
330	1	0	0	0	0	0.28	0.33	0.41	0.41
331	1	0	0	0	0	0.28	0.33	0.41	0.41
332	1	0	0	0	0	0.28	0.33	0.41	0.41
333	1	0	0	0	0	0.28	0.33	0.41	0.41
334	1	0	0	0	0	0.28	0.33	0.41	0.41
335	1	0	0	0	0	0.28	0.33	0.41	0.41
336	1	0	0	0	0	0.28	0.33	0.41	0.41
337	1	0	0	0	0	0.28	0.33	0.41	0.41
338	1	0	0	0	0	0.28	0.33	0.41	0.41
339	1	0	0	0	0	0.28	0.33	0.41	0.41
340	1	0	0	0	0	0.28	0.33	0.41	0.41
341	1	0	0	0	0	0.28	0.33	0.41	0.41
342	1	0	0	0	0	0.28	0.33	0.41	0.41
343	1	0	0	0	0	0.28	0.33	0.41	0.41
344	1	0	0	0	0	0.28	0.33	0.41	0.41
345	1	0	0	0	0	0.28	0.33	0.41	0.41
346	1	0	0	0	0	0.28	0.33	0.41	0.41
347	1	0	0	0	0	0.28	0.33	0.41	0.41
348	1	0	0	0	0	0.28	0.33	0.41	0.41
349	0	0	0	1	3	0.28	0	0	0
350	1	0	0	0	0	0.28	0.33	0.41	0.41
351	1	0	0	0	0	0.28	0.33	0.41	0.41
352	1	0	0	0	0	0.28	0.33	0.41	0.41
353	1	0	0	0	0	0.28	0.33	0.41	0.41
354	0	0	1	0	2	0	0	0.18	0
355	1	0	0	0	0	0.28	0.33	0.41	0.41
356	1	0	0	0	0	0.28	0.33	0.41	0.41
357	1	0	0	0	0	0.28	0.33	0.41	0.41
358	1	0	0	0	0	0.28	0.33	0.41	0.41
359	1	0	0	0	0	0.28	0.33	0.41	0.41
360	0	0	1	0	2	0	0	0.18	0
361	1	0	0	0	0	0.28	0.33	0.41	0.41
362	1	0	0	0	0	0.28	0.33	0.41	0.41
363	1	0	0	0	0	0.28	0.33	0.41	0.41
364	0	1	0	0	1	0.031	0.073	0.091	0.091
365	1	0	0	0	0	0.28	0.33	0.41	0.41
366	1	0	0	0	0	0.28	0.33	0.41	0.41
367	1	0	0	0	0	0.28	0.33	0.41	0.41
368	1	0	0	0	0	0.28	0.33	0.41	0.41
369	1	0	0	0	0	0.28	0.33	0.41	0.41
370	1	0	0	0	0	0.28	0.33	0.41	0.41
371	0	1	0	0	1	0.031	0.073	0.091	0.091
372	1	0	0	0	0	0.28	0.33	0.41	0.41
373	1	0	0	0	0	0.28	0.33	0.41	0.41
374	1	0	0	0	0	0.28	0.33	0.41	0.41
375	1	0	0	0	0	0.28	0.33	0.41	0.41
376	1	0	0	0	0	0.28	0.33	0.41	0.41
377	1	0	0	0	0	0.28	0.33	0.41	0.41
378	1	0	0	0	0	0.28	0.33	0.41	0.41
379	1	0	0	0	0	0.28	0.33	0.41	0.41
380	1	0	0	0	0	0.28	0.33	0.41	0.41
381	1	0	0	0	0	0.28	0.33	0.41	0.41
382	1	0	0	0	0	0.28	0.33	0.41	0.41
383	1	0	0	0	0	0.28	0.33	0.41	0.41
384	1	0	0	0	0	0.28	0.33	0.41	0.41
385	1	0	0	0	0	0.28	0.33	0.41	0.41
386	1	0	0	0	0	0.28	0.33	0.41	0.41
387	1	0	0	0	0	0.28	0.33	0.41	0.41
388	1	0	0	0	0	0.28	0.33	0.41	0.41
389	0	0	1	0	2	0	0	0.18	0
390	1	0	0	0	0	0.28	0.33	0.41	0.41
391	1	0	0	0	0	0.28	0.33	0.41	0.41
392	1	0	0	0	0	0.28	0.33	0.41	0.41
393	1	0	0	0	0	0.28	0.33	0.41	0.41
394	1	0	0	0	0	0.28	0.33	0.41	0.41
395	0	0	1	0	2	0	0	0.18	0
396	1	0	0	0	0	0.28	0.33	0.41	0.41
397	1	0	0	0	0	0.28	0.33	0.41	0.41
398	1	0	0	0	0	0.28	0.33	0.41	0.41
399	1	0	0	0	0	0.28	0.33	0.41	0.41
400	0	0	1	0	2	0	0	0.18	0
401	1	0	0	0	0	0.28	0.33	0.41	0.41
402	0	3.7e-05	1	0	2	0	0	0.18	0
403	0	0	1	0	2	0	0	0.18	0
404	0	0	1	0	2	0	0	0.18	0
405	1	0	0	0	0	0.28	0.33	0.41	0.41
406	1	0	0	0	0	0.28	0.33	0.41	0.41
407	1	0	0	0	0	0.28	0.33	0.41	0.41
408	0	0	0	1	3	0.28	0	0	0
409	1	0	0	0	0	0.28	0.33	0.41	0.41
410	1	0	0	0	0	0.28	0.33	0.41	0.41
411	1	0	0	0	0	0.28	0.33	0.41	0.41
412	1	0	0	0	0	0.28	0.33	0.41	0.41
413	1	0	0	0	0	0.28	0.33	0.41	0.41
414	1	0	0	0	0	0.28	0.33	0.41	0.41
415	1	0	0	0	0	0.28	0.33	0.41	0.41
416	1	0	0	0	0	0.28	0.33	0.41	0.41
417	1	0	0	0	0	0.28	0.33	0.41	0.41
418	0	0	0	1	3	0.28	0	0	0
419	1	0	0	0	0	0.28	0.33	0.41	0.41
420	1	0	0	0	0	0.28	0.33	0.41	0.41
421	0	0	1	0	2	0	0	0.18	0
422	1	0	0	0	0	0.28	0.33	0.41	0.41
423	1	0	0	0	0	0.28	0.33	0.41	0.41
424	1	0	0	0	0	0.28	0.33	0.41	0.41
425	1	0	0	0	0	0.28	0.33	0.41	0.41
426	1	0	0	0	0	0.28	0.33	0.41	0.41
427	0	1	0	0	1	0.031	0.073	0.091	0.091
428	1	0	0	0	0	0.28	0.33	0.41	0.41
429	0	1	0	0	1	0.031	0.073	0.091	0.091
430	0	0	1	0	2	0	0	0.18	0
431	1	0	0	0	0	0.28	0.33	0.41	0.41
432	1	0	0	0	0	0.28	0.33	0.41	0.41
433	1	0	0	0	0	0.28	0.33	0.41	0.41
434	1	0	0	0	0	0.28	0.33	0.41	0.41
435	1	0	0	0	0	0.28	0.33	0.41	0.41
436	1	0	0	0	0	0.28	0.33	0.41	0.41
437	1	0	0	0	0	0.28	0.33	0.41	0.41
438	1	0	0	0	0	0.28	0.33	0.41	0.41
439	1	0	0	0	0	0.28	0.33	0.41	0.41
440	1	0	0	0	0	0.28	0.33	0.41	0.41
441	1	0	0	0	0	0.28	0.33	0.41	0.41
442	1	0	0	0	0	0.28	0.33	0.41	0.41
443	1	0	0	0	0	0.28	0.33	0.41	0.41
444	1	0	0	0	0	0.28	0.33	0.41	0.41
445	1	0	0	0	0	0.28	0.33	0.41	0.41
446	1	0	0	0	0	0.28	0.33	0.41	0.41
447	1	0	0	0	0	0.28	0.33	0.41	0.41
448	0	1	0	0	1	0.031	0.073	0.091	0.091
449	1	0	0	0	0	0.28	0.33	0.41	0.41
450	1	0	0	0	0	0.28	0.33	0.41	0.41
451	1	0	0	0	0	0.28	0.33	0.41	0.41
452	0	1	0	0	1	0.031	0.073	0.091	0.091
453	0	0	0	1	3	0.28	0	0	0
454	1	0	0	0	0	0.28	0.33	0.41	0.41
455	1	0	0	0	0	0.28	0.33	0.41	0.41
456	1	0	0	0	0	0.28	0.33	0.41	0.41
457	1	0	0	0	0	0.28	0.33	0.41	0.41
458	1	0	0	0	0	0.28	0.33	0.41	0.41
459	0	1	0	0	1	0.031	0.073	0.091	0.091
460	1	0	0	0	0	0.28	0.33	0.41	0.41
461	0	1	0	0	1	0.031	0.073	0.091	0.091
462	1	0	0	0	0	0.28	0.33	0.41	0.41
463	1	0	0	0	0	0.28	0.33	0.41	0.41
464	1	0	0	0	0	0.28	0.33	0.41	0.41
465	1	0	0	0	0	0.28	0.33	0.41	0.41
466	1	0	0	0	0	0.28	0.33	0.41	0.41
467	7.7e-05	1	0	0	1	0.031	0.073	0.091	0.091
468	1	0	0	0	0	0.28	0.33	0.41	0.41
469	1	0	0	0	0	0.28	0.33	0.41	0.41
470	1	0	0	0	0	0.28	0.33	0.41	0.41
471	1	0	0	0	0	0.28	0.33	0.41	0.41
472	0	1	0	0	1	0.031	0.073	0.091	0.091
473	1	0	0	0	0	0.28	0.33	0.41	0.41
474	1	0	0	0	0	0.28	0.33	0.41	0.41
475	1	0	0	0	0	0.28	0.33	0.41	0.41
476	1	0	0	0	0	0.28	0.33	0.41	0.41
477	1	0	0	0	0	0.28	0.33	0.41	0.41
478	0	1	0	0	1	0.031	0.073	0.091	0.091
479	1	0	0	0	0	0.28	0.33	0.41	0.41
480	1	0	0	0	0	0.28	0.33	0.41	0.41
481	1	0	0	0	0	0.28	0.33	0.41	0.41
482	1	0	0	0	0	0.28	0.33	0.41	0.41
483	1	0	0	0	0	0.28	0.33	0.41	0.41
484	1	0	0	0	0	0.28	0.33	0.41	0.41
485	0	0	1	0	2	0	0	0.18	0
486	0	0	0	1	3	0.28	0	0	0
487	0	0	1	0	2	0	0	0.18	0
488	1	0	0	0	0	0.28	0.33	0.41	0.41
489	1	0	0	0	0	0.28	0.33	0.41	0.41
490	1	0	0	0	0	0.28	0.33	0.41	0.41
491	1	0	0	0	0	0.28	0.33	0.41	0.41
492	0	1	0	0	1	0.031	0.073	0.091	0.091
493	1	0	0	0	0	0.28	0.33	0.41	0.41
494	0	0	0	1	3	0.28	0	0	0
495	1	0	0	0	0	0.28	0.33	0.41	0.41
496	0	1	0	0	1	0.031	0.073	0.091	0.091
497	1	0	0	0	0	0.28	0.33	0.41	0.41
498	1	0	0	0	0	0.28	0.33	0.41	0.41
499	1	0	0	0	0	0.28	0.33	0.41	0.41
500	0	1	0	0	1	0.031	0.073	0.091	0.091
501	1	0	0	0	0	0.28	0.33	0.41	0.41
502	1	0	0	0	0	0.28	0.33	0.41	0.41
503	1	0	0	0	0	0.28	0.33	0.41	0.41
504	0	1	0	0	1	0.031	0.073	0.091	0.091
505	0.011	0	0.99	0	2	0	0	0.18	0
