SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster	dcf0
59	0.86	4.8e-05	0.02	0.11	0	0.011	0	7.1e-06	0	0	0.61
60	0.89	5.6e-05	0.018	0.085	0	0.0077	0	1.8e-05	0	0	0.61
61	0.74	1.8e-05	0.013	0.14	0	0.1	0	4.4e-06	0	0	0.61
62	0.93	0.00015	0.0062	0.016	0	0.0014	0	0.044	0	0	0.61
63	0	0	0	0	0	0	1	0	0	6	0.043
64	0	0	0	2.2e-06	0	0.00035	0.00056	0	1	8	0.13
65	0	0	0	0	0	0	0	0	1	8	0.13
66	0.73	1.6e-05	0.014	0.15	0	0.1	0	2.5e-06	0	0	0.61
67	0	0	0	0	0.85	0	0.14	0	0.0069	4	0
68	0	0	0	0	0	0	1	0	0.0014	6	0.043
69	0.084	0	0.023	0.71	0	0.18	0	0	0	3	0.47
70	1	0.00014	0.0026	0.00062	0	0	0	2.9e-05	0	0	0.61
71	0.47	5.8e-06	0.053	0.46	0	0.013	0	0	0	0	0.61
72	0	0	0	0	0	0	0	0	1	8	0.13
73	0.5	9.1e-06	0.041	0.43	0	0.032	0	0	0	0	0.61
74	1	9.9e-05	0.0011	0.00035	0	0	0	0.0013	0	0	0.61
75	0.88	1.4e-05	0.017	0.092	0	0.007	0	0	0	0	0.61
76	1.6e-06	0	1.4e-06	0.00043	0	0.017	0.00017	0	0.98	8	0.13
77	0	0	0	0	0	7.2e-06	0.0018	0	1	8	0.13
78	0	0	0	0	0	0	0.03	0	0.97	8	0.13
79	0.26	2.9e-06	0.04	0.64	0	0.06	0	0	0	3	0.47
80	0	0	0	0	0	0	0.0085	0	0.99	8	0.13
81	1	0.00019	0.0024	0.00079	0	0	0	0.0012	0	0	0.61
82	0.83	1.2e-05	0.049	0.12	0	0.00026	0	0	0	0	0.61
83	0	0	0	1.8e-06	0	0.00019	0.0067	0	0.99	8	0.13
84	0.95	3.5e-05	0.019	0.027	0	7e-05	0	0	0	0	0.61
85	0.94	0.00022	0.0025	0.0016	0	1.1e-05	0	0.056	0	0	0.61
86	1	0.00023	0.0013	0.00015	0	0	0	0.00066	0	0	0.61
87	0.92	4.5e-05	0.019	0.063	0	0.0016	0	0	0	0	0.61
88	0	0	0	0	0	0	0	0	1	8	0.13
89	0	0	0	0	0	0	0	0	1	8	0.13
90	0.23	0.0013	0	0	0	0	0	0.77	0	7	0.87
91	1	0.00017	0.0029	0.0012	0	1.9e-06	0	0.00074	0	0	0.61
92	0	0	0	0	0	0	0	0	1	8	0.13
93	0.98	0.00013	0.0066	0.012	0	0.0004	0	0.0034	0	0	0.61
94	0.9	3e-05	0.025	0.073	0	0.00076	0	0	0	0	0.61
95	0	0	0	0	0	0	0.14	0	0.86	8	0.13
96	0.93	3.9e-05	0.02	0.045	0	0.00039	0	0	0	0	0.61
97	0.99	7.6e-05	0.0043	0.00083	0	0	0	0	0	0	0.61
98	0	0	0	0	0	0	0.00022	0	1	8	0.13
99	0.17	4.1e-06	0.016	0.41	0	0.41	0	0	0	3	0.47
100	0.44	8e-06	0.039	0.47	0	0.053	0	0	0	3	0.47
101	1	9.7e-05	0	0	0	0	0	0.00016	0	0	0.61
102	1	0.00056	9.4e-05	0	0	0	0	5e-05	0	0	0.61
103	0	0	0	0	0	0	1.6e-06	0	1	8	0.13
104	0	0	0	2.2e-05	0	0.00055	0.17	0	0.82	8	0.13
105	0.9	4.2e-05	0.021	0.073	0	0.0021	0	0	0	0	0.61
106	0.94	9.8e-05	0.011	0.042	0	0.005	0	0.0018	0	0	0.61
107	0.84	3.3e-06	0.044	0.11	0	0.00016	0	0	0	0	0.61
108	0.007	0	0.0026	0.23	0	0.76	0	0	0	5	0.39
109	0	0	0	0	0	0	1.2e-06	0	1	8	0.13
110	0	0	0	0.00017	0	1	0	0	0	5	0.39
111	0.93	3.1e-05	0.023	0.044	0	0.0002	0	0	0	0	0.61
112	0.89	7.1e-05	0.015	0.08	0	0.013	0	0.00023	0	0	0.61
113	0.95	3.6e-05	0.0079	0.036	0	0.0071	0	6.2e-05	0	0	0.61
114	0.99	0.00031	0.00082	6.4e-05	0	0	0	0.0055	0	0	0.61
115	0.98	0.00083	8e-05	0	0	0	0	0.019	0	0	0.61
116	0.066	8.1e-05	6e-06	0	0	0	0	0.93	0	7	0.87
117	0.81	2.4e-05	0.032	0.15	0	0.0043	0	0	0	0	0.61
118	0.17	2.2e-06	0.026	0.62	0	0.19	0	0	0	3	0.47
119	0.99	5.8e-05	0.0058	0.0013	0	0	0	0	0	0	0.61
120	0.16	0.00015	2.8e-05	0	0	0	0	0.84	0	7	0.87
121	0.14	0	0.098	0.77	0	0.00063	0	0	0	3	0.47
122	0.69	1.4e-05	0.041	0.27	0	0.0084	0	0	0	0	0.61
123	0	0	0	0	1	0	0	0	0	4	0
124	0.79	1e-05	0.022	0.17	0	0.02	0	0	0	0	0.61
125	0	0	0	4.1e-05	0	0.00089	0.16	0	0.84	8	0.13
126	0.97	0.00027	0.0014	0.00034	0	0	0	0.025	0	0	0.61
127	0	0	0	0	0	0	0	1	5.1e-05	7	0.87
128	0	0	0	0	0	0	0	1	0.0021	7	0.87
129	0	0	0	0	1	0	0.00024	0	0	4	0
130	0	0	0	0	0	2e-05	0	0	1	8	0.13
131	0.98	0.00011	0.008	0.016	0	0.00044	0	0.00055	0	0	0.61
132	0.98	2.7e-05	0.013	0.0037	0	0	0	0	0	0	0.61
133	7.5e-06	0	1.2e-06	0.0001	0	0.0012	0.41	0	0.59	8	0.13
134	0.99	5.2e-05	0.0071	0.002	0	0	0	0	0	0	0.61
135	0	0	0	0	0	0.00019	1.5e-05	0	1	8	0.13
136	0.95	9.3e-05	0.011	0.035	0	0.0027	0	0.00065	0	0	0.61
137	0.98	0.00013	0.0064	0.011	0	0.00034	0	0.0032	0	0	0.61
138	0.0013	3.5e-06	0	0	0	0	0	1	0	7	0.87
139	0	0	0	0	0	0	0	0	1	8	0.13
140	1.6e-05	0	8.1e-06	0.0016	0	0.039	0.00028	0	0.96	8	0.13
141	0	0	0	0	0	0	0.027	0	0.97	8	0.13
142	0	0	0	0	0.97	0	0.028	0	3.9e-05	4	0
143	0.96	4.3e-05	0.016	0.023	0	8.6e-05	0	0	0	0	0.61
144	0	0	0	0	1	0	0.0036	0	0	4	0
145	0.94	1.9e-05	0.028	0.029	0	1.5e-05	0	0	0	0	0.61
146	0.5	4.7e-06	0.064	0.43	0	0.0043	0	0	0	0	0.61
147	0.0084	0	0.014	0.89	0	0.091	0	0	0	3	0.47
148	0.79	7.1e-06	0.066	0.14	0	0.0001	0	0	0	0	0.61
149	0.88	1.6e-05	0.038	0.077	0	0.00014	0	0	0	0	0.61
150	0.9	0.00012	0.0009	0.00044	0	4.1e-06	0	0.1	0	0	0.61
151	0.72	4e-05	0.021	0.19	0	0.062	0	2.1e-05	0	0	0.61
152	0.37	1e-05	0.026	0.43	0	0.17	0	0	0	3	0.47
153	0.58	2.7e-05	0.023	0.27	0	0.12	0	4.8e-06	0	0	0.61
154	0	0	0	0	0.84	0	0.15	0	0.0088	4	0
155	0.034	2.9e-05	8.6e-06	0	0	0	0	0.97	0	7	0.87
156	0	0	0	0	0	5.8e-05	0.0095	0	0.99	8	0.13
157	0	0	0	0	0	0	0	0	1	8	0.13
158	0	0	0	0	0	0	0.0056	0	0.99	8	0.13
159	0.86	5.1e-05	0.019	0.11	0	0.012	0	1.2e-05	0	0	0.61
160	0.5	3.3e-06	0.08	0.42	0	0.0013	0	0	0	0	0.61
161	0.97	7.2e-05	0.01	0.015	0	0.00012	0	3.7e-06	0	0	0.61
162	0	0	0	0	0	3.7e-05	0.0011	0	1	8	0.13
163	0.13	0	0.046	0.81	0	0.023	0	0	0	3	0.47
164	0.98	4.9e-05	0.011	0.0082	0	7.6e-06	0	0	0	0	0.61
165	0.27	8.2e-06	0.019	0.39	0	0.32	0	0	0	3	0.47
166	0	0	0	0	0	0	0	0	1	8	0.13
167	0.99	0.00013	0.0042	0.0025	0	6.1e-06	0	0.00014	0	0	0.61
168	0	0	0	2e-05	0	0.0023	6.8e-05	0	1	8	0.13
169	0	0	0	0	0	0	0.1	0	0.9	8	0.13
170	0	0	0	0	0	0	0.019	0	0.98	8	0.13
171	0	0	0	0	0	0	0	0	1	8	0.13
172	0.92	9.3e-06	0.045	0.037	0	3.5e-06	0	0	0	0	0.61
173	0.96	0.00013	0.0075	0.02	0	0.0016	0	0.0096	0	0	0.61
174	0.011	0	0.0081	0.6	0	0.38	0	0	0	3	0.47
175	0.1	0	0.038	0.82	0	0.041	0	0	0	3	0.47
176	0.95	6.2e-05	0.014	0.034	0	0.0007	0	4.4e-06	0	0	0.61
177	0.015	0	0.0054	0.37	0	0.61	0	0	0	5	0.39
178	0.17	0	0.054	0.76	0	0.015	0	0	0	3	0.47
179	0.36	8.1e-06	0.03	0.48	0	0.13	0	0	0	3	0.47
180	0.45	1.2e-05	0.029	0.41	0	0.11	0	0	0	0	0.61
181	0.67	5.1e-06	0.076	0.26	0	0.00039	0	0	0	0	0.61
182	0	0	0	0.00064	0	0.083	0	0	0.92	8	0.13
183	0.93	1.6e-05	0.033	0.035	0	1.4e-05	0	0	0	0	0.61
184	0	0	0	0	0	0	0.0032	0	1	8	0.13
185	0.45	5.2e-06	0.054	0.48	0	0.012	0	0	0	3	0.47
186	1	0.00021	0.00068	1.4e-05	0	0	0	3.1e-06	0	0	0.61
187	0	0	0	0	0	0	0	0	1	8	0.13
188	0.68	9e-06	0.055	0.26	0	0.0022	0	0	0	0	0.61
189	0	0	0	0	0	0	0.00059	0	1	8	0.13
190	0	0	0	2.6e-06	0	0.00098	2.3e-05	0	1	8	0.13
191	0.99	8e-05	0.0025	0.0034	0	0.00015	0	0.0075	0	0	0.61
192	0.89	0.0001	0.0015	0.0016	0	7.2e-05	0	0.1	0	0	0.61
193	0.82	3e-05	0.0094	0.086	0	0.081	0	0.00022	0	0	0.61
194	0.93	3.9e-05	0.0077	0.045	0	0.019	0	0.00037	0	0	0.61
195	0.39	0.00014	0	0	0	0	0	0.61	0	7	0.87
196	0.0064	0	0.0027	0.29	0	0.71	0	0	0	5	0.39
197	0.4	1.6e-06	0.04	0.53	0	0.034	0	0	0	3	0.47
198	1	0.00015	0	0	0	0	0	0.001	0	0	0.61
199	0.85	1.2e-05	0.02	0.12	0	0.009	0	0	0	0	0.61
200	1	6.8e-05	0.0022	0.0016	0	1.2e-05	0	0.00025	0	0	0.61
201	0.96	7.4e-05	0.0033	0.0087	0	0.0016	0	0.023	0	0	0.61
202	0.78	2.8e-05	0.0096	0.098	0	0.11	0	0.0002	4e-06	0	0.61
203	0.91	2.8e-05	0.01	0.063	0	0.017	0	1.4e-05	0	0	0.61
204	0.69	0.00017	0	0	0	0	0	0.31	0	0	0.61
205	0	0	0	0	1	0	0.00027	0	0	4	0
206	0.98	7e-05	0.0035	0.0088	0	0.0013	0	0.0096	0	0	0.61
207	0.89	3.9e-05	0.0078	0.058	0	0.045	0	0.00094	0	0	0.61
208	0.99	3.2e-05	0.0037	0.0018	0	0	0	0	0	0	0.61
209	0.95	3.4e-05	0.0081	0.037	0	0.0066	0	4.2e-05	0	0	0.61
210	0.97	4.8e-05	0.0055	0.018	0	0.0024	0	0.00036	0	0	0.61
211	0.98	0.00012	0	0	0	0	0	0.018	0	0	0.61
212	1	3.5e-05	0.0034	0.0015	0	0	0	0	0	0	0.61
213	1	0.00014	0	0	0	0	0	1e-05	0	0	0.61
214	0.99	7.6e-05	0.0022	0.002	0	2.9e-05	0	0.0014	0	0	0.61
215	0	0	0	0	0	0	1	0	7.7e-06	6	0.043
216	0.97	7.4e-05	0.0033	0.0084	0	0.0014	0	0.017	0	0	0.61
217	0	0	0	0	0	0	1	0	0.00026	6	0.043
218	1.4e-05	0	2.6e-05	0.018	0	0.98	0	0	0	5	0.39
219	0	0	0	0	0.8	0	0.18	0	0.016	4	0
220	0.99	2.7e-05	0.0051	0.0034	0	4.9e-06	0	0	0	0	0.61
221	0.63	1.2e-05	0.015	0.2	0	0.16	0	0	0	0	0.61
222	0.99	2.5e-05	0.0047	0.0023	0	0	0	0	0	0	0.61
223	0.95	4.8e-05	0.0062	0.03	0	0.011	0	0.0013	0	0	0.61
224	0.99	7.5e-05	0.0025	0.0032	0	9.9e-05	0	0.003	0	0	0.61
225	1	8.4e-05	0	0	0	0	0	0.00012	0	0	0.61
226	0.91	4.7e-05	0.0066	0.044	0	0.034	0	0.0038	3.6e-06	0	0.61
227	1	8.1e-05	0.0015	0.00066	0	0	0	0.00039	0	0	0.61
228	0.94	0.00016	0	0	0	0	0	0.056	0	0	0.61
229	1	0.00011	0	0	0	0	0	2.6e-05	0	0	0.61
230	0.98	7.2e-05	0.0034	0.0082	0	0.0011	0	0.011	0	0	0.61
231	0.78	2.8e-05	0.0094	0.096	0	0.11	0	0.00025	7.9e-06	0	0.61
232	0.94	2.1e-05	0.012	0.045	0	0.0027	0	0	0	0	0.61
233	0.78	0.00017	0.00027	3e-05	0	0	0	0.22	0	0	0.61
234	1	7.3e-05	0.0019	0.0011	0	5.1e-06	0	0.00029	0	0	0.61
235	0.99	5.8e-05	0.0038	0.0073	0	0.0004	0	0.00059	0	0	0.61
236	0.074	0	0.027	0.83	0	0.073	0	0	0	3	0.47
237	0.96	2.3e-05	0.01	0.032	0	0.0014	0	0	0	0	0.61
238	0.99	2.2e-05	0.0044	0.0013	0	0	0	0	0	0	0.61
239	0	0	0	0	0.99	0	0.0054	0	0	4	0
240	0.93	5e-06	0.029	0.042	0	2.7e-05	0	0	0	0	0.61
241	0	0	0	0	0.85	0	0.14	0	0.0073	4	0
242	0	0	0	0	0	0	1	0	4.9e-05	6	0.043
243	1	1.5e-05	0.0037	0.00031	0	0	0	0	0	0	0.61
244	0.94	2.3e-05	0.011	0.046	0	0.0035	0	0	0	0	0.61
245	0.98	6.5e-05	0.0037	0.0088	0	0.00095	0	0.0033	0	0	0.61
246	0.91	3.1e-05	0.0095	0.062	0	0.023	0	5e-05	0	0	0.61
247	3.8e-06	0	9.7e-05	0.15	0	0.85	0	0	0	5	0.39
248	0.94	0.00012	0.0011	0.00064	0	7.3e-06	0	0.053	0	0	0.61
249	0.99	7.8e-05	0.0023	0.0025	0	6e-05	0	0.0028	0	0	0.61
250	1	0.00015	0	0	0	0	0	2.8e-05	0	0	0.61
251	0	0	0	0	0	0	1	0	0	6	0.043
252	0.94	2.4e-05	0.01	0.042	0	0.0034	0	1e-06	0	0	0.61
253	0.16	0.00018	0	0	0	0	0	0.84	0	7	0.87
254	0.83	2.7e-05	0.01	0.093	0	0.068	0	6.5e-05	0	0	0.61
255	9.5e-05	0	4.5e-05	0.014	0	0.83	0	0	0.16	5	0.39
256	0	0	0	0.00015	0	1	0	0	0	5	0.39
257	0	0	0	0	0	0	1	0	0.00033	6	0.043
258	0.99	6.5e-05	0.0084	0.0058	0	7e-06	0	0	0	0	0.61
259	0.68	5.6e-05	0.015	0.16	0	0.14	2.4e-06	0.0019	0.0032	0	0.61
260	0.18	3.8e-06	0.019	0.48	0	0.32	0	0	0	3	0.47
261	4.2e-06	0	0	2.3e-05	0.65	0.00018	0.27	0	0.084	4	0
262	0	0	0	0	0	0	1	0	4.1e-05	6	0.043
263	0.96	1.8e-05	0.012	0.029	0	0.00046	0	0	0	0	0.61
264	0	0	0	0	0.96	0	0.043	0	0.00015	4	0
265	0	0	0	0	0	0	0.98	0	0.017	6	0.043
266	0.99	0.00012	0.0051	0.0038	0	1.3e-05	0	8.5e-05	0	0	0.61
267	0.42	8.2e-06	0.036	0.48	0	0.07	0	0	0	3	0.47
268	0.91	9.5e-05	0.012	0.058	0	0.012	0	0.0033	0	0	0.61
269	0	0	0	0	0.94	0	0.061	0	0.0004	4	0
270	0.94	9.5e-05	0.011	0.043	0	0.0049	0	0.0014	0	0	0.61
271	0	0	0	0	1	0	9.4e-05	0	0	4	0
272	0.91	2.5e-05	0.028	0.06	0	0.00025	0	0	0	0	0.61
273	0.97	2.2e-05	0.0092	0.019	0	0.00027	0	0	0	0	0.61
274	1	0.00011	0.00053	3.1e-05	0	0	0	4.2e-05	0	0	0.61
275	0.93	8.5e-05	0.012	0.048	0	0.0048	0	0.00047	0	0	0.61
276	0.03	0	0.005	0.26	0	0.71	0	0	1.9e-05	5	0.39
277	0.75	8.8e-06	0.024	0.2	0	0.025	0	0	0	0	0.61
278	0.77	1.7e-05	0.015	0.14	0	0.066	0	1.2e-06	0	0	0.61
279	0.96	5.6e-05	0.0053	0.023	0	0.008	0	0.0042	0	0	0.61
280	0.76	1.3e-05	0.018	0.17	0	0.052	0	0	0	0	0.61
281	0.96	5.2e-05	0.0055	0.023	0	0.0063	0	0.0018	0	0	0.61
282	0.78	6.6e-06	0.029	0.18	0	0.0067	0	0	0	0	0.61
283	0.86	1.3e-05	0.019	0.11	0	0.0087	0	0	0	0	0.61
284	0.99	8.5e-05	0.0021	0.0022	0	6e-05	0	0.0072	0	0	0.61
285	1	6.5e-05	0	0	0	0	0	0.0035	0	0	0.61
286	0.98	1.8e-05	0.0082	0.0079	0	1.4e-05	0	0	0	0	0.61
287	0.75	2.5e-05	0.01	0.11	0	0.13	0	0.00012	3e-06	0	0.61
288	1	0.00018	0	0	0	0	0	0.0014	0	0	0.61
289	0	0	0	0	0.97	0	0.027	0	3.4e-05	4	0
290	0.98	7.3e-05	0.0032	0.0066	0	0.00066	0	0.0086	0	0	0.61
291	0.97	5.9e-05	0.0049	0.019	0	0.0057	0	0.0052	0	0	0.61
292	0.34	7.2e-06	0.0091	0.19	0	0.46	0	2.8e-06	5.1e-05	5	0.39
293	1	5.6e-05	0	0	0	0	0	4.3e-05	0	0	0.61
294	0.058	0	0.0047	0.21	0	0.73	0	0	0	5	0.39
295	0.00043	0	0	0	0	0	0	1	0	7	0.87
296	0.98	3.1e-05	0	0	0	0	0	0.017	0	0	0.61
297	0.97	5.5e-05	0.0049	0.017	0	0.0034	0	0.0019	0	0	0.61
298	1	0.00011	0	0	0	0	0	0.00036	0	0	0.61
299	0.98	0.00011	0	0	0	0	0	0.023	0	0	0.61
300	1	9.3e-05	0.0013	0.00055	0	0	0	0.0014	0	0	0.61
301	1	4.8e-05	0.0012	9.7e-05	0	0	0	0	0	0	0.61
302	0.98	3.9e-05	0.0058	0.013	0	0.00057	0	2e-05	0	0	0.61
303	0.98	0	0.0068	0.016	0	0.002	0	0	0	0	0.61
304	1	0	0.0036	8e-05	0	0	0	0	0	0	0.61
305	0	0	0	0	0	0	0	1	1.3e-06	7	0.87
306	0	0	0	0	0	0.024	0	0.93	0.044	7	0.87
307	0	0	0	0	0	0.0037	0	1	0	7	0.87
308	0	0	0	0	0	0	0	1	0	7	0.87
309	0	0	0	0	0	0	0	1	0	7	0.87
310	0	0	0	0	0	1	0	0	0	5	0.39
311	0	0	0	0	0	0	0	1	0	7	0.87
312	0	0	0	0	0	0	0	0.77	0.23	7	0.87
313	0	0	0	0	0	0	0	0.68	0.32	7	0.87
314	0	0	0	0	0	0	0	0.97	0.029	7	0.87
315	0.85	0	0.023	0.11	0	0.012	0	0	0	0	0.61
316	0.0011	0	0.0039	0.66	0	0.34	0	0	0	3	0.47
317	0.9	0	0.027	0.072	0	0.0011	0	0	0	0	0.61
318	0.99	0	0.0046	0.0011	0	0	0	0	0	0	0.61
319	0.99	0	0.0048	0.0062	0	0.00024	0	0	0	0	0.61
320	1	0	0.002	0.00018	0	0	0	0	0	0	0.61
321	1	0	0.003	0.00019	0	0	0	0	0	0	0.61
322	0.82	2e-05	0.036	0.14	0	0.0019	0	0	0	0	0.61
323	0.96	0	0.01	0.028	0	0.0029	0	0	0	0	0.61
324	1	0	0.00037	3.7e-06	0	0	0	0	0	0	0.61
325	0.92	0	0.041	0.041	0	1.6e-05	0	0	0	0	0.61
326	1	0	0.0022	0.00032	0	0	0	0	0	0	0.61
327	0.97	0	0.0091	0.022	0	0.0019	0	0	0	0	0.61
328	0.99	0	0.0054	0.0023	0	2.7e-06	0	0	0	0	0.61
329	0.99	0	0.0044	0.0068	0	0.00055	0	0	0	0	0.61
330	0.99	0	0.013	0.0017	0	0	0	0	0	0	0.61
331	0.97	0	0.012	0.016	0	0.00016	0	0	0	0	0.61
332	1	0	0.0007	3.1e-05	0	0	0	0	0	0	0.61
333	0.91	0	0.02	0.063	0	0.0027	0	0	0	0	0.61
334	1	7.7e-05	0	0	0	0	0	0.001	0	0	0.61
335	1	2e-05	0	0	0	0	0	0	0	0	0.61
336	0.91	0	0.015	0.066	0	0.012	0	1.1e-06	0	0	0.61
337	0.96	0	0.029	0.0069	0	0	0	0	0	0	0.61
338	0.97	0	0.0083	0.02	0	0.0019	0	0	0	0	0.61
339	0.89	1.5e-05	0	0	0.093	0	0.014	0	0.00054	0	0.61
340	1	2.6e-05	0	0	0	0	0	0	0	0	0.61
341	0.99	0	0.0059	0.0062	0	8.9e-05	0	0	0	0	0.61
342	1	7.6e-05	0	0	0	0	0	0	0	0	0.61
343	0	0	0	0	1	0	6.7e-06	0	0	4	0
344	0.53	4.6e-06	0.068	0.4	0	0.0028	0	0	0	0	0.61
345	0.94	0	0.013	0.042	0	0.0036	0	0	0	0	0.61
346	0.98	0	0.0092	0.01	0	9.2e-05	0	0	0	0	0.61
347	0.88	0	0.017	0.085	0	0.018	0	2.1e-06	0	0	0.61
348	0.89	0	0.016	0.076	0	0.016	0	2e-06	0	0	0.61
349	1	0	0.0012	4.8e-05	0	0	0	0	0	0	0.61
350	0.85	0	0.033	0.11	0	0.0025	0	0	0	0	0.61
351	0.99	0	0.0071	0.002	0	0	0	0	0	0	0.61
352	0.17	0	0.045	0.73	0	0.057	0	0	0	3	0.47
353	1	0	0.0012	0.00011	0	0	0	0	0	0	0.61
354	1	0	0.00079	6.5e-06	0	0	0	0	0	0	0.61
355	1	0	0.00039	1.6e-06	0	0	0	0	0	0	0.61
356	1	0	0.0026	0.0004	0	0	0	0	0	0	0.61
357	0.99	0	0.0048	0.009	0	0.001	0	0	0	0	0.61
358	0.97	0	0.011	0.015	0	0.00016	0	0	0	0	0.61
359	0.49	0	0.065	0.44	0	0.0084	0	0	0	0	0.61
360	0.91	0	0.033	0.053	0	0.00013	0	0	0	0	0.61
361	0.71	0	0.045	0.24	0	0.0078	0	0	0	0	0.61
362	0	3.5e-06	0	0	0	0	0.0032	1.5e-06	1	8	0.13
363	0.99	0	0.0037	0.0027	0	3.3e-05	0	0	0	0	0.61
364	0.98	0.00013	0	0	0	0	0	0.018	0	0	0.61
365	1	0	0.0033	0.0014	0	3.7e-06	0	0	0	0	0.61
366	0.13	0	0.021	0.53	0	0.33	0	1.2e-05	0	3	0.47
367	0.98	0	0.0097	0.0072	0	1.6e-05	0	0	0	0	0.61
368	0.99	0	0.0042	0.0033	0	3.7e-05	0	0	0	0	0.61
369	0.93	0	0.024	0.044	0	0.00028	0	0	0	0	0.61
370	0.0026	0	0.00068	0.059	0	0.71	0	0.22	0.0016	5	0.39
371	0.35	0	0.025	0.39	0	0.24	0	5.2e-05	0	3	0.47
372	0.33	0	0.016	0.26	0	0.39	0	0.0049	0	5	0.39
