SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0
27	0.99	0.0023	4.4e-06	0.0052	0.0011	1.1e-05	0	0	0.0001	0	0	0.61
28	0.52	0.012	0.3	0.00053	0.17	2.1e-06	0	0	1.3e-05	1.3e-05	0	0.61
29	0.41	0.011	0.39	0.00032	0.19	1.5e-06	0	0	4.1e-06	1.6e-05	0	0.61
30	0.99	0.0039	1.6e-05	0.0021	0.003	7.1e-06	0	0	4.4e-06	0	0	0.61
31	0.95	0.00014	0	0.049	1.8e-06	3.8e-05	0	0	0.0044	0	0	0.61
32	0.57	0.026	0.12	0.00074	0.29	3.9e-06	0	0	2.1e-06	0	0	0.61
33	0.96	0.0074	0.00073	0.014	0.015	2.2e-05	0	0	0.007	0	0	0.61
34	0.99	0.006	0	0.0026	0.0019	1.2e-05	0	0	0	0	0	0.61
35	0.32	0.049	0.04	2.2e-05	0.6	0	0	0	0	0	4	0.47
36	0.064	0.0083	0.63	2.6e-05	0.3	0	0	0	0	2.5e-05	2	0.39
37	3.7e-06	1.8e-05	0.98	0	0.016	0	0	0	0	0.00056	2	0.39
38	0.98	0.0026	0	0.015	0.00061	2.7e-05	0	0	0.00022	0	0	0.61
39	0	0	0	0	0	0	0	0.29	0	0.71	9	0.13
40	1.9e-05	7.2e-05	0.96	0	0.04	0	0	0	0	0	2	0.39
41	0.96	0.0093	0.00069	0.008	0.019	1.7e-05	0	0	0.00064	0	0	0.61
42	0	0	7.1e-06	0	0	0	0	4e-05	0	1	9	0.13
43	0.58	0.025	0.12	0.00091	0.27	4.4e-06	0	0	4.7e-06	0	0	0.61
44	8.4e-06	0	0.00027	0	3.9e-05	0	0.64	0.27	0	0.092	6	0
45	0.91	0.0088	0.0052	0.015	0.03	2.1e-05	0	0	0.032	0	0	0.61
46	0.68	0.05	0.0051	0.0001	0.27	2e-06	0	0	0	0	0	0.61
47	0.76	0.055	0.00099	7.1e-05	0.19	1.8e-06	0	0	0	0	0	0.61
48	0.92	0.0096	0.0052	0.013	0.033	1.9e-05	0	0	0.015	0	0	0.61
49	0.014	0.0068	0.54	0	0.44	0	0	0	0	0	2	0.39
50	0	0	0	0	0	0	0	4.6e-05	0	1	9	0.13
51	0.87	0.0042	0.00021	0.026	0.0057	2.8e-05	0	0	0.096	0	0	0.61
52	0.041	0.04	0.0081	0	0.91	0	0	0	0	0	4	0.47
53	0.92	0.033	9.6e-05	0.0002	0.052	3.4e-06	0	0	0	0	0	0.61
54	0	0	0	0	0	0	0	0	0	1	9	0.13
55	0.19	0.035	0.12	1.4e-05	0.66	0	0	0	0	0	4	0.47
56	0.98	0.017	0	0.00018	0.0053	3.9e-06	0	0	0	0	0	0.61
57	0.39	0.036	0.093	0.00011	0.48	1.4e-06	0	0	0	0	4	0.47
58	0	0	0	0	0	0	1	1.9e-05	0	0	6	0
59	0.85	0.022	0.012	0.0018	0.11	7.8e-06	0	0	6.9e-06	0	0	0.61
60	0.89	0.019	0.0078	0.0025	0.085	9.2e-06	0	0	1.7e-05	0	0	0.61
61	0.74	0.015	0.1	0.00063	0.14	2.9e-06	0	0	4.3e-06	0	0	0.61
62	0.92	0.0067	0.0013	0.018	0.015	2.4e-05	0	0	0.042	0	0	0.61
63	0	0	0	0	0	0	0	1	0	0	7	0.043
64	0	0	0.00036	0	2.3e-06	0	0	0.00056	0	1	9	0.13
65	0	0	0	0	0	0	0	0	0	1	9	0.13
66	0.73	0.015	0.1	0.00054	0.16	2.7e-06	0	0	2.4e-06	0	0	0.61
67	0	0	0	0	0	0	0.85	0.14	0	0.0068	6	0
68	0	0	0	0	0	0	0	1	0	0.0014	7	0.043
69	0.083	0.025	0.18	2.9e-06	0.71	0	0	0	0	0	4	0.47
70	0.99	0.0029	0	0.01	0.00062	2.3e-05	0	0	2.9e-05	0	0	0.61
71	0.47	0.058	0.013	3.4e-05	0.46	0	0	0	0	0	0	0.61
72	0	0	0	0	0	0	0	0	0	1	9	0.13
73	0.49	0.045	0.032	9.1e-05	0.43	1.5e-06	0	0	0	0	0	0.61
74	0.99	0.0012	0	0.011	0.00035	1.6e-05	0	0	0.0013	0	0	0.61
75	0.88	0.019	0.007	0.00027	0.093	2.3e-06	0	0	0	0	0	0.61
76	1.7e-06	1.5e-06	0.017	0	0.00045	0	0	0.00017	0	0.98	9	0.13
77	0	0	7.4e-06	0	0	0	0	0.0018	0	1	9	0.13
78	0	0	0	0	0	0	0	0.03	0	0.97	9	0.13
79	0.26	0.044	0.06	1.6e-05	0.64	0	0	0	0	0	4	0.47
80	0	0	0	0	0	0	0	0.0086	0	0.99	9	0.13
81	0.98	0.0026	0	0.02	0.00078	3e-05	0	0	0.0012	0	0	0.61
82	0.82	0.054	0.00026	6.2e-05	0.13	1.9e-06	0	0	0	0	0	0.61
83	0	0	0.0002	0	1.8e-06	0	0	0.0067	0	0.99	9	0.13
84	0.95	0.021	7e-05	0.00059	0.027	5.7e-06	0	0	0	0	0	0.61
85	0.91	0.0026	1e-05	0.034	0.0015	3.4e-05	0	0	0.053	0	0	0.61
86	0.97	0.0014	0	0.026	0.00015	3.7e-05	0	0	0.00063	0	0	0.61
87	0.91	0.021	0.0016	0.0013	0.064	7.3e-06	0	0	0	0	0	0.61
88	0	0	0	0	0	0	0	0	0	1	9	0.13
89	0	0	0	0	0	0	0	0	0	1	9	0.13
90	0.084	0	0	0.63	0	7.8e-05	0	0	0.28	0	3	0.7
91	0.98	0.0031	1.9e-06	0.016	0.0012	2.7e-05	0	0	0.00071	0	0	0.61
92	0	0	0	0	0	0	0	0	0	1	9	0.13
93	0.96	0.0072	0.00039	0.012	0.012	2.1e-05	0	0	0.0033	0	0	0.61
94	0.9	0.028	0.00077	0.00052	0.073	4.9e-06	0	0	0	0	0	0.61
95	0	0	0	0	0	0	0	0.14	0	0.86	9	0.13
96	0.93	0.022	0.00039	0.00084	0.045	6.3e-06	0	0	0	0	0	0.61
97	0.99	0.0048	0	0.0023	0.00084	1.2e-05	0	0	0	0	0	0.61
98	0	0	0	0	0	0	0	0.00022	0	1	9	0.13
99	0.16	0.017	0.41	7.2e-05	0.41	0	0	0	0	0	4	0.47
100	0.43	0.042	0.053	8.3e-05	0.47	1.3e-06	0	0	0	0	4	0.47
101	0.99	0	0	0.0064	0	1.6e-05	0	0	0.00015	0	0	0.61
102	0.92	9.5e-05	0	0.083	0	8.4e-05	0	0	4.5e-05	0	0	0.61
103	0	0	0	0	0	0	0	1.6e-06	0	1	9	0.13
104	0	0	0.00057	0	2.2e-05	0	0	0.18	0	0.82	9	0.13
105	0.9	0.023	0.0021	0.0012	0.074	6.9e-06	0	0	0	0	0	0.61
106	0.93	0.012	0.005	0.0078	0.042	1.6e-05	0	0	0.0017	0	0	0.61
107	0.84	0.048	0.00016	8.9e-06	0.11	0	0	0	0	0	0	0.61
108	0.007	0.0029	0.76	0	0.23	0	0	0	0	0	2	0.39
109	0	0	0	0	0	0	0	1.2e-06	0	1	9	0.13
110	0	0	1	0	0.00017	0	0	0	0	0	2	0.39
111	0.93	0.025	0.0002	0.00049	0.045	5.1e-06	0	0	0	0	0	0.61
112	0.89	0.016	0.013	0.0042	0.081	1.1e-05	0	0	0.00023	0	0	0.61
113	0.95	0.0087	0.0071	0.002	0.036	5.8e-06	0	0	6.1e-05	0	0	0.61
114	0.95	0.00086	0	0.049	6.1e-05	4.9e-05	0	0	0.0051	0	0	0.61
115	0.78	7e-05	0	0.21	0	0.00011	0	0	0.015	0	0	0.61
116	0.064	6.5e-06	0	0.048	0	1.3e-05	0	0	0.89	0	8	0.87
117	0.81	0.035	0.0043	0.00039	0.15	3.9e-06	0	0	0	0	0	0.61
118	0.16	0.028	0.19	1.7e-05	0.62	0	0	0	0	0	4	0.47
119	0.99	0.0064	0	0.0013	0.0013	9.5e-06	0	0	0	0	0	0.61
120	0.15	2.9e-05	0	0.066	0	2.3e-05	0	0	0.78	0	8	0.87
121	0.13	0.11	0.00063	0	0.76	0	0	0	0	0	4	0.47
122	0.68	0.045	0.0084	0.00016	0.27	2.3e-06	0	0	0	0	0	0.61
123	0	0	0	0	0	0	1	0	0	0	6	0
124	0.79	0.024	0.02	0.00016	0.17	1.7e-06	0	0	0	0	0	0.61
125	0	0	0.00091	0	4.2e-05	0	0	0.16	0	0.84	9	0.13
126	0.93	0.0015	0	0.043	0.00033	4.2e-05	0	0	0.024	0	0	0.61
127	0	0	0	0	0	0	0	0	1	5.1e-05	8	0.87
128	0	0	0	0	0	0	0	0	1	0.0021	8	0.87
129	0	0	0	0	0	0	1	0.00023	0	0	6	0
130	0	0	2e-05	0	0	0	0	0	0	1	9	0.13
131	0.97	0.0088	0.00044	0.0081	0.016	1.7e-05	0	0	0.00054	0	0	0.61
132	0.98	0.014	0	0.00023	0.0038	4.4e-06	0	0	0	0	0	0.61
133	7.6e-06	1.4e-06	0.0012	0	0.0001	0	0	0.41	0	0.59	9	0.13
134	0.99	0.0079	0	0.001	0.002	8.4e-06	0	0	0	0	0	0.61
135	0	0	0.00019	0	0	0	0	1.5e-05	0	1	9	0.13
136	0.94	0.012	0.0027	0.0067	0.035	1.5e-05	0	0	0.00063	0	0	0.61
137	0.97	0.007	0.00034	0.012	0.011	2.1e-05	0	0	0.0031	0	0	0.61
138	0.0013	0	0	0.0046	0	0	0	0	0.99	0	8	0.87
139	0	0	0	0	0	0	0	0	0	1	9	0.13
140	1.6e-05	9.1e-06	0.04	0	0.0017	0	0	0.00028	0	0.96	9	0.13
141	0	0	0	0	0	0	0	0.027	0	0.97	9	0.13
142	0	0	0	0	0	0	0.97	0.028	0	3.8e-05	6	0
143	0.96	0.017	8.7e-05	0.00095	0.024	7e-06	0	0	0	0	0	0.61
144	0	0	0	0	0	0	1	0.0036	0	0	6	0
145	0.94	0.03	1.5e-05	0.00014	0.029	3.1e-06	0	0	0	0	0	0.61
146	0.5	0.07	0.0043	1.8e-05	0.43	0	0	0	0	0	0	0.61
147	0.0083	0.015	0.091	0	0.89	0	0	0	0	0	4	0.47
148	0.79	0.072	0.0001	2.1e-05	0.14	1.2e-06	0	0	0	0	0	0.61
149	0.88	0.042	0.00014	0.00011	0.077	2.6e-06	0	0	0	0	0	0.61
150	0.88	0.00097	4.1e-06	0.024	0.00043	2e-05	0	0	0.097	0	0	0.61
151	0.72	0.023	0.062	0.0017	0.19	6.5e-06	0	0	2e-05	0	0	0.61
152	0.37	0.029	0.17	0.00019	0.43	1.7e-06	0	0	0	0	4	0.47
153	0.58	0.025	0.12	0.00091	0.27	4.4e-06	0	0	4.7e-06	0	0	0.61
154	0	0	0	0	0	0	0.84	0.15	0	0.0086	6	0
155	0.034	9.6e-06	0	0.015	0	4.7e-06	0	0	0.95	0	8	0.87
156	0	0	5.9e-05	0	0	0	0	0.0096	0	0.99	9	0.13
157	0	0	0	0	0	0	0	0	0	1	9	0.13
158	0	0	0	0	0	0	0	0.0056	0	0.99	9	0.13
159	0.86	0.021	0.012	0.0021	0.11	8.3e-06	0	0	1.2e-05	0	0	0.61
160	0.5	0.087	0.0013	7.4e-06	0.41	0	0	0	0	0	0	0.61
161	0.97	0.011	0.00012	0.003	0.015	1.2e-05	0	0	3.6e-06	0	0	0.61
162	0	0	3.8e-05	0	0	0	0	0.0011	0	1	9	0.13
163	0.12	0.05	0.023	1e-06	0.8	0	0	0	0	0	4	0.47
164	0.98	0.012	7.7e-06	0.0011	0.0083	8e-06	0	0	0	0	0	0.61
165	0.27	0.021	0.32	0.00018	0.39	1.3e-06	0	0	0	0	4	0.47
166	0	0	0	0	0	0	0	0	0	1	9	0.13
167	0.98	0.0046	6.1e-06	0.0098	0.0025	2.1e-05	0	0	0.00014	0	0	0.61
168	0	0	0.0024	0	2e-05	0	0	6.8e-05	0	1	9	0.13
169	0	0	0	0	0	0	0	0.1	0	0.9	9	0.13
170	0	0	0	0	0	0	0	0.019	0	0.98	9	0.13
171	0	0	0	0	0	0	0	0	0	1	9	0.13
172	0.91	0.05	3.5e-06	2.6e-05	0.037	1.5e-06	0	0	0	0	0	0.61
173	0.95	0.0082	0.0016	0.013	0.02	2.1e-05	0	0	0.0093	0	0	0.61
174	0.011	0.0089	0.38	0	0.6	0	0	0	0	0	4	0.47
175	0.099	0.042	0.041	0	0.82	0	0	0	0	0	4	0.47
176	0.95	0.015	0.0007	0.0025	0.034	1e-05	0	0	4.2e-06	0	0	0.61
177	0.014	0.0059	0.61	0	0.37	0	0	0	0	0	2	0.39
178	0.17	0.059	0.015	1.6e-06	0.76	0	0	0	0	0	4	0.47
179	0.35	0.033	0.13	0.00011	0.48	1.3e-06	0	0	0	0	4	0.47
180	0.45	0.032	0.11	0.00022	0.41	2e-06	0	0	0	0	0	0.61
181	0.66	0.084	0.00039	1.3e-05	0.26	0	0	0	0	0	0	0.61
182	0	0	0.085	0	0.00065	0	0	0	0	0.91	9	0.13
183	0.93	0.036	1.4e-05	9.2e-05	0.035	2.6e-06	0	0	0	0	0	0.61
184	0	0	0	0	0	0	0	0.0032	0	1	9	0.13
185	0.45	0.059	0.012	2.7e-05	0.48	0	0	0	0	0	4	0.47
186	0.98	0.00074	0	0.016	1.4e-05	3.5e-05	0	0	3e-06	0	0	0.61
187	0	0	0	0	0	0	0	0	0	1	9	0.13
188	0.67	0.06	0.0022	5.1e-05	0.26	1.5e-06	0	0	0	0	0	0.61
189	0	0	0	0	0	0	0	0.0006	0	1	9	0.13
190	0	0	0.001	0	2.6e-06	0	0	2.3e-05	0	1	9	0.13
191	0.98	0.0027	0.00015	0.0095	0.0034	1.3e-05	0	0	0.0073	0	0	0.61
192	0.88	0.0016	7.1e-05	0.017	0.0016	1.6e-05	0	0	0.099	0	0	0.61
193	0.82	0.01	0.081	0.0018	0.087	4.9e-06	0	0	0.00021	0	0	0.61
194	0.92	0.0085	0.019	0.0026	0.045	6.4e-06	0	0	0.00036	0	0	0.61
195	0.38	0	0	0.036	0	2.2e-05	0	0	0.58	0	8	0.87
196	0.0064	0.003	0.71	0	0.29	0	0	0	0	0	2	0.39
197	0.39	0.043	0.034	5.9e-06	0.53	0	0	0	0	0	4	0.47
198	0.98	0	0	0.014	0	2.4e-05	0	0	0.001	0	0	0.61
199	0.85	0.022	0.0091	0.00018	0.12	1.9e-06	0	0	0	0	0	0.61
200	0.99	0.0025	1.2e-05	0.0057	0.0016	1.1e-05	0	0	0.00024	0	0	0.61
201	0.95	0.0036	0.0016	0.0093	0.0087	1.2e-05	0	0	0.022	0	0	0.61
202	0.78	0.011	0.11	0.0016	0.098	4.5e-06	0	0	0.0002	3.9e-06	0	0.61
203	0.91	0.011	0.017	0.0012	0.063	4.5e-06	0	0	1.4e-05	0	0	0.61
204	0.67	0	0	0.033	0	2.7e-05	0	0	0.3	0	0	0.61
205	0	0	0	0	0	0	1	0.00027	0	0	6	0
206	0.97	0.0038	0.0013	0.0079	0.0088	1.1e-05	0	0	0.0093	0	0	0.61
207	0.88	0.0086	0.045	0.0029	0.058	6.4e-06	0	0	0.00091	0	0	0.61
208	0.99	0.0041	0	0.00096	0.0018	5.3e-06	0	0	0	0	0	0.61
209	0.95	0.0089	0.0067	0.0018	0.037	5.6e-06	0	0	4.1e-05	0	0	0.61
210	0.97	0.0061	0.0024	0.0034	0.018	7.8e-06	0	0	0.00035	0	0	0.61
211	0.97	0	0	0.013	0	2e-05	0	0	0.017	0	0	0.61
212	0.99	0.0038	0	0.0012	0.0016	5.7e-06	0	0	0	0	0	0.61
213	0.99	0	0	0.01	0	2.3e-05	0	0	1e-05	0	0	0.61
214	0.99	0.0024	2.9e-05	0.0077	0.002	1.2e-05	0	0	0.0013	0	0	0.61
215	0	0	0	0	0	0	0	1	0	7.6e-06	7	0.043
216	0.96	0.0036	0.0014	0.009	0.0084	1.2e-05	0	0	0.017	0	0	0.61
217	0	0	0	0	0	0	0	1	0	0.00026	7	0.043
218	1.4e-05	2.8e-05	0.98	0	0.018	0	0	0	0	0	2	0.39
219	0	0	0	0	0	0	0.81	0.18	0	0.016	6	0
220	0.99	0.0056	4.9e-06	0.00067	0.0034	4.4e-06	0	0	0	0	0	0.61
221	0.62	0.016	0.16	0.00036	0.2	2e-06	0	0	0	0	0	0.61
222	0.99	0.0052	0	0.00054	0.0023	4.1e-06	0	0	0	0	0	0.61
223	0.95	0.0069	0.011	0.0038	0.03	7.8e-06	0	0	0.0013	0	0	0.61
224	0.98	0.0028	9.9e-05	0.008	0.0032	1.2e-05	0	0	0.0029	0	0	0.61
225	0.99	0	0	0.0049	0	1.4e-05	0	0	0.00012	0	0	0.61
226	0.91	0.0072	0.034	0.0042	0.044	7.7e-06	0	0	0.0037	3.5e-06	0	0.61
227	0.99	0.0017	0	0.0077	0.00066	1.3e-05	0	0	0.00038	0	0	0.61
228	0.93	0	0	0.021	0	2.5e-05	0	0	0.053	0	0	0.61
229	0.99	0	0	0.0066	0	1.7e-05	0	0	2.6e-05	0	0	0.61
230	0.97	0.0037	0.0011	0.0083	0.0082	1.2e-05	0	0	0.011	0	0	0.61
231	0.78	0.01	0.12	0.0017	0.097	4.6e-06	0	0	0.00024	7.8e-06	0	0.61
232	0.94	0.013	0.0028	0.00059	0.045	3.5e-06	0	0	0	0	0	0.61
233	0.74	0.00029	0	0.045	2.9e-05	2.7e-05	0	0	0.21	0	0	0.61
234	0.99	0.0021	5.1e-06	0.0065	0.0011	1.2e-05	0	0	0.00028	0	0	0.61
235	0.98	0.0042	0.0004	0.0047	0.0073	9.4e-06	0	0	0.00058	0	0	0.61
236	0.073	0.029	0.073	0	0.82	0	0	0	0	0	4	0.47
237	0.95	0.011	0.0014	0.00068	0.032	3.8e-06	0	0	0	0	0	0.61
238	0.99	0.0049	0	0.00036	0.0013	3.6e-06	0	0	0	0	0	0.61
239	0	0	0	0	0	0	0.99	0.0053	0	0	6	0
240	0.93	0.031	2.7e-05	1.8e-05	0.042	0	0	0	0	0	0	0.61
241	0	0	0	0	0	0	0.85	0.14	0	0.0071	6	0
242	0	0	0	0	0	0	0	1	0	4.9e-05	7	0.043
243	1	0.0041	0	0.00011	0.00031	2.4e-06	0	0	0	0	0	0.61
244	0.94	0.012	0.0035	0.0007	0.046	3.7e-06	0	0	0	0	0	0.61
245	0.98	0.0041	0.00095	0.0064	0.0089	1e-05	0	0	0.0032	0	0	0.61
246	0.9	0.011	0.023	0.0016	0.062	5e-06	0	0	4.9e-05	0	0	0.61
247	3.7e-06	0.00011	0.85	0	0.15	0	0	0	0	0	2	0.39
248	0.93	0.0012	7.2e-06	0.02	0.00063	1.9e-05	0	0	0.051	0	0	0.61
249	0.98	0.0026	6e-05	0.0084	0.0025	1.3e-05	0	0	0.0027	0	0	0.61
250	0.99	0	0	0.011	0	2.4e-05	0	0	2.7e-05	0	0	0.61
251	0	0	0	0	0	0	0	1	0	0	7	0.043
252	0.94	0.012	0.0034	0.0008	0.042	4e-06	0	0	1e-06	0	0	0.61
253	0.15	0	0	0.093	0	2.7e-05	0	0	0.76	0	8	0.87
254	0.83	0.011	0.068	0.0014	0.093	4.4e-06	0	0	6.4e-05	0	0	0.61
255	9.5e-05	4.9e-05	0.83	0	0.014	0	0	0	0	0.15	2	0.39
256	0	0	1	0	0.00015	0	0	0	0	0	2	0.39
257	0	0	0	0	0	0	0	1	0	0.00032	7	0.043
258	0.98	0.0093	7e-06	0.002	0.0059	1.1e-05	0	0	0	0	0	0.61
259	0.67	0.016	0.14	0.004	0.16	9.1e-06	0	2.3e-06	0.0018	0.0031	0	0.61
260	0.18	0.021	0.32	5.3e-05	0.48	0	0	0	0	0	4	0.47
261	4.1e-06	0	0.00018	0	2.3e-05	0	0.65	0.26	0	0.082	6	0
262	0	0	0	0	0	0	0	1	0	4e-05	7	0.043
263	0.96	0.013	0.00046	0.00037	0.029	3e-06	0	0	0	0	0	0.61
264	0	0	0	0	0	0	0.96	0.042	0	0.00014	6	0
265	0	0	0	0	0	0	0	0.98	0	0.017	7	0.043
266	0.98	0.0056	1.3e-05	0.008	0.0038	1.9e-05	0	0	8.2e-05	0	0	0.61
267	0.41	0.039	0.07	9.5e-05	0.48	1.3e-06	0	0	0	0	4	0.47
268	0.91	0.013	0.012	0.0079	0.058	1.5e-05	0	0	0.0032	0	0	0.61
269	0	0	0	0	0	0	0.94	0.059	0	0.00039	6	0
270	0.93	0.012	0.0049	0.0073	0.043	1.5e-05	0	0	0.0013	0	0	0.61
271	0	0	0	0	0	0	1	9.2e-05	0	0	6	0
272	0.91	0.03	0.00025	0.00031	0.061	4.1e-06	0	0	0	0	0	0.61
273	0.97	0.01	0.00027	0.00055	0.019	3.6e-06	0	0	0	0	0	0.61
274	0.99	0.00058	0	0.01	3.1e-05	1.7e-05	0	0	4.1e-05	0	0	0.61
275	0.93	0.013	0.0048	0.0057	0.048	1.4e-05	0	0	0.00046	0	0	0.61
276	0.03	0.0055	0.71	7.2e-06	0.26	0	0	0	0	1.9e-05	2	0.39
277	0.75	0.026	0.025	0.00012	0.2	1.4e-06	0	0	0	0	0	0.61
278	0.77	0.016	0.067	0.0005	0.14	2.7e-06	0	0	1.2e-06	0	0	0.61
279	0.95	0.0058	0.0081	0.0052	0.023	9e-06	0	0	0.0041	0	0	0.61
280	0.76	0.02	0.052	0.00029	0.17	2.1e-06	0	0	0	0	0	0.61
281	0.96	0.0061	0.0063	0.0044	0.023	8.4e-06	0	0	0.0017	0	0	0.61
282	0.78	0.032	0.0068	5.5e-05	0.18	1.1e-06	0	0	0	0	0	0.61
283	0.86	0.021	0.0088	0.00021	0.11	2e-06	0	0	0	0	0	0.61
284	0.98	0.0023	6e-05	0.01	0.0022	1.4e-05	0	0	0.007	0	0	0.61
285	0.99	0	0	0.0032	0	1.1e-05	0	0	0.0034	0	0	0.61
286	0.98	0.0091	1.4e-05	0.0003	0.008	3e-06	0	0	0	0	0	0.61
287	0.75	0.011	0.13	0.0014	0.11	4.1e-06	0	0	0.00012	2.9e-06	0	0.61
288	0.98	0	0	0.019	0	2.9e-05	0	0	0.0014	0	0	0.61
289	0	0	0	0	0	0	0.97	0.027	0	3.3e-05	6	0
290	0.97	0.0035	0.00066	0.0083	0.0066	1.2e-05	0	0	0.0084	0	0	0.61
291	0.96	0.0053	0.0058	0.0057	0.019	9.5e-06	0	0	0.0051	0	0	0.61
292	0.34	0.01	0.46	0.00024	0.19	1.2e-06	0	0	2.7e-06	5e-05	2	0.39
293	1	0	0	0.0021	0	9.1e-06	0	0	4.2e-05	0	0	0.61
294	0.058	0.0051	0.73	6.4e-06	0.21	0	0	0	0	0	2	0.39
295	0.00044	0	0	0	0	0	0	0	1	0	8	0.87
296	0.98	0	0	0.00066	0	5e-06	0	0	0.017	0	0	0.61
297	0.97	0.0054	0.0035	0.0049	0.017	9e-06	0	0	0.0019	0	0	0.61
298	0.99	0	0	0.0083	0	1.8e-05	0	0	0.00035	0	0	0.61
299	0.97	1.1e-06	0	0.011	0	1.8e-05	0	0	0.022	0	0	0.61
300	0.99	0.0015	0	0.01	0.00055	1.5e-05	0	0	0.0014	0	0	0.61
301	1	0.0014	0	0.0017	9.8e-05	7.8e-06	0	0	0	0	0	0.61
302	0.98	0.0064	0.00057	0.002	0.013	6.4e-06	0	0	1.9e-05	0	0	0.61
303	0.97	0.0075	0.0021	0	0.016	0	0	0	0	0	0	0.61
304	1	0.0039	0	0	8.1e-05	0	0	0	0	0	0	0.61
305	0	0	0	0	0	0	0	0	1	1.3e-06	8	0.87
306	0	0	0.025	3.7e-05	0	0	0	0	0.93	0.045	8	0.87
307	0	0	0.0038	0	0	0	0	0	1	0	8	0.87
308	0	0	0	0	0	0	0	0	1	0	8	0.87
309	0	0	0	0	0	0	0	0	1	0	8	0.87
310	0	0	1	0	0	0	0	0	0	0	2	0.39
311	0	0	0	0	0	0	0	0	1	0	8	0.87
312	0	0	0	0	0	0	0	0	0.77	0.23	8	0.87
313	0	0	0	0	0	0	0	0	0.68	0.32	8	0.87
314	0	0	0	0	0	0	0	0	0.97	0.03	8	0.87
315	0.85	0.026	0.012	0	0.11	0	0	0	0	0	0	0.61
316	0.0011	0.0043	0.34	0	0.66	0	0	0	0	0	4	0.47
317	0.9	0.03	0.0011	0	0.072	0	0	0	0	0	0	0.61
318	0.99	0.0051	0	0	0.0011	0	0	0	0	0	0	0.61
319	0.99	0.0053	0.00025	0	0.0062	0	0	0	0	0	0	0.61
320	1	0.0022	0	0	0.00018	0	0	0	0	0	0	0.61
321	1	0.0033	0	0	0.00019	0	0	0	0	0	0	0.61
322	0.82	0.039	0.0019	0.00024	0.14	3.2e-06	0	0	0	0	0	0.61
323	0.96	0.011	0.0029	0	0.028	0	0	0	0	0	0	0.61
324	1	0.00041	0	0	3.7e-06	0	0	0	0	0	0	0.61
325	0.91	0.046	1.6e-05	0	0.041	0	0	0	0	0	0	0.61
326	1	0.0024	0	0	0.00032	0	0	0	0	0	0	0.61
327	0.97	0.01	0.0019	0	0.022	0	0	0	0	0	0	0.61
328	0.99	0.006	2.8e-06	0	0.0023	0	0	0	0	0	0	0.61
329	0.99	0.0048	0.00056	2.2e-06	0.0069	0	0	0	0	0	0	0.61
330	0.98	0.015	0	0	0.0017	0	0	0	0	0	0	0.61
331	0.97	0.013	0.00016	0	0.016	0	0	0	0	0	0	0.61
332	1	0.00077	0	0	3.1e-05	0	0	0	0	0	0	0.61
333	0.91	0.022	0.0027	0	0.063	0	0	0	0	0	0	0.61
