SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster19	cluster	dcf0
12	0.25	0.00032	0.00048	0	0.00088	0.25	2.2e-06	0.00014	0	0	5e-06	0	0.00011	0.25	0.00032	0	0.25	0	0.00088	0.00032	0	0.61
13	0	0	3.2e-06	0	0.0039	0	0	0	0	0.99	7.1e-05	0	0	0	0	0	0	0.0062	0.0039	0	9	0.043
14	0	0	0	0.5	0	0	0	0	0.5	0.0035	0	0	0	0	0	0	0	0	0	0	3	0
15	0.23	0.0019	0.0022	0	0.0006	0.23	0.00083	0.024	0	0	3e-06	0.015	0.019	0.23	0.0019	0.002	0.23	0	0.0006	0.0019	0	0.61
16	0	0	0.033	0	0.002	0	7.5e-05	0	0	4.1e-05	0	0	0	0	0	0	0	0.96	0.002	0	17	0.13
17	0	0	0.29	0	1.4e-05	0	0.0033	0	0	0	0	0	0	0	0	0	0	0.7	1.4e-05	0	17	0.13
18	0	0	0.0024	0	0.0024	0	0	0	0	0	0	0	0	0	0	0	0	0.99	0.0024	0	17	0.13
19	0.00036	5.1e-05	0.1	0	0.00025	0.00036	0.28	0.0099	0	6.1e-05	0	0.18	0.0079	0.00036	5.1e-05	0.14	0.00036	0.28	0.00025	5.1e-05	6	0.87
20	0.23	0	0.043	0	0.0047	0.23	0.023	0	0	0	1.3e-05	0	0	0.23	0	0	0.23	0	0.0047	0	0	0.61
21	0.017	0.002	0	0	0	0.017	0.0028	0.18	0	0	0	0.51	0.14	0.017	0.002	0.092	0.017	0	0	0.002	11	0.39
22	0	0	0	0	0	0	0	0	0	0.98	0	0	0	0	0	0	0	0.015	0	0	9	0.043
23	0.24	0.0023	3.9e-05	0	0.00016	0.24	0	0.015	0	0	1.8e-06	0.00096	0.012	0.24	0.0023	2e-05	0.24	0	0.00016	0.0023	0	0.61
24	0	0	0	0.48	0	0	0	0	0.48	0.045	0	0	0	0	0	0	0	0.00015	0	0	3	0
25	0.2	0.0073	0	0	1.4e-05	0.2	0	0.091	0	0	0	0.0041	0.073	0.2	0.0073	3.3e-05	0.2	0	1.4e-05	0.0073	0	0.61
26	0.25	0	0.0055	0	0.0016	0.25	0.0013	0	0	0	7.5e-06	0	0	0.25	0	0	0.25	0	0.0016	0	0	0.61
27	0.25	0.00059	0.0014	0	0.00086	0.25	7.9e-05	0.0007	0	0	4.4e-06	3.1e-06	0.00056	0.25	0.00059	0	0.25	0	0.00086	0.00059	0	0.61
28	0.13	0.0031	9.3e-05	0	9e-05	0.13	1e-05	0.11	0	0	0	0.21	0.086	0.13	0.0031	0.049	0.13	1.3e-05	9e-05	0.0031	11	0.39
29	0.11	0.003	4.2e-05	0	5.5e-05	0.11	3.3e-06	0.12	0	0	0	0.28	0.096	0.11	0.003	0.068	0.11	1.6e-05	5.5e-05	0.003	11	0.39
30	0.25	0.001	0.00019	0	0.00035	0.25	3.4e-06	0.0019	0	0	2.9e-06	1.1e-05	0.0015	0.25	0.001	0	0.25	0	0.00035	0.001	0	0.61
31	0.23	3.7e-05	0.043	0	0.0081	0.23	0.0033	1.1e-06	0	0	1.5e-05	0	0	0.23	3.7e-05	0	0.23	0	0.0081	3.7e-05	0	0.61
32	0.14	0.0068	5.3e-05	0	0.00012	0.14	1.6e-06	0.18	0	0	1.6e-06	0.08	0.14	0.14	0.0068	0.0093	0.14	0	0.00012	0.0068	7	0.47
33	0.24	0.0019	0.012	0	0.0023	0.24	0.0054	0.0091	0	0	8.6e-06	0.0005	0.0073	0.24	0.0019	2.1e-05	0.24	0	0.0023	0.0019	0	0.61
34	0.25	0.0016	6e-05	0	0.00043	0.25	0	0.0012	0	0	5e-06	0	0.00096	0.25	0.0016	0	0.25	0	0.00043	0.0016	0	0.61
35	0.075	0.012	0	0	3.4e-06	0.075	0	0.35	0	0	0	0.027	0.28	0.075	0.012	0.00045	0.075	0	3.4e-06	0.012	7	0.47
36	0.016	0.0022	0	0	4.3e-06	0.016	0	0.19	0	0	0	0.45	0.15	0.016	0.0022	0.14	0.016	2.5e-05	4.3e-06	0.0022	11	0.39
37	0	3e-06	0	0	0	0	0	0.0064	0	0	0	0.43	0.0051	0	3e-06	0.55	0	0.00035	0	3e-06	15	0.35
38	0.25	0.00068	0.0042	0	0.0025	0.25	0.00017	0.00038	0	0	1.1e-05	0	0.00031	0.25	0.00068	0	0.25	0	0.0025	0.00068	0	0.61
39	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	1.7e-06	0	0.7	0	0	17	0.13
40	4.2e-06	1.7e-05	0	0	0	4.2e-06	0	0.022	0	0	0	0.58	0.017	4.2e-06	1.7e-05	0.38	4.2e-06	0	0	1.7e-05	11	0.39
41	0.24	0.0025	0.0032	0	0.0013	0.24	0.00049	0.012	0	0	6.9e-06	0.00048	0.0095	0.24	0.0025	1.4e-05	0.24	0	0.0013	0.0025	0	0.61
42	0	0	0	0	0	0	0	0	0	4.2e-05	0	5e-06	0	0	0	4.9e-05	0	1	0	0	17	0.13
43	0.14	0.0065	8.6e-05	0	0.00015	0.14	3.6e-06	0.17	0	0	1.8e-06	0.083	0.14	0.14	0.0065	0.011	0.14	0	0.00015	0.0065	7	0.47
44	2.1e-06	0	0	0.32	0	2.1e-06	0	2.4e-05	0.32	0.27	0	0.00018	1.9e-05	2.1e-06	0	0.00017	2.1e-06	0.089	0	0	3	0
45	0.23	0.0023	0.022	0	0.0024	0.23	0.024	0.018	0	0	8.3e-06	0.0036	0.015	0.23	0.0023	0.00038	0.23	0	0.0024	0.0023	0	0.61
46	0.17	0.013	0	0	1.7e-05	0.17	0	0.16	0	0	0	0.0034	0.13	0.17	0.013	2.7e-05	0.17	0	1.7e-05	0.013	0	0.61
47	0.19	0.014	0	0	1.2e-05	0.19	0	0.11	0	0	0	0.00067	0.092	0.19	0.014	1.8e-06	0.19	0	1.2e-05	0.014	0	0.61
48	0.23	0.0025	0.015	0	0.0021	0.23	0.011	0.02	0	0	7.8e-06	0.0036	0.016	0.23	0.0025	0.00034	0.23	0	0.0021	0.0025	0	0.61
49	0.0037	0.0019	0	0	0	0.0037	0	0.29	0	0	0	0.4	0.24	0.0037	0.0019	0.048	0.0037	0	0	0.0019	11	0.39
50	0	0	0	0	0	0	0	0	0	4.8e-05	0	0	0	0	0	0	0	1	0	0	17	0.13
51	0.21	0.0011	0.058	0	0.0043	0.21	0.073	0.0034	0	0	1.1e-05	0.00014	0.0028	0.21	0.0011	5.5e-06	0.21	0	0.0043	0.0011	0	0.61
52	0.0092	0.0096	0	0	0	0.0092	0	0.51	0	0	0	0.0051	0.41	0.0092	0.0096	3e-06	0.0092	0	0	0.0096	7	0.47
53	0.23	0.0086	0	0	3.3e-05	0.23	0	0.032	0	0	1.4e-06	6.6e-05	0.026	0.23	0.0086	0	0.23	0	3.3e-05	0.0086	0	0.61
54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3e-06	0	1	0	0	17	0.13
55	0.046	0.0089	0	0	2.3e-06	0.046	0	0.39	0	0	0	0.077	0.32	0.046	0.0089	0.0027	0.046	0	2.3e-06	0.0089	7	0.47
56	0.25	0.0044	0	0	3.1e-05	0.25	0	0.0033	0	0	1.6e-06	0	0.0027	0.25	0.0044	0	0.25	0	3.1e-05	0.0044	0	0.61
57	0.096	0.0094	0	0	1.7e-05	0.096	0	0.29	0	0	0	0.062	0.23	0.096	0.0094	0.0031	0.096	0	1.7e-05	0.0094	7	0.47
58	0	0	0	0.5	0	0	0	0	0.5	1.9e-05	0	0	0	0	0	0	0	0	0	0	3	0
59	0.21	0.0057	0.00017	0	0.0003	0.21	5.3e-06	0.069	0	0	3.1e-06	0.0079	0.055	0.21	0.0057	0.00038	0.21	0	0.0003	0.0057	0	0.61
60	0.22	0.0051	0.00031	0	0.00041	0.22	1.3e-05	0.053	0	0	3.7e-06	0.0053	0.042	0.22	0.0051	0.00024	0.22	0	0.00041	0.0051	0	0.61
61	0.19	0.0039	6.6e-05	0	0.00011	0.19	3.3e-06	0.091	0	0	1.2e-06	0.07	0.073	0.19	0.0039	0.0075	0.19	0	0.00011	0.0039	0	0.61
62	0.23	0.0017	0.031	0	0.003	0.23	0.032	0.0095	0	0	9.4e-06	0.00092	0.0076	0.23	0.0017	6.1e-05	0.23	0	0.003	0.0017	0	0.61
63	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0.043
64	0	0	0	0	0	0	0	1.5e-06	0	0.00059	0	0.00026	1.2e-06	0	0	0.00085	0	1	0	0	17	0.13
65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	0.13
66	0.18	0.0041	4.8e-05	0	9e-05	0.18	1.9e-06	0.097	0	0	1.1e-06	0.072	0.078	0.18	0.0041	0.0072	0.18	0	9e-05	0.0041	0	0.61
67	0	0	0	0.43	0	0	0	0	0.43	0.14	0	0	0	0	0	0	0	0.0066	0	0	3	0
68	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0013	0	0	9	0.043
69	0.02	0.0064	0	0	0	0.02	0	0.43	0	0	0	0.12	0.34	0.02	0.0064	0.0048	0.02	0	0	0.0064	7	0.47
70	0.25	0.00076	0.0014	0	0.0017	0.25	2.2e-05	0.00038	0	0	9.4e-06	0	0.00031	0.25	0.00076	0	0.25	0	0.0017	0.00076	0	0.61
71	0.11	0.015	0	0	5.4e-06	0.11	0	0.27	0	0	0	0.0086	0.22	0.11	0.015	7.6e-05	0.11	0	5.4e-06	0.015	7	0.47
72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	0.13
73	0.12	0.012	0	0	1.5e-05	0.12	0	0.26	0	0	0	0.022	0.21	0.12	0.012	0.00049	0.12	0	1.5e-05	0.012	7	0.47
74	0.25	0.00032	0.0069	0	0.0019	0.25	0.00097	0.00021	0	0	6.4e-06	0	0.00017	0.25	0.00032	0	0.25	0	0.0019	0.00032	0	0.61
75	0.22	0.0049	4.1e-06	0	4.5e-05	0.22	0	0.057	0	0	0	0.0048	0.046	0.22	0.0049	7.8e-05	0.22	0	4.5e-05	0.0049	0	0.61
76	0	0	0	0	0	0	0	0.00028	0	0.00018	0	0.012	0.00022	0	0	0.02	0	0.97	0	0	17	0.13
77	0	0	0	0	0	0	0	0	0	0.0019	0	5.2e-06	0	0	0	3.5e-05	0	1	0	0	17	0.13
78	0	0	0	0	0	0	0	0	0	0.032	0	0	0	0	0	0	0	0.97	0	0	17	0.13
79	0.061	0.011	0	0	2.6e-06	0.061	0	0.38	0	0	0	0.039	0.3	0.061	0.011	0.00083	0.061	0	2.6e-06	0.011	7	0.47
80	0	0	0	0	0	0	0	0	0	0.009	0	0	0	0	0	3.8e-06	0	0.99	0	0	17	0.13
81	0.24	0.00068	0.0096	0	0.0033	0.24	0.00091	0.00049	0	0	1.2e-05	0	0.00039	0.24	0.00068	0	0.24	0	0.0033	0.00068	0	0.61
82	0.2	0.014	0	0	1e-05	0.2	0	0.077	0	0	0	0.00018	0.062	0.2	0.014	0	0.2	0	1e-05	0.014	0	0.61
83	0	0	0	0	0	0	0	1.2e-06	0	0.007	0	0.00014	0	0	0	0.00041	0	0.99	0	0	17	0.13
84	0.24	0.0054	3.6e-06	0	9.7e-05	0.24	0	0.017	0	0	2.3e-06	4.8e-05	0.014	0.24	0.0054	0	0.24	0	9.7e-05	0.0054	0	0.61
85	0.22	0.00068	0.059	0	0.0055	0.22	0.04	0.00092	0	0	1.3e-05	7e-06	0.00074	0.22	0.00068	0	0.22	0	0.0055	0.00068	0	0.61
86	0.24	0.00037	0.01	0	0.0044	0.24	0.00049	9.4e-05	0	0	1.5e-05	0	7.5e-05	0.24	0.00037	0	0.24	0	0.0044	0.00037	0	0.61
87	0.23	0.0056	4.5e-05	0	0.00021	0.23	0	0.039	0	0	2.9e-06	0.0011	0.032	0.23	0.0056	1.7e-05	0.23	0	0.00021	0.0056	0	0.61
88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	0.13
89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	0.13
90	0.0049	0	0.88	0	0.024	0.0049	0.05	0	0	0	7.3e-06	0	0	0.0049	0	0	0.0049	0	0.024	0	2	0.78
91	0.25	0.00083	0.0067	0	0.0027	0.25	0.00055	0.00074	0	0	1.1e-05	1.3e-06	0.00059	0.25	0.00083	0	0.25	0	0.0027	0.00083	0	0.61
92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	0.13
93	0.24	0.0019	0.0086	0	0.0021	0.24	0.0025	0.0075	0	0	8.5e-06	0.00027	0.006	0.24	0.0019	8e-06	0.24	0	0.0021	0.0019	0	0.61
94	0.22	0.0073	4.4e-06	0	8.6e-05	0.22	0	0.045	0	0	2e-06	0.00053	0.037	0.22	0.0073	3.5e-06	0.22	0	8.6e-05	0.0073	0	0.61
95	0	0	0	0	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0.85	0	0	17	0.13
96	0.23	0.0057	1.2e-05	0	0.00014	0.23	0	0.028	0	0	2.5e-06	0.00027	0.023	0.23	0.0057	1.7e-06	0.23	0	0.00014	0.0057	0	0.61
97	0.25	0.0013	3e-05	0	0.00038	0.25	0	0.00052	0	0	5e-06	0	0.00042	0.25	0.0013	0	0.25	0	0.00038	0.0013	0	0.61
98	0	0	0	0	0	0	0	0	0	0.00024	0	0	0	0	0	0	0	1	0	0	17	0.13
99	0.042	0.0046	1.7e-06	0	1.2e-05	0.042	0	0.26	0	0	0	0.29	0.21	0.042	0.0046	0.053	0.042	0	1.2e-05	0.0046	11	0.39
100	0.1	0.011	0	0	1.3e-05	0.1	0	0.28	0	0	0	0.035	0.23	0.1	0.011	0.0011	0.1	0	1.3e-05	0.011	7	0.47
101	0.25	0	0.0016	0	0.0011	0.25	0.00012	0	0	0	6.4e-06	0	0	0.25	0	0	0.25	0	0.0011	0	0	0.61
102	0.24	2.6e-05	0.013	0	0.014	0.24	3.6e-05	0	0	0	3.5e-05	0	0	0.24	2.6e-05	0	0.24	0	0.014	2.6e-05	0	0.61
103	0	0	0	0	0	0	0	0	0	1.7e-06	0	0	0	0	0	0	0	1	0	0	17	0.13
104	0	0	0	0	0	0	0	1.4e-05	0	0.18	0	0.0004	1.1e-05	0	0	0.00064	0	0.82	0	0	17	0.13
105	0.22	0.0059	3.9e-05	0	0.00019	0.22	0	0.046	0	0	2.8e-06	0.0015	0.037	0.22	0.0059	2.4e-05	0.22	0	0.00019	0.0059	0	0.61
106	0.23	0.0031	0.0045	0	0.0013	0.23	0.0013	0.026	0	0	6.4e-06	0.0034	0.021	0.23	0.0031	0.00024	0.23	0	0.0013	0.0031	0	0.61
107	0.21	0.013	0	0	1.5e-06	0.21	0	0.069	0	0	0	0.00011	0.056	0.21	0.013	0	0.21	0	1.5e-06	0.013	0	0.61
108	0.0018	0.0008	0	0	0	0.0018	0	0.15	0	0	0	0.56	0.12	0.0018	0.0008	0.16	0.0018	0	0	0.0008	11	0.39
109	0	0	0	0	0	0	0	0	0	1.2e-06	0	0	0	0	0	0	0	1	0	0	17	0.13
110	0	0	0	0	0	0	0	2.9e-05	0	0	0	0.19	2.3e-05	0	0	0.81	0	0	0	0	15	0.35
111	0.23	0.0065	2.9e-06	0	8.2e-05	0.23	0	0.028	0	0	2e-06	0.00014	0.022	0.23	0.0065	0	0.23	0	8.2e-05	0.0065	0	0.61
112	0.22	0.0043	0.0012	0	0.00069	0.22	0.00018	0.05	0	0	4.6e-06	0.009	0.04	0.22	0.0043	0.0007	0.22	0	0.00069	0.0043	0	0.61
113	0.24	0.0023	0.00045	0	0.00032	0.24	4.7e-05	0.022	0	0	2.3e-06	0.0049	0.018	0.24	0.0023	0.00025	0.24	0	0.00032	0.0023	0	0.61
114	0.24	0.00023	0.038	0	0.008	0.24	0.0039	3.8e-05	0	0	2e-05	0	3e-05	0.24	0.00023	0	0.24	0	0.008	0.00023	0	0.61
115	0.18	1.7e-05	0.21	0	0.031	0.18	0.01	0	0	0	4e-05	0	0	0.18	1.7e-05	0	0.18	0	0.031	1.7e-05	2	0.78
116	0.013	1.3e-06	0.4	0	0.0063	0.013	0.54	0	0	0	4.1e-06	0	0	0.013	1.3e-06	0	0.013	0	0.0063	1.3e-06	6	0.87
117	0.2	0.0091	3.5e-06	0	6.5e-05	0.2	0	0.094	0	0	1.6e-06	0.0029	0.075	0.2	0.0091	3.9e-05	0.2	0	6.5e-05	0.0091	0	0.61
118	0.041	0.0073	0	0	2.8e-06	0.041	0	0.38	0	0	0	0.13	0.3	0.041	0.0073	0.0073	0.041	0	2.8e-06	0.0073	7	0.47
119	0.25	0.0017	7e-06	0	0.00021	0.25	0	0.00078	0	0	3.8e-06	0	0.00063	0.25	0.0017	0	0.25	0	0.00021	0.0017	0	0.61
120	0.03	6e-06	0.39	0	0.0086	0.03	0.47	0	0	0	7.1e-06	0	0	0.03	6e-06	0	0.03	0	0.0086	6e-06	6	0.87
121	0.031	0.026	0	0	0	0.031	0	0.44	0	0	0	0.00041	0.36	0.031	0.026	0	0.031	0	0	0.026	7	0.47
122	0.17	0.012	0	0	2.5e-05	0.17	0	0.16	0	0	0	0.0057	0.13	0.17	0.012	7.1e-05	0.17	0	2.5e-05	0.012	0	0.61
123	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	3	0
124	0.2	0.0062	1.5e-06	0	2.5e-05	0.2	0	0.1	0	0	0	0.014	0.083	0.2	0.0062	0.00029	0.2	0	2.5e-05	0.0062	0	0.61
125	0	0	0	0	0	0	0	2.6e-05	0	0.16	0	0.00064	2.1e-05	0	0	0.00095	0	0.84	0	0	17	0.13
126	0.23	0.00039	0.056	0	0.007	0.23	0.018	0.0002	0	0	1.6e-05	0	0.00016	0.23	0.00039	0	0.23	0	0.007	0.00039	0	0.61
127	0	0	0.13	0	0	0	0.87	0	0	0	0	0	0	0	0	0	0	5.6e-05	0	0	6	0.87
128	0	0	0.71	0	0	0	0.29	0	0	0	0	0	0	0	0	0	0	0.00076	0	0	2	0.78
129	0	0	0	0.5	0	0	0	0	0.5	0.00024	0	0	0	0	0	0	0	0	0	0	3	0
130	0	0	0	0	0	0	0	0	0	0	0	1.4e-05	0	0	0	0.00023	0	1	0	0	17	0.13
131	0.24	0.0023	0.0031	0	0.0013	0.24	0.00041	0.0098	0	0	7e-06	0.0003	0.0078	0.24	0.0023	7.3e-06	0.24	0	0.0013	0.0023	0	0.61
132	0.25	0.0038	0	0	3.7e-05	0.25	0	0.0023	0	0	1.8e-06	0	0.0019	0.25	0.0038	0	0.25	0	3.7e-05	0.0038	0	0.61
133	1.9e-06	0	0	0	0	1.9e-06	0	6.5e-05	0	0.42	0	0.00084	5.2e-05	1.9e-06	0	0.00095	1.9e-06	0.57	0	0	17	0.13
134	0.25	0.0021	4.9e-06	0	0.00017	0.25	0	0.0013	0	0	3.4e-06	0	0.001	0.25	0.0021	0	0.25	0	0.00017	0.0021	0	0.61
135	0	0	0	0	0	0	0	0	0	1.6e-05	0	0.00013	0	0	0	0.00074	0	1	0	0	17	0.13
136	0.24	0.0031	0.0027	0	0.0011	0.24	0.00048	0.022	0	0	6.1e-06	0.0018	0.018	0.24	0.0031	8.9e-05	0.24	0	0.0011	0.0031	0	0.61
137	0.24	0.0018	0.0085	0	0.0021	0.24	0.0024	0.007	0	0	8.5e-06	0.00023	0.0057	0.24	0.0018	6.4e-06	0.24	0	0.0021	0.0018	0	0.61
138	0.00035	0	0.19	0	0.00081	0.00035	0.81	0	0	0	0	0	0	0.00035	0	0	0.00035	0	0.00081	0	6	0.87
139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	0.13
140	4.1e-06	2.4e-06	0	0	0	4.1e-06	0	0.001	0	0.00028	0	0.027	0.00084	4.1e-06	2.4e-06	0.037	4.1e-06	0.93	0	2.4e-06	17	0.13
141	0	0	0	0	0	0	0	0	0	0.028	0	0	0	0	0	0	0	0.97	0	0	17	0.13
142	0	0	0	0.49	0	0	0	0	0.49	0.028	0	0	0	0	0	0	0	3.7e-05	0	0	3	0
143	0.24	0.0046	1.2e-05	0	0.00016	0.24	0	0.015	0	0	2.8e-06	6e-05	0.012	0.24	0.0046	0	0.24	0	0.00016	0.0046	0	0.61
144	0	0	0	0.5	0	0	0	0	0.5	0.0036	0	0	0	0	0	0	0	0	0	0	3	0
145	0.24	0.008	0	0	2.3e-05	0.24	0	0.018	0	0	1.3e-06	1e-05	0.015	0.24	0.008	0	0.24	0	2.3e-05	0.008	0	0.61
146	0.12	0.018	0	0	2.8e-06	0.12	0	0.26	0	0	0	0.0029	0.21	0.12	0.018	1e-05	0.12	0	2.8e-06	0.018	7	0.47
147	0.0019	0.0037	0	0	0	0.0019	0	0.51	0	0	0	0.059	0.41	0.0019	0.0037	0.00054	0.0019	0	0	0.0037	7	0.47
148	0.2	0.019	0	0	3.4e-06	0.2	0	0.088	0	0	0	7.1e-05	0.071	0.2	0.019	0	0.2	0	3.4e-06	0.019	0	0.61
149	0.22	0.011	0	0	1.8e-05	0.22	0	0.048	0	0	1e-06	9.5e-05	0.039	0.22	0.011	0	0.22	0	1.8e-05	0.011	0	0.61
150	0.21	0.00025	0.063	0	0.0038	0.21	0.073	0.00026	0	0	7.8e-06	2.7e-06	0.00021	0.21	0.00025	0	0.21	0	0.0038	0.00025	0	0.61
151	0.18	0.0061	0.00024	0	0.00027	0.18	1.5e-05	0.12	0	0	2.6e-06	0.043	0.097	0.18	0.0061	0.0048	0.18	0	0.00027	0.0061	0	0.61
152	0.093	0.0075	4.1e-06	0	3.2e-05	0.093	0	0.26	0	0	0	0.12	0.21	0.093	0.0075	0.012	0.093	0	3.2e-05	0.0075	7	0.47
153	0.14	0.0065	8.6e-05	0	0.00015	0.14	3.6e-06	0.17	0	0	1.8e-06	0.083	0.14	0.14	0.0065	0.011	0.14	0	0.00015	0.0065	7	0.47
154	0	0	0	0.42	0	0	0	0	0.42	0.15	0	0	0	0	0	0	0	0.0084	0	0	3	0
155	0.0087	2.6e-06	0.21	0	0.0026	0.0087	0.75	0	0	0	1.9e-06	0	0	0.0087	2.6e-06	0	0.0087	0	0.0026	2.6e-06	6	0.87
156	0	0	0	0	0	0	0	0	0	0.01	0	4.2e-05	0	0	0	0.00015	0	0.99	0	0	17	0.13
157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	0.13
158	0	0	0	0	0	0	0	0	0	0.0059	0	0	0	0	0	1.6e-06	0	0.99	0	0	17	0.13
159	0.21	0.0055	0.00023	0	0.00034	0.21	9.1e-06	0.066	0	0	3.3e-06	0.0081	0.053	0.21	0.0055	0.00041	0.21	0	0.00034	0.0055	0	0.61
160	0.12	0.022	0	0	1.2e-06	0.12	0	0.25	0	0	0	0.00089	0.2	0.12	0.022	1.1e-06	0.12	0	1.2e-06	0.022	7	0.47
161	0.24	0.003	0.00021	0	0.0005	0.24	2.8e-06	0.0093	0	0	4.7e-06	8e-05	0.0075	0.24	0.003	0	0.24	0	0.0005	0.003	0	0.61
162	0	0	0	0	0	0	0	0	0	0.0012	0	2.7e-05	0	0	0	0.00013	0	1	0	0	17	0.13
163	0.029	0.012	0	0	0	0.029	0	0.46	0	0	0	0.015	0.37	0.029	0.012	8.6e-05	0.029	0	0	0.012	7	0.47
164	0.25	0.0032	1.1e-05	0	0.00018	0.25	0	0.0051	0	0	3.2e-06	5.3e-06	0.0041	0.25	0.0032	0	0.25	0	0.00018	0.0032	0	0.61
165	0.068	0.0055	7e-06	0	3.1e-05	0.068	0	0.25	0	0	0	0.23	0.2	0.068	0.0055	0.039	0.068	0	3.1e-05	0.0055	7	0.47
166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	0.13
167	0.25	0.0012	0.0023	0	0.0016	0.25	0.00011	0.0016	0	0	8.5e-06	4.2e-06	0.0013	0.25	0.0012	0	0.25	0	0.0016	0.0012	0	0.61
168	0	0	0	0	0	0	0	1.3e-05	0	7.1e-05	0	0.0017	1e-05	0	0	0.0047	0	0.99	0	0	17	0.13
169	0	0	0	0	0	0	0	0	0	0.11	0	0	0	0	0	0	0	0.89	0	0	17	0.13
170	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0.98	0	0	17	0.13
171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	0.13
172	0.23	0.013	0	0	4.4e-06	0.23	0	0.023	0	0	0	2.4e-06	0.019	0.23	0.013	0	0.23	0	4.4e-06	0.013	0	0.61
173	0.24	0.0022	0.013	0	0.0022	0.24	0.0071	0.012	0	0	8.3e-06	0.0011	0.01	0.24	0.0022	6.1e-05	0.24	0	0.0022	0.0022	0	0.61
174	0.0028	0.0024	0	0	0	0.0028	0	0.39	0	0	0	0.27	0.31	0.0028	0.0024	0.015	0.0028	0	0	0.0024	7	0.47
175	0.023	0.01	0	0	0	0.023	0	0.47	0	0	0	0.026	0.38	0.023	0.01	0.00023	0.023	0	0	0.01	7	0.47
176	0.24	0.004	0.00019	0	0.00041	0.24	3.3e-06	0.021	0	0	4.1e-06	0.00049	0.017	0.24	0.004	7.3e-06	0.24	0	0.00041	0.004	0	0.61
177	0.0039	0.0017	0	0	0	0.0039	0	0.25	0	0	0	0.45	0.2	0.0039	0.0017	0.074	0.0039	0	0	0.0017	11	0.39
178	0.04	0.014	0	0	0	0.04	0	0.44	0	0	0	0.0097	0.35	0.04	0.014	4.4e-05	0.04	0	0	0.014	7	0.47
