SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster	dcf0
88	0	0	0	1	0	3	0.087
89	0	0	0	1	0	3	0.087
90	0.17	0.83	0	0	0	1	0.87
91	1	0.001	0.0025	0	0	0	0.61
92	0	0	0	1	0	3	0.087
93	0.97	0.0047	0.025	0	0	0	0.61
94	0.85	0	0.15	0	0	0	0.61
95	0	0	0	1	0	3	0.087
96	0.91	0	0.092	0	0	0	0.61
97	1	0	0.0018	0	0	0	0.61
98	0	0	0	1	0	3	0.087
99	0.16	0	0.84	0	0	2	0.47
100	0.3	0	0.7	0	0	2	0.47
101	1	0.00022	0	0	0	0	0.61
102	1	7.1e-05	0	0	0	0	0.61
103	0	0	0	1	0	3	0.087
104	0	0	3.2e-05	1	0	3	0.087
105	0.85	0	0.15	0	0	0	0.61
106	0.91	0.0025	0.085	0	0	0	0.61
107	0.78	0	0.22	0	0	0	0.61
108	0.014	0	0.99	0	0	2	0.47
109	0	0	0	1	0	3	0.087
110	0	0	1	0	0	2	0.47
111	0.91	0	0.091	0	0	0	0.61
112	0.84	0.00031	0.16	0	0	0	0.61
113	0.93	8.6e-05	0.073	0	0	0	0.61
114	0.99	0.0078	0.00013	0	0	0	0.61
115	0.97	0.027	0	0	0	0	0.61
116	0.048	0.95	0	0	0	1	0.87
117	0.72	0	0.28	0	0	0	0.61
118	0.11	0	0.89	0	0	2	0.47
119	1	0	0.0026	0	0	0	0.61
120	0.12	0.88	0	0	0	1	0.87
121	0.078	0	0.92	0	0	2	0.47
122	0.55	0	0.45	0	0	0	0.61
123	0	0	0	0	1	4	0
124	0.69	0	0.31	0	0	0	0.61
125	0	0	6.3e-05	1	0	3	0.087
126	0.96	0.035	0.00071	0	0	0	0.61
127	0	1	0	0	0	1	0.87
128	0	1	0	0	0	1	0.87
129	0	0	0	0	1	4	0
130	0	0	0	1	0	3	0.087
131	0.97	0.00078	0.033	0	0	0	0.61
132	0.99	0	0.0079	0	0	0	0.61
133	5.4e-06	0	0.00016	1	0	3	0.087
134	1	0	0.0042	0	0	0	0.61
135	0	0	7.5e-06	1	0	3	0.087
136	0.93	0.00089	0.072	0	0	0	0.61
137	0.97	0.0045	0.024	0	0	0	0.61
138	0.00092	1	0	0	0	1	0.87
139	0	0	0	1	0	3	0.087
140	9.3e-05	0	0.02	0.98	0	3	0.087
141	0	0	0	1	0	3	0.087
142	0	0	0	0.0022	1	4	0
143	0.95	0	0.049	0	0	0	0.61
144	0	0	0	3.2e-05	1	4	0
145	0.94	0	0.061	0	0	0	0.61
146	0.36	0	0.64	0	0	2	0.47
147	0.0045	0	1	0	0	2	0.47
148	0.73	0	0.27	0	0	0	0.61
149	0.85	0	0.15	0	0	0	0.61
150	0.86	0.14	0.00088	0	0	0	0.61
151	0.64	2.6e-05	0.36	0	0	0	0.61
152	0.29	0	0.71	0	0	2	0.47
153	0.5	5.9e-06	0.5	0	0	0	0.61
154	0	0	0	0.08	0.92	4	0
155	0.024	0.98	0	0	0	1	0.87
156	0	0	0	1	0	3	0.087
157	0	0	0	1	0	3	0.087
158	0	0	0	1	0	3	0.087
159	0.8	1.6e-05	0.2	0	0	0	0.61
160	0.37	0	0.63	0	0	2	0.47
161	0.97	5.2e-06	0.031	0	0	0	0.61
162	0	0	0	1	0	3	0.087
163	0.069	0	0.93	0	0	2	0.47
164	0.98	0	0.017	0	0	0	0.61
165	0.25	0	0.75	0	0	2	0.47
166	0	0	0	1	0	3	0.087
167	0.99	0.0002	0.0053	0	0	0	0.61
168	0	0	0.00031	1	0	3	0.087
169	0	0	0	1	0	3	0.087
170	0	0	0	1	0	3	0.087
171	0	0	0	1	0	3	0.087
172	0.92	0	0.078	0	0	0	0.61
173	0.94	0.013	0.042	0	0	0	0.61
174	0.0085	0	0.99	0	0	2	0.47
175	0.055	0	0.94	0	0	2	0.47
176	0.93	6e-06	0.069	0	0	0	0.61
177	0.018	0	0.98	0	0	2	0.47
178	0.098	0	0.9	0	0	2	0.47
179	0.26	0	0.74	0	0	2	0.47
180	0.35	0	0.65	0	0	2	0.47
181	0.55	0	0.45	0	0	0	0.61
182	9.5e-06	0	0.092	0.91	0	3	0.087
183	0.93	0	0.073	0	0	0	0.61
184	0	0	0	1	0	3	0.087
185	0.31	0	0.69	0	0	2	0.47
186	1	4.4e-06	3e-05	0	0	0	0.61
187	0	0	0	1	0	3	0.087
188	0.55	0	0.45	0	0	0	0.61
189	0	0	0	1	0	3	0.087
190	0	0	5.3e-05	1	0	3	0.087
191	0.98	0.011	0.007	0	0	0	0.61
192	0.86	0.14	0.0033	0	0	0	0.61
193	0.82	0.00031	0.18	0	0	0	0.61
194	0.91	0.00051	0.092	0	0	0	0.61
195	0.31	0.69	0	0	0	1	0.87
196	0.011	0	0.99	0	0	2	0.47
197	0.26	0	0.74	0	0	2	0.47
198	1	0.0015	0	0	0	0	0.61
199	0.77	0	0.23	0	0	0	0.61
200	1	0.00035	0.0034	0	0	0	0.61
201	0.95	0.032	0.018	0	0	0	0.61
202	0.79	0.00029	0.21	0	0	0	0.61
203	0.87	1.9e-05	0.13	0	0	0	0.61
204	0.61	0.39	0	0	0	0	0.61
205	0	0	0	0	1	4	0
206	0.97	0.013	0.018	0	0	0	0.61
207	0.88	0.0013	0.12	0	0	0	0.61
208	1	0	0.0038	0	0	0	0.61
209	0.93	5.7e-05	0.075	0	0	0	0.61
210	0.96	0.00051	0.037	0	0	0	0.61
211	0.98	0.025	0	0	0	0	0.61
212	1	0	0.0032	0	0	0	0.61
213	1	1.5e-05	0	0	0	0	0.61
214	0.99	0.0019	0.0041	0	0	0	0.61
215	0	0	0	1	0	3	0.087
216	0.96	0.024	0.017	0	0	0	0.61
217	0	0	0	1	0	3	0.087
218	0.00038	0	1	0	0	2	0.47
219	0	0	0	0.12	0.88	4	0
220	0.99	0	0.0071	0	0	0	0.61
221	0.6	1.3e-06	0.4	0	0	0	0.61
222	1	0	0.0049	0	0	0	0.61
223	0.94	0.0018	0.063	0	0	0	0.61
224	0.99	0.0042	0.0066	0	0	0	0.61
225	1	0.00017	0	0	0	0	0.61
226	0.9	0.0053	0.091	0	0	0	0.61
227	1	0.00056	0.0014	0	0	0	0.61
228	0.92	0.077	0	0	0	0	0.61
229	1	3.7e-05	0	0	0	0	0.61
230	0.97	0.015	0.017	0	0	0	0.61
231	0.79	0.00036	0.21	0	0	0	0.61
232	0.91	0	0.091	0	0	0	0.61
233	0.71	0.29	5.7e-05	0	0	0	0.61
234	1	0.00041	0.0022	0	0	0	0.61
235	0.98	0.00083	0.015	0	0	0	0.61
236	0.041	0	0.96	0	0	2	0.47
237	0.93	0	0.066	0	0	0	0.61
238	1	0	0.0028	0	0	0	0.61
239	0	0	0	7.3e-05	1	4	0
240	0.91	0	0.086	0	0	0	0.61
241	0	0	0	0.071	0.93	4	0
242	0	0	0	1	0	3	0.087
243	1	0	0.00065	0	0	0	0.61
244	0.91	0	0.092	0	0	0	0.61
245	0.98	0.0046	0.018	0	0	0	0.61
246	0.88	6.8e-05	0.12	0	0	0	0.61
247	1.2e-05	0	1	0	0	2	0.47
248	0.92	0.074	0.0013	0	0	0	0.61
249	0.99	0.004	0.0053	0	0	0	0.61
250	1	3.9e-05	0	0	0	0	0.61
251	0	0	0	1	0	3	0.087
252	0.91	1.4e-06	0.085	0	0	0	0.61
253	0.12	0.88	0	0	0	1	0.87
254	0.81	9e-05	0.19	0	0	0	0.61
255	0.0031	0	0.96	0.034	0	2	0.47
256	0	0	1	0	0	2	0.47
257	0	0	0	1	0	3	0.087
258	0.99	0	0.012	0	0	0	0.61
259	0.67	0.0026	0.33	0.00049	0	0	0.61
260	0.15	0	0.85	0	0	2	0.47
261	4.2e-06	0	4.9e-05	0.31	0.69	4	0
262	0	0	0	1	0	3	0.087
263	0.94	0	0.059	0	0	0	0.61
264	0	0	0	0.0053	0.99	4	0
265	0	0	0	1	0	3	0.087
266	0.99	0.00012	0.0079	0	0	0	0.61
267	0.29	0	0.71	0	0	2	0.47
268	0.88	0.0044	0.12	0	0	0	0.61
269	0	0	0	0.011	0.99	4	0
270	0.91	0.0019	0.087	0	0	0	0.61
271	0	0	0	0	1	4	0
272	0.88	0	0.12	0	0	0	0.61
273	0.96	0	0.039	0	0	0	0.61
274	1	6e-05	6.4e-05	0	0	0	0.61
275	0.9	0.00064	0.097	0	0	0	0.61
276	0.053	0	0.95	0	0	2	0.47
277	0.64	0	0.36	0	0	0	0.61
278	0.72	1.6e-06	0.28	0	0	0	0.61
279	0.95	0.0058	0.047	0	0	0	0.61
280	0.68	0	0.32	0	0	0	0.61
281	0.95	0.0025	0.047	0	0	0	0.61
282	0.67	0	0.33	0	0	0	0.61
283	0.79	0	0.21	0	0	0	0.61
284	0.99	0.01	0.0047	0	0	0	0.61
285	1	0.0049	0	0	0	0	0.61
286	0.98	0	0.017	0	0	0	0.61
287	0.77	0.00018	0.23	0	0	0	0.61
288	1	0.002	0	0	0	0	0.61
289	0	0	0	0.002	1	4	0
290	0.97	0.012	0.014	0	0	0	0.61
291	0.95	0.0073	0.039	0	0	0	0.61
292	0.47	5.4e-06	0.53	0	0	2	0.47
293	1	6.1e-05	0	0	0	0	0.61
294	0.12	0	0.88	0	0	2	0.47
295	0.0003	1	0	0	0	1	0.87
296	0.98	0.024	0	0	0	0	0.61
297	0.96	0.0027	0.035	0	0	0	0.61
298	1	0.00051	0	0	0	0	0.61
299	0.97	0.032	1.4e-06	0	0	0	0.61
300	1	0.002	0.0011	0	0	0	0.61
301	1	0	0.0002	0	0	0	0.61
302	0.97	2.7e-05	0.027	0	0	0	0.61
303	0.97	0	0.033	0	0	0	0.61
304	1	0	0.00017	0	0	0	0.61
305	0	1	0	0	0	1	0.87
306	0	1	0	0.00034	0	1	0.87
307	0	1	0	0	0	1	0.87
308	0	1	0	0	0	1	0.87
309	0	1	0	0	0	1	0.87
310	0	1	0	0	0	1	0.87
311	0	1	0	0	0	1	0.87
312	0	1	0	0	0	1	0.87
313	0	1	0	0	0	1	0.87
314	0	1	0	0	0	1	0.87
315	0.78	0	0.22	0	0	0	0.61
316	0.00081	0	1	0	0	2	0.47
317	0.86	0	0.14	0	0	0	0.61
318	1	0	0.0023	0	0	0	0.61
319	0.99	0	0.013	0	0	0	0.61
320	1	0	0.00037	0	0	0	0.61
321	1	0	0.0004	0	0	0	0.61
322	0.73	0	0.27	0	0	0	0.61
323	0.94	0	0.058	0	0	0	0.61
324	1	0	7.7e-06	0	0	0	0.61
325	0.91	0	0.085	0	0	0	0.61
326	1	0	0.00067	0	0	0	0.61
327	0.95	0	0.046	0	0	0	0.61
328	1	0	0.0048	0	0	0	0.61
329	0.99	0	0.014	0	0	0	0.61
330	1	0	0.0035	0	0	0	0.61
331	0.97	0	0.034	0	0	0	0.61
332	1	0	6.4e-05	0	0	0	0.61
333	0.87	0	0.13	0	0	0	0.61
334	1	0.0014	0	0	0	0	0.61
335	1	0	0	0	0	0	0.61
336	0.87	1.5e-06	0.13	0	0	0	0.61
337	0.99	0	0.015	0	0	0	0.61
338	0.96	0	0.041	0	0	0	0.61
339	0.9	0	0	0.0059	0.098	0	0.61
340	1	0	0	0	0	0	0.61
341	0.99	0	0.013	0	0	0	0.61
342	1	0	0	0	0	0	0.61
343	0	0	0	0	1	4	0
344	0.38	0	0.62	0	0	2	0.47
345	0.91	0	0.085	0	0	0	0.61
346	0.98	0	0.022	0	0	0	0.61
347	0.83	2.8e-06	0.17	0	0	0	0.61
348	0.85	2.7e-06	0.15	0	0	0	0.61
349	1	0	0.0001	0	0	0	0.61
350	0.78	0	0.22	0	0	0	0.61
351	1	0	0.0042	0	0	0	0.61
352	0.097	0	0.9	0	0	2	0.47
353	1	0	0.00024	0	0	0	0.61
354	1	0	1.4e-05	0	0	0	0.61
355	1	0	3.4e-06	0	0	0	0.61
356	1	0	0.00083	0	0	0	0.61
357	0.98	0	0.019	0	0	0	0.61
358	0.97	0	0.031	0	0	0	0.61
359	0.35	0	0.65	0	0	2	0.47
360	0.89	0	0.11	0	0	0	0.61
361	0.59	0	0.41	0	0	0	0.61
362	0	1.1e-06	0	1	0	3	0.087
363	0.99	0	0.0057	0	0	0	0.61
364	0.97	0.026	0	0	0	0	0.61
365	1	0	0.0029	0	0	0	0.61
366	0.1	1.4e-05	0.9	0	0	2	0.47
367	0.98	0	0.015	0	0	0	0.61
368	0.99	0	0.007	0	0	0	0.61
369	0.91	0	0.089	0	0	0	0.61
370	0.0058	0.71	0.28	1.4e-05	0	1	0.87
371	0.3	6.4e-05	0.7	0	0	2	0.47
372	0.38	0.0079	0.62	0	0	2	0.47
373	0.94	0.057	1.5e-06	0	0	0	0.61
374	0.96	0	0.041	0	0	0	0.61
375	1	0	0.002	0	0	0	0.61
376	0.17	3.2e-05	0.83	0	0	2	0.47
377	0.015	0	0.99	0	0	2	0.47
378	0.42	0.001	0.58	0	0	2	0.47
379	0.86	0	0.14	0	0	0	0.61
380	0.23	0.016	0.76	0	0	2	0.47
381	0.99	0	0.0076	0	0	0	0.61
382	1	0	0	0	0	0	0.61
383	0.37	0	0.63	0	0	2	0.47
384	1	0	0.0021	0	0	0	0.61
385	1	0	0	0	0	0	0.61
386	1	0	0.0041	0	0	0	0.61
387	1	0	0.0049	0	0	0	0.61
388	1	0	0.00068	0	0	0	0.61
389	0.9	0	0	8.7e-06	0.098	0	0.61
390	1	0	0	0	0	0	0.61
391	0.89	0.00078	0.11	0	0	0	0.61
392	0.61	0.39	0	0	0	0	0.61
393	0.97	0	0.025	0	0	0	0.61
394	1	7.3e-05	0.00014	0	0	0	0.61
395	0.97	0.00069	0.027	0	0	0	0.61
396	0.99	0.014	2.8e-05	0	0	0	0.61
397	0.99	1.2e-06	0.012	0	0	0	0.61
398	0.79	3.3e-06	0.21	0	0	0	0.61
399	0.11	0	0.89	0	0	2	0.47
400	0.98	0	0.021	0	0	0	0.61
401	0.94	0	0.062	0	0	0	0.61
402	0.94	0	0.056	0	0	0	0.61
403	0.92	2.2e-05	0.082	0	0	0	0.61
404	0.65	1.2e-06	0.35	0	0	0	0.61
405	0.97	0	0.027	0	0	0	0.61
406	0	0	0	1	0	3	0.087
407	0	0	0	1	0	3	0.087
408	0	3.9e-06	0	1	0	3	0.087
409	0.9	0	0	0	0.098	0	0.61
410	0.9	0	0	0	0.098	0	0.61
411	0.9	0	0	0.0016	0.098	0	0.61
412	0	0	0	1	0	3	0.087
413	0.0099	0	0.99	0	0	2	0.47
414	0.056	1.5e-06	0.94	0	0	2	0.47
415	0.89	3.6e-06	0	0.012	0.097	0	0.61
416	0.96	0	0.038	0	0	0	0.61
417	0.97	0	0.028	0	0	0	0.61
418	0	0	0	1	0	3	0.087
419	0.76	0	0.24	0	0	0	0.61
420	0.61	0	0.39	0	0	0	0.61
421	0	0	0	1	0	3	0.087
422	1	0	0.00018	0	0	0	0.61
423	0.0092	0.00025	0.99	0	0	2	0.47
424	0.93	0	0.068	0	0	0	0.61
425	0.83	0	0.17	0	0	0	0.61
426	0.99	0.0076	0	0	0	0	0.61
427	0.99	0.0048	0.0062	0	0	0	0.61
428	0.37	0	0.63	0	0	2	0.47
429	0.34	0	0.66	0	0	2	0.47
430	0.9	0.082	0.017	0	0	0	0.61
431	0.96	0	0.043	0	0	0	0.61
432	0.56	0.00076	0.44	0.002	0	0	0.61
433	0.96	0.00041	0.043	0	0	0	0.61
434	1	0.0001	0.0005	0	0	0	0.61
435	0.47	0	0.53	0	0	2	0.47
436	1	0.0049	6.1e-06	0	0	0	0.61
437	0.81	0.18	0.0085	0	0	0	0.61
438	0.67	1.3e-05	0.33	0	0	0	0.61
439	0	1	0	0	0	1	0.87
440	0	1	0	0	0	1	0.87
441	0.43	0.57	0.0013	0	0	1	0.87
442	0.6	0	0.4	0	0	0	0.61
443	0	0	0	1	0	3	0.087
444	0	0	0	1	0	3	0.087
445	0.98	0.01	0.0083	0	0	0	0.61
446	0.97	0.028	2e-05	0	0	0	0.61
447	0.00083	0	1	0	0	2	0.47
448	0.0086	0	0.073	0.92	0	3	0.087
449	0.95	0	0.052	0	0	0	0.61
450	0.013	0.00018	0.99	0	0	2	0.47
451	0.047	0	0.95	0	0	2	0.47
452	0.66	0.34	0	0	0	0	0.61
453	0.83	0	0.17	0	0	0	0.61
454	0	0	0	0.0012	1	4	0
455	0.92	0.075	0.0023	0	0	0	0.61
456	0.98	0.0003	0.016	0	0	0	0.61
457	0.81	0.19	0.0024	0	0	0	0.61
458	1	0.0017	8.9e-05	0	0	0	0.61
459	0.87	0	0.13	0	0	0	0.61
460	0.53	7.7e-05	0.47	0	0	0	0.61
461	0.97	0.022	0.0055	0	0	0	0.61
462	0	0	0	1	0	3	0.087
463	0.89	0	0.11	0	0	0	0.61
464	0.77	0.001	0.23	0	0	0	0.61
465	0.3	3.2e-05	0.68	0.014	0	2	0.47
466	0.98	0.0012	0.019	0	0	0	0.61
467	0.56	0.44	2.9e-06	0	0	0	0.61
468	0	0	0	0.0015	1	4	0
469	0.93	3.3e-06	0.069	0	0	0	0.61
470	1	0	1.6e-06	0	0	0	0.61
471	0.89	0.081	0.032	0	0	0	0.61
472	0	0	0	1	0	3	0.087
473	0.98	0.002	0.014	0	0	0	0.61
474	0.95	0.0079	0.044	0	0	0	0.61
475	0.11	0	0.89	0	0	2	0.47
476	0.98	0	0.019	0	0	0	0.61
477	0.42	1.6e-06	0.58	0	0	2	0.47
478	0.54	1.7e-06	0.46	0	0	0	0.61
479	0.92	0.079	0	0	0	0	0.61
480	0.95	0.019	0.03	0	0	0	0.61
481	1	0.00081	1.2e-05	0	0	0	0.61
482	0.99	0.0074	0.0043	0	0	0	0.61
483	0	0.0031	0	1	0	3	0.087
484	0.91	0	0.091	0	0	0	0.61
485	0.93	0.06	0.0085	0	0	0	0.61
486	1	0.00093	0	0	0	0	0.61
487	0.00052	0	1	0	0	2	0.47
488	0.9	0	0.1	0	0	0	0.61
489	0.74	8.5e-05	0.26	0	0	0	0.61
490	0.97	0	0.027	0	0	0	0.61
491	0.95	0	0.046	0	0	0	0.61
492	0.97	2e-06	0.031	0	0	0	0.61
493	0.73	1.4e-05	0.27	0	0	0	0.61
494	0.99	0	0.012	0	0	0	0.61
495	0.99	0	0.0088	0	0	0	0.61
496	1	0	0	0	0	0	0.61
497	0.95	0	0.049	0	0	0	0.61
498	0.36	0	0.64	0	0	2	0.47
499	0	0	0	0.013	0.99	4	0
500	1	0.0012	0.0015	0	0	0	0.61
501	0.81	0.00018	0.19	0	0	0	0.61
502	0.59	0.41	0	0	0	0	0.61
503	1	0.0032	0.00056	0	0	0	0.61
504	0.86	6.2e-05	0.14	0	0	0	0.61
505	0.86	0.14	0.003	0	0	0	0.61
506	0	0	0	0.00012	1	4	0
507	0.99	0.0044	0.0016	0	0	0	0.61
508	1	0.001	0	0	0	0	0.61
509	0.88	0.001	0.12	0	0	0	0.61
510	0.00048	0	1	0	0	2	0.47
511	1	8.8e-06	0	0	0	0	0.61
512	0.86	0.0028	0.13	2.2e-06	0	0	0.61
513	0	0	0	1	0	3	0.087
514	1	0	0.0044	0	0	0	0.61
515	0.97	8.2e-06	0.029	0	0	0	0.61
516	0.045	0	0.96	0	0	2	0.47
517	0.87	0.12	0.0073	0	0	0	0.61
518	1	6.7e-06	0.0022	0	0	0	0.61
519	0.98	0	0.023	0	0	0	0.61
520	0.98	0.0025	0.013	0	0	0	0.61
521	1	0	0.0047	0	0	0	0.61
522	1	0	0.0034	0	0	0	0.61
523	1.9e-05	0	1	0	0	2	0.47
524	0.016	0	0.98	3.1e-06	0	2	0.47
525	1	0	0.0018	0	0	0	0.61
526	0.88	0.12	0	0	0	0	0.61
527	1	0	0.00031	0	0	0	0.61
528	1	8.5e-06	0	0	0	0	0.61
529	0.97	0.023	0.0079	0	0	0	0.61
530	0	0	0	0.0043	1	4	0
531	0.75	0.25	1.1e-05	0	0	0	0.61
532	0.96	2e-05	0.043	0	0	0	0.61
533	1	7.1e-05	0.00049	0	0	0	0.61
534	0.99	0	0.0063	0	0	0	0.61
535	0.99	0	0.0066	0	0	0	0.61
536	0.44	0	0.56	0	0	2	0.47
537	1	7.7e-06	0	0	0	0	0.61
538	0.027	0	0.97	0	0	2	0.47
539	9.8e-06	0	1	0	0	2	0.47
540	0.98	0.017	0	0	0	0	0.61
541	0.9	0	0.1	0	0	0	0.61
542	0.39	0	0.61	0	0	2	0.47
543	0.96	0.036	0.00033	0	0	0	0.61
544	0	0	0	0.14	0.86	4	0
545	0.99	0.0015	0.0056	0	0	0	0.61
546	1	0	0.0047	0	0	0	0.61
547	0.00054	0	1	0	0	2	0.47
548	0.78	4.4e-05	0.22	0	0	0	0.61
549	0.99	6.9e-05	0.0078	0	0	0	0.61
550	0	1	0	0	0	1	0.87
551	0.98	0	0.022	0	0	0	0.61
552	0.97	0.035	3.5e-05	0	0	0	0.61
553	0.017	0	0.98	0	0	2	0.47
554	0.83	0	0.17	0	0	0	0.61
555	0.82	0	0.18	0	0	0	0.61
556	0.99	0	0.0097	0	0	0	0.61
557	0.92	0	0.076	0	0	0	0.61
558	1	4.6e-05	5.2e-05	0	0	0	0.61
559	1	0	0.0003	0	0	0	0.61
560	0.13	0	0.87	0	0	2	0.47
561	0.93	1.1e-05	0.065	0	0	0	0.61
562	0.88	0	0.12	0	0	0	0.61
563	0.93	6.1e-05	0.067	0	0	0	0.61
564	0.61	0	0.39	0	0	0	0.61
565	0.92	0	0.078	0	0	0	0.61
566	0.53	0	0.47	0	0	0	0.61
567	0.96	0.024	0.016	0	0	0	0.61
568	0.76	0.00025	0.24	0	0	0	0.61
569	0.74	0	0.26	0	0	0	0.61
570	0	0.00026	0	1	0	3	0.087
571	0.97	0.00019	0.025	0	0	0	0.61
572	0.052	0	0.95	0	0	2	0.47
573	1	0	0.00056	0	0	0	0.61
574	0	0	0	8.5e-05	1	4	0
575	0.7	0	0.3	0	0	0	0.61
576	0.35	0	0.65	0	0	2	0.47
577	0.72	3.7e-05	0.28	0	0	0	0.61
578	0.96	3.4e-06	0.037	0	0	0	0.61
579	0.0013	0	1	0	0	2	0.47
580	0.9	0.00068	0.1	0	0	0	0.61
581	0.95	0.00033	0.047	0	0	0	0.61
582	0.69	0	0.31	0	0	0	0.61
583	0.88	0.0032	0.11	0	0	0	0.61
584	0	0	0	0	1	4	0
585	0.63	0	0.37	0	0	0	0.61
586	0.69	0	0.31	0	0	0	0.61
587	0.94	2.8e-06	0.057	0	0	0	0.61
588	0.78	0.0075	0.21	8.3e-06	0	0	0.61
589	0.99	0.00054	0.0083	0	0	0	0.61
590	0.91	0	0.091	0	0	0	0.61
591	0.38	0	0.62	0	0	2	0.47
592	0.0046	0	1	0	0	2	0.47
593	0.9	0	0	0.0012	0.098	0	0.61
594	1	0	0.0013	0	0	0	0.61
595	1	0.00023	0.0032	0	0	0	0.61
596	0	0	0	1	0	3	0.087
597	0.96	0	0.038	0	0	0	0.61
598	1	0	0.0018	0	0	0	0.61
599	0.98	0.0057	0.016	0	0	0	0.61
600	0	0	0	0	1	4	0
601	0.83	0.0025	0.16	0	0	0	0.61
602	0	1.4e-06	0	1	0	3	0.087
603	0	0	0	1	0	3	0.087
604	0.83	0	0.17	0	0	0	0.61
605	0.54	1.3e-06	0.46	0	0	0	0.61
606	0.97	1.5e-05	0.028	0	0	0	0.61
607	0.94	9.2e-06	0.058	0	0	0	0.61
608	0.86	0	0.14	0	0	0	0.61
609	0.68	0	0.32	0	0	0	0.61
610	0.65	0	0.35	0	0	0	0.61
611	0.99	0	0.011	0	0	0	0.61
612	0.99	0	0.0064	0	0	0	0.61
613	0.99	3e-05	0.0085	0	0	0	0.61
614	1	0	0.0016	0	0	0	0.61
615	0.25	0	0.75	0	0	2	0.47
